id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2804406725,69,1,1,9,36,anga7587r1zv4ey71ge9zxol3,1,18.7,59.4,2025-04-21T12:09:45.072Z,2025-04-21T12:09:47Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5669952747,212,7.3,5669952749,213,1.22,5669952743,140,21.1,5669952741,56,Back,5669952739,3,,5669952745,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406769,71,1,1,9,38,anga7587r1zv4ey71ge9zxol3,1,21.1,69.4,2025-04-21T12:09:47.225Z,2025-04-21T12:09:51Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669952987,212,21.4,5669952981,56,Back,5669952985,141,61.8,5669952983,140,40.9,5669952989,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406813,72,1,1,9,42,anga7587r1zv4ey71ge9zxol3,1,55.9,64.2,2025-04-21T12:09:51.368Z,2025-04-21T12:09:55Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5669953227,141,86.3,5669953229,212,18.1,5669953223,56,Left,5669953231,213,0.98,5669953225,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406857,73,1,1,9,47,anga7587r1zv4ey71ge9zxol3,1,59.3,76.3,2025-04-21T12:09:55.649Z,2025-04-21T12:09:59Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669953427,56,Left,5669953433,212,19.9,5669953429,140,73.8,5669953431,141,95.1,5669953435,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406885,74,1,1,9,51,anga7587r1zv4ey71ge9zxol3,1,78.7,94.2,2025-04-21T12:09:59.520Z,2025-04-21T12:10:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669953547,213,5.00,5669953543,141,68.1,5669953541,140,83.7,5669953545,212,18.5,5669953539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406907,75,1,1,9,52,anga7587r1zv4ey71ge9zxol3,1,84.4,69.1,2025-04-21T12:10:01.144Z,2025-04-21T12:10:04Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5669953689,140,76.4,5669953691,141,80.9,5669953695,213,2.38,5669953693,212,11.6,5669953687,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406915,76,1,1,9,56,anga7587r1zv4ey71ge9zxol3,1,75.8,76.1,2025-04-21T12:10:04.713Z,2025-04-21T12:10:05Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669953715,56,Center,5669953723,213,4.64,5669953721,212,12.1,5669953719,141,58.4,5669953717,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406921,77,1,1,9,56,anga7587r1zv4ey71ge9zxol3,1,75.0,58.4,2025-04-21T12:10:05.312Z,2025-04-21T12:10:06Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5669953755,141,71.7,5669953753,140,80.3,5669953759,213,1.02,5669953757,212,10.6,5669953751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406931,78,1,1,9,57,anga7587r1zv4ey71ge9zxol3,0,80.3,71.7,2025-04-21T12:10:06.208Z,2025-04-21T12:10:07Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5669953801,141,70.5,5669953799,140,86.8,5669953797,56,Center,5669953803,212,6.9,5669953805,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406949,119,12,1,9,58,cftj6g399tknheudaxsdpfdgb,1,9.5,33.7,2025-04-21T12:10:07.376Z,2025-04-21T12:10:08Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5669953907,140,15.9,5669953913,213,0.45,5669953909,141,38.5,5669953911,212,7.5,5669953905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406971,120,1,1,9,59,cftj6g399tknheudaxsdpfdgb,0,19.1,36.4,2025-04-21T12:10:08.400Z,2025-04-21T17:27:39Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669954011,140,34.6,5669954015,212,16.7,5669954009,56,Back,5671365239,157,,5669954017,213,0.21,5671365241,1,,5669954013,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406993,79,1,1,10,4,anga7587r1zv4ey71ge9zxol3,1,56.1,56.3,2025-04-21T12:10:12.616Z,2025-04-21T12:10:17Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669954297,56,Center,5669954303,141,73.5,5669954305,212,11.9,5669954307,213,1.38,5669954299,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804406999,80,1,1,10,8,anga7587r1zv4ey71ge9zxol3,1,57.5,70.6,2025-04-21T12:10:17.128Z,2025-04-21T12:10:18Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669954327,56,Back,5669954329,140,47.3,5669954333,212,16.3,5669954331,141,52.5,5669954335,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407019,81,1,1,10,9,anga7587r1zv4ey71ge9zxol3,1,47.3,52.5,2025-04-21T12:10:18.032Z,2025-04-21T12:10:21Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5669954503,1,,5669954493,56,Right,5669954499,212,38.8,5669954497,141,5.9,5669954495,140,68.6,5669954501,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407035,82,1,1,10,12,anga7587r1zv4ey71ge9zxol3,1,65.7,7.9,2025-04-21T12:10:21.094Z,2025-04-21T12:10:24Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669954659,213,2.87,5669954653,140,41.4,5669954655,141,18.3,5669954651,56,Back,5669954657,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407059,83,1,1,10,15,anga7587r1zv4ey71ge9zxol3,1,41.7,25.0,2025-04-21T12:10:24.360Z,2025-04-21T17:27:59Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669954877,213,1.60,5669954869,141,54.5,5669954863,140,41.2,5669954859,56,Back,5669954873,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407067,84,1,1,10,18,anga7587r1zv4ey71ge9zxol3,1,41.1,53.0,2025-04-21T12:10:27.057Z,2025-04-21T12:10:29Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5669954953,140,39.9,5669954955,141,23.9,5669954959,213,4.65,5669954957,212,19.8,5669954951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407085,85,1,1,10,20,anga7587r1zv4ey71ge9zxol3,1,40.2,20.9,2025-04-21T12:10:29.273Z,2025-04-21T12:10:31Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669955109,212,21.9,5669955103,56,Right,5669955107,141,6.5,5669955111,213,5.82,5669955105,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407103,86,1,1,10,23,anga7587r1zv4ey71ge9zxol3,1,47.9,8.0,2025-04-21T12:10:31.832Z,2025-04-21T17:28:06Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669955267,140,36.0,5669955273,213,3.08,5669955269,141,9.2,5669955265,56,Back,5669955271,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407143,87,1,1,10,25,anga7587r1zv4ey71ge9zxol3,1,38.9,6.2,2025-04-21T12:10:34.113Z,2025-04-21T17:28:15Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669955499,213,0.21,5669955495,141,19.5,5669955493,140,78.4,5669955501,1,,5669955491,56,Right,5669955497,212,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407153,88,3,1,10,28,anga7587r1zv4ey71ge9zxol3,0,80.7,22.2,2025-04-21T12:10:37.128Z,2025-04-21T17:28:17Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5669955553,56,Center,5669955555,286,,5669955593,233,122,5671367323,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407147,122,7,1,10,28,cftj6g399tknheudaxsdpfdgb,0,19.3,77.8,2025-04-21T12:10:37.129Z,2025-04-21T17:28:22Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5671367549,178,,5669955575,233,88,5669955517,56,Back,5669955519,285,,5671367547,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407191,89,61,1,10,29,anga7587r1zv4ey71ge9zxol3,1,79.7,21.6,2025-04-21T12:10:38.014Z,2025-04-21T12:10:45Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5669955765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407253,90,27,1,10,36,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-21T12:10:44.650Z,2025-04-21T12:55:27Z,,,,,5669956213,233,124,5670070397,201,,5670070399,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407225,124,27,1,10,36,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-21T12:10:44.650Z,2025-04-21T12:55:31Z,,,,,5669956193,233,90,5670070473,201,,5670070475,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407263,91,28,1,10,41,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-21T12:10:50.057Z,2025-04-21T12:10:51Z,,,,,5669956301,233,125,5669956263,55,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407267,125,28,1,10,41,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-21T12:10:50.057Z,2025-04-21T12:10:50Z,,,,,5669956283,55,124,5669956289,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407269,126,68,1,10,42,cftj6g399tknheudaxsdpfdgb,1,25.5,62.3,2025-04-21T12:10:50.833Z,2025-04-21T12:10:52Z,,,,,5669956357,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407291,127,1,1,10,44,cftj6g399tknheudaxsdpfdgb,1,30.2,65.3,2025-04-21T12:10:52.873Z,2025-04-21T12:10:54Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5669956495,213,4.58,5669956493,212,16.0,5669956487,56,Back,5669956489,140,28.2,5669956491,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407297,128,1,1,10,46,cftj6g399tknheudaxsdpfdgb,1,28.4,40.3,2025-04-21T12:10:54.456Z,2025-04-21T12:10:55Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669956535,140,33.9,5669956533,56,Back,5669956539,212,19.8,5669956537,141,12.5,5669956541,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407357,129,1,1,10,47,cftj6g399tknheudaxsdpfdgb,1,33.7,12.2,2025-04-21T12:10:55.729Z,2025-04-21T12:11:00Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5669956877,141,29.0,5669956879,212,12.8,5669956881,213,2.05,5669956875,140,28.1,5669956873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407403,130,1,1,10,51,cftj6g399tknheudaxsdpfdgb,1,36.6,39.7,2025-04-21T12:11:00.008Z,2025-04-21T12:11:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669957191,141,66.8,5669957189,140,38.8,5669957187,56,Back,5669957193,212,18.6,5669957195,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407419,131,1,1,10,55,cftj6g399tknheudaxsdpfdgb,1,46.4,63.2,2025-04-21T12:11:03.937Z,2025-04-21T12:11:06Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5669957279,140,47.6,5669957281,141,39.7,5669957285,213,4.79,5669957283,212,16.0,5669957277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407459,132,1,1,10,57,cftj6g399tknheudaxsdpfdgb,1,47.3,38.3,2025-04-21T12:11:05.937Z,2025-04-21T12:11:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669957533,141,7.7,5669957529,56,Right,5669957537,213,5.36,5669957535,212,26.2,5669957531,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407493,133,1,1,11,2,cftj6g399tknheudaxsdpfdgb,1,66.3,7.3,2025-04-21T12:11:10.496Z,2025-04-21T12:11:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5669957725,212,15.1,5669957709,56,Right,5669957713,140,55.0,5669957721,141,21.1,5669957729,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407547,134,1,1,11,4,cftj6g399tknheudaxsdpfdgb,1,58.1,10.3,2025-04-21T12:11:13.040Z,2025-04-21T12:11:18Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5669958015,213,1.29,5669958013,212,17.6,5669958007,56,Center,5669958011,141,35.2,5669958009,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407571,135,1,1,11,10,cftj6g399tknheudaxsdpfdgb,1,64.9,34.7,2025-04-21T12:11:18.705Z,2025-04-21T12:11:22Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5669958199,56,Center,5669958205,212,16.3,5669958203,141,58.4,5669958201,140,62.4,5669958207,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407587,136,1,1,11,13,cftj6g399tknheudaxsdpfdgb,1,61.3,58.8,2025-04-21T12:11:21.872Z,2025-04-21T12:11:24Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5669958269,141,86.7,5669958267,140,64.0,5669958273,213,1.42,5669958271,212,19.2,5669958265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407605,137,1,1,11,15,cftj6g399tknheudaxsdpfdgb,1,64.3,87.2,2025-04-21T12:11:23.896Z,2025-04-21T12:11:26Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669958407,56,Center,5669958415,213,4.35,5669958413,212,19.0,5669958411,141,61.1,5669958409,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407611,138,1,1,11,17,cftj6g399tknheudaxsdpfdgb,0,55.5,59.1,2025-04-21T12:11:26.080Z,2025-04-21T12:12:57Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5669958457,212,19.2,5669958451,56,Center,5669958453,140,72.6,5669958455,141,49.3,5669958459,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407619,94,8,1,11,20,anga7587r1zv4ey71ge9zxol3,1,29.2,40.9,2025-04-21T12:11:28.753Z,2025-04-21T17:29:10Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5669958527,56,Back,5671370099,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407659,96,1,1,11,22,anga7587r1zv4ey71ge9zxol3,1,31.6,38.8,2025-04-21T12:11:31.096Z,2025-04-21T12:11:32Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5669958785,213,1.03,5669958783,212,20.7,5669958777,56,Back,5669958779,140,41.8,5669958781,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407691,97,1,1,11,24,anga7587r1zv4ey71ge9zxol3,1,41.8,64.8,2025-04-21T12:11:32.568Z,2025-04-21T12:11:35Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5669958951,141,38.6,5669958949,140,56.4,5669958947,56,Center,5669958953,212,23.5,5669958955,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407711,98,1,1,11,27,anga7587r1zv4ey71ge9zxol3,1,57.8,37.1,2025-04-21T12:11:35.824Z,2025-04-21T12:12:00Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5669959117,141,12.9,5669959119,212,27.9,5669959115,140,79.3,5669959121,213,5.65,5669959113,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407765,99,1,1,11,31,anga7587r1zv4ey71ge9zxol3,1,79.4,14.4,2025-04-21T12:11:39.448Z,2025-04-21T12:11:44Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669959503,141,19.1,5669959505,212,19.3,5669959499,56,Right,5669959507,213,2.97,5669959501,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407801,100,1,1,11,36,anga7587r1zv4ey71ge9zxol3,1,62.7,18.5,2025-04-21T12:11:44.776Z,2025-04-21T12:11:48Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5669959717,140,53.3,5669959719,141,51.0,5669959721,212,24.2,5669959723,213,1.99,5669959715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407825,101,1,1,11,40,anga7587r1zv4ey71ge9zxol3,1,53.3,51.0,2025-04-21T12:11:48.640Z,2025-04-21T12:11:51Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5669959875,212,25.8,5669959873,141,88.9,5669959877,213,1.52,5669959869,56,Left,5669959871,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407829,102,1,1,11,42,anga7587r1zv4ey71ge9zxol3,1,54.5,88.9,2025-04-21T12:11:51.048Z,2025-04-21T12:11:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669959905,56,Left,5669959911,212,6.9,5669959909,141,94.8,5669959913,213,0.62,5669959907,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407887,103,1,1,11,43,anga7587r1zv4ey71ge9zxol3,1,59.9,94.8,2025-04-21T12:11:52.160Z,2025-04-21T12:11:59Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5669960303,212,41.5,5669960305,213,3.27,5669960297,56,Back,5669960307,1,,5669960299,140,20.7,5669960301,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407913,104,1,1,11,52,anga7587r1zv4ey71ge9zxol3,1,21.7,72.4,2025-04-21T12:12:01.232Z,2025-04-21T12:12:02Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5669960421,212,13.8,5669960419,141,52.5,5669960417,140,24.4,5669960415,56,Back,5669960423,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407943,105,1,1,11,54,anga7587r1zv4ey71ge9zxol3,1,24.0,51.6,2025-04-21T12:12:02.424Z,2025-04-21T12:12:05Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5669960597,141,71.4,5669960593,56,Back,5669960595,140,19.7,5669960599,212,14.2,5669960601,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407977,106,1,1,11,57,anga7587r1zv4ey71ge9zxol3,1,18.5,72.6,2025-04-21T12:12:05.768Z,2025-04-21T12:12:10Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5669960847,213,1.04,5669960843,141,95.1,5669960837,56,Back,5669960845,212,17.7,5669960839,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407995,107,1,1,12,1,anga7587r1zv4ey71ge9zxol3,1,24.1,84.6,2025-04-21T12:12:10.264Z,2025-04-21T17:29:44Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669960945,141,47.7,5669960939,56,Center,5669960957,1,,5669960941,140,57.3,5669960953,213,5.66,5669960949,212,43.0,5671371661,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408017,108,1,1,12,3,anga7587r1zv4ey71ge9zxol3,1,57.8,44.2,2025-04-21T12:12:11.584Z,2025-04-21T12:12:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5669961129,140,65.0,5669961133,212,22.3,5669961137,213,5.06,5669961127,56,Right,5669961131,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408039,109,1,1,12,6,anga7587r1zv4ey71ge9zxol3,0,67.1,14.4,2025-04-21T12:12:15.288Z,2025-04-21T12:12:17Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669961273,140,88.1,5669961275,141,29.2,5669961279,213,0.43,5669961277,212,24.2,5669961271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408059,140,1,1,12,10,cftj6g399tknheudaxsdpfdgb,0,5.9,81.8,2025-04-21T12:12:19.272Z,2025-04-21T12:12:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5669961383,140,23.2,5669961385,141,87.5,5669961389,213,0.21,5669961387,212,18.6,5669961379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408073,110,61,1,12,13,anga7587r1zv4ey71ge9zxol3,1,77.1,21.9,2025-04-21T12:12:22.192Z,2025-04-21T17:29:57Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669961457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408079,141,1,1,12,14,cftj6g399tknheudaxsdpfdgb,0,30.0,82.2,2025-04-21T12:12:22.664Z,2025-04-21T12:12:23Z,195o7hchielt14ic49r3k06sq,Serginho,,,5669961507,213,0.90,5669961501,140,31.7,5669961505,212,2.9,5669961503,141,85.5,5669961499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804660829,996,83,1,12,15,cftj6g399tknheudaxsdpfdgb,1,28.1,86.4,2025-04-21T12:12:24.114Z,2025-04-21T17:30:16Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5671373121,399,8ynqwlysks0dvn46ja7zq5vit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408103,111,61,1,12,17,anga7587r1zv4ey71ge9zxol3,0,71.0,21.9,2025-04-21T12:12:25.728Z,2025-04-21T12:12:25Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5669961633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408141,142,50,1,12,20,cftj6g399tknheudaxsdpfdgb,1,60.6,72.2,2025-04-21T12:12:29.319Z,2025-04-21T18:39:28Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5669961839,56,Center,5671582021,233,112,5669961841,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408171,112,7,1,12,20,anga7587r1zv4ey71ge9zxol3,0,39.4,27.8,2025-04-21T12:12:29.320Z,2025-04-21T18:39:28Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5671373645,178,,5669962029,56,Back,5671373643,384,,5669962031,285,,5671582015,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408149,143,1,1,12,21,cftj6g399tknheudaxsdpfdgb,0,62.0,71.1,2025-04-21T12:12:30.273Z,2025-04-21T17:30:44Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5671374309,212,11.9,5671374311,213,5.32,5671374305,140,68.5,5671374307,141,56.8,5669961881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408213,113,1,1,12,24,anga7587r1zv4ey71ge9zxol3,1,27.9,42.7,2025-04-21T12:12:33Z,2025-04-21T12:12:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5669962281,56,Back,5669962291,212,24.1,5669962299,1,,5669962275,157,,5669962287,141,25.0,5669962297,213,5.76,5669962283,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408219,114,44,1,12,24,anga7587r1zv4ey71ge9zxol3,1,54.7,32.4,2025-04-21T12:12:33.183Z,2025-04-21T12:53:45Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5669962335,56,Center,5669962357,233,144,5669962337,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408173,144,44,1,12,24,cftj6g399tknheudaxsdpfdgb,0,45.3,67.6,2025-04-21T12:12:33.184Z,2025-04-21T12:53:45Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5669962053,285,,5669962371,233,114,5669962051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408225,115,1,1,12,25,anga7587r1zv4ey71ge9zxol3,1,50.2,25.2,2025-04-21T12:12:33.800Z,2025-04-21T17:31:30Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5669962387,56,Right,5669962393,212,13.8,5669962383,3,,5669962389,140,63.0,5669962395,213,6.05,5669962385,168,,5669962391,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408187,145,43,1,12,26,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-21T12:12:34.939Z,2025-04-21T17:31:15Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5671375673,144,61,5669962119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
