id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2740110257,180,1,1,15,56,aljua8crr0vkwit0j3m59jw9j,0,79.7,0.0,2024-10-27T15:17:45.637Z,2024-10-27T15:17:47Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5319168263,212,15.3,5319168265,213,0.51,5319168257,56,Right,5319168255,107,,5319168261,141,9.3,5319168259,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110297,142,1,1,15,58,cftj6g399tknheudaxsdpfdgb,1,11.4,91.5,2024-10-27T15:17:47.779Z,2024-10-27T15:17:49Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5319168467,213,4.61,5319168453,56,Back,5319168463,141,84.3,5319168465,212,4.9,5319168457,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110335,144,1,1,16,0,cftj6g399tknheudaxsdpfdgb,1,11.0,84.0,2024-10-27T15:17:49.699Z,2024-10-27T15:17:50Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319168705,213,1.49,5319168703,212,5.3,5319168699,140,11.4,5319168701,141,91.8,5319168697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110365,145,1,1,16,1,cftj6g399tknheudaxsdpfdgb,0,11.5,93.2,2024-10-27T15:17:50.628Z,2024-10-27T15:17:52Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5319168877,213,5.94,5319168859,155,,5319168861,56,Back,5319168873,212,25.8,5319168865,140,34.6,5319168869,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110381,181,1,1,16,3,aljua8crr0vkwit0j3m59jw9j,1,64.4,31.8,2024-10-27T15:17:52.438Z,2024-10-27T15:17:53Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319168975,213,6.22,5319168973,212,4.6,5319168965,3,,5319168969,140,68.8,5319168971,141,31.4,5319168967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110421,183,1,1,16,4,aljua8crr0vkwit0j3m59jw9j,0,68.7,31.8,2024-10-27T15:17:53.625Z,2024-10-27T15:17:55Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319169181,212,13.8,5319169165,155,,5319169169,56,Center,5319169173,140,78.9,5319169183,213,0.69,5319169177,141,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110475,146,12,1,16,7,cftj6g399tknheudaxsdpfdgb,1,19.3,60.6,2024-10-27T15:17:55.860Z,2024-10-27T15:18:05Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319169445,140,34.6,5319169439,56,Back,5319169455,213,0.14,5319169451,141,63.9,5319169453,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110499,184,1,1,16,7,aljua8crr0vkwit0j3m59jw9j,1,62.8,35.7,2024-10-27T15:17:56.631Z,2024-10-27T15:17:58Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319169595,141,36.6,5319169599,213,0.09,5319169593,140,69.0,5319169589,3,,5319169597,212,6.5,5319169591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110549,185,1,1,16,9,aljua8crr0vkwit0j3m59jw9j,1,66.9,35.9,2024-10-27T15:17:58.246Z,2024-10-27T15:18:00Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319169891,213,5.04,5319169881,140,73.4,5319169885,141,6.6,5319169889,212,21.1,5319169877,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110611,186,1,1,16,11,aljua8crr0vkwit0j3m59jw9j,1,73.9,5.5,2024-10-27T15:18:00.534Z,2024-10-27T15:18:03Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319170227,212,14.6,5319170219,140,63.0,5319170215,56,Right,5319170231,213,2.47,5319170223,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110687,187,1,1,16,15,aljua8crr0vkwit0j3m59jw9j,1,64.6,26.6,2024-10-27T15:18:04.295Z,2024-10-27T15:18:06Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319170659,212,9.4,5319170653,141,36.5,5319170649,140,58.3,5319170663,213,2.35,5319170647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110725,188,1,1,16,17,aljua8crr0vkwit0j3m59jw9j,1,58.7,37.2,2024-10-27T15:18:06.806Z,2024-10-27T15:18:08Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319170863,212,15.1,5319170857,56,Center,5319170865,213,1.96,5319170861,141,57.7,5319170859,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110851,189,1,1,16,19,aljua8crr0vkwit0j3m59jw9j,1,53.2,57.7,2024-10-27T15:18:08.390Z,2024-10-27T15:18:13Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319171631,141,97.2,5319171625,56,Left,5319171637,213,1.40,5319171633,212,27.3,5319171627,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110887,190,1,1,16,24,aljua8crr0vkwit0j3m59jw9j,1,59.4,96.3,2024-10-27T15:18:13.350Z,2024-10-27T15:18:14Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319171799,141,80.8,5319171803,212,12.6,5319171795,56,Left,5319171797,140,65.9,5319171807,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740110923,191,1,1,16,25,aljua8crr0vkwit0j3m59jw9j,1,65.9,80.8,2024-10-27T15:18:14.358Z,2024-10-27T15:18:15Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5319172001,56,Left,5319172013,213,1.93,5319172009,212,12.6,5319172003,140,61.7,5319172005,141,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111009,192,1,1,16,27,aljua8crr0vkwit0j3m59jw9j,1,61.7,98.2,2024-10-27T15:18:15.847Z,2024-10-27T15:18:19Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319172445,56,Left,5319172447,140,52.6,5319172449,141,89.8,5319172453,213,3.68,5319172451,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111043,193,1,1,16,30,aljua8crr0vkwit0j3m59jw9j,1,55.7,79.3,2024-10-27T15:18:18.919Z,2024-10-27T15:18:21Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319172637,56,Center,5319172645,141,55.0,5319172647,212,16.6,5319172649,213,4.66,5319172643,140,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111119,194,1,1,16,32,aljua8crr0vkwit0j3m59jw9j,1,62.6,50.3,2024-10-27T15:18:20.935Z,2024-10-27T15:18:24Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319173119,1,,5319173113,141,27.2,5319173115,212,39.2,5319173117,213,5.87,5319173109,56,Center,5319173111,140,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111149,195,1,1,16,35,aljua8crr0vkwit0j3m59jw9j,1,96.0,28.4,2024-10-27T15:18:24.663Z,2024-10-27T15:18:26Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5319173257,141,17.5,5319173253,56,Right,5319173259,212,8.0,5319173255,140,93.2,5319173261,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111173,196,1,1,16,37,aljua8crr0vkwit0j3m59jw9j,1,94.1,17.7,2024-10-27T15:18:26.167Z,2024-10-27T15:21:17Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319173391,212,20.6,5319173387,140,92.5,5319173381,2,,5319173389,141,47.9,5319173395,213,1.65,5319173385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111235,147,43,1,16,39,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-27T15:18:28.100Z,2024-10-27T15:19:50Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5319183561,144,12,5319173731,141,71.9,5319173739,213,1.34,5319173727,56,Back,5319173735,212,6.3,5319173729,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740114541,240,61,1,16,40,aljua8crr0vkwit0j3m59jw9j,0,90.2,41.4,2024-10-27T15:18:29.388Z,2024-10-27T15:21:12Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319193063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111247,148,61,1,16,41,cftj6g399tknheudaxsdpfdgb,1,12.5,68.3,2024-10-27T15:18:29.920Z,2024-10-27T15:19:54Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5319173785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111273,149,3,1,16,42,cftj6g399tknheudaxsdpfdgb,0,21.4,83.0,2024-10-27T15:18:30.948Z,2024-10-27T15:18:35Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319174225,233,197,5319173915,285,,5319173913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111315,197,7,1,16,42,aljua8crr0vkwit0j3m59jw9j,1,78.6,17.0,2024-10-27T15:18:30.949Z,2024-10-27T15:18:34Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319174147,286,,5319174143,167,,5319174145,56,Right,5319174179,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111655,150,5,1,16,43,cftj6g399tknheudaxsdpfdgb,1,7.3,101.4,2024-10-27T15:18:32.452Z,2024-10-27T15:22:10Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319176271,233,198,5319176169,347,,5319176167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111389,198,5,1,16,43,aljua8crr0vkwit0j3m59jw9j,0,92.7,-1.4,2024-10-27T15:18:32.452Z,2024-10-27T15:22:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319174535,56,Right,5319174537,347,,5319176307,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111701,151,1,1,17,0,cftj6g399tknheudaxsdpfdgb,1,14.8,100.0,2024-10-27T15:18:49.669Z,2024-10-27T15:18:50Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319176369,56,Back,5319176375,212,9.1,5319176373,141,87.6,5319176367,107,,5319176377,213,4.99,5319176371,140,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111719,152,1,1,17,1,cftj6g399tknheudaxsdpfdgb,1,17.2,87.5,2024-10-27T15:18:50.389Z,2024-10-27T15:23:18Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5319176521,56,Back,5319176533,213,1.80,5319176523,140,15.7,5319176529,212,6.9,5319176525,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111797,153,1,1,17,2,cftj6g399tknheudaxsdpfdgb,1,15.6,97.4,2024-10-27T15:18:51.542Z,2024-10-27T15:18:54Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319176975,1,,5319176971,213,5.66,5319176959,56,Back,5319176957,157,,5319176967,141,70.2,5319176969,212,31.9,5319176963,140,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111787,199,4,1,17,5,aljua8crr0vkwit0j3m59jw9j,1,53.5,34.4,2024-10-27T15:18:54.233Z,2024-10-27T15:23:47Z,,,,,5319177061,286,,5319177055,56,Center,5319177245,233,154,5319208773,10,,5319177057,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111803,154,4,1,17,5,cftj6g399tknheudaxsdpfdgb,0,46.5,65.6,2024-10-27T15:18:54.234Z,2024-10-27T15:23:23Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319177291,233,199,5319177187,285,,5319177183,152,,5319177175,10,,5319177179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111859,200,1,1,17,6,aljua8crr0vkwit0j3m59jw9j,1,58.4,25.1,2024-10-27T15:18:55.591Z,2024-10-27T15:18:57Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319177391,56,Center,5319177387,5,,5319177397,212,8.5,5319177389,152,,5319177399,213,0.18,5319177393,140,66.4,5319177395,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111871,201,1,1,17,7,aljua8crr0vkwit0j3m59jw9j,0,65.1,27.5,2024-10-27T15:18:56.535Z,2024-10-27T15:18:58Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319177441,56,Center,5319177627,233,155,5319177453,213,0.31,5319177631,286,,5319177443,140,67.7,5319177449,212,2.9,5319177623,236,,5319177445,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111893,155,74,1,17,7,cftj6g399tknheudaxsdpfdgb,1,34.3,67.4,2024-10-27T15:18:56.536Z,2024-10-27T15:23:27Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5319177659,233,201,5319177569,285,,5319177567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111971,202,1,1,17,11,aljua8crr0vkwit0j3m59jw9j,1,58.7,22.6,2024-10-27T15:18:59.911Z,2024-10-27T15:19:02Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319178083,213,2.07,5319178081,212,26.6,5319178075,56,Back,5319178077,140,46.6,5319178079,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112043,203,1,1,17,13,aljua8crr0vkwit0j3m59jw9j,1,48.2,61.1,2024-10-27T15:19:02.792Z,2024-10-27T15:19:06Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319178515,140,55.7,5319178513,56,Left,5319178517,141,97.8,5319178521,212,26.2,5319178525,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112095,204,1,1,17,17,aljua8crr0vkwit0j3m59jw9j,1,55.7,97.8,2024-10-27T15:19:05.896Z,2024-10-27T15:19:08Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319178831,56,Back,5319178837,212,24.1,5319178835,141,78.7,5319178839,213,3.71,5319178833,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112145,205,1,1,17,19,aljua8crr0vkwit0j3m59jw9j,1,36.4,78.7,2024-10-27T15:19:08.392Z,2024-10-27T15:19:11Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319179085,140,23.7,5319179091,213,4.01,5319179087,141,55.7,5319179089,212,20.6,5319179083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112177,206,1,1,17,22,aljua8crr0vkwit0j3m59jw9j,1,23.7,55.7,2024-10-27T15:19:11Z,2024-10-27T15:19:12Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319179321,213,5.91,5319179317,141,46.8,5319179319,212,16.5,5319179311,140,38.3,5319179305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112275,207,1,1,17,23,aljua8crr0vkwit0j3m59jw9j,1,38.3,46.8,2024-10-27T15:19:12.632Z,2024-10-27T15:19:17Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319179927,212,14.6,5319179921,56,Back,5319179931,213,3.30,5319179925,141,43.5,5319179923,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112339,208,1,1,17,27,aljua8crr0vkwit0j3m59jw9j,1,27.6,44.9,2024-10-27T15:19:16.744Z,2024-10-27T15:19:20Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319180273,141,98.1,5319180279,212,48.4,5319180265,56,Left,5319180287,1,,5319180271,140,58.2,5319180261,155,,5319180283,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112437,209,1,1,17,31,aljua8crr0vkwit0j3m59jw9j,1,58.2,98.1,2024-10-27T15:19:20.424Z,2024-10-27T15:19:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319180841,212,10.7,5319180837,140,61.5,5319180843,213,5.04,5319180835,56,Left,5319180839,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112443,210,50,1,17,36,aljua8crr0vkwit0j3m59jw9j,1,61.4,64.4,2024-10-27T15:19:24.886Z,2024-10-27T15:23:25Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5319180867,286,,5319180865,56,Center,5319180919,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112425,156,7,1,17,36,cftj6g399tknheudaxsdpfdgb,0,38.6,35.6,2024-10-27T15:19:24.887Z,2024-10-27T15:23:24Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5319180783,56,Back,5319180785,285,,5319180885,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112491,211,1,1,17,37,aljua8crr0vkwit0j3m59jw9j,1,59.9,65.3,2024-10-27T15:19:25.849Z,2024-10-27T15:19:28Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5319181185,56,Center,5319181193,213,4.45,5319181191,212,13.7,5319181187,140,56.5,5319181189,141,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112555,212,1,1,17,39,aljua8crr0vkwit0j3m59jw9j,1,62.8,39.9,2024-10-27T15:19:28.472Z,2024-10-27T15:19:32Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319181557,140,80.8,5319181563,213,5.39,5319181559,141,5.1,5319181561,212,30.3,5319181555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112599,213,1,1,17,43,aljua8crr0vkwit0j3m59jw9j,1,81.1,5.2,2024-10-27T15:19:32.008Z,2024-10-27T15:19:34Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319181839,56,Center,5319181845,212,18.0,5319181843,141,30.2,5319181847,213,1.91,5319181841,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112613,214,1,1,17,45,aljua8crr0vkwit0j3m59jw9j,0,75.4,30.2,2024-10-27T15:19:34.297Z,2024-10-27T15:19:35Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319181921,213,0.02,5319181917,141,30.5,5319181919,212,8.3,5319181913,56,Center,5319181915,140,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112657,158,1,1,17,48,cftj6g399tknheudaxsdpfdgb,1,24.7,70.4,2024-10-27T15:19:37.078Z,2024-10-27T15:19:38Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319182203,56,Back,5319182211,212,12.7,5319182209,141,55.1,5319182205,140,31.6,5319182215,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112669,159,61,1,17,49,cftj6g399tknheudaxsdpfdgb,1,31.7,53.4,2024-10-27T15:19:38.482Z,2024-10-27T15:19:38Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5319182289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112699,160,1,1,17,51,cftj6g399tknheudaxsdpfdgb,0,34.7,63.5,2024-10-27T15:19:39.878Z,2024-10-27T15:19:40Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319182447,140,44.9,5319182449,141,68.6,5319182445,56,Back,5319182451,212,11.3,5319182453,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112715,215,1,1,17,51,aljua8crr0vkwit0j3m59jw9j,1,56.3,34.5,2024-10-27T15:19:40.793Z,2024-10-27T15:19:41Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319182581,213,0.13,5319182579,212,3.2,5319182577,141,35.1,5319182573,56,Center,5319182575,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112801,217,1,1,17,53,aljua8crr0vkwit0j3m59jw9j,1,59.3,35.1,2024-10-27T15:19:42.123Z,2024-10-27T15:19:46Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319183169,140,61.8,5319183175,213,4.91,5319183173,212,13.1,5319183167,56,Right,5319183171,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112835,218,1,1,17,57,aljua8crr0vkwit0j3m59jw9j,1,72.3,9.3,2024-10-27T15:19:46.793Z,2024-10-27T15:19:48Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319183347,212,16.7,5319183341,56,Center,5319183353,213,1.83,5319183343,140,68.2,5319183345,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112869,219,1,1,17,59,aljua8crr0vkwit0j3m59jw9j,1,68.2,33.0,2024-10-27T15:19:48.409Z,2024-10-27T15:19:50Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319183537,213,4.48,5319183531,140,65.1,5319183529,56,Right,5319183533,141,13.2,5319183535,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112945,220,1,1,18,1,aljua8crr0vkwit0j3m59jw9j,1,65.3,14.4,2024-10-27T15:19:50.265Z,2024-10-27T15:19:54Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319183971,213,2.20,5319183965,140,51.7,5319183963,56,Center,5319183969,212,24.2,5319183967,141,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740112987,221,1,1,18,5,aljua8crr0vkwit0j3m59jw9j,0,52.5,46.2,2024-10-27T15:19:54.106Z,2024-10-27T15:19:55Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319184207,212,31.0,5319184201,56,Center,5319184199,155,,5319184209,213,5.76,5319184203,140,78.1,5319184205,141,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113017,161,1,1,18,7,cftj6g399tknheudaxsdpfdgb,1,20.9,72.9,2024-10-27T15:19:55.863Z,2024-10-27T15:19:57Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319184379,141,58.8,5319184375,140,15.2,5319184385,213,4.15,5319184367,3,,5319184383,212,11.3,5319184371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113067,163,1,1,18,8,cftj6g399tknheudaxsdpfdgb,1,14.9,58.1,2024-10-27T15:19:57.735Z,2024-10-27T15:20:00Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5319184649,140,8.2,5319184655,213,3.47,5319184653,212,7.4,5319184647,56,Back,5319184651,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113133,164,1,1,18,11,cftj6g399tknheudaxsdpfdgb,1,8.2,54.6,2024-10-27T15:20:00.214Z,2024-10-27T15:20:03Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319184987,140,47.0,5319184991,212,41.5,5319184989,141,66.0,5319184983,157,,5319184993,213,0.19,5319184995,1,,5319184985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113153,165,1,1,18,14,cftj6g399tknheudaxsdpfdgb,0,47.3,65.6,2024-10-27T15:20:03.223Z,2024-10-27T15:24:07Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5319185125,213,6.09,5319185123,212,19.1,5319185121,141,60.3,5319185119,140,65.2,5319185117,56,Center,5319185113,3,,5319185115,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113397,223,1,1,18,23,aljua8crr0vkwit0j3m59jw9j,1,30.6,55.4,2024-10-27T15:20:11.946Z,2024-10-27T15:20:14Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319186409,213,5.75,5319186397,140,45.2,5319186405,212,17.8,5319186401,141,42.0,5319186395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113465,224,1,1,18,25,aljua8crr0vkwit0j3m59jw9j,1,37.8,46.2,2024-10-27T15:20:14.154Z,2024-10-27T15:20:17Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319186805,140,24.1,5319186809,212,15.9,5319186811,213,3.58,5319186803,56,Back,5319186807,141,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113491,225,1,1,18,29,aljua8crr0vkwit0j3m59jw9j,1,29.9,35.6,2024-10-27T15:20:17.850Z,2024-10-27T15:20:19Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319186927,140,35.5,5319186933,213,1.13,5319186929,141,54.1,5319186931,212,13.9,5319186925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740113549,226,1,1,18,30,aljua8crr0vkwit0j3m59jw9j,1,35.5,54.1,2024-10-27T15:20:19.226Z,2024-10-27T15:20:21Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319187287,212,12.1,5319187281,140,28.0,5319187277,56,Back,5319187283,141,40.5,5319187289,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
