id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2747147815,100,1,1,14,1,5rz9enoyknpg8ji78za5b82p0,0,96.5,86.0,2024-11-10T17:16:13.981Z,2024-11-10T17:16:14Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5357540025,212,4.2,5357540021,140,92.9,5357540027,213,2.69,5357540023,141,88.7,5357540019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747147879,106,1,1,14,2,b3r6d8ydtmtjckam6pku9y400,1,11.9,4.9,2024-11-10T17:16:15.002Z,2024-11-10T17:16:17Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357540405,141,6.1,5357540409,212,9.3,5357540397,56,Back,5357540399,140,3.1,5357540415,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747147909,107,1,1,14,4,b3r6d8ydtmtjckam6pku9y400,0,3.0,6.1,2024-11-10T17:16:17.242Z,2024-11-10T17:16:37Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357540553,213,0.34,5357540549,141,21.6,5357540545,56,Back,5357540547,140,31.6,5357540543,155,,5357540551,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747147969,101,1,1,14,7,5rz9enoyknpg8ji78za5b82p0,1,82.6,87.7,2024-11-10T17:16:20.037Z,2024-11-10T17:16:21Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357540887,141,83.2,5357540891,213,5.21,5357540883,56,Left,5357540889,212,3.5,5357540885,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148007,102,1,1,14,8,5rz9enoyknpg8ji78za5b82p0,0,85.5,81.7,2024-11-10T17:16:21.821Z,2024-11-10T17:16:23Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357541077,141,55.8,5357541073,56,Center,5357541083,213,4.52,5357541075,140,82.2,5357541079,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148095,109,1,1,14,12,b3r6d8ydtmtjckam6pku9y400,0,22.5,46.7,2024-11-10T17:16:24.890Z,2024-11-10T17:16:26Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357541525,141,43.7,5357541531,212,14.2,5357541535,213,6.14,5357541523,140,35.9,5357541519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148187,104,1,1,14,16,5rz9enoyknpg8ji78za5b82p0,1,71.5,63.3,2024-11-10T17:16:29.445Z,2024-11-10T17:16:33Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357542031,56,Left,5357542037,212,14.1,5357542033,140,69.9,5357542039,213,1.69,5357542035,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148275,105,1,1,14,20,5rz9enoyknpg8ji78za5b82p0,1,73.3,89.0,2024-11-10T17:16:33.285Z,2024-11-10T17:16:36Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357542431,140,80.3,5357542429,56,Left,5357542433,141,87.5,5357542437,213,6.15,5357542435,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148303,106,1,1,14,23,5rz9enoyknpg8ji78za5b82p0,1,76.2,83.5,2024-11-10T17:16:36.709Z,2024-11-10T17:16:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357542613,212,9.9,5357542601,56,Center,5357542615,213,4.42,5357542609,141,69.6,5357542605,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148369,107,1,1,14,25,5rz9enoyknpg8ji78za5b82p0,1,73.5,69.0,2024-11-10T17:16:38.261Z,2024-11-10T17:16:41Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357542997,140,90.1,5357543003,213,0.68,5357542999,141,89.6,5357542995,56,Left,5357543001,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148393,108,1,1,14,28,5rz9enoyknpg8ji78za5b82p0,0,90.1,89.1,2024-11-10T17:16:41.133Z,2024-11-10T17:18:59Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357543169,140,95.1,5357543173,212,12.9,5357543163,2,,5357543167,56,Center,5357543177,213,5.13,5357543171,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148505,110,61,1,14,29,b3r6d8ydtmtjckam6pku9y400,1,3.2,27.1,2024-11-10T17:16:42.586Z,2024-11-10T19:01:56Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357543735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148483,109,13,1,14,32,5rz9enoyknpg8ji78za5b82p0,1,95.7,66.0,2024-11-10T17:16:45.269Z,2024-11-10T18:03:54Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357560733,153,,5357561977,102,31.3,5357561997,231,55.2,5357561967,65,,5357561971,75,,5357561991,146,98.1,5357560729,72,,5357561995,230,99.1,5357561979,103,5357561993,147,50.4,5357543639,56,Center,5357543635,22,,5357561983,215,,5357561989,458,,,,,,,,,,,9.7,,,
2747203329,389,12,1,14,33,b3r6d8ydtmtjckam6pku9y400,1,1.7000000000000002,54.2,2024-11-10T17:16:45.858Z,2024-11-10T18:06:32Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357848421,56,Back,5357848429,213,5.20,5357848425,141,13.1,5357848427,212,31.6,5357848423,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148559,110,3,1,14,35,5rz9enoyknpg8ji78za5b82p0,0,85.1,83.6,2024-11-10T17:16:48.606Z,2024-11-10T17:58:43Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357545779,233,111,5357544055,56,Left,5357544057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148825,111,7,1,14,35,b3r6d8ydtmtjckam6pku9y400,1,14.9,16.4,2024-11-10T17:16:48.607Z,2024-11-10T19:02:23Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357545627,56,Back,5357545751,233,110,5357545629,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148833,112,4,1,14,38,b3r6d8ydtmtjckam6pku9y400,1,23.5,19.0,2024-11-10T17:16:51.620Z,2024-11-10T17:58:31Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357545841,265,,5357545835,13,,5357545839,152,,5357546385,233,111,5357545843,285,,5357545837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148615,111,4,1,14,38,5rz9enoyknpg8ji78za5b82p0,0,76.5,81.0,2024-11-10T17:16:51.621Z,2024-11-10T17:58:32Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357544477,265,,5357544473,56,Left,5357546411,233,112,5357544479,286,,5357544471,13,,5357544475,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149037,113,1,1,15,5,b3r6d8ydtmtjckam6pku9y400,1,24.6,24.3,2024-11-10T17:17:17.865Z,2024-11-10T17:17:19Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357546721,212,20.4,5357546711,5,,5357546717,140,25.5,5357546713,152,,5357546719,141,54.3,5357546723,213,1.52,5357546715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149059,114,1,1,15,6,b3r6d8ydtmtjckam6pku9y400,1,25.5,54.3,2024-11-10T17:17:19.291Z,2024-11-10T17:17:20Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357546839,212,16.5,5357546841,213,1.39,5357546835,140,28.3,5357546833,56,Back,5357546837,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149085,115,1,1,15,7,b3r6d8ydtmtjckam6pku9y400,1,28.5,78.2,2024-11-10T17:17:20.810Z,2024-11-10T17:17:22Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357547043,212,15.0,5357547037,56,Back,5357547039,140,37.7,5357547045,213,0.87,5357547041,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149271,116,2,1,15,9,b3r6d8ydtmtjckam6pku9y400,1,38.0,95.1,2024-11-10T17:17:22.714Z,2024-11-10T19:02:51Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357548209,140,68.7,5357548327,1,,5357548325,7,7hw1plnv7nvxnqpnfnxcxszpx,5357548211,141,72.9,5357548329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149303,113,1,1,15,16,5rz9enoyknpg8ji78za5b82p0,1,30.8,42.7,2024-11-10T17:17:29.045Z,2024-11-10T17:53:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357548395,141,62.4,5357548379,5,,5357548399,212,13.8,5357548401,213,1.33,5357548383,241,,5357783201,189,,5357548391,140,33.9,5357548387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149343,114,1,1,15,22,5rz9enoyknpg8ji78za5b82p0,1,41.6,66.0,2024-11-10T17:17:35.740Z,2024-11-10T17:53:55Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357548597,213,0.96,5357548581,140,54.8,5357548575,56,Left,5357548591,212,24.3,5357548587,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149425,115,1,1,15,26,5rz9enoyknpg8ji78za5b82p0,1,59.1,86.9,2024-11-10T17:17:39.668Z,2024-11-10T17:17:41Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357549053,56,Left,5357549057,141,79.6,5357549055,140,58.7,5357549059,212,5.0,5357549063,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149455,116,1,1,15,28,5rz9enoyknpg8ji78za5b82p0,0,58.4,78.8,2024-11-10T17:17:41.052Z,2024-11-10T17:54:01Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357549241,141,25.6,5357549239,140,62.0,5357549245,213,4.82,5357549235,155,,5357549237,56,Center,5357549247,1,,5357549243,212,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149521,117,1,1,15,32,b3r6d8ydtmtjckam6pku9y400,0,33.0,85.6,2024-11-10T17:17:45.657Z,2024-11-10T19:03:27Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357549657,140,13.4,5357549661,212,22.5,5357549659,141,72.4,5357549663,213,3.55,5357549655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149609,117,15,1,15,38,5rz9enoyknpg8ji78za5b82p0,1,86.2,33.0,2024-11-10T17:17:51.004Z,2024-11-10T17:54:27Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357788005,214,,5357553279,458,,5357553269,102,47.1,5357550171,22,,5357553275,215,,5357553283,147,41.0,5357552415,63,,5357553267,81,,5357553281,146,5357553357,233,118,5357552413,72,,5357788007,89,,5357553271,103,25.9,5357550175,56,,,,,,,,,,,93.0,Center,,
2747149685,118,10,1,15,38,b3r6d8ydtmtjckam6pku9y400,1,5.7,55.4,2024-11-10T17:17:51.104Z,2024-11-10T17:18:10Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357551239,389,,5357550625,56,Back,5357550623,182,,5357550619,173,,5357552475,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149625,118,6,1,15,39,5rz9enoyknpg8ji78za5b82p0,1,95.4,42.2,2024-11-10T17:17:52.317Z,2024-11-10T17:58:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357550485,56,Center,5357552987,233,119,5357550487,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747149963,119,6,1,15,39,b3r6d8ydtmtjckam6pku9y400,0,4.6,57.8,2024-11-10T17:17:52.317Z,2024-11-10T17:58:38Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357552271,73,,5357552269,56,Back,5357553029,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150373,119,1,1,16,11,5rz9enoyknpg8ji78za5b82p0,0,99.8,0.1,2024-11-10T17:18:24.084Z,2024-11-10T17:18:26Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357554239,140,96.7,5357554247,212,29.4,5357554251,213,1.68,5357554243,141,43.1,5357554233,56,Center,5357554229,223,,5357554225,6,,5357554223,2,,5357554227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150397,120,12,1,16,14,b3r6d8ydtmtjckam6pku9y400,1,3.0,56.7,2024-11-10T17:18:27.226Z,2024-11-10T17:18:32Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357554407,141,86.0,5357554411,213,1.00,5357554427,15,,5357554403,56,Back,5357554409,212,23.6,5357554405,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150459,120,1,1,16,16,5rz9enoyknpg8ji78za5b82p0,0,88.2,15.2,2024-11-10T17:18:29.028Z,2024-11-10T17:18:31Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357554727,2,,5357554729,155,,5357554731,56,Center,5357554737,212,23.4,5357554733,140,93.9,5357554739,213,1.31,5357554735,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150515,121,12,1,16,19,b3r6d8ydtmtjckam6pku9y400,1,5.7,58.1,2024-11-10T17:18:32.521Z,2024-11-10T19:03:50Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5357555129,15,,5357555071,56,Back,5357555075,141,79.0,5357555079,213,0.53,5357555073,140,28.9,5357555077,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150691,121,1,1,16,23,5rz9enoyknpg8ji78za5b82p0,1,67.1,31.5,2024-11-10T17:18:36.220Z,2024-11-10T17:18:40Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357556011,56,Right,5357556013,140,72.9,5357556017,212,11.6,5357556015,141,17.0,5357556019,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150739,122,1,1,16,27,5rz9enoyknpg8ji78za5b82p0,0,75.1,16.5,2024-11-10T17:18:39.885Z,2024-11-10T17:18:42Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357556273,2,,5357556313,141,60.2,5357556277,56,Center,5357556275,155,,5357556279,140,100.0,5357556315,212,39.9,5357556319,213,0.84,5357556321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151031,122,5,1,16,28,b3r6d8ydtmtjckam6pku9y400,1,-0.6000000000000001,39.1,2024-11-10T17:18:41.777Z,2024-11-10T17:31:30Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357557979,346,,5357558017,233,123,5357557977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150749,123,5,1,16,28,5rz9enoyknpg8ji78za5b82p0,0,100.6,60.9,2024-11-10T17:18:41.777Z,2024-11-10T17:31:30Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357556329,56,Center,5357556331,346,,5357558057,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151145,123,1,1,16,49,b3r6d8ydtmtjckam6pku9y400,1,4.4,42.5,2024-11-10T17:19:02.538Z,2024-11-10T17:19:06Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357558683,56,Center,5357558691,213,6.21,5357558687,141,36.1,5357558689,212,63.6,5357558685,140,64.8,5357558679,124,,5357558697,74,,5357558693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151209,124,1,1,16,53,b3r6d8ydtmtjckam6pku9y400,1,64.8,36.1,2024-11-10T17:19:06.569Z,2024-11-10T17:19:09Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5357559009,3,,5357559011,56,Back,5357559025,1,,5357559013,140,40.5,5357559023,213,2.34,5357559019,212,36.7,5357559015,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151223,125,1,1,16,55,b3r6d8ydtmtjckam6pku9y400,0,40.5,74.7,2024-11-10T17:19:08.593Z,2024-11-10T19:03:03Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357559113,213,5.61,5357559109,141,70.9,5357559105,56,Back,5357559107,140,43.6,5357559111,212,4.2,5357559103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151191,124,61,1,16,56,5rz9enoyknpg8ji78za5b82p0,1,55.7,30.3,2024-11-10T17:19:08.868Z,2024-11-10T17:19:08Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357558935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151263,125,1,1,16,58,5rz9enoyknpg8ji78za5b82p0,1,49.0,38.9,2024-11-10T17:19:11.259Z,2024-11-10T17:19:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357559393,212,3.7,5357559395,213,0.71,5357559389,140,51.7,5357559385,3,,5357559387,56,Center,5357559391,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151283,127,50,1,17,0,5rz9enoyknpg8ji78za5b82p0,1,53.2,39.7,2024-11-10T17:19:13.595Z,2024-11-10T17:58:43Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5357559475,56,Center,5357559477,286,,5357559891,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151345,126,7,1,17,0,b3r6d8ydtmtjckam6pku9y400,1,46.8,60.3,2024-11-10T17:19:13.596Z,2024-11-10T17:58:43Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357559861,233,127,5357559791,56,Back,5357559793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151369,128,3,1,17,5,b3r6d8ydtmtjckam6pku9y400,0,57.9,70.6,2024-11-10T17:19:17.931Z,2024-11-10T17:58:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357559949,286,,5357560165,233,128,5357559947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151381,128,7,1,17,5,5rz9enoyknpg8ji78za5b82p0,1,42.1,29.4,2024-11-10T17:19:17.932Z,2024-11-10T17:58:43Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357560089,233,128,5357560039,56,Back,5357560041,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151417,130,4,1,17,8,5rz9enoyknpg8ji78za5b82p0,1,42.9,43.8,2024-11-10T17:19:21.044Z,2024-11-10T17:58:32Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357560467,233,129,5357560241,152,,5357560237,13,,5357560243,265,,5357560239,56,Back,5357560245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151429,129,4,1,17,8,b3r6d8ydtmtjckam6pku9y400,0,57.1,56.2,2024-11-10T17:19:21.045Z,2024-11-10T17:58:32Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357560499,233,130,5357560441,13,,5357560447,265,,5357560443,56,Center,5357560445,152,,5357560449,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151943,131,1,1,17,41,5rz9enoyknpg8ji78za5b82p0,1,44.3,47.2,2024-11-10T17:19:54.203Z,2024-11-10T17:19:55Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357563515,213,3.57,5357563513,212,9.1,5357563503,5,,5357563507,56,Back,5357563511,141,41.6,5357563509,140,36.4,5357563505,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747151979,132,1,1,17,42,5rz9enoyknpg8ji78za5b82p0,1,36.4,41.6,2024-11-10T17:19:55.372Z,2024-11-10T17:19:57Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357563723,140,39.8,5357563727,212,7.9,5357563725,141,31.3,5357563721,56,Back,5357563729,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152047,133,1,1,17,44,5rz9enoyknpg8ji78za5b82p0,1,44.8,30.7,2024-11-10T17:19:57.643Z,2024-11-10T17:20:02Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5357564139,140,52.1,5357564145,213,5.29,5357564141,141,13.5,5357564143,212,14.0,5357564137,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152059,134,1,1,17,49,5rz9enoyknpg8ji78za5b82p0,0,56.6,13.5,2024-11-10T17:20:02.395Z,2024-11-10T17:20:03Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357564225,212,45.9,5357564213,56,Center,5357564229,213,0.69,5357564217,140,90.4,5357564211,155,,5357564233,1,,5357564221,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152193,131,1,1,17,54,b3r6d8ydtmtjckam6pku9y400,1,9.5,43.9,2024-11-10T17:20:07.129Z,2024-11-10T17:20:10Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357564871,213,1.30,5357564861,123,,5357564863,56,Back,5357564867,141,70.6,5357564865,140,14.3,5357564869,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152257,132,1,1,17,57,b3r6d8ydtmtjckam6pku9y400,1,14.6,70.6,2024-11-10T17:20:10.489Z,2024-11-10T17:20:15Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357565295,213,4.65,5357565293,212,21.5,5357565291,141,39.1,5357565287,56,Back,5357565289,140,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152359,133,1,1,18,2,b3r6d8ydtmtjckam6pku9y400,1,17.3,35.2,2024-11-10T17:20:15.513Z,2024-11-10T17:20:20Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357565813,213,5.62,5357565805,56,Back,5357565809,141,19.7,5357565811,212,17.2,5357565807,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152365,134,61,1,18,7,b3r6d8ydtmtjckam6pku9y400,0,29.4,20.3,2024-11-10T17:20:20.537Z,2024-11-10T17:20:20Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357565837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152481,136,1,1,18,9,5rz9enoyknpg8ji78za5b82p0,1,73.5,70.3,2024-11-10T17:20:22.066Z,2024-11-10T17:20:57Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,1.0,5357566421,212,11.5,5357566417,140,73.5,5357569447,210,15,5357566415,56,Center,5357566423,213,4.71,5357566419,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152483,137,15,1,18,13,5rz9enoyknpg8ji78za5b82p0,1,73.5,53.6,2024-11-10T17:20:25.948Z,2024-11-10T18:03:43Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357569511,233,135,5357566431,22,,5357568387,82,,5357569457,55,136,5357569465,215,,5357569469,147,53.2,5357566437,56,Center,5357569473,231,50,5357569463,103,5357569471,230,99.4,5357569461,102,52.0,5357568383,72,,5357833033,76,,5357569467,146,5357566433,18,,5357569455,29,,,,,,19,79.3,,
2747152511,135,10,1,18,13,b3r6d8ydtmtjckam6pku9y400,1,21.6,47.1,2024-11-10T17:20:26.048Z,2024-11-10T17:20:58Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5357566555,94,,5357569539,233,137,5357566557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152609,137,1,1,18,19,b3r6d8ydtmtjckam6pku9y400,0,3.8,87.7,2024-11-10T17:20:32.105Z,2024-11-10T17:20:33Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357567093,212,19.4,5357567083,56,Back,5357567095,213,6.02,5357567087,140,21.6,5357567091,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152693,139,61,1,18,24,5rz9enoyknpg8ji78za5b82p0,0,75.9,26.2,2024-11-10T17:20:37.675Z,2024-11-10T17:20:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357567587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152775,139,4,1,18,29,b3r6d8ydtmtjckam6pku9y400,1,34.3,46.6,2024-11-10T17:20:42.137Z,2024-11-10T17:20:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357568145,233,140,5357568121,286,,5357568119,265,,5357568115,56,Back,5357568117,152,,5357568113,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747152779,140,4,1,18,29,5rz9enoyknpg8ji78za5b82p0,0,65.7,53.4,2024-11-10T17:20:42.138Z,2024-11-10T17:20:45Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5357568055,285,,5357568053,265,,5357568051,152,,5357568047,13,,5357568049,56,Center,5357568179,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747153235,140,1,1,18,51,b3r6d8ydtmtjckam6pku9y400,1,33.9,47.5,2024-11-10T17:21:04.409Z,2024-11-10T17:21:13Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357570477,212,20.9,5357570467,5,,5357570473,140,38.9,5357570479,213,1.32,5357570469,152,,5357570475,141,77.2,5357571131,189,,5357570471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
