id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2789364171,73,1,1,12,34,36g6ifzjliec1jqnbtf7yesme,1,57.1,4.7,2025-03-16T16:14:51.425Z,2025-03-17T04:51:39Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587288557,212,32.9,5587288545,56,Center,5587288549,140,51.4,5587288541,155,,5587288553,141,52.3,5587288565,1,,5587288561,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364213,74,1,1,12,40,36g6ifzjliec1jqnbtf7yesme,1,66.7,70.7,2025-03-16T16:14:57.621Z,2025-03-17T04:51:42Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587288819,140,79.5,5587288823,212,18.5,5587288825,213,0.76,5587288813,56,Left,5587288821,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364259,75,1,1,12,43,36g6ifzjliec1jqnbtf7yesme,1,82.6,85.9,2025-03-16T16:15:00.339Z,2025-03-17T04:51:45Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587289171,212,8.3,5587289167,140,78.4,5587289165,56,Center,5587289169,141,75.6,5587289173,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364269,76,1,1,12,46,36g6ifzjliec1jqnbtf7yesme,0,76.5,77.4,2025-03-16T16:15:02.786Z,2025-03-17T04:51:50Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587289253,140,86.1,5589588097,20,,5587289249,155,,5587289257,212,18.6,5587289247,2,,5587289259,213,5.28,5587289255,141,54.4,5587289251,56,Center,5589588095,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364299,117,12,1,12,46,aljua8crr0vkwit0j3m59jw9j,1,14.1,39.8,2025-03-16T16:15:03.604Z,2025-03-16T16:15:22Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587289407,56,Back,5587289413,212,12.7,5587289465,15,,5587289409,140,25.4,5587289411,141,46.4,5587289415,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364401,77,1,1,12,49,36g6ifzjliec1jqnbtf7yesme,1,76.8,58.5,2025-03-16T16:15:06.050Z,2025-03-17T04:52:04Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587289945,56,Right,5587289949,141,9.9,5589588197,1,,5587289953,213,4.53,5587289951,212,33.6,5587289943,155,,5587289947,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364457,78,1,1,12,53,36g6ifzjliec1jqnbtf7yesme,1,67.0,6.4,2025-03-16T16:15:10.098Z,2025-03-17T04:52:06Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587290217,212,12.0,5587290211,56,Center,5587290215,141,21.7,5587290219,213,2.09,5587290213,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364583,79,1,1,12,56,36g6ifzjliec1jqnbtf7yesme,1,63.8,14.6,2025-03-16T16:15:13.043Z,2025-03-17T04:52:09Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587290941,212,12.9,5587290937,140,73.5,5587290939,141,2.9,5587290935,56,Right,5587290943,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364615,80,1,1,13,1,36g6ifzjliec1jqnbtf7yesme,1,79.6,4.5,2025-03-16T16:15:18.595Z,2025-03-17T04:52:12Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5587291081,56,Right,5587291087,212,14.8,5587291083,140,65.8,5587291085,141,9.2,5587291089,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364663,81,1,1,13,3,36g6ifzjliec1jqnbtf7yesme,1,64.2,9.0,2025-03-16T16:15:19.731Z,2025-03-17T04:52:15Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587291305,140,77.6,5587291311,213,5.99,5587291309,212,14.7,5587291303,56,Right,5587291307,141,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364685,82,1,1,13,5,36g6ifzjliec1jqnbtf7yesme,1,78.1,5.4,2025-03-16T16:15:22.517Z,2025-03-17T04:52:18Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587291435,212,9.8,5587291429,56,Right,5587291431,140,68.8,5587291433,141,6.8,5587291437,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364739,83,1,1,13,6,36g6ifzjliec1jqnbtf7yesme,1,66.4,9.4,2025-03-16T16:15:23.619Z,2025-03-17T04:52:20Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587291797,213,5.85,5587291793,141,1.3,5587291791,140,77.8,5587291789,56,Right,5587291795,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364777,84,1,1,13,9,36g6ifzjliec1jqnbtf7yesme,0,80.3,2.3,2025-03-16T16:15:26.292Z,2025-03-17T04:52:24Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587291991,212,27.2,5587291989,141,32.1,5587291985,56,Center,5587291987,140,97.6,5587291993,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364789,118,52,1,13,12,aljua8crr0vkwit0j3m59jw9j,1,9.2,64.9,2025-03-16T16:15:28.985Z,2025-03-17T04:52:27Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5589588391,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364907,119,1,1,13,20,aljua8crr0vkwit0j3m59jw9j,1,6.5,54.8,2025-03-16T16:15:36.828Z,2025-03-17T04:52:33Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587292821,213,5.16,5587292817,141,32.1,5587292811,123,,5587292815,140,13.5,5587292819,212,17.1,5587292813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364969,120,1,1,13,21,aljua8crr0vkwit0j3m59jw9j,1,15.4,26.4,2025-03-16T16:15:38.578Z,2025-03-17T04:52:38Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587293101,212,19.2,5587293099,141,6.8,5587293095,56,Back,5587293103,213,5.51,5587293097,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365001,121,1,1,13,24,aljua8crr0vkwit0j3m59jw9j,1,29.6,6.2,2025-03-16T16:15:40.875Z,2025-03-17T04:52:41Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5587293225,213,1.58,5587293219,140,29.5,5587293223,212,10.3,5587293221,141,21.3,5587293217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365011,122,1,1,13,25,aljua8crr0vkwit0j3m59jw9j,1,35.8,19.9,2025-03-16T16:15:42.172Z,2025-03-17T04:52:46Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587293283,141,17.2,5587293279,56,Back,5587293287,213,3.24,5587293285,212,19.1,5587293281,140,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365141,123,1,1,13,29,aljua8crr0vkwit0j3m59jw9j,1,21.1,16.7,2025-03-16T16:15:46.562Z,2025-03-16T16:15:49Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587293957,140,10.5,5587293969,212,17.5,5587293963,141,36.6,5587293975,213,2.26,5587293955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365341,124,1,1,13,40,aljua8crr0vkwit0j3m59jw9j,1,12.4,45.5,2025-03-16T16:15:57.195Z,2025-03-16T16:15:59Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587295041,56,Back,5587295049,213,6.18,5587295045,141,43.4,5587295047,212,14.2,5587295043,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365385,125,1,1,13,42,aljua8crr0vkwit0j3m59jw9j,1,23.8,38.3,2025-03-16T16:15:59.148Z,2025-03-17T04:53:00Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587295267,212,19.6,5587295257,56,Back,5587295271,213,1.96,5587295261,140,16.8,5587295265,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365453,126,1,1,13,44,aljua8crr0vkwit0j3m59jw9j,1,15.5,66.4,2025-03-16T16:16:00.726Z,2025-03-17T04:53:05Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587295651,140,27.3,5587295659,213,1.02,5587295649,56,Back,5587295657,212,23.6,5587295653,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365515,127,1,1,13,47,aljua8crr0vkwit0j3m59jw9j,1,29.5,95.1,2025-03-16T16:16:04.007Z,2025-03-17T04:53:08Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587295997,141,72.0,5587296001,213,4.31,5587295993,56,Back,5587295999,212,17.1,5587295995,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365591,128,1,1,13,49,aljua8crr0vkwit0j3m59jw9j,1,20.9,70.5,2025-03-16T16:16:06.554Z,2025-03-17T04:53:10Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587296395,140,24.6,5587296399,141,58.3,5587296401,212,9.2,5587296389,56,Back,5587296403,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365611,129,1,1,13,53,aljua8crr0vkwit0j3m59jw9j,1,29.6,75.4,2025-03-16T16:16:10.069Z,2025-03-17T04:53:14Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587296565,213,3.31,5587296555,140,18.9,5587296561,212,11.4,5587296557,141,72.6,5587296553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365673,130,1,1,13,54,aljua8crr0vkwit0j3m59jw9j,1,18.9,71.6,2025-03-16T16:16:10.976Z,2025-03-17T04:53:21Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587296917,140,46.3,5587296921,212,31.1,5589588831,155,,5587296923,213,5.89,5587296919,141,54.2,5587296915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365689,131,1,1,13,56,aljua8crr0vkwit0j3m59jw9j,0,47.6,53.8,2025-03-16T16:16:13.116Z,2025-03-17T04:53:25Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5587297023,140,41.0,5587297025,141,61.3,5587297029,213,2.51,5587297021,56,Back,5587297027,212,8.6,5587297055,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365721,132,83,1,13,58,aljua8crr0vkwit0j3m59jw9j,0,41.9,57.8,2025-03-16T16:16:15.319Z,2025-03-16T16:16:57Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5587297583,399,bm3k1knugkwa8z319dscr2yhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365777,86,61,1,14,0,36g6ifzjliec1jqnbtf7yesme,1,52.8,16.2,2025-03-16T16:16:16.933Z,2025-03-16T16:17:00Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587297459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365825,87,1,1,14,1,36g6ifzjliec1jqnbtf7yesme,1,56.4,15.2,2025-03-16T16:16:17.861Z,2025-03-17T04:53:37Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587297745,140,44.3,5587297749,212,14.1,5587297741,56,Back,5587297751,213,3.59,5587297747,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365855,88,1,1,14,2,36g6ifzjliec1jqnbtf7yesme,1,44.9,13.5,2025-03-16T16:16:19.557Z,2025-03-17T04:53:41Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587297907,212,13.2,5587297903,140,37.0,5587297901,56,Back,5587297909,213,2.25,5587297905,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365913,89,1,1,14,4,36g6ifzjliec1jqnbtf7yesme,1,39.5,38.3,2025-03-16T16:16:21.045Z,2025-03-17T04:53:46Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587298237,56,Center,5587298245,213,1.07,5587298241,141,78.3,5587298243,212,31.0,5587298239,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366041,90,1,1,14,9,36g6ifzjliec1jqnbtf7yesme,1,62.7,83.8,2025-03-16T16:16:26.213Z,2025-03-17T04:53:48Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587299039,213,0.64,5587299035,141,95.3,5587299031,56,Left,5587299033,140,72.8,5587299037,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366069,91,1,1,14,13,36g6ifzjliec1jqnbtf7yesme,1,80.3,85.0,2025-03-16T16:16:30.581Z,2025-03-17T04:53:51Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587299185,141,86.7,5587299189,213,3.05,5587299183,140,68.8,5587299187,212,12.1,5587299181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366105,92,1,1,14,15,36g6ifzjliec1jqnbtf7yesme,1,69.5,90.6,2025-03-16T16:16:32.245Z,2025-03-17T04:53:53Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587299381,141,73.8,5587299375,56,Center,5587299387,212,12.4,5587299377,140,65.0,5587299389,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366179,93,1,1,14,17,36g6ifzjliec1jqnbtf7yesme,1,64.7,73.4,2025-03-16T16:16:34.085Z,2025-03-17T04:53:55Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587299747,212,23.1,5587299743,140,54.3,5587299741,56,Center,5587299749,213,4.22,5587299745,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366235,94,1,1,14,20,36g6ifzjliec1jqnbtf7yesme,1,55.3,47.0,2025-03-16T16:16:37.557Z,2025-03-17T04:53:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587300063,141,87.3,5587300061,140,64.0,5587300059,56,Left,5587300065,212,28.9,5587300069,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366323,95,1,1,14,23,36g6ifzjliec1jqnbtf7yesme,1,64.4,88.9,2025-03-16T16:16:39.717Z,2025-03-17T04:54:00Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587300573,141,93.0,5587300575,212,16.4,5587300579,213,0.17,5587300571,140,79.8,5587300569,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366349,96,1,1,14,27,36g6ifzjliec1jqnbtf7yesme,1,85.1,83.0,2025-03-16T16:16:44.150Z,2025-03-16T16:16:45Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587300735,212,9.0,5587300731,140,93.2,5587300729,56,Left,5587300733,141,87.3,5587300737,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366381,97,1,1,14,28,36g6ifzjliec1jqnbtf7yesme,1,93.2,87.3,2025-03-16T16:16:45.398Z,2025-03-16T16:16:47Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587300875,212,9.3,5587300871,140,84.7,5587300873,141,83.6,5587300869,56,Left,5587300877,213,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366427,98,1,1,14,30,36g6ifzjliec1jqnbtf7yesme,0,81.1,82.2,2025-03-16T16:16:47.255Z,2025-03-17T04:54:11Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587301113,213,5.24,5587301107,140,93.9,5589589127,20,,5587301103,155,,5587301101,2,,5589589125,223,,5587301111,212,26.7,5587301105,56,Center,5587301109,141,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366441,133,52,1,14,34,aljua8crr0vkwit0j3m59jw9j,1,5.2,51.6,2025-03-16T16:16:50.834Z,2025-03-17T04:54:13Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5589589141,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366649,134,1,1,14,44,aljua8crr0vkwit0j3m59jw9j,1,10.7,48.5,2025-03-16T16:17:00.740Z,2025-03-16T16:17:02Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587302471,123,,5587302475,140,16.2,5587302479,212,11.7,5587302523,189,,5587302477,141,33.6,5587302473,56,Back,5587302481,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366843,135,1,1,14,51,aljua8crr0vkwit0j3m59jw9j,1,20.5,36.1,2025-03-16T16:17:08.177Z,2025-03-16T16:17:11Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587303517,56,Back,5587303521,141,53.6,5587303523,212,12.2,5587303519,140,18.0,5587303525,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366863,136,1,1,14,54,aljua8crr0vkwit0j3m59jw9j,0,19.4,49.3,2025-03-16T16:17:11.427Z,2025-03-17T04:54:22Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587303647,141,47.2,5587303643,56,Back,5587303645,140,27.3,5587303651,213,6.11,5587303649,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366857,99,8,1,14,55,36g6ifzjliec1jqnbtf7yesme,1,71.3,49.9,2025-03-16T16:17:12.312Z,2025-03-17T04:54:26Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587303611,56,Center,5589589255,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366961,101,4,1,15,0,36g6ifzjliec1jqnbtf7yesme,1,76.2,53.8,2025-03-16T16:17:17.301Z,2025-03-16T16:17:22Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587304267,295,,5587304329,233,137,5587304271,152,,5587304273,286,,5587304265,13,,5587304269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366957,137,4,1,15,0,aljua8crr0vkwit0j3m59jw9j,0,23.8,46.2,2025-03-16T16:17:17.302Z,2025-03-16T17:02:50Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587304167,56,Back,5587304833,55,138,5587304391,233,101,5587629981,295,,5587304173,285,,5587304165,13,,5587304169,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366993,138,17,1,15,1,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-03-16T16:17:18.583Z,2025-03-16T16:17:24Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587304799,31,,5587304801,393,,5587304805,55,137,5587304803,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368299,102,13,1,16,2,36g6ifzjliec1jqnbtf7yesme,1,75.9,54.2,2025-03-16T16:18:18.826Z,2025-03-17T04:54:50Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587313089,102,56.5,5587311971,20,,5587313103,230,98.6,5587313097,458,,5589589439,77,,5587313091,103,65.3,5589589437,120,,5587313111,231,50.2,5587311283,18,,5587311285,56,Center,5587311281,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368415,103,5,1,16,3,36g6ifzjliec1jqnbtf7yesme,0,101.2,55.6,2025-03-16T16:18:20.315Z,2025-03-16T17:02:26Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587311949,346,,5587311945,56,Center,5587314335,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368837,139,5,1,16,3,aljua8crr0vkwit0j3m59jw9j,1,-1.2,44.4,2025-03-16T16:18:20.315Z,2025-03-16T17:02:25Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5587314235,56,Back,5587314279,233,103,5587314237,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368961,140,1,1,16,30,aljua8crr0vkwit0j3m59jw9j,0,4.0,57.9,2025-03-16T16:18:47.486Z,2025-03-17T04:54:55Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587314885,1,,5587314891,74,,5587314877,140,63.7,5587314883,213,0.08,5587314873,124,,5587314881,212,62.9,5587314879,141,65.2,5587314875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368967,104,44,1,16,34,36g6ifzjliec1jqnbtf7yesme,1,32.2,32.4,2025-03-16T16:18:51.498Z,2025-03-16T18:05:20Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587315031,233,141,5587314913,285,,5587314911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368973,141,44,1,16,34,aljua8crr0vkwit0j3m59jw9j,0,67.8,67.6,2025-03-16T16:18:51.499Z,2025-03-16T18:05:20Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5587314947,56,Center,5587315043,233,104,5587314949,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368981,105,1,1,16,35,36g6ifzjliec1jqnbtf7yesme,0,38.3,35.0,2025-03-16T16:18:51.915Z,2025-03-17T04:55:00Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587314981,140,54.1,5587314979,56,Center,5587314987,213,0.33,5587314977,3,,5587314983,141,43.4,5587314985,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369099,142,1,1,16,37,aljua8crr0vkwit0j3m59jw9j,0,43.9,55.2,2025-03-16T16:18:53.720Z,2025-03-17T04:55:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587315613,56,Left,5587315623,1,,5587315619,212,46.2,5587315615,140,84.0,5587315609,157,,5587315617,141,83.2,5587315621,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369179,107,1,1,16,42,36g6ifzjliec1jqnbtf7yesme,0,16.1,11.5,2025-03-16T16:18:58.890Z,2025-03-17T04:55:12Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587316113,157,,5587316125,1,,5587316123,213,6.27,5587316115,56,Back,5587316119,141,10.7,5587316117,140,46.4,5587316121,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369231,143,1,1,16,45,aljua8crr0vkwit0j3m59jw9j,1,53.7,82.6,2025-03-16T16:19:02.142Z,2025-03-17T04:55:25Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587316445,56,Center,5587316449,141,76.5,5587316453,213,5.94,5587316451,212,12.3,5587316443,3,,5587316447,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369235,144,44,1,16,46,aljua8crr0vkwit0j3m59jw9j,1,67.8,73.6,2025-03-16T16:19:03.641Z,2025-03-16T16:19:07Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5587316505,233,108,5587316485,286,,5587316483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369225,108,44,1,16,46,36g6ifzjliec1jqnbtf7yesme,0,32.2,26.4,2025-03-16T16:19:03.642Z,2025-03-16T18:05:21Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587316419,56,Back,5587316421,285,,5587316511,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369303,145,1,1,16,47,aljua8crr0vkwit0j3m59jw9j,0,66.0,78.3,2025-03-16T16:19:03.938Z,2025-03-17T04:55:29Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5587316887,213,6.26,5587316875,3,,5587316879,56,Center,5587316881,140,86.3,5587316885,212,21.3,5587316883,141,77.7,5587316877,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369317,109,1,1,16,51,36g6ifzjliec1jqnbtf7yesme,1,4.4,1.7,2025-03-16T16:19:07.995Z,2025-03-17T04:55:34Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587316961,212,11.3,5587316955,56,Back,5587316959,141,1.7,5587316963,213,0.00,5587316957,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369329,110,43,1,16,51,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-16T16:19:08.406Z,2025-03-16T16:19:28Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587317009,56,Back,5587317021,347,0,5587319723,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
