id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2816635633,126,1,1,13,39,b3r6d8ydtmtjckam6pku9y400,0,13.7,55.7,2025-05-18T16:15:52.857Z,2025-05-18T16:15:57Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5737462563,213,0.25,5737462565,1,,5737462553,140,79.1,5737462549,199,,5737462557,141,81.2,5737462551,56,Left,5737462561,212,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635691,98,12,1,13,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.7,13.1,2025-05-18T16:15:58.824Z,2025-05-18T16:16:29Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5737462847,141,0.0,5737462919,167,,5737462843,56,Back,5737462849,212,11.7,5737462853,213,4.17,5737462845,140,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635697,99,5,1,13,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,13.2,-1.4,2025-05-18T16:15:59.207Z,2025-05-18T16:39:31Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5737463861,233,127,5737462889,347,,5737462887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635855,127,5,1,13,46,b3r6d8ydtmtjckam6pku9y400,1,86.8,101.4,2025-05-18T16:15:59.207Z,2025-05-18T16:39:31Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5737463815,347,,5737463845,233,99,5737463813,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635921,128,1,1,13,59,b3r6d8ydtmtjckam6pku9y400,1,81.6,100.0,2025-05-18T16:16:12.936Z,2025-05-18T20:08:31Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737464189,56,Center,5737464197,213,5.18,5737464187,107,,5737464191,140,89.9,5737464195,212,19.5,5737464193,141,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635945,129,1,1,14,3,b3r6d8ydtmtjckam6pku9y400,1,93.7,83.3,2025-05-18T16:16:16.791Z,2025-05-18T16:16:18Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5737464307,141,83.4,5737464319,213,3.14,5737464313,212,13.9,5737464303,140,80.5,5737464297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635983,130,1,1,14,5,b3r6d8ydtmtjckam6pku9y400,1,80.5,83.4,2025-05-18T16:16:18.119Z,2025-05-18T18:20:45Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,1.0,,5737465505,210,13,5737464525,56,Center,5737464531,212,10.8,5737464533,213,4.53,5737464527,140,78.6,5737464529,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816635985,131,13,1,14,6,b3r6d8ydtmtjckam6pku9y400,1,78.6,67.8,2025-05-18T16:16:19.991Z,2025-05-18T21:38:07Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5737464543,18,,5737465563,81,,5737465569,55,130,5737465575,102,39.3,5737465593,230,98.0,5737465583,215,,5737464545,56,Center,5737465579,103,75,5737465565,29,5738520203,120,,5737464903,20,,,5737465595,231,5737464541,22,,,,,,,,,,,,,,,,50.5,,,,,,,,
2816636129,100,5,1,14,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.0,59.2,2025-05-18T16:16:20.409Z,2025-05-18T16:39:32Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5737465429,56,Back,5737465431,346,,5737465445,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636043,132,5,1,14,7,b3r6d8ydtmtjckam6pku9y400,0,101.0,40.8,2025-05-18T16:16:20.409Z,2025-05-18T16:39:32Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5737465471,233,100,5737464881,56,Center,5737464883,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636217,101,1,1,14,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.9,60.9,2025-05-18T16:16:32.457Z,2025-05-18T16:16:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737465957,140,2.8,5737465967,237,,5737465959,141,52.1,5737465961,212,6.4,5737465963,213,4.36,5737465953,124,,5737465955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636269,102,1,1,14,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.5,50.7,2025-05-18T16:16:33.769Z,2025-05-18T16:16:37Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5737466239,213,4.94,5737466235,141,18.0,5737466233,140,9.3,5737466231,56,Back,5737466237,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636299,103,1,1,14,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.3,18.2,2025-05-18T16:16:36.873Z,2025-05-18T16:16:38Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737466381,213,0.71,5737466377,141,33.1,5737466375,140,20.6,5737466379,212,15.6,5737466373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636379,104,1,1,14,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.1,27.1,2025-05-18T16:16:38.745Z,2025-05-18T16:16:43Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737466713,56,Right,5737466721,213,5.85,5737466715,140,55.5,5737466719,212,36.3,5737466717,141,4.7,5737466723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636387,105,1,1,14,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.5,5.2,2025-05-18T16:16:43.306Z,2025-05-18T16:16:43Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5737466743,56,Center,5737466753,213,0.93,5737466745,140,63.3,5737466749,141,21.5,5737466751,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636391,133,8,1,14,30,b3r6d8ydtmtjckam6pku9y400,1,37.8,62.0,2025-05-18T16:16:43.640Z,2025-05-18T20:09:00Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5738523755,384,,5737466771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636513,134,1,1,14,33,b3r6d8ydtmtjckam6pku9y400,1,24.9,71.7,2025-05-18T16:16:46.201Z,2025-05-18T16:17:54Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737467383,140,27.7,5737467385,141,82.2,5737467389,213,1.18,5737467387,212,7.7,5737467381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637491,143,1,1,14,35,b3r6d8ydtmtjckam6pku9y400,1,27.8,81.5,2025-05-18T16:16:48.410Z,2025-05-18T16:17:45Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5737472755,212,7.0,5737472753,141,91.8,5737472749,56,Back,5737472757,213,1.66,5737472751,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636549,136,1,1,14,37,b3r6d8ydtmtjckam6pku9y400,1,19.9,88.7,2025-05-18T16:16:50.680Z,2025-05-18T20:09:38Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737467583,140,39.7,5737467585,141,94.4,5737467581,56,Back,5737467587,212,21.1,5737467589,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636601,137,1,1,14,38,b3r6d8ydtmtjckam6pku9y400,1,35.5,78.5,2025-05-18T16:16:51.560Z,2025-05-18T16:16:53Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737467865,141,64.7,5737467869,212,24.8,5737467857,56,Center,5737467873,213,5.90,5737467861,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636613,138,1,1,14,40,b3r6d8ydtmtjckam6pku9y400,0,57.4,64.7,2025-05-18T16:16:53.704Z,2025-05-18T16:16:54Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5737467957,212,13.4,5737467951,56,Center,5737467955,141,74.0,5737467959,213,0.49,5737467953,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636623,106,61,1,14,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,36.0,21.2,2025-05-18T16:16:54.746Z,2025-05-18T16:16:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737468003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816636661,107,5,1,14,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.2,-1.8,2025-05-18T16:16:56.299Z,2025-05-18T16:39:33Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737468173,56,Back,5737468175,347,,5737470499,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637093,139,5,1,14,43,b3r6d8ydtmtjckam6pku9y400,1,61.8,101.8,2025-05-18T16:16:56.299Z,2025-05-18T16:39:32Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5737470477,233,107,5737470463,56,Left,5737470465,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637163,140,1,1,15,5,b3r6d8ydtmtjckam6pku9y400,1,65.0,100.0,2025-05-18T16:17:18.329Z,2025-05-18T16:17:22Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737470831,213,5.85,5737470825,140,80.7,5737470823,56,Left,5737470821,107,,5737470827,141,90.2,5737470829,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816825893,888,83,1,15,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.1,9.5,2025-05-18T16:17:22.511Z,2025-05-18T20:10:32Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5738531233,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637171,141,61,1,15,11,b3r6d8ydtmtjckam6pku9y400,0,80.7,90.2,2025-05-18T16:17:24.362Z,2025-05-18T20:10:30Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737470839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637201,108,4,1,15,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.1,9.8,2025-05-18T16:17:24.920Z,2025-05-18T16:48:30Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5737471051,152,,5737471177,233,142,5737471047,13,,5737471049,56,Back,5737471053,265,,5737471055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637197,142,4,1,15,11,b3r6d8ydtmtjckam6pku9y400,0,78.9,90.2,2025-05-18T16:17:24.921Z,2025-05-18T16:48:31Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737471133,152,,5737471135,286,,5737471127,13,,5737471195,233,108,5737471131,56,Left,5737479681,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637585,110,1,1,15,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.5,15.0,2025-05-18T16:17:48.411Z,2025-05-18T16:17:49Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737473199,56,Back,5737473205,212,23.8,5737473203,141,44.8,5737473197,152,,5737473193,5,,5737473207,213,2.12,5737473201,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637641,111,1,1,15,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.7,44.8,2025-05-18T16:17:49.164Z,2025-05-18T16:17:52Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5737473459,212,17.1,5737473461,213,0.58,5737473455,140,23.3,5737473453,56,Back,5737473457,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637671,112,1,1,15,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.0,57.2,2025-05-18T16:17:51.883Z,2025-05-18T16:17:53Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737473675,141,28.5,5737473673,140,27.3,5737473679,213,4.84,5737473677,212,19.7,5737473671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637683,113,1,1,15,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.3,28.5,2025-05-18T16:17:52.780Z,2025-05-18T16:17:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737473707,141,51.9,5737473711,213,1.76,5737473709,212,16.2,5737473703,56,Back,5737473705,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637741,114,1,1,15,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.4,51.9,2025-05-18T16:17:53.629Z,2025-05-18T16:17:59Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737474107,213,1.48,5737474101,140,25.5,5737474105,212,13.3,5737474103,141,71.4,5737474099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637751,115,1,1,15,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.2,69.0,2025-05-18T16:17:59.308Z,2025-05-18T16:18:00Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5737474173,141,52.8,5737474175,212,11.3,5737474169,56,Back,5737474177,213,4.49,5737474171,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637799,116,1,1,15,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.8,52.8,2025-05-18T16:18:00.268Z,2025-05-18T16:18:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737474439,213,4.85,5737474435,141,21.8,5737474433,140,29.6,5737474431,56,Back,5737474437,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637835,117,1,1,15,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,21.8,2025-05-18T16:18:03.596Z,2025-05-18T16:18:05Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737474629,141,49.0,5737474633,212,18.5,5737474627,140,30.8,5737474635,213,1.50,5737474623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637929,118,1,1,15,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.3,51.0,2025-05-18T16:18:05.532Z,2025-05-18T16:18:09Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737475119,213,1.51,5737475117,212,14.7,5737475111,56,Back,5737475115,141,72.6,5737475113,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816637959,119,1,1,15,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.2,70.0,2025-05-18T16:18:09.484Z,2025-05-18T16:18:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5737475301,212,9.0,5737475299,141,57.2,5737475295,56,Back,5737475303,213,4.44,5737475297,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638011,120,1,1,15,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.9,57.2,2025-05-18T16:18:12.387Z,2025-05-18T16:18:14Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737475627,213,0.96,5737475613,140,46.5,5737475609,56,Back,5737475623,212,28.4,5737475617,141,91.4,5737475607,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638041,121,1,1,16,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.1,92.4,2025-05-18T16:18:14.717Z,2025-05-18T16:18:16Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737475765,56,Left,5737475771,212,10.0,5737475773,213,0.26,5737475769,141,96.2,5737475767,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638073,122,1,1,16,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.3,96.2,2025-05-18T16:18:16.349Z,2025-05-18T16:18:18Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5737475963,213,4.98,5737475955,56,Left,5737475957,140,58.3,5737475961,212,11.7,5737475959,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638083,123,50,1,16,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.0,77.2,2025-05-18T16:18:17.818Z,2025-05-18T21:38:34Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5737476001,286,,5738880499,233,144,5737475999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638091,144,7,1,16,4,b3r6d8ydtmtjckam6pku9y400,0,42.0,22.8,2025-05-18T16:18:17.819Z,2025-05-18T21:38:33Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5737476031,56,Back,5738536715,385,,5738536717,178,,5737476033,285,,5738880495,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638127,124,3,1,16,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,63.4,66.2,2025-05-18T16:18:20.285Z,2025-05-18T20:11:34Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5737476707,233,145,5738537185,465,,5737476243,56,Center,5737476245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638179,145,7,1,16,7,b3r6d8ydtmtjckam6pku9y400,1,36.6,33.8,2025-05-18T16:18:20.286Z,2025-05-18T20:11:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5738537677,383,,5738537681,178,,5737476665,233,124,5737476583,56,Back,5737476585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816827579,861,1,1,16,8,b3r6d8ydtmtjckam6pku9y400,1,32.9,32.3,2025-05-18T16:18:21.700Z,2025-05-18T20:12:07Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5738540773,140,31.5,5738540775,141,76.6,5738540777,212,30.2,5738540771,56,Back,5738540779,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638313,125,83,1,16,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.1,44.3,2025-05-18T16:18:29.933Z,2025-05-18T16:18:32Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5737477559,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638363,147,1,1,16,17,b3r6d8ydtmtjckam6pku9y400,1,75.0,59.0,2025-05-18T16:18:30.748Z,2025-05-18T16:18:32Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737477537,212,14.2,5737477531,56,Center,5737477533,140,68.0,5737477535,141,76.8,5737477539,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638425,148,1,1,16,20,b3r6d8ydtmtjckam6pku9y400,1,71.9,78.5,2025-05-18T16:18:33.787Z,2025-05-18T16:18:36Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737477895,212,20.5,5737477893,141,65.0,5737477891,140,54.4,5737477897,213,3.60,5737477889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638501,149,1,1,16,23,b3r6d8ydtmtjckam6pku9y400,1,54.1,65.0,2025-05-18T16:18:36.219Z,2025-05-18T16:18:39Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737478303,213,4.94,5737478297,140,59.0,5737478299,141,32.3,5737478295,56,Center,5737478301,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638527,150,1,1,16,26,b3r6d8ydtmtjckam6pku9y400,1,64.0,22.4,2025-05-18T16:18:39.164Z,2025-05-18T16:18:40Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5737478443,141,5.8,5737478439,140,67.7,5737478447,212,11.9,5737478437,56,Right,5737478451,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638561,151,1,1,16,27,b3r6d8ydtmtjckam6pku9y400,1,67.7,5.8,2025-05-18T16:18:40.700Z,2025-05-18T16:18:43Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737478705,141,22.7,5737478703,140,72.4,5737478701,56,Center,5737478707,212,12.5,5737478709,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638593,152,1,1,16,30,b3r6d8ydtmtjckam6pku9y400,1,69.4,20.0,2025-05-18T16:18:43.180Z,2025-05-18T16:18:47Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5737478943,140,71.4,5737478945,141,4.7,5737478951,213,4.91,5737478949,212,10.6,5737478941,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638633,153,1,1,16,33,b3r6d8ydtmtjckam6pku9y400,1,71.4,4.7,2025-05-18T16:18:46.924Z,2025-05-18T16:18:49Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737479173,56,Right,5737479175,140,57.7,5737479179,212,17.2,5737479181,213,2.56,5737479177,141,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638699,154,1,1,16,36,b3r6d8ydtmtjckam6pku9y400,1,57.7,18.7,2025-05-18T16:18:49.308Z,2025-05-18T16:18:52Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5737479557,213,2.30,5737479551,140,39.0,5737479555,212,29.3,5737479553,141,50.7,5737479549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638769,155,1,1,16,39,b3r6d8ydtmtjckam6pku9y400,1,35.9,49.6,2025-05-18T16:18:52.844Z,2025-05-18T16:18:57Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737479943,140,43.9,5737479949,213,5.03,5737479945,141,12.2,5737479941,56,Back,5737479947,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638843,156,1,1,16,44,b3r6d8ydtmtjckam6pku9y400,1,42.3,10.6,2025-05-18T16:18:57.245Z,2025-05-18T16:19:01Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5737480337,140,66.8,5737480341,212,26.8,5737480343,213,0.28,5737480339,141,21.4,5737480335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638861,157,1,1,16,48,b3r6d8ydtmtjckam6pku9y400,1,72.7,24.5,2025-05-18T16:19:01.388Z,2025-05-18T16:19:03Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5737480515,213,5.08,5737480513,212,14.4,5737480511,141,4.7,5737480507,56,Right,5737480509,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638913,158,1,1,16,50,b3r6d8ydtmtjckam6pku9y400,1,77.6,4.7,2025-05-18T16:19:03.292Z,2025-05-18T16:19:06Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737480803,141,19.9,5737480799,56,Right,5737480805,212,12.3,5737480801,140,71.3,5737480807,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638933,159,1,1,16,53,b3r6d8ydtmtjckam6pku9y400,0,71.3,19.9,2025-05-18T16:19:06.541Z,2025-05-18T20:12:46Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5737480949,213,0.86,5738544377,223,,5737480947,212,31.7,5738544379,72,,5737480941,56,Center,5737480939,155,,5737480943,140,91.1,5737480945,141,55.1,5737480937,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638943,126,12,1,16,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.2,51.3,2025-05-18T16:19:08.287Z,2025-05-18T16:19:09Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737481023,141,50.9,5737481025,212,15.2,5737481021,140,23.7,5737481027,213,6.27,5737481019,56,Back,5737481033,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816638985,128,1,1,16,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.9,51.0,2025-05-18T16:19:09.967Z,2025-05-18T16:19:11Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5737481267,56,Back,5737481269,140,33.5,5737481279,213,0.29,5737481275,212,10.5,5737481273,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
