id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2751214567,144,1,1,17,29,c165yjiny1qnmfdvefxvflnkc,1,45.3,100.0,2024-11-24T13:18:45.919Z,2024-11-24T16:36:55Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5379794967,107,,5380926785,189,,5379794973,141,77.9,5379794971,140,40.2,5379794977,213,4.39,5379794975,212,17.0,5379794969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214581,145,1,1,17,30,c165yjiny1qnmfdvefxvflnkc,1,40.2,77.9,2024-11-24T13:18:46.798Z,2024-11-24T16:36:58Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379795045,56,Back,5379795047,140,40.5,5379795053,213,4.72,5380927091,189,,5379795049,141,34.9,5379795051,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214617,146,1,1,17,32,c165yjiny1qnmfdvefxvflnkc,1,40.5,34.9,2024-11-24T13:18:48.783Z,2024-11-24T13:18:50Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5379795181,141,42.4,5379795177,140,47.8,5379795173,56,Back,5379795185,212,9.2,5379795187,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214639,147,1,1,17,34,c165yjiny1qnmfdvefxvflnkc,1,47.8,42.4,2024-11-24T13:18:50.399Z,2024-11-24T13:18:51Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5379795299,213,5.11,5379795293,140,55.8,5379795291,56,Right,5379795297,212,21.7,5379795295,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214657,148,1,1,17,35,c165yjiny1qnmfdvefxvflnkc,1,55.8,12.9,2024-11-24T13:18:51.455Z,2024-11-24T13:18:53Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5379795371,56,Back,5379795375,141,26.8,5379795377,212,15.7,5379795379,213,2.49,5379795373,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214677,149,1,1,17,37,c165yjiny1qnmfdvefxvflnkc,1,43.9,26.8,2024-11-24T13:18:53.150Z,2024-11-24T13:18:55Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5379795473,56,Back,5379795481,213,1.83,5379795475,140,39.9,5379795477,141,50.0,5379795479,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214705,150,1,1,17,39,c165yjiny1qnmfdvefxvflnkc,1,40.2,51.2,2024-11-24T13:18:55.167Z,2024-11-24T13:18:58Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379795647,56,Back,5379795655,212,15.4,5379795651,141,73.0,5379795659,213,1.31,5379795649,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214761,151,1,1,17,41,c165yjiny1qnmfdvefxvflnkc,1,48.1,77.2,2024-11-24T13:18:57.919Z,2024-11-24T13:19:02Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379795921,140,61.8,5379795919,56,Left,5379795929,213,0.65,5379795925,141,93.3,5379795927,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214751,180,83,1,17,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.8,14.2,2024-11-24T13:19:01.143Z,2024-11-24T13:19:06Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5379796089,399,6xjbcik3a56d0vqy4vrq5eokp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214791,152,1,1,17,45,c165yjiny1qnmfdvefxvflnkc,1,47.8,83.9,2024-11-24T13:19:01.919Z,2024-11-24T13:19:06Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5379796071,141,47.9,5379796069,140,20.5,5379796077,1,,5379796075,213,3.85,5379796067,56,Back,5379796073,212,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214877,153,1,1,17,50,c165yjiny1qnmfdvefxvflnkc,1,20.5,47.9,2024-11-24T13:19:06.399Z,2024-11-24T13:19:14Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5379796573,212,9.3,5379796567,56,Back,5379796569,140,29.2,5379796575,213,6.08,5379796571,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214937,154,1,1,17,58,c165yjiny1qnmfdvefxvflnkc,1,46.0,32.4,2024-11-24T13:19:14.367Z,2024-11-24T13:19:20Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379796853,212,22.6,5379796847,56,Right,5379796855,213,5.35,5379796851,141,5.6,5379796849,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214953,155,1,1,18,4,c165yjiny1qnmfdvefxvflnkc,1,59.9,7.6,2024-11-24T13:19:20.623Z,2024-11-24T13:19:23Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5379796949,141,30.0,5379796951,212,25.1,5379796945,56,Back,5379796947,140,40.9,5379796953,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215013,156,1,1,18,7,c165yjiny1qnmfdvefxvflnkc,1,41.4,30.1,2024-11-24T13:19:23.199Z,2024-11-24T13:19:28Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379797193,56,Back,5379797201,213,1.52,5379797195,140,42.5,5379797197,141,62.7,5379797199,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215077,157,1,1,18,12,c165yjiny1qnmfdvefxvflnkc,1,46.2,65.1,2024-11-24T13:19:28.367Z,2024-11-24T13:19:32Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379797509,141,36.1,5379797513,213,4.77,5379797511,212,19.8,5379797505,56,Back,5379797507,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215101,158,1,1,18,16,c165yjiny1qnmfdvefxvflnkc,1,49.3,36.0,2024-11-24T13:19:32.015Z,2024-11-24T13:19:33Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379797647,212,22.0,5379797637,140,69.8,5379797635,56,Center,5379797643,141,42.7,5379797651,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215147,159,1,1,18,17,c165yjiny1qnmfdvefxvflnkc,1,69.8,42.7,2024-11-24T13:19:33.519Z,2024-11-24T13:19:36Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5379797933,140,77.9,5379797935,141,43.3,5379797937,212,8.5,5379797931,56,Center,5379797939,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751244545,502,83,1,18,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.5,59.7,2024-11-24T13:19:35.005Z,2024-11-24T13:54:18Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379958547,399,22760086vtvx2xulry32q21hw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215153,160,50,1,18,20,c165yjiny1qnmfdvefxvflnkc,1,71.8,50.6,2024-11-24T13:19:36.230Z,2024-11-24T14:57:31Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5379801239,233,195,5379797959,286,,5379797957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215759,195,7,1,18,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.2,49.4,2024-11-24T13:19:36.231Z,2024-11-24T16:37:52Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379801203,233,160,5379800989,56,Back,5380932649,384,,5380764117,178,,5379800991,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751244755,503,12,1,18,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.1,51.0,2024-11-24T13:19:37.005Z,2024-11-24T16:38:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379959471,56,Back,5379959483,213,6.27,5379959473,140,48.1,5379959477,141,50.4,5379959481,212,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215233,161,1,1,18,24,c165yjiny1qnmfdvefxvflnkc,0,53.3,55.6,2024-11-24T13:19:40.047Z,2024-11-24T13:20:08Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379798321,56,Left,5379798319,3,,5379798329,213,1.52,5379798323,140,54.7,5379798327,212,30.6,5379798325,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215237,162,5,1,18,26,c165yjiny1qnmfdvefxvflnkc,0,55.2,100.4,2024-11-24T13:19:42.527Z,2024-11-24T14:32:28Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5379798351,56,Left,5379960269,233,184,5379798353,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215379,184,5,1,18,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.8,-0.4,2024-11-24T13:19:42.527Z,2024-11-24T14:32:28Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5379798993,347,,5379960253,233,162,5379798991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215417,185,1,1,18,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.4,0.0,2024-11-24T13:19:56.006Z,2024-11-24T13:19:58Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5379799189,140,32.6,5379799197,212,18.6,5379799201,213,2.67,5379799193,141,11.3,5379799185,107,,5379799187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215461,186,1,1,18,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.8,11.9,2024-11-24T13:19:58.471Z,2024-11-24T13:20:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379799431,56,Back,5379799439,141,56.5,5379799443,212,30.4,5379799435,140,30.6,5379799447,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215489,187,1,1,18,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,51.8,2024-11-24T13:20:01.910Z,2024-11-24T13:20:04Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379799599,140,45.6,5379799601,141,49.1,5379799605,213,6.17,5379799597,56,Back,5379799603,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215509,188,1,1,18,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.6,49.1,2024-11-24T13:20:04.342Z,2024-11-24T13:20:05Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379799691,140,33.0,5379799693,141,55.1,5379799695,212,13.8,5379799697,213,2.84,5379799689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215553,189,1,1,18,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,55.9,2024-11-24T13:20:05.574Z,2024-11-24T13:20:09Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379799963,213,5.11,5379799955,56,Back,5379799957,140,42.8,5379799961,212,24.8,5379799959,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215567,190,1,1,18,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.7,21.0,2024-11-24T13:20:09.430Z,2024-11-24T13:20:10Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379800049,213,2.34,5379800043,140,38.5,5379800041,56,Back,5379800047,212,10.9,5379800045,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215601,191,1,1,18,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.4,29.6,2024-11-24T13:20:11.479Z,2024-11-24T13:20:13Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379800209,141,36.2,5379800213,213,0.27,5379800205,56,Center,5379800207,140,51.7,5379800211,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215613,192,1,1,18,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.7,36.2,2024-11-24T13:20:13.527Z,2024-11-24T13:20:14Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379800283,212,14.6,5379800277,56,Back,5379800285,213,3.49,5379800279,140,38.6,5379800281,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215657,193,1,1,18,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.4,29.6,2024-11-24T13:20:14.438Z,2024-11-24T13:20:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379800537,213,5.33,5379800535,212,16.3,5379800529,56,Back,5379800533,141,10.1,5379800531,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215687,194,1,1,19,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,49.2,8.9,2024-11-24T13:20:16.327Z,2024-11-24T13:53:45Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379800671,213,0.37,5379800665,140,73.9,5379800667,141,23.7,5379800657,155,,5379800661,56,Center,5379800669,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215693,164,61,1,19,2,c165yjiny1qnmfdvefxvflnkc,1,25.4,74.8,2024-11-24T13:20:18.813Z,2024-11-24T13:20:18Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379800711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215825,166,1,1,19,5,c165yjiny1qnmfdvefxvflnkc,1,29.4,76.7,2024-11-24T13:20:21.022Z,2024-11-24T13:20:26Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5379801339,213,3.53,5379801327,56,Back,5379801329,140,20.6,5379801337,212,10.0,5379801333,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215865,167,1,1,19,10,c165yjiny1qnmfdvefxvflnkc,1,27.3,70.5,2024-11-24T13:20:26.767Z,2024-11-24T13:20:30Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379801563,155,,5379801583,1,,5379801575,140,61.4,5379801577,141,48.7,5379801579,212,38.8,5379801567,56,Center,5379801581,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215871,168,1,1,19,13,c165yjiny1qnmfdvefxvflnkc,0,63.1,55.7,2024-11-24T13:20:29.383Z,2024-11-24T13:20:35Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5379801603,140,75.5,5379801607,141,66.4,5379801597,56,Center,5379801611,212,14.9,5379801613,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215957,197,1,1,19,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.4,42.6,2024-11-24T13:20:32.246Z,2024-11-24T13:20:41Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379802073,56,Back,5379802081,213,1.35,5379802075,140,36.4,5379802077,141,77.7,5379802079,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216021,198,1,1,19,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.1,92.0,2024-11-24T13:20:40.902Z,2024-11-24T13:20:47Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5379802509,213,1.33,5379802501,56,Left,5379802505,141,98.4,5379802507,212,4.5,5379802503,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216005,169,83,1,19,29,c165yjiny1qnmfdvefxvflnkc,0,32.8,22.7,2024-11-24T13:20:45.726Z,2024-11-24T13:20:51Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5379802695,399,6w9yjs87tue7noq71ftksxez8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216037,199,1,1,19,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.8,82.8,2024-11-24T13:20:47.190Z,2024-11-24T13:20:48Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5379802595,56,Center,5379802597,140,61.1,5379802605,212,16.0,5379802607,213,4.33,5379802601,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216047,200,1,1,19,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.1,61.0,2024-11-24T13:20:48.758Z,2024-11-24T13:20:50Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379802673,141,43.5,5379802677,213,4.38,5379802675,212,12.6,5379802669,56,Center,5379802671,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216073,201,1,1,19,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.5,38.8,2024-11-24T13:20:50.758Z,2024-11-24T13:20:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379802793,141,8.6,5379802797,212,23.2,5379802789,140,68.7,5379802787,56,Right,5379802799,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216135,202,1,1,19,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.7,8.6,2024-11-24T13:20:53.414Z,2024-11-24T13:20:57Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5379803113,212,18.8,5379803109,140,55.2,5379803111,141,26.7,5379803107,56,Center,5379803115,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216193,203,1,1,19,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.8,27.6,2024-11-24T13:20:57.765Z,2024-11-24T13:21:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379803513,212,23.3,5379803509,140,51.7,5379803505,56,Center,5379803511,141,61.2,5379803515,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216215,204,1,1,19,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.4,66.3,2024-11-24T13:21:02.310Z,2024-11-24T13:21:04Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379803603,141,54.7,5379803607,213,5.91,5379803605,212,21.6,5379803601,140,71.5,5379803599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216239,205,1,1,19,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.0,51.5,2024-11-24T13:21:04.006Z,2024-11-24T13:21:06Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5379803733,56,Center,5379803735,140,66.0,5379803737,141,62.2,5379803741,213,2.36,5379803739,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216251,206,1,1,19,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.0,64.4,2024-11-24T13:21:06.422Z,2024-11-24T13:21:07Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379803785,140,70.3,5379803787,141,44.6,5379803783,56,Center,5379803791,213,5.04,5379803789,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216267,207,1,1,19,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.3,44.1,2024-11-24T13:21:07.591Z,2024-11-24T13:21:08Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379803897,212,32.0,5379803895,141,63.8,5379803901,1,,5379803893,140,98.0,5379803899,213,0.43,5379803885,155,,5379803891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216441,171,1,1,19,58,c165yjiny1qnmfdvefxvflnkc,1,4.9,36.0,2024-11-24T13:21:14.591Z,2024-11-24T13:21:21Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5379804763,140,14.6,5379804769,213,1.13,5379804767,212,24.1,5379804765,141,68.1,5379804761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216503,172,1,1,20,5,c165yjiny1qnmfdvefxvflnkc,0,29.4,69.9,2024-11-24T13:21:21.039Z,2024-11-24T14:02:33Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379805135,141,0.0,5379805137,212,60.6,5379805129,196,,5379805131,56,Right,5379805141,1,,5379805133,140,63.8,5379805127,155,,5379805139,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216507,173,5,1,20,9,c165yjiny1qnmfdvefxvflnkc,0,59.4,-1.5,2024-11-24T13:21:25.238Z,2024-11-24T14:32:28Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5379805781,233,208,5379805157,347,,5379805155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216647,208,5,1,20,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.6,101.5,2024-11-24T13:21:25.238Z,2024-11-24T14:32:28Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379805741,56,Back,5379805743,347,,5379805767,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216669,209,1,1,20,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.6,100.0,2024-11-24T13:21:33.958Z,2024-11-24T13:21:37Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5379805881,141,77.4,5379805887,1,,5379805885,213,3.81,5379805879,140,20.2,5379805877,56,Back,5379805875,107,,5379805883,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216723,210,1,1,20,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.7,77.8,2024-11-24T13:21:37.222Z,2024-11-24T13:21:42Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379806163,213,4.82,5379806155,56,Back,5379806157,140,23.1,5379806161,212,23.9,5379806159,141,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216763,211,1,1,20,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.5,37.0,2024-11-24T13:21:42.582Z,2024-11-24T13:21:49Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5379806439,56,Back,5379806441,140,30.1,5379806445,212,23.3,5379806447,213,1.68,5379806443,141,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216779,212,1,1,20,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.9,80.2,2024-11-24T13:21:49.110Z,2024-11-24T13:21:52Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379806549,213,0.53,5379806543,140,71.3,5379806541,56,Left,5379806545,141,97.6,5379806547,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216785,213,1,1,20,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.3,97.6,2024-11-24T13:21:51.894Z,2024-11-24T13:21:53Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5379806601,213,4.24,5379806599,212,13.8,5379806593,56,Left,5379806597,141,79.6,5379806595,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216823,214,1,1,20,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.8,80.7,2024-11-24T13:21:53.093Z,2024-11-24T13:21:56Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5379806831,213,2.35,5379806823,56,Left,5379806825,140,57.9,5379806827,141,93.1,5379806829,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216837,215,1,1,20,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.1,80.5,2024-11-24T13:21:55.990Z,2024-11-24T13:21:57Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379806921,141,66.8,5379806917,56,Center,5379806925,213,4.24,5379806919,140,54.6,5379806923,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216847,216,1,1,20,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.5,67.2,2024-11-24T13:21:57.270Z,2024-11-24T13:21:58Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5379806977,212,9.1,5379806975,141,78.9,5379806971,56,Left,5379806973,140,58.8,5379806979,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216855,217,1,1,20,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.0,79.0,2024-11-24T13:21:58.406Z,2024-11-24T13:21:59Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5379807025,212,9.9,5379807027,213,4.13,5379807023,141,66.9,5379807021,140,53.8,5379807019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
