id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2720886799,174,1,1,21,32,c165yjiny1qnmfdvefxvflnkc,1,57.7,31.5,2024-09-15T14:24:02.242Z,2024-09-15T14:24:07Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214035935,56,Right,5214035943,213,5.24,5214035939,141,9.2,5214035941,212,17.5,5214035937,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720886819,175,1,1,21,37,c165yjiny1qnmfdvefxvflnkc,1,77.6,6.7,2024-09-15T14:24:07.154Z,2024-09-15T14:24:09Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214036061,212,7.6,5214036055,56,Right,5214036059,141,13.5,5214036063,213,2.48,5214036057,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720886855,176,1,1,21,38,c165yjiny1qnmfdvefxvflnkc,1,62.7,15.3,2024-09-15T14:24:09.042Z,2024-09-15T14:24:11Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214036281,140,56.2,5214036287,213,1.96,5214036285,212,17.8,5214036283,141,39.5,5214036279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720886909,177,1,1,21,41,c165yjiny1qnmfdvefxvflnkc,1,56.2,39.5,2024-09-15T14:24:11.490Z,2024-09-15T14:24:26Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,1.0,,5214036629,56,Center,5214036631,140,62.8,5214036637,213,0.99,5214036635,212,12.7,5214036633,141,55.1,5214037869,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720886913,178,13,1,21,43,c165yjiny1qnmfdvefxvflnkc,1,70.1,55.3,2024-09-15T14:24:13.148Z,2024-09-15T18:25:10Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214037893,29,,5214037901,103,63.9,5214037443,72,,5214037891,74,,5214037903,215,,5214037899,102,54.8,5214036659,56,Center,5214037895,55,177,5214037907,231,5214036655,22,,5214036657,18,,5214037905,230,98.0,,,,50,,,,,,,,,,,,,,,,,,,,,,,
2720886931,179,5,1,21,45,c165yjiny1qnmfdvefxvflnkc,0,101.1,53.3,2024-09-15T14:24:15.860Z,2024-09-15T15:13:44Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214036763,346,,5214038075,233,237,5214036761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887145,237,5,1,21,45,cftj6g399tknheudaxsdpfdgb,1,-1.1,46.7,2024-09-15T14:24:15.860Z,2024-09-15T15:13:43Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214037987,346,,5214038053,233,179,5214037985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887347,238,1,1,22,5,cftj6g399tknheudaxsdpfdgb,1,5.0,37.0,2024-09-15T14:24:35.104Z,2024-09-15T18:25:27Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214039151,1,,5215309529,189,,5214039155,74,,5214039139,124,,5214039149,213,6.25,5214039147,212,41.8,5214039141,56,Back,5214039143,140,44.8,5214039145,141,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,
2720887361,239,44,1,22,7,cftj6g399tknheudaxsdpfdgb,1,42.4,34.8,2024-09-15T14:24:37.288Z,2024-09-15T18:25:38Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214039233,233,180,5214039225,56,Back,5214039227,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887337,180,44,1,22,7,c165yjiny1qnmfdvefxvflnkc,0,57.6,65.2,2024-09-15T14:24:37.289Z,2024-09-15T20:25:38Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214039063,56,Center,5214039065,286,,5214039251,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887371,240,1,1,22,7,cftj6g399tknheudaxsdpfdgb,0,44.8,35.2,2024-09-15T14:24:37.488Z,2024-09-15T18:25:42Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214039271,212,15.0,5214039269,141,53.1,5214039273,213,2.20,5214039267,140,36.4,5214039265,56,Back,5214039263,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887379,181,1,1,22,12,c165yjiny1qnmfdvefxvflnkc,0,59.9,53.4,2024-09-15T14:24:42.292Z,2024-09-15T14:24:42Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214039307,56,Center,5214039313,212,5.4,5214039315,213,1.06,5214039309,140,62.4,5214039305,155,,5214039311,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887409,241,1,1,22,13,cftj6g399tknheudaxsdpfdgb,0,32.9,47.2,2024-09-15T14:24:43.144Z,2024-09-15T14:24:44Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214039503,141,45.5,5214039497,3,,5214039505,212,7.4,5214039507,213,6.13,5214039501,140,39.9,5214039499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887413,182,44,1,22,14,c165yjiny1qnmfdvefxvflnkc,1,60.2,57.4,2024-09-15T14:24:44.083Z,2024-09-15T14:25:16Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214039603,233,242,5214039533,286,,5214039525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887425,242,44,1,22,14,cftj6g399tknheudaxsdpfdgb,0,39.8,42.6,2024-09-15T14:24:44.084Z,2024-09-15T14:25:16Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214039599,56,Back,5214039601,285,,5214039643,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887449,183,1,1,22,14,c165yjiny1qnmfdvefxvflnkc,1,60.4,62.3,2024-09-15T14:24:44.323Z,2024-09-15T14:24:46Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214039725,140,65.8,5214039723,56,Center,5214039731,213,0.74,5214039721,3,,5214039727,141,69.9,5214039729,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887535,185,1,1,22,16,c165yjiny1qnmfdvefxvflnkc,1,65.8,69.9,2024-09-15T14:24:46.322Z,2024-09-15T14:24:50Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214040195,213,2.02,5214040193,212,11.0,5214040183,56,Left,5214040185,140,61.3,5214040189,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887543,186,1,1,22,20,c165yjiny1qnmfdvefxvflnkc,0,64.0,88.4,2024-09-15T14:24:50.435Z,2024-09-15T14:24:50Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5214040217,141,86.5,5214040221,213,6.17,5214040213,56,Left,5214040219,212,11.4,5214040215,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887539,243,8,1,22,20,cftj6g399tknheudaxsdpfdgb,1,20.7,10.7,2024-09-15T14:24:50.537Z,2024-09-15T18:26:25Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214040207,56,Back,5215313899,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887591,245,1,1,22,22,cftj6g399tknheudaxsdpfdgb,1,9.2,12.2,2024-09-15T14:24:52.344Z,2024-09-15T14:24:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214040475,212,15.5,5214040469,56,Back,5214040473,141,31.3,5214040471,140,1.2,5214040477,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887633,246,1,1,22,24,cftj6g399tknheudaxsdpfdgb,1,1.2,31.3,2024-09-15T14:24:54.201Z,2024-09-15T14:24:57Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214040757,140,29.9,5214040763,213,5.75,5214040765,1,,5214040753,157,,5214040759,141,4.9,5214040755,56,Back,5214040761,212,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887649,247,1,1,22,27,cftj6g399tknheudaxsdpfdgb,0,31.6,5.8,2024-09-15T14:24:57.415Z,2024-09-15T14:24:57Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214040833,213,0.93,5214040825,56,Back,5214040829,141,20.7,5214040827,140,38.8,5214040831,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887761,187,1,1,22,30,c165yjiny1qnmfdvefxvflnkc,0,60.3,79.3,2024-09-15T14:25:00.596Z,2024-09-15T14:25:04Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214041369,213,0.35,5214041359,157,,5214041371,1,,5214041363,140,98.6,5214041365,141,100.0,5214041367,212,42.8,5214041361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887765,188,5,1,22,33,c165yjiny1qnmfdvefxvflnkc,0,98.0,100.6,2024-09-15T14:25:03.368Z,2024-09-15T15:13:44Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214041379,347,,5214041649,233,248,5214041377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720887801,248,5,1,22,33,cftj6g399tknheudaxsdpfdgb,1,2.0,-0.6000000000000001,2024-09-15T14:25:03.368Z,2024-09-15T15:13:44Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214041593,56,Back,5214041619,233,188,5214041595,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888043,249,1,1,22,51,cftj6g399tknheudaxsdpfdgb,1,7.5,0.0,2024-09-15T14:25:21.175Z,2024-09-15T14:25:24Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214042981,141,7.6,5214042979,140,22.9,5214042975,107,,5214042985,213,0.34,5214042983,212,17.1,5214042977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888063,250,1,1,22,54,cftj6g399tknheudaxsdpfdgb,1,23.5,8.2,2024-09-15T14:25:24.536Z,2024-09-15T14:25:26Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214043101,213,1.36,5214043099,212,6.5,5214043091,155,,5214043097,141,17.6,5214043095,140,24.8,5214043093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888107,251,1,1,22,55,cftj6g399tknheudaxsdpfdgb,1,25.9,21.5,2024-09-15T14:25:26.055Z,2024-09-15T14:25:29Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214043407,140,46.6,5214043413,213,0.60,5214043409,141,43.6,5214043405,56,Back,5214043403,155,,5214043411,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888165,252,1,1,22,59,cftj6g399tknheudaxsdpfdgb,1,46.6,43.6,2024-09-15T14:25:29.575Z,2024-09-15T14:25:34Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5214043809,56,Center,5214043823,141,73.6,5214043825,212,26.6,5214043827,213,0.88,5214043821,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888189,253,1,1,23,3,cftj6g399tknheudaxsdpfdgb,1,80.6,68.7,2024-09-15T14:25:34.056Z,2024-09-15T18:27:12Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5214043917,56,Center,5214043921,141,68.7,5214043919,140,97.0,5214043925,213,0.00,5214043923,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888197,254,1,1,23,5,cftj6g399tknheudaxsdpfdgb,0,97.6,70.7,2024-09-15T14:25:35.927Z,2024-09-15T18:27:15Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214043971,212,1.4,5214043969,141,68.7,5214043973,213,4.71,5214044087,233,189,5214043967,140,97.6,5214043963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888215,189,61,1,23,7,c165yjiny1qnmfdvefxvflnkc,1,3.0,32.5,2024-09-15T14:25:37.458Z,2024-09-15T18:27:18Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214044069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888245,190,52,1,23,10,c165yjiny1qnmfdvefxvflnkc,1,2.6,45.4,2024-09-15T14:25:40.276Z,2024-09-15T18:27:23Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5215318449,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888485,191,1,1,23,30,c165yjiny1qnmfdvefxvflnkc,1,11.1,45.4,2024-09-15T14:26:00.259Z,2024-09-15T14:26:02Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5214045689,212,32.5,5214045703,189,,5214045695,1,,5214045693,213,6.21,5214045683,56,Back,5214045685,140,42.0,5214045687,141,42.1,5214045681,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888509,192,1,1,23,33,c165yjiny1qnmfdvefxvflnkc,0,44.6,42.1,2024-09-15T14:26:03.378Z,2024-09-15T18:27:49Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214045819,1,,5214045807,155,,5214045815,212,48.3,5214045813,141,0.0,5214045811,140,80.8,5214045817,213,5.62,5214045809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888531,193,43,1,23,35,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T14:26:05.791Z,2024-09-15T14:28:47Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214045911,56,Right,5214059703,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888555,194,5,1,23,35,c165yjiny1qnmfdvefxvflnkc,0,76.2,-1.2,2024-09-15T14:26:05.975Z,2024-09-15T15:13:45Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214046017,56,Right,5214046337,233,255,5214046019,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888601,255,5,1,23,35,cftj6g399tknheudaxsdpfdgb,1,23.8,101.2,2024-09-15T14:26:05.975Z,2024-09-15T15:13:45Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214046277,347,,5214046321,233,194,5214046275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888807,256,1,1,23,49,cftj6g399tknheudaxsdpfdgb,1,23.2,100.0,2024-09-15T14:26:19.271Z,2024-09-15T14:26:22Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214047259,56,Back,5214047267,141,87.5,5214047271,213,4.52,5214047257,107,,5214047265,140,21.4,5214047269,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888819,257,1,1,23,52,cftj6g399tknheudaxsdpfdgb,1,21.4,87.5,2024-09-15T14:26:22.598Z,2024-09-15T14:26:23Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5214047353,141,95.0,5214047349,56,Back,5214047355,212,5.5,5214047357,213,1.20,5214047351,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888851,258,1,1,23,53,cftj6g399tknheudaxsdpfdgb,1,23.3,95.0,2024-09-15T14:26:23.543Z,2024-09-15T14:26:24Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214047559,213,5.64,5214047557,212,23.8,5214047551,56,Back,5214047553,140,41.4,5214047549,157,,5214047555,141,73.9,5214047561,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888861,259,44,1,23,54,cftj6g399tknheudaxsdpfdgb,1,41.9,70.4,2024-09-15T14:26:24.872Z,2024-09-15T20:25:38Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214047697,233,195,5214047605,56,Back,5214047607,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888855,195,44,1,23,54,c165yjiny1qnmfdvefxvflnkc,0,58.1,29.6,2024-09-15T14:26:24.873Z,2024-09-15T20:25:38Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214047585,286,,5214047583,56,Center,5214047741,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888895,260,61,1,23,54,cftj6g399tknheudaxsdpfdgb,1,41.4,73.3,2024-09-15T14:26:24.874Z,2024-09-15T18:28:23Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5214047857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888927,197,1,1,23,57,c165yjiny1qnmfdvefxvflnkc,1,46.7,46.1,2024-09-15T14:26:27.587Z,2024-09-15T14:26:28Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214047999,141,48.7,5214048003,213,2.53,5214047997,140,44.3,5214047995,56,Back,5214048001,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720888967,198,1,1,23,58,c165yjiny1qnmfdvefxvflnkc,1,44.3,48.7,2024-09-15T14:26:28.194Z,2024-09-15T14:26:30Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214048183,213,4.61,5214048177,140,42.0,5214048173,56,Back,5214048181,212,22.6,5214048179,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889061,199,1,1,24,0,c165yjiny1qnmfdvefxvflnkc,1,41.8,17.4,2024-09-15T14:26:30.450Z,2024-09-15T14:26:36Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214048729,1,,5214048717,155,,5214048727,213,0.02,5214048719,56,Right,5214048721,140,80.8,5214048723,141,18.9,5214048725,212,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889093,200,1,1,24,6,c165yjiny1qnmfdvefxvflnkc,0,95.2,8.2,2024-09-15T14:26:36.241Z,2024-09-15T14:26:38Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5214048923,141,13.1,5214048925,212,13.3,5214048927,213,2.89,5214048919,56,Right,5214048921,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889103,261,8,1,24,9,cftj6g399tknheudaxsdpfdgb,1,16.2,90.5,2024-09-15T14:26:39.079Z,2024-09-15T18:28:43Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5214048967,56,Back,5215323801,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889207,263,1,1,24,13,cftj6g399tknheudaxsdpfdgb,1,19.5,75.3,2024-09-15T14:26:43.207Z,2024-09-15T14:26:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214049595,56,Back,5214049591,155,,5214049597,140,46.8,5214049611,213,0.04,5214049607,212,28.7,5214049603,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889217,264,1,1,24,15,cftj6g399tknheudaxsdpfdgb,0,46.8,77.0,2024-09-15T14:26:45.847Z,2024-09-15T14:26:59Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5214049685,212,8.4,5214049683,141,76.1,5214049677,3,,5214049681,140,38.8,5214049679,56,Back,5214049687,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889279,201,8,1,24,20,c165yjiny1qnmfdvefxvflnkc,1,50.4,38.5,2024-09-15T14:26:50.306Z,2024-09-15T18:29:02Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214050029,56,Center,5215325177,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889289,202,61,1,24,21,c165yjiny1qnmfdvefxvflnkc,0,50.4,38.5,2024-09-15T14:26:51.107Z,2024-09-15T14:26:51Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214050083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889345,265,61,1,24,22,cftj6g399tknheudaxsdpfdgb,1,52.0,75.7,2024-09-15T14:26:52.485Z,2024-09-15T15:03:57Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5214050399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889347,203,1,1,24,23,c165yjiny1qnmfdvefxvflnkc,1,36.9,39.4,2024-09-15T14:26:53.489Z,2024-09-15T15:01:47Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214050417,213,0.15,5214050409,141,40.7,5214050405,140,42.5,5214050413,212,5.9,5214050401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889387,204,1,1,24,24,c165yjiny1qnmfdvefxvflnkc,1,42.5,40.7,2024-09-15T14:26:54.609Z,2024-09-15T14:26:56Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214050589,56,Back,5214050591,140,38.0,5214050597,213,4.36,5214050595,212,13.7,5214050593,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889425,205,1,1,24,26,c165yjiny1qnmfdvefxvflnkc,1,38.1,22.7,2024-09-15T14:26:56.785Z,2024-09-15T14:26:59Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214050767,141,30.7,5214050765,140,40.9,5214050763,56,Back,5214050771,213,1.08,5214050769,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889435,206,1,1,24,28,c165yjiny1qnmfdvefxvflnkc,1,42.9,35.5,2024-09-15T14:26:59.057Z,2024-09-15T14:26:59Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214050839,140,48.2,5214050845,212,9.1,5214050843,141,46.0,5214050837,56,Back,5214050847,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889467,207,1,1,24,29,c165yjiny1qnmfdvefxvflnkc,1,48.2,46.0,2024-09-15T14:26:59.809Z,2024-09-15T14:27:02Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214051081,141,39.8,5214051079,140,47.0,5214051077,56,Back,5214051083,212,4.4,5214051085,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889545,208,1,1,24,32,c165yjiny1qnmfdvefxvflnkc,1,55.4,32.1,2024-09-15T14:27:02.818Z,2024-09-15T14:27:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214051549,213,4.86,5214051547,212,17.2,5214051541,56,Right,5214051543,140,57.8,5214051545,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889575,209,1,1,24,37,c165yjiny1qnmfdvefxvflnkc,1,72.3,5.6,2024-09-15T14:27:07.794Z,2024-09-15T14:27:09Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214051713,213,2.53,5214051707,140,66.8,5214051711,212,7.1,5214051705,56,Right,5214051709,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889605,210,1,1,24,39,c165yjiny1qnmfdvefxvflnkc,0,65.0,17.7,2024-09-15T14:27:09.682Z,2024-09-15T14:27:11Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5214051875,155,,5214051881,141,68.5,5214051879,140,78.6,5214051887,1,,5214051885,213,1.18,5214051883,212,37.4,5214051877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889643,266,1,1,24,41,cftj6g399tknheudaxsdpfdgb,1,23.7,15.0,2024-09-15T14:27:11.959Z,2024-09-15T14:27:14Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214052071,213,2.53,5214052067,212,6.0,5214052059,140,19.0,5214052063,141,20.1,5214052057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720889675,268,1,1,24,44,cftj6g399tknheudaxsdpfdgb,1,15.4,16.7,2024-09-15T14:27:14.247Z,2024-09-15T14:27:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214052279,140,26.6,5214052281,141,8.9,5214052287,213,5.86,5214052283,212,12.9,5214052277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
