id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2715411217,159,1,1,21,38,5rz9enoyknpg8ji78za5b82p0,1,19.7,69.1,2024-08-31T14:22:17.148Z,2024-08-31T14:22:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5184117069,141,94.0,5184117065,56,Back,5184117067,140,26.6,5184117073,213,1.17,5184117071,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411323,160,1,1,21,43,5rz9enoyknpg8ji78za5b82p0,1,41.9,91.5,2024-08-31T14:22:21.901Z,2024-08-31T14:22:26Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5184117725,213,5.69,5184117715,140,63.1,5184117713,56,Center,5184117723,212,26.9,5184117719,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411347,161,1,1,21,46,5rz9enoyknpg8ji78za5b82p0,0,67.5,67.8,2024-08-31T14:22:25.237Z,2024-08-31T16:02:37Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5184117847,140,59.8,5184117845,56,Center,5184117853,213,2.60,5184117851,212,9.4,5184117849,141,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411353,153,1,1,21,49,77tfx9me4aaqhzv78bmgsy9bg,0,40.6,23.5,2024-08-31T14:22:27.611Z,2024-08-31T20:33:43Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5185865589,140,39.2,5186490593,233,162,5185865591,141,20.1,5185865593,212,2.7,5185865813,236,,5184117879,56,Back,5185865819,286,,5185865595,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411411,162,74,1,21,49,5rz9enoyknpg8ji78za5b82p0,1,59.6,76.7,2024-08-31T14:22:27.612Z,2024-08-31T20:33:43Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5184118125,285,,5186490605,233,153,5184118121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411509,164,1,1,21,52,5rz9enoyknpg8ji78za5b82p0,1,45.4,68.8,2024-08-31T14:22:30.669Z,2024-08-31T14:22:34Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5184118749,141,41.8,5184118753,213,5.10,5184118751,212,19.9,5184118747,140,52.6,5184118745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411563,165,1,1,21,55,5rz9enoyknpg8ji78za5b82p0,1,63.3,30.5,2024-08-31T14:22:34.269Z,2024-08-31T14:22:36Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5184118959,56,Right,5184118967,213,5.15,5184118965,212,20.6,5184118961,140,71.6,5184118963,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411655,166,1,1,21,57,5rz9enoyknpg8ji78za5b82p0,1,73.1,3.1,2024-08-31T14:22:36.045Z,2024-08-31T14:22:39Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5184119457,140,91.9,5184119461,141,15.8,5184119471,213,0.41,5184119453,56,Right,5184119465,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411687,167,1,1,22,0,5rz9enoyknpg8ji78za5b82p0,0,93.6,18.0,2024-08-31T14:22:39.149Z,2024-08-31T18:51:41Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5184119817,236,,5185867345,224,,5184119677,140,93.8,5184119823,286,,5184119819,233,154,5184119675,56,Center,5184119695,213,1.52,5184119679,141,24.0,5184119671,2,,5184119673,155,,5185867347,20,5184119689,212,4.1,,,,,,,,,,,,,,,,,,
2715411695,154,12,1,22,0,77tfx9me4aaqhzv78bmgsy9bg,1,5.3,76.5,2024-08-31T14:22:39.249Z,2024-08-31T14:22:41Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184119731,185,,5184119733,56,Back,5184119827,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411735,155,6,1,22,3,77tfx9me4aaqhzv78bmgsy9bg,0,1.6,79.4,2024-08-31T14:22:41.309Z,2024-08-31T18:52:04Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184120073,233,168,5184119951,73,,5184119949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715411721,168,6,1,22,3,5rz9enoyknpg8ji78za5b82p0,1,98.4,20.6,2024-08-31T14:22:41.309Z,2024-08-31T14:22:45Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5184119991,56,Right,5184120039,233,155,5184119993,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412495,169,1,1,22,29,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-08-31T14:23:07.694Z,2024-08-31T18:52:58Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5184124019,56,Center,5184124023,141,45.5,5184124021,140,96.5,5184124011,2,,5184124013,6,,5184124027,213,1.67,5184124017,223,,5185875683,72,,5184124015,155,,5184124025,212,30.8,,,,,,,,,,,,,,,,,,,,,,,
2715412551,156,12,1,22,32,77tfx9me4aaqhzv78bmgsy9bg,1,4.2,59.6,2024-08-31T14:23:10.875Z,2024-08-31T14:23:13Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5184124379,15,,5184124353,212,23.5,5184124351,141,71.1,5184124349,140,25.3,5184124357,213,0.34,5184124347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412639,170,1,1,22,35,5rz9enoyknpg8ji78za5b82p0,1,75.7,27.4,2024-08-31T14:23:13.916Z,2024-08-31T14:23:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5184124861,3,,5184124863,56,Center,5184124869,212,17.1,5184124865,140,59.7,5184124867,141,31.8,5184124873,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412681,171,1,1,22,38,5rz9enoyknpg8ji78za5b82p0,1,57.6,32.0,2024-08-31T14:23:17.037Z,2024-08-31T14:23:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5184125053,56,Right,5184125067,212,20.5,5184125071,213,5.18,5184125063,141,5.1,5184125057,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412775,172,1,1,22,39,5rz9enoyknpg8ji78za5b82p0,1,66.4,5.1,2024-08-31T14:23:18.157Z,2024-08-31T14:23:21Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5184125535,213,0.25,5184125527,56,Right,5184125529,140,92.1,5184125531,141,15.2,5184125533,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412813,173,1,1,22,42,5rz9enoyknpg8ji78za5b82p0,0,93.9,15.1,2024-08-31T14:23:21.068Z,2024-08-31T18:53:19Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5184125785,140,91.4,5184125783,56,Center,5185877851,20,,5184125789,212,21.3,5185877849,386,,5184125791,213,1.69,5184125779,2,,5185877847,225,,5184125787,141,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2715412977,157,12,1,22,44,77tfx9me4aaqhzv78bmgsy9bg,1,8.5,60.2,2024-08-31T14:23:23.211Z,2024-08-31T14:23:28Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5184126557,212,31.6,5184126555,141,85.6,5184126559,213,0.58,5184126553,140,33.7,5184126551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413079,159,61,1,22,52,77tfx9me4aaqhzv78bmgsy9bg,0,61.0,84.5,2024-08-31T14:23:30.660Z,2024-08-31T18:53:27Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5184127117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413485,175,1,1,22,53,5rz9enoyknpg8ji78za5b82p0,1,29.4,16.8,2024-08-31T14:23:32.125Z,2024-08-31T14:23:45Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5184129153,212,31.6,5184129151,141,44.6,5184129149,140,5.3,5184129157,213,2.50,5184129147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413587,176,1,1,23,7,5rz9enoyknpg8ji78za5b82p0,1,13.5,50.2,2024-08-31T14:23:45.613Z,2024-08-31T14:23:49Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5184129699,56,Back,5184129703,141,50.6,5184129701,140,18.3,5184129709,213,0.05,5184129705,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413715,177,1,1,23,10,5rz9enoyknpg8ji78za5b82p0,1,18.7,48.6,2024-08-31T14:23:48.877Z,2024-08-31T14:23:53Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5184130385,212,24.6,5184130373,56,Back,5184130377,140,27.1,5184130381,141,14.8,5184130389,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413837,178,1,1,23,14,5rz9enoyknpg8ji78za5b82p0,1,30.1,9.7,2024-08-31T14:23:53.260Z,2024-08-31T14:23:58Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5184130977,212,17.3,5184130971,56,Back,5184130973,140,22.8,5184130979,213,2.03,5184130975,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715413931,179,1,1,23,19,5rz9enoyknpg8ji78za5b82p0,1,28.9,33.5,2024-08-31T14:23:57.901Z,2024-08-31T14:24:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5184131605,140,37.4,5184131611,213,5.25,5184131607,141,11.4,5184131609,212,17.5,5184131603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414061,180,1,1,23,23,5rz9enoyknpg8ji78za5b82p0,0,38.9,8.9,2024-08-31T14:24:01.421Z,2024-08-31T14:24:06Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5184132335,155,,5184132337,56,Center,5184132341,141,24.8,5184132343,212,55.8,5184132347,1,,5184132345,213,0.20,5184132339,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414087,160,52,1,23,28,77tfx9me4aaqhzv78bmgsy9bg,1,6.0,74.3,2024-08-31T14:24:06.747Z,2024-08-31T18:53:49Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5185881289,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414347,161,1,1,23,29,77tfx9me4aaqhzv78bmgsy9bg,1,7.3,73.5,2024-08-31T14:24:07.564Z,2024-08-31T14:24:15Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5184133779,141,72.2,5184133773,123,,5184133777,140,27.1,5184133783,213,6.24,5184133781,212,20.8,5184133775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414387,162,1,1,23,36,77tfx9me4aaqhzv78bmgsy9bg,1,27.3,66.6,2024-08-31T14:24:15.051Z,2024-08-31T14:24:16Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5184133975,213,4.46,5184133969,140,22.2,5184133967,56,Back,5184133973,212,21.2,5184133971,141,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414429,163,1,1,23,38,77tfx9me4aaqhzv78bmgsy9bg,1,22.2,36.5,2024-08-31T14:24:16.796Z,2024-08-31T14:24:18Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5184134175,56,Back,5184134177,140,22.7,5184134183,213,1.54,5184134181,212,16.3,5184134179,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414579,164,1,1,23,39,77tfx9me4aaqhzv78bmgsy9bg,1,22.7,60.5,2024-08-31T14:24:18.156Z,2024-08-31T14:24:23Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184135007,56,Back,5184135011,141,38.3,5184135013,212,15.1,5184135015,213,4.77,5184135009,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414685,165,1,1,23,44,77tfx9me4aaqhzv78bmgsy9bg,1,24.5,38.4,2024-08-31T14:24:22.875Z,2024-08-31T14:24:26Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5184135621,141,63.6,5184135623,212,17.3,5184135619,140,27.0,5184135617,56,Back,5184135625,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414705,166,1,1,23,48,77tfx9me4aaqhzv78bmgsy9bg,1,27.1,63.6,2024-08-31T14:24:26.683Z,2024-08-31T14:24:27Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184135737,140,35.9,5184135735,56,Back,5184135741,212,9.4,5184135743,213,0.18,5184135739,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414755,167,1,1,23,49,77tfx9me4aaqhzv78bmgsy9bg,1,35.9,66.1,2024-08-31T14:24:27.628Z,2024-08-31T14:24:29Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184136011,56,Back,5184136013,140,27.7,5184136019,213,3.44,5184136017,212,9.0,5184136015,141,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414797,168,1,1,23,51,77tfx9me4aaqhzv78bmgsy9bg,1,27.1,60.7,2024-08-31T14:24:29.420Z,2024-08-31T14:24:31Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184136245,56,Back,5184136247,140,29.8,5184136251,212,21.4,5184136249,141,29.5,5184136253,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414909,169,1,1,23,52,77tfx9me4aaqhzv78bmgsy9bg,1,30.4,27.8,2024-08-31T14:24:31.052Z,2024-08-31T14:24:34Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5184136809,56,Center,5184136815,212,28.6,5184136817,213,0.55,5184136811,140,53.6,5184136813,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715414953,170,50,1,23,56,77tfx9me4aaqhzv78bmgsy9bg,1,53.6,49.5,2024-08-31T14:24:34.619Z,2024-08-31T15:20:07Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5184406627,233,181,5184406603,286,,5184137095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415149,181,7,1,23,56,5rz9enoyknpg8ji78za5b82p0,0,46.4,50.5,2024-08-31T14:24:34.620Z,2024-08-31T18:54:11Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5184138079,56,Back,5185883541,385,,5184406619,233,170,5184138083,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415013,171,1,1,23,59,77tfx9me4aaqhzv78bmgsy9bg,1,42.0,52.2,2024-08-31T14:24:37.420Z,2024-08-31T14:24:38Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184137415,212,7.9,5184137417,213,5.29,5184137409,56,Back,5184137413,141,42.5,5184137411,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415065,172,1,1,24,0,77tfx9me4aaqhzv78bmgsy9bg,1,46.0,42.3,2024-08-31T14:24:38.379Z,2024-08-31T15:03:16Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5184137639,56,Back,5184137647,213,2.46,5184137645,212,5.9,5184137643,141,47.8,5184137641,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415135,173,1,1,24,2,77tfx9me4aaqhzv78bmgsy9bg,1,40.3,36.8,2024-08-31T14:24:41.212Z,2024-08-31T14:24:42Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184138003,141,48.1,5184138005,212,10.7,5184138007,213,0.80,5184137993,56,Back,5184137999,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415169,174,1,1,24,4,77tfx9me4aaqhzv78bmgsy9bg,1,47.4,48.1,2024-08-31T14:24:42.380Z,2024-08-31T14:24:43Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5184138201,213,3.31,5184138195,140,39.1,5184138193,56,Back,5184138199,212,8.8,5184138197,141,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415255,175,1,1,24,5,77tfx9me4aaqhzv78bmgsy9bg,1,38.5,46.4,2024-08-31T14:24:43.436Z,2024-08-31T14:24:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184138745,212,14.8,5184138747,213,1.53,5184138739,56,Back,5184138741,140,39.1,5184138743,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415327,176,1,1,24,7,77tfx9me4aaqhzv78bmgsy9bg,1,38.5,70.4,2024-08-31T14:24:46.156Z,2024-08-31T14:24:48Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184139125,213,4.43,5184139117,56,Back,5184139121,141,53.6,5184139123,212,11.9,5184139119,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415355,177,1,1,24,10,77tfx9me4aaqhzv78bmgsy9bg,1,35.4,53.6,2024-08-31T14:24:48.348Z,2024-08-31T14:24:49Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184139297,213,0.21,5184139295,212,12.7,5184139289,56,Back,5184139293,141,57.4,5184139291,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415589,178,1,1,24,10,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,57.4,2024-08-31T14:24:49.259Z,2024-08-31T18:54:29Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5184140647,213,2.23,5184140645,212,12.7,5184140639,56,Back,5185884989,156,,5184140643,141,72.2,5184140641,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415631,179,1,1,24,18,77tfx9me4aaqhzv78bmgsy9bg,1,41.0,71.0,2024-08-31T14:24:56.428Z,2024-08-31T14:24:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5184140895,56,Back,5184140903,213,4.46,5184140901,212,11.7,5184140897,140,38.2,5184140899,141,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415735,180,1,1,24,19,77tfx9me4aaqhzv78bmgsy9bg,1,39.4,51.3,2024-08-31T14:24:57.835Z,2024-08-31T14:25:01Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184141471,141,25.9,5184141475,212,23.8,5184141481,213,5.47,5184141469,140,55.0,5184141463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415771,181,1,1,24,22,77tfx9me4aaqhzv78bmgsy9bg,1,63.1,24.5,2024-08-31T14:25:00.907Z,2024-08-31T14:25:02Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5184141723,141,36.5,5184141721,140,68.5,5184141719,56,Center,5184141725,212,9.9,5184141727,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415873,182,1,1,24,23,77tfx9me4aaqhzv78bmgsy9bg,1,68.5,36.5,2024-08-31T14:25:02.060Z,2024-08-31T14:25:31Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,,5184146187,210,15,5184142281,212,6.4,5184142277,141,45.5,5184142273,56,Center,5184142275,140,70.4,5184142285,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715415921,183,15,1,24,26,77tfx9me4aaqhzv78bmgsy9bg,1,73.2,48.6,2024-08-31T14:25:04.781Z,2024-08-31T18:54:49Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5184142499,18,,5184146221,103,19.6,5184146211,29,,5184146213,133,,5184146219,102,53.0,5184144697,72,,5184146209,76,,5184146215,55,182,5184142501,56,Center,5184146263,146,98.6,5184146261,215,5184142497,22,,,5184146265,147,49.8,5184146323,233,182,,,,,,,,,,,
2715416177,182,10,1,24,26,5rz9enoyknpg8ji78za5b82p0,1,3.2,48.2,2024-08-31T14:25:04.881Z,2024-08-31T18:56:20Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5185895681,377,,5184143927,173,,5184144965,233,183,5184143931,182,,5184143933,56,Back,5184143929,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715416503,183,6,1,24,33,5rz9enoyknpg8ji78za5b82p0,0,1.6,37.4,2024-08-31T14:25:11.517Z,2024-08-31T18:56:56Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5184145733,56,Back,5184145735,73,,5184387631,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715416051,184,6,1,24,33,77tfx9me4aaqhzv78bmgsy9bg,1,98.4,62.6,2024-08-31T14:25:11.517Z,2024-08-31T14:57:01Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5184143355,73,,5184387605,233,183,5184143351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715417587,185,1,1,25,28,77tfx9me4aaqhzv78bmgsy9bg,0,99.5,99.5,2024-08-31T14:26:06.300Z,2024-08-31T18:56:57Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5184151859,141,50.0,5184151853,224,,5184151851,155,,5184151849,6,,5184151857,140,88.9,5184151863,213,4.39,5184151861,212,35.5,5184151847,2,,5185899017,72,,5184151865,1,,5184151855,56,,,,Center,,,,,,,,,,,,,,,,,
2715417589,184,12,1,25,28,5rz9enoyknpg8ji78za5b82p0,1,6.3,46.3,2024-08-31T14:26:07.133Z,2024-08-31T14:26:15Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5184151871,140,32.4,5184151873,141,44.5,5184151877,213,6.24,5184151875,212,27.4,5184151895,15,,5184151869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715417841,186,1,1,25,35,77tfx9me4aaqhzv78bmgsy9bg,1,61.3,58.0,2024-08-31T14:26:14.028Z,2024-08-31T14:26:18Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5184153205,140,31.7,5184153217,213,3.52,5184153209,141,40.0,5184153203,56,Back,5184153219,1,,5184153213,212,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715417939,187,1,1,25,39,77tfx9me4aaqhzv78bmgsy9bg,1,31.6,34.0,2024-08-31T14:26:18.107Z,2024-08-31T14:26:22Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5184153835,56,Right,5184153837,140,69.0,5184153841,212,42.3,5184153843,213,5.90,5184153845,1,,5184153839,141,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418021,188,1,1,25,43,77tfx9me4aaqhzv78bmgsy9bg,1,73.9,15.5,2024-08-31T14:26:22.092Z,2024-08-31T14:26:25Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5184154437,213,0.89,5184154435,212,13.5,5184154429,56,Center,5184154431,140,82.0,5184154433,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418027,189,61,1,25,45,77tfx9me4aaqhzv78bmgsy9bg,0,86.7,34.8,2024-08-31T14:26:23.437Z,2024-08-31T16:02:43Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5184154465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715460721,368,61,1,25,46,5rz9enoyknpg8ji78za5b82p0,1,14.5,62.5,2024-08-31T14:26:24.279Z,2024-08-31T14:52:45Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5184383713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418061,190,50,1,25,47,77tfx9me4aaqhzv78bmgsy9bg,1,87.0,36.0,2024-08-31T14:26:26.108Z,2024-08-31T15:20:08Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5184155231,233,185,5184154677,286,,5184154675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418133,185,7,1,25,47,5rz9enoyknpg8ji78za5b82p0,1,13.0,64.0,2024-08-31T14:26:26.109Z,2024-08-31T18:57:42Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5185902773,384,,5184155079,56,Back,5184155175,233,190,5184155081,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418211,187,1,1,25,51,5rz9enoyknpg8ji78za5b82p0,1,17.8,71.4,2024-08-31T14:26:29.884Z,2024-08-31T14:53:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5184155527,141,58.3,5184155529,212,18.6,5184155523,56,Back,5184155531,213,5.78,5184155525,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418229,188,1,1,25,53,5rz9enoyknpg8ji78za5b82p0,1,38.3,55.7,2024-08-31T14:26:32.236Z,2024-08-31T18:57:50Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5184155629,212,13.6,5184155623,56,Back,5184155631,213,3.63,5184155627,141,46.3,5184155625,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715418263,189,50,1,25,54,5rz9enoyknpg8ji78za5b82p0,1,27.4,43.1,2024-08-31T14:26:32.635Z,2024-08-31T15:20:08Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5184396469,285,,5184155809,56,Back,5184396509,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
