id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2810166927,131,61,1,12,2,ahnt9ejgwj58ul8auzdvi3czf,0,25.5,1.3,2025-05-04T12:12:39.379Z,2025-05-04T14:05:21Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5702571495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810166989,95,1,1,12,2,c165yjiny1qnmfdvefxvflnkc,1,79.4,92.7,2025-05-04T12:12:39.601Z,2025-05-04T12:13:05Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,1.0,,5701808167,212,17.1,5701808161,140,72.5,5701809937,210,13,5701808171,213,4.27,5701808163,141,70.0,5701808159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810166999,96,13,1,12,4,c165yjiny1qnmfdvefxvflnkc,1,70.6,67.5,2025-05-04T12:12:41.346Z,2025-05-04T15:44:59Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701809463,25,,5701809465,20,,5701809989,103,72.2,5701809979,74,,5701809991,215,,5701809983,55,95,5701809995,231,50.4,5701809993,230,97.6,5701808199,18,,5701809987,102,5701809981,29,5701808201,56,Center,46.4,,,,,,,,,,,,,,,,,,,,,,,,,
2810167253,97,5,1,12,5,c165yjiny1qnmfdvefxvflnkc,0,101.3,44.4,2025-05-04T12:12:42.548Z,2025-05-04T12:23:26Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701809509,233,132,5701809437,346,,5701809435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167051,132,5,1,12,5,ahnt9ejgwj58ul8auzdvi3czf,1,-1.3,55.6,2025-05-04T12:12:42.548Z,2025-05-04T12:23:25Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5701809455,233,97,5701808495,56,Back,5701808497,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167343,133,1,1,12,10,ahnt9ejgwj58ul8auzdvi3czf,1,4.6,53.4,2025-05-04T12:12:47.650Z,2025-05-04T12:13:04Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5701809885,212,31.3,5701809883,141,87.3,5701809891,237,,5701809887,213,0.83,5701809881,140,24.8,5701809877,124,,5701809879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167349,134,61,1,12,27,ahnt9ejgwj58ul8auzdvi3czf,1,26.7,81.0,2025-05-04T12:13:04.659Z,2025-05-04T12:13:11Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5701810529,189,,5701809905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167405,99,1,1,12,30,c165yjiny1qnmfdvefxvflnkc,1,27.1,18.8,2025-05-04T12:13:07.633Z,2025-05-04T12:13:08Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701810269,56,Back,5701810273,141,27.4,5701810277,213,0.54,5701810271,140,36.4,5701810275,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167425,100,1,1,12,31,c165yjiny1qnmfdvefxvflnkc,1,36.6,28.0,2025-05-04T12:13:08.681Z,2025-05-04T12:13:09Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5701810405,141,26.2,5701810401,56,Back,5701810407,212,12.8,5701810403,140,24.5,5701810409,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167457,101,1,1,12,32,c165yjiny1qnmfdvefxvflnkc,1,24.5,28.9,2025-05-04T12:13:09.713Z,2025-05-04T15:46:34Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5701810603,213,1.55,5701810599,141,56.9,5701810597,140,24.8,5701810601,212,19.0,5701810593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167517,102,1,1,12,35,c165yjiny1qnmfdvefxvflnkc,1,34.1,65.4,2025-05-04T12:13:12.121Z,2025-05-04T15:46:37Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701810909,141,91.2,5701810905,56,Back,5701810911,212,20.8,5701810913,213,1.00,5701810907,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167561,103,1,1,12,38,c165yjiny1qnmfdvefxvflnkc,1,44.0,90.3,2025-05-04T12:13:15.721Z,2025-05-04T12:13:18Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5701811157,212,14.8,5701811149,56,Back,5701811153,140,39.6,5701811155,141,69.6,5701811159,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167699,104,1,1,12,41,c165yjiny1qnmfdvefxvflnkc,1,33.8,63.6,2025-05-04T12:13:18.353Z,2025-05-04T12:13:26Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701811963,212,41.0,5701811965,213,4.91,5701811959,140,41.4,5701811957,56,Back,5701811961,141,4.4,5701811969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167757,105,1,1,12,49,c165yjiny1qnmfdvefxvflnkc,1,52.3,5.2,2025-05-04T12:13:26.265Z,2025-05-04T12:13:29Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701812251,141,5.8,5701812253,212,14.9,5701812249,140,66.5,5701812255,213,0.03,5701812247,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167771,106,1,1,12,52,c165yjiny1qnmfdvefxvflnkc,1,66.6,5.6,2025-05-04T12:13:29.241Z,2025-05-04T12:49:44Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5701812323,141,5.3,5701812327,213,3.17,5701812321,140,59.2,5701812319,56,Right,5701812325,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167869,107,1,1,12,55,c165yjiny1qnmfdvefxvflnkc,1,59.2,5.3,2025-05-04T12:13:32.089Z,2025-05-04T12:13:35Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701812827,140,62.3,5701812833,213,0.99,5701812829,141,12.6,5701812825,56,Right,5701812831,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167855,135,83,1,12,58,ahnt9ejgwj58ul8auzdvi3czf,0,29.0,85.2,2025-05-04T12:13:35.314Z,2025-05-04T12:13:37Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701812995,399,9yiz575rldkwu7icgqwk1qmdx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167883,108,1,1,12,58,c165yjiny1qnmfdvefxvflnkc,1,62.4,12.0,2025-05-04T12:13:35.458Z,2025-05-04T12:13:36Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5701812891,213,4.84,5701812883,56,Right,5701812885,140,63.1,5701812887,141,3.5,5701812889,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167923,109,1,1,12,59,c165yjiny1qnmfdvefxvflnkc,1,63.1,3.5,2025-05-04T12:13:36.473Z,2025-05-04T12:13:39Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701813077,140,55.6,5701813083,213,3.02,5701813081,212,7.9,5701813075,56,Right,5701813079,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167953,110,1,1,13,1,c165yjiny1qnmfdvefxvflnkc,1,48.4,7.9,2025-05-04T12:13:39.065Z,2025-05-04T12:13:41Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5701813229,212,7.1,5701813233,213,2.33,5701813227,141,15.5,5701813223,140,43.7,5701813219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167995,111,1,1,13,3,c165yjiny1qnmfdvefxvflnkc,1,42.9,17.6,2025-05-04T12:13:40.969Z,2025-05-04T12:13:44Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5701813419,56,Back,5701813425,212,22.7,5701813421,140,39.9,5701813427,213,1.71,5701813423,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168081,112,1,1,13,7,c165yjiny1qnmfdvefxvflnkc,1,41.5,66.1,2025-05-04T12:13:44.073Z,2025-05-04T12:13:48Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701813789,213,0.71,5701813779,56,Left,5701813781,140,59.8,5701813783,141,90.3,5701813785,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168125,113,1,1,13,10,c165yjiny1qnmfdvefxvflnkc,1,62.0,91.7,2025-05-04T12:13:48.041Z,2025-05-04T12:13:50Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5701814017,141,75.4,5701814019,212,22.6,5701814021,213,3.65,5701814013,56,Back,5701814015,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168147,114,1,1,13,13,c165yjiny1qnmfdvefxvflnkc,1,41.3,68.8,2025-05-04T12:13:50.833Z,2025-05-04T12:13:53Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701814153,212,18.6,5701814149,140,38.2,5701814155,213,4.54,5701814147,56,Back,5701814151,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168229,115,1,1,13,15,c165yjiny1qnmfdvefxvflnkc,1,40.9,41.6,2025-05-04T12:13:53.009Z,2025-05-04T12:13:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5701814587,213,5.26,5701814583,141,9.7,5701814581,140,53.6,5701814585,212,25.5,5701814579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168249,116,1,1,13,20,c165yjiny1qnmfdvefxvflnkc,1,74.5,6.7,2025-05-04T12:13:57.561Z,2025-05-04T12:13:59Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701814689,56,Right,5701814691,140,80.3,5701814697,213,0.81,5701814693,141,16.2,5701814695,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168283,117,1,1,13,21,c165yjiny1qnmfdvefxvflnkc,1,80.7,14.0,2025-05-04T12:13:59.017Z,2025-05-04T12:14:00Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5701814891,212,6.7,5701814893,213,4.49,5701814887,140,79.3,5701814885,56,Right,5701814889,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168335,118,1,1,13,23,c165yjiny1qnmfdvefxvflnkc,1,77.7,4.0,2025-05-04T12:14:00.761Z,2025-05-04T12:14:04Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701815165,140,68.9,5701815163,56,Right,5701815171,213,2.80,5701815167,141,8.8,5701815169,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168365,119,1,1,13,27,c165yjiny1qnmfdvefxvflnkc,1,66.7,12.3,2025-05-04T12:14:04.280Z,2025-05-04T12:14:05Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5701815309,213,2.24,5701815307,212,16.7,5701815301,56,Center,5701815303,140,56.8,5701815305,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168395,120,1,1,13,28,c165yjiny1qnmfdvefxvflnkc,1,56.8,31.8,2025-05-04T12:14:05.753Z,2025-05-04T12:14:07Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5701815455,140,54.1,5701815453,56,Center,5701815461,213,1.74,5701815457,141,56.9,5701815459,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168465,121,1,1,13,30,c165yjiny1qnmfdvefxvflnkc,1,60.3,58.5,2025-05-04T12:14:07.817Z,2025-05-04T12:14:11Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701815837,141,94.2,5701815839,212,27.5,5701815833,56,Left,5701815835,140,72.7,5701815841,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168497,122,1,1,13,34,c165yjiny1qnmfdvefxvflnkc,0,80.1,94.7,2025-05-04T12:14:11.769Z,2025-05-04T12:14:13Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5701815999,56,Center,5701816005,212,24.8,5701816003,141,59.4,5701816007,213,4.97,5701816001,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168595,136,12,1,13,37,ahnt9ejgwj58ul8auzdvi3czf,1,13.2,44.5,2025-05-04T12:14:14.818Z,2025-05-04T12:14:18Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701816479,56,Back,5701816487,213,5.68,5701816481,140,35.8,5701816483,141,20.6,5701816485,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168615,123,1,1,13,40,c165yjiny1qnmfdvefxvflnkc,0,62.7,88.4,2025-05-04T12:14:17.681Z,2025-05-04T13:22:24Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701816589,140,69.1,5701816593,212,11.1,5701816591,141,100.0,5701816587,56,Left,5701816585,3,,5701816595,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168623,124,5,1,13,41,c165yjiny1qnmfdvefxvflnkc,0,67.7,101.4,2025-05-04T12:14:18.530Z,2025-05-04T12:23:26Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701816629,56,Left,5701816631,347,,5701817605,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168813,137,5,1,13,41,ahnt9ejgwj58ul8auzdvi3czf,1,32.3,-1.4,2025-05-04T12:14:18.530Z,2025-05-04T12:23:26Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701817517,56,Back,5701817565,233,124,5701817519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168851,138,1,1,13,54,ahnt9ejgwj58ul8auzdvi3czf,1,31.2,0.0,2025-05-04T12:14:31.298Z,2025-05-04T12:14:32Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701817663,140,43.7,5701817659,107,,5701817665,141,16.3,5701817669,213,0.72,5701817667,212,17.5,5701817661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168885,139,1,1,13,55,ahnt9ejgwj58ul8auzdvi3czf,0,44.0,16.9,2025-05-04T12:14:32.737Z,2025-05-04T12:14:42Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5701817829,213,4.49,5701818507,156,,5701817827,212,13.1,5701817823,140,41.2,5701817821,56,Back,5701817825,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169027,125,5,1,13,57,c165yjiny1qnmfdvefxvflnkc,1,57.4,101.6,2025-05-04T12:14:34.217Z,2025-05-04T12:23:26Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701818553,347,,5701818551,56,Left,5701818571,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168889,140,5,1,13,57,ahnt9ejgwj58ul8auzdvi3czf,0,42.6,-1.6,2025-05-04T12:14:34.217Z,2025-05-04T12:23:27Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5701817851,56,Back,5701817853,347,,5701818613,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169155,126,1,1,14,5,c165yjiny1qnmfdvefxvflnkc,1,55.3,100.0,2025-05-04T12:14:42.770Z,2025-05-04T12:14:52Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5701819219,213,4.28,5701819211,56,Back,5701819217,212,42.8,5701819223,1,,5701819209,107,,5701819215,141,43.9,5701819213,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169197,127,1,1,14,14,c165yjiny1qnmfdvefxvflnkc,1,44.9,24.1,2025-05-04T12:14:52.041Z,2025-05-04T12:14:55Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701819417,140,41.0,5701819415,56,Back,5701819419,141,38.0,5701819421,212,10.3,5701819423,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169257,128,1,1,14,17,c165yjiny1qnmfdvefxvflnkc,1,44.6,41.6,2025-05-04T12:14:54.880Z,2025-05-04T12:14:59Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5701819737,56,Back,5701819743,212,25.4,5701819739,140,42.9,5701819745,213,1.64,5701819741,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169281,129,1,1,14,21,c165yjiny1qnmfdvefxvflnkc,1,43.8,83.5,2025-05-04T12:14:58.873Z,2025-05-04T12:15:00Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701819861,141,95.0,5701819857,56,Left,5701819863,212,17.3,5701819859,140,58.5,5701819865,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169313,130,1,1,14,23,c165yjiny1qnmfdvefxvflnkc,1,58.3,94.5,2025-05-04T12:15:00.329Z,2025-05-04T12:15:03Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5701820075,56,Back,5701820077,140,44.6,5701820081,212,15.1,5701820083,213,3.45,5701820079,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169383,131,1,1,14,26,c165yjiny1qnmfdvefxvflnkc,0,43.7,86.5,2025-05-04T12:15:03.216Z,2025-05-04T12:15:09Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701820503,1,,5701820493,56,Center,5701820495,140,90.9,5701820499,212,60.4,5701820501,213,5.67,5701820491,155,,5701820497,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169387,141,52,1,14,32,ahnt9ejgwj58ul8auzdvi3czf,1,6.8,61.7,2025-05-04T12:15:09.633Z,2025-05-04T15:48:37Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5703358479,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169505,142,1,1,14,36,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,74.6,2025-05-04T12:15:13.634Z,2025-05-04T12:15:19Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5701821071,56,Back,5701821077,212,33.8,5701821081,213,4.76,5701821069,123,,5701821075,141,25.0,5701821073,140,14.1,5701821083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169579,143,1,1,14,42,ahnt9ejgwj58ul8auzdvi3czf,1,28.1,24.1,2025-05-04T12:15:19.521Z,2025-05-04T12:15:24Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701821399,213,5.26,5701821391,56,Back,5701821397,212,14.7,5701821393,140,35.4,5701821395,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169627,144,1,1,14,47,ahnt9ejgwj58ul8auzdvi3czf,1,28.3,18.1,2025-05-04T12:15:24.434Z,2025-05-04T12:15:27Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5701821689,141,24.5,5701821691,212,6.6,5701821693,213,2.42,5701821687,140,23.6,5701821685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169707,145,1,1,14,50,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,31.0,2025-05-04T12:15:27.697Z,2025-05-04T12:15:32Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701822089,212,29.8,5701822087,141,73.8,5701822085,140,32.1,5701822091,213,1.36,5701822083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169731,146,1,1,14,55,ahnt9ejgwj58ul8auzdvi3czf,1,32.9,77.1,2025-05-04T12:15:32.257Z,2025-05-04T12:15:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701822183,140,53.7,5701822195,212,25.7,5701822179,56,Left,5701822199,213,0.56,5701822189,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169749,147,1,1,14,56,ahnt9ejgwj58ul8auzdvi3czf,1,54.2,96.0,2025-05-04T12:15:33.793Z,2025-05-04T12:15:34Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5701822279,56,Back,5701822283,141,84.5,5701822287,213,3.81,5701822281,140,44.8,5701822285,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169793,148,1,1,14,57,ahnt9ejgwj58ul8auzdvi3czf,1,45.2,84.3,2025-05-04T12:15:34.673Z,2025-05-04T12:15:37Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5701822515,140,32.6,5701822513,56,Back,5701822521,213,3.16,5701822519,212,13.2,5701822517,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169851,149,1,1,15,0,ahnt9ejgwj58ul8auzdvi3czf,1,41.0,70.1,2025-05-04T12:15:37.714Z,2025-05-04T12:15:40Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701822799,141,27.5,5701822801,212,29.3,5701822797,140,37.1,5701822795,56,Back,5701822803,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169923,150,1,1,15,3,ahnt9ejgwj58ul8auzdvi3czf,1,41.4,23.2,2025-05-04T12:15:40.625Z,2025-05-04T12:15:44Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701823093,140,60.4,5701823095,141,8.6,5701823099,213,5.82,5701823091,56,Right,5701823097,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169959,151,1,1,15,7,ahnt9ejgwj58ul8auzdvi3czf,1,70.0,24.8,2025-05-04T12:15:44.481Z,2025-05-04T12:15:46Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5701823261,213,1.83,5701823253,56,Center,5701823255,140,68.6,5701823259,212,5.6,5701823257,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170027,152,1,1,15,9,ahnt9ejgwj58ul8auzdvi3czf,1,67.9,21.8,2025-05-04T12:15:46.288Z,2025-05-04T12:15:49Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5701823615,212,9.8,5701823611,140,75.9,5701823617,213,5.74,5701823613,141,14.3,5701823609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170079,153,1,1,15,12,ahnt9ejgwj58ul8auzdvi3czf,1,68.7,18.7,2025-05-04T12:15:49.393Z,2025-05-04T12:15:51Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5701823843,213,6.07,5701823841,212,9.6,5701823839,141,15.7,5701823835,56,Right,5701823837,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170111,154,1,1,15,14,ahnt9ejgwj58ul8auzdvi3czf,1,70.3,17.3,2025-05-04T12:15:51.441Z,2025-05-04T12:15:52Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701823983,56,Right,5701823991,213,3.26,5701823985,140,65.3,5701823987,141,16.4,5701823989,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170137,155,1,1,15,15,ahnt9ejgwj58ul8auzdvi3czf,1,71.1,16.0,2025-05-04T12:15:52.785Z,2025-05-04T12:15:54Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5701824085,56,Right,5701824091,212,6.6,5701824089,141,6.5,5701824087,140,70.0,5701824093,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170189,156,1,1,15,16,ahnt9ejgwj58ul8auzdvi3czf,1,70.2,11.6,2025-05-04T12:15:54.033Z,2025-05-04T12:15:56Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701824359,213,3.10,5701824357,212,25.0,5701824351,56,Back,5701824353,140,46.4,5701824355,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170249,157,1,1,15,19,ahnt9ejgwj58ul8auzdvi3czf,1,45.1,14.8,2025-05-04T12:15:56.433Z,2025-05-04T12:16:00Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701824657,213,1.33,5701824653,141,59.4,5701824649,56,Center,5701824651,140,52.2,5701824655,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810170325,158,1,1,15,22,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,68.1,2025-05-04T12:16:00.001Z,2025-05-04T12:16:03Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701825049,212,24.4,5701825047,141,95.0,5701825051,213,0.85,5701825045,140,72.0,5701825043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
