id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value
2786814211,173,1,1,17,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.7,95.6,2025-03-10T18:20:08.120Z,2025-03-10T18:20:10Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5573313071,236,,5573312975,56,Left,5573312981,212,0.6,5573312977,140,71.3,5573313075,233,209,5573312983,213,6.07,5573313087,286,,5573312979,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814229,209,74,1,17,29,9qsmopgutr7ut5g6workk8w4i,1,35.3,3.8,2025-03-10T18:20:08.121Z,2025-03-10T20:09:25Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573313053,285,,5573313103,233,173,5573313051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814251,210,61,1,17,32,9qsmopgutr7ut5g6workk8w4i,0,36.9,3.5,2025-03-10T18:20:11.161Z,2025-03-10T18:22:03Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573313169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814239,174,61,1,17,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.4,96.6,2025-03-10T18:20:11.745Z,2025-03-10T21:35:41Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5573313111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814331,212,1,1,17,35,9qsmopgutr7ut5g6workk8w4i,1,46.8,8.5,2025-03-10T18:20:13.430Z,2025-03-10T18:20:17Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573313537,56,Back,5573313541,141,26.3,5573313539,140,47.0,5573313545,213,1.55,5573313543,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814297,175,83,1,17,36,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.4,83.2,2025-03-10T18:20:14.619Z,2025-03-10T18:20:18Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5573313615,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814337,213,3,1,17,39,9qsmopgutr7ut5g6workk8w4i,0,72.4,10.8,2025-03-10T18:20:17.590Z,2025-03-10T21:36:01Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573887551,465,,5573313573,286,,5573313571,56,Right,5573316969,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814969,181,7,1,17,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.6,89.2,2025-03-10T18:20:17.591Z,2025-03-10T21:36:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573887741,389,,5573316911,285,,5573887891,384,,5573316909,56,Back,5573316939,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814353,214,43,1,17,40,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-03-10T18:20:18.598Z,2025-03-10T18:22:17Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573313645,56,Right,5573319573,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814387,215,83,1,17,43,9qsmopgutr7ut5g6workk8w4i,0,63.6,6.4,2025-03-10T18:20:22.117Z,2025-03-10T18:20:33Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573314669,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814511,177,3,1,17,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.4,92.9,2025-03-10T18:20:23.429Z,2025-03-10T21:36:21Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573314441,286,,5573314467,233,216,5573888315,465,,5573314439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814393,216,45,1,17,45,9qsmopgutr7ut5g6workk8w4i,0,45.6,7.1,2025-03-10T18:20:23.429Z,2025-03-10T20:10:28Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573313873,285,,5573313871,56,Back,5573314475,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814481,217,83,1,17,48,9qsmopgutr7ut5g6workk8w4i,0,23.0,15.8,2025-03-10T18:20:26.957Z,2025-03-10T18:21:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573316733,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814501,218,83,1,17,49,9qsmopgutr7ut5g6workk8w4i,0,26.0,11.6,2025-03-10T18:20:27.526Z,2025-03-10T18:21:08Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573316709,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814517,178,61,1,17,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.9,95.1,2025-03-10T18:20:31.053Z,2025-03-10T18:20:31Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573314457,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814533,179,5,1,17,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,75.1,101.0,2025-03-10T18:20:31.756Z,2025-03-10T18:21:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573314543,56,Left,5573314545,347,,5573314689,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814555,219,5,1,17,53,9qsmopgutr7ut5g6workk8w4i,1,24.9,-1.0,2025-03-10T18:20:31.756Z,2025-03-10T20:11:15Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573314647,347,,5573314685,233,179,5573314645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814675,220,1,1,18,7,9qsmopgutr7ut5g6workk8w4i,1,27.1,0.0,2025-03-10T18:20:45.749Z,2025-03-10T18:20:46Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573315387,141,24.2,5573315389,212,18.6,5573315381,107,,5573315391,213,1.24,5573315385,140,32.8,5573315407,189,,5573315383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814761,221,1,1,18,9,9qsmopgutr7ut5g6workk8w4i,1,36.6,34.4,2025-03-10T18:20:47.861Z,2025-03-10T18:20:53Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573315817,213,1.68,5573315809,56,Back,5573315813,141,76.8,5573315815,212,29.0,5573315811,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814797,222,1,1,18,15,9qsmopgutr7ut5g6workk8w4i,1,68.0,87.0,2025-03-10T18:20:53.765Z,2025-03-10T18:20:58Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573316033,140,65.9,5573316035,141,81.0,5573316031,56,Left,5573316039,213,4.22,5573316037,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814841,223,1,1,18,19,9qsmopgutr7ut5g6workk8w4i,1,75.6,80.1,2025-03-10T18:20:58.085Z,2025-03-10T18:21:00Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573316235,141,80.7,5573316233,140,99.0,5573316239,213,0.02,5573316231,56,Left,5573316237,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814867,224,1,1,18,22,9qsmopgutr7ut5g6workk8w4i,0,98.7,80.7,2025-03-10T18:21:00.549Z,2025-03-10T21:37:27Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573890809,72,,5573316375,140,100.0,5573890807,224,,5573316369,2,,5573316373,56,Center,5573316381,213,4.81,5573316377,141,56.7,5573316379,212,16.4,5573316371,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814933,180,5,1,18,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.4,43.0,2025-03-10T18:21:01.671Z,2025-03-10T20:11:15Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573316685,346,,5573316689,233,225,5573316681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814913,225,5,1,18,23,9qsmopgutr7ut5g6workk8w4i,0,100.4,57.0,2025-03-10T18:21:01.671Z,2025-03-10T20:11:16Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573316619,346,,5573316713,233,180,5573316617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814987,182,1,1,18,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.5,52.1,2025-03-10T18:21:13.981Z,2025-03-10T18:21:15Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5573317067,141,31.0,5573317075,237,,5573317061,124,,5573317069,212,14.6,5573317063,56,Back,5573317071,213,4.91,5573317065,140,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814993,183,1,1,18,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.0,32.1,2025-03-10T18:21:15.293Z,2025-03-10T18:21:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573317103,212,12.1,5573317105,213,0.08,5573317099,140,19.5,5573317101,141,33.6,5573317097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786814997,184,1,1,18,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.4,34.0,2025-03-10T18:21:16.355Z,2025-03-10T18:21:17Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573317131,212,9.1,5573317125,56,Back,5573317133,213,3.06,5573317129,141,35.1,5573317127,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815061,185,1,1,18,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.8,35.1,2025-03-10T18:21:17.339Z,2025-03-10T18:21:25Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573317475,212,21.7,5573317473,141,67.0,5573317469,56,Back,5573317471,140,11.9,5573317477,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815075,186,1,1,18,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.9,71.7,2025-03-10T18:21:24.962Z,2025-03-10T18:21:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573317583,141,51.2,5573317585,212,14.3,5573317581,140,26.9,5573317579,56,Back,5573317587,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815101,187,1,1,18,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.3,47.9,2025-03-10T18:21:27.243Z,2025-03-10T18:21:31Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573317687,213,4.83,5573317685,212,17.3,5573317683,141,22.7,5573317679,56,Back,5573317681,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815115,188,1,1,18,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.4,17.7,2025-03-10T18:21:31.726Z,2025-03-10T18:21:34Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573317755,140,31.2,5573317753,56,Back,5573317761,213,1.82,5573317759,212,17.6,5573317757,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815151,189,1,1,18,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.2,45.1,2025-03-10T18:21:34.538Z,2025-03-10T18:21:41Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573318027,140,53.7,5573318031,212,22.2,5573318025,56,Center,5573318033,213,0.40,5573318029,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815155,190,4,1,19,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.8,59.5,2025-03-10T18:21:39.380Z,2025-03-10T18:23:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573318077,152,,5573318079,265,,5573318071,13,,5573318081,286,,5573318089,233,226,5573318073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815139,226,4,1,19,1,9qsmopgutr7ut5g6workk8w4i,0,46.2,40.5,2025-03-10T18:21:39.381Z,2025-03-10T18:22:36Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573317949,13,,5573317955,265,,5573317953,152,,5573318097,233,190,5573317957,285,,5573317951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815483,191,1,1,19,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.3,56.1,2025-03-10T18:22:20.732Z,2025-03-10T18:22:24Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573319901,213,5.85,5573319895,140,100.0,5573319893,56,Center,5573319897,141,26.7,5573319903,1,,5573319887,5,,5573319889,155,,5573319899,212,47.3,5573319891,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815851,192,5,1,19,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.1,28.7,2025-03-10T18:22:24.149Z,2025-03-10T20:11:16Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573322013,233,227,5573322001,346,,5573321999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815565,227,5,1,19,45,9qsmopgutr7ut5g6workk8w4i,1,-1.1,71.3,2025-03-10T18:22:24.149Z,2025-03-10T20:11:16Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5573320355,56,Back,5573320359,346,,5573322009,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815811,228,1,1,20,18,9qsmopgutr7ut5g6workk8w4i,1,5.0,58.8,2025-03-10T18:22:56.773Z,2025-03-10T18:23:04Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5573321767,140,19.7,5573321769,141,9.7,5573321773,213,5.15,5573321775,1,,5573321765,56,Back,5573321771,212,36.8,5573321763,124,,5573321779,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815849,229,1,1,20,25,9qsmopgutr7ut5g6workk8w4i,1,39.8,7.0,2025-03-10T18:23:03.941Z,2025-03-10T18:23:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573321987,56,Back,5573321991,141,28.0,5573321989,140,35.7,5573321993,212,14.9,5573321995,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815871,230,1,1,20,29,9qsmopgutr7ut5g6workk8w4i,1,38.3,31.1,2025-03-10T18:23:07.814Z,2025-03-10T18:23:11Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573322163,155,,5573322165,56,Center,5573322171,212,41.4,5573322167,140,72.0,5573322175,1,,5573322173,213,0.55,5573322169,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815887,231,1,1,20,33,9qsmopgutr7ut5g6workk8w4i,0,74.0,60.9,2025-03-10T18:23:11.604Z,2025-03-10T18:23:13Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573322269,3,,5573322291,213,1.86,5573322281,140,70.5,5573322289,212,12.8,5573322277,56,Left,5573322285,141,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815913,193,1,1,20,36,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.0,23.6,2025-03-10T18:23:15.179Z,2025-03-10T18:23:16Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573322453,56,Right,5573322455,140,55.0,5573322463,1,,5573322461,213,5.89,5573322451,157,,5573322459,212,30.7,5573322457,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815925,232,1,1,20,38,9qsmopgutr7ut5g6workk8w4i,0,47.8,95.7,2025-03-10T18:23:17.205Z,2025-03-10T18:23:18Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573322527,212,13.8,5573322523,140,60.9,5573322525,141,97.2,5573322521,56,Left,5573322529,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786815927,194,61,1,20,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.3,4.1,2025-03-10T18:23:18.568Z,2025-03-10T18:23:18Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5573322541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816003,233,1,1,20,41,9qsmopgutr7ut5g6workk8w4i,1,68.6,74.0,2025-03-10T18:23:20.150Z,2025-03-10T18:23:25Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573322845,141,74.7,5573322841,140,63.4,5573322839,56,Center,5573322847,212,5.5,5573322851,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816013,234,1,1,20,47,9qsmopgutr7ut5g6workk8w4i,1,61.3,66.8,2025-03-10T18:23:25.397Z,2025-03-10T18:23:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573322899,56,Center,5573322907,213,6.04,5573322901,140,66.0,5573322903,141,65.0,5573322905,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816057,235,1,1,20,48,9qsmopgutr7ut5g6workk8w4i,1,65.8,65.1,2025-03-10T18:23:26.389Z,2025-03-10T18:23:32Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573323175,141,37.3,5573323181,213,3.73,5573323167,56,Back,5573323183,1,,5573323171,140,38.6,5573323177,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816071,236,1,1,20,54,9qsmopgutr7ut5g6workk8w4i,1,41.1,38.8,2025-03-10T18:23:32.613Z,2025-03-10T18:23:35Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573323259,141,71.4,5573323261,212,23.3,5573323257,140,48.0,5573323263,213,1.25,5573323255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816091,237,1,1,20,56,9qsmopgutr7ut5g6workk8w4i,1,51.1,73.5,2025-03-10T18:23:35.189Z,2025-03-10T18:23:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573323403,140,67.7,5573323405,141,97.2,5573323409,213,0.75,5573323399,56,Left,5573323407,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816111,238,1,1,20,59,9qsmopgutr7ut5g6workk8w4i,1,69.2,98.6,2025-03-10T18:23:37.908Z,2025-03-10T18:23:41Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573323553,140,94.9,5573323555,141,94.1,5573323557,212,27.2,5573323551,56,Left,5573323559,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816113,239,1,1,21,2,9qsmopgutr7ut5g6workk8w4i,0,95.3,95.6,2025-03-10T18:23:41.094Z,2025-03-10T21:40:15Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573323699,236,,5573323701,233,195,5573323571,141,90.3,5573323563,2,,5573896783,224,,5573323569,140,95.9,5573323573,212,3.7,5573323705,286,,5573896785,72,5573323567,56,5573323575,213,4.89,,,,,Left,,,,,,,,,,,,,,,,,,,,,,,,
2786816133,195,12,1,21,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.4,6.7,2025-03-10T18:23:41.194Z,2025-03-10T18:23:44Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573323695,185,,5573323707,233,239,5573323697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816143,196,5,1,21,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,4.5,-1.8,2025-03-10T18:23:43.621Z,2025-03-10T20:11:17Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573323765,56,Back,5573324615,233,240,5573323767,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816265,240,5,1,21,5,9qsmopgutr7ut5g6workk8w4i,1,95.5,101.8,2025-03-10T18:23:43.621Z,2025-03-10T20:11:16Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573324601,233,196,5573324557,56,Left,5573324559,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816293,241,1,1,21,24,9qsmopgutr7ut5g6workk8w4i,1,91.4,100.0,2025-03-10T18:24:02.373Z,2025-03-10T18:24:05Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5573324687,140,84.4,5573324689,141,89.1,5573324691,212,11.0,5573324693,213,3.98,5573324685,56,Left,5573324683,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816315,242,1,1,21,27,9qsmopgutr7ut5g6workk8w4i,1,84.1,88.2,2025-03-10T18:24:05.253Z,2025-03-10T18:24:07Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573324821,141,88.1,5573324823,212,13.4,5573324825,213,3.15,5573324817,56,Left,5573324819,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816323,243,1,1,21,29,9qsmopgutr7ut5g6workk8w4i,1,71.1,87.2,2025-03-10T18:24:07.237Z,2025-03-10T18:24:09Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573324875,140,65.2,5573324873,56,Center,5573324881,213,4.48,5573324879,212,27.0,5573324877,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816337,244,1,1,21,30,9qsmopgutr7ut5g6workk8w4i,1,65.1,47.6,2025-03-10T18:24:09.205Z,2025-03-10T18:24:12Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573324955,141,27.7,5573324953,140,70.2,5573324957,212,14.6,5573324959,213,5.09,5573324951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816343,245,1,1,21,33,9qsmopgutr7ut5g6workk8w4i,1,68.3,28.0,2025-03-10T18:24:12.101Z,2025-03-10T18:24:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573324997,213,0.48,5573324993,141,35.3,5573324989,56,Center,5573324995,212,10.8,5573324991,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816349,246,1,1,21,34,9qsmopgutr7ut5g6workk8w4i,1,77.6,35.5,2025-03-10T18:24:13.060Z,2025-03-10T18:24:56Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573325081,156,,5573325051,213,2.78,5573325045,140,73.5,5573325047,141,37.9,5573325049,212,4.6,5573325041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816359,247,1,1,21,36,9qsmopgutr7ut5g6workk8w4i,1,72.8,38.2,2025-03-10T18:24:14.389Z,2025-03-10T18:24:15Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573325107,213,4.93,5573325101,140,74.2,5573325105,212,6.9,5573325099,56,Center,5573325103,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816365,248,1,1,21,36,9qsmopgutr7ut5g6workk8w4i,1,73.4,28.9,2025-03-10T18:24:14.948Z,2025-03-10T18:24:57Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573325147,141,33.8,5573325151,213,0.67,5573325149,212,5.4,5573325145,140,77.4,5573325143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816391,249,1,1,21,37,9qsmopgutr7ut5g6workk8w4i,1,76.2,33.8,2025-03-10T18:24:16.100Z,2025-03-10T18:24:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573325295,212,11.4,5573325293,141,23.9,5573325289,56,Center,5573325291,140,85.0,5573325297,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816411,250,1,1,21,40,9qsmopgutr7ut5g6workk8w4i,0,85.0,23.9,2025-03-10T18:24:18.708Z,2025-03-10T21:41:02Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5573325333,213,1.35,5573325329,141,65.6,5573325321,2,,5573325327,140,91.0,5573325325,56,Center,5573325331,212,29.0,5573898539,386,,5573898541,20,,5573898537,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786816439,197,12,1,21,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.8,32.5,2025-03-10T18:24:21.040Z,2025-03-10T18:24:24Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573325535,233,251,5573325533,397,,5573325497,141,32.7,5573325501,213,0.08,5573325499,212,1.7,5573325493,56,Back,5573325495,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
