id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2802552321,142,5,1,11,50,77tfx9me4aaqhzv78bmgsy9bg,1,86.1,101.5,2025-04-18T17:14:36.145Z,2025-04-18T17:18:28Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5659962031,233,98,5659960373,347,,5659960371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552471,143,1,1,11,59,77tfx9me4aaqhzv78bmgsy9bg,1,81.7,100.0,2025-04-18T17:14:44.597Z,2025-04-18T17:15:03Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5659961153,141,76.9,5659961155,212,24.3,5659961157,213,3.91,5659962083,1,,5659961149,56,Center,5659961151,140,65.1,5659962081,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552505,144,1,1,12,5,77tfx9me4aaqhzv78bmgsy9bg,1,65.1,68.7,2025-04-18T17:14:50.421Z,2025-04-18T17:14:52Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659961349,56,Left,5659961357,213,1.09,5659961355,212,15.3,5659961353,141,88.6,5659961351,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552519,145,1,1,12,7,77tfx9me4aaqhzv78bmgsy9bg,1,76.8,89.3,2025-04-18T17:14:52.613Z,2025-04-18T17:14:53Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5659961431,212,20.7,5659961425,56,Center,5659961427,140,61.7,5659961429,141,69.7,5659961433,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552527,146,1,1,12,8,77tfx9me4aaqhzv78bmgsy9bg,1,61.6,71.2,2025-04-18T17:14:53.733Z,2025-04-18T17:14:54Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659961491,213,5.69,5659961487,141,64.5,5659961485,140,68.0,5659961483,56,Center,5659961489,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552533,147,1,1,12,9,77tfx9me4aaqhzv78bmgsy9bg,1,67.0,63.6,2025-04-18T17:14:54.501Z,2025-04-18T17:14:55Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5659961533,212,13.7,5659961535,213,1.72,5659961529,140,65.1,5659961527,56,Left,5659961531,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552549,148,1,1,12,10,77tfx9me4aaqhzv78bmgsy9bg,1,64.1,84.5,2025-04-18T17:14:55.525Z,2025-04-18T17:14:56Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5659961623,56,Left,5659961627,141,96.5,5659961625,140,67.9,5659961631,213,1.12,5659961629,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552557,149,1,1,12,11,77tfx9me4aaqhzv78bmgsy9bg,0,67.9,96.5,2025-04-18T17:14:56.773Z,2025-04-18T17:14:57Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5659961693,140,77.3,5659961697,212,10.0,5659961695,141,93.9,5659961691,56,Left,5659961699,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552587,99,8,1,12,12,9qsmopgutr7ut5g6workk8w4i,1,39.7,9.7,2025-04-18T17:14:58.232Z,2025-04-18T20:16:38Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5660962291,384,,5659961827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552609,101,1,1,12,13,9qsmopgutr7ut5g6workk8w4i,0,37.5,5.4,2025-04-18T17:14:59.108Z,2025-04-18T20:16:57Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659961897,56,Back,5660963147,140,36.2,5660963151,212,2.8,5660963149,141,9.0,5660963153,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552581,150,61,1,12,14,77tfx9me4aaqhzv78bmgsy9bg,1,63.8,91.0,2025-04-18T17:15:00.109Z,2025-04-18T20:16:59Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5659961801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552629,102,1,1,12,15,9qsmopgutr7ut5g6workk8w4i,1,37.3,12.3,2025-04-18T17:15:00.975Z,2025-04-18T17:15:01Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5659962009,140,26.0,5659962011,141,12.8,5659962007,56,Back,5659962015,213,3.11,5659962013,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552691,103,1,1,12,16,9qsmopgutr7ut5g6workk8w4i,1,26.0,12.8,2025-04-18T17:15:01.712Z,2025-04-18T17:15:08Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659962359,212,31.1,5659962353,56,Back,5659962361,213,2.22,5659962355,140,8.1,5659962357,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552793,104,1,1,12,23,9qsmopgutr7ut5g6workk8w4i,1,13.9,43.9,2025-04-18T17:15:08.288Z,2025-04-18T17:15:15Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5659962933,140,15.9,5659962935,141,33.9,5659962937,212,7.1,5659962939,213,5.01,5659962931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552823,105,1,1,12,30,9qsmopgutr7ut5g6workk8w4i,1,24.8,29.7,2025-04-18T17:15:15.856Z,2025-04-18T17:15:17Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5659963045,140,29.8,5659963047,141,12.3,5659963043,56,Back,5659963051,213,5.13,5659963049,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552867,106,1,1,12,32,9qsmopgutr7ut5g6workk8w4i,1,30.3,10.7,2025-04-18T17:15:17.294Z,2025-04-18T17:15:21Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659963309,212,15.2,5659963311,213,6.12,5659963305,140,44.6,5659963307,141,7.0,5659963301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552895,107,1,1,12,35,9qsmopgutr7ut5g6workk8w4i,0,44.6,7.0,2025-04-18T17:15:21.038Z,2025-04-18T17:15:23Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659963459,213,6.25,5659963453,140,82.0,5659963457,212,39.3,5659963455,141,5.2,5659963463,1,,5659963451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552901,151,8,1,12,37,77tfx9me4aaqhzv78bmgsy9bg,1,19.5,94.4,2025-04-18T17:15:22.938Z,2025-04-18T20:17:29Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659963469,56,Back,5660964839,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552993,108,5,1,12,39,9qsmopgutr7ut5g6workk8w4i,1,85.1,-1.6,2025-04-18T17:15:24.741Z,2025-04-18T17:18:29Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659964023,347,,5659964021,56,Right,5659964041,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802552913,152,5,1,12,39,77tfx9me4aaqhzv78bmgsy9bg,0,14.9,101.6,2025-04-18T17:15:24.741Z,2025-04-18T17:18:29Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659964053,233,108,5659963563,347,,5659963561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553015,109,1,1,12,48,9qsmopgutr7ut5g6workk8w4i,1,81.5,0.0,2025-04-18T17:15:33.547Z,2025-04-18T17:51:10Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659964153,107,,5659964161,212,11.5,5659964659,189,,5659964157,140,74.8,5659964155,56,Right,5659964159,141,11.4,5659964163,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553021,110,1,1,12,49,9qsmopgutr7ut5g6workk8w4i,1,74.5,11.6,2025-04-18T17:15:34.919Z,2025-04-18T17:51:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5659964195,141,6.4,5659964197,212,3.6,5659964193,140,75.3,5660098319,156,,5659964191,56,Right,5659964199,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553045,111,1,1,12,50,9qsmopgutr7ut5g6workk8w4i,0,75.3,6.4,2025-04-18T17:15:35.895Z,2025-04-18T17:44:44Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659964345,56,Right,5659964347,140,84.7,5659964353,141,7.3,5659964361,213,0.06,5659964357,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553159,154,8,1,12,51,77tfx9me4aaqhzv78bmgsy9bg,1,17.1,95.5,2025-04-18T17:15:36.493Z,2025-04-18T20:17:53Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660966003,385,,5659965033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553083,112,5,1,12,52,9qsmopgutr7ut5g6workk8w4i,1,79.8,-1.4,2025-04-18T17:15:38.038Z,2025-04-18T17:18:29Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5659965003,233,153,5659964555,56,Right,5659964557,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553151,153,5,1,12,52,77tfx9me4aaqhzv78bmgsy9bg,0,20.2,101.4,2025-04-18T17:15:38.038Z,2025-04-18T17:18:30Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659964987,347,,5659964985,56,Back,5659965025,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553163,113,1,1,13,1,9qsmopgutr7ut5g6workk8w4i,1,84.8,0.0,2025-04-18T17:15:47.103Z,2025-04-18T17:15:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5659965041,56,Back,5659965049,213,2.98,5659965039,107,,5659965065,189,,5659965051,1,,5659965045,141,7.9,5659965047,212,40.0,5659965043,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553173,114,1,1,13,4,9qsmopgutr7ut5g6workk8w4i,1,47.0,6.8,2025-04-18T17:15:49.519Z,2025-04-18T17:15:50Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659965099,140,44.3,5659965105,213,1.77,5659965103,212,14.3,5659965101,141,27.4,5659965097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553183,115,1,1,13,4,9qsmopgutr7ut5g6workk8w4i,1,44.3,27.4,2025-04-18T17:15:50.111Z,2025-04-18T17:15:50Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5659965171,213,0.10,5659965165,141,29.8,5659965167,212,15.9,5659965163,140,59.4,5659965161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553205,116,1,1,13,5,9qsmopgutr7ut5g6workk8w4i,1,59.4,29.8,2025-04-18T17:15:50.831Z,2025-04-18T17:15:52Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5659965289,213,4.99,5659965281,56,Right,5659965285,141,8.9,5659965287,212,14.8,5659965283,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553231,117,1,1,13,6,9qsmopgutr7ut5g6workk8w4i,1,65.2,10.0,2025-04-18T17:15:52.079Z,2025-04-18T17:15:53Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659965391,140,74.7,5659965397,213,6.14,5659965395,212,10.1,5659965393,141,7.9,5659965389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553247,118,1,1,13,7,9qsmopgutr7ut5g6workk8w4i,1,74.7,7.9,2025-04-18T17:15:53.167Z,2025-04-18T17:15:54Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659965479,141,17.3,5659965481,212,10.1,5659965483,213,2.45,5659965475,56,Right,5659965477,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553255,119,1,1,13,8,9qsmopgutr7ut5g6workk8w4i,1,67.3,17.3,2025-04-18T17:15:54.191Z,2025-04-18T20:18:18Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5659965515,56,Right,5659965517,140,58.4,5660967329,156,,5659965525,212,11.6,5659965531,213,3.78,5659965519,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553285,120,1,1,13,10,9qsmopgutr7ut5g6workk8w4i,1,58.4,7.1,2025-04-18T17:15:55.679Z,2025-04-18T17:15:56Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659965719,141,5.8,5659965711,56,Right,5659965727,213,6.22,5659965725,212,13.9,5659965715,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553303,121,1,1,13,11,9qsmopgutr7ut5g6workk8w4i,1,71.6,5.8,2025-04-18T17:15:56.687Z,2025-04-18T17:15:58Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659965797,56,Right,5659965803,212,9.7,5659965805,213,2.21,5659965801,141,17.3,5659965799,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553327,122,1,1,13,13,9qsmopgutr7ut5g6workk8w4i,1,62.0,18.3,2025-04-18T17:15:58.463Z,2025-04-18T17:16:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5659965901,56,Center,5659965907,212,6.4,5659965911,213,1.44,5659965905,141,27.7,5659965903,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553393,123,1,1,13,15,9qsmopgutr7ut5g6workk8w4i,1,61.0,36.1,2025-04-18T17:16:00.991Z,2025-04-18T17:16:06Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5659966293,140,39.1,5659966295,141,41.5,5659966297,212,23.3,5659966291,56,Back,5659966299,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553433,124,1,1,13,20,9qsmopgutr7ut5g6workk8w4i,1,46.0,44.9,2025-04-18T17:16:06.111Z,2025-04-18T17:16:09Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5659966469,141,31.9,5659966471,212,11.8,5659966465,56,Center,5659966473,213,5.43,5659966467,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553445,125,1,1,13,24,9qsmopgutr7ut5g6workk8w4i,1,57.7,29.7,2025-04-18T17:16:09.584Z,2025-04-18T17:16:10Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5659966563,213,5.68,5659966561,212,29.8,5659966557,140,81.1,5659966555,56,Right,5659966553,155,,5659966559,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553463,126,1,1,13,25,9qsmopgutr7ut5g6workk8w4i,1,81.1,4.9,2025-04-18T17:16:10.688Z,2025-04-18T17:16:12Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659966689,3,,5659966695,141,16.7,5659966697,212,8.7,5659966693,140,78.0,5659966699,213,1.96,5659966691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553489,127,1,1,13,26,9qsmopgutr7ut5g6workk8w4i,1,78.0,16.7,2025-04-18T17:16:12.064Z,2025-04-18T17:16:14Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5659966827,56,Right,5659966831,141,5.2,5659966829,140,81.2,5659966835,213,5.12,5659966833,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553501,128,1,1,13,28,9qsmopgutr7ut5g6workk8w4i,1,77.6,5.8,2025-04-18T17:16:14.127Z,2025-04-18T17:16:16Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659966907,56,Center,5659966917,213,1.68,5659966913,212,12.5,5659966911,141,24.1,5659966909,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553535,129,1,1,13,31,9qsmopgutr7ut5g6workk8w4i,1,76.3,24.1,2025-04-18T17:16:16.335Z,2025-04-18T20:18:36Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5659967145,212,38.6,5659967147,213,0.95,5659967143,141,70.3,5659967137,155,,5659967135,2,,5659967141,140,97.6,5660968339,224,,5660968341,20,,5659967139,56,5659967149,1,,,,,Center,,,,,,,,,,,,,,,,,,,,,
2802553549,130,1,1,13,33,9qsmopgutr7ut5g6workk8w4i,0,97.6,70.3,2025-04-18T17:16:18.831Z,2025-04-18T17:16:20Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5659967223,213,4.20,5659967219,141,54.6,5659967217,140,91.9,5659967215,56,Center,5659967221,212,12.2,5659967269,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553595,155,1,1,13,35,77tfx9me4aaqhzv78bmgsy9bg,1,9.6,42.5,2025-04-18T17:16:20.773Z,2025-04-18T17:16:23Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5659967447,140,4.8,5659967445,56,Back,5659967453,213,2.58,5659967451,212,6.0,5659967449,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553613,156,1,1,13,36,77tfx9me4aaqhzv78bmgsy9bg,1,5.4,46.6,2025-04-18T17:16:21.817Z,2025-04-18T20:18:54Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5659967527,212,4.8,5659967525,141,53.6,5659967517,56,Back,5659967521,140,4.6,5659967529,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802732179,803,43,1,13,37,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-18T17:16:22.950Z,2025-04-18T20:25:11Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660986919,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553619,157,1,1,13,38,77tfx9me4aaqhzv78bmgsy9bg,1,4.7,54.3,2025-04-18T17:16:23.550Z,2025-04-18T20:19:00Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5659967579,212,28.1,5659967581,213,1.01,5659967573,56,Back,5659967575,140,18.9,5660969645,155,,5659967577,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553623,158,43,1,13,40,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-18T17:16:25.477Z,2025-04-18T20:19:02Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5660969749,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553631,159,1,1,13,40,77tfx9me4aaqhzv78bmgsy9bg,0,20.2,94.7,2025-04-18T17:16:26.165Z,2025-04-18T17:16:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5659967811,286,,5659967627,140,23.3,5659967625,56,Back,5659967631,212,3.3,5659967807,233,131,5659967805,236,,5659967629,141,93.9,5659967633,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553643,131,74,1,13,40,9qsmopgutr7ut5g6workk8w4i,1,77.6,4.1,2025-04-18T17:16:26.166Z,2025-04-18T17:18:31Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5659967751,285,,5659967827,233,159,5659967749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553671,160,1,1,13,42,77tfx9me4aaqhzv78bmgsy9bg,1,20.3,96.9,2025-04-18T17:16:27.413Z,2025-04-18T17:16:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5659967949,140,22.7,5659967951,141,83.2,5659967947,56,Back,5659967953,212,9.7,5659967955,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553677,161,3,1,13,44,77tfx9me4aaqhzv78bmgsy9bg,0,22.5,85.8,2025-04-18T17:16:29.725Z,2025-04-18T20:19:13Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5659967967,285,,5659967965,56,Back,5660970237,464,,5659979945,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553681,132,7,1,13,44,9qsmopgutr7ut5g6workk8w4i,1,77.5,14.2,2025-04-18T17:16:29.726Z,2025-04-18T20:19:17Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5660970457,383,,5659979927,233,161,5660970459,178,,5659967973,56,Right,5659967975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553723,134,1,1,13,46,9qsmopgutr7ut5g6workk8w4i,1,78.9,26.4,2025-04-18T17:16:31.327Z,2025-04-18T17:16:33Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5659968191,212,15.0,5659968187,141,48.4,5659968183,140,77.8,5659968181,56,Center,5659968193,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553751,135,1,1,13,47,9qsmopgutr7ut5g6workk8w4i,1,78.6,47.7,2025-04-18T17:16:32.879Z,2025-04-18T20:19:30Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,1.0,5659973755,210,15,5659973757,154,,5659968335,141,38.9,5659968339,212,16.0,5659968327,56,Center,5659968331,140,92.7,5659968341,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553755,136,15,1,13,49,9qsmopgutr7ut5g6workk8w4i,1,93.0,39.3,2025-04-18T17:16:34.863Z,2025-04-18T20:19:47Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5659973763,78,,5659973765,29,,5659973785,147,42.6,5659973775,103,3.8,5659973773,102,51.3,5659973767,154,,5659973801,233,162,5659973437,20,,5659968371,56,5659968367,22,5659973779,328,5659973777,214,Center,,,,5659968369,17,,5659973781,146,5659973769,55,135,,,,,,95.8,,,,
2802553771,162,10,1,13,49,77tfx9me4aaqhzv78bmgsy9bg,1,4.0,55.8,2025-04-18T17:16:34.963Z,2025-04-18T20:35:46Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5659968843,180,,5660971987,376,,5659973837,233,136,5659968841,174,,5659968457,56,Back,5659968455,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553805,163,12,1,13,52,77tfx9me4aaqhzv78bmgsy9bg,1,12.7,59.0,2025-04-18T17:16:37.253Z,2025-04-18T17:16:40Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5659968655,167,,5659968631,140,35.4,5659968633,141,0.0,5659968629,56,Back,5659968637,213,5.23,5659968635,212,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553833,137,5,1,13,54,9qsmopgutr7ut5g6workk8w4i,1,63.8,101.4,2025-04-18T17:16:39.766Z,2025-04-18T17:18:30Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5659968769,347,,5659968767,56,Left,5659968849,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553809,164,5,1,13,54,77tfx9me4aaqhzv78bmgsy9bg,0,36.2,-1.4,2025-04-18T17:16:39.766Z,2025-04-18T17:18:30Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5659968651,56,Back,5659968857,233,137,5659968653,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553873,138,1,1,13,57,9qsmopgutr7ut5g6workk8w4i,1,62.7,100.0,2025-04-18T17:16:43.008Z,2025-04-18T17:16:44Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5659968983,140,73.7,5659968987,212,11.8,5659968985,141,96.9,5659968979,107,,5659968981,56,Left,5659968989,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553883,139,1,1,13,59,9qsmopgutr7ut5g6workk8w4i,1,73.7,96.9,2025-04-18T17:16:44.446Z,2025-04-18T17:50:10Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5659969059,212,5.0,5659969061,213,2.99,5659969055,140,69.0,5659969057,141,98.0,5659969053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553897,140,1,1,14,1,9qsmopgutr7ut5g6workk8w4i,1,69.0,98.0,2025-04-18T17:16:46.254Z,2025-04-18T17:16:47Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5659969133,56,Left,5659969141,213,5.14,5659969137,141,91.2,5659969135,140,71.0,5659969139,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553925,141,1,1,14,1,9qsmopgutr7ut5g6workk8w4i,1,71.0,91.2,2025-04-18T17:16:46.911Z,2025-04-18T17:16:48Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5659969231,140,78.6,5659969243,213,5.54,5659969235,141,80.5,5659969239,212,10.8,5659969227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802553935,142,1,1,14,3,9qsmopgutr7ut5g6workk8w4i,0,77.8,77.5,2025-04-18T17:16:48.623Z,2025-04-18T20:20:14Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5660973137,223,,5659969311,141,54.8,5659969309,140,91.2,5659969315,213,5.45,5659969313,212,20.9,5659969307,56,Center,5659969305,155,,5659969303,2,,5660973139,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
