id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2738572205,328,1,1,27,54,ahnt9ejgwj58ul8auzdvi3czf,1,7.7,16.5,2024-10-25T17:30:04.010Z,2024-10-25T17:30:05Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310876899,56,Back,5310876907,213,5.78,5310876903,141,4.1,5310876905,212,17.5,5310876901,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572221,329,1,1,27,55,ahnt9ejgwj58ul8auzdvi3czf,1,24.0,2.8,2024-10-25T17:30:05.402Z,2024-10-25T17:30:06Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310876997,212,6.2,5310876999,213,1.83,5310876993,140,22.5,5310876995,141,11.6,5310876991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572225,330,1,1,27,56,ahnt9ejgwj58ul8auzdvi3czf,0,20.6,12.0,2024-10-25T17:30:06.361Z,2024-10-25T17:30:06Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310877015,212,4.8,5310877019,213,0.49,5310877007,56,Back,5310877011,141,15.3,5310877009,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572231,209,61,1,27,57,36g6ifzjliec1jqnbtf7yesme,1,80.6,89.2,2024-10-25T17:30:06.969Z,2024-10-25T17:30:07Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310877047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572247,210,5,1,27,58,36g6ifzjliec1jqnbtf7yesme,0,83.4,101.8,2024-10-25T17:30:08.153Z,2024-10-25T18:06:39Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310877121,56,Left,5310877123,347,,5310877767,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572347,331,5,1,27,58,ahnt9ejgwj58ul8auzdvi3czf,1,16.6,-1.8,2024-10-25T17:30:08.153Z,2024-10-25T18:06:39Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310877709,347,,5310877727,233,210,5310877707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572377,332,1,1,28,11,ahnt9ejgwj58ul8auzdvi3czf,1,25.2,0.0,2024-10-25T17:30:21.258Z,2024-10-25T17:30:24Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310877883,212,15.2,5310877885,213,1.06,5310877881,141,17.7,5310877875,107,,5310877877,56,Back,5310877879,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572415,333,1,1,28,15,ahnt9ejgwj58ul8auzdvi3czf,0,33.7,17.6,2024-10-25T17:30:25.193Z,2024-10-25T17:30:27Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310878093,212,71.6,5310878095,213,0.91,5310878091,141,100.0,5310878087,56,Left,5310878089,140,75.4,5310878097,1,,5310878085,196,,5310878083,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572533,211,5,1,28,17,36g6ifzjliec1jqnbtf7yesme,1,24.1,-1.0,2024-10-25T17:30:27.380Z,2024-10-25T18:06:40Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5310878691,347,,5310878707,233,334,5310878689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572417,334,5,1,28,17,ahnt9ejgwj58ul8auzdvi3czf,0,75.9,101.0,2024-10-25T17:30:27.380Z,2024-10-25T18:06:40Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310878719,233,211,5310878099,56,Left,5310878101,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572713,212,1,1,28,42,36g6ifzjliec1jqnbtf7yesme,1,36.6,0.0,2024-10-25T17:30:52.143Z,2024-10-25T17:30:54Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310879729,140,37.2,5310879727,56,Back,5310879725,107,,5310879735,213,1.49,5310879733,212,7.9,5310879731,141,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572773,213,1,1,28,44,36g6ifzjliec1jqnbtf7yesme,0,39.8,11.0,2024-10-25T17:30:54.575Z,2024-10-25T17:30:59Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310880051,140,85.8,5310880049,56,Center,5310880053,141,50.6,5310880055,212,55.3,5310880059,1,,5310880047,157,,5310880057,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572763,335,52,1,28,49,ahnt9ejgwj58ul8auzdvi3czf,1,15.1,50.3,2024-10-25T17:30:58.953Z,2024-10-26T06:50:45Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,5312368459,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572857,336,1,1,28,53,ahnt9ejgwj58ul8auzdvi3czf,1,15.4,49.0,2024-10-25T17:31:02.666Z,2024-10-25T17:31:06Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,5310880531,123,,5310880533,56,Back,5310880535,140,26.7,5310880541,213,0.58,5310880537,141,60.5,5310880539,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572869,337,1,1,28,56,ahnt9ejgwj58ul8auzdvi3czf,1,27.8,67.0,2024-10-25T17:31:06.441Z,2024-10-25T17:31:07Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310880625,56,Back,5310880631,212,10.9,5310880633,213,4.88,5310880629,141,51.2,5310880627,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572913,338,1,1,28,58,ahnt9ejgwj58ul8auzdvi3czf,1,29.5,51.2,2024-10-25T17:31:07.738Z,2024-10-25T17:31:11Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310880897,140,29.2,5310880899,141,65.2,5310880903,213,1.60,5310880901,212,9.5,5310880895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572927,339,1,1,29,1,ahnt9ejgwj58ul8auzdvi3czf,1,28.7,48.5,2024-10-25T17:31:11.385Z,2024-10-25T17:31:12Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310880985,56,Back,5310880989,141,40.4,5310880993,213,3.81,5310880987,140,22.1,5310880991,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572951,340,1,1,29,2,ahnt9ejgwj58ul8auzdvi3czf,1,21.6,38.5,2024-10-25T17:31:12.601Z,2024-10-25T17:31:15Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310881121,140,25.5,5310881125,212,14.4,5310881123,141,58.8,5310881119,56,Back,5310881127,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572973,341,1,1,29,5,ahnt9ejgwj58ul8auzdvi3czf,0,26.7,61.1,2024-10-25T17:31:15.354Z,2024-10-25T17:31:18Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310881197,141,46.6,5310881201,213,5.80,5310881193,56,Back,5310881195,140,44.7,5310881199,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572981,216,1,1,29,8,36g6ifzjliec1jqnbtf7yesme,1,51.0,54.5,2024-10-25T17:31:17.615Z,2024-10-25T17:31:19Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5310881257,141,42.6,5310881255,140,57.2,5310881253,56,Center,5310881261,213,5.39,5310881259,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573021,217,1,1,29,9,36g6ifzjliec1jqnbtf7yesme,1,63.7,37.2,2024-10-25T17:31:19.566Z,2024-10-25T17:31:23Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310881525,140,77.0,5310881523,56,Center,5310881531,213,5.67,5310881529,212,17.0,5310881527,141,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573035,218,1,1,29,13,36g6ifzjliec1jqnbtf7yesme,0,87.7,24.6,2024-10-25T17:31:23.231Z,2024-10-26T06:51:28Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310881605,213,1.41,5310881601,212,21.4,5310881597,140,91.0,5310881599,141,55.6,5312370303,20,,5310885305,2,,5312370301,224,,5310881595,56,Center,5310881593,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573071,342,12,1,29,15,ahnt9ejgwj58ul8auzdvi3czf,1,11.5,39.1,2024-10-25T17:31:24.873Z,2024-10-25T17:31:29Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310881777,212,20.8,5310881779,213,1.95,5310881773,140,4.2,5310881775,141,67.5,5310881771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573065,219,13,1,29,18,36g6ifzjliec1jqnbtf7yesme,1,96.2,35.4,2024-10-25T17:31:28.223Z,2024-10-25T17:31:51Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310882715,458,,5310881747,22,,5310881751,56,Center,5310882507,15,,5310882717,230,99.3,5310882713,103,48.6,5310882711,102,44.2,5310881749,62,,5310882721,231,45.3,5310882511,328,,5310882709,85,,,,,,,,,,,,,,,,,,,,,,
2738573073,220,5,1,29,19,36g6ifzjliec1jqnbtf7yesme,0,101.0,42.6,2024-10-25T17:31:29.178Z,2024-10-25T18:06:40Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310882123,233,343,5310881781,56,Center,5310881783,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573135,343,5,1,29,19,ahnt9ejgwj58ul8auzdvi3czf,1,-1.0,57.4,2024-10-25T17:31:29.178Z,2024-10-25T18:06:40Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310882097,56,Back,5310882115,233,220,5310882099,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573251,344,1,1,29,42,ahnt9ejgwj58ul8auzdvi3czf,1,2.5,48.2,2024-10-25T17:31:52.553Z,2024-10-25T17:31:55Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,5310882889,1,,5310882869,56,Back,5310882867,124,,5310882895,74,,5310882885,213,5.96,5310882881,212,45.3,5310882875,141,26.8,5310882873,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573261,345,1,1,29,45,ahnt9ejgwj58ul8auzdvi3czf,1,39.4,28.3,2024-10-25T17:31:55.512Z,2024-10-25T17:31:56Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310882937,141,12.9,5310882943,213,4.99,5310882931,56,Back,5310882933,140,42.2,5310882941,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573267,346,1,1,29,46,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,13.5,2024-10-25T17:31:56.345Z,2024-10-25T17:31:57Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310882981,141,28.6,5310882977,56,Back,5310882985,213,2.21,5310882983,212,12.8,5310882979,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573281,347,1,1,29,47,ahnt9ejgwj58ul8auzdvi3czf,1,35.1,28.6,2024-10-25T17:31:57.161Z,2024-10-25T17:31:59Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310883097,141,46.6,5310883099,212,12.8,5310883093,56,Back,5310883095,140,38.7,5310883101,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573301,348,1,1,29,49,ahnt9ejgwj58ul8auzdvi3czf,1,43.7,41.3,2024-10-25T17:31:59.577Z,2024-10-25T17:32:02Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310883249,56,Center,5310883251,140,65.8,5310883253,141,65.7,5310883255,212,28.5,5310883257,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573349,349,1,1,29,52,ahnt9ejgwj58ul8auzdvi3czf,1,66.8,65.7,2024-10-25T17:32:01.929Z,2024-10-25T17:32:06Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310883507,213,0.58,5310883501,140,87.5,5310883499,56,Left,5310883503,141,86.5,5310883505,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573391,350,1,1,29,57,ahnt9ejgwj58ul8auzdvi3czf,1,88.0,81.4,2024-10-25T17:32:06.793Z,2024-10-25T17:32:11Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310883717,212,13.5,5310883719,213,3.59,5310883713,140,76.4,5310883715,141,72.7,5310883711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573397,351,1,1,30,1,ahnt9ejgwj58ul8auzdvi3czf,0,92.0,75.7,2024-10-25T17:32:11.321Z,2024-10-26T06:52:34Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5312372785,2,,5310883747,56,Center,5310883755,213,4.67,5310883753,212,13.7,5312372845,225,,5310883749,140,91.5,5310883751,141,55.5,5312372847,386,,5312372849,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573409,221,12,1,30,2,36g6ifzjliec1jqnbtf7yesme,1,9.3,45.5,2024-10-25T17:32:12.494Z,2024-10-25T17:32:13Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5310883787,141,44.1,5310883791,213,6.22,5310883783,56,Back,5310883785,140,23.3,5310883789,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573423,223,1,1,30,5,36g6ifzjliec1jqnbtf7yesme,0,23.3,44.1,2024-10-25T17:32:14.814Z,2024-10-25T17:32:15Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310883847,213,5.91,5310883837,157,,5310883843,141,27.7,5310883845,212,30.4,5310883849,1,,5310883841,140,50.2,5310883839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573445,352,50,1,30,7,ahnt9ejgwj58ul8auzdvi3czf,1,55.8,69.2,2024-10-25T17:32:17.117Z,2024-10-25T18:06:50Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310883959,286,,5310883995,233,224,5310883957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573443,224,7,1,30,7,36g6ifzjliec1jqnbtf7yesme,0,44.2,30.8,2024-10-25T17:32:17.118Z,2024-10-26T06:52:57Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5310883943,285,,5310883941,56,Back,5312373989,385,,5310883973,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573507,354,1,1,30,11,ahnt9ejgwj58ul8auzdvi3czf,1,67.7,43.9,2024-10-25T17:32:21.480Z,2024-10-25T17:32:23Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310884329,212,17.4,5310884327,141,19.2,5310884325,140,71.9,5310884323,56,Right,5310884331,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573513,355,1,1,30,13,ahnt9ejgwj58ul8auzdvi3czf,1,72.5,15.9,2024-10-25T17:32:23.033Z,2024-10-25T17:32:23Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310884371,213,2.15,5310884365,140,67.4,5310884363,56,Center,5310884367,141,27.9,5310884369,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573523,356,1,1,30,14,ahnt9ejgwj58ul8auzdvi3czf,1,68.6,24.6,2024-10-25T17:32:23.753Z,2024-10-25T17:32:24Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310884433,213,5.07,5310884429,212,8.8,5310884419,56,Right,5310884425,141,12.5,5310884421,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573535,357,1,1,30,14,ahnt9ejgwj58ul8auzdvi3czf,1,71.6,11.7,2024-10-25T17:32:24.441Z,2024-10-25T17:32:25Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310884489,56,Right,5310884497,213,2.16,5310884491,140,67.7,5310884493,141,20.7,5310884495,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573565,358,1,1,30,15,ahnt9ejgwj58ul8auzdvi3czf,1,68.4,16.7,2024-10-25T17:32:25.433Z,2024-10-25T17:32:28Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310884659,212,7.2,5310884661,213,5.27,5310884653,56,Right,5310884655,140,72.0,5310884657,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573615,359,1,1,30,18,ahnt9ejgwj58ul8auzdvi3czf,1,58.3,11.1,2024-10-25T17:32:28.506Z,2024-10-25T17:32:32Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310884911,56,Center,5310884915,140,55.9,5310884921,213,1.89,5310884919,212,8.2,5310884917,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573637,360,1,1,30,22,ahnt9ejgwj58ul8auzdvi3czf,1,46.2,21.8,2024-10-25T17:32:32.537Z,2024-10-25T17:32:34Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310885067,141,30.1,5310885075,213,0.83,5310885071,212,7.6,5310885063,140,51.1,5310885059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573689,361,1,1,30,24,ahnt9ejgwj58ul8auzdvi3czf,1,51.1,30.1,2024-10-25T17:32:34.345Z,2024-10-25T17:32:40Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310885357,56,Right,5310885359,140,64.9,5310885361,141,7.1,5310885363,212,21.3,5310885365,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573693,362,1,1,30,29,ahnt9ejgwj58ul8auzdvi3czf,1,75.4,12.6,2024-10-25T17:32:39.601Z,2024-10-26T06:53:29Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310885381,56,Right,5310885383,140,72.7,5310885385,141,19.8,5310885389,213,2.10,5310885387,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573709,363,1,1,30,30,ahnt9ejgwj58ul8auzdvi3czf,1,72.4,20.3,2024-10-25T17:32:40.288Z,2024-10-26T06:53:30Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310885461,140,77.7,5310885459,56,Center,5310885463,141,24.9,5310885465,212,6.4,5310885467,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573717,364,1,1,30,31,ahnt9ejgwj58ul8auzdvi3czf,1,77.9,24.7,2024-10-25T17:32:41.601Z,2024-10-26T06:53:31Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310885497,212,9.0,5310885499,213,3.54,5310885491,56,Right,5310885495,141,19.5,5310885493,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573725,365,1,1,30,32,ahnt9ejgwj58ul8auzdvi3czf,0,69.8,19.5,2024-10-25T17:32:41.701Z,2024-10-26T06:53:33Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310885551,56,Right,5310885555,140,73.0,5310885557,141,18.0,5310885563,213,5.99,5310885561,212,3.5,5310885583,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573715,225,8,1,30,33,36g6ifzjliec1jqnbtf7yesme,1,24.1,78.6,2024-10-25T17:32:42.702Z,2024-10-26T06:53:43Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5312376167,383,,5310885483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573719,226,1,1,30,34,36g6ifzjliec1jqnbtf7yesme,1,24.1,78.3,2024-10-25T17:32:44.310Z,2024-10-26T06:53:40Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5310885517,56,Back,5310885521,141,71.6,5310885519,140,26.5,5310885525,213,5.22,5310885523,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573737,228,1,1,30,35,36g6ifzjliec1jqnbtf7yesme,1,28.4,74.1,2024-10-25T17:32:45.175Z,2024-10-26T06:53:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310885637,141,95.4,5310885641,213,1.66,5310885639,212,14.5,5310885633,56,Back,5310885635,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573777,229,1,1,30,36,36g6ifzjliec1jqnbtf7yesme,1,27.1,95.4,2024-10-25T17:32:45.854Z,2024-10-25T17:32:51Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5310885929,140,50.6,5310885931,141,89.0,5310885927,56,Left,5310885935,213,6.11,5310885933,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573803,230,1,1,30,41,36g6ifzjliec1jqnbtf7yesme,1,71.1,76.6,2024-10-25T17:32:51.358Z,2024-10-25T17:32:54Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310886071,56,Center,5310886075,141,57.9,5310886073,140,71.1,5310886079,213,4.71,5310886077,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573845,231,1,1,30,44,36g6ifzjliec1jqnbtf7yesme,1,73.0,56.6,2024-10-25T17:32:54.462Z,2024-10-25T17:32:58Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5310886289,56,Right,5310886295,212,37.5,5310886293,141,17.9,5310886291,140,98.5,5310886297,213,5.51,5310886299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573863,232,1,1,30,48,36g6ifzjliec1jqnbtf7yesme,0,98.5,17.9,2024-10-25T17:32:58.206Z,2024-10-26T06:54:45Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310886399,212,23.2,5310886397,141,50.8,5310886401,213,1.84,5310886391,155,,5310886393,56,Center,5310886395,140,92.7,5312379173,224,,5312379175,20,,5310886389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573873,366,12,1,30,51,ahnt9ejgwj58ul8auzdvi3czf,1,10.0,44.6,2024-10-25T17:33:00.712Z,2024-10-25T17:33:03Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310886445,213,1.24,5310886443,212,17.6,5310886439,140,15.5,5310886441,141,69.0,5310886467,15,,5310886437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573893,233,1,1,30,53,36g6ifzjliec1jqnbtf7yesme,1,84.7,27.2,2024-10-25T17:33:03.182Z,2024-10-25T17:33:04Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310886559,212,9.3,5310886561,213,2.28,5310886557,141,37.6,5310886553,56,Center,5310886555,140,78.9,5310886551,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573911,234,1,1,30,54,36g6ifzjliec1jqnbtf7yesme,0,78.9,37.6,2024-10-25T17:33:04.270Z,2024-10-25T17:33:05Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310886659,155,,5310886661,56,Center,5310886669,213,0.97,5310886663,140,85.2,5310886665,141,51.8,5310886667,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573933,367,12,1,30,56,ahnt9ejgwj58ul8auzdvi3czf,1,13.8,49.3,2024-10-25T17:33:06.073Z,2024-10-25T17:33:08Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310886771,56,Back,5310886787,15,,5310886779,213,0.34,5310886775,141,57.9,5310886773,140,29.4,5310886777,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573943,368,1,1,30,57,ahnt9ejgwj58ul8auzdvi3czf,0,30.6,59.1,2024-10-25T17:33:06.777Z,2024-10-25T17:33:11Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310886847,140,35.1,5310886853,213,5.74,5310886843,3,,5310886845,56,Back,5310886851,212,5.5,5310886849,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738573967,235,1,1,30,58,36g6ifzjliec1jqnbtf7yesme,1,71.4,52.7,2024-10-25T17:33:08.014Z,2024-10-25T17:33:12Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5310887025,56,Center,5310887033,213,4.15,5310887031,212,11.0,5310887029,141,39.1,5310887027,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738574039,236,1,1,31,2,36g6ifzjliec1jqnbtf7yesme,1,65.4,27.0,2024-10-25T17:33:12.398Z,2024-10-25T17:33:17Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5310887457,213,4.77,5310887449,56,Right,5310887451,140,66.0,5310887455,212,11.6,5310887453,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738848281,1195,83,1,31,4,ahnt9ejgwj58ul8auzdvi3czf,1,31.3,84.1,2024-10-25T17:33:14.176Z,2024-10-26T06:55:22Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5312380591,399,8bi1tlz62rjwyak4pnnzgp562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738574043,237,4,1,31,7,36g6ifzjliec1jqnbtf7yesme,1,69.8,27.8,2024-10-25T17:33:17.582Z,2024-10-25T18:06:45Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5310887491,152,,5310887487,13,,5310887493,265,,5310887495,286,,5310887489,56,Center,5310887551,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
