id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2804415459,267,1,1,27,33,ahnt9ejgwj58ul8auzdvi3czf,1,64.1,63.1,2025-04-21T12:28:31.995Z,2025-04-21T12:28:33Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670002213,212,8.2,5670002209,140,61.5,5670002211,141,74.5,5670002215,213,1.91,5670002207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415481,268,1,1,27,35,ahnt9ejgwj58ul8auzdvi3czf,1,61.5,74.5,2025-04-21T12:28:33.498Z,2025-04-21T12:28:35Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670002293,141,91.8,5670002289,56,Left,5670002297,213,1.29,5670002291,140,64.7,5670002295,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415517,269,1,1,27,37,ahnt9ejgwj58ul8auzdvi3czf,1,64.7,91.8,2025-04-21T12:28:35.178Z,2025-04-21T12:28:39Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670002475,212,14.0,5670002469,56,Center,5670002477,213,4.23,5670002471,140,58.5,5670002473,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415529,270,1,1,27,41,ahnt9ejgwj58ul8auzdvi3czf,1,61.7,64.9,2025-04-21T12:28:39.739Z,2025-04-21T12:28:41Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670002527,140,68.8,5670002531,212,10.3,5670002525,56,Center,5670002533,213,5.52,5670002529,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415549,271,1,1,27,43,ahnt9ejgwj58ul8auzdvi3czf,1,68.8,54.5,2025-04-21T12:28:41.531Z,2025-04-21T17:20:53Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670002603,212,11.0,5670002597,56,Center,5670002601,141,66.0,5670002605,213,2.35,5671348331,156,,5670002599,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415567,272,1,1,27,44,ahnt9ejgwj58ul8auzdvi3czf,1,61.9,66.0,2025-04-21T12:28:43.035Z,2025-04-21T12:28:45Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670002695,213,0.02,5670002687,56,Center,5670002693,212,11.0,5670002689,140,72.4,5670002691,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415593,273,1,1,27,46,ahnt9ejgwj58ul8auzdvi3czf,1,69.7,68.5,2025-04-21T12:28:44.971Z,2025-04-21T12:28:50Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670002831,212,13.8,5670002827,140,73.0,5670002829,141,88.1,5670002833,213,1.32,5670002825,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415601,274,1,1,27,52,ahnt9ejgwj58ul8auzdvi3czf,1,69.7,72.7,2025-04-21T12:28:50.523Z,2025-04-21T12:28:51Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670002867,56,Center,5670002875,213,2.79,5670002869,140,58.8,5670002871,141,78.8,5670002873,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415607,275,1,1,27,52,ahnt9ejgwj58ul8auzdvi3czf,1,58.8,78.8,2025-04-21T12:28:51.115Z,2025-04-21T12:28:53Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670002917,212,18.1,5670002911,56,Left,5670002919,213,0.39,5670002913,140,74.7,5670002915,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415627,276,1,1,27,55,ahnt9ejgwj58ul8auzdvi3czf,1,74.7,88.9,2025-04-21T12:28:53.306Z,2025-04-21T12:28:56Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5670003039,141,62.1,5670003035,56,Center,5670003043,213,5.10,5670003041,212,19.7,5670003037,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415629,277,61,1,27,58,ahnt9ejgwj58ul8auzdvi3czf,0,81.9,62.1,2025-04-21T12:28:56.395Z,2025-04-21T12:28:56Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670003047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415637,225,52,1,27,59,c165yjiny1qnmfdvefxvflnkc,1,1.8,38.8,2025-04-21T12:28:57.686Z,2025-04-21T17:21:07Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5671348883,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415719,226,1,1,28,16,c165yjiny1qnmfdvefxvflnkc,1,4.9,48.7,2025-04-21T12:29:14.437Z,2025-04-21T12:29:16Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5670003593,56,Back,5670003601,213,0.61,5670003591,199,,5670003597,141,86.8,5670003603,1,,5670003599,212,45.5,5670003595,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415731,227,1,1,28,18,c165yjiny1qnmfdvefxvflnkc,1,37.8,83.3,2025-04-21T12:29:16.246Z,2025-04-21T12:29:18Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5670003675,212,19.8,5670003673,141,57.5,5670003669,56,Back,5670003677,213,4.23,5670003671,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415737,228,1,1,28,19,c165yjiny1qnmfdvefxvflnkc,1,28.9,57.3,2025-04-21T12:29:17.926Z,2025-04-21T12:29:19Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670003737,212,33.8,5670003741,1,,5670003731,56,Back,5670003733,140,33.3,5670003739,213,4.85,5670003735,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415761,229,1,1,28,21,c165yjiny1qnmfdvefxvflnkc,1,32.7,7.4,2025-04-21T12:29:19.637Z,2025-04-21T12:29:24Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5670003895,140,25.4,5670003899,212,15.6,5670003893,56,Back,5670003901,213,2.08,5670003897,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415779,230,1,1,28,26,c165yjiny1qnmfdvefxvflnkc,1,31.5,30.1,2025-04-21T12:29:24.245Z,2025-04-21T12:29:26Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670003985,140,41.8,5670003991,213,5.24,5670003989,212,21.3,5670003983,56,Back,5670003987,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415793,231,1,1,28,28,c165yjiny1qnmfdvefxvflnkc,1,38.3,7.4,2025-04-21T12:29:26.485Z,2025-04-21T12:29:28Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5670004063,213,1.18,5670004057,140,43.0,5670004055,56,Back,5670004059,141,24.9,5670004061,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415801,232,1,1,28,30,c165yjiny1qnmfdvefxvflnkc,1,43.0,24.9,2025-04-21T12:29:28.181Z,2025-04-21T17:21:26Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670004107,56,Right,5670004115,213,5.97,5670004111,141,13.4,5670004113,212,25.3,5670004109,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415805,233,1,1,28,33,c165yjiny1qnmfdvefxvflnkc,0,67.9,12.8,2025-04-21T12:29:31.750Z,2025-04-21T17:21:35Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5670004135,56,Center,5670004139,141,22.4,5671350109,155,,5670004143,213,0.42,5670004141,212,16.0,5670004137,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415817,279,1,1,28,36,ahnt9ejgwj58ul8auzdvi3czf,1,12.2,80.9,2025-04-21T12:29:34.186Z,2025-04-21T12:29:35Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670004193,56,Back,5670004197,141,64.6,5670004195,140,4.1,5670004199,212,14.0,5670004201,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415831,280,1,1,28,37,ahnt9ejgwj58ul8auzdvi3czf,1,4.1,64.6,2025-04-21T12:29:35.450Z,2025-04-21T12:29:38Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670004267,141,84.4,5670004263,56,Back,5670004271,213,1.55,5670004269,212,13.5,5670004265,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415851,281,1,1,28,39,ahnt9ejgwj58ul8auzdvi3czf,1,6.1,84.2,2025-04-21T12:29:38.122Z,2025-04-21T12:29:41Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670004355,213,6.25,5670004347,56,Back,5670004345,155,,5670004353,212,39.1,5670004349,140,43.3,5670004351,141,82.3,5670004357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415893,282,1,1,28,42,ahnt9ejgwj58ul8auzdvi3czf,1,43.3,82.3,2025-04-21T12:29:41.114Z,2025-04-21T12:29:47Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670004605,141,69.1,5670004613,213,5.57,5670004609,212,13.7,5670004601,56,Center,5670004603,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415885,234,83,1,28,48,c165yjiny1qnmfdvefxvflnkc,0,24.2,32.2,2025-04-21T12:29:46.421Z,2025-04-21T12:29:51Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670004721,399,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415901,283,1,1,28,49,ahnt9ejgwj58ul8auzdvi3czf,0,77.9,68.4,2025-04-21T12:29:47.579Z,2025-04-21T12:29:48Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670004647,213,5.06,5670004641,140,83.0,5670004645,212,15.8,5670004639,56,Center,5670004643,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415923,235,12,1,28,52,c165yjiny1qnmfdvefxvflnkc,1,18.5,54.0,2025-04-21T12:29:50.149Z,2025-04-21T12:29:51Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670004745,212,26.3,5670004743,141,79.1,5670004739,56,Back,5670004741,140,37.6,5670004747,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415943,237,61,1,28,56,c165yjiny1qnmfdvefxvflnkc,1,35.0,72.9,2025-04-21T12:29:54.501Z,2025-04-21T12:50:31Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670004843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415957,284,43,1,28,56,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-21T12:29:54.922Z,2025-04-21T12:56:22Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5670070767,286,0,5670071951,144,7,5670004907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415975,238,1,1,28,59,c165yjiny1qnmfdvefxvflnkc,1,20.5,69.9,2025-04-21T12:29:57.574Z,2025-04-21T12:29:59Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670005017,213,3.87,5670005011,140,5.7,5670005009,56,Back,5670005013,141,49.6,5670005015,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804415991,239,1,1,29,1,c165yjiny1qnmfdvefxvflnkc,1,6.4,48.5,2025-04-21T12:29:59.141Z,2025-04-21T17:22:13Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5670005117,140,17.7,5670005121,212,31.6,5670005119,141,5.4,5670005115,56,Back,5670005123,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416025,240,1,1,29,5,c165yjiny1qnmfdvefxvflnkc,1,23.7,10.3,2025-04-21T12:30:03.829Z,2025-04-21T12:30:07Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5670005309,213,6.20,5670005305,212,21.0,5670005297,140,43.6,5670005293,56,Back,5670005301,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416059,241,1,1,29,9,c165yjiny1qnmfdvefxvflnkc,1,56.3,20.4,2025-04-21T12:30:07.605Z,2025-04-21T12:30:12Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5670005495,213,1.65,5670005487,56,Center,5670005489,140,55.6,5670005491,141,33.9,5670005493,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416071,242,1,1,29,14,c165yjiny1qnmfdvefxvflnkc,1,64.9,45.2,2025-04-21T12:30:12.149Z,2025-04-21T12:30:13Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670005567,56,Center,5670005575,213,0.24,5670005569,140,73.0,5670005571,141,48.2,5670005573,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416073,243,1,1,29,15,c165yjiny1qnmfdvefxvflnkc,1,74.5,47.9,2025-04-21T12:30:13.733Z,2025-04-21T12:30:14Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5670005593,212,4.9,5670005603,156,,5670005589,140,72.1,5670005591,141,41.8,5670005595,213,4.17,5670005587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416095,244,4,1,29,18,c165yjiny1qnmfdvefxvflnkc,1,70.0,38.2,2025-04-21T12:30:16.325Z,2025-04-21T17:22:38Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670005699,13,,5670005707,286,,5670005701,56,Center,5671352611,295,,5670005703,152,,5670005735,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416097,285,4,1,29,18,ahnt9ejgwj58ul8auzdvi3czf,0,30.0,61.8,2025-04-21T12:30:16.326Z,2025-04-21T17:22:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5671352337,295,,5670005713,13,,5670005717,152,,5670005723,285,,5670005743,233,244,5670005715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416435,245,13,1,30,7,c165yjiny1qnmfdvefxvflnkc,1,72.8,38.9,2025-04-21T12:31:05.685Z,2025-04-21T17:22:57Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5670008033,230,99.1,5670007805,72,,5671353457,121,,5670008027,102,47.4,5670008031,458,,5670007559,18,,5670007561,56,Center,5670008021,85,,5670008029,103,58.3,5670008035,231,50.4,5670007557,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416471,246,5,1,30,8,c165yjiny1qnmfdvefxvflnkc,0,101.2,49.1,2025-04-21T12:31:06.346Z,2025-04-21T12:55:41Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5670007791,56,Center,5670008147,233,286,5670007793,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416527,286,5,1,30,8,ahnt9ejgwj58ul8auzdvi3czf,1,-1.2,50.9,2025-04-21T12:31:06.346Z,2025-04-21T12:55:41Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670008087,346,,5670008113,233,246,5670008085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416581,287,1,1,30,24,ahnt9ejgwj58ul8auzdvi3czf,1,2.5,49.9,2025-04-21T12:31:22.842Z,2025-04-21T12:31:35Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670008413,140,42.6,5670008409,124,,5670008417,212,42.1,5670008411,56,Back,5670008747,189,,5670008419,213,6.24,5670008415,141,47.2,5670008423,74,,5670008421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416589,288,4,1,30,30,ahnt9ejgwj58ul8auzdvi3czf,1,39.6,42.1,2025-04-21T12:31:28.164Z,2025-04-21T12:43:38Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670008499,233,247,5670008495,265,,5670008489,13,,5670008491,56,Back,5670008497,286,,5670008493,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416585,247,4,1,30,30,c165yjiny1qnmfdvefxvflnkc,0,60.4,57.9,2025-04-21T12:31:28.165Z,2025-04-21T12:49:34Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670008475,152,,5670008473,56,Center,5670008479,285,,5670008523,233,288,5670008961,189,,5670008471,13,,5670008477,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416679,289,1,1,30,41,ahnt9ejgwj58ul8auzdvi3czf,1,39.0,48.4,2025-04-21T12:31:39.451Z,2025-04-21T17:23:15Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670008949,140,54.5,5670008945,152,,5670008953,212,17.2,5670008951,141,40.4,5670008943,5,,5670008955,213,5.96,5671354101,189,,5670008947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416681,290,1,1,30,42,ahnt9ejgwj58ul8auzdvi3czf,0,54.5,40.4,2025-04-21T12:31:40.778Z,2025-04-21T12:31:41Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670008967,56,Center,5670008973,212,31.3,5670008975,213,0.81,5670008971,141,73.9,5670008969,140,75.0,5670008965,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416711,248,1,1,30,44,c165yjiny1qnmfdvefxvflnkc,1,26.4,26.2,2025-04-21T12:31:43.107Z,2025-04-21T12:32:32Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5670009101,213,0.21,5670009091,3,,5670009097,141,31.8,5670009095,140,43.7,5670009099,212,18.6,5670009093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416747,249,1,1,30,46,c165yjiny1qnmfdvefxvflnkc,1,43.7,31.8,2025-04-21T12:31:44.580Z,2025-04-21T12:32:52Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5670009295,212,11.4,5670009293,141,48.5,5670009289,56,Back,5670009297,213,1.60,5670009291,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417099,256,1,1,30,46,c165yjiny1qnmfdvefxvflnkc,0,43.8,45.8,2025-04-21T12:31:45.129Z,2025-04-21T17:23:52Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670011507,56,Back,5670011511,141,47.6,5671355627,155,,5670011515,213,0.63,5670011513,212,2.1,5670011509,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416713,291,61,1,30,46,ahnt9ejgwj58ul8auzdvi3czf,1,52.5,47.0,2025-04-21T12:31:45.130Z,2025-04-21T17:23:50Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670009119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416749,250,4,1,30,48,c165yjiny1qnmfdvefxvflnkc,1,43.6,45.8,2025-04-21T12:31:46.361Z,2025-04-21T13:01:05Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670009343,56,Back,5670009355,286,,5670009341,13,,5670079605,294,,5670009427,233,292,5670009349,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416731,292,4,1,30,48,ahnt9ejgwj58ul8auzdvi3czf,0,56.4,54.2,2025-04-21T12:31:46.362Z,2025-04-21T12:43:39Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5670009407,294,,5670009447,233,250,5670009219,56,Center,5670009411,285,,5670009409,152,,5670009405,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416831,251,1,1,31,0,c165yjiny1qnmfdvefxvflnkc,1,45.0,51.9,2025-04-21T12:31:59.092Z,2025-04-21T12:32:02Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670009803,140,45.4,5670009797,5,,5670009807,212,24.6,5670009801,56,Back,5670009805,141,88.1,5670009809,213,1.55,5670009799,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416839,252,1,1,31,4,c165yjiny1qnmfdvefxvflnkc,1,47.1,86.8,2025-04-21T12:32:02.404Z,2025-04-21T12:32:05Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5670009865,141,65.5,5670009869,213,4.44,5670009867,212,15.1,5670009861,56,Back,5670009863,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416849,253,1,1,31,6,c165yjiny1qnmfdvefxvflnkc,1,43.6,64.5,2025-04-21T12:32:04.947Z,2025-04-21T12:32:07Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670009961,213,4.18,5670009953,56,Back,5670009957,141,36.4,5670009959,212,22.2,5670009955,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416879,254,1,1,31,8,c165yjiny1qnmfdvefxvflnkc,1,32.7,33.6,2025-04-21T12:32:07.107Z,2025-04-21T12:32:11Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670010129,140,55.4,5670010135,213,5.59,5670010133,212,30.9,5670010131,141,4.7,5670010127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416903,255,1,1,31,13,c165yjiny1qnmfdvefxvflnkc,0,55.5,4.7,2025-04-21T12:32:11.219Z,2025-04-21T17:24:14Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5670010273,56,Center,5670010277,141,27.6,5670010271,155,,5670010275,140,87.0,5670010281,213,0.44,5670010279,212,36.6,5670010283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416907,293,52,1,31,16,ahnt9ejgwj58ul8auzdvi3czf,1,12.3,71.5,2025-04-21T12:32:14.154Z,2025-04-21T17:27:17Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5671357021,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416943,294,1,1,31,17,ahnt9ejgwj58ul8auzdvi3czf,1,12.3,71.5,2025-04-21T12:32:15.850Z,2025-04-21T12:32:22Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670010511,213,6.17,5670010505,140,28.1,5670010509,212,16.7,5670010501,123,,5670010507,141,68.7,5670010503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416957,295,1,1,31,24,ahnt9ejgwj58ul8auzdvi3czf,1,38.0,65.2,2025-04-21T12:32:22.154Z,2025-04-21T12:32:24Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670010623,212,14.1,5670010619,140,39.6,5670010621,141,44.6,5670010625,213,4.83,5670010617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416973,296,1,1,31,26,ahnt9ejgwj58ul8auzdvi3czf,1,40.9,43.7,2025-04-21T12:32:24.682Z,2025-04-21T12:32:27Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670010709,56,Right,5670010713,141,3.5,5670010711,140,58.8,5670010717,213,5.31,5670010719,1,,5670010715,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416987,297,1,1,31,28,ahnt9ejgwj58ul8auzdvi3czf,1,57.4,7.9,2025-04-21T12:32:27.131Z,2025-04-21T12:32:29Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670010811,212,20.2,5670010805,56,Back,5670010813,213,2.87,5670010809,141,15.8,5670010807,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804416995,298,1,1,31,31,ahnt9ejgwj58ul8auzdvi3czf,1,39.3,20.6,2025-04-21T12:32:29.626Z,2025-04-21T12:32:30Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670010855,212,9.9,5670010849,56,Back,5670010853,141,32.2,5670010857,213,0.92,5670010851,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804417011,299,1,1,31,32,ahnt9ejgwj58ul8auzdvi3czf,1,45.0,32.2,2025-04-21T12:32:30.714Z,2025-04-21T17:27:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5671365245,156,,5670010955,212,12.9,5670010951,140,36.7,5670010957,213,3.97,5670010953,141,18.2,5670010949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
