id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2746829757,130,1,1,16,6,36g6ifzjliec1jqnbtf7yesme,1,54.4,65.6,2024-11-10T13:17:15.809Z,2024-11-10T17:59:00Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355817273,141,45.6,5355817277,213,4.04,5355817269,56,Back,5355817275,212,17.4,5355817271,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829819,131,1,1,16,8,36g6ifzjliec1jqnbtf7yesme,1,45.3,46.8,2024-11-10T13:17:17.840Z,2024-11-10T17:59:03Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5355817615,140,42.0,5355817625,213,1.82,5355817611,56,Back,5355817619,141,66.9,5355817623,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829859,132,1,1,16,12,36g6ifzjliec1jqnbtf7yesme,1,41.1,80.0,2024-11-10T13:17:21.616Z,2024-11-10T13:17:24Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355817909,140,57.2,5355817917,212,18.7,5355817919,213,0.44,5355817913,141,91.8,5355817907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829891,133,1,1,16,14,36g6ifzjliec1jqnbtf7yesme,0,57.2,91.8,2024-11-10T13:17:23.872Z,2024-11-10T13:17:27Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355818113,141,100.0,5355818109,56,Left,5355818111,140,83.2,5355818115,212,28.0,5355818117,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829897,134,5,1,16,17,36g6ifzjliec1jqnbtf7yesme,0,81.8,101.6,2024-11-10T13:17:27.061Z,2024-11-10T13:17:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355818147,347,,5355818145,56,Left,5355818429,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829935,179,5,1,16,17,anga7587r1zv4ey71ge9zxol3,1,18.2,-1.6,2024-11-10T13:17:27.061Z,2024-11-10T14:03:17Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355818401,233,134,5355818377,347,,5355818375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830295,180,1,1,16,43,anga7587r1zv4ey71ge9zxol3,0,19.2,0.0,2024-11-10T13:17:52.956Z,2024-11-10T18:21:14Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355820483,213,0.32,5355820473,107,,5355820479,141,7.0,5355820477,140,35.3,5355820475,56,Back,5355820481,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830357,135,1,1,16,48,36g6ifzjliec1jqnbtf7yesme,0,62.3,93.2,2024-11-10T13:17:57.217Z,2024-11-10T18:21:20Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355820793,1,,5355820775,157,,5355820785,140,90.9,5355820787,141,87.9,5355820781,56,Left,5355820789,212,30.2,5355820791,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830345,181,1,1,16,48,anga7587r1zv4ey71ge9zxol3,0,10.5,9.6,2024-11-10T13:17:57.228Z,2024-11-10T18:21:24Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355820709,3,,5355820715,141,10.3,5355820711,56,Back,5355820723,213,0.06,5355820719,212,8.3,5355820713,140,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830429,136,1,1,16,51,36g6ifzjliec1jqnbtf7yesme,1,85.0,83.5,2024-11-10T13:18:00.416Z,2024-11-10T18:21:30Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5355821199,212,15.0,5355821193,56,Center,5355821201,213,5.09,5357928349,155,,5355821197,141,63.0,5355821195,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830443,137,1,1,16,53,36g6ifzjliec1jqnbtf7yesme,0,90.2,63.0,2024-11-10T13:18:02.768Z,2024-11-10T13:18:44Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5355821265,213,4.55,5355821261,141,47.6,5355821255,3,,5355821257,56,Center,5355821263,212,10.6,5355821259,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830469,182,52,1,16,55,anga7587r1zv4ey71ge9zxol3,1,11.0,52.1,2024-11-10T13:18:04.893Z,2024-11-10T18:21:42Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5357929261,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830705,184,1,1,17,8,anga7587r1zv4ey71ge9zxol3,1,11.5,46.4,2024-11-10T13:18:17.564Z,2024-11-10T18:21:53Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5355822671,212,28.7,5355822665,56,Back,5355822667,140,17.9,5355822669,141,5.4,5355822673,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830765,185,1,1,17,9,anga7587r1zv4ey71ge9zxol3,1,20.1,4.9,2024-11-10T13:18:19.004Z,2024-11-10T18:22:00Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355823035,140,37.3,5355823037,141,11.3,5355823033,56,Back,5355823041,213,0.24,5355823039,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747218579,747,83,1,17,14,36g6ifzjliec1jqnbtf7yesme,1,63.1,83.0,2024-11-10T13:18:23.921Z,2024-11-10T18:22:19Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5357931447,399,bpw4cd5vmghjhelb3uxupmqjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830781,186,1,1,17,15,anga7587r1zv4ey71ge9zxol3,1,31.8,22.5,2024-11-10T13:18:24.588Z,2024-11-10T18:22:24Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355823129,140,20.4,5355823135,212,13.1,5355823137,213,2.72,5355823125,56,Back,5355823133,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830817,187,1,1,17,16,anga7587r1zv4ey71ge9zxol3,1,19.2,29.3,2024-11-10T13:18:26.108Z,2024-11-10T18:22:29Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355823337,56,Back,5355823343,212,23.5,5355823339,140,8.3,5355823345,213,2.08,5355823341,141,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830903,188,1,1,17,19,anga7587r1zv4ey71ge9zxol3,1,8.7,59.3,2024-11-10T13:18:28.252Z,2024-11-10T18:23:01Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5355823805,56,Back,5355823813,212,21.6,5355823811,141,85.4,5355823815,213,0.96,5355823809,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830841,138,43,1,17,20,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-10T13:18:29.449Z,2024-11-10T18:22:58Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5355823449,56,Center,5357934789,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830947,189,1,1,17,24,anga7587r1zv4ey71ge9zxol3,1,17.9,84.8,2024-11-10T13:18:33.499Z,2024-11-10T13:18:36Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355824093,141,64.9,5355824091,140,32.6,5355824097,213,5.56,5355824095,212,20.5,5355824089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831011,190,1,1,17,27,anga7587r1zv4ey71ge9zxol3,1,22.4,69.1,2024-11-10T13:18:36.188Z,2024-11-10T13:18:39Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355824419,212,12.6,5355824413,56,Back,5355824421,213,5.44,5355824417,141,55.2,5355824415,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831039,191,1,1,17,29,anga7587r1zv4ey71ge9zxol3,1,28.4,54.8,2024-11-10T13:18:39.132Z,2024-11-10T13:18:41Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5355824559,213,3.77,5355824553,140,10.3,5355824557,212,23.6,5355824555,141,34.3,5355824551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831113,192,1,1,17,31,anga7587r1zv4ey71ge9zxol3,1,5.4,32.7,2024-11-10T13:18:40.940Z,2024-11-10T13:18:46Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355824945,213,5.41,5355824939,141,9.1,5355824943,212,20.9,5355824937,140,18.2,5355824935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831153,193,1,1,17,36,anga7587r1zv4ey71ge9zxol3,1,29.3,4.5,2024-11-10T13:18:46.092Z,2024-11-10T18:23:16Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355825105,56,Back,5355825107,140,41.7,5355825115,212,22.5,5355825117,213,0.95,5355825111,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831179,194,1,1,17,38,anga7587r1zv4ey71ge9zxol3,1,40.4,38.2,2024-11-10T13:18:47.371Z,2024-11-10T13:18:49Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355825263,212,19.4,5355825259,140,41.3,5355825265,213,4.76,5355825261,141,9.7,5355825257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831227,195,1,1,17,40,anga7587r1zv4ey71ge9zxol3,1,53.4,9.0,2024-11-10T13:18:49.676Z,2024-11-10T18:23:23Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355825543,212,19.3,5355825537,56,Center,5355825541,141,37.4,5355825545,213,1.59,5355825539,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831277,196,1,1,17,43,anga7587r1zv4ey71ge9zxol3,1,54.6,38.3,2024-11-10T13:18:52.956Z,2024-11-10T18:23:32Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355825757,155,,5355825769,213,0.91,5355825763,140,82.3,5355825765,141,93.4,5355825767,212,47.4,5355825761,56,Left,5355825771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831323,197,1,1,17,47,anga7587r1zv4ey71ge9zxol3,1,78.9,89.0,2024-11-10T13:18:57.179Z,2024-11-10T13:19:01Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355826061,140,64.4,5355826067,213,3.21,5355826065,212,15.3,5355826063,141,87.5,5355826059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831331,139,45,1,17,51,36g6ifzjliec1jqnbtf7yesme,0,20.2,13.2,2024-11-10T13:19:01.084Z,2024-11-10T15:06:07Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5355826107,56,Back,5355826315,233,198,5355826109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831373,198,3,1,17,51,anga7587r1zv4ey71ge9zxol3,1,79.8,86.8,2024-11-10T13:19:01.084Z,2024-11-10T18:23:38Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355826257,56,Left,5355826289,233,139,5357938047,465,,5355826259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831413,199,1,1,17,54,anga7587r1zv4ey71ge9zxol3,1,90.9,82.6,2024-11-10T13:19:03.500Z,2024-11-10T18:23:44Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355826419,213,4.00,5355826413,140,84.0,5355826415,141,70.3,5355826417,212,11.1,5355826411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831417,200,3,1,17,56,anga7587r1zv4ey71ge9zxol3,0,85.2,69.4,2024-11-10T13:19:05.980Z,2024-11-10T18:23:47Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355826449,286,,5355826589,233,140,5357938921,465,,5355826447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831437,140,7,1,17,56,36g6ifzjliec1jqnbtf7yesme,0,14.8,30.6,2024-11-10T13:19:05.981Z,2024-11-10T18:23:50Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5357939243,385,,5355826567,233,200,5355826519,56,Back,5355826521,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831525,201,1,1,17,59,anga7587r1zv4ey71ge9zxol3,1,90.0,82.4,2024-11-10T13:19:09.051Z,2024-11-10T13:19:13Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355827033,212,19.4,5355827027,56,Left,5355827031,141,88.9,5355827035,213,2.91,5355827029,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831557,202,1,1,18,4,anga7587r1zv4ey71ge9zxol3,1,69.5,86.5,2024-11-10T13:19:13.372Z,2024-11-10T13:19:15Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355827161,140,87.0,5355827165,212,19.1,5355827167,213,6.02,5355827159,56,Left,5355827163,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831567,203,1,1,18,5,anga7587r1zv4ey71ge9zxol3,1,93.0,75.8,2024-11-10T13:19:15.116Z,2024-11-10T18:24:08Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355827233,213,3.14,5355827227,140,87.2,5355827225,56,Center,5355827231,212,6.1,5355827229,141,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831591,204,1,1,18,7,anga7587r1zv4ey71ge9zxol3,1,91.0,76.3,2024-11-10T13:19:16.252Z,2024-11-10T18:24:12Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355827369,213,3.60,5355827355,140,80.6,5355827353,56,Center,5355827361,141,68.3,5355827365,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831627,205,1,1,18,8,anga7587r1zv4ey71ge9zxol3,1,81.5,69.5,2024-11-10T13:19:17.548Z,2024-11-10T18:24:16Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355827575,141,51.1,5355827577,212,12.5,5355827571,56,Center,5355827579,213,4.70,5355827573,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831633,206,61,1,18,10,anga7587r1zv4ey71ge9zxol3,0,81.6,52.3,2024-11-10T13:19:19.692Z,2024-11-10T18:24:20Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5355827611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832109,141,12,1,18,10,36g6ifzjliec1jqnbtf7yesme,1,15.8,51.7,2024-11-10T13:19:20.065Z,2024-11-10T18:24:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355830119,56,Back,5355830143,15,,5355830123,141,64.4,5355830127,213,0.48,5355830125,212,18.6,5355830121,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831719,207,1,1,18,13,anga7587r1zv4ey71ge9zxol3,1,66.3,36.0,2024-11-10T13:19:22.508Z,2024-11-10T13:19:24Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355828073,141,47.5,5355828071,140,53.2,5355828069,56,Center,5355828077,213,2.62,5355828075,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831771,208,1,1,18,15,anga7587r1zv4ey71ge9zxol3,1,52.7,44.9,2024-11-10T13:19:24.204Z,2024-11-10T13:19:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355828331,141,79.9,5355828329,140,51.6,5355828337,213,1.62,5355828333,212,23.8,5355828327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831815,209,1,1,18,17,anga7587r1zv4ey71ge9zxol3,1,51.5,82.7,2024-11-10T13:19:27.147Z,2024-11-10T13:19:29Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355828533,213,5.62,5355828527,140,68.2,5355828525,56,Center,5355828531,212,22.2,5355828529,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831883,210,1,1,18,20,anga7587r1zv4ey71ge9zxol3,1,66.3,63.3,2024-11-10T13:19:29.820Z,2024-11-10T13:19:33Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355828893,56,Back,5355828899,212,28.7,5355828901,213,3.32,5355828897,141,55.7,5355828895,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831923,211,1,1,18,24,anga7587r1zv4ey71ge9zxol3,1,36.8,56.2,2024-11-10T13:19:33.820Z,2024-11-10T18:24:48Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355829147,140,17.9,5355829151,141,53.2,5355829143,56,Back,5355829155,212,19.9,5355829161,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746831993,212,1,1,18,27,anga7587r1zv4ey71ge9zxol3,1,18.2,54.4,2024-11-10T13:19:36.572Z,2024-11-10T18:24:52Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5355829511,212,21.7,5355829507,140,23.1,5355829505,56,Back,5355829513,213,1.33,5355829509,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832041,213,1,1,18,31,anga7587r1zv4ey71ge9zxol3,1,26.9,81.8,2024-11-10T13:19:40.988Z,2024-11-10T18:24:57Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355829779,213,0.87,5355829773,140,35.6,5355829777,212,14.2,5355829775,141,97.7,5355829771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832049,214,1,1,18,34,anga7587r1zv4ey71ge9zxol3,1,27.6,93.5,2024-11-10T13:19:44.060Z,2024-11-10T13:19:45Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355829807,213,4.53,5355829805,212,17.7,5355829799,56,Back,5355829801,140,24.6,5355829803,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832163,215,1,1,18,35,anga7587r1zv4ey71ge9zxol3,1,32.6,82.0,2024-11-10T13:19:45.116Z,2024-11-10T18:25:20Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5355830389,141,86.5,5355830391,212,16.3,5355830393,213,2.95,5355830385,56,Back,5355830387,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832191,216,1,1,18,41,anga7587r1zv4ey71ge9zxol3,1,22.9,57.0,2024-11-10T13:19:50.668Z,2024-11-10T18:25:27Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355830613,213,4.92,5355830609,141,37.6,5355830611,212,13.5,5355830607,140,25.6,5355830605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832247,217,1,1,18,44,anga7587r1zv4ey71ge9zxol3,1,22.7,41.6,2024-11-10T13:19:53.628Z,2024-11-10T13:19:59Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355830903,212,22.9,5355830899,140,20.7,5355830901,141,75.1,5355830897,56,Back,5355830905,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832307,218,1,1,18,50,anga7587r1zv4ey71ge9zxol3,1,22.4,62.9,2024-11-10T13:19:59.372Z,2024-11-10T13:20:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355831197,213,5.17,5355831195,212,41.5,5355831191,140,39.9,5355831189,56,Back,5355831187,155,,5355831199,1,,5355831193,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832337,219,1,1,18,53,anga7587r1zv4ey71ge9zxol3,1,36.7,5.3,2024-11-10T13:20:02.844Z,2024-11-10T13:20:06Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355831403,140,37.1,5355831409,213,1.55,5355831401,56,Back,5355831405,141,34.9,5355831407,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832365,220,1,1,18,56,anga7587r1zv4ey71ge9zxol3,1,38.4,27.4,2024-11-10T13:20:06.044Z,2024-11-10T13:20:08Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355831569,213,2.82,5355831563,140,21.1,5355831565,141,36.4,5355831567,212,19.2,5355831561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832411,221,1,1,18,59,anga7587r1zv4ey71ge9zxol3,1,20.9,37.4,2024-11-10T13:20:08.764Z,2024-11-10T13:20:11Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5355831819,56,Back,5355831823,141,10.9,5355831821,140,34.9,5355831827,213,5.40,5355831825,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832483,222,1,1,19,2,anga7587r1zv4ey71ge9zxol3,1,42.6,7.6,2024-11-10T13:20:11.852Z,2024-11-10T18:25:39Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355832265,56,Back,5355832267,140,47.0,5355832271,212,8.2,5355832273,213,0.97,5355832269,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832523,223,1,1,19,8,anga7587r1zv4ey71ge9zxol3,1,51.6,51.9,2024-11-10T13:20:17.580Z,2024-11-10T18:25:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355832525,56,Back,5355832533,141,66.0,5355832537,213,2.25,5355832535,212,12.3,5355832531,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832571,224,1,1,19,10,anga7587r1zv4ey71ge9zxol3,1,46.0,66.2,2024-11-10T13:20:19.804Z,2024-11-10T18:25:55Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355832755,212,23.4,5355832749,56,Left,5355832751,140,57.1,5355832759,213,1.05,5355832753,141,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832595,225,1,1,19,13,anga7587r1zv4ey71ge9zxol3,1,58.9,89.7,2024-11-10T13:20:22.396Z,2024-11-10T13:20:25Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355832999,213,3.34,5355832993,140,42.0,5355832997,212,18.1,5355832995,141,84.5,5355832991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832641,226,1,1,19,15,anga7587r1zv4ey71ge9zxol3,1,41.6,78.1,2024-11-10T13:20:24.923Z,2024-11-10T13:20:30Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355833273,1,,5355833263,56,Right,5355833269,212,54.6,5355833261,196,,5355833265,140,66.1,5355833267,141,7.3,5355833259,155,,5355833271,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832695,227,1,1,19,20,anga7587r1zv4ey71ge9zxol3,1,65.0,6.6,2024-11-10T13:20:29.900Z,2024-11-10T18:26:05Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355833611,141,25.4,5355833615,213,1.81,5355833609,140,62.0,5355833607,56,Center,5355833613,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832839,228,1,1,19,25,anga7587r1zv4ey71ge9zxol3,1,61.9,32.8,2024-11-10T13:20:34.637Z,2024-11-10T13:20:44Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5355834305,56,Left,5355834307,140,69.4,5355834313,213,1.34,5355834311,212,34.2,5355834315,1,,5355834303,155,,5355834309,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832875,229,1,1,19,34,anga7587r1zv4ey71ge9zxol3,1,81.1,85.9,2024-11-10T13:20:43.884Z,2024-11-10T13:20:46Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355834515,140,68.0,5355834517,141,85.7,5355834521,213,3.15,5355834519,212,13.8,5355834513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746832939,230,1,1,19,37,anga7587r1zv4ey71ge9zxol3,1,68.4,84.2,2024-11-10T13:20:46.235Z,2024-11-10T13:20:50Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355834731,141,70.8,5355834729,140,53.7,5355834735,213,3.67,5355834733,212,17.9,5355834727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
