id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2713240703,199,12,1,18,18,ahnt9ejgwj58ul8auzdvi3czf,1,8.3,43.9,2024-08-25T12:19:06.137Z,2024-08-25T12:19:08Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5172138467,141,48.2,5172138475,15,,5172138465,140,25.7,5172138469,212,18.5,5172138471,213,0.16,5172138463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240707,159,1,1,18,20,c165yjiny1qnmfdvefxvflnkc,1,77.3,55.4,2024-08-25T12:19:08.249Z,2024-08-25T12:19:09Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5172138499,213,5.74,5172138495,141,51.5,5172138493,140,81.5,5172138497,212,5.1,5172138491,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240725,160,1,1,18,22,c165yjiny1qnmfdvefxvflnkc,1,80.3,50.0,2024-08-25T12:19:09.816Z,2024-08-25T12:19:12Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5172138619,141,27.6,5172138611,56,Center,5172138615,140,72.9,5172138625,212,17.1,5172138627,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240747,161,1,1,18,24,c165yjiny1qnmfdvefxvflnkc,1,72.9,27.1,2024-08-25T12:19:12.136Z,2024-08-25T12:19:14Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172138761,140,78.4,5172138767,212,10.1,5172138759,56,Right,5172138771,213,5.32,5172138765,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240775,162,1,1,18,26,c165yjiny1qnmfdvefxvflnkc,1,78.5,14.9,2024-08-25T12:19:14.552Z,2024-08-25T12:19:17Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5172138897,141,12.3,5172138895,140,63.4,5172138893,56,Right,5172138901,213,3.25,5172138899,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240781,163,1,1,18,29,c165yjiny1qnmfdvefxvflnkc,1,63.8,19.4,2024-08-25T12:19:17.592Z,2024-08-25T12:19:19Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172138929,140,59.8,5172138933,212,13.1,5172138935,213,1.90,5172138927,56,Center,5172138931,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240807,164,1,1,18,31,c165yjiny1qnmfdvefxvflnkc,1,59.8,37.7,2024-08-25T12:19:19.033Z,2024-08-25T12:19:21Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172139041,140,54.5,5172139039,56,Center,5172139047,213,2.04,5172139045,212,12.3,5172139043,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240815,165,1,1,18,33,c165yjiny1qnmfdvefxvflnkc,1,54.5,53.9,2024-08-25T12:19:20.985Z,2024-08-25T12:19:21Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172139081,212,9.7,5172139077,140,56.2,5172139075,56,Center,5172139079,141,67.9,5172139083,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240839,166,1,1,18,34,c165yjiny1qnmfdvefxvflnkc,1,56.2,67.9,2024-08-25T12:19:21.769Z,2024-08-25T12:19:24Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172139223,213,4.36,5172139219,141,54.5,5172139215,56,Center,5172139217,140,53.0,5172139221,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240881,167,1,1,18,36,c165yjiny1qnmfdvefxvflnkc,1,49.8,53.9,2024-08-25T12:19:24.584Z,2024-08-25T12:19:29Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172139407,56,Right,5172139411,141,6.4,5172139413,212,36.3,5172139415,213,5.18,5172139409,140,65.5,5172139417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240899,168,1,1,18,41,c165yjiny1qnmfdvefxvflnkc,1,61.8,14.7,2024-08-25T12:19:29.368Z,2024-08-25T12:19:30Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5172139475,56,Back,5172139479,141,26.1,5172139483,213,2.64,5172139481,212,16.2,5172139477,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240923,169,1,1,18,43,c165yjiny1qnmfdvefxvflnkc,1,48.2,26.1,2024-08-25T12:19:30.777Z,2024-08-25T12:19:34Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172139589,141,47.2,5172139585,56,Back,5172139591,212,16.3,5172139593,213,2.06,5172139587,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240935,170,1,1,18,46,c165yjiny1qnmfdvefxvflnkc,1,44.7,47.8,2024-08-25T12:19:34.009Z,2024-08-25T12:19:36Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172139661,212,22.5,5172139657,140,50.3,5172139659,141,15.9,5172139655,56,Right,5172139663,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240969,171,1,1,18,48,c165yjiny1qnmfdvefxvflnkc,1,53.2,15.3,2024-08-25T12:19:36.633Z,2024-08-25T12:19:40Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172139833,213,6.02,5172139829,141,9.4,5172139825,56,Right,5172139831,212,15.4,5172139827,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240985,172,1,1,18,51,c165yjiny1qnmfdvefxvflnkc,1,67.4,9.4,2024-08-25T12:19:39.496Z,2024-08-25T12:19:41Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5172139899,213,0.20,5172139891,56,Right,5172139895,141,12.5,5172139893,140,77.3,5172139897,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713240995,173,1,1,18,53,c165yjiny1qnmfdvefxvflnkc,1,77.3,12.5,2024-08-25T12:19:41.673Z,2024-08-25T12:19:43Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172139943,140,63.7,5172139945,141,9.2,5172139949,213,3.30,5172139947,212,14.5,5172139941,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241027,174,1,1,18,55,c165yjiny1qnmfdvefxvflnkc,1,63.9,9.1,2024-08-25T12:19:43.448Z,2024-08-25T12:19:47Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5172140131,140,49.8,5172140133,141,33.4,5172140129,56,Back,5172140135,212,22.2,5172140137,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241059,175,1,1,18,59,c165yjiny1qnmfdvefxvflnkc,1,54.1,35.4,2024-08-25T12:19:47.256Z,2024-08-25T12:19:50Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172140323,213,1.33,5172140315,141,72.1,5172140307,56,Center,5172140311,140,60.0,5172140319,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241081,176,1,1,19,2,c165yjiny1qnmfdvefxvflnkc,1,59.1,70.2,2024-08-25T12:19:50.376Z,2024-08-25T12:19:52Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172140421,140,59.9,5172140419,56,Center,5172140427,213,4.88,5172140423,141,62.7,5172140425,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241117,177,1,1,19,5,c165yjiny1qnmfdvefxvflnkc,1,55.8,62.4,2024-08-25T12:19:53.592Z,2024-08-25T12:19:56Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5172140591,140,61.0,5172140589,56,Left,5172140597,213,1.19,5172140595,212,14.6,5172140593,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241125,178,1,1,19,8,c165yjiny1qnmfdvefxvflnkc,1,62.2,85.7,2024-08-25T12:19:55.944Z,2024-08-25T12:19:58Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172140651,212,9.2,5172140647,140,70.1,5172140653,213,0.44,5172140649,141,91.4,5172140645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241171,179,1,1,19,10,c165yjiny1qnmfdvefxvflnkc,1,70.1,90.2,2024-08-25T12:19:57.912Z,2024-08-25T12:20:02Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5172140797,141,62.4,5172140801,213,3.77,5172140803,1,,5172140799,212,32.0,5172140795,140,45.5,5172140793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241203,180,1,1,19,15,c165yjiny1qnmfdvefxvflnkc,1,47.0,58.2,2024-08-25T12:20:02.792Z,2024-08-25T12:20:07Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172140975,213,0.52,5172140973,212,9.2,5172140967,56,Center,5172140971,141,64.9,5172140969,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241221,181,1,1,19,19,c165yjiny1qnmfdvefxvflnkc,1,53.0,55.8,2024-08-25T12:20:07.288Z,2024-08-25T12:20:08Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5172141085,212,22.8,5172141083,141,23.4,5172141087,213,4.98,5172141077,56,Center,5172141081,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241227,182,1,1,19,21,c165yjiny1qnmfdvefxvflnkc,1,58.7,23.4,2024-08-25T12:20:08.712Z,2024-08-25T12:20:09Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5172141107,141,24.6,5172141111,213,3.10,5172141103,56,Back,5172141105,140,41.0,5172141115,156,,5172141109,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241277,183,1,1,19,22,c165yjiny1qnmfdvefxvflnkc,1,40.9,25.3,2024-08-25T12:20:10.472Z,2024-08-25T12:20:15Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172141389,140,33.0,5172141391,141,55.1,5172141393,212,21.9,5172141387,56,Back,5172141395,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241369,184,1,1,19,27,c165yjiny1qnmfdvefxvflnkc,1,32.1,53.4,2024-08-25T12:20:14.888Z,2024-08-25T12:20:25Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172141787,56,Back,5172141793,212,23.1,5172141795,213,3.46,5172141789,140,11.2,5172141791,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241417,185,1,1,19,43,c165yjiny1qnmfdvefxvflnkc,1,12.2,38.8,2024-08-25T12:20:31.048Z,2024-08-25T15:13:33Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5172142087,1,,5172142077,56,Back,5172142085,213,0.65,5172142083,212,34.4,5172142081,141,69.3,5172145089,189,,5172142079,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241449,186,1,1,19,45,c165yjiny1qnmfdvefxvflnkc,1,38.3,69.3,2024-08-25T12:20:32.711Z,2024-08-25T12:20:35Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5172142247,56,Back,5172142251,141,57.0,5172142253,212,11.8,5172142249,140,30.4,5172142255,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241453,187,1,1,19,47,c165yjiny1qnmfdvefxvflnkc,1,30.5,57.0,2024-08-25T12:20:35.064Z,2024-08-25T12:20:36Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172142281,140,39.1,5172142279,56,Back,5172142287,213,5.64,5172142283,141,47.0,5172142285,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241455,188,1,1,19,48,c165yjiny1qnmfdvefxvflnkc,1,39.1,47.0,2024-08-25T12:20:36.072Z,2024-08-25T12:20:37Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172142297,141,35.4,5172142293,56,Back,5172142301,213,3.79,5172142317,156,,5172142295,140,29.2,5172142299,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241491,189,1,1,19,51,c165yjiny1qnmfdvefxvflnkc,1,32.4,34.2,2024-08-25T12:20:38.840Z,2024-08-25T12:20:42Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172142467,56,Back,5172142473,212,24.1,5172142475,213,5.28,5172142469,140,44.8,5172142471,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241511,190,1,1,19,54,c165yjiny1qnmfdvefxvflnkc,1,44.7,4.6,2024-08-25T12:20:42.040Z,2024-08-25T12:20:44Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5172142569,212,16.4,5172142571,213,2.17,5172142567,141,24.6,5172142565,140,35.9,5172142563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241539,191,1,1,19,56,c165yjiny1qnmfdvefxvflnkc,1,38.9,28.2,2024-08-25T12:20:44.391Z,2024-08-25T12:20:46Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172142695,141,48.4,5172142699,213,1.96,5172142693,140,33.5,5172142697,212,14.9,5172142691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241565,192,1,1,19,58,c165yjiny1qnmfdvefxvflnkc,1,35.9,50.6,2024-08-25T12:20:46.360Z,2024-08-25T12:20:48Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172142819,140,36.2,5172142825,213,1.53,5172142823,212,8.0,5172142817,56,Back,5172142821,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241601,193,1,1,20,0,c165yjiny1qnmfdvefxvflnkc,1,40.9,65.4,2024-08-25T12:20:48.583Z,2024-08-25T12:20:51Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172142963,141,94.8,5172142959,56,Back,5172142965,212,21.0,5172142967,213,1.27,5172142961,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241637,194,1,1,20,3,c165yjiny1qnmfdvefxvflnkc,1,46.8,94.8,2024-08-25T12:20:51.495Z,2024-08-25T12:20:55Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5172143171,140,38.4,5172143169,56,Back,5172143177,213,4.19,5172143175,212,17.8,5172143173,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241659,195,1,1,20,7,c165yjiny1qnmfdvefxvflnkc,1,43.5,63.7,2024-08-25T12:20:55.096Z,2024-08-25T12:20:57Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172143291,140,38.8,5172143289,56,Back,5172143295,212,12.1,5172143293,141,47.5,5172143297,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241691,196,1,1,20,9,c165yjiny1qnmfdvefxvflnkc,1,38.9,47.5,2024-08-25T12:20:57.528Z,2024-08-25T12:21:01Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172143455,140,49.5,5172143459,212,27.8,5172143453,56,Back,5172143457,141,10.0,5172143461,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241709,197,1,1,20,13,c165yjiny1qnmfdvefxvflnkc,1,54.4,8.9,2024-08-25T12:21:01.288Z,2024-08-25T12:21:02Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5172143547,212,9.9,5172143541,140,63.8,5172143551,213,6.19,5172143539,56,Right,5172143543,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241741,198,1,1,20,14,c165yjiny1qnmfdvefxvflnkc,1,63.8,7.6,2024-08-25T12:21:02.423Z,2024-08-25T12:21:05Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5172143719,141,15.8,5172143715,56,Right,5172143723,213,1.90,5172143717,140,62.0,5172143721,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241769,199,1,1,20,17,c165yjiny1qnmfdvefxvflnkc,1,57.9,25.5,2024-08-25T12:21:05.063Z,2024-08-25T12:21:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5172143847,141,35.8,5172143851,213,2.04,5172143849,212,7.9,5172143845,140,54.5,5172143843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241813,200,1,1,20,20,c165yjiny1qnmfdvefxvflnkc,0,54.5,35.8,2024-08-25T12:21:07.689Z,2024-08-25T12:21:11Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5172144055,212,56.8,5172144053,141,77.9,5172144049,56,Center,5172144057,213,0.53,5172144059,1,,5172144051,140,100.0,5172144047,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242025,200,5,1,20,23,ahnt9ejgwj58ul8auzdvi3czf,1,-1.2,21.0,2024-08-25T12:21:11.258Z,2024-08-25T15:23:12Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5172144995,56,Back,5172145007,233,201,5172144997,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713241817,201,5,1,20,23,c165yjiny1qnmfdvefxvflnkc,0,101.2,79.0,2024-08-25T12:21:11.258Z,2024-08-25T15:23:11Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5172145033,233,200,5172144067,346,,5172144065,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242059,201,1,1,20,42,ahnt9ejgwj58ul8auzdvi3czf,1,4.7,47.9,2024-08-25T12:21:30.059Z,2024-08-25T12:21:32Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5172145147,213,4.99,5172145151,237,,5172145145,212,8.4,5172145143,141,36.0,5172145137,124,,5172145141,140,6.9,5172145139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242093,202,1,1,20,45,ahnt9ejgwj58ul8auzdvi3czf,1,6.0,31.9,2024-08-25T12:21:32.715Z,2024-08-25T12:21:35Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172145309,140,10.7,5172145315,213,4.99,5172145313,212,18.0,5172145307,56,Back,5172145311,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242115,203,1,1,20,47,ahnt9ejgwj58ul8auzdvi3czf,1,13.5,8.9,2024-08-25T12:21:35.003Z,2024-08-25T12:21:37Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172145407,213,1.93,5172145405,212,12.9,5172145399,56,Back,5172145403,141,26.7,5172145401,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242185,204,1,1,20,49,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,30.1,2024-08-25T12:21:37.131Z,2024-08-25T12:21:44Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172145737,56,Back,5172145743,212,41.4,5172145745,213,1.22,5172145747,1,,5172145739,140,26.4,5172145741,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242249,205,1,1,20,56,ahnt9ejgwj58ul8auzdvi3czf,1,31.9,75.6,2024-08-25T12:21:44.171Z,2024-08-25T12:21:49Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172146037,140,27.2,5172146043,213,4.32,5172146039,141,58.2,5172146035,56,Back,5172146041,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242267,206,1,1,21,1,ahnt9ejgwj58ul8auzdvi3czf,1,30.8,55.7,2024-08-25T12:21:49.355Z,2024-08-25T12:21:51Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172146127,213,0.95,5172146125,212,7.4,5172146123,141,64.5,5172146121,140,34.9,5172146119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242285,207,1,1,21,3,ahnt9ejgwj58ul8auzdvi3czf,1,33.8,63.9,2024-08-25T12:21:50.875Z,2024-08-25T12:21:53Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172146211,141,56.0,5172146207,56,Back,5172146209,140,27.6,5172146215,213,3.83,5172146213,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242301,208,1,1,21,5,ahnt9ejgwj58ul8auzdvi3czf,1,27.6,57.9,2024-08-25T12:21:52.971Z,2024-08-25T12:21:55Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172146297,140,31.9,5172146301,212,15.5,5172146295,56,Back,5172146303,213,1.28,5172146299,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242317,209,1,1,21,7,ahnt9ejgwj58ul8auzdvi3czf,1,33.0,78.8,2024-08-25T12:21:54.891Z,2024-08-25T12:21:56Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172146403,212,10.5,5172146399,140,35.9,5172146405,213,5.01,5172146401,141,64.0,5172146397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242339,210,1,1,21,8,ahnt9ejgwj58ul8auzdvi3czf,1,34.7,65.5,2024-08-25T12:21:56.523Z,2024-08-25T12:21:58Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5172146487,140,29.8,5172146493,213,2.07,5172146491,212,10.8,5172146485,56,Back,5172146489,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242369,211,1,1,21,10,ahnt9ejgwj58ul8auzdvi3czf,1,30.6,78.1,2024-08-25T12:21:58.138Z,2024-08-25T12:22:02Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5172146653,56,Back,5172146655,140,28.9,5172146659,212,28.1,5172146661,213,4.65,5172146657,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242393,212,1,1,21,14,ahnt9ejgwj58ul8auzdvi3czf,1,28.7,37.1,2024-08-25T12:22:01.915Z,2024-08-25T12:22:04Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172146807,140,27.8,5172146811,212,10.1,5172146805,56,Back,5172146813,213,1.66,5172146809,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242419,213,1,1,21,17,ahnt9ejgwj58ul8auzdvi3czf,1,28.8,48.1,2024-08-25T12:22:04.795Z,2024-08-25T12:22:07Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5172146947,140,30.4,5172146951,212,26.8,5172146953,213,4.78,5172146945,56,Back,5172146949,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242473,214,1,1,21,20,ahnt9ejgwj58ul8auzdvi3czf,0,31.3,7.4,2024-08-25T12:22:07.707Z,2024-08-25T12:22:13Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5172147267,213,0.35,5172147257,140,84.5,5172147269,1,,5172147253,155,,5172147263,212,59.4,5172147255,56,Center,5172147259,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242481,202,61,1,21,26,c165yjiny1qnmfdvefxvflnkc,1,14.8,68.8,2024-08-25T12:22:13.874Z,2024-08-25T12:22:14Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5172147315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242501,203,52,1,21,27,c165yjiny1qnmfdvefxvflnkc,1,13.1,66.6,2024-08-25T12:22:15.190Z,2024-08-25T15:24:10Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5172942013,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242691,204,1,1,21,42,c165yjiny1qnmfdvefxvflnkc,1,11.6,56.4,2024-08-25T12:22:30.168Z,2024-08-25T15:24:27Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5172148295,213,0.66,5172148287,56,Back,5172148293,212,30.7,5172148285,123,,5172943249,189,,5172148291,141,84.2,5172148289,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242705,205,1,1,21,45,c165yjiny1qnmfdvefxvflnkc,1,72.6,90.6,2024-08-25T12:22:33.367Z,2024-08-25T12:22:34Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5172148363,141,83.3,5172148359,56,Left,5172148365,212,10.9,5172148367,213,3.62,5172148361,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713242735,206,1,1,21,46,c165yjiny1qnmfdvefxvflnkc,1,60.5,78.4,2024-08-25T12:22:34.615Z,2024-08-25T12:22:37Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5172148535,213,4.01,5172148529,140,48.0,5172148533,212,20.4,5172148525,56,Back,5172148531,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
