id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2743590149,176,4,1,14,57,9qsmopgutr7ut5g6workk8w4i,1,30.3,20.9,2024-11-03T13:15:17.650Z,2024-11-03T13:27:59Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338149743,295,,5338148819,56,Back,5338149741,13,,5338149773,233,140,5338149745,152,,5338149747,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590221,140,4,1,14,57,59as3grjvj19voay31j3yfgni,0,69.7,79.1,2024-11-03T13:15:17.651Z,2024-11-03T13:28:00Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5338149423,286,,5338149417,152,,5338150023,233,176,5338149957,295,,5338149411,13,,5338149413,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590401,177,1,1,15,2,9qsmopgutr7ut5g6workk8w4i,1,37.6,27.0,2024-11-03T13:15:22.642Z,2024-11-03T14:04:02Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338150069,212,12.2,5338150061,152,,5338150063,56,Back,5338150067,141,32.3,5338435531,189,,5338150065,140,26.5,5338150071,213,2.84,5338150059,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743644117,494,1,1,15,4,9qsmopgutr7ut5g6workk8w4i,1,22.1,26.7,2024-11-03T13:15:24.441Z,2024-11-03T14:04:01Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338435409,56,Back,5338435411,140,26.9,5338435413,141,45.7,5338435417,213,1.20,5338435405,189,,5338435415,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590461,178,1,1,15,6,9qsmopgutr7ut5g6workk8w4i,1,28.9,43.3,2024-11-03T13:15:27.409Z,2024-11-03T13:15:29Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5338150337,212,37.8,5338150329,56,Back,5338150339,213,1.39,5338150343,1,,5338150331,140,35.2,5338150333,141,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590637,179,1,1,15,11,9qsmopgutr7ut5g6workk8w4i,1,53.2,98.0,2024-11-03T13:15:32.305Z,2024-11-03T13:15:37Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5338151295,212,5.9,5338151289,140,52.7,5338151293,141,89.4,5338151285,56,Left,5338151299,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590667,180,1,1,15,16,9qsmopgutr7ut5g6workk8w4i,1,49.1,87.2,2024-11-03T13:15:37.154Z,2024-11-03T13:15:38Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338151475,213,4.43,5338151469,140,45.0,5338151471,141,65.2,5338151473,212,15.6,5338151467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590721,181,1,1,15,17,9qsmopgutr7ut5g6workk8w4i,1,45.0,65.2,2024-11-03T13:15:38.434Z,2024-11-03T13:15:41Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5338151737,213,4.15,5338151733,141,43.6,5338151729,56,Back,5338151735,212,17.4,5338151731,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590789,182,1,1,15,21,9qsmopgutr7ut5g6workk8w4i,1,39.1,27.0,2024-11-03T13:15:41.651Z,2024-11-03T13:15:43Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338151957,141,3.1,5338151961,213,5.53,5338151953,140,55.5,5338151959,212,23.7,5338151949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590829,183,1,1,15,23,9qsmopgutr7ut5g6workk8w4i,1,55.5,3.1,2024-11-03T13:15:43.826Z,2024-11-03T13:15:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338152223,56,Center,5338152237,212,22.3,5338152241,213,0.95,5338152229,140,67.9,5338152233,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590845,184,1,1,15,26,9qsmopgutr7ut5g6workk8w4i,1,67.9,29.7,2024-11-03T13:15:46.562Z,2024-11-03T13:16:28Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5338152297,140,60.7,5338152295,56,Center,5338152299,141,23.0,5338152303,213,3.68,5338152301,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590851,185,1,1,15,26,9qsmopgutr7ut5g6workk8w4i,0,60.7,23.0,2024-11-03T13:15:47.298Z,2024-11-03T13:15:47Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338152323,56,Center,5338152325,140,61.8,5338152329,212,7.4,5338152327,141,33.7,5338152331,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743590903,141,61,1,15,29,59as3grjvj19voay31j3yfgni,1,38.4,63.0,2024-11-03T13:15:50.036Z,2024-11-03T13:15:50Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5338152629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591019,142,1,1,15,31,59as3grjvj19voay31j3yfgni,0,26.7,63.9,2024-11-03T13:15:52.067Z,2024-11-03T13:15:54Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5338153213,212,40.5,5338153211,141,83.8,5338153209,140,63.1,5338153205,157,,5338153215,213,0.34,5338153217,1,,5338153207,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591093,186,1,1,15,35,9qsmopgutr7ut5g6workk8w4i,1,38.4,14.3,2024-11-03T13:15:55.521Z,2024-11-03T13:15:58Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338153639,1,,5338153633,141,20.6,5338153631,140,64.4,5338153627,157,,5338153637,213,0.16,5338153635,212,27.6,5338153629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591095,187,44,1,15,38,9qsmopgutr7ut5g6workk8w4i,1,69.8,23.4,2024-11-03T13:15:58.787Z,2024-11-03T13:53:47Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5338153649,286,,5338153713,233,143,5338153647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591105,143,44,1,15,38,59as3grjvj19voay31j3yfgni,0,30.2,76.6,2024-11-03T13:15:58.788Z,2024-11-03T13:53:47Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5338153753,233,187,5338153699,285,,5338153695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591129,188,61,1,15,38,9qsmopgutr7ut5g6workk8w4i,0,64.4,20.6,2024-11-03T13:15:59.282Z,2024-11-03T17:17:29Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5338153803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591303,145,1,1,15,43,59as3grjvj19voay31j3yfgni,1,6.2,70.9,2024-11-03T13:16:03.755Z,2024-11-03T13:16:08Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5338154625,212,19.7,5338154623,141,49.4,5338154613,56,Back,5338154627,213,5.45,5338154617,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591441,146,1,1,15,48,59as3grjvj19voay31j3yfgni,1,27.0,37.7,2024-11-03T13:16:08.473Z,2024-11-03T13:16:16Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5338155369,212,18.8,5338155361,56,Back,5338155367,141,65.1,5338155365,140,29.3,5338155371,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591483,147,1,1,15,55,59as3grjvj19voay31j3yfgni,1,36.7,64.9,2024-11-03T13:16:16.410Z,2024-11-03T13:16:19Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5338155575,141,93.5,5338155573,140,37.8,5338155571,56,Back,5338155579,213,1.51,5338155577,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591559,148,1,1,15,59,59as3grjvj19voay31j3yfgni,0,37.8,93.5,2024-11-03T13:16:19.504Z,2024-11-03T13:16:23Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5338156009,140,86.6,5338156001,155,,5338156011,141,100.0,5338156013,212,51.5,5338156017,1,,5338156007,56,Left,5338156015,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591573,149,5,1,16,3,59as3grjvj19voay31j3yfgni,0,80.9,101.8,2024-11-03T13:16:23.832Z,2024-11-03T13:27:54Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5338156675,233,189,5338156079,56,Left,5338156081,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591681,189,5,1,16,3,9qsmopgutr7ut5g6workk8w4i,1,19.1,-1.8,2024-11-03T13:16:23.832Z,2024-11-03T13:27:54Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5338156603,56,Back,5338156605,347,,5338156645,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591743,190,1,1,16,9,9qsmopgutr7ut5g6workk8w4i,1,24.0,0.0,2024-11-03T13:16:30.353Z,2024-11-03T13:16:31Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338156953,56,Back,5338156951,107,,5338156959,212,7.7,5338156955,140,26.7,5338156961,213,1.19,5338156957,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591757,191,1,1,16,11,9qsmopgutr7ut5g6workk8w4i,1,26.1,6.8,2024-11-03T13:16:31.698Z,2024-11-03T13:16:32Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338157049,212,14.9,5338157043,56,Back,5338157051,213,3.34,5338157047,141,2.5,5338157045,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591815,192,1,1,16,12,9qsmopgutr7ut5g6workk8w4i,1,12.2,2.5,2024-11-03T13:16:32.769Z,2024-11-03T13:16:36Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338157377,212,18.4,5338157379,213,2.24,5338157371,56,Back,5338157373,140,1.3,5338157375,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591863,193,1,1,16,15,9qsmopgutr7ut5g6workk8w4i,1,1.6,33.1,2024-11-03T13:16:36.177Z,2024-11-03T17:17:58Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5338157599,212,51.6,5338157591,196,,5338157607,1,,5338157593,56,Back,5338157597,141,94.8,5338157589,155,,5338157603,213,0.95,5338157595,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591907,194,1,1,16,19,9qsmopgutr7ut5g6workk8w4i,1,30.9,98.0,2024-11-03T13:16:39.634Z,2024-11-03T13:16:42Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5338157775,212,7.6,5338157773,141,96.2,5338157771,140,38.0,5338157769,56,Back,5338157777,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591947,195,1,1,16,21,9qsmopgutr7ut5g6workk8w4i,1,38.0,96.2,2024-11-03T13:16:42.145Z,2024-11-03T13:16:43Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338157953,141,98.1,5338157955,212,3.5,5338157951,140,34.9,5338157949,56,Back,5338157957,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743591985,196,1,1,16,22,9qsmopgutr7ut5g6workk8w4i,1,34.9,98.1,2024-11-03T13:16:43.201Z,2024-11-03T13:16:45Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5338158191,141,92.4,5338158183,56,Back,5338158201,213,4.17,5338158197,212,4.5,5338158189,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592019,150,45,1,16,25,59as3grjvj19voay31j3yfgni,0,65.6,11.8,2024-11-03T13:16:45.473Z,2024-11-03T13:16:50Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5338158353,285,,5338158351,56,Right,5338158433,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592025,197,3,1,16,25,9qsmopgutr7ut5g6workk8w4i,1,34.4,88.2,2024-11-03T13:16:45.473Z,2024-11-03T17:18:07Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338158365,56,Back,5339824425,464,,5338158367,286,,5338158399,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592129,198,1,1,16,26,9qsmopgutr7ut5g6workk8w4i,1,30.1,81.2,2024-11-03T13:16:47.138Z,2024-11-03T17:18:26Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338158833,212,57.0,5338158831,141,17.6,5338158827,56,Right,5338158825,196,,5338158829,140,65.5,5338158835,213,5.42,5338158823,155,,5338158837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592217,199,1,1,16,30,9qsmopgutr7ut5g6workk8w4i,1,64.4,4.9,2024-11-03T13:16:51.267Z,2024-11-03T13:16:55Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338159249,213,1.15,5338159239,140,69.8,5338159241,141,23.3,5338159237,56,Center,5338159245,212,13.7,5338159235,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592279,200,1,1,16,35,9qsmopgutr7ut5g6workk8w4i,1,92.2,20.0,2024-11-03T13:16:55.619Z,2024-11-03T17:18:33Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,1.0,,5338159605,141,66.7,5338159593,2,,5338159601,140,92.7,5338159597,56,Center,5338159613,213,1.55,5339827103,20,,5338163285,210,15,5338159609,212,31.8,5338163287,154,,5339827101,224,,5338159595,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592285,201,15,1,16,36,9qsmopgutr7ut5g6workk8w4i,1,95.7,60.7,2024-11-03T13:16:57.074Z,2024-11-03T17:18:56Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5338159647,22,,5338163321,29,,5338163335,146,99.0,5338162467,61,,5338163329,102,54.4,5338163377,233,151,5338163325,55,200,5338163319,77,,5338163331,103,24.1,5338163323,154,,5338162471,328,5338163337,147,5338162465,15,,5338159651,56,Center,,,,,,,,53.6,,,,,,,,,,,,,,,
2743592289,151,10,1,16,36,59as3grjvj19voay31j3yfgni,1,0.7000000000000001,46.4,2024-11-03T13:16:57.174Z,2024-11-03T19:58:13Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5338159665,182,,5338162521,233,201,5338159669,56,Back,5339830891,179,,5339830901,377,,5339830887,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592353,152,1,1,16,41,59as3grjvj19voay31j3yfgni,1,3.5,33.4,2024-11-03T13:17:01.846Z,2024-11-03T17:19:12Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5338159967,213,5.63,5338159959,56,Back,5338159965,212,31.4,5339831647,1,,5338159961,140,27.3,5338159963,141,5.5,5339831635,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592391,154,61,1,16,45,59as3grjvj19voay31j3yfgni,0,30.4,3.1,2024-11-03T13:17:05.784Z,2024-11-03T13:17:05Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5338160173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592429,203,1,1,16,46,9qsmopgutr7ut5g6workk8w4i,1,71.4,90.6,2024-11-03T13:17:06.706Z,2024-11-03T13:17:07Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338160365,140,79.3,5338160363,56,Center,5338160371,213,5.19,5338160367,141,67.0,5338160369,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592473,204,1,1,16,47,9qsmopgutr7ut5g6workk8w4i,0,79.3,67.0,2024-11-03T13:17:07.697Z,2024-11-03T13:17:10Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5338160577,212,24.3,5338160573,140,100.0,5338160575,141,79.9,5338160571,56,Left,5338160581,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592737,155,5,1,16,49,59as3grjvj19voay31j3yfgni,1,-0.9,27.4,2024-11-03T13:17:10.390Z,2024-11-03T13:27:54Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5338162029,233,205,5338162013,56,Back,5338162015,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743592481,205,5,1,16,49,9qsmopgutr7ut5g6workk8w4i,0,100.9,72.6,2024-11-03T13:17:10.390Z,2024-11-03T13:27:55Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5338160603,346,,5338160599,56,Center,5338162047,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593053,156,1,1,17,17,59as3grjvj19voay31j3yfgni,0,4.8,44.9,2024-11-03T13:17:37.692Z,2024-11-03T13:17:54Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5338163781,213,0.38,5338163783,1,,5338163775,140,66.2,5338163777,141,82.6,5338163771,124,,5338165387,189,,5338163773,56,Left,5338163787,74,,5338163779,212,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593061,157,44,1,17,19,59as3grjvj19voay31j3yfgni,1,67.4,85.6,2024-11-03T13:17:40.096Z,2024-11-03T15:08:37Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5338163809,286,,5338163977,233,206,5338163807,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593047,206,44,1,17,19,9qsmopgutr7ut5g6workk8w4i,0,32.6,14.4,2024-11-03T13:17:40.097Z,2024-11-03T14:04:55Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5338163927,233,157,5338163755,285,,5338163753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743645979,436,61,1,17,20,59as3grjvj19voay31j3yfgni,1,69.5,89.9,2024-11-03T13:17:40.441Z,2024-11-03T17:19:49Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5338445141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593057,207,43,1,17,20,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-11-03T13:17:40.546Z,2024-11-03T14:05:07Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5338444115,144,61,5338163799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593141,209,1,1,17,20,9qsmopgutr7ut5g6workk8w4i,1,27.2,9.5,2024-11-03T13:17:40.689Z,2024-11-03T17:20:27Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338445295,155,,5338164285,212,10.3,5338164287,213,0.46,5338164279,56,Back,5338164281,140,36.0,5338164283,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593147,210,1,1,17,21,9qsmopgutr7ut5g6workk8w4i,0,36.0,16.2,2024-11-03T13:17:41.946Z,2024-11-03T17:20:34Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338164323,140,38.5,5338164329,212,2.8,5338164319,56,Back,5338164327,141,17.7,5338164331,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743902995,891,61,1,17,22,59as3grjvj19voay31j3yfgni,1,57.0,69.7,2024-11-03T13:17:43.092Z,2024-11-03T17:20:16Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5339839773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593217,211,1,1,17,26,9qsmopgutr7ut5g6workk8w4i,1,44.6,33.3,2024-11-03T13:17:46.961Z,2024-11-03T13:17:48Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338164667,140,31.8,5338164671,141,53.7,5338164665,56,Back,5338164677,213,2.34,5338164675,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593237,212,1,1,17,27,9qsmopgutr7ut5g6workk8w4i,1,31.8,53.7,2024-11-03T13:17:48.097Z,2024-11-03T13:17:49Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5338164741,140,45.1,5338164745,212,14.3,5338164743,141,49.4,5338164747,213,6.08,5338164739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593319,213,1,1,17,28,9qsmopgutr7ut5g6workk8w4i,1,45.1,49.4,2024-11-03T13:17:48.929Z,2024-11-03T13:17:52Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338165201,213,4.64,5338165195,140,44.7,5338165193,56,Back,5338165199,212,6.0,5338165197,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593441,214,1,1,17,35,9qsmopgutr7ut5g6workk8w4i,1,57.6,29.4,2024-11-03T13:17:56.144Z,2024-11-03T13:17:59Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338165945,56,Right,5338165953,213,5.53,5338165951,212,24.0,5338165949,141,5.3,5338165947,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593517,215,1,1,17,39,9qsmopgutr7ut5g6workk8w4i,1,75.7,4.9,2024-11-03T13:18:00.113Z,2024-11-03T13:18:01Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338166225,56,Right,5338166231,212,10.0,5338166227,140,66.2,5338166233,213,3.05,5338166229,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593543,216,1,1,17,40,9qsmopgutr7ut5g6workk8w4i,1,66.2,6.2,2024-11-03T13:18:01.056Z,2024-11-03T13:18:02Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338166377,212,10.7,5338166379,213,1.68,5338166371,56,Center,5338166375,141,21.9,5338166373,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593579,217,1,1,17,42,9qsmopgutr7ut5g6workk8w4i,1,65.1,21.9,2024-11-03T13:18:02.640Z,2024-11-03T13:18:04Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5338166573,213,5.35,5338166565,56,Right,5338166571,212,15.7,5338166567,140,74.0,5338166569,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593607,218,1,1,17,44,9qsmopgutr7ut5g6workk8w4i,1,70.3,9.4,2024-11-03T13:18:04.689Z,2024-11-03T13:18:06Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338166731,141,21.3,5338166727,56,Center,5338166729,140,57.5,5338166733,212,15.7,5338166735,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593635,219,1,1,17,45,9qsmopgutr7ut5g6workk8w4i,1,57.5,21.3,2024-11-03T13:18:06.145Z,2024-11-03T13:18:07Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5338166905,212,12.3,5338166903,141,5.3,5338166901,140,52.0,5338166907,213,4.22,5338166899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593651,220,1,1,17,47,9qsmopgutr7ut5g6workk8w4i,1,52.0,5.3,2024-11-03T13:18:07.569Z,2024-11-03T13:18:08Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338166971,56,Back,5338166979,212,14.5,5338166981,213,2.35,5338166975,140,42.3,5338166977,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593685,221,1,1,17,48,9qsmopgutr7ut5g6workk8w4i,1,42.3,20.4,2024-11-03T13:18:08.560Z,2024-11-03T13:18:11Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338167167,213,0.16,5338167161,140,54.6,5338167165,212,13.1,5338167163,141,23.4,5338167159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743593779,222,1,1,17,50,9qsmopgutr7ut5g6workk8w4i,1,54.6,23.4,2024-11-03T13:18:10.881Z,2024-11-03T13:18:14Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5338167751,56,Right,5338167753,140,69.9,5338167759,213,5.56,5338167755,141,2.6,5338167757,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
