id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2709240073,151,1,1,16,58,59as3grjvj19voay31j3yfgni,1,68.4,96.9,2024-08-16T17:18:18.155Z,2024-08-16T17:18:20Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5150145519,140,67.4,5150145517,56,Left,5150145523,212,8.0,5150145521,141,85.3,5150145525,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240091,152,1,1,17,0,59as3grjvj19voay31j3yfgni,1,67.3,86.1,2024-08-16T17:18:19.883Z,2024-08-16T17:18:22Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150145635,213,2.91,5150145631,141,94.2,5150145629,140,45.0,5150145627,56,Back,5150145633,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240113,153,1,1,17,2,59as3grjvj19voay31j3yfgni,1,44.8,90.9,2024-08-16T17:18:22.795Z,2024-08-16T17:18:25Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150145747,140,36.2,5150145745,56,Back,5150145749,141,47.4,5150145753,213,4.42,5150145751,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240137,154,1,1,17,5,59as3grjvj19voay31j3yfgni,1,36.0,47.0,2024-08-16T17:18:25.803Z,2024-08-16T17:18:29Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150145887,140,42.4,5150145885,56,Back,5150145893,213,4.94,5150145889,141,4.3,5150145891,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240149,155,1,1,17,9,59as3grjvj19voay31j3yfgni,0,42.4,4.3,2024-08-16T17:18:29.035Z,2024-08-16T17:18:30Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150145943,155,,5150145953,213,0.07,5150145949,141,7.5,5150145951,212,29.6,5150145945,56,Right,5150145947,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240165,172,1,1,17,12,anga7587r1zv4ey71ge9zxol3,1,29.9,93.5,2024-08-16T17:18:31.823Z,2024-08-16T17:18:33Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150146035,141,85.4,5150146037,212,15.4,5150146039,213,5.92,5150146031,56,Back,5150146033,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240237,174,1,1,17,15,anga7587r1zv4ey71ge9zxol3,1,53.5,90.4,2024-08-16T17:18:34.911Z,2024-08-16T17:18:43Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5150146443,141,86.2,5150146441,140,79.9,5150146439,56,Left,5150146447,213,6.18,5150146445,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240249,175,1,1,17,23,anga7587r1zv4ey71ge9zxol3,1,82.1,69.8,2024-08-16T17:18:43.247Z,2024-08-16T17:18:45Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150146535,213,3.47,5150146531,141,66.7,5150146529,140,76.3,5150146527,56,Center,5150146533,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240289,176,1,1,17,26,anga7587r1zv4ey71ge9zxol3,1,72.6,70.5,2024-08-16T17:18:46.191Z,2024-08-16T17:18:48Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5150146753,141,32.1,5150146755,212,27.2,5150146757,213,4.99,5150146751,140,79.7,5150146749,56,Center,5150146747,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240295,177,1,1,17,28,anga7587r1zv4ey71ge9zxol3,0,79.8,27.4,2024-08-16T17:18:48.495Z,2024-08-16T17:18:49Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5150146795,56,Center,5150146797,140,82.8,5150146799,141,34.4,5150146791,2,,5150146793,155,,5150146801,212,5.7,5150146813,236,,5150146803,213,0.99,5150146815,233,156,5150146819,286,,,,,,,,,,,,,,,,,,,,,,,,,
2709240297,156,12,1,17,28,59as3grjvj19voay31j3yfgni,1,20.4,62.2,2024-08-16T17:18:48.595Z,2024-08-16T17:18:49Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150146821,233,177,5150146807,56,Back,5150146805,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240317,157,44,1,17,31,59as3grjvj19voay31j3yfgni,1,8.6,52.8,2024-08-16T17:18:51.307Z,2024-08-16T17:58:27Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150146983,233,178,5150146955,285,,5150146953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240321,178,44,1,17,31,anga7587r1zv4ey71ge9zxol3,0,91.4,47.2,2024-08-16T17:18:51.308Z,2024-08-16T17:58:27Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150147001,233,157,5150146969,56,Center,5150146971,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240333,158,12,1,17,31,59as3grjvj19voay31j3yfgni,1,12.2,50.7,2024-08-16T17:18:51.619Z,2024-08-16T18:03:04Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150147031,56,Back,5150147861,15,,5150147039,213,1.67,5150147035,141,55.5,5150147037,212,3.3,5150147033,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240327,179,61,1,17,32,anga7587r1zv4ey71ge9zxol3,1,93.9,45.9,2024-08-16T17:18:52.094Z,2024-08-16T17:18:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150146987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240423,160,1,1,17,35,59as3grjvj19voay31j3yfgni,0,5.0,66.6,2024-08-16T17:18:55.435Z,2024-08-16T17:59:40Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150147491,56,Center,5150147499,213,6.23,5150147495,141,62.0,5150147497,212,62.7,5150147501,1,,5150147493,140,64.6,5150147489,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240461,181,1,1,17,45,anga7587r1zv4ey71ge9zxol3,1,27.3,35.4,2024-08-16T17:19:05.391Z,2024-08-16T17:19:07Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150147725,141,39.1,5150147727,212,8.9,5150147729,213,0.29,5150147719,56,Back,5150147723,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240495,182,1,1,17,47,anga7587r1zv4ey71ge9zxol3,1,33.2,33.3,2024-08-16T17:19:07.391Z,2024-08-16T17:19:10Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5150147891,141,2.6,5150147897,213,5.27,5150147887,56,Back,5150147893,212,24.6,5150147889,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240541,183,1,1,17,50,anga7587r1zv4ey71ge9zxol3,1,54.2,5.6,2024-08-16T17:19:10.223Z,2024-08-16T17:19:15Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5150148197,213,0.10,5150148195,212,38.7,5150148191,140,90.9,5150148199,1,,5150148189,56,Right,5150148193,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240515,161,43,1,17,52,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-16T17:19:12.155Z,2024-08-16T17:19:14Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150148023,213,2.57,5150148041,15,0,5150148021,212,2.8,5150148127,144,12,5150148019,141,86.0,5150148015,56,Back,5150148017,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240557,184,1,1,17,55,anga7587r1zv4ey71ge9zxol3,0,97.4,18.5,2024-08-16T17:19:15.582Z,2024-08-16T17:19:20Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150148387,345,,5150148277,155,,5150148275,2,,5150148279,56,Left,5150148283,141,100.0,5150148287,213,1.96,5150148285,212,60.6,5150148289,1,,5150148281,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240587,162,5,1,17,58,59as3grjvj19voay31j3yfgni,1,22.6,-1.0,2024-08-16T17:19:18.473Z,2024-08-16T17:22:41Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5150148405,56,Back,5150148407,347,,5150148423,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240567,185,5,1,17,58,anga7587r1zv4ey71ge9zxol3,0,77.4,101.0,2024-08-16T17:19:18.473Z,2024-08-16T17:19:23Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150148315,56,Left,5150148433,233,162,5150148319,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241317,163,27,1,18,26,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-16T17:19:46.063Z,2024-08-16T17:20:50Z,,,,,5150152513,41,Injury,5150152515,53,8mcb1hiuk9rzf48cx3vj5i3th,5150152541,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709240817,186,27,1,18,26,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-16T17:19:46.063Z,2024-08-16T17:20:50Z,,,,,5150152517,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241323,164,28,1,19,30,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-16T17:20:50.126Z,2024-08-16T17:20:51Z,,,,,5150152571,233,187,5150152545,55,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241325,187,28,1,19,30,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-16T17:20:50.126Z,2024-08-16T17:20:50Z,,,,,5150152553,233,164,5150152549,55,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241441,165,1,1,19,37,59as3grjvj19voay31j3yfgni,0,22.7,0.0,2024-08-16T17:20:57.595Z,2024-08-16T17:21:00Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150153223,212,27.4,5150153227,1,,5150153225,213,0.33,5150153221,141,11.9,5150153215,107,,5150153217,56,Back,5150153219,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241451,188,1,1,19,40,anga7587r1zv4ey71ge9zxol3,0,56.7,95.9,2024-08-16T17:21:00.590Z,2024-08-16T17:21:01Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150153267,141,77.3,5150153265,140,63.4,5150153269,212,14.5,5150153261,3,,5150153271,213,5.22,5150153263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241519,166,1,1,19,43,59as3grjvj19voay31j3yfgni,1,39.5,32.9,2024-08-16T17:21:03.515Z,2024-08-16T17:56:12Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5150153601,212,15.4,5150153599,141,53.9,5150153603,213,1.19,5150153597,140,45.0,5150153595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241595,167,1,1,19,53,59as3grjvj19voay31j3yfgni,1,62.6,71.5,2024-08-16T17:21:13.067Z,2024-08-16T17:21:18Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150154015,56,Right,5150154017,140,63.1,5150154019,141,9.6,5150154013,196,,5150154023,213,4.72,5150154025,1,,5150154021,212,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241631,168,1,1,19,58,59as3grjvj19voay31j3yfgni,1,66.1,6.5,2024-08-16T17:21:18.091Z,2024-08-16T17:21:22Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150154237,140,75.0,5150154235,56,Right,5150154241,212,9.4,5150154239,141,4.7,5150154243,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241695,169,1,1,20,2,59as3grjvj19voay31j3yfgni,1,74.9,7.9,2024-08-16T17:21:22.107Z,2024-08-16T17:21:26Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5150154571,213,2.71,5150154563,56,Right,5150154569,212,12.5,5150154565,140,64.1,5150154567,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241713,170,1,1,20,6,59as3grjvj19voay31j3yfgni,1,63.8,15.1,2024-08-16T17:21:26.460Z,2024-08-16T17:21:28Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150154633,141,1.9,5150154629,56,Right,5150154631,140,69.5,5150154639,213,5.30,5150154635,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241743,171,1,1,20,8,59as3grjvj19voay31j3yfgni,1,69.5,1.9,2024-08-16T17:21:28.219Z,2024-08-16T17:21:30Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150154821,213,2.41,5150154813,56,Right,5150154817,141,13.0,5150154815,140,61.5,5150154819,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241781,172,1,1,20,11,59as3grjvj19voay31j3yfgni,1,60.9,15.5,2024-08-16T17:21:30.875Z,2024-08-16T17:21:33Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150155069,212,15.2,5150155065,140,52.8,5150155067,141,34.0,5150155063,56,Center,5150155071,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241797,173,1,1,20,13,59as3grjvj19voay31j3yfgni,0,53.6,40.7,2024-08-16T17:21:33.626Z,2024-08-16T17:21:35Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150155159,196,,5150155163,140,52.3,5150155171,1,,5150155167,212,41.7,5150155165,141,100.0,5150155161,56,Left,5150155169,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241803,174,5,1,20,15,59as3grjvj19voay31j3yfgni,0,51.8,101.8,2024-08-16T17:21:34.965Z,2024-08-16T17:21:40Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150155423,233,189,5150155191,347,,5150155189,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241835,189,5,1,20,15,anga7587r1zv4ey71ge9zxol3,1,48.2,-1.8,2024-08-16T17:21:34.965Z,2024-08-16T17:22:41Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150155391,233,174,5150155377,347,,5150155375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241933,175,18,1,20,30,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-16T17:21:50.652Z,2024-08-16T17:21:51Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5150155889,59,15,5150155885,41,,5150155887,44,Defender,5150155975,55,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709241939,176,19,1,20,30,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-16T17:21:50.653Z,2024-08-16T17:21:51Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150155951,55,175,5150155943,59,6,5150155941,145,3,5150155949,44,Defender,5150155947,293,1,5150155945,292,3,5150155937,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242083,190,1,1,20,47,anga7587r1zv4ey71ge9zxol3,0,58.9,0.0,2024-08-16T17:22:07.677Z,2024-08-16T17:22:10Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150156801,56,Right,5150156809,213,0.16,5150156807,212,27.7,5150156805,141,5.2,5150156799,107,,5150156803,140,84.9,5150156811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242097,177,1,1,20,51,59as3grjvj19voay31j3yfgni,0,11.7,94.4,2024-08-16T17:22:10.940Z,2024-08-16T17:22:13Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150156893,56,Left,5150156889,157,,5150156899,141,87.7,5150156895,140,53.6,5150156903,212,44.2,5150156905,213,6.18,5150156907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242113,191,1,1,20,52,anga7587r1zv4ey71ge9zxol3,1,56.1,9.1,2024-08-16T17:22:12.685Z,2024-08-16T17:22:15Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150156981,213,1.35,5150156973,56,Center,5150156979,212,12.8,5150156977,141,27.4,5150156975,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242151,192,1,1,20,55,anga7587r1zv4ey71ge9zxol3,1,58.8,30.3,2024-08-16T17:22:15.166Z,2024-08-16T17:22:20Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150157231,141,85.1,5150157235,213,0.97,5150157237,1,,5150157225,155,,5150157233,212,45.2,5150157227,56,Left,5150157229,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242155,193,61,1,21,0,anga7587r1zv4ey71ge9zxol3,0,97.9,89.7,2024-08-16T17:22:20.653Z,2024-08-16T17:22:24Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150157253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242289,178,5,1,21,1,59as3grjvj19voay31j3yfgni,1,-0.8,15.4,2024-08-16T17:22:21.661Z,2024-08-16T17:22:42Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150158169,233,194,5150158153,56,Back,5150158155,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242159,194,5,1,21,1,anga7587r1zv4ey71ge9zxol3,0,100.8,84.6,2024-08-16T17:22:21.661Z,2024-08-16T17:22:42Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150158207,233,178,5150157287,346,,5150157285,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242321,179,1,1,21,16,59as3grjvj19voay31j3yfgni,1,4.8,46.7,2024-08-16T17:22:36.267Z,2024-08-16T17:22:39Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150158333,141,26.6,5150158327,124,,5150158329,56,Back,5150158331,140,11.7,5150158341,237,,5150158337,213,5.20,5150158335,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242351,180,1,1,21,19,59as3grjvj19voay31j3yfgni,1,12.5,25.3,2024-08-16T17:22:39.265Z,2024-08-16T17:22:42Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150158523,56,Back,5150158531,213,5.03,5150158529,212,14.3,5150158525,140,16.8,5150158527,141,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242363,181,1,1,21,22,59as3grjvj19voay31j3yfgni,1,15.0,8.4,2024-08-16T17:22:42.635Z,2024-08-16T17:22:43Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150158605,213,1.24,5150158601,141,18.4,5150158597,56,Back,5150158603,212,7.2,5150158599,140,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242393,182,1,1,21,23,59as3grjvj19voay31j3yfgni,1,17.2,18.4,2024-08-16T17:22:43.611Z,2024-08-16T17:22:46Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150158773,213,5.57,5150158769,141,6.1,5150158765,56,Back,5150158767,140,26.4,5150158771,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242425,183,1,1,21,26,59as3grjvj19voay31j3yfgni,1,26.8,7.0,2024-08-16T17:22:46.043Z,2024-08-16T17:22:50Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150158969,140,47.2,5150158973,212,27.6,5150158967,56,Back,5150158965,155,,5150158971,141,32.5,5150158975,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242485,184,1,1,21,30,59as3grjvj19voay31j3yfgni,1,53.5,14.7,2024-08-16T17:22:50.299Z,2024-08-16T17:22:56Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150159329,141,2.9,5150159333,213,5.84,5150159325,56,Right,5150159327,140,69.4,5150159331,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242525,185,1,1,21,36,59as3grjvj19voay31j3yfgni,1,76.0,11.0,2024-08-16T17:22:56.779Z,2024-08-16T17:22:59Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150159591,212,16.1,5150159585,56,Center,5150159587,140,65.9,5150159593,213,2.29,5150159589,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242561,186,1,1,21,39,59as3grjvj19voay31j3yfgni,1,65.9,28.7,2024-08-16T17:22:59.691Z,2024-08-16T17:23:04Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150159779,1,,5150159771,140,78.9,5150159775,212,37.9,5150159777,213,1.20,5150159769,56,Left,5150159773,141,80.7,5150159767,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242583,187,1,1,21,44,59as3grjvj19voay31j3yfgni,0,76.9,80.0,2024-08-16T17:23:03.899Z,2024-08-16T17:23:05Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150159911,141,46.3,5150159903,2,,5150159915,213,5.19,5150159907,56,Center,5150159905,155,,5150159913,212,25.8,5150159909,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242591,195,12,1,21,45,anga7587r1zv4ey71ge9zxol3,1,9.0,58.4,2024-08-16T17:23:05.774Z,2024-08-16T17:23:06Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150159999,15,,5150159959,212,22.3,5150159955,140,28.5,5150159957,141,45.4,5150159953,56,Back,5150159961,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242621,197,1,1,21,47,anga7587r1zv4ey71ge9zxol3,1,31.6,44.6,2024-08-16T17:23:07.470Z,2024-08-16T17:23:08Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150160109,56,Back,5150160113,141,37.3,5150160117,213,3.66,5150160115,212,10.0,5150160111,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242677,198,1,1,21,48,anga7587r1zv4ey71ge9zxol3,1,23.3,37.3,2024-08-16T17:23:08.318Z,2024-08-16T17:23:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150160459,141,64.6,5150160457,140,33.7,5150160463,213,1.04,5150160455,56,Back,5150160461,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242705,199,1,1,21,52,anga7587r1zv4ey71ge9zxol3,1,43.8,59.3,2024-08-16T17:23:12.461Z,2024-08-16T17:23:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5150160585,56,Left,5150160587,140,51.6,5150160593,213,1.04,5150160589,141,80.0,5150160591,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242747,200,1,1,21,55,anga7587r1zv4ey71ge9zxol3,0,48.5,75.3,2024-08-16T17:23:14.862Z,2024-08-16T17:23:18Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150160803,140,85.0,5150160815,1,,5150160811,213,5.80,5150160801,56,Center,5150160807,212,43.2,5150160805,141,46.0,5150160799,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242813,189,1,1,21,59,59as3grjvj19voay31j3yfgni,1,15.2,50.9,2024-08-16T17:23:19.724Z,2024-08-16T17:23:27Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150161193,213,5.24,5150161187,141,29.2,5150161189,212,17.1,5150161175,123,,5150161183,140,23.4,5150161179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242823,190,1,1,22,7,59as3grjvj19voay31j3yfgni,1,28.2,27.4,2024-08-16T17:23:27.371Z,2024-08-16T17:23:30Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150161271,140,40.7,5150161277,212,22.6,5150161281,213,0.95,5150161269,56,Back,5150161273,141,54.4,5150161315,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242835,191,1,1,22,10,59as3grjvj19voay31j3yfgni,1,40.8,54.6,2024-08-16T17:23:30.731Z,2024-08-16T17:23:32Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150161357,56,Back,5150161371,213,1.25,5150161365,141,83.0,5150161361,140,47.0,5150161369,212,20.4,5150161381,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242847,192,1,1,22,12,59as3grjvj19voay31j3yfgni,1,47.2,82.4,2024-08-16T17:23:32.763Z,2024-08-16T17:23:33Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150161405,141,67.1,5150161407,212,11.1,5150161409,213,5.07,5150161401,56,Center,5150161403,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242871,193,1,1,22,13,59as3grjvj19voay31j3yfgni,1,50.9,67.1,2024-08-16T17:23:33.275Z,2024-08-16T17:23:35Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150161543,56,Center,5150161549,212,4.5,5150161547,141,63.4,5150161545,140,54.4,5150161551,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709242881,194,1,1,22,15,59as3grjvj19voay31j3yfgni,0,56.6,60.4,2024-08-16T17:23:35.723Z,2024-08-16T17:23:45Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150161581,155,,5150161589,212,23.2,5150161585,140,78.1,5150161587,141,52.3,5150161583,56,Center,5150161591,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
