id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2722778331,226,1,1,16,33,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,65.4,2024-09-20T17:18:57.615Z,2024-09-20T17:19:02Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5224509061,141,93.6,5224509063,212,28.0,5224509059,140,54.3,5224509057,56,Left,5224509065,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778341,227,1,1,16,38,77tfx9me4aaqhzv78bmgsy9bg,1,66.5,87.8,2024-09-20T17:19:02.464Z,2024-09-20T17:19:04Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224509159,141,93.3,5224509163,213,0.38,5224509155,56,Left,5224509161,212,10.0,5224509157,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778361,228,1,1,16,40,77tfx9me4aaqhzv78bmgsy9bg,0,81.7,95.7,2024-09-20T17:19:04.336Z,2024-09-20T17:19:05Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5224509251,213,4.97,5224509249,212,36.8,5224509253,1,,5224509247,141,43.3,5224509237,2,,5224509241,155,,5224509243,56,Center,5224509245,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778367,118,43,1,16,42,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-20T17:19:06.302Z,2024-09-20T17:19:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224509291,213,3.14,5224509369,144,1,5224509279,2,0,5224509285,140,8.8,5224509283,56,Back,5224509287,141,55.5,5224509281,155,0,5224509289,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778395,119,12,1,16,42,cftj6g399tknheudaxsdpfdgb,1,8.8,55.5,2024-09-20T17:19:06.875Z,2024-09-20T17:19:11Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224509447,141,44.3,5224509443,56,Back,5224509451,213,5.94,5224509445,140,29.4,5224509449,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778405,229,1,1,16,45,77tfx9me4aaqhzv78bmgsy9bg,1,68.9,48.2,2024-09-20T17:19:09.695Z,2024-09-20T17:19:12Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224509499,140,72.9,5224509505,213,5.01,5224509495,3,,5224509503,212,14.2,5224509501,141,28.3,5224509497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778413,230,1,1,16,48,77tfx9me4aaqhzv78bmgsy9bg,1,71.4,22.7,2024-09-20T17:19:12.544Z,2024-09-20T17:19:14Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5224509561,141,9.7,5224509559,140,83.0,5224509563,212,15.0,5224509565,213,5.66,5224509557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778425,231,1,1,16,50,77tfx9me4aaqhzv78bmgsy9bg,1,83.0,9.5,2024-09-20T17:19:14.544Z,2024-09-20T17:19:16Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224509641,213,1.11,5224509637,141,18.0,5224509633,56,Right,5224509635,140,85.7,5224509639,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778433,232,1,1,16,51,77tfx9me4aaqhzv78bmgsy9bg,1,85.7,18.0,2024-09-20T17:19:16.063Z,2024-09-20T17:19:17Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5224509687,141,22.2,5224509691,213,2.89,5224509683,56,Center,5224509685,140,75.1,5224509689,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778435,233,1,1,16,53,77tfx9me4aaqhzv78bmgsy9bg,0,74.5,24.0,2024-09-20T17:19:17.264Z,2024-09-20T17:19:17Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224509707,155,,5224509715,212,22.0,5224509717,213,0.94,5224509705,2,,5224509711,140,86.9,5224509713,141,50.1,5224509709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778443,120,12,1,16,53,cftj6g399tknheudaxsdpfdgb,1,13.8,51.9,2024-09-20T17:19:17.854Z,2024-09-20T17:19:20Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5224509765,141,26.8,5224509793,15,,5224509769,213,5.65,5224509761,56,Back,5224509767,212,28.7,5224509763,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778461,234,1,1,16,56,77tfx9me4aaqhzv78bmgsy9bg,0,65.2,66.7,2024-09-20T17:19:20.352Z,2024-09-20T17:19:21Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224509907,213,5.97,5224509897,157,,5224509901,140,72.8,5224509903,141,62.9,5224509905,212,8.4,5224509899,56,Center,5224509909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778475,121,61,1,16,58,cftj6g399tknheudaxsdpfdgb,1,31.5,23.6,2024-09-20T17:19:22.296Z,2024-09-20T17:19:22Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224510001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778507,123,3,1,17,1,cftj6g399tknheudaxsdpfdgb,0,45.6,50.0,2024-09-20T17:19:25.374Z,2024-09-20T17:19:27Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224510205,56,Back,5224510297,233,235,5224510207,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778519,235,7,1,17,1,77tfx9me4aaqhzv78bmgsy9bg,1,54.4,50.0,2024-09-20T17:19:25.375Z,2024-09-20T17:19:27Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224510241,285,,5224510285,233,123,5224510239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778529,237,1,1,17,2,77tfx9me4aaqhzv78bmgsy9bg,0,55.2,53.6,2024-09-20T17:19:27.119Z,2024-09-20T17:19:28Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224510315,213,0.61,5224510307,56,Center,5224510309,140,61.7,5224510313,212,8.3,5224510311,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778535,124,8,1,17,5,cftj6g399tknheudaxsdpfdgb,1,37.4,40.7,2024-09-20T17:19:29.327Z,2024-09-20T17:19:29Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224510359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778553,126,1,1,17,7,cftj6g399tknheudaxsdpfdgb,1,22.2,32.2,2024-09-20T17:19:31.386Z,2024-09-20T17:19:32Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224510477,141,50.6,5224510481,213,2.53,5224510473,56,Back,5224510475,140,5.1,5224510479,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778569,127,1,1,17,8,cftj6g399tknheudaxsdpfdgb,1,5.3,51.8,2024-09-20T17:19:32.750Z,2024-09-20T17:19:35Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5224510563,212,20.7,5224510559,140,12.5,5224510561,141,80.2,5224510557,56,Back,5224510565,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778589,128,1,1,17,11,cftj6g399tknheudaxsdpfdgb,1,12.8,80.2,2024-09-20T17:19:35.758Z,2024-09-20T17:19:38Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224510653,56,Back,5224510657,141,59.4,5224510659,212,18.9,5224510661,213,5.44,5224510655,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778601,129,1,1,17,13,cftj6g399tknheudaxsdpfdgb,1,24.5,63.1,2024-09-20T17:19:38.078Z,2024-09-20T17:19:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224510735,212,20.2,5224510733,141,89.9,5224510731,140,32.9,5224510729,56,Back,5224510737,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778621,130,1,1,17,16,cftj6g399tknheudaxsdpfdgb,1,29.1,85.0,2024-09-20T17:19:40.238Z,2024-09-20T17:19:44Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224510855,213,4.17,5224510847,56,Back,5224510849,140,19.6,5224510853,212,19.4,5224510851,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778659,131,1,1,17,19,cftj6g399tknheudaxsdpfdgb,1,19.4,58.8,2024-09-20T17:19:43.998Z,2024-09-20T17:19:48Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5224511009,213,5.23,5224511001,56,Back,5224511007,212,42.9,5224511003,140,39.8,5224511005,141,4.1,5224511011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778681,132,1,1,17,23,cftj6g399tknheudaxsdpfdgb,1,39.8,4.7,2024-09-20T17:19:48.047Z,2024-09-20T17:19:50Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224511145,141,3.7,5224511149,213,6.17,5224511143,140,45.7,5224511141,56,Back,5224511147,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778699,133,1,1,17,26,cftj6g399tknheudaxsdpfdgb,1,45.9,3.7,2024-09-20T17:19:50.670Z,2024-09-20T17:19:53Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224511247,212,6.6,5224511241,56,Right,5224511243,140,51.3,5224511245,141,8.6,5224511249,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778705,134,61,1,17,27,cftj6g399tknheudaxsdpfdgb,0,50.2,11.0,2024-09-20T17:19:51.440Z,2024-09-20T17:21:07Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224511275,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778733,238,4,1,17,28,77tfx9me4aaqhzv78bmgsy9bg,1,48.0,91.4,2024-09-20T17:19:52.655Z,2024-09-20T17:20:00Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224511427,13,,5224511435,152,,5224511437,265,,5224511441,233,135,5224511431,56,Back,5224511439,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778711,135,4,1,17,28,cftj6g399tknheudaxsdpfdgb,0,52.0,8.6,2024-09-20T17:19:52.656Z,2024-09-20T17:20:02Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224511309,265,,5224511451,233,238,5224511595,55,136,5224511303,13,,5224511307,152,,5224511313,285,,5224511305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778737,136,17,1,17,33,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-20T17:19:57.903Z,2024-09-20T17:20:01Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224511583,55,135,5224511577,31,,5224511581,13,243,5224511579,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778965,239,1,1,18,3,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,94.5,2024-09-20T17:20:27.567Z,2024-09-20T17:20:33Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224512707,152,,5224512715,212,8.2,5224512713,141,84.8,5224512709,56,Back,5224512717,213,4.08,5224512711,140,42.6,5224512705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778991,240,1,1,18,8,77tfx9me4aaqhzv78bmgsy9bg,1,42.3,72.7,2024-09-20T17:20:33.167Z,2024-09-20T17:20:38Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5224512893,141,54.9,5224512891,140,26.5,5224512897,213,3.77,5224512895,212,20.5,5224512889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722778997,241,1,1,18,13,77tfx9me4aaqhzv78bmgsy9bg,1,23.6,59.4,2024-09-20T17:20:38.159Z,2024-09-20T17:20:39Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5224512929,140,27.4,5224512931,141,76.9,5224512933,212,12.6,5224512935,213,1.25,5224512927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779003,242,1,1,18,15,77tfx9me4aaqhzv78bmgsy9bg,1,27.3,76.9,2024-09-20T17:20:39.214Z,2024-09-20T17:20:40Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5224512995,213,1.08,5224512993,212,12.0,5224512987,140,32.7,5224512991,141,92.4,5224512983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779051,243,1,1,18,15,77tfx9me4aaqhzv78bmgsy9bg,1,32.4,92.9,2024-09-20T17:20:40.143Z,2024-09-20T17:20:46Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224513269,56,Left,5224513275,212,21.9,5224513273,141,82.6,5224513271,140,52.2,5224513277,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779057,244,4,1,18,21,77tfx9me4aaqhzv78bmgsy9bg,1,52.7,84.8,2024-09-20T17:20:46.095Z,2024-09-20T17:32:18Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5224513345,13,,5224513395,233,137,5224513351,265,,5224513349,152,,5224513353,286,,5224513347,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779059,137,4,1,18,21,cftj6g399tknheudaxsdpfdgb,0,47.3,15.2,2024-09-20T17:20:46.096Z,2024-09-20T17:32:19Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224513375,56,Back,5224513379,265,,5224513381,285,,5224513377,152,,5224513403,233,244,5224513373,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779283,245,1,1,18,53,77tfx9me4aaqhzv78bmgsy9bg,1,52.7,83.2,2024-09-20T17:21:17.486Z,2024-09-20T17:21:21Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5224514715,189,,5224514605,141,60.0,5224514611,1,,5224514607,212,33.8,5224514601,56,Back,5224514603,140,24.2,5224514599,152,,5224514597,5,,5224514609,213,,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
2722779297,246,1,1,18,54,77tfx9me4aaqhzv78bmgsy9bg,1,25.1,53.9,2024-09-20T17:21:19.054Z,2024-09-20T17:21:21Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5224514705,141,7.0,5224514711,1,,5224514709,213,5.07,5224514701,56,Back,5224514707,212,34.1,5224514703,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779321,247,1,1,18,58,77tfx9me4aaqhzv78bmgsy9bg,1,32.4,6.4,2024-09-20T17:21:22.271Z,2024-09-20T17:21:23Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5224514885,140,33.3,5224514889,212,8.3,5224514887,141,18.6,5224514891,213,1.46,5224514883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779349,248,1,1,18,59,77tfx9me4aaqhzv78bmgsy9bg,1,33.4,21.8,2024-09-20T17:21:23.663Z,2024-09-20T17:21:26Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224515057,56,Back,5224515065,213,2.19,5224515063,212,16.8,5224515059,140,24.1,5224515061,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779367,249,1,1,19,2,77tfx9me4aaqhzv78bmgsy9bg,1,24.7,41.8,2024-09-20T17:21:26.192Z,2024-09-20T17:21:28Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5224515155,212,17.3,5224515151,140,28.3,5224515157,213,1.35,5224515149,56,Back,5224515153,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779439,250,1,1,19,4,77tfx9me4aaqhzv78bmgsy9bg,1,26.8,64.0,2024-09-20T17:21:28.734Z,2024-09-20T17:21:37Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5224515509,56,Back,5224515513,141,92.6,5224515511,140,33.2,5224515517,213,1.24,5224515515,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779453,251,1,1,19,13,77tfx9me4aaqhzv78bmgsy9bg,1,39.4,76.6,2024-09-20T17:21:37.390Z,2024-09-20T17:21:39Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224515591,141,71.4,5224515587,56,Back,5224515593,212,10.3,5224515595,213,3.49,5224515589,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779471,252,1,1,19,15,77tfx9me4aaqhzv78bmgsy9bg,1,30.2,71.4,2024-09-20T17:21:39.375Z,2024-09-20T17:21:41Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5224515655,140,34.5,5224515661,213,5.25,5224515659,212,8.9,5224515657,141,60.2,5224515653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779509,253,1,1,19,17,77tfx9me4aaqhzv78bmgsy9bg,1,34.8,56.1,2024-09-20T17:21:41.678Z,2024-09-20T17:21:47Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224515901,212,23.8,5224515897,140,43.9,5224515903,213,5.13,5224515895,56,Back,5224515899,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779527,254,1,1,19,23,77tfx9me4aaqhzv78bmgsy9bg,0,58.5,31.6,2024-09-20T17:21:47.632Z,2024-09-20T17:21:51Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224516009,212,60.2,5224516003,56,Left,5224516007,141,89.9,5224516001,155,,5224516013,1,,5224516005,140,100.0,5224516011,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779531,138,5,1,19,27,cftj6g399tknheudaxsdpfdgb,1,-1.4,15.0,2024-09-20T17:21:51.262Z,2024-09-20T17:21:55Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224516029,346,,5224516043,233,255,5224516027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779529,255,5,1,19,27,77tfx9me4aaqhzv78bmgsy9bg,0,101.4,85.0,2024-09-20T17:21:51.262Z,2024-09-20T17:32:50Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224516021,56,Left,5224516049,233,138,5224516023,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779615,139,1,1,19,35,cftj6g399tknheudaxsdpfdgb,1,3.2,46.6,2024-09-20T17:21:59.342Z,2024-09-20T17:22:39Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5224516543,124,,5224516547,56,Back,5224516551,140,4.3,5224516565,237,,5224516557,212,10.7,5224516561,213,1.46,5224516555,141,62.3,5224517971,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779633,140,1,1,19,38,cftj6g399tknheudaxsdpfdgb,1,4.3,60.6,2024-09-20T17:22:02.637Z,2024-09-20T17:22:03Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5224516641,212,14.8,5224516637,140,3.6,5224516639,141,38.8,5224516645,213,4.66,5224516635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779649,141,1,1,19,39,cftj6g399tknheudaxsdpfdgb,1,3.5,37.0,2024-09-20T17:22:03.534Z,2024-09-20T17:22:04Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5224516731,213,4.65,5224516729,212,12.9,5224516725,140,2.7,5224516723,56,Back,5224516727,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779671,142,1,1,19,40,cftj6g399tknheudaxsdpfdgb,1,3.1,15.5,2024-09-20T17:22:04.862Z,2024-09-20T17:22:06Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224516833,212,10.0,5224516831,141,3.8,5224516829,140,8.8,5224516827,56,Back,5224516835,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779713,143,1,1,19,42,cftj6g399tknheudaxsdpfdgb,1,9.3,4.6,2024-09-20T17:22:06.701Z,2024-09-20T17:22:12Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224517055,213,0.75,5224517047,56,Back,5224517049,140,36.1,5224517053,212,38.4,5224517057,1,,5224517051,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779733,144,1,1,19,47,cftj6g399tknheudaxsdpfdgb,1,33.9,54.5,2024-09-20T17:22:12.077Z,2024-09-20T17:22:15Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5224517155,141,68.5,5224517153,140,35.9,5224517157,212,9.7,5224517151,56,Back,5224517159,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779751,145,1,1,19,51,cftj6g399tknheudaxsdpfdgb,1,57.5,65.8,2024-09-20T17:22:15.341Z,2024-09-20T17:22:19Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224517275,141,54.5,5224517273,140,57.1,5224517277,212,7.7,5224517271,56,Center,5224517279,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779781,146,1,1,19,54,cftj6g399tknheudaxsdpfdgb,1,63.2,43.0,2024-09-20T17:22:19.021Z,2024-09-20T17:22:23Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5224517475,140,72.3,5224517479,212,17.6,5224517481,213,5.28,5224517477,141,21.2,5224517473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779795,147,1,1,19,59,cftj6g399tknheudaxsdpfdgb,1,72.7,15.3,2024-09-20T17:22:23.389Z,2024-09-20T17:22:26Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224517587,213,5.08,5224517581,140,75.6,5224517583,141,3.8,5224517585,212,8.4,5224517579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779801,148,1,1,20,1,cftj6g399tknheudaxsdpfdgb,1,76.1,3.8,2024-09-20T17:22:26.061Z,2024-09-20T17:22:28Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224517625,140,68.6,5224517631,213,2.79,5224517629,212,8.4,5224517627,141,8.0,5224517623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779817,149,1,1,20,3,cftj6g399tknheudaxsdpfdgb,1,68.4,8.8,2024-09-20T17:22:27.997Z,2024-09-20T17:22:30Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224517713,213,1.09,5224517709,141,17.4,5224517711,212,6.6,5224517705,56,Right,5224517707,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779823,150,1,1,20,6,cftj6g399tknheudaxsdpfdgb,0,75.6,22.9,2024-09-20T17:22:30.174Z,2024-09-20T17:22:34Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224517747,213,6.13,5224517741,140,100.0,5224517737,155,,5224517743,141,16.6,5224517745,212,27.4,5224517739,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779825,151,5,1,20,7,cftj6g399tknheudaxsdpfdgb,0,101.0,16.2,2024-09-20T17:22:31.527Z,2024-09-20T17:32:51Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224517751,346,,5224518229,233,256,5224517749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779895,256,5,1,20,7,77tfx9me4aaqhzv78bmgsy9bg,1,-1.0,83.8,2024-09-20T17:22:31.527Z,2024-09-20T17:32:50Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224518181,346,,5224518207,233,151,5224518179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779907,257,1,1,20,17,77tfx9me4aaqhzv78bmgsy9bg,1,5.2,50.9,2024-09-20T17:22:42.142Z,2024-09-20T17:22:43Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5224518263,212,14.0,5224518267,213,4.71,5224518255,56,Back,5224518259,141,30.3,5224518279,237,,5224518253,124,,5224518257,140,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779915,258,1,1,20,18,77tfx9me4aaqhzv78bmgsy9bg,1,5.0,29.5,2024-09-20T17:22:43.006Z,2024-09-20T17:22:44Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5224518343,56,Back,5224518347,141,11.7,5224518349,212,13.0,5224518351,213,5.08,5224518345,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779925,259,1,1,20,20,77tfx9me4aaqhzv78bmgsy9bg,1,9.0,9.8,2024-09-20T17:22:44.302Z,2024-09-20T17:22:45Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5224518405,141,19.7,5224518409,213,2.16,5224518407,212,8.1,5224518401,56,Back,5224518403,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
