id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value
2777166703,165,1,1,14,52,ahnt9ejgwj58ul8auzdvi3czf,1,28.8,28.6,2025-02-16T13:15:56.403Z,2025-02-16T13:16:02Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520508481,56,Back,5520508487,212,13.6,5520508483,140,38.8,5520508489,213,0.69,5520508485,141,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424029,697,83,1,14,54,c165yjiny1qnmfdvefxvflnkc,1,64.1,64.8,2025-02-16T13:15:58.324Z,2025-02-16T17:11:57Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5521907145,399,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166719,166,1,1,14,58,ahnt9ejgwj58ul8auzdvi3czf,1,39.6,32.9,2025-02-16T13:16:01.875Z,2025-02-16T13:16:03Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520508581,141,5.7,5520508579,140,46.7,5520508585,213,5.10,5520508577,56,Back,5520508583,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166733,167,1,1,14,59,ahnt9ejgwj58ul8auzdvi3czf,1,51.9,7.0,2025-02-16T13:16:03.139Z,2025-02-16T17:12:06Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520508715,213,2.15,5520508705,140,45.9,5520508713,212,11.5,5520508709,141,21.1,5520508703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166777,168,1,1,15,1,ahnt9ejgwj58ul8auzdvi3czf,1,46.0,20.5,2025-02-16T13:16:04.915Z,2025-02-16T13:16:06Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520508925,141,21.0,5520508923,140,59.9,5520508927,212,14.6,5520508921,56,Right,5520508933,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166801,169,1,1,15,3,ahnt9ejgwj58ul8auzdvi3czf,1,60.0,21.0,2025-02-16T13:16:06.611Z,2025-02-16T13:16:07Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5520509059,56,Right,5520509069,212,7.8,5520509063,140,52.6,5520509067,141,19.7,5520509071,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166819,170,1,1,15,4,ahnt9ejgwj58ul8auzdvi3czf,1,52.5,19.4,2025-02-16T13:16:07.522Z,2025-02-16T13:16:08Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520509155,213,0.76,5520509149,140,58.4,5520509147,56,Center,5520509151,141,28.0,5520509153,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166873,171,1,1,15,4,ahnt9ejgwj58ul8auzdvi3czf,1,58.4,28.0,2025-02-16T13:16:08.275Z,2025-02-16T13:16:10Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520509353,213,6.24,5520509345,56,Center,5520509349,141,27.3,5520509351,212,11.8,5520509347,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777166961,172,1,1,15,7,ahnt9ejgwj58ul8auzdvi3czf,1,70.9,36.6,2025-02-16T13:16:10.467Z,2025-02-16T13:16:14Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5520509821,141,83.4,5520509817,56,Left,5520509827,1,,5520509825,213,1.27,5520509823,212,33.3,5520509819,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167003,173,1,1,15,10,ahnt9ejgwj58ul8auzdvi3czf,0,87.0,81.6,2025-02-16T13:16:13.875Z,2025-02-16T17:12:27Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520510015,56,Center,5521909257,72,,5520510019,141,45.8,5520510013,155,,5520510023,213,5.10,5520510017,140,96.4,5520510011,2,,5520510021,212,26.3,5521909255,224,,,,,,,,,,,,,,,,,,,,,,,,,
2777167071,119,12,1,15,13,c165yjiny1qnmfdvefxvflnkc,1,5.2,55.7,2025-02-16T13:16:16.848Z,2025-02-16T13:16:19Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5520510365,213,1.51,5520510375,15,,5520510363,212,24.0,5520510361,141,91.0,5520510359,140,6.6,5520510357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167147,174,1,1,15,16,ahnt9ejgwj58ul8auzdvi3czf,1,92.0,6.6,2025-02-16T13:16:19.875Z,2025-02-16T13:16:22Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520510699,56,Right,5520510705,212,14.4,5520510701,140,79.5,5520510703,141,15.3,5520510709,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167175,175,1,1,15,18,ahnt9ejgwj58ul8auzdvi3czf,1,79.9,17.4,2025-02-16T13:16:22.019Z,2025-02-16T13:16:23Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520510885,141,29.8,5520510883,140,75.4,5520510889,213,2.08,5520510881,56,Center,5520510887,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167189,176,1,1,15,20,ahnt9ejgwj58ul8auzdvi3czf,1,76.2,29.6,2025-02-16T13:16:23.810Z,2025-02-16T13:16:24Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520510943,213,4.88,5520510941,212,8.6,5520510935,56,Right,5520510937,140,77.6,5520510939,141,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167239,177,1,1,15,21,ahnt9ejgwj58ul8auzdvi3czf,1,77.6,17.1,2025-02-16T13:16:24.659Z,2025-02-16T13:16:26Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520511141,56,Right,5520511147,212,14.2,5520511143,140,90.4,5520511149,213,5.95,5520511145,141,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167321,178,1,1,15,22,ahnt9ejgwj58ul8auzdvi3czf,0,93.0,11.3,2025-02-16T13:16:26.388Z,2025-02-16T17:12:45Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520511635,140,88.3,5521910305,20,,5520511643,1,,5520511639,212,61.5,5520511633,56,Left,5521910303,224,,5520511641,213,1.65,5521910635,345,,5520511637,141,5520511631,155,5520511629,2,100.0,,,,,,,,,,,,,,,,,,,,
2777424855,698,56,1,15,30,c165yjiny1qnmfdvefxvflnkc,1,20.7,0.9,2025-02-16T13:16:33.994Z,2025-02-16T17:12:58Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5521911629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167749,120,5,1,15,30,c165yjiny1qnmfdvefxvflnkc,1,15.9,-1.8,2025-02-16T13:16:34.388Z,2025-02-16T13:24:45Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520513737,56,Back,5520513749,233,179,5520513741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167383,179,5,1,15,30,ahnt9ejgwj58ul8auzdvi3czf,0,84.1,101.8,2025-02-16T13:16:34.388Z,2025-02-16T13:24:45Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520511893,56,Left,5520511895,347,,5520513769,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167783,121,1,1,15,54,c165yjiny1qnmfdvefxvflnkc,0,23.9,0.0,2025-02-16T13:16:57.617Z,2025-02-16T17:13:21Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520514345,107,,5520513901,213,0.31,5520513897,141,13.7,5520513895,140,55.4,5520514067,189,,5520513903,1,,5520513899,212,34.7,5520513893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167805,180,61,1,15,55,ahnt9ejgwj58ul8auzdvi3czf,1,44.9,67.9,2025-02-16T13:16:59.266Z,2025-02-16T17:13:37Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5521914201,189,,5520514037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167877,182,1,1,15,57,ahnt9ejgwj58ul8auzdvi3czf,1,44.4,75.4,2025-02-16T13:17:01.330Z,2025-02-16T13:17:04Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520514445,56,Back,5520514453,212,29.7,5520514447,140,47.8,5520514449,141,32.1,5520514455,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167923,183,1,1,16,1,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,22.9,2025-02-16T13:17:04.770Z,2025-02-16T13:17:08Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520514681,56,Center,5520514687,212,7.8,5520514683,140,57.6,5520514689,213,1.43,5520514685,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167971,184,1,1,16,4,ahnt9ejgwj58ul8auzdvi3czf,1,59.1,30.8,2025-02-16T13:17:08.114Z,2025-02-16T13:17:11Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520514925,140,72.5,5520514927,141,4.5,5520514931,213,5.38,5520514929,212,22.8,5520514923,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777167987,185,1,1,16,7,ahnt9ejgwj58ul8auzdvi3czf,1,72.4,3.2,2025-02-16T13:17:11.282Z,2025-02-16T13:17:13Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520515021,56,Right,5520515027,212,9.9,5520515025,141,17.6,5520515023,140,73.6,5520515029,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168021,186,1,1,16,9,ahnt9ejgwj58ul8auzdvi3czf,1,74.1,15.1,2025-02-16T13:17:12.898Z,2025-02-16T13:17:15Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5520515225,141,3.5,5520515223,140,72.1,5520515229,213,4.45,5520515221,56,Right,5520515227,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168049,187,1,1,16,11,ahnt9ejgwj58ul8auzdvi3czf,1,72.2,4.0,2025-02-16T13:17:15.330Z,2025-02-16T13:17:17Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520515371,140,59.6,5520515377,212,13.6,5520515375,141,8.4,5520515369,56,Right,5520515379,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168083,188,1,1,16,14,ahnt9ejgwj58ul8auzdvi3czf,1,59.6,8.4,2025-02-16T13:17:17.458Z,2025-02-16T13:17:18Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520515525,56,Center,5520515533,213,1.15,5520515527,140,64.3,5520515531,212,12.1,5520515529,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168103,189,1,1,16,15,ahnt9ejgwj58ul8auzdvi3czf,1,64.3,24.6,2025-02-16T13:17:18.642Z,2025-02-16T13:19:39Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520515655,56,Right,5520515663,213,4.28,5520515657,140,60.0,5520515659,141,10.2,5520515661,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168139,190,1,1,16,17,ahnt9ejgwj58ul8auzdvi3czf,1,60.4,10.7,2025-02-16T13:17:20.562Z,2025-02-16T13:17:24Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520515905,141,36.1,5520515903,140,57.3,5520515911,213,1.76,5520515907,212,17.6,5520515901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168207,191,1,1,16,20,ahnt9ejgwj58ul8auzdvi3czf,1,57.3,36.0,2025-02-16T13:17:23.938Z,2025-02-16T13:17:27Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520516247,141,66.3,5520516243,140,53.2,5520516241,56,Center,5520516253,213,1.78,5520516251,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168247,192,1,1,16,24,ahnt9ejgwj58ul8auzdvi3czf,1,53.3,67.1,2025-02-16T13:17:28.370Z,2025-02-16T13:17:29Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520516429,212,20.8,5520516423,56,Left,5520516431,213,0.95,5520516427,141,91.9,5520516425,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168297,193,1,1,16,26,ahnt9ejgwj58ul8auzdvi3czf,1,64.8,92.1,2025-02-16T13:17:29.523Z,2025-02-16T13:17:33Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520516737,141,80.3,5520516739,212,15.8,5520516733,56,Left,5520516735,140,51.8,5520516743,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168333,194,1,1,16,29,ahnt9ejgwj58ul8auzdvi3czf,1,46.6,66.0,2025-02-16T13:17:32.962Z,2025-02-16T13:17:35Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520516995,212,16.8,5520516993,141,41.5,5520516989,56,Back,5520516997,213,4.58,5520516991,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168357,195,1,1,16,32,ahnt9ejgwj58ul8auzdvi3czf,1,47.2,36.0,2025-02-16T13:17:35.778Z,2025-02-16T17:14:15Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520517109,140,65.2,5520517107,56,Right,5520517111,141,4.9,5520517113,212,28.4,5520517115,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168399,196,1,1,16,35,ahnt9ejgwj58ul8auzdvi3czf,1,66.7,4.0,2025-02-16T13:17:38.882Z,2025-02-16T13:17:43Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520517365,213,1.46,5520517363,212,6.7,5520517361,141,13.8,5520517359,140,67.4,5520517357,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168451,197,1,1,16,39,ahnt9ejgwj58ul8auzdvi3czf,0,64.0,22.0,2025-02-16T13:17:43.187Z,2025-02-16T13:17:47Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5520517707,213,1.06,5520517695,56,Left,5520517699,140,92.9,5520517693,196,,5520517709,1,,5520517703,141,100.0,5520517691,155,,5520517705,212,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168513,122,5,1,16,43,c165yjiny1qnmfdvefxvflnkc,1,8.2,-1.4,2025-02-16T13:17:47.137Z,2025-02-16T13:24:45Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520518015,233,198,5520517989,56,Back,5520517991,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168455,198,5,1,16,43,ahnt9ejgwj58ul8auzdvi3czf,0,91.8,101.4,2025-02-16T13:17:47.137Z,2025-02-16T13:17:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5520518039,233,122,5520517721,347,,5520517719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168773,123,1,1,17,2,c165yjiny1qnmfdvefxvflnkc,1,10.7,0.0,2025-02-16T13:18:06.095Z,2025-02-16T13:18:08Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520519507,213,0.19,5520519501,140,25.7,5520519499,56,Back,5520519503,141,2.5,5520519505,212,16.0,5520519497,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168801,124,1,1,17,4,c165yjiny1qnmfdvefxvflnkc,1,25.7,2.5,2025-02-16T13:18:08.015Z,2025-02-16T17:14:39Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5520519679,141,2.4,5520519683,213,3.15,5520519677,140,15.1,5520519681,212,11.1,5520519675,56,Back,5521919321,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168819,125,1,1,17,6,c165yjiny1qnmfdvefxvflnkc,0,15.1,2.4,2025-02-16T13:18:09.984Z,2025-02-16T13:18:11Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520519743,157,,5520519755,1,,5520519749,141,11.9,5520519745,56,Back,5520519753,213,0.35,5520519747,140,31.9,5520519751,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777426477,699,83,1,17,8,c165yjiny1qnmfdvefxvflnkc,1,30.7,20.5,2025-02-16T13:18:12.256Z,2025-02-16T17:14:57Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5521920681,399,bplpqy3ierwlm12d1f3prue7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168881,200,1,1,17,9,ahnt9ejgwj58ul8auzdvi3czf,1,69.3,72.5,2025-02-16T13:18:12.689Z,2025-02-16T13:18:16Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520520153,140,63.7,5520520159,213,4.33,5520520155,141,50.8,5520520151,56,Center,5520520157,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168901,201,1,1,17,12,ahnt9ejgwj58ul8auzdvi3czf,1,56.3,44.0,2025-02-16T13:18:16.193Z,2025-02-16T17:15:04Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520520281,140,46.6,5520520291,213,2.76,5520520279,56,Back,5520520287,212,11.0,5520520283,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168927,202,1,1,17,13,ahnt9ejgwj58ul8auzdvi3czf,1,46.7,50.0,2025-02-16T13:18:17.409Z,2025-02-16T13:18:20Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520520451,213,1.16,5520520447,141,73.1,5520520445,140,53.2,5520520443,56,Center,5520520449,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168961,203,1,1,17,16,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,75.6,2025-02-16T13:18:19.937Z,2025-02-16T13:18:22Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520520597,212,24.2,5520520591,141,95.0,5520520589,140,75.9,5520520601,213,0.58,5520520585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777168999,204,1,1,17,19,ahnt9ejgwj58ul8auzdvi3czf,1,75.8,94.7,2025-02-16T13:18:22.801Z,2025-02-16T13:18:25Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5520520797,140,70.6,5520520803,213,3.91,5520520799,141,87.0,5520520801,212,7.6,5520520795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169049,205,1,1,17,22,ahnt9ejgwj58ul8auzdvi3czf,1,72.6,88.5,2025-02-16T13:18:25.553Z,2025-02-16T13:18:28Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520521045,141,92.4,5520521041,56,Left,5520521049,213,0.48,5520521043,140,77.5,5520521047,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169069,206,1,1,17,24,ahnt9ejgwj58ul8auzdvi3czf,1,67.4,92.8,2025-02-16T13:18:28.369Z,2025-02-16T17:15:17Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5520521205,140,60.4,5520521209,212,9.3,5520521203,56,Left,5520521207,141,84.4,5520521211,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169097,207,1,1,17,28,ahnt9ejgwj58ul8auzdvi3czf,1,63.3,53.3,2025-02-16T13:18:31.889Z,2025-02-16T13:18:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520521361,56,Center,5520521367,212,12.1,5520521369,213,4.37,5520521363,140,59.4,5520521365,141,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169169,208,1,1,17,31,ahnt9ejgwj58ul8auzdvi3czf,1,60.2,31.9,2025-02-16T13:18:34.529Z,2025-02-16T13:18:39Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520521709,212,23.5,5520521703,56,Right,5520521707,141,5.2,5520521711,213,5.40,5520521705,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169207,209,1,1,17,36,ahnt9ejgwj58ul8auzdvi3czf,1,74.0,8.3,2025-02-16T13:18:39.842Z,2025-02-16T13:18:43Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520521945,213,6.14,5520521937,56,Right,5520521939,140,89.3,5520521943,212,16.2,5520521941,141,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169211,210,50,1,17,39,ahnt9ejgwj58ul8auzdvi3czf,1,91.0,3.6,2025-02-16T13:18:42.898Z,2025-02-16T17:52:36Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520521967,56,Right,5522105815,233,126,5520521969,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169231,126,7,1,17,39,c165yjiny1qnmfdvefxvflnkc,1,9.0,96.4,2025-02-16T13:18:42.899Z,2025-02-16T17:52:35Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5520522091,56,Back,5521923707,178,,5520522089,167,,5520522093,285,,5521923705,385,,5522105799,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169247,127,5,1,17,41,c165yjiny1qnmfdvefxvflnkc,0,8.9,101.5,2025-02-16T13:18:44.898Z,2025-02-16T17:15:36Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5521923867,361,,5520522187,56,Back,5520522189,347,,5520522475,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169285,211,5,1,17,41,ahnt9ejgwj58ul8auzdvi3czf,1,91.1,-1.5,2025-02-16T13:18:44.898Z,2025-02-16T17:15:38Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520522469,233,127,5520522459,347,,5521924053,361,,5520522455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169303,212,1,1,17,48,ahnt9ejgwj58ul8auzdvi3czf,1,85.8,0.0,2025-02-16T13:18:51.665Z,2025-02-16T17:16:17Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520522561,213,3.03,5520522557,141,2.1,5520522551,107,,5520522559,212,20.5,5520522553,56,Right,5520522555,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169343,213,1,1,17,49,ahnt9ejgwj58ul8auzdvi3czf,1,68.3,9.7,2025-02-16T13:18:53.181Z,2025-02-16T13:18:56Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520522775,140,53.1,5520522773,56,Center,5520522781,212,29.3,5520522785,213,2.15,5520522777,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169373,214,1,1,17,52,ahnt9ejgwj58ul8auzdvi3czf,1,53.2,50.2,2025-02-16T13:18:56.097Z,2025-02-16T13:18:58Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520522967,141,38.8,5520522969,212,10.0,5520522971,213,5.39,5520522963,56,Center,5520522965,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169397,215,1,1,17,55,ahnt9ejgwj58ul8auzdvi3czf,1,60.8,35.8,2025-02-16T13:18:58.481Z,2025-02-16T17:16:29Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520523113,213,5.33,5520523109,141,4.8,5520523107,140,75.1,5520523111,212,25.9,5520523105,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169427,216,1,1,17,57,ahnt9ejgwj58ul8auzdvi3czf,1,74.1,5.3,2025-02-16T13:19:01.041Z,2025-02-16T13:19:02Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520523295,213,2.06,5520523281,56,Right,5520523291,212,11.9,5520523287,141,20.8,5520523283,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169467,217,1,1,17,59,ahnt9ejgwj58ul8auzdvi3czf,1,68.8,20.8,2025-02-16T13:19:02.673Z,2025-02-16T13:19:05Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520523503,140,82.5,5520523509,213,0.19,5520523505,141,24.9,5520523507,212,14.7,5520523501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169473,218,1,1,18,2,ahnt9ejgwj58ul8auzdvi3czf,0,92.0,22.3,2025-02-16T13:19:05.873Z,2025-02-16T17:16:54Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5521930059,140,97.3,5521930061,141,39.5,5521930063,212,13.0,5520523543,56,Center,5521930065,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169491,128,52,1,18,4,c165yjiny1qnmfdvefxvflnkc,1,3.9,60.5,2025-02-16T13:19:07.663Z,2025-02-16T17:16:56Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5521930281,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169607,129,1,1,18,10,c165yjiny1qnmfdvefxvflnkc,1,10.0,59.7,2025-02-16T13:19:13.438Z,2025-02-16T13:57:01Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5520524307,213,0.01,5520524297,123,,5520524301,140,22.5,5520524305,212,13.1,5520524303,141,59.9,5520524299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777169617,130,1,1,18,12,c165yjiny1qnmfdvefxvflnkc,1,37.9,59.4,2025-02-16T13:19:15.967Z,2025-02-16T17:17:10Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5520524389,56,Back,5520524393,141,87.0,5521931365,189,,5520524395,212,18.8,5520524391,140,36.5,5520524397,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
