id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2721537845,298,1,1,24,16,77tfx9me4aaqhzv78bmgsy9bg,1,47.3,39.8,2024-09-16T17:24:24.231Z,2024-09-16T17:24:27Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217621239,212,12.7,5217621237,141,58.4,5217621241,213,1.55,5217621235,140,47.6,5217621233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537871,299,1,1,24,19,77tfx9me4aaqhzv78bmgsy9bg,1,53.3,60.6,2024-09-16T17:24:26.871Z,2024-09-16T17:24:31Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217621383,141,63.2,5217621379,56,Center,5217621385,212,16.8,5217621387,213,0.11,5217621381,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537897,300,43,1,24,23,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-09-16T17:24:31.175Z,2024-09-16T20:32:17Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217621511,56,Center,5218264365,144,3,5217621539,233,184,5217621515,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537893,184,43,1,24,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-16T17:24:31.275Z,2024-09-16T20:32:18Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5217621489,56,Back,5218264487,144,45,5217621491,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537905,301,61,1,24,24,77tfx9me4aaqhzv78bmgsy9bg,0,84.8,52.4,2024-09-16T17:24:32.280Z,2024-09-16T17:49:04Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217621547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537933,185,12,1,24,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.6,56.6,2024-09-16T17:24:33.284Z,2024-09-16T20:32:22Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5217621713,140,27.3,5217621715,141,37.9,5217621719,213,5.56,5217621717,212,19.2,5217621711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537941,186,3,1,24,28,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.5,34.0,2024-09-16T17:24:35.927Z,2024-09-16T20:32:30Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5217621775,285,,5217621839,233,302,5217621773,56,Back,5218265181,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537947,302,7,1,24,28,77tfx9me4aaqhzv78bmgsy9bg,1,73.5,66.0,2024-09-16T17:24:35.928Z,2024-09-16T20:32:33Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5217621795,286,,5218265397,384,,5217621805,233,186,5217621793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537963,303,1,1,24,30,77tfx9me4aaqhzv78bmgsy9bg,1,57.0,76.8,2024-09-16T17:24:38.583Z,2024-09-16T17:24:40Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217621943,213,5.47,5217621941,212,8.1,5217621935,56,Center,5217621939,141,68.1,5217621937,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537971,304,1,1,24,33,77tfx9me4aaqhzv78bmgsy9bg,1,62.3,68.1,2024-09-16T17:24:40.791Z,2024-09-16T17:24:41Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217621983,140,69.4,5217621989,213,5.21,5217621987,212,15.5,5217621985,141,48.1,5217621981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537977,305,1,1,24,34,77tfx9me4aaqhzv78bmgsy9bg,1,69.4,48.1,2024-09-16T17:24:41.687Z,2024-09-16T17:24:43Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217622013,213,0.87,5217622007,140,74.3,5217622009,141,57.0,5217622005,56,Center,5217622011,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537981,306,1,1,24,35,77tfx9me4aaqhzv78bmgsy9bg,1,73.2,56.1,2024-09-16T17:24:42.921Z,2024-09-16T17:24:44Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217622049,213,0.85,5217622039,140,78.8,5217622033,155,,5217622043,141,66.0,5217622047,212,8.9,5217622035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721537993,307,1,1,24,36,77tfx9me4aaqhzv78bmgsy9bg,1,78.8,66.0,2024-09-16T17:24:43.912Z,2024-09-16T17:24:46Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5217622189,212,11.0,5217622181,168,,5217622191,213,0.70,5217622179,3,,5217622183,56,Center,5217622187,141,76.5,5217622185,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538007,308,1,1,24,39,77tfx9me4aaqhzv78bmgsy9bg,1,85.8,74.0,2024-09-16T17:24:46.663Z,2024-09-16T17:24:49Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5217622261,212,14.6,5217622259,141,74.9,5217622257,140,99.7,5217622255,56,Center,5217622263,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538035,309,1,1,24,41,77tfx9me4aaqhzv78bmgsy9bg,1,99.0,76.1,2024-09-16T17:24:49.448Z,2024-09-16T20:32:49Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5217622443,213,4.32,5217622433,155,,5217622435,56,Center,5217622437,140,90.6,5218266073,224,,5217622441,212,22.9,5217622439,141,45.1,5217622431,2,,5218266075,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538239,315,44,1,24,42,77tfx9me4aaqhzv78bmgsy9bg,1,90.6,49.9,2024-09-16T17:24:50.009Z,2024-09-16T17:49:55Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217623675,233,187,5217623671,286,,5217623669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538043,187,44,1,24,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,9.4,50.1,2024-09-16T17:24:50.010Z,2024-09-16T18:00:23Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5217622491,285,,5217623693,233,315,5217622489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538047,310,1,1,24,43,77tfx9me4aaqhzv78bmgsy9bg,1,90.9,46.8,2024-09-16T17:24:51.008Z,2024-09-16T17:50:26Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,,5217622513,141,49.3,5217622515,212,3.0,5217622517,213,0.59,5217629087,154,,5217622507,3,,5217629085,210,15,5217622509,56,Center,5217622511,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538053,311,15,1,24,44,77tfx9me4aaqhzv78bmgsy9bg,1,93.4,49.9,2024-09-16T17:24:51.688Z,2024-09-16T17:50:23Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5217628979,82,,5217689021,108,,5217629109,147,49.8,5217629097,154,,5217622541,22,,5217629095,29,,5217689017,78,,5217689015,72,,5217622543,17,,5217629103,102,49.3,5217689023,328,5217629119,233,188,5217629111,230,98.9,5217629099,55,5217689019,215,5217622545,56,,,310,Center,5217629113,231,50,5217689025,100,5217629107,146,94.3,5217629105,103,19,
2721538051,188,10,1,24,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.7,48.4,2024-09-16T17:24:51.788Z,2024-09-16T18:00:15Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5217622537,94,,5217629135,233,311,5217622539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538073,312,1,1,24,49,77tfx9me4aaqhzv78bmgsy9bg,1,95.4,14.9,2024-09-16T17:24:57.224Z,2024-09-16T17:24:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217622673,56,Right,5217622681,213,2.93,5217622677,141,20.3,5217622679,212,17.7,5217622675,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538103,313,1,1,24,51,77tfx9me4aaqhzv78bmgsy9bg,1,79.7,20.0,2024-09-16T17:24:58.664Z,2024-09-16T17:25:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,1.0,,5217622935,210,15,5217622789,213,1.63,5217622781,56,Center,5217622783,140,79.3,5217622787,212,7.3,5217622785,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538107,314,15,1,24,53,77tfx9me4aaqhzv78bmgsy9bg,1,77.5,32.8,2024-09-16T17:25:01.081Z,2024-09-16T20:33:27Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5217622963,147,48.9,5217622809,56,Center,5217622863,72,,5217622959,215,,5217622947,76,,5217622951,55,313,5217622805,22,,5217622807,18,,5217622955,102,52.2,5217622957,103,13.9,5217622949,29,5217622961,146,98.5,5217622999,233,189,,,,,,,,,,,,,,,,,,,,,,
2721538113,189,10,1,24,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.4,51.2,2024-09-16T17:25:01.181Z,2024-09-16T20:33:32Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5217622849,56,Back,5218267819,376,,5217622893,180,,5217622891,177,,5217622847,182,,5217622925,233,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538121,190,52,1,24,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.4,51.2,2024-09-16T17:25:01.895Z,2024-09-16T20:33:36Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5218268017,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538261,191,1,1,25,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,10.2,57.2,2024-09-16T17:25:27.575Z,2024-09-16T17:31:37Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5217623779,189,,5217623759,199,,5217623771,1,,5217623761,56,Back,5217623769,213,0.58,5217623763,140,45.1,5217623765,141,92.3,5217623767,212,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538287,317,1,1,25,21,77tfx9me4aaqhzv78bmgsy9bg,1,57.9,10.7,2024-09-16T17:25:29.112Z,2024-09-16T17:25:32Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217623943,213,5.88,5217623939,141,5.8,5217623937,140,65.3,5217623941,212,8.5,5217623935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538293,318,1,1,25,25,77tfx9me4aaqhzv78bmgsy9bg,1,67.0,3.5,2024-09-16T17:25:32.761Z,2024-09-16T17:25:34Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217623969,56,Right,5217623971,140,56.0,5217623973,141,5.6,5217623975,212,11.6,5217623977,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538307,319,1,1,25,26,77tfx9me4aaqhzv78bmgsy9bg,1,55.6,5.9,2024-09-16T17:25:34.217Z,2024-09-16T17:25:36Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217624073,141,21.7,5217624075,212,20.2,5217624077,213,2.58,5217624069,56,Back,5217624071,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538337,320,1,1,25,28,77tfx9me4aaqhzv78bmgsy9bg,1,41.6,21.4,2024-09-16T17:25:36.425Z,2024-09-16T17:25:40Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217624257,141,48.7,5217624259,212,18.7,5217624255,140,39.2,5217624253,56,Back,5217624261,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538355,321,1,1,25,32,77tfx9me4aaqhzv78bmgsy9bg,1,47.5,50.1,2024-09-16T17:25:40.233Z,2024-09-16T17:25:41Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217624333,213,5.81,5217624329,141,44.6,5217624327,140,54.4,5217624325,56,Center,5217624331,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538357,322,1,1,25,33,77tfx9me4aaqhzv78bmgsy9bg,1,54.4,44.6,2024-09-16T17:25:41.513Z,2024-09-16T20:34:03Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217624353,141,55.1,5217624357,213,2.38,5217624355,212,10.4,5217624349,56,Back,5217624351,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538377,323,1,1,25,37,77tfx9me4aaqhzv78bmgsy9bg,1,48.9,55.5,2024-09-16T17:25:44.681Z,2024-09-16T17:25:48Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217624495,212,17.2,5217624497,213,4.58,5217624493,141,30.5,5217624489,56,Back,5217624491,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538383,324,1,1,25,40,77tfx9me4aaqhzv78bmgsy9bg,1,52.8,24.5,2024-09-16T17:25:48.473Z,2024-09-16T17:25:50Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217624569,212,20.4,5217624571,213,5.75,5217624565,140,69.5,5217624567,141,9.2,5217624563,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538385,325,61,1,25,42,77tfx9me4aaqhzv78bmgsy9bg,0,69.5,9.2,2024-09-16T17:25:49.977Z,2024-09-16T17:25:50Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217624579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538409,193,1,1,25,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,16.9,90.6,2024-09-16T17:25:53.382Z,2024-09-16T17:25:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5217624749,56,Back,5217624757,213,6.19,5217624755,212,29.4,5217624753,141,86.6,5217624751,140,44.8,5217624747,157,,5217624759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538419,326,1,1,25,49,77tfx9me4aaqhzv78bmgsy9bg,0,59.6,19.3,2024-09-16T17:25:57.017Z,2024-09-16T17:25:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217624795,213,6.14,5217624791,141,14.9,5217624789,140,78.8,5217624793,212,20.4,5217624787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538439,194,1,1,25,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.5,87.7,2024-09-16T17:25:59.350Z,2024-09-16T17:26:00Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5217624905,140,36.5,5217624907,141,81.1,5217624911,213,5.73,5217624903,56,Back,5217624909,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538447,195,1,1,25,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.5,81.7,2024-09-16T17:26:00.199Z,2024-09-16T17:26:01Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5217624949,213,4.76,5217624941,56,Back,5217624947,212,9.5,5217624945,141,67.8,5217624943,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538457,196,1,1,25,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.7,68.4,2024-09-16T17:26:01.334Z,2024-09-16T17:26:02Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5217624983,140,21.2,5217624981,56,Back,5217624985,141,79.3,5217624989,213,2.66,5217624987,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538477,197,1,1,25,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.2,79.3,2024-09-16T17:26:02.374Z,2024-09-16T17:26:07Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5217625139,140,9.1,5217625149,213,4.04,5217625147,212,20.5,5217625143,141,55.7,5217625133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538503,198,1,1,25,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.7,50.3,2024-09-16T17:26:06.871Z,2024-09-16T17:26:10Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5217625327,212,39.4,5217625315,155,,5217625317,56,Back,5217625323,141,4.3,5217625331,213,5.37,5217625335,1,,5217625319,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538579,199,1,1,26,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.5,4.3,2024-09-16T17:26:10.519Z,2024-09-16T17:26:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5217625705,141,16.7,5217625707,212,8.5,5217625703,140,31.2,5217625699,3,,5217625709,213,1.73,5217625701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538537,327,83,1,26,5,77tfx9me4aaqhzv78bmgsy9bg,0,70.6,96.5,2024-09-16T17:26:13.562Z,2024-09-16T17:26:21Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5217625853,399,8domjmewnw5h6b19vef8w0afp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538595,200,1,1,26,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.7,4.4,2024-09-16T17:26:19.095Z,2024-09-16T17:26:20Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5217625781,212,8.6,5217625775,56,Back,5217625779,141,3.1,5217625777,140,29.8,5217625783,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538603,201,1,1,26,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.8,3.1,2024-09-16T17:26:20.503Z,2024-09-16T17:26:21Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5217625833,212,7.9,5217625827,56,Back,5217625829,140,30.8,5217625835,213,1.44,5217625831,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538615,328,1,1,26,14,77tfx9me4aaqhzv78bmgsy9bg,0,68.4,81.8,2024-09-16T17:26:21.866Z,2024-09-16T17:26:30Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217626229,140,69.1,5217626233,212,0.8,5217626237,236,,5217625891,56,Left,5217626235,213,0.51,5217626245,286,,5217626239,233,202,5217626231,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538625,202,74,1,26,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.2,13.2,2024-09-16T17:26:21.867Z,2024-09-16T17:35:07Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5217625949,56,Back,5217625951,285,,5217626293,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538649,203,1,1,26,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.1,26.4,2024-09-16T17:26:24.119Z,2024-09-16T17:26:25Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5217626043,56,Center,5217626047,141,37.6,5217626049,212,16.6,5217626051,213,0.48,5217626045,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538683,204,1,1,26,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.4,37.6,2024-09-16T17:26:25.239Z,2024-09-16T17:26:30Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5217626271,212,18.9,5217626265,56,Center,5217626269,141,22.7,5217626273,213,5.72,5217626267,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538691,205,3,1,26,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,75.5,25.0,2024-09-16T17:26:28.258Z,2024-09-16T20:34:44Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5217626313,56,Center,5217626315,286,,5218271323,465,,5217647635,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721541165,399,7,1,26,20,77tfx9me4aaqhzv78bmgsy9bg,1,24.5,75.0,2024-09-16T17:26:28.259Z,2024-09-16T20:35:02Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5218272275,384,,5217640117,285,,5217640115,56,Back,5217647717,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538705,206,43,1,26,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-16T17:26:30.056Z,2024-09-16T20:35:03Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5217641605,233,329,5218272387,144,3,5217626399,56,Center,5217626403,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538709,329,61,1,26,22,77tfx9me4aaqhzv78bmgsy9bg,1,29.6,78.2,2024-09-16T17:26:30.057Z,2024-09-16T20:35:06Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5217626417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538715,331,43,1,26,25,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-09-16T17:26:33.066Z,2024-09-16T17:48:06Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217683715,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538727,332,1,1,26,25,77tfx9me4aaqhzv78bmgsy9bg,1,36.7,81.6,2024-09-16T17:26:33.546Z,2024-09-16T17:26:35Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217626495,213,3.23,5217626491,141,80.1,5217626493,212,11.7,5217626489,140,25.6,5217626487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538759,333,1,1,26,27,77tfx9me4aaqhzv78bmgsy9bg,1,25.6,80.1,2024-09-16T17:26:34.986Z,2024-09-16T17:26:37Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217626685,56,Back,5217626689,141,70.4,5217626693,213,3.60,5217626687,140,12.9,5217626691,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538805,334,1,1,26,30,77tfx9me4aaqhzv78bmgsy9bg,1,13.6,64.2,2024-09-16T17:26:37.770Z,2024-09-16T17:26:42Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217626913,56,Back,5217626921,212,25.8,5217626915,140,14.2,5217626919,141,26.3,5217626923,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538827,335,1,1,26,36,77tfx9me4aaqhzv78bmgsy9bg,1,32.7,14.2,2024-09-16T17:26:43.626Z,2024-09-16T17:26:46Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217627061,213,1.81,5217627053,56,Back,5217627055,140,29.9,5217627057,141,32.0,5217627059,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538837,336,1,1,26,38,77tfx9me4aaqhzv78bmgsy9bg,1,30.2,31.4,2024-09-16T17:26:46.330Z,2024-09-16T17:26:47Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217627123,212,8.3,5217627117,56,Back,5217627119,140,36.3,5217627121,141,39.2,5217627125,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538893,337,1,1,26,39,77tfx9me4aaqhzv78bmgsy9bg,1,36.3,39.2,2024-09-16T17:26:47.274Z,2024-09-16T17:26:54Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217627433,56,Back,5217627439,212,7.7,5217627437,141,32.3,5217627441,213,3.80,5217627435,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538921,338,1,1,26,46,77tfx9me4aaqhzv78bmgsy9bg,1,39.9,31.0,2024-09-16T17:26:54.299Z,2024-09-16T17:26:56Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217627559,56,Back,5217627561,140,43.2,5217627563,141,11.8,5217627565,212,13.5,5217627567,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721538943,339,1,1,26,48,77tfx9me4aaqhzv78bmgsy9bg,1,43.6,11.6,2024-09-16T17:26:56.267Z,2024-09-16T17:26:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217627731,56,Back,5217627735,141,31.3,5217627739,212,18.9,5217627733,140,30.9,5217627743,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
