id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/13/value
2800864921,178,1,1,25,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.9,4.3,2025-04-13T16:25:46.492Z,2025-04-13T16:25:48Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5650449481,140,56.6,5650449487,213,1.77,5650449483,141,14.3,5650449485,212,6.9,5650449479,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800864971,179,1,1,25,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.4,13.5,2025-04-13T16:25:48.204Z,2025-04-13T16:25:56Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5650449841,212,11.8,5650449843,213,3.29,5650449835,140,44.3,5650449831,56,Back,5650449839,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800864995,180,1,1,25,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.1,29.2,2025-04-13T16:25:55.917Z,2025-04-13T16:25:58Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650449979,141,57.8,5650449983,213,2.07,5650449981,212,22.2,5650449977,140,34.9,5650449975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865045,181,1,1,25,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.9,57.8,2025-04-13T16:25:58.253Z,2025-04-13T16:26:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650450229,213,1.18,5650450225,141,92.9,5650450227,212,25.8,5650450223,140,44.2,5650450221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865161,182,1,1,25,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.2,89.1,2025-04-13T16:26:02.716Z,2025-04-13T16:26:11Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650450895,212,12.5,5650450897,213,4.11,5650450893,141,73.9,5650450891,140,36.5,5650450889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865203,183,1,1,25,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.2,70.5,2025-04-13T16:26:11.709Z,2025-04-13T16:26:14Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650451129,212,6.1,5650451131,213,0.86,5650451125,140,43.0,5650451123,56,Back,5650451127,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865253,184,1,1,25,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.0,76.9,2025-04-13T16:26:14.861Z,2025-04-13T16:26:19Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5650451437,56,Back,5650451445,141,69.4,5650451441,140,38.2,5650451451,213,3.93,5650451449,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865305,185,1,1,26,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.0,59.6,2025-04-13T16:26:19.037Z,2025-04-13T16:26:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650451725,141,23.7,5650451727,212,25.1,5650451721,56,Back,5650451723,140,44.6,5650451729,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865355,186,1,1,26,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,47.0,18.3,2025-04-13T16:26:21.789Z,2025-04-13T16:26:26Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650451961,1,,5650451959,213,0.46,5650451955,141,44.8,5650451951,56,Center,5650451957,212,40.3,5650451953,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865411,283,1,1,26,10,77tfx9me4aaqhzv78bmgsy9bg,1,17.6,54.6,2025-04-13T16:26:27.957Z,2025-04-13T16:26:29Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650452197,140,28.6,5650452195,56,Back,5650452199,141,42.5,5650452203,213,5.66,5650452201,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865441,284,1,1,26,12,77tfx9me4aaqhzv78bmgsy9bg,1,26.5,42.8,2025-04-13T16:26:29.701Z,2025-04-13T16:26:31Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650452339,56,Back,5650452345,212,12.7,5650452347,213,3.46,5650452341,140,15.0,5650452343,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865479,285,1,1,26,14,77tfx9me4aaqhzv78bmgsy9bg,1,14.9,37.3,2025-04-13T16:26:31.669Z,2025-04-13T16:26:35Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650452525,141,57.6,5650452523,140,7.3,5650452527,212,15.9,5650452521,56,Back,5650452529,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865565,286,1,1,26,17,77tfx9me4aaqhzv78bmgsy9bg,1,7.5,57.8,2025-04-13T16:26:34.901Z,2025-04-13T16:26:41Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650453051,140,9.9,5650453057,212,12.6,5650453053,141,76.0,5650453061,213,1.37,5650453049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865575,287,1,1,26,21,77tfx9me4aaqhzv78bmgsy9bg,0,9.0,74.4,2025-04-13T16:26:38.573Z,2025-04-13T19:45:59Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650453119,56,Back,5650453125,212,33.4,5650453127,213,4.39,5650453121,140,0.0,5650453123,141,27.9,5650453129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865603,187,6,1,26,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.4,77.2,2025-04-13T16:26:40.444Z,2025-04-13T19:46:01Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650453373,233,288,5650453353,73,,5650453351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800865579,288,6,1,26,22,77tfx9me4aaqhzv78bmgsy9bg,0,8.6,22.8,2025-04-13T16:26:40.444Z,2025-04-13T19:46:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650453179,56,Back,5650453181,73,,5650453403,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866149,189,1,1,26,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.6,99.3,2025-04-13T16:27:17.231Z,2025-04-13T19:46:09Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650455863,140,100.0,5650455865,141,18.0,5650455855,6,,5650455867,212,55.3,5650455861,56,Right,5650455859,223,,5650455871,1,,5650455869,213,4.73,5650455851,2,,5650455857,155,,5651335485,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866419,190,5,1,27,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.8,17.4,2025-04-13T16:27:22.105Z,2025-04-13T16:51:35Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650457409,56,Right,5650457411,346,,5650457477,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866163,290,5,1,27,4,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,82.6,2025-04-13T16:27:22.105Z,2025-04-13T16:51:35Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650455961,56,Back,5650457449,233,190,5650455963,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866257,291,1,1,27,12,77tfx9me4aaqhzv78bmgsy9bg,1,4.2,53.3,2025-04-13T16:27:29.766Z,2025-04-13T16:27:32Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650456507,56,Back,5650456519,213,1.09,5650456505,124,,5650456527,237,,5650456511,141,62.1,5650456509,140,7.2,5650456515,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866277,292,1,1,27,14,77tfx9me4aaqhzv78bmgsy9bg,1,4.3,60.2,2025-04-13T16:27:32.343Z,2025-04-13T16:27:33Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650456613,141,33.1,5650456617,213,4.65,5650456611,140,3.2,5650456609,56,Back,5650456615,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866289,293,1,1,27,16,77tfx9me4aaqhzv78bmgsy9bg,1,2.9,31.3,2025-04-13T16:27:33.606Z,2025-04-13T16:27:35Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650456667,140,9.4,5650456665,56,Back,5650456673,213,5.13,5650456671,212,16.7,5650456669,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866379,294,1,1,27,20,77tfx9me4aaqhzv78bmgsy9bg,1,12.2,14.4,2025-04-13T16:27:38.120Z,2025-04-13T16:27:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650457189,196,,5650457199,213,1.24,5650457201,1,,5650457193,140,28.8,5650457197,212,53.0,5650457191,56,Back,5650457187,155,,5650457195,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866413,295,1,1,27,24,77tfx9me4aaqhzv78bmgsy9bg,0,28.8,87.8,2025-04-13T16:27:42.375Z,2025-04-13T16:27:45Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650457391,1,,5650457387,212,33.1,5650457381,56,Left,5650457383,140,60.3,5650457385,141,86.9,5650457389,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866479,192,1,1,27,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.9,7.0,2025-04-13T16:27:47.088Z,2025-04-13T16:27:50Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650457797,56,Right,5650457801,141,9.5,5650457803,212,17.5,5650457805,213,0.10,5650457799,140,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866491,193,1,1,27,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,50.5,9.5,2025-04-13T16:27:50.543Z,2025-04-13T16:27:51Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5650457871,141,11.7,5650457873,212,25.2,5650457869,140,26.5,5650457875,213,3.08,5650457899,156,,5650457867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866577,194,1,1,27,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.3,12.6,2025-04-13T16:27:53.360Z,2025-04-13T16:27:58Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5650458329,212,38.0,5650458325,140,12.9,5650458323,56,Back,5650458327,141,65.7,5650458333,1,,5650458331,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866641,195,1,1,27,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.9,65.7,2025-04-13T16:27:58.032Z,2025-04-13T16:28:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650458609,212,12.8,5650458611,213,3.96,5650458607,141,51.9,5650458603,56,Back,5650458605,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866683,196,1,1,27,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.0,50.7,2025-04-13T16:28:03.632Z,2025-04-13T16:28:07Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650458873,212,18.4,5650458869,140,14.6,5650458871,141,76.3,5650458875,213,1.25,5650458867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866745,197,1,1,27,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.0,84.2,2025-04-13T16:28:06.976Z,2025-04-13T16:28:11Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650459193,141,61.2,5650459197,213,4.17,5650459191,140,11.0,5650459195,212,18.3,5650459189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866749,198,1,1,27,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,6.7,68.7,2025-04-13T16:28:11.008Z,2025-04-13T16:29:24Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650464193,286,,5650464187,236,,5650459217,141,70.5,5650459213,56,Back,5650459215,140,7.8,5650464189,233,311,5650459221,213,0.81,5650459219,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867629,311,74,1,27,53,77tfx9me4aaqhzv78bmgsy9bg,1,85.9,34.2,2025-04-13T16:28:11.009Z,2025-04-13T16:51:52Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650463949,285,,5650463947,56,Center,5650464209,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866869,200,51,1,27,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.3,72.3,2025-04-13T16:28:11.058Z,2025-04-13T16:29:13Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650460629,169,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866815,297,1,1,27,56,77tfx9me4aaqhzv78bmgsy9bg,1,81.3,18.8,2025-04-13T16:28:14.120Z,2025-04-13T16:28:22Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,,5650459933,210,13,5650459539,56,Center,5650459543,141,30.4,5650459547,213,2.17,5650459541,140,76.2,5650459545,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866819,298,13,1,27,57,77tfx9me4aaqhzv78bmgsy9bg,1,75.7,31.9,2025-04-13T16:28:15.017Z,2025-04-13T19:47:29Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5650459955,215,,5650459953,103,58.3,5650459699,72,,5650459943,85,,5650459567,22,,5650459945,29,,5650459571,56,Center,5650459569,18,,5650463375,468,200,5650459951,102,53.8,5650459957,230,95.2,5650459941,121,5650459947,55,297,5650459959,231,,,,,,,,,,,,,,,,,,,,,,41.3
2800866867,199,5,1,27,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.5,49.3,2025-04-13T16:28:16.089Z,2025-04-13T16:51:35Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650459849,346,,5650459879,233,299,5650459847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800866825,299,5,1,27,58,77tfx9me4aaqhzv78bmgsy9bg,0,100.5,50.7,2025-04-13T16:28:16.089Z,2025-04-13T16:28:21Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5650459599,346,,5650459597,56,Center,5650459885,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867029,201,1,1,28,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.8,62.0,2025-04-13T16:28:35.217Z,2025-04-13T16:28:36Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650460771,56,Back,5650460769,124,,5650460775,140,4.3,5650460779,141,50.1,5650460795,237,,5650460787,213,4.65,5650460783,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867045,202,1,1,28,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,50.1,2025-04-13T16:28:36.481Z,2025-04-13T16:28:38Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650460889,213,1.43,5650460883,140,8.3,5650460881,56,Back,5650460887,212,26.8,5650460885,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867083,203,1,1,28,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.3,89.1,2025-04-13T16:28:38.577Z,2025-04-13T16:30:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650461103,1,,5650461101,213,6.15,5650466767,155,,5650461097,141,79.4,5650461093,56,Left,5650461095,140,56.6,5650461099,212,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867095,300,44,1,28,24,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,21.8,2025-04-13T16:28:42.249Z,2025-04-13T16:52:00Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650461331,233,205,5650461135,285,,5650461133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867139,205,44,1,28,24,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.8,78.2,2025-04-13T16:28:42.250Z,2025-04-13T16:52:00Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5650461365,233,300,5650461313,286,,5650461311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867119,301,1,1,28,25,77tfx9me4aaqhzv78bmgsy9bg,0,48.3,23.6,2025-04-13T16:28:42.634Z,2025-04-13T16:28:43Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650461189,3,,5650461199,213,0.55,5650461197,212,13.5,5650461193,140,59.3,5650461191,56,Center,5650461195,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867135,204,43,1,28,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-13T16:28:44.002Z,2025-04-13T16:28:48Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5650461293,286,0,5650461291,56,Left,5650461637,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867157,206,1,1,28,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.0,68.5,2025-04-13T16:28:44.553Z,2025-04-13T17:01:37Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5650461425,56,Back,5650461423,3,,5650461427,140,48.1,5650461431,212,14.3,5650461433,213,0.27,5650461429,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867167,302,1,1,28,27,77tfx9me4aaqhzv78bmgsy9bg,1,58.0,27.3,2025-04-13T16:28:45.482Z,2025-04-13T16:28:46Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650461511,213,5.62,5650461509,212,6.9,5650461507,141,21.0,5650461503,56,Right,5650461501,3,,5650461505,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867217,304,1,1,28,31,77tfx9me4aaqhzv78bmgsy9bg,1,64.9,21.2,2025-04-13T16:28:49.241Z,2025-04-13T16:28:50Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650461785,213,4.46,5650461783,212,8.8,5650461781,141,8.6,5650461779,140,62.8,5650461775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867221,305,1,1,28,32,77tfx9me4aaqhzv78bmgsy9bg,1,62.6,8.8,2025-04-13T16:28:50.505Z,2025-04-13T16:28:51Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650461805,141,17.7,5650461807,212,6.3,5650461803,140,61.1,5650461801,56,Right,5650461809,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867271,306,1,1,28,33,77tfx9me4aaqhzv78bmgsy9bg,1,61.1,17.7,2025-04-13T16:28:51.209Z,2025-04-13T16:28:54Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650462097,212,6.8,5650462091,56,Right,5650462093,140,62.6,5650462095,141,8.0,5650462099,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867305,307,1,1,28,37,77tfx9me4aaqhzv78bmgsy9bg,1,61.9,12.6,2025-04-13T16:28:54.649Z,2025-04-13T16:28:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650462331,213,1.16,5650462325,140,68.9,5650462327,141,37.4,5650462323,56,Center,5650462329,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867329,308,1,1,28,41,77tfx9me4aaqhzv78bmgsy9bg,1,70.6,40.7,2025-04-13T16:28:58.697Z,2025-04-13T16:29:01Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5650462461,213,1.32,5650462459,212,28.9,5650462455,140,77.5,5650462457,141,81.8,5650462453,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867369,309,1,1,28,43,77tfx9me4aaqhzv78bmgsy9bg,0,78.0,81.7,2025-04-13T16:29:01.018Z,2025-04-13T19:48:14Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650462669,140,91.5,5650462673,212,27.8,5650462671,141,46.6,5650462675,213,5.25,5651346123,72,,5651346121,224,,5650462667,56,Center,5650462663,2,,5650462665,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867417,207,4,1,28,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.2,53.1,2025-04-13T16:29:04.041Z,2025-04-13T16:44:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650463007,264,,5650463005,13,,5650463013,285,,5650463011,152,,5650463009,56,Back,5650463147,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867463,310,4,1,28,46,77tfx9me4aaqhzv78bmgsy9bg,0,91.8,46.9,2025-04-13T16:29:04.042Z,2025-04-13T16:44:16Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650463115,56,Center,5650463113,264,,5650463111,13,,5650463117,152,,5650463171,233,207,5650463119,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867853,208,1,1,29,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.7,52.5,2025-04-13T16:29:35.027Z,2025-04-13T16:29:43Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650465351,141,64.5,5650465353,212,8.2,5650465355,213,1.66,5650465345,152,,5650465347,56,Back,5650465343,5,,5650465349,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867861,209,1,1,29,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.2,63.6,2025-04-13T16:29:42.867Z,2025-04-13T16:29:43Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650465413,213,4.54,5650465411,212,9.1,5650465409,141,50.4,5650465405,140,4.7,5650465401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867891,210,1,1,29,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,50.4,2025-04-13T16:29:43.732Z,2025-04-13T16:29:47Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5650465639,212,19.6,5650465643,213,4.98,5650465635,140,9.7,5650465633,56,Back,5650465637,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867925,211,1,1,29,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.1,31.3,2025-04-13T16:29:46.899Z,2025-04-13T16:29:48Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650465815,56,Back,5650465817,140,18.7,5650465819,141,53.6,5650465823,213,1.14,5650465821,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800867987,212,1,1,29,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,18.7,53.6,2025-04-13T16:29:48.355Z,2025-04-13T16:29:52Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5650466139,141,71.1,5650466133,56,Back,5650466147,213,2.30,5650466143,212,15.9,5650466135,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800868017,213,1,1,29,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,10.3,84.5,2025-04-13T16:29:52.548Z,2025-04-13T16:29:57Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650466329,212,49.5,5650466331,213,0.05,5650466333,1,,5650466327,141,88.1,5650466323,56,Left,5650466321,155,,5650466325,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800868047,313,1,1,29,40,77tfx9me4aaqhzv78bmgsy9bg,1,40.6,18.0,2025-04-13T16:29:57.723Z,2025-04-13T16:29:59Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650466499,140,54.4,5650466497,56,Right,5650466501,141,5.8,5650466503,212,16.7,5650466505,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800868073,314,1,1,29,42,77tfx9me4aaqhzv78bmgsy9bg,1,54.0,6.5,2025-04-13T16:29:59.803Z,2025-04-13T16:30:02Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650466681,140,49.6,5650466687,213,1.94,5650466683,141,24.3,5650466685,212,13.0,5650466679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
