id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2711916321,190,1,1,22,34,36g6ifzjliec1jqnbtf7yesme,1,19.3,15.0,2024-08-23T17:24:53.863Z,2024-08-23T17:24:57Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5165013297,56,Back,5165013313,213,2.11,5165013309,212,21.6,5165013301,140,8.8,5165013305,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916349,191,1,1,22,37,36g6ifzjliec1jqnbtf7yesme,0,9.4,32.4,2024-08-23T17:24:57.106Z,2024-08-23T17:25:00Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5165013459,1,,5165013453,141,25.5,5165013457,213,6.19,5165013455,212,48.7,5165013447,157,,5165013449,56,Center,5165013451,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916355,187,1,1,22,41,5rz9enoyknpg8ji78za5b82p0,1,44.1,71.9,2024-08-23T17:25:00.617Z,2024-08-23T17:25:01Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165013475,3,,5165013481,141,69.5,5165013485,213,6.16,5165013483,212,13.2,5165013479,140,56.6,5165013477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916363,188,1,1,22,42,5rz9enoyknpg8ji78za5b82p0,1,56.8,70.4,2024-08-23T17:25:01.880Z,2024-08-23T17:25:03Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165013525,212,6.5,5165013521,140,51.3,5165013519,56,Center,5165013527,213,3.63,5165013523,141,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916389,190,1,1,22,44,5rz9enoyknpg8ji78za5b82p0,1,45.6,70.8,2024-08-23T17:25:04.024Z,2024-08-23T17:25:06Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165013671,212,10.4,5165013665,56,Back,5165013667,140,43.7,5165013673,213,1.76,5165013669,141,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916439,191,1,1,22,46,5rz9enoyknpg8ji78za5b82p0,1,42.5,90.5,2024-08-23T17:25:06.233Z,2024-08-23T17:25:13Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165013943,212,16.9,5165013939,140,37.0,5165013941,141,67.1,5165013937,56,Back,5165013945,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916461,192,1,1,22,54,5rz9enoyknpg8ji78za5b82p0,1,41.4,41.2,2024-08-23T17:25:13.705Z,2024-08-23T17:25:18Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165014091,141,34.0,5165014095,213,3.79,5165014089,140,35.3,5165014093,212,8.1,5165014087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916473,193,1,1,22,58,5rz9enoyknpg8ji78za5b82p0,1,35.2,34.1,2024-08-23T17:25:17.961Z,2024-08-23T17:25:19Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165014149,56,Back,5165014151,140,34.3,5165014157,213,1.65,5165014153,141,51.0,5165014155,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916485,194,1,1,23,0,5rz9enoyknpg8ji78za5b82p0,1,34.4,55.2,2024-08-23T17:25:19.864Z,2024-08-23T17:25:21Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165014257,140,40.2,5165014261,212,16.3,5165014259,141,77.4,5165014263,213,1.19,5165014255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916489,195,1,1,23,2,5rz9enoyknpg8ji78za5b82p0,0,42.8,84.0,2024-08-23T17:25:21.497Z,2024-08-23T17:25:23Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165014307,56,Left,5165014315,213,0.23,5165014309,140,59.9,5165014313,212,18.4,5165014311,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916501,193,1,1,23,4,36g6ifzjliec1jqnbtf7yesme,0,36.5,8.8,2024-08-23T17:25:23.593Z,2024-08-23T17:25:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165014359,140,34.1,5165014361,141,30.9,5165014363,212,15.2,5165014357,56,Back,5165014365,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916555,197,1,1,23,11,5rz9enoyknpg8ji78za5b82p0,1,58.5,68.9,2024-08-23T17:25:30.409Z,2024-08-23T17:25:33Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5165014665,56,Back,5165014671,212,16.7,5165014669,141,63.2,5165014667,140,43.0,5165014673,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916573,198,1,1,23,14,5rz9enoyknpg8ji78za5b82p0,1,43.7,56.3,2024-08-23T17:25:33.384Z,2024-08-23T17:25:38Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165014761,1,,5165014759,213,5.30,5165014757,212,40.9,5165014753,140,65.2,5165014755,141,6.2,5165014751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916587,199,1,1,23,18,5rz9enoyknpg8ji78za5b82p0,1,59.1,11.0,2024-08-23T17:25:38.105Z,2024-08-23T17:25:41Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165014871,213,2.56,5165014865,140,46.3,5165014867,141,23.9,5165014863,56,Back,5165014869,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916605,200,1,1,23,21,5rz9enoyknpg8ji78za5b82p0,1,46.2,21.2,2024-08-23T17:25:40.921Z,2024-08-23T17:25:43Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165014947,140,59.3,5165014949,141,11.0,5165014953,213,5.82,5165014951,212,15.4,5165014945,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916609,201,44,1,23,23,5rz9enoyknpg8ji78za5b82p0,1,66.0,9.8,2024-08-23T17:25:43.268Z,2024-08-23T17:33:08Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165014971,286,,5165014969,56,Right,5165015005,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916613,194,44,1,23,23,36g6ifzjliec1jqnbtf7yesme,0,34.0,90.2,2024-08-23T17:25:43.269Z,2024-08-23T17:33:08Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165014983,56,Back,5165015015,233,201,5165014985,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916639,202,1,1,23,24,5rz9enoyknpg8ji78za5b82p0,1,59.0,11.0,2024-08-23T17:25:43.641Z,2024-08-23T17:25:47Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165015115,141,12.5,5165015111,56,Right,5165015119,213,0.06,5165015109,3,,5165015117,212,16.1,5165015113,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916645,203,1,1,23,28,5rz9enoyknpg8ji78za5b82p0,1,64.9,15.1,2024-08-23T17:25:47.465Z,2024-08-23T17:25:48Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165015173,56,Center,5165015177,141,23.3,5165015179,212,6.0,5165015175,140,62.8,5165015181,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916653,204,1,1,23,29,5rz9enoyknpg8ji78za5b82p0,1,62.7,23.8,2024-08-23T17:25:48.585Z,2024-08-23T17:25:49Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165015225,140,58.3,5165015231,213,3.84,5165015227,141,18.1,5165015223,56,Right,5165015229,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916659,205,1,1,23,30,5rz9enoyknpg8ji78za5b82p0,1,58.3,18.5,2024-08-23T17:25:49.337Z,2024-08-23T17:25:50Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165015259,212,10.5,5165015261,213,3.09,5165015255,141,19.3,5165015251,140,48.3,5165015249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916679,206,1,1,23,31,5rz9enoyknpg8ji78za5b82p0,1,46.2,24.4,2024-08-23T17:25:50.681Z,2024-08-23T17:25:53Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165015373,141,47.9,5165015377,213,1.63,5165015369,56,Back,5165015371,140,45.3,5165015375,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916705,207,1,1,23,35,5rz9enoyknpg8ji78za5b82p0,1,47.0,58.7,2024-08-23T17:25:54.793Z,2024-08-23T17:25:57Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165015501,140,51.7,5165015507,213,1.30,5165015503,141,84.9,5165015499,56,Left,5165015505,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916731,208,1,1,23,38,5rz9enoyknpg8ji78za5b82p0,0,53.4,89.7,2024-08-23T17:25:57.593Z,2024-08-23T17:26:03Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165015693,213,0.04,5165015689,141,92.6,5165015687,140,100.0,5165015683,155,,5165015685,56,Left,5165015691,212,50.1,5165015695,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916837,195,5,1,23,42,36g6ifzjliec1jqnbtf7yesme,1,-1.2,9.2,2024-08-23T17:26:01.482Z,2024-08-23T17:28:24Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165016311,56,Back,5165016317,233,209,5165016313,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916733,209,5,1,23,42,5rz9enoyknpg8ji78za5b82p0,0,101.2,90.8,2024-08-23T17:26:01.482Z,2024-08-23T17:28:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165016321,233,195,5165015701,346,,5165015699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916849,196,1,1,24,11,36g6ifzjliec1jqnbtf7yesme,0,5.1,38.2,2024-08-23T17:26:30.427Z,2024-08-23T17:26:33Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5165016377,74,,5165016373,213,0.28,5165016367,140,53.6,5165016363,124,,5165016369,141,59.6,5165016371,212,53.0,5165016375,1,,5165016365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916847,210,8,1,24,13,5rz9enoyknpg8ji78za5b82p0,1,45.8,46.9,2024-08-23T17:26:32.761Z,2024-08-23T17:26:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165016361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916865,197,1,1,24,15,36g6ifzjliec1jqnbtf7yesme,0,30.1,55.8,2024-08-23T17:26:34.307Z,2024-08-23T17:26:38Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165016481,213,0.70,5165016479,212,19.8,5165016475,140,44.5,5165016471,3,,5165016473,56,Back,5165016477,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916871,211,61,1,24,18,5rz9enoyknpg8ji78za5b82p0,0,55.3,26.6,2024-08-23T17:26:38.072Z,2024-08-23T17:26:38Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165016501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916885,198,3,1,24,19,36g6ifzjliec1jqnbtf7yesme,0,44.6,84.4,2024-08-23T17:26:38.750Z,2024-08-23T17:28:26Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5165016643,233,212,5165016565,56,Back,5165016567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916891,212,7,1,24,19,5rz9enoyknpg8ji78za5b82p0,1,55.4,15.6,2024-08-23T17:26:38.751Z,2024-08-23T17:26:47Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165016625,233,198,5165016621,56,Right,5165016841,167,,5165016623,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916911,199,5,1,24,20,36g6ifzjliec1jqnbtf7yesme,1,31.2,100.5,2024-08-23T17:26:40.006Z,2024-08-23T17:28:25Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5165016727,347,,5165016741,233,213,5165016725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916907,213,5,1,24,20,5rz9enoyknpg8ji78za5b82p0,0,68.8,-0.5,2024-08-23T17:26:40.006Z,2024-08-23T17:28:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165016705,347,,5165016761,233,199,5165016703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916925,200,1,1,24,25,36g6ifzjliec1jqnbtf7yesme,1,30.0,100.0,2024-08-23T17:26:45.084Z,2024-08-23T17:26:46Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165016809,141,80.5,5165016813,213,4.07,5165016807,140,19.8,5165016803,107,,5165016811,212,18.0,5165016805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916937,201,1,1,24,26,36g6ifzjliec1jqnbtf7yesme,1,19.8,80.5,2024-08-23T17:26:46.103Z,2024-08-23T17:26:48Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165016879,212,9.2,5165016877,141,91.4,5165016873,56,Back,5165016875,140,25.0,5165016881,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916953,202,1,1,24,29,36g6ifzjliec1jqnbtf7yesme,0,25.0,91.4,2024-08-23T17:26:48.726Z,2024-08-23T17:26:51Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165016945,141,64.3,5165016941,56,Center,5165016939,157,,5165016949,213,5.90,5165016951,1,,5165016947,212,48.8,5165016943,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711916989,215,1,1,24,32,5rz9enoyknpg8ji78za5b82p0,1,28.1,36.1,2024-08-23T17:26:51.769Z,2024-08-23T17:26:58Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165017157,140,3.0,5165017159,141,58.7,5165017161,212,30.5,5165017163,213,2.61,5165017155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917003,216,1,1,24,39,5rz9enoyknpg8ji78za5b82p0,1,5.5,43.3,2024-08-23T17:26:58.617Z,2024-08-23T17:27:01Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5165017271,212,11.2,5165017265,56,Back,5165017273,213,4.69,5165017267,140,5.3,5165017269,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917021,217,1,1,24,41,5rz9enoyknpg8ji78za5b82p0,0,5.2,26.8,2024-08-23T17:27:01.193Z,2024-08-23T17:27:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165017383,141,27.1,5165017387,213,0.00,5165017379,56,Center,5165017389,1,,5165017377,157,,5165017381,140,57.8,5165017385,212,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917037,203,44,1,24,45,36g6ifzjliec1jqnbtf7yesme,1,38.4,74.5,2024-08-23T17:27:05.175Z,2024-08-23T17:33:09Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165017475,233,218,5165017471,56,Back,5165017473,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917025,218,44,1,24,45,5rz9enoyknpg8ji78za5b82p0,0,61.6,25.5,2024-08-23T17:27:05.176Z,2024-08-23T17:33:09Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5165017407,286,,5165017495,233,203,5165017405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917043,205,1,1,24,48,36g6ifzjliec1jqnbtf7yesme,1,34.0,96.2,2024-08-23T17:27:08.243Z,2024-08-23T17:27:09Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165017505,212,15.1,5165017499,56,Back,5165017501,140,48.3,5165017507,213,6.15,5165017503,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917047,206,1,1,24,49,36g6ifzjliec1jqnbtf7yesme,1,48.3,93.3,2024-08-23T17:27:08.998Z,2024-08-23T17:27:10Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165017537,156,,5165017525,140,36.8,5165017531,213,3.56,5165017523,56,Back,5165017527,141,85.3,5165017529,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917085,207,1,1,24,50,36g6ifzjliec1jqnbtf7yesme,1,38.7,85.6,2024-08-23T17:27:10.200Z,2024-08-23T17:27:14Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5165017711,141,78.8,5165017715,213,6.11,5165017713,212,26.1,5165017709,140,63.2,5165017707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917093,208,1,1,24,55,36g6ifzjliec1jqnbtf7yesme,0,65.8,59.1,2024-08-23T17:27:14.643Z,2024-08-23T17:27:16Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5165017759,212,21.7,5165017761,213,5.19,5165017755,140,75.3,5165017753,56,Center,5165017757,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917137,220,1,1,24,59,5rz9enoyknpg8ji78za5b82p0,0,27.7,77.9,2024-08-23T17:27:18.665Z,2024-08-23T17:27:21Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165017925,56,Back,5165017929,141,81.2,5165017931,212,16.0,5165017933,213,0.14,5165017927,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917155,210,1,1,25,2,36g6ifzjliec1jqnbtf7yesme,0,54.3,12.2,2024-08-23T17:27:21.997Z,2024-08-23T17:27:23Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5165018019,213,5.93,5165018015,141,6.2,5165018011,56,Right,5165018017,212,11.9,5165018013,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917157,221,8,1,25,4,5rz9enoyknpg8ji78za5b82p0,1,26.5,84.4,2024-08-23T17:27:23.416Z,2024-08-23T18:04:57Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165018023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917195,223,1,1,25,7,5rz9enoyknpg8ji78za5b82p0,0,29.1,82.2,2024-08-23T17:27:26.608Z,2024-08-23T18:05:26Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165117027,213,0.00,5165117023,141,82.2,5165117021,140,32.9,5165018195,56,Back,5165117025,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917187,211,61,1,25,8,36g6ifzjliec1jqnbtf7yesme,1,41.2,8.6,2024-08-23T17:27:27.609Z,2024-08-23T18:05:16Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5165018165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917225,224,1,1,25,14,5rz9enoyknpg8ji78za5b82p0,1,86.5,79.1,2024-08-23T17:27:33.513Z,2024-08-23T17:27:35Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165018381,212,11.5,5165018379,141,62.6,5165018383,213,4.92,5165018375,56,Center,5165018377,140,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917229,225,61,1,25,15,5rz9enoyknpg8ji78za5b82p0,1,88.7,62.4,2024-08-23T17:27:34.537Z,2024-08-23T17:28:37Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,1.0,5165018399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917239,226,13,1,25,16,5rz9enoyknpg8ji78za5b82p0,1,96.3,65.8,2024-08-23T17:27:36.065Z,2024-08-23T17:28:36Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165019015,102,35.6,5165019029,231,53.4,5165019011,55,225,5165018437,22,,5165019007,75,,5165019021,214,,5165018857,72,,5165019025,328,,5165018441,56,Center,5165019027,230,5165018439,65,,5165019009,29,5165019017,103,5.6,,,,,,,,,,99.5,,,,,,,,,
2711917257,212,5,1,25,17,36g6ifzjliec1jqnbtf7yesme,1,-1.0,61.3,2024-08-23T17:27:36.444Z,2024-08-23T17:27:40Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5165018571,233,227,5165018541,346,,5165018539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917251,227,5,1,25,17,5rz9enoyknpg8ji78za5b82p0,0,101.0,38.7,2024-08-23T17:27:36.444Z,2024-08-23T17:28:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165018515,346,,5165018575,233,212,5165018513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917387,214,1,1,25,40,36g6ifzjliec1jqnbtf7yesme,1,5.3,60.6,2024-08-23T17:27:59.330Z,2024-08-23T17:28:01Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165019229,140,3.8,5165019235,213,4.51,5165019231,141,49.1,5165019227,56,Back,5165019239,237,,5165019225,124,,5165019233,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917407,215,1,1,25,41,36g6ifzjliec1jqnbtf7yesme,1,4.2,49.4,2024-08-23T17:28:01.018Z,2024-08-23T17:28:05Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5165019355,140,10.2,5165019357,141,19.2,5165019353,56,Back,5165019359,212,21.5,5165019361,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917425,216,1,1,25,45,36g6ifzjliec1jqnbtf7yesme,0,19.7,10.9,2024-08-23T17:28:05.217Z,2024-08-23T17:28:07Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5165019433,1,,5165019421,157,,5165019425,140,52.7,5165019423,56,Center,5165019427,141,27.3,5165019431,213,0.31,5165019429,212,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917433,228,1,1,25,49,5rz9enoyknpg8ji78za5b82p0,1,44.0,70.4,2024-08-23T17:28:08.393Z,2024-08-23T17:28:09Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165019481,212,13.4,5165019475,56,Center,5165019479,141,67.7,5165019483,213,6.15,5165019477,140,56.6,5165019473,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917435,229,1,1,25,50,5rz9enoyknpg8ji78za5b82p0,0,56.6,67.7,2024-08-23T17:28:09.592Z,2024-08-23T17:28:10Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165019497,56,Center,5165019505,213,0.05,5165019495,155,,5165019501,141,68.0,5165019503,212,4.3,5165019499,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917455,217,1,1,25,51,36g6ifzjliec1jqnbtf7yesme,0,36.0,34.5,2024-08-23T17:28:10.599Z,2024-08-23T17:28:12Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5165019609,212,21.9,5165019605,140,53.3,5165019611,213,0.59,5165019607,141,52.4,5165019603,56,Center,5165019601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917477,231,1,1,25,55,5rz9enoyknpg8ji78za5b82p0,1,45.5,50.0,2024-08-23T17:28:14.536Z,2024-08-23T17:28:17Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165019741,56,Back,5165019745,141,50.6,5165019747,212,17.9,5165019743,140,28.5,5165019749,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917485,232,1,1,25,58,5rz9enoyknpg8ji78za5b82p0,1,30.8,53.7,2024-08-23T17:28:17.337Z,2024-08-23T17:28:22Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165019805,212,19.9,5165019801,140,36.5,5165019807,213,1.27,5165019803,141,81.6,5165019799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917503,233,1,1,25,59,5rz9enoyknpg8ji78za5b82p0,1,36.5,81.6,2024-08-23T17:28:19Z,2024-08-23T17:28:22Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165019897,213,4.39,5165019893,141,68.4,5165019889,56,Back,5165019891,140,33.6,5165019895,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711917527,234,1,1,26,3,5rz9enoyknpg8ji78za5b82p0,1,31.3,66.8,2024-08-23T17:28:22.777Z,2024-08-23T17:28:25Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165020017,140,14.5,5165020021,212,20.1,5165020019,141,52.7,5165020023,213,3.64,5165020015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
