id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2725080341,144,12,1,21,57,36g6ifzjliec1jqnbtf7yesme,1,13.5,75.0,2024-09-23T17:23:36.061Z,2024-09-23T20:22:17Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5237633793,15,,5237633725,212,10.9,5236957151,56,Back,5237633723,141,66.4,5237633721,140,4.7,5237633727,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080371,277,44,1,21,58,b3r6d8ydtmtjckam6pku9y400,1,95.6,33.8,2024-09-23T17:23:37.221Z,2024-09-23T18:03:22Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5236957327,286,,5236957325,56,Center,5237080861,233,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725102643,307,44,1,21,59,36g6ifzjliec1jqnbtf7yesme,0,4.4,66.2,2024-09-23T17:23:37.222Z,2024-09-23T18:03:22Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5237080847,285,,5237080865,233,277,5237080845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080373,278,1,1,21,59,b3r6d8ydtmtjckam6pku9y400,0,93.8,33.4,2024-09-23T17:23:38.192Z,2024-09-23T17:25:19Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5236957339,141,39.7,5236957335,56,Center,5236957343,213,2.35,5236957333,3,,5236957337,140,89.8,5236957341,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725102633,563,1,1,22,0,b3r6d8ydtmtjckam6pku9y400,1,91.9,40.9,2024-09-23T17:23:38.222Z,2024-09-23T20:22:28Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,1.0,,5237080785,56,Center,5237081345,210,15,5237080793,213,2.74,5237080791,212,11.4,5237080789,141,47.4,5237080787,140,81.9,5237081347,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080409,279,15,1,22,1,b3r6d8ydtmtjckam6pku9y400,1,81.5,46.8,2024-09-23T17:23:39.992Z,2024-09-23T20:22:47Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236958987,102,49.8,5237635605,78,,5236958989,103,19,5236958831,82,,5236957529,18,,5236957527,22,,5237635609,328,,5236957531,56,Center,5236958827,20,5237081355,154,,,5236958995,147,5237081357,55,5236958993,146,47.7,563,86.7,5237081353,29,5236958997,230,5236958999,231,50,97.3,5236959025,233,145,,,,
2725080399,145,10,1,22,1,36g6ifzjliec1jqnbtf7yesme,1,12.5,53.1,2024-09-23T17:23:40.092Z,2024-09-23T20:23:13Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236959081,233,279,5236957483,56,Back,5236957481,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080451,280,1,1,22,4,b3r6d8ydtmtjckam6pku9y400,1,70.9,44.2,2024-09-23T17:23:42.608Z,2024-09-23T17:23:43Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5236957773,141,56.3,5236957771,140,74.4,5236957777,213,1.15,5236957769,56,Center,5236957775,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080491,281,1,1,22,5,b3r6d8ydtmtjckam6pku9y400,1,74.4,56.3,2024-09-23T17:23:43.568Z,2024-09-23T17:58:35Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236957935,56,Center,5236957939,141,73.7,5236957937,140,69.5,5236957941,212,12.9,5236957943,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080549,282,1,1,22,9,b3r6d8ydtmtjckam6pku9y400,1,71.6,86.3,2024-09-23T17:23:47.535Z,2024-09-23T20:23:22Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,1.0,,5236958323,213,5.48,5236958311,2,,5236958601,154,,5236958317,140,91.9,5236958599,210,13,5236958321,212,30.7,5236958313,155,,5237637591,20,,5236958319,141,5237637589,223,,53.9,5236958315,56,,,,,Center,,,,,,,,,,,,,,,,,
2725080557,283,44,1,22,12,b3r6d8ydtmtjckam6pku9y400,1,91.2,54.2,2024-09-23T17:23:50.672Z,2024-09-23T17:58:40Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5236958377,233,146,5236958349,56,Center,5236958351,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080555,146,44,1,22,12,36g6ifzjliec1jqnbtf7yesme,0,8.8,45.8,2024-09-23T17:23:50.673Z,2024-09-23T17:23:53Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236958347,285,,5236958345,56,Back,5236958385,233,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080561,284,13,1,22,12,b3r6d8ydtmtjckam6pku9y400,1,91.1,54.3,2024-09-23T17:23:51.039Z,2024-09-23T20:23:34Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5236958639,230,93.4,5236958367,17,,5236958633,102,49.7,5236958369,56,Center,5236958641,231,53.6,5236958637,328,,5237638177,74,,5236958635,103,61.1,5236958365,22,5237638179,214,,,5236958625,29,5236958627,154,5236958621,15,,,,5236958629,55,,,,,,,,,,282,,,
2725080627,147,5,1,22,13,36g6ifzjliec1jqnbtf7yesme,1,-1.2,49.8,2024-09-23T17:23:52.115Z,2024-09-23T17:25:55Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236958815,346,,5236958847,233,285,5236958811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725080567,285,5,1,22,13,b3r6d8ydtmtjckam6pku9y400,0,101.2,50.2,2024-09-23T17:23:52.115Z,2024-09-23T17:25:55Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5236958423,56,Center,5236958881,233,147,5236958425,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081847,157,27,1,23,10,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-23T17:24:48.960Z,2024-09-23T20:23:53Z,,,,,5237639265,53,rv6r0bwbl75er38wklyfpsr9,5237639263,41,Injury,5236965931,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081161,286,27,1,23,10,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-23T17:24:48.960Z,2024-09-23T17:25:55Z,,,,,5236961987,201,,5236965913,233,157,5236961989,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081853,158,28,1,23,42,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-23T17:25:21.008Z,2024-09-23T17:25:56Z,,,,,5236965989,233,287,5236965791,55,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081471,287,28,1,23,42,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-23T17:25:21.008Z,2024-09-23T17:25:56Z,,,,,5236963731,55,286,5236965985,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081541,148,1,1,23,43,36g6ifzjliec1jqnbtf7yesme,0,4.4,41.6,2024-09-23T17:25:22.028Z,2024-09-23T17:25:25Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236964045,212,58.9,5236964051,74,,5236964049,1,,5236964041,140,59.9,5236964037,56,Center,5236964031,124,,5236964047,213,6.14,5236964043,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081547,288,61,1,23,48,b3r6d8ydtmtjckam6pku9y400,1,40.0,66.9,2024-09-23T17:25:26.427Z,2024-09-23T17:25:34Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236964097,56,Back,5236964655,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081569,289,1,1,23,49,b3r6d8ydtmtjckam6pku9y400,0,37.8,65.0,2024-09-23T17:25:27.792Z,2024-09-23T17:25:28Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5236964219,213,0.80,5236964207,56,Back,5236964209,140,40.5,5236964213,141,69.3,5236964205,3,,5236964217,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081611,149,3,1,23,51,36g6ifzjliec1jqnbtf7yesme,1,59.9,25.8,2024-09-23T17:25:29.531Z,2024-09-23T20:24:12Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5237640363,464,,5236964431,56,Center,5236964473,233,290,5236964433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081593,290,45,1,23,51,b3r6d8ydtmtjckam6pku9y400,0,40.1,74.2,2024-09-23T17:25:29.531Z,2024-09-23T17:37:41Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236964303,56,Back,5236964307,285,,5236964495,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081645,150,1,1,23,53,36g6ifzjliec1jqnbtf7yesme,1,61.3,19.2,2024-09-23T17:25:31.388Z,2024-09-23T17:25:33Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5236964585,141,5.9,5236964589,213,5.22,5236964581,56,Right,5236964587,212,10.4,5236964583,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081667,151,1,1,23,55,36g6ifzjliec1jqnbtf7yesme,1,66.1,5.9,2024-09-23T17:25:33.404Z,2024-09-23T17:25:35Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5236964757,56,Back,5236964765,213,3.23,5236964761,141,3.2,5236964763,212,21.5,5236964759,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081715,152,1,1,23,57,36g6ifzjliec1jqnbtf7yesme,1,45.3,3.8,2024-09-23T17:25:35.436Z,2024-09-23T17:25:38Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236964987,140,32.6,5236964993,213,2.25,5236964991,212,21.1,5236964985,56,Back,5236964989,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081729,153,1,1,24,0,36g6ifzjliec1jqnbtf7yesme,1,32.5,26.8,2024-09-23T17:25:38.684Z,2024-09-23T17:25:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236965089,141,4.4,5236965079,56,Back,5236965085,140,45.8,5236965097,213,5.45,5236965093,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081745,154,1,1,24,2,36g6ifzjliec1jqnbtf7yesme,1,45.8,4.4,2024-09-23T17:25:41.179Z,2024-09-23T17:25:44Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236965185,56,Back,5236965189,141,28.0,5236965187,140,41.5,5236965193,213,1.85,5236965191,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081747,155,1,1,24,5,36g6ifzjliec1jqnbtf7yesme,0,39.3,29.3,2024-09-23T17:25:43.996Z,2024-09-23T20:24:26Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5236965201,141,31.3,5236965203,212,1.4,5236965345,286,,5236965341,233,291,5236965199,140,39.0,5236965205,213,1.80,5236965197,56,Back,5236965339,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081771,291,74,1,24,5,b3r6d8ydtmtjckam6pku9y400,1,60.5,68.5,2024-09-23T17:25:43.997Z,2024-09-23T20:24:33Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5236965381,233,155,5236965337,285,,5236965335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081819,293,61,1,24,8,b3r6d8ydtmtjckam6pku9y400,0,38.7,68.4,2024-09-23T17:25:46.495Z,2024-09-23T20:24:56Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236965969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725203701,682,3,1,24,9,36g6ifzjliec1jqnbtf7yesme,0,51.8,25.4,2024-09-23T17:25:47.292Z,2024-09-23T20:24:58Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5237642667,286,,5237642671,467,4gqnyyx3i92fayq6cxvekqwut,5237642665,56,Center,5237642669,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081799,156,4,1,24,10,36g6ifzjliec1jqnbtf7yesme,1,58.0,28.3,2024-09-23T17:25:48.525Z,2024-09-23T17:25:54Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5236965597,265,,5236965591,13,,5236965593,56,Center,5236965723,233,294,5236965599,286,,5236965595,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081831,294,4,1,24,10,b3r6d8ydtmtjckam6pku9y400,0,42.0,71.7,2024-09-23T17:25:48.526Z,2024-09-23T17:25:52Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5236965699,56,Back,5236965697,13,,5236965703,265,,5236965707,285,,5236965701,152,,5236965739,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725081803,292,43,1,24,10,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-23T17:25:48.720Z,2024-09-23T17:25:53Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236965523,56,Back,5236965797,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082127,159,1,1,24,46,36g6ifzjliec1jqnbtf7yesme,1,59.3,25.9,2024-09-23T17:26:25.164Z,2024-09-23T20:25:11Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5237643515,189,,5236967331,141,12.2,5236967325,152,,5236967333,212,23.4,5236967335,213,3.55,5236967323,5,,5236967327,56,Back,5236967329,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082147,160,1,1,24,48,36g6ifzjliec1jqnbtf7yesme,1,31.8,3.7,2024-09-23T17:26:26.795Z,2024-09-23T20:25:17Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5237643881,189,,5236967447,141,28.9,5236967443,56,Back,5236967451,213,2.37,5236967449,212,24.5,5236967445,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082159,161,1,1,24,50,36g6ifzjliec1jqnbtf7yesme,1,13.0,31.6,2024-09-23T17:26:28.459Z,2024-09-23T17:26:30Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236967517,140,32.6,5236967519,141,6.8,5236967539,213,5.60,5236967537,212,26.6,5236967515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082179,162,1,1,24,51,36g6ifzjliec1jqnbtf7yesme,1,33.4,6.8,2024-09-23T17:26:29.531Z,2024-09-23T17:26:32Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236967639,213,5.97,5236967633,140,39.5,5236967637,212,6.7,5236967631,56,Back,5236967635,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082191,163,50,1,24,53,36g6ifzjliec1jqnbtf7yesme,1,40.4,3.9,2024-09-23T17:26:31.632Z,2024-09-23T17:37:37Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236967705,286,,5236967741,233,295,5236967701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082183,295,7,1,24,53,b3r6d8ydtmtjckam6pku9y400,1,59.6,96.1,2024-09-23T17:26:31.633Z,2024-09-23T20:25:25Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236967661,167,,5237644307,385,,5236967713,233,163,5236967663,56,Left,5236967665,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082233,164,5,1,24,54,36g6ifzjliec1jqnbtf7yesme,1,37.1,-1.6,2024-09-23T17:26:32.401Z,2024-09-23T17:32:46Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236967895,347,,5236967933,233,296,5236967893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082193,296,5,1,24,54,b3r6d8ydtmtjckam6pku9y400,0,62.9,101.6,2024-09-23T17:26:32.401Z,2024-09-23T17:32:46Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236967709,56,Left,5236967711,347,,5236968109,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082309,165,1,1,24,57,36g6ifzjliec1jqnbtf7yesme,1,36.8,0.0,2024-09-23T17:26:36.124Z,2024-09-23T17:26:43Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236968367,140,15.2,5236968381,212,34.7,5236968383,213,2.28,5236968363,107,,5236968369,141,36.6,5236968385,1,,5236968365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082323,166,1,1,25,3,36g6ifzjliec1jqnbtf7yesme,1,17.7,49.7,2024-09-23T17:26:42.043Z,2024-09-23T20:25:34Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5236968479,56,Back,5236968489,212,20.9,5236968485,141,80.3,5236968483,140,19.1,5236968493,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082397,167,1,1,25,7,36g6ifzjliec1jqnbtf7yesme,0,20.5,83.0,2024-09-23T17:26:45.483Z,2024-09-23T20:25:41Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5236968895,212,72.3,5236968889,56,Center,5237645229,157,,5236968899,1,,5236968893,141,42.2,5236968891,140,84.1,5236968897,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082465,298,1,1,25,14,b3r6d8ydtmtjckam6pku9y400,1,14.5,57.6,2024-09-23T17:26:52.272Z,2024-09-23T17:26:58Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5236969313,141,29.5,5236969321,213,5.09,5236969309,140,21.8,5236969317,212,20.6,5236969307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082515,299,1,1,25,20,b3r6d8ydtmtjckam6pku9y400,1,23.6,25.6,2024-09-23T17:26:58.640Z,2024-09-23T17:27:04Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236969565,140,21.8,5236969569,212,13.2,5236969571,213,1.71,5236969567,141,44.8,5236969563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082551,300,1,1,25,25,b3r6d8ydtmtjckam6pku9y400,0,23.7,43.7,2024-09-23T17:27:03.856Z,2024-09-23T17:27:07Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5236969723,140,88.2,5236969727,212,67.9,5236969721,56,Center,5236969729,213,0.06,5236969719,157,,5236969731,1,,5236969725,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082571,168,52,1,25,32,36g6ifzjliec1jqnbtf7yesme,1,15.7,51.7,2024-09-23T17:27:11.115Z,2024-09-23T20:25:56Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5237645859,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082639,169,1,1,25,33,36g6ifzjliec1jqnbtf7yesme,1,13.9,51.2,2024-09-23T17:27:11.371Z,2024-09-23T17:27:17Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236970247,140,25.9,5236970243,123,,5236970251,212,21.7,5236970249,141,25.3,5236970255,213,5.33,5236970245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082649,170,1,1,25,36,36g6ifzjliec1jqnbtf7yesme,1,30.2,25.0,2024-09-23T17:27:14.875Z,2024-09-23T17:27:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236970279,213,5.56,5236970273,140,45.0,5236970271,56,Back,5236970277,212,20.7,5236970275,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082663,171,1,1,25,38,36g6ifzjliec1jqnbtf7yesme,1,45.7,4.9,2024-09-23T17:27:16.843Z,2024-09-23T17:27:19Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236970335,212,7.4,5236970333,141,15.6,5236970329,56,Back,5236970331,140,44.3,5236970337,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082679,172,1,1,25,41,36g6ifzjliec1jqnbtf7yesme,1,44.5,22.5,2024-09-23T17:27:19.355Z,2024-09-23T17:27:20Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5236970395,56,Center,5236970399,141,30.4,5236970403,213,0.37,5236970397,140,57.6,5236970401,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082689,173,1,1,25,42,36g6ifzjliec1jqnbtf7yesme,1,57.6,30.4,2024-09-23T17:27:20.363Z,2024-09-23T20:26:06Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5236970431,140,43.0,5236970429,56,Back,5236970437,213,3.42,5236970433,141,23.9,5236970435,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082797,174,1,1,25,47,36g6ifzjliec1jqnbtf7yesme,1,51.8,22.1,2024-09-23T17:27:26.028Z,2024-09-23T17:27:32Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236970951,140,55.0,5236970957,213,0.44,5236970949,56,Center,5236970953,141,24.4,5236970955,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082827,175,1,1,25,53,36g6ifzjliec1jqnbtf7yesme,1,48.3,14.3,2024-09-23T17:27:32.075Z,2024-09-23T17:27:35Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5236971139,56,Back,5236971145,212,10.2,5236971143,141,16.5,5236971141,140,38.7,5236971147,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082881,176,1,1,25,57,36g6ifzjliec1jqnbtf7yesme,1,38.2,25.6,2024-09-23T17:27:35.787Z,2024-09-23T17:27:40Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5236971455,212,24.9,5236971449,56,Back,5236971453,141,61.2,5236971457,213,1.81,5236971451,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082911,177,1,1,26,1,36g6ifzjliec1jqnbtf7yesme,1,42.0,71.2,2024-09-23T17:27:40.011Z,2024-09-23T17:27:42Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5236971591,212,22.1,5236971593,213,0.72,5236971585,56,Left,5236971587,140,57.8,5236971589,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082943,178,1,1,26,4,36g6ifzjliec1jqnbtf7yesme,1,59.5,93.0,2024-09-23T17:27:42.332Z,2024-09-23T17:27:44Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5236971775,141,76.4,5236971779,213,5.51,5236971777,212,16.2,5236971771,56,Center,5236971773,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082953,179,1,1,26,6,36g6ifzjliec1jqnbtf7yesme,0,70.6,76.4,2024-09-23T17:27:44.667Z,2024-09-23T20:26:24Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5236971839,141,59.1,5236971835,56,Center,5236971843,213,4.75,5236971837,140,71.0,5236971841,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725082987,301,1,1,26,7,b3r6d8ydtmtjckam6pku9y400,1,33.7,39.2,2024-09-23T17:27:45.296Z,2024-09-23T17:27:47Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5236971973,141,33.1,5236971971,140,26.3,5236971977,213,3.63,5236971969,56,Back,5236971975,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725083035,303,1,1,26,9,b3r6d8ydtmtjckam6pku9y400,1,26.3,32.8,2024-09-23T17:27:47.488Z,2024-09-23T17:27:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236972229,141,11.9,5236972231,212,16.3,5236972225,56,Back,5236972233,213,5.22,5236972227,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725083073,304,1,1,26,12,b3r6d8ydtmtjckam6pku9y400,1,35.2,9.5,2024-09-23T17:27:50.384Z,2024-09-23T17:27:54Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5236972421,213,2.28,5236972413,141,25.6,5236972409,56,Back,5236972417,212,14.4,5236972411,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725083147,305,1,1,26,15,b3r6d8ydtmtjckam6pku9y400,1,27.1,27.5,2024-09-23T17:27:54.112Z,2024-09-23T17:28:02Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236972793,140,29.3,5236972797,212,25.0,5236972791,56,Back,5236972799,213,1.48,5236972795,141,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725083163,306,1,1,26,24,b3r6d8ydtmtjckam6pku9y400,1,59.1,87.9,2024-09-23T17:28:02.432Z,2024-09-23T17:28:04Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5236972927,56,Left,5236972935,213,1.75,5236972933,212,6.4,5236972931,141,97.2,5236972929,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
