id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value
2793844087,322,7,1,25,47,9qsmopgutr7ut5g6workk8w4i,0,27.6,20.7,2025-03-30T16:26:24.563Z,2025-03-30T21:21:26Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611899955,233,256,5611830641,285,,5612961807,385,,5611830637,56,Back,5612961809,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839189,258,1,1,25,48,59as3grjvj19voay31j3yfgni,1,70.4,88.0,2025-03-30T16:26:25.417Z,2025-03-30T16:26:27Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611806485,212,21.2,5611806487,213,3.46,5611806477,140,51.2,5611806475,56,Center,5611806481,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839211,259,1,1,25,50,59as3grjvj19voay31j3yfgni,1,51.2,78.2,2025-03-30T16:26:27.697Z,2025-03-30T16:26:29Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611806569,213,5.38,5611806563,140,55.1,5611806561,56,Center,5611806565,141,70.5,5611806567,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839285,260,1,1,25,52,59as3grjvj19voay31j3yfgni,1,53.5,69.0,2025-03-30T16:26:29.417Z,2025-03-30T16:26:33Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5611806921,1,,5611806919,213,4.77,5611806913,140,55.4,5611806911,56,Center,5611806917,212,32.2,5611806915,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839347,261,1,1,25,56,59as3grjvj19voay31j3yfgni,1,60.7,15.2,2025-03-30T16:26:33.320Z,2025-03-30T16:26:37Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611807209,213,5.64,5611807203,140,70.2,5611807201,56,Right,5611807207,212,12.5,5611807205,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839411,262,1,1,25,59,59as3grjvj19voay31j3yfgni,1,71.6,5.8,2025-03-30T16:26:36.906Z,2025-03-30T16:26:41Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5611807511,56,Right,5611807513,140,80.1,5611807517,212,10.3,5611807515,141,13.5,5611807519,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839459,263,1,1,26,3,59as3grjvj19voay31j3yfgni,1,84.4,5.5,2025-03-30T16:26:40.977Z,2025-03-30T16:26:44Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611807719,141,6.4,5611807723,213,3.10,5611807721,212,14.5,5611807717,140,70.6,5611807715,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839517,264,1,1,26,7,59as3grjvj19voay31j3yfgni,0,71.1,6.8,2025-03-30T16:26:44.450Z,2025-03-30T16:26:47Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611808059,141,100.0,5611808061,212,64.8,5611808063,213,1.54,5611808055,56,Left,5611808057,140,73.2,5611808051,155,,5611808053,196,,5611808065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839525,265,5,1,26,10,59as3grjvj19voay31j3yfgni,0,70.2,101.7,2025-03-30T16:26:47.452Z,2025-03-30T16:55:30Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611808087,56,Left,5611808089,347,,5611808993,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839729,284,5,1,26,10,9qsmopgutr7ut5g6workk8w4i,1,29.8,-1.7,2025-03-30T16:26:47.452Z,2025-03-30T16:55:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611808977,56,Back,5611808987,233,265,5611808981,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839815,285,1,1,26,26,9qsmopgutr7ut5g6workk8w4i,1,37.7,0.0,2025-03-30T16:27:03.396Z,2025-03-30T16:27:08Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611809385,107,,5611809387,56,Back,5611809391,141,15.5,5611809393,212,30.4,5611809395,213,2.77,5611809397,1,,5611809389,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839857,286,1,1,26,31,9qsmopgutr7ut5g6workk8w4i,1,14.3,34.9,2025-03-30T16:27:08.692Z,2025-03-30T16:27:11Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5611809565,213,0.23,5611809561,141,37.6,5611809557,56,Back,5611809563,212,8.1,5611809559,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839923,287,1,1,26,34,9qsmopgutr7ut5g6workk8w4i,1,24.0,32.2,2025-03-30T16:27:11.300Z,2025-03-30T16:27:17Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611809947,56,Back,5611809949,140,30.1,5611809953,212,18.1,5611809951,141,7.3,5611809955,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839943,288,1,1,26,40,9qsmopgutr7ut5g6workk8w4i,1,34.9,5.9,2025-03-30T16:27:18.164Z,2025-03-30T16:27:19Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611810081,213,1.90,5611810073,56,Back,5611810075,140,30.4,5611810077,141,26.1,5611810079,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839961,289,1,1,26,41,9qsmopgutr7ut5g6workk8w4i,1,29.9,26.4,2025-03-30T16:27:19.156Z,2025-03-30T16:27:20Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611810177,56,Back,5611810185,213,0.96,5611810181,141,55.2,5611810183,212,23.9,5611810179,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793839987,290,1,1,26,45,9qsmopgutr7ut5g6workk8w4i,1,45.0,56.1,2025-03-30T16:27:23.188Z,2025-03-30T16:27:23Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611810361,56,Back,5611810363,140,45.3,5611810365,141,42.2,5611810367,212,9.5,5611810369,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840009,291,1,1,26,46,9qsmopgutr7ut5g6workk8w4i,1,45.3,42.2,2025-03-30T16:27:23.700Z,2025-03-30T16:27:26Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611810529,213,5.33,5611810523,140,59.9,5611810521,56,Right,5611810525,141,10.3,5611810527,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840025,292,1,1,26,49,9qsmopgutr7ut5g6workk8w4i,1,65.1,8.9,2025-03-30T16:27:26.643Z,2025-03-30T16:27:28Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611810639,141,19.5,5611810641,212,8.8,5611810643,213,2.18,5611810637,140,60.3,5611810635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840037,293,1,1,26,50,9qsmopgutr7ut5g6workk8w4i,1,62.5,18.8,2025-03-30T16:27:28.212Z,2025-03-30T16:27:29Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611810717,212,5.8,5611810715,141,10.3,5611810711,56,Right,5611810713,140,61.9,5611810719,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840071,294,1,1,26,52,9qsmopgutr7ut5g6workk8w4i,1,60.5,7.6,2025-03-30T16:27:29.396Z,2025-03-30T16:27:34Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611810919,213,2.27,5611810911,56,Center,5611810913,140,53.1,5611810915,141,21.3,5611810917,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840091,295,1,1,26,56,9qsmopgutr7ut5g6workk8w4i,1,54.4,16.7,2025-03-30T16:27:34.180Z,2025-03-30T16:27:36Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611811013,56,Right,5611811017,140,70.0,5611811021,141,17.3,5611811023,212,16.4,5611811025,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840109,296,1,1,26,59,9qsmopgutr7ut5g6workk8w4i,1,67.6,10.0,2025-03-30T16:27:36.387Z,2025-03-30T16:27:39Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611811121,140,84.7,5611811127,212,18.1,5611811125,141,6.8,5611811129,213,6.16,5611811119,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840111,297,1,1,27,1,9qsmopgutr7ut5g6workk8w4i,0,86.2,9.0,2025-03-30T16:27:38.900Z,2025-03-30T21:22:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611811149,2,,5611811153,56,Center,5611811155,140,90.5,5611811157,141,45.4,5611811161,213,1.39,5612964777,20,,5612964775,224,,5611811159,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840471,269,12,1,27,2,59as3grjvj19voay31j3yfgni,1,6.7,49.0,2025-03-30T16:27:39.753Z,2025-03-30T21:22:57Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611813137,213,0.67,5611813135,212,1.2,5611813129,56,Back,5611813131,140,7.6,5611813133,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840189,298,14,1,27,3,9qsmopgutr7ut5g6workk8w4i,1,91.8,44.8,2025-03-30T16:27:40.868Z,2025-03-30T21:23:07Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5612965593,214,,5611811659,22,,5611813243,231,49.1,5611813235,103,8.9,5611813237,328,,5611811661,17,,5611813239,458,,5611813045,72,,5611813241,230,5611813227,75,5611813231,102,5611811663,56,,,,,,99.5,,44.6,Center,,,,,,,,,,,,,,,
2793840393,268,5,1,27,4,59as3grjvj19voay31j3yfgni,1,-1.2,60.4,2025-03-30T16:27:41.594Z,2025-03-30T21:23:10Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611812783,346,,5611812781,56,Back,5611813019,233,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840429,299,5,1,27,4,9qsmopgutr7ut5g6workk8w4i,0,101.2,39.6,2025-03-30T16:27:41.594Z,2025-03-30T21:23:11Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5611812969,56,Center,5611813095,233,268,5611812971,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840785,270,1,1,27,45,59as3grjvj19voay31j3yfgni,0,5.1,40.3,2025-03-30T16:28:22.473Z,2025-03-30T16:28:26Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5611814629,212,64.3,5611814625,140,66.1,5611814627,141,48.1,5611814621,124,,5611814623,56,Center,5611814637,74,,5611814633,1,,5611814631,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840797,300,44,1,27,48,9qsmopgutr7ut5g6workk8w4i,1,35.0,50.8,2025-03-30T16:28:25.512Z,2025-03-30T16:59:31Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611814673,285,,5611814757,233,271,5611814669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840791,271,44,1,27,48,59as3grjvj19voay31j3yfgni,0,65.0,49.2,2025-03-30T16:28:25.513Z,2025-03-30T16:59:31Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5611814655,286,,5611814653,56,Center,5611814817,233,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840805,301,1,1,27,48,9qsmopgutr7ut5g6workk8w4i,0,36.5,48.8,2025-03-30T16:28:25.939Z,2025-03-30T16:28:26Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611814739,213,0.10,5611814733,140,60.6,5611814731,56,Center,5611814729,3,,5611814737,212,25.4,5611814735,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840927,272,1,1,27,51,59as3grjvj19voay31j3yfgni,1,40.9,44.2,2025-03-30T16:28:28.928Z,2025-03-30T16:28:35Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611815391,212,37.9,5611815393,213,1.04,5611815395,1,,5611815389,141,92.3,5611815385,56,Left,5611815387,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840947,273,1,1,27,57,59as3grjvj19voay31j3yfgni,1,75.0,86.5,2025-03-30T16:28:34.968Z,2025-03-30T16:28:36Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611815525,212,6.0,5611815527,213,0.63,5611815523,141,91.7,5611815521,140,79.6,5611815519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793840989,274,1,1,27,59,59as3grjvj19voay31j3yfgni,1,79.5,91.7,2025-03-30T16:28:36.824Z,2025-03-30T16:28:39Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611815719,212,12.7,5611815721,213,3.59,5611815713,56,Left,5611815715,140,68.6,5611815717,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841097,275,1,1,28,1,59as3grjvj19voay31j3yfgni,1,69.9,85.1,2025-03-30T16:28:38.944Z,2025-03-30T16:28:44Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5611816107,140,78.8,5611816105,56,Left,5611816113,213,0.72,5611816109,141,97.1,5611816111,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841091,302,83,1,28,6,9qsmopgutr7ut5g6workk8w4i,0,12.9,10.4,2025-03-30T16:28:44.163Z,2025-03-30T16:28:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611816423,399,8mn8apr6n7t7s6lx4d4vvdnca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841157,276,1,1,28,7,59as3grjvj19voay31j3yfgni,1,87.5,92.6,2025-03-30T16:28:44.584Z,2025-03-30T16:28:48Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611816381,212,6.9,5611816383,213,3.40,5611816375,56,Left,5611816377,140,81.1,5611816379,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841169,277,1,1,28,11,59as3grjvj19voay31j3yfgni,1,75.4,88.3,2025-03-30T16:28:48.648Z,2025-03-30T16:28:54Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611816433,141,60.9,5611816431,140,66.5,5611816437,213,4.25,5611816429,56,Center,5611816435,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841335,278,1,1,28,16,59as3grjvj19voay31j3yfgni,1,71.2,33.3,2025-03-30T16:28:54.024Z,2025-03-30T16:29:00Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611817159,141,4.0,5611817163,213,5.06,5611817155,56,Right,5611817157,140,78.0,5611817161,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841375,279,1,1,28,23,59as3grjvj19voay31j3yfgni,0,95.2,4.0,2025-03-30T16:29:00.328Z,2025-03-30T21:24:47Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5612968891,20,,5611817361,141,5.8,5611817387,233,303,5611817385,236,,5611817355,155,,5611817357,56,Right,5611817363,212,1.3,5611817365,213,1.32,5611817353,2,5611817359,140,5611817391,286,5612969193,224,,,,,,,95.5,,,,,,,,,,,,,,,,,
2793841365,303,12,1,28,23,9qsmopgutr7ut5g6workk8w4i,1,5.2,92.4,2025-03-30T16:29:00.428Z,2025-03-30T16:29:05Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611817307,185,,5611817617,233,279,5611817309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841431,280,6,1,28,25,59as3grjvj19voay31j3yfgni,1,95.2,6.8,2025-03-30T16:29:02.582Z,2025-03-30T16:32:14Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611817657,233,304,5611817655,75,,5611817653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841421,304,6,1,28,25,9qsmopgutr7ut5g6workk8w4i,0,4.8,93.2,2025-03-30T16:29:02.582Z,2025-03-30T21:25:02Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611817693,233,280,5611817647,73,,5611817645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841913,281,1,1,28,50,59as3grjvj19voay31j3yfgni,1,99.5,0.5,2025-03-30T16:29:28.001Z,2025-03-30T21:24:58Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5611819785,56,Center,5611819787,140,86.9,5611819779,155,,5611822795,225,,5611819791,212,42.2,5612969669,387,,5611819777,6,,5611819775,2,,5612969671,20,5611819795,1,5611819789,141,5611819793,213,,,,,,,,59.4,1.89,,,,,,,,,,,,,,,
2793842453,286,61,1,28,52,59as3grjvj19voay31j3yfgni,0,92.7,55.5,2025-03-30T16:29:30.061Z,2025-03-30T21:25:13Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611822261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841851,305,43,1,28,53,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-03-30T16:29:30.979Z,2025-03-30T16:30:02Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611819495,285,0,5611819493,56,Back,5611822019,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841929,306,12,1,28,55,9qsmopgutr7ut5g6workk8w4i,1,16.5,52.2,2025-03-30T16:29:32.835Z,2025-03-30T16:29:35Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611819859,140,18.4,5611819865,213,4.84,5611819863,212,15.2,5611819857,56,Back,5611819861,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793841937,307,12,1,28,57,9qsmopgutr7ut5g6workk8w4i,1,19.0,30.0,2025-03-30T16:29:35.157Z,2025-03-30T16:29:42Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611819931,15,,5611819919,141,46.4,5611819921,212,27.8,5611819923,213,0.41,5611819911,56,Back,5611819915,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842077,282,1,1,29,3,59as3grjvj19voay31j3yfgni,0,56.7,46.4,2025-03-30T16:29:40.816Z,2025-03-30T16:29:43Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611820507,213,0.67,5611820505,212,39.5,5611820499,56,Left,5611820503,141,82.7,5611820501,140,86.1,5611820497,155,,5611820509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842081,308,12,1,29,5,9qsmopgutr7ut5g6workk8w4i,1,14.4,17.9,2025-03-30T16:29:42.771Z,2025-03-30T16:29:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611820519,141,9.2,5611820515,56,Back,5611820517,140,21.5,5611820547,15,,5611820521,212,9.5,5611820523,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842179,283,1,1,29,7,59as3grjvj19voay31j3yfgni,1,79.7,83.6,2025-03-30T16:29:45.079Z,2025-03-30T16:29:48Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611820997,56,Left,5611820999,140,85.0,5611821001,141,93.8,5611821003,212,8.9,5611821005,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842193,284,50,1,29,10,59as3grjvj19voay31j3yfgni,1,83.8,95.2,2025-03-30T16:29:47.880Z,2025-03-30T16:55:45Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611821089,233,309,5611821037,286,,5611821035,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842195,309,7,1,29,10,9qsmopgutr7ut5g6workk8w4i,1,16.2,4.8,2025-03-30T16:29:47.881Z,2025-03-30T21:25:37Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5612971075,178,,5611821041,56,Back,5612971073,385,,5611821059,233,284,5611821043,285,,5611821039,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842449,285,5,1,29,11,59as3grjvj19voay31j3yfgni,1,84.2,101.1,2025-03-30T16:29:48.612Z,2025-03-30T16:55:30Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611822249,56,Left,5611822251,347,,5611822291,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842233,310,5,1,29,11,9qsmopgutr7ut5g6workk8w4i,0,15.8,-1.1,2025-03-30T16:29:48.612Z,2025-03-30T16:55:31Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611821243,56,Back,5611821245,347,,5611822323,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842641,287,1,1,29,37,59as3grjvj19voay31j3yfgni,1,82.9,100.0,2025-03-30T16:30:14.655Z,2025-03-30T16:30:22Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611823165,213,5.19,5611823155,107,,5611823157,56,Center,5611823163,212,31.8,5611823161,141,58.9,5611823583,1,,5611823159,140,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842683,288,61,1,29,39,59as3grjvj19voay31j3yfgni,0,96.8,60.0,2025-03-30T16:30:16.504Z,2025-03-30T16:30:42Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611823337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842691,289,5,1,29,40,59as3grjvj19voay31j3yfgni,0,101.0,61.2,2025-03-30T16:30:17.731Z,2025-03-30T16:55:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611823361,56,Center,5611823785,233,311,5611823363,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842769,311,5,1,29,40,9qsmopgutr7ut5g6workk8w4i,1,-1.0,38.8,2025-03-30T16:30:17.731Z,2025-03-30T16:55:31Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611823763,233,289,5611823741,346,,5611823739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842873,312,1,1,29,47,9qsmopgutr7ut5g6workk8w4i,1,3.6,54.8,2025-03-30T16:30:24.978Z,2025-03-30T21:26:02Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5611824169,1,,5611824159,56,Left,5612971771,189,,5611824173,74,,5611824167,213,0.30,5611824165,212,56.6,5611824161,140,55.2,5611824163,141,79.1,5611824157,155,5611824155,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842921,314,50,1,29,53,9qsmopgutr7ut5g6workk8w4i,1,78.3,82.0,2025-03-30T16:30:30.854Z,2025-03-30T16:55:45Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611824429,233,290,5611824283,286,,5611824281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842943,290,7,1,29,53,59as3grjvj19voay31j3yfgni,1,21.7,18.0,2025-03-30T16:30:30.855Z,2025-03-30T21:26:10Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5612971995,178,,5611824399,233,314,5611824377,56,Back,5612971993,384,,5611824379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793842881,313,43,1,29,55,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-03-30T16:30:32.643Z,2025-03-30T16:30:35Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611824191,56,Left,5611824353,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793843001,292,1,1,29,57,59as3grjvj19voay31j3yfgni,1,4.3,38.9,2025-03-30T16:30:34.447Z,2025-03-30T21:26:15Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5611824651,213,5.81,5611824653,1,,5611824649,212,47.0,5611824645,140,44.2,5611824647,141,7.6,5611824643,56,Back,5611824641,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793843011,293,1,1,29,59,59as3grjvj19voay31j3yfgni,0,45.4,7.7,2025-03-30T16:30:36.375Z,2025-03-30T21:26:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611824721,141,0.0,5611824713,3,,5611824723,212,13.7,5611824717,56,Right,5611824715,168,,5611824727,213,5.81,5611824719,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793843021,294,5,1,30,0,59as3grjvj19voay31j3yfgni,0,56.8,-1.6,2025-03-30T16:30:38.083Z,2025-03-30T16:55:32Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611825027,233,315,5611824767,56,Right,5611824769,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793843065,315,5,1,30,0,9qsmopgutr7ut5g6workk8w4i,1,43.2,101.6,2025-03-30T16:30:38.083Z,2025-03-30T16:55:31Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611824947,347,,5611824945,56,Back,5611824973,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
