id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value
2751213999,122,1,1,15,25,36g6ifzjliec1jqnbtf7yesme,1,5.5,45.1,2024-11-24T13:17:55.829Z,2024-11-24T13:17:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5379791901,56,Back,5379791907,212,18.7,5379791903,140,10.2,5379791909,213,4.98,5379791905,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214031,123,1,1,15,26,36g6ifzjliec1jqnbtf7yesme,1,10.7,17.4,2024-11-24T13:17:57.079Z,2024-11-24T13:18:00Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379792077,56,Back,5379792081,141,16.4,5379792083,212,22.9,5379792085,213,6.25,5379792079,140,32.5,5379792075,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214027,168,83,1,15,27,cftj6g399tknheudaxsdpfdgb,0,63.6,93.0,2024-11-24T13:17:58.086Z,2024-11-24T13:18:03Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379792243,399,1arzd8hqj73byhduozscqz5uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214043,124,1,1,15,29,36g6ifzjliec1jqnbtf7yesme,1,32.5,16.4,2024-11-24T13:18:00.235Z,2024-11-24T13:18:01Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5379792137,212,6.7,5379792133,140,26.5,5379792135,141,13.2,5379792139,213,3.47,5379792131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214061,125,1,1,15,30,36g6ifzjliec1jqnbtf7yesme,1,26.4,13.2,2024-11-24T13:18:01.281Z,2024-11-24T13:18:07Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379792213,155,,5379792219,141,92.3,5379792221,212,53.9,5379792215,56,Back,5379792217,140,29.3,5379792469,1,,5379792467,196,,5379792223,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214157,126,1,1,15,36,36g6ifzjliec1jqnbtf7yesme,1,31.7,90.0,2024-11-24T13:18:06.891Z,2024-11-24T13:18:10Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5379792749,213,4.97,5379792745,141,63.0,5379792743,140,36.4,5379792747,212,19.0,5379792741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214225,127,1,1,15,39,36g6ifzjliec1jqnbtf7yesme,1,36.2,54.2,2024-11-24T13:18:10.015Z,2024-11-24T13:18:16Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379793099,213,5.27,5379793095,141,11.9,5379793093,140,53.4,5379793097,212,34.0,5379793101,1,,5379793091,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214259,128,1,1,15,45,36g6ifzjliec1jqnbtf7yesme,1,54.4,12.2,2024-11-24T13:18:15.906Z,2024-11-24T13:18:19Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379793267,212,13.8,5379793265,141,19.5,5379793269,213,2.77,5379793263,140,42.1,5379793261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214301,129,1,1,15,48,36g6ifzjliec1jqnbtf7yesme,1,42.2,30.3,2024-11-24T13:18:19.062Z,2024-11-24T13:18:23Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379793451,141,64.8,5379793447,56,Back,5379793449,140,43.3,5379793453,212,23.5,5379793455,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214321,130,1,1,15,52,36g6ifzjliec1jqnbtf7yesme,1,53.4,69.1,2024-11-24T13:18:23.484Z,2024-11-24T13:18:26Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379793601,140,58.1,5379793605,212,17.5,5379793603,141,93.8,5379793607,213,1.29,5379793599,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214359,131,1,1,15,55,36g6ifzjliec1jqnbtf7yesme,1,56.0,93.0,2024-11-24T13:18:26.499Z,2024-11-24T13:18:30Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5379793797,56,Back,5379793801,141,75.6,5379793799,140,26.9,5379793807,1,,5379793803,212,32.8,5379793805,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214381,132,1,1,15,59,36g6ifzjliec1jqnbtf7yesme,1,27.4,71.2,2024-11-24T13:18:30.140Z,2024-11-24T13:18:32Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5379793921,213,5.04,5379793919,212,7.8,5379793915,140,29.8,5379793913,56,Back,5379793917,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214451,133,1,1,16,1,36g6ifzjliec1jqnbtf7yesme,1,29.8,60.3,2024-11-24T13:18:32.233Z,2024-11-24T13:18:36Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379794311,141,77.6,5379794307,56,Back,5379794315,213,1.40,5379794309,140,31.7,5379794313,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214495,134,1,1,16,6,36g6ifzjliec1jqnbtf7yesme,1,36.4,80.5,2024-11-24T13:18:36.874Z,2024-11-24T13:18:39Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379794491,140,41.1,5379794489,56,Back,5379794497,213,5.22,5379794493,141,67.5,5379794495,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214519,135,1,1,16,9,36g6ifzjliec1jqnbtf7yesme,1,38.7,59.7,2024-11-24T13:18:39.842Z,2024-11-24T13:18:42Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379794655,212,13.7,5379794645,140,33.5,5379794649,141,41.2,5379794643,56,Back,5379794657,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214561,136,1,1,16,11,36g6ifzjliec1jqnbtf7yesme,1,33.6,41.2,2024-11-24T13:18:41.998Z,2024-11-24T13:18:45Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379794901,56,Back,5379794907,212,12.7,5379794903,140,22.2,5379794905,141,47.5,5379794909,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214579,137,1,1,16,14,36g6ifzjliec1jqnbtf7yesme,1,22.2,47.5,2024-11-24T13:18:45.233Z,2024-11-24T13:18:48Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5379795031,140,29.3,5379795029,56,Back,5379795037,213,1.04,5379795035,212,14.8,5379795033,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214623,138,1,1,16,18,36g6ifzjliec1jqnbtf7yesme,1,29.3,66.3,2024-11-24T13:18:48.748Z,2024-11-24T13:18:50Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379795217,212,7.2,5379795215,141,58.1,5379795221,213,5.39,5379795207,56,Back,5379795211,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214681,139,1,1,16,19,36g6ifzjliec1jqnbtf7yesme,1,34.4,56.4,2024-11-24T13:18:50.514Z,2024-11-24T13:18:55Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379795495,56,Right,5379795499,141,14.7,5379795493,155,,5379795505,1,,5379795503,213,5.80,5379795497,140,85.4,5379795501,212,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214723,140,1,1,16,25,36g6ifzjliec1jqnbtf7yesme,0,88.1,13.4,2024-11-24T13:18:55.607Z,2024-11-24T16:31:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379795733,141,100.0,5379795739,1,,5379795735,212,60.0,5379795727,155,,5379795737,213,1.52,5379795729,56,Left,5379795725,2,,5379795869,345,,5380899263,224,5379795731,140,5380899265,20,,,,,,,,,,,,,,,,,90.9,,,,,,,,,,
2751214725,141,5,1,16,28,36g6ifzjliec1jqnbtf7yesme,0,91.5,101.6,2024-11-24T13:18:59.217Z,2024-11-24T13:40:36Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379795747,347,,5379795745,56,Left,5379885487,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214951,169,5,1,16,28,cftj6g399tknheudaxsdpfdgb,1,8.5,-1.6,2024-11-24T13:18:59.217Z,2024-11-24T13:40:35Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379796933,347,,5379885421,233,141,5379796931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214967,170,1,1,16,52,cftj6g399tknheudaxsdpfdgb,1,11.6,0.0,2024-11-24T13:19:22.630Z,2024-11-24T13:19:25Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379797031,213,0.20,5379797029,212,20.8,5379797025,140,31.0,5379797023,56,Back,5379797027,141,4.0,5379797021,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215039,145,45,1,16,54,36g6ifzjliec1jqnbtf7yesme,0,70.8,92.4,2024-11-24T13:19:25.334Z,2024-11-24T15:13:50Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5379797379,233,171,5379797313,56,Left,5379797315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214987,171,3,1,16,54,cftj6g399tknheudaxsdpfdgb,1,29.2,7.6,2024-11-24T13:19:25.334Z,2024-11-24T16:32:12Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5379797103,285,,5379797371,233,145,5379797101,56,Back,5380900603,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214997,172,3,1,16,55,cftj6g399tknheudaxsdpfdgb,0,28.4,6.8,2024-11-24T13:19:26.422Z,2024-11-24T16:32:17Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5379801629,285,,5379801665,233,142,5379797131,56,Back,5380901035,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751214991,142,7,1,16,55,36g6ifzjliec1jqnbtf7yesme,1,71.6,93.2,2024-11-24T13:19:26.423Z,2024-11-24T16:32:21Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380901463,178,,5379801635,233,172,5379800635,286,,5380901161,383,,5379797109,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215011,144,3,1,16,57,36g6ifzjliec1jqnbtf7yesme,0,73.8,92.4,2024-11-24T13:19:28.260Z,2024-11-24T16:32:30Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380902305,465,,5379797191,286,,5379801983,233,173,5379797189,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215045,173,7,1,16,57,cftj6g399tknheudaxsdpfdgb,1,26.2,7.6,2024-11-24T13:19:28.261Z,2024-11-24T16:32:34Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5379797347,56,Back,5380902665,178,,5379797353,285,,5380902491,384,,5379801915,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215063,174,12,1,16,58,cftj6g399tknheudaxsdpfdgb,1,16.0,6.8,2024-11-24T13:19:28.894Z,2024-11-24T16:33:08Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379797447,213,5.89,5379797441,140,17.9,5379797439,56,Back,5379797443,141,5.6,5379797445,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215131,146,61,1,16,59,36g6ifzjliec1jqnbtf7yesme,1,78.0,90.5,2024-11-24T13:19:30.021Z,2024-11-24T16:33:08Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379797795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215145,147,5,1,17,0,36g6ifzjliec1jqnbtf7yesme,0,79.0,100.8,2024-11-24T13:19:31.319Z,2024-11-24T13:40:27Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379885547,233,175,5379797927,56,Left,5379797929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215209,175,5,1,17,0,cftj6g399tknheudaxsdpfdgb,1,21.0,-0.8,2024-11-24T13:19:31.319Z,2024-11-24T13:40:26Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379798157,56,Back,5379798159,347,,5379885525,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215255,176,1,1,17,10,cftj6g399tknheudaxsdpfdgb,1,20.5,0.0,2024-11-24T13:19:41.285Z,2024-11-24T13:19:44Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379798431,56,Back,5379798439,213,2.70,5379798435,141,6.7,5379798433,140,10.1,5379798429,107,,5379798437,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215275,177,1,1,17,14,cftj6g399tknheudaxsdpfdgb,0,8.0,4.6,2024-11-24T13:19:44.775Z,2024-11-24T13:19:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379798529,157,,5379798537,212,40.6,5379798533,140,45.4,5379798541,1,,5379798535,141,19.8,5379798539,213,0.26,5379798531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215291,148,1,1,17,16,36g6ifzjliec1jqnbtf7yesme,0,54.3,70.8,2024-11-24T13:19:47.005Z,2024-11-24T13:19:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379798613,56,Center,5379798621,213,0.54,5379798615,140,61.5,5379798619,212,8.8,5379798617,141,77.5,5379798611,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215315,178,1,1,17,18,cftj6g399tknheudaxsdpfdgb,1,36.6,16.5,2024-11-24T13:19:49.014Z,2024-11-24T13:19:50Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379798745,213,0.42,5379798743,212,24.9,5379798737,56,Center,5379798739,140,58.2,5379798735,3,,5379798741,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215327,179,1,1,17,19,cftj6g399tknheudaxsdpfdgb,0,58.2,31.5,2024-11-24T13:19:50.437Z,2024-11-24T13:19:52Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5379798799,141,26.1,5379798795,56,Back,5379798793,3,,5379798803,213,3.38,5379798849,156,,5379798797,140,44.1,5379798801,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215349,149,1,1,17,21,36g6ifzjliec1jqnbtf7yesme,1,57.5,70.0,2024-11-24T13:19:52.224Z,2024-11-24T13:19:53Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379798861,56,Center,5379798865,141,65.5,5379798869,213,3.59,5379798863,140,51.4,5379798867,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215393,150,1,1,17,22,36g6ifzjliec1jqnbtf7yesme,1,51.4,65.5,2024-11-24T13:19:53.224Z,2024-11-24T13:19:56Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379799085,141,76.1,5379799089,213,0.59,5379799083,140,61.7,5379799079,3,,5379799087,212,13.0,5379799081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215397,151,1,1,17,26,36g6ifzjliec1jqnbtf7yesme,0,61.7,76.1,2024-11-24T13:19:56.645Z,2024-11-24T13:53:22Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5379799117,141,76.3,5379799113,56,Center,5379799115,140,69.7,5379799119,212,8.4,5379799121,213,0.02,5379799111,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215427,180,1,1,17,26,cftj6g399tknheudaxsdpfdgb,1,34.8,18.8,2024-11-24T13:19:56.901Z,2024-11-24T13:19:59Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379799241,212,9.2,5379799239,141,22.7,5379799235,56,Back,5379799237,140,26.4,5379799243,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215485,181,1,1,17,28,cftj6g399tknheudaxsdpfdgb,1,25.4,23.3,2024-11-24T13:19:59.190Z,2024-11-24T13:20:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379799577,213,5.29,5379799573,141,10.6,5379799575,212,10.3,5379799571,140,30.8,5379799569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215541,182,1,1,17,32,cftj6g399tknheudaxsdpfdgb,1,30.9,10.4,2024-11-24T13:20:03.350Z,2024-11-24T13:20:08Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379799911,213,2.21,5379799907,141,23.7,5379799903,56,Back,5379799905,140,24.5,5379799909,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215603,183,1,1,17,38,cftj6g399tknheudaxsdpfdgb,1,25.6,23.9,2024-11-24T13:20:08.614Z,2024-11-24T13:20:13Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379800221,141,59.6,5379800219,140,26.4,5379800217,56,Back,5379800223,212,24.3,5379800225,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215625,184,1,1,17,43,cftj6g399tknheudaxsdpfdgb,1,28.5,67.5,2024-11-24T13:20:13.574Z,2024-11-24T13:20:14Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5379800351,212,11.4,5379800339,56,Back,5379800347,141,62.6,5379800355,213,5.99,5379800343,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215689,185,1,1,17,44,cftj6g399tknheudaxsdpfdgb,1,38.9,62.6,2024-11-24T13:20:14.869Z,2024-11-24T13:20:18Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379800683,56,Center,5379800689,212,21.9,5379800685,140,53.5,5379800691,213,5.49,5379800687,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215761,186,1,1,17,47,cftj6g399tknheudaxsdpfdgb,1,58.7,34.3,2024-11-24T13:20:18.374Z,2024-11-24T13:20:22Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379800997,141,11.3,5379800995,140,71.4,5379800999,212,20.6,5379800993,56,Right,5379801001,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215785,187,1,1,17,52,cftj6g399tknheudaxsdpfdgb,0,90.9,13.7,2024-11-24T13:20:22.806Z,2024-11-24T16:33:49Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379801159,212,31.7,5379801155,141,59.7,5380909403,20,,5379801143,155,,5379801147,56,Center,5379801161,213,1.41,5379801151,140,95.8,5380909401,224,,5379801139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215789,152,12,1,17,53,36g6ifzjliec1jqnbtf7yesme,1,3.6,40.3,2024-11-24T13:20:24.566Z,2024-11-24T16:33:54Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379801185,212,8.4,5379801183,141,31.2,5379801179,56,Back,5379801181,140,0.0,5379801187,213,3.97,5379801299,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215809,153,6,1,17,54,36g6ifzjliec1jqnbtf7yesme,0,0.4,34.6,2024-11-24T13:20:24.988Z,2024-11-24T16:33:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379801309,73,,5379801307,56,Back,5379801343,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751215795,188,6,1,17,54,cftj6g399tknheudaxsdpfdgb,1,99.6,65.4,2024-11-24T13:20:24.988Z,2024-11-24T13:58:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379801305,73,,5379801303,56,Center,5379801323,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216113,189,1,1,18,22,cftj6g399tknheudaxsdpfdgb,0,99.5,99.5,2024-11-24T13:20:53.285Z,2024-11-24T16:34:00Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379803001,6,,5379803017,1,,5379802999,2,,5379803005,223,,5379803003,155,,5379803013,212,32.9,5380910541,20,,5379803015,213,4.59,5379803011,141,5379803007,56,5379803009,140,,,,,51.5,95.7,,,,,,,,,,,Center,,,,,,,,,,
2751216121,154,44,1,18,25,36g6ifzjliec1jqnbtf7yesme,1,4.7,47.7,2024-11-24T13:20:56.372Z,2024-11-24T15:13:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379803119,233,190,5379803049,285,,5379803047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216119,190,44,1,18,25,cftj6g399tknheudaxsdpfdgb,0,95.3,52.3,2024-11-24T13:20:56.373Z,2024-11-24T15:13:58Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5379803043,286,,5379803039,56,Center,5379803219,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216131,155,43,1,18,26,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:20:56.972Z,2024-11-24T13:22:46Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379803099,212,0,5379803095,140,7.8,5379803093,56,Back,5379803097,141,40.4,5379810263,144,12,5379803101,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216143,156,12,1,18,26,36g6ifzjliec1jqnbtf7yesme,1,8.3,46.2,2024-11-24T13:20:57.050Z,2024-11-24T16:34:22Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379803169,56,Back,5379803171,140,9.4,5379803173,141,44.6,5379803175,212,1.6,5379803179,15,,5379803177,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751246669,435,61,1,18,27,cftj6g399tknheudaxsdpfdgb,1,90.9,50.3,2024-11-24T13:20:57.568Z,2024-11-24T13:57:46Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5379969845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216195,191,1,1,18,29,cftj6g399tknheudaxsdpfdgb,0,75.9,81.4,2024-11-24T13:21:00.517Z,2024-11-24T16:34:29Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5380913313,20,,5379803531,140,96.4,5379803535,212,30.5,5379803527,155,,5379803533,141,49.6,5379803537,213,5.50,5379803525,2,,5379803529,56,Center,5380913311,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216203,157,52,1,18,32,36g6ifzjliec1jqnbtf7yesme,1,3.2,47.6,2024-11-24T13:21:03.237Z,2024-11-24T16:34:45Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380914731,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216233,158,1,1,18,34,36g6ifzjliec1jqnbtf7yesme,1,15.4,51.7,2024-11-24T13:21:05.050Z,2024-11-24T16:34:51Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5379803701,212,24.3,5379803731,287,,5379803697,140,25.6,5379803699,141,83.8,5379803695,56,Back,5379803703,213,1.11,5379803693,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216403,192,83,1,18,38,cftj6g399tknheudaxsdpfdgb,0,65.7,9.1,2024-11-24T13:21:09.478Z,2024-11-24T13:59:50Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379980237,399,5hw5sfiqhzg7mnghdp52f7fqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216293,159,3,1,18,39,36g6ifzjliec1jqnbtf7yesme,0,31.6,88.3,2024-11-24T13:21:10.331Z,2024-11-24T16:35:05Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5380916271,465,,5380915963,285,,5380916147,211,,5379804051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216415,160,5,1,18,40,36g6ifzjliec1jqnbtf7yesme,0,48.2,102.0,2024-11-24T13:21:10.940Z,2024-11-24T16:35:08Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5379804625,56,Back,5379804627,347,,5379804903,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216457,193,5,1,18,40,cftj6g399tknheudaxsdpfdgb,1,51.8,-2.0,2024-11-24T13:21:10.940Z,2024-11-24T16:35:09Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379804891,233,160,5379804853,56,Right,5379804855,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751216495,194,1,1,18,51,cftj6g399tknheudaxsdpfdgb,1,49.5,0.0,2024-11-24T13:21:21.909Z,2024-11-24T13:21:24Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379805069,107,,5379805071,56,Back,5379805073,140,41.2,5379805075,141,21.6,5379805079,213,2.07,5379805077,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
