id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/19/value
2777318907,254,1,1,32,4,aljua8crr0vkwit0j3m59jw9j,1,27.7,3.1,2025-02-16T15:33:55.483Z,2025-02-16T15:33:57Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5521331085,56,Back,5521331111,213,0.42,5521331093,140,33.4,5521331099,141,7.0,5521331105,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318915,255,50,1,32,5,aljua8crr0vkwit0j3m59jw9j,1,37.6,10.0,2025-02-16T15:33:56.401Z,2025-02-16T16:23:00Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521331141,286,,5521331137,56,Back,5521331193,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318899,245,7,1,32,5,5rz9enoyknpg8ji78za5b82p0,0,62.4,90.0,2025-02-16T15:33:56.402Z,2025-02-16T19:42:49Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5521331069,56,Left,5521331071,285,,5522585977,385,,5521331153,233,255,5522585979,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318927,256,43,1,32,6,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-02-16T15:33:57.453Z,2025-02-16T15:34:01Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521331183,286,0,5521331577,233,246,5521331181,56,Back,5521331665,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318975,246,43,1,32,6,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-16T15:33:57.454Z,2025-02-16T15:34:03Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5521331451,285,0,5521332007,144,7,5521331449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318949,257,4,1,32,7,aljua8crr0vkwit0j3m59jw9j,1,39.8,8.7,2025-02-16T15:33:59.019Z,2025-02-16T16:01:17Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521331819,233,247,5521331375,286,,5521331367,13,,5521331369,56,Back,5521331371,152,,5521333397,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777318989,247,4,1,32,7,5rz9enoyknpg8ji78za5b82p0,0,60.2,91.3,2025-02-16T15:33:59.020Z,2025-02-16T16:01:17Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5521331719,152,,5521331721,285,,5521331717,56,Left,5521331897,233,257,5521331715,295,,5521331713,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319363,258,1,1,32,23,aljua8crr0vkwit0j3m59jw9j,1,32.1,10.3,2025-02-16T15:34:14.971Z,2025-02-16T19:43:00Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5521333679,152,,5522586643,189,,5521333689,141,4.6,5521333687,140,40.2,5521333693,213,5.86,5521333677,5,,5521333685,56,Back,5521333691,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319411,259,1,1,32,24,aljua8crr0vkwit0j3m59jw9j,1,40.2,4.6,2025-02-16T15:34:16.155Z,2025-02-16T15:34:18Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5521333949,56,Back,5521333957,212,12.6,5521333959,213,2.63,5521333953,140,29.8,5521333955,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319471,260,1,1,32,27,aljua8crr0vkwit0j3m59jw9j,1,35.2,12.8,2025-02-16T15:34:18.507Z,2025-02-16T15:34:21Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5521334273,56,Back,5521334285,212,23.6,5521334281,141,45.2,5521334277,140,27.2,5521334289,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319591,261,1,1,32,30,aljua8crr0vkwit0j3m59jw9j,1,26.4,48.8,2025-02-16T15:34:21.804Z,2025-02-16T15:52:54Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521334897,213,1.70,5521334891,140,22.8,5521334889,56,Back,5521334893,141,92.0,5521334895,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319605,262,1,1,32,35,aljua8crr0vkwit0j3m59jw9j,0,22.5,92.0,2025-02-16T15:34:26.411Z,2025-02-16T15:52:59Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5521334987,213,6.01,5521334981,140,38.6,5521334985,212,17.5,5521334983,141,85.1,5521334979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319665,248,1,1,32,35,5rz9enoyknpg8ji78za5b82p0,1,65.5,14.6,2025-02-16T15:34:27.251Z,2025-02-16T15:34:29Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521335289,212,6.5,5521335291,213,0.59,5521335285,140,70.6,5521335283,56,Right,5521335287,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319675,249,1,1,32,38,5rz9enoyknpg8ji78za5b82p0,0,71.2,19.9,2025-02-16T15:34:29.363Z,2025-02-16T15:55:18Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5521335403,236,,5521335343,168,,5521335345,56,Center,5521335353,213,1.76,5521335351,212,2.8,5521335349,141,23.9,5521335409,233,263,5521335347,140,70.7,5521335417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319679,263,74,1,32,38,aljua8crr0vkwit0j3m59jw9j,1,31.2,71.8,2025-02-16T15:34:29.364Z,2025-02-16T16:01:18Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521335427,233,249,5521335359,56,Back,5521335361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319713,264,61,1,32,39,aljua8crr0vkwit0j3m59jw9j,0,29.3,67.9,2025-02-16T15:34:31.260Z,2025-02-16T15:53:24Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521472329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319749,250,1,1,32,41,5rz9enoyknpg8ji78za5b82p0,1,69.0,12.8,2025-02-16T15:34:32.723Z,2025-02-16T15:55:19Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521335753,140,77.0,5521335755,141,4.7,5521335759,213,5.70,5521335757,212,10.0,5521335749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319781,252,1,1,32,43,5rz9enoyknpg8ji78za5b82p0,1,78.4,4.1,2025-02-16T15:34:34.835Z,2025-02-16T15:34:35Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521335969,212,13.6,5521335967,141,12.8,5521335963,140,90.1,5521335971,213,0.45,5521335959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319793,253,3,1,32,44,5rz9enoyknpg8ji78za5b82p0,0,91.2,13.0,2025-02-16T15:34:35.812Z,2025-02-16T19:43:18Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521336023,286,,5522587837,465,,5521481941,233,265,5521336021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319865,265,7,1,32,44,aljua8crr0vkwit0j3m59jw9j,0,8.8,87.0,2025-02-16T15:34:35.813Z,2025-02-16T19:43:20Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521336433,285,,5522587951,178,,5522587949,383,,5521481863,233,253,5521336431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777319925,254,50,1,32,50,5rz9enoyknpg8ji78za5b82p0,1,92.8,5.2,2025-02-16T15:34:41.891Z,2025-02-16T16:23:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521337309,233,266,5521336835,286,,5521336833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320005,266,7,1,32,50,aljua8crr0vkwit0j3m59jw9j,1,7.2,94.8,2025-02-16T15:34:41.892Z,2025-02-16T19:43:28Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5522588587,384,,5522588589,178,,5521337213,285,,5521337211,56,Back,5521337285,233,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320035,268,1,1,32,54,aljua8crr0vkwit0j3m59jw9j,0,5.1,95.1,2025-02-16T15:34:45.981Z,2025-02-16T15:34:47Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521337385,213,5.92,5521337383,212,36.4,5521337373,157,,5521337375,56,Back,5521337379,140,37.5,5521337387,1,,5521337381,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320043,255,8,1,32,55,5rz9enoyknpg8ji78za5b82p0,1,72.2,22.3,2025-02-16T15:34:47.109Z,2025-02-16T19:43:35Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5522589081,383,,5521337393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320091,257,1,1,32,56,5rz9enoyknpg8ji78za5b82p0,0,72.2,21.5,2025-02-16T15:34:48.163Z,2025-02-16T15:34:48Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521337659,212,6.2,5521337661,213,4.76,5521337653,56,Right,5521337655,140,72.5,5521337657,141,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320123,269,1,1,32,58,aljua8crr0vkwit0j3m59jw9j,1,34.3,81.4,2025-02-16T15:34:49.564Z,2025-02-16T15:34:50Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521337833,140,47.5,5521337829,56,Back,5521337839,212,15.5,5521337837,141,71.2,5521337843,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320137,270,1,1,32,58,aljua8crr0vkwit0j3m59jw9j,1,42.4,71.8,2025-02-16T15:34:50.124Z,2025-02-16T15:34:51Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5521337909,56,Back,5521337927,213,2.09,5521337921,212,12.1,5521337913,140,36.7,5521337915,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320343,272,1,1,33,5,aljua8crr0vkwit0j3m59jw9j,1,66.4,80.0,2025-02-16T15:34:56.413Z,2025-02-16T15:34:59Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521339085,56,Left,5521339091,212,23.9,5521339089,141,84.4,5521339093,213,0.13,5521339087,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320417,273,1,1,33,7,aljua8crr0vkwit0j3m59jw9j,1,92.5,85.4,2025-02-16T15:34:58.677Z,2025-02-16T19:43:48Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,1.0,5521346487,210,16,5522589833,72,,5521339587,140,93.4,5521346489,154,,5521339589,141,50.7,5521339585,56,Center,5522589831,224,,5521339593,213,4.75,5521339581,2,5521339583,155,,5521346491,23,5521339591,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777327073,303,44,1,33,9,aljua8crr0vkwit0j3m59jw9j,1,94.0,50.3,2025-02-16T15:35:00.667Z,2025-02-16T15:39:54Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5521376009,56,Center,5521376029,233,258,5521376011,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777321089,258,44,1,33,9,5rz9enoyknpg8ji78za5b82p0,0,6.0,49.7,2025-02-16T15:35:00.668Z,2025-02-16T15:39:55Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5521343295,56,Back,5521343297,285,,5521376063,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777320425,274,16,1,33,9,aljua8crr0vkwit0j3m59jw9j,1,95.4,49.3,2025-02-16T15:35:00.702Z,2025-02-16T19:44:15Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5522591195,396,48.9,5521344363,15,,5521346543,103,8.2,5521339627,56,Center,5521346539,102,53.4,5521344375,375,33:09.121,5521344361,23,,5521346535,55,273,5522591193,395,5521346545,214,,5521346531,29,5521344371,374,2025-02-16 15:35:00.411,1.1,,5521380413,16,,5521346529,76,,5521344369,328,5521346549,231,49.8,5521346547,230,,5521346533,154,,,,,,,,,,,,98.9,
2777321717,259,1,1,34,6,5rz9enoyknpg8ji78za5b82p0,1,49.8,49.9,2025-02-16T15:35:57.621Z,2025-02-16T15:36:00Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5521346837,189,,5521346767,213,3.16,5521346759,56,Back,5521346761,140,27.0,5521346763,141,49.3,5521346765,212,23.9,5521346769,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777321777,260,1,1,34,9,5rz9enoyknpg8ji78za5b82p0,0,27.0,49.3,2025-02-16T15:36:00.519Z,2025-02-16T15:36:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5521347087,56,Center,5521347095,213,6.11,5521347093,212,47.7,5521347157,189,,5521347089,140,71.7,5521347091,141,37.0,5521347097,1,,5521347085,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777342971,413,61,1,34,12,aljua8crr0vkwit0j3m59jw9j,1,25.1,73.3,2025-02-16T15:36:03.290Z,2025-02-16T15:51:43Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521462025,189,,5521461869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777343147,414,43,1,34,13,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-02-16T15:36:04.290Z,2025-02-16T15:51:53Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521463105,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777321819,261,61,1,34,13,5rz9enoyknpg8ji78za5b82p0,0,71.7,42.7,2025-02-16T15:36:04.517Z,2025-02-16T15:36:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521347275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777321885,276,1,1,34,15,aljua8crr0vkwit0j3m59jw9j,0,35.0,58.5,2025-02-16T15:36:06.447Z,2025-02-16T16:04:55Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521347619,140,40.9,5521347625,213,1.20,5521347623,212,17.1,5521347621,141,82.0,5521347617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777321997,263,1,1,34,18,5rz9enoyknpg8ji78za5b82p0,0,53.8,15.1,2025-02-16T15:36:10.118Z,2025-02-16T15:36:13Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521348249,213,5.91,5521348245,141,0.0,5521348243,140,80.4,5521348241,56,Right,5521348247,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322013,264,5,1,34,21,5rz9enoyknpg8ji78za5b82p0,0,78.8,-1.0,2025-02-16T15:36:13.236Z,2025-02-16T15:36:17Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521348369,56,Right,5521348583,233,278,5521348371,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322029,278,5,1,34,21,aljua8crr0vkwit0j3m59jw9j,1,21.2,101.0,2025-02-16T15:36:13.236Z,2025-02-16T15:44:54Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521348449,56,Back,5521348451,347,,5521348483,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322149,279,1,1,34,25,aljua8crr0vkwit0j3m59jw9j,1,23.6,100.0,2025-02-16T15:36:16.735Z,2025-02-16T15:36:19Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521349023,56,Back,5521349025,140,24.2,5521349029,212,8.5,5521349021,107,,5521349027,141,88.4,5521349031,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322173,280,1,1,34,28,aljua8crr0vkwit0j3m59jw9j,1,23.9,88.4,2025-02-16T15:36:19.295Z,2025-02-16T15:36:20Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521349145,141,96.0,5521349143,140,22.3,5521349149,213,1.89,5521349147,212,5.4,5521349141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322179,281,50,1,34,28,aljua8crr0vkwit0j3m59jw9j,1,22.1,95.4,2025-02-16T15:36:19.317Z,2025-02-16T16:23:01Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521349303,233,265,5521349181,56,Back,5521349183,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322165,265,7,1,34,28,5rz9enoyknpg8ji78za5b82p0,0,77.9,4.6,2025-02-16T15:36:19.318Z,2025-02-16T19:45:11Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5521349105,286,,5521349103,56,Right,5522595191,178,,5521349271,233,281,5522595189,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322237,282,1,1,34,31,aljua8crr0vkwit0j3m59jw9j,0,24.3,92.4,2025-02-16T15:36:22.512Z,2025-02-16T15:36:23Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521349485,1,,5521349483,213,6.25,5521349475,56,Left,5521349473,157,,5521349477,140,69.0,5521349481,212,47.0,5521349479,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322247,266,1,1,34,31,5rz9enoyknpg8ji78za5b82p0,0,41.3,11.0,2025-02-16T15:36:22.886Z,2025-02-16T15:36:23Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521349547,212,24.3,5521349541,56,Center,5521349543,140,63.3,5521349545,141,22.0,5521349549,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322273,283,8,1,34,32,aljua8crr0vkwit0j3m59jw9j,1,33.7,72.7,2025-02-16T15:36:23.984Z,2025-02-16T19:45:20Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521349679,56,Back,5522595783,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322301,267,3,1,34,34,5rz9enoyknpg8ji78za5b82p0,0,56.6,17.6,2025-02-16T15:36:25.366Z,2025-02-16T19:45:28Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5522596271,464,,5521349827,56,Right,5521349829,286,,5521350043,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322329,284,7,1,34,34,aljua8crr0vkwit0j3m59jw9j,0,43.4,82.4,2025-02-16T15:36:25.367Z,2025-02-16T19:45:30Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521349953,285,,5521349961,233,267,5522596425,385,,5522596429,178,,5521349951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322411,268,1,1,34,36,5rz9enoyknpg8ji78za5b82p0,1,56.2,13.6,2025-02-16T15:36:27.519Z,2025-02-16T15:36:29Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5521350381,213,4.13,5521350369,140,53.4,5521350367,56,Right,5521350375,141,7.0,5521350379,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322439,269,1,1,34,37,5rz9enoyknpg8ji78za5b82p0,0,53.4,6.4,2025-02-16T15:36:28.406Z,2025-02-16T15:37:36Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521350903,233,285,5521350469,140,56.1,5521350473,212,3.2,5521350467,56,Right,5521350475,213,0.47,5521350471,141,8.5,5521350901,236,,5521350907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322493,285,74,1,34,37,aljua8crr0vkwit0j3m59jw9j,1,45.8,90.8,2025-02-16T15:36:28.407Z,2025-02-16T16:01:19Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521350787,285,,5521350933,233,269,5521350783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322521,270,50,1,34,40,5rz9enoyknpg8ji78za5b82p0,1,64.8,6.0,2025-02-16T15:36:31.743Z,2025-02-16T16:23:02Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521350991,286,,5521350989,56,Right,5521351179,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322503,286,7,1,34,40,aljua8crr0vkwit0j3m59jw9j,0,35.2,94.0,2025-02-16T15:36:31.744Z,2025-02-16T19:45:39Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521351105,233,270,5522596971,178,,5521350839,56,Back,5522596969,385,,5521350841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322527,271,61,1,34,42,5rz9enoyknpg8ji78za5b82p0,1,64.8,3.2,2025-02-16T15:36:34.194Z,2025-02-16T15:36:34Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521351019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322571,272,5,1,34,43,5rz9enoyknpg8ji78za5b82p0,0,66.4,-1.4,2025-02-16T15:36:34.361Z,2025-02-16T15:44:55Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521351245,56,Right,5521351249,347,,5521351309,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322541,287,5,1,34,43,aljua8crr0vkwit0j3m59jw9j,1,33.6,101.4,2025-02-16T15:36:34.361Z,2025-02-16T15:39:38Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521351067,347,,5521351063,56,Back,5521351281,233,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322849,288,1,1,34,56,aljua8crr0vkwit0j3m59jw9j,1,30.4,100.0,2025-02-16T15:36:48.060Z,2025-02-16T15:36:49Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521352803,1,,5521352795,140,65.2,5521352793,56,Left,5521352799,212,38.0,5521352791,107,,5521352801,213,6.01,5521352797,141,86.2,5521352831,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777323091,289,4,1,34,59,aljua8crr0vkwit0j3m59jw9j,1,71.6,59.3,2025-02-16T15:36:51.089Z,2025-02-16T15:37:01Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5521354039,265,,5521354035,56,Center,5521354041,286,,5521354085,233,273,5521354031,13,,5521354037,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777322969,273,4,1,34,59,5rz9enoyknpg8ji78za5b82p0,0,28.4,40.7,2025-02-16T15:36:51.090Z,2025-02-16T15:37:06Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521353521,56,Back,5521353537,285,,5521353529,152,,5521354141,233,289,5521355031,55,274,5521353515,13,,5521353533,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777323117,274,17,1,35,4,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-16T15:36:56.024Z,2025-02-16T19:45:59Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521355893,393,,5521354991,13,243,5521354993,55,273,5521354987,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777324061,290,1,1,35,49,aljua8crr0vkwit0j3m59jw9j,0,73.4,55.7,2025-02-16T15:37:40.435Z,2025-02-16T15:37:43Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5521359369,152,,5521359361,5,,5521359385,213,5.62,5521359383,212,21.7,5521359373,56,Center,5521359381,141,36.0,5521359365,155,,5521359377,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
