id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2780079189,183,1,1,20,12,aljua8crr0vkwit0j3m59jw9j,1,25.4,26.0,2025-02-23T13:21:50.876Z,2025-02-23T17:57:52Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536440375,141,8.8,5536440379,213,5.79,5536440377,212,24.6,5536440373,140,46.0,5536440371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079193,184,61,1,20,17,aljua8crr0vkwit0j3m59jw9j,0,69.7,1.1,2025-02-23T13:21:56.148Z,2025-02-23T13:21:56Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536440387,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079213,215,43,1,20,18,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-23T13:21:57.306Z,2025-02-23T14:00:26Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536440499,56,Back,5536440501,285,0,5536615569,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079241,217,1,1,20,19,77tfx9me4aaqhzv78bmgsy9bg,1,37.8,93.8,2025-02-23T13:21:58.234Z,2025-02-23T13:22:00Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536440655,212,16.2,5536440647,140,38.0,5536440645,56,Back,5536440651,141,70.0,5536440657,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079265,218,1,1,20,21,77tfx9me4aaqhzv78bmgsy9bg,1,38.0,68.5,2025-02-23T13:22:00.314Z,2025-02-23T13:22:02Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536440775,56,Back,5536440779,140,40.4,5536440783,141,58.7,5536440787,212,7.1,5536440789,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780333919,833,83,1,20,23,aljua8crr0vkwit0j3m59jw9j,1,58.8,41.5,2025-02-23T13:22:02.119Z,2025-02-23T17:58:23Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5537836433,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079271,219,3,1,20,24,77tfx9me4aaqhzv78bmgsy9bg,0,39.0,61.4,2025-02-23T13:22:02.650Z,2025-02-23T17:58:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5536440815,286,,5536440811,56,Back,5536441019,233,185,5537836719,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079301,185,7,1,20,24,aljua8crr0vkwit0j3m59jw9j,1,61.0,38.6,2025-02-23T13:22:02.651Z,2025-02-23T17:58:31Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5537836941,178,,5537836937,384,,5536440977,285,,5536441007,233,219,5536440973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079337,187,3,1,20,29,aljua8crr0vkwit0j3m59jw9j,0,73.6,36.1,2025-02-23T13:22:07.753Z,2025-02-23T17:58:54Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5536441141,56,Center,5536441145,286,,5537838753,465,,5536441173,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079319,220,7,1,20,29,77tfx9me4aaqhzv78bmgsy9bg,0,26.4,63.9,2025-02-23T13:22:07.754Z,2025-02-23T17:58:56Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536441053,56,Back,5536441055,285,,5537838949,178,,5536441157,233,187,5537838947,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079343,188,61,1,20,30,aljua8crr0vkwit0j3m59jw9j,1,74.6,36.1,2025-02-23T13:22:08.714Z,2025-02-23T17:58:50Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5536441165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079355,221,1,1,20,30,77tfx9me4aaqhzv78bmgsy9bg,0,25.9,71.4,2025-02-23T13:22:09.519Z,2025-02-23T13:22:12Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536441217,212,1.3,5536441223,213,1.33,5536441213,141,73.3,5536441349,236,,5536441351,233,189,5536441355,286,,5536441209,140,26.2,5536441205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079387,189,74,1,20,30,aljua8crr0vkwit0j3m59jw9j,1,71.2,22.5,2025-02-23T13:22:09.520Z,2025-02-23T13:37:16Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5536441341,285,,5536441339,56,Center,5536441369,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079373,222,43,1,20,31,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-23T13:22:10.402Z,2025-02-23T13:23:05Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536444011,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079405,190,1,1,20,33,aljua8crr0vkwit0j3m59jw9j,1,77.9,33.6,2025-02-23T13:22:12.380Z,2025-02-23T17:59:29Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,1.0,,5536442581,210,15,5536441433,140,72.2,5536441429,56,Center,5536441439,141,43.0,5536441445,213,2.32,5536441441,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079409,191,15,1,20,34,aljua8crr0vkwit0j3m59jw9j,1,79.1,47.7,2025-02-23T13:22:13.452Z,2025-02-23T17:59:49Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536442591,29,,5536442599,103,19,5536441471,22,,5536442603,146,81.6,5536442625,233,223,5536442593,55,190,5536442093,72,,5536441473,18,,5536442601,215,5536442609,231,50.9,,5536442605,147,5536442597,102,51.8,5536441477,56,5536442589,76,,5536442105,82,5536442607,230,99.4,,,,,,48.2,,Center,,,,,,,
2780079417,223,10,1,20,34,77tfx9me4aaqhzv78bmgsy9bg,1,17.9,51.1,2025-02-23T13:22:13.552Z,2025-02-23T17:59:34Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536441515,56,Back,5536441513,94,,5536442641,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079459,224,83,1,20,39,77tfx9me4aaqhzv78bmgsy9bg,0,37.6,5.2,2025-02-23T13:22:18.329Z,2025-02-23T18:00:11Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5536441911,399,7sbdudf1vycn8hinw0giakpyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079445,192,61,1,20,40,aljua8crr0vkwit0j3m59jw9j,1,61.0,89.6,2025-02-23T13:22:18.724Z,2025-02-23T13:22:18Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5536441675,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079465,193,1,1,20,41,aljua8crr0vkwit0j3m59jw9j,1,63.4,84.7,2025-02-23T13:22:20.051Z,2025-02-23T13:22:21Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536441767,140,72.4,5536441769,141,71.4,5536441765,56,Center,5536441773,213,5.52,5536441771,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079475,194,1,1,20,43,aljua8crr0vkwit0j3m59jw9j,1,72.4,71.4,2025-02-23T13:22:21.612Z,2025-02-23T13:22:24Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5536441845,212,18.8,5536441839,56,Left,5536441841,140,81.0,5536441847,213,1.07,5536441843,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079479,195,1,1,20,45,aljua8crr0vkwit0j3m59jw9j,0,89.4,93.8,2025-02-23T13:22:24.460Z,2025-02-23T21:58:51Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5537845803,72,,5536441883,213,5.10,5537845801,224,,5536441881,212,3.6,5536441879,141,88.9,5536441875,56,Left,5536441871,2,,5536441877,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079497,225,8,1,20,45,77tfx9me4aaqhzv78bmgsy9bg,1,8.5,7.6,2025-02-23T13:22:24.560Z,2025-02-23T18:00:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536441973,56,Back,5537845389,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079491,196,6,1,20,47,aljua8crr0vkwit0j3m59jw9j,1,91.2,91.0,2025-02-23T13:22:26.132Z,2025-02-23T13:37:11Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5536441981,56,Left,5536441983,73,,5536442211,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079503,226,6,1,20,47,77tfx9me4aaqhzv78bmgsy9bg,0,8.8,9.0,2025-02-23T13:22:26.132Z,2025-02-23T18:02:00Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536442075,73,,5536442073,56,Back,5536442215,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079933,197,1,1,21,26,aljua8crr0vkwit0j3m59jw9j,1,99.5,99.5,2025-02-23T13:23:05.563Z,2025-02-23T21:58:58Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,1.0,,5536444403,155,,5536444417,1,,5536444405,223,,5536444409,140,93.0,5536444401,6,,5536444415,213,4.52,5537853937,20,,5536446223,210,15,5536444411,141,5536444407,56,Center,47.0,5536446225,154,5536444399,2,,5536444413,212,,,,,,,,,,,,,,,,36.3,,,,,,,
2780339227,834,44,1,21,28,aljua8crr0vkwit0j3m59jw9j,1,94.2,43.8,2025-02-23T13:23:07.150Z,2025-02-23T18:04:39Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5537866719,233,894,5537866715,286,,5537866705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780339219,894,44,1,21,28,77tfx9me4aaqhzv78bmgsy9bg,0,5.8,56.2,2025-02-23T13:23:07.151Z,2025-02-23T18:04:38Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5537866761,233,834,5537866691,56,Back,5537866693,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079937,198,15,1,21,28,aljua8crr0vkwit0j3m59jw9j,1,94.6,47.0,2025-02-23T13:23:07.434Z,2025-02-23T18:04:03Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536446233,80,,5536446243,102,46.5,5536446081,15,,5536446249,147,48.7,5536444437,56,Center,5536446245,103,19.6,5536446085,328,,5536446239,55,197,5536446235,29,5536450017,16,,,5536446079,25,5536446263,233,227,5537856005,214,5536446247,146,98.2,5536446237,154,,,,,,,,,,,,,,,,,,
2780079927,227,10,1,21,28,77tfx9me4aaqhzv78bmgsy9bg,1,1.4,50.4,2025-02-23T13:23:07.534Z,2025-02-23T18:03:05Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536444673,174,,5536444377,182,,5536444379,56,Back,5537858171,378,,5536446271,233,198,5536444675,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780079969,199,16,1,21,30,aljua8crr0vkwit0j3m59jw9j,1,97.4,41.5,2025-02-23T13:23:09.043Z,2025-02-23T18:03:45Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536446837,25,,5536448143,280,ATTEMPT_SAVED,5536448123,103,1.9,5536448145,281,6rd849oap6uh93wdwjk8590q1,5536448151,472,198,5536448141,231,46.2,5536448131,328,,5536444615,60,,5536446839,20,5536446849,374,2025-02-23 13:23:08.659,,5536444617,56,5536448139,230,100,5537861735,396,5536448119,102,51.3,5537861731,78,5536446853,375,21:30.051,5536448137,458,,5536448147,282,Center,,45.3,aljua8crr0vkwit0j3m59jw9j,5536448127,214,5537861733,395,100,
2780080549,229,1,1,22,27,77tfx9me4aaqhzv78bmgsy9bg,1,49.9,49.9,2025-02-23T13:24:06.169Z,2025-02-23T18:05:47Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5537873269,189,,5536447975,212,23.8,5536447979,279,G,5536447977,213,3.55,5536447971,140,29.1,5536447969,56,Back,5536447973,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080565,230,1,1,22,30,77tfx9me4aaqhzv78bmgsy9bg,1,30.3,31.9,2025-02-23T13:24:08.632Z,2025-02-23T18:05:51Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536448059,140,40.2,5536448061,141,11.6,5536448065,213,5.36,5536448057,56,Back,5536448063,212,17.3,5537873719,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080587,231,1,1,22,32,77tfx9me4aaqhzv78bmgsy9bg,0,40.9,11.0,2025-02-23T13:24:11.129Z,2025-02-23T13:24:12Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536448193,141,32.2,5536448187,155,,5536448189,56,Center,5536448191,140,78.5,5536448197,213,0.35,5536448199,1,,5536448195,212,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080599,200,12,1,22,34,aljua8crr0vkwit0j3m59jw9j,1,16.3,72.4,2025-02-23T13:24:13.259Z,2025-02-23T18:06:02Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5536448277,56,Back,5537874775,15,,5536448279,140,29.3,5536448281,141,90.2,5536448283,212,18.2,5536448285,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080631,201,1,1,22,35,aljua8crr0vkwit0j3m59jw9j,1,29.9,83.6,2025-02-23T13:24:14.266Z,2025-02-23T13:26:07Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5536448473,141,87.2,5536448483,156,,5536448469,56,Back,5536448471,140,19.7,5536448477,213,2.92,5536448475,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080649,203,1,1,22,36,aljua8crr0vkwit0j3m59jw9j,1,20.4,87.4,2025-02-23T13:24:14.811Z,2025-02-23T13:26:16Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5536448557,212,16.2,5536448551,56,Back,5536448553,140,35.8,5536448555,141,85.6,5536448559,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081915,211,1,1,22,37,aljua8crr0vkwit0j3m59jw9j,0,32.4,90.5,2025-02-23T13:24:15.746Z,2025-02-23T13:28:51Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5536455805,141,81.5,5536455809,213,5.35,5536455807,212,7.6,5536455803,140,36.7,5536455801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780340977,895,61,1,22,37,77tfx9me4aaqhzv78bmgsy9bg,1,66.9,13.8,2025-02-23T13:24:16.459Z,2025-02-23T18:06:26Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5537876561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080661,204,1,1,22,39,aljua8crr0vkwit0j3m59jw9j,1,28.6,71.6,2025-02-23T13:24:17.971Z,2025-02-23T13:28:55Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536448643,212,19.8,5536448645,213,1.09,5536448639,140,37.3,5536448635,3,,5536448637,56,Back,5536448641,141,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080717,205,1,1,22,42,aljua8crr0vkwit0j3m59jw9j,1,36.0,97.4,2025-02-23T13:24:21.099Z,2025-02-23T13:24:26Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5536449011,212,12.2,5536449013,213,5.70,5536449007,140,45.7,5536449005,56,Back,5536449009,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080691,232,83,1,22,42,77tfx9me4aaqhzv78bmgsy9bg,0,57.1,10.7,2025-02-23T13:24:21.400Z,2025-02-23T14:01:01Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536449207,399,828b7y3phhpb62srvtrjhtgk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080725,206,61,1,22,47,aljua8crr0vkwit0j3m59jw9j,0,45.7,87.5,2025-02-23T13:24:25.994Z,2025-02-23T18:06:57Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5536449037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080733,233,12,1,22,48,77tfx9me4aaqhzv78bmgsy9bg,1,55.8,0.7,2025-02-23T13:24:26.904Z,2025-02-23T14:01:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536449085,141,0.0,5536449089,213,5.95,5536449087,212,4.1,5536449083,140,59.5,5536449081,56,Right,5536449097,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080755,207,5,1,22,48,aljua8crr0vkwit0j3m59jw9j,1,41.2,101.5,2025-02-23T13:24:27.322Z,2025-02-23T13:37:33Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5536449229,347,,5536449297,233,234,5536449227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080735,234,5,1,22,48,77tfx9me4aaqhzv78bmgsy9bg,0,58.8,-1.5,2025-02-23T13:24:27.322Z,2025-02-23T13:37:33Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536449323,233,207,5536449091,56,Right,5536449093,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080837,208,1,1,23,1,aljua8crr0vkwit0j3m59jw9j,0,42.4,100.0,2025-02-23T13:24:39.851Z,2025-02-23T13:24:44Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5536449757,140,86.7,5536449765,1,,5536449761,212,47.5,5536449759,141,87.5,5536449755,56,Left,5536449753,107,,5536449763,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080865,236,1,1,23,6,77tfx9me4aaqhzv78bmgsy9bg,1,19.3,11.7,2025-02-23T13:24:44.910Z,2025-02-23T13:24:47Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536449899,140,3.9,5536449903,212,21.8,5536449897,56,Back,5536449905,213,2.41,5536449901,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080921,237,1,1,23,8,77tfx9me4aaqhzv78bmgsy9bg,1,6.5,44.8,2025-02-23T13:24:47.288Z,2025-02-23T18:07:31Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536450203,212,28.2,5536450197,56,Back,5536450205,213,1.10,5536450201,141,81.7,5536450199,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080933,238,1,1,23,13,77tfx9me4aaqhzv78bmgsy9bg,1,15.7,75.0,2025-02-23T13:24:52.456Z,2025-02-23T13:24:53Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5536450263,141,59.4,5536450259,56,Back,5536450267,213,5.11,5536450261,140,20.0,5536450265,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080955,239,1,1,23,14,77tfx9me4aaqhzv78bmgsy9bg,1,20.0,59.4,2025-02-23T13:24:53.416Z,2025-02-23T13:24:56Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536450399,56,Back,5536450405,212,16.6,5536450407,213,3.06,5536450401,140,4.2,5536450403,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080985,240,1,1,23,17,77tfx9me4aaqhzv78bmgsy9bg,1,4.6,62.0,2025-02-23T13:24:56.456Z,2025-02-23T18:07:50Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536450561,140,17.2,5536450567,213,5.06,5536450559,56,Back,5536450565,212,38.9,5536450569,1,,5536450563,141,8.2,5537884071,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081013,241,1,1,23,21,77tfx9me4aaqhzv78bmgsy9bg,1,17.1,6.4,2025-02-23T13:24:59.720Z,2025-02-23T13:25:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536450713,212,6.7,5536450709,140,17.6,5536450707,56,Back,5536450715,213,1.49,5536450711,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081031,242,1,1,23,22,77tfx9me4aaqhzv78bmgsy9bg,1,17.6,17.4,2025-02-23T13:25:01.399Z,2025-02-23T13:25:03Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536450827,140,4.6,5536450829,141,43.0,5536450825,56,Back,5536450833,213,2.24,5536450831,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081051,243,1,1,23,25,77tfx9me4aaqhzv78bmgsy9bg,1,4.4,43.4,2025-02-23T13:25:03.799Z,2025-02-23T13:25:05Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536450933,56,Back,5536450941,213,0.00,5536450937,141,43.4,5536450939,212,10.3,5536450935,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081093,244,1,1,23,27,77tfx9me4aaqhzv78bmgsy9bg,1,14.3,43.7,2025-02-23T13:25:05.768Z,2025-02-23T13:25:11Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536451211,141,70.2,5536451215,212,18.0,5536451219,213,1.53,5536451207,56,Back,5536451209,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081119,245,1,1,23,32,77tfx9me4aaqhzv78bmgsy9bg,1,25.3,71.2,2025-02-23T13:25:11.080Z,2025-02-23T13:25:12Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5536451327,56,Back,5536451329,140,44.5,5536451331,141,65.8,5536451335,213,6.10,5536451333,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081169,246,1,1,23,33,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,66.2,2025-02-23T13:25:12.600Z,2025-02-23T18:08:33Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5536451581,213,2.06,5536611811,156,,5536451577,141,81.2,5536451575,140,40.0,5536451579,212,11.6,5536451573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081171,247,4,1,23,36,77tfx9me4aaqhzv78bmgsy9bg,1,45.4,81.0,2025-02-23T13:25:15.402Z,2025-02-23T13:25:20Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5536451635,286,,5536451631,152,,5536451633,265,,5536451663,233,209,5536451629,56,Back,5536451627,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081161,209,4,1,23,36,aljua8crr0vkwit0j3m59jw9j,0,54.6,19.0,2025-02-23T13:25:15.403Z,2025-02-23T13:25:20Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536451597,13,,5536451599,56,Right,5536451691,233,247,5536451601,152,,5536451603,265,,5536451605,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081329,248,1,1,23,51,77tfx9me4aaqhzv78bmgsy9bg,1,52.1,80.5,2025-02-23T13:25:30.343Z,2025-02-23T13:25:32Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536452533,212,9.2,5536452523,5,,5536452531,141,77.2,5536452535,213,3.39,5536452527,56,Back,5536452525,152,,5536452529,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081339,249,1,1,23,53,77tfx9me4aaqhzv78bmgsy9bg,1,43.5,76.3,2025-02-23T13:25:32.311Z,2025-02-23T13:25:34Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5536452617,140,37.7,5536452623,213,4.37,5536452615,56,Back,5536452619,141,51.0,5536452621,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081383,250,1,1,23,55,77tfx9me4aaqhzv78bmgsy9bg,1,37.5,48.2,2025-02-23T13:25:34.087Z,2025-02-23T13:25:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536452871,213,5.12,5536452863,56,Back,5536452869,212,19.7,5536452865,140,44.9,5536452867,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081409,251,1,1,23,59,77tfx9me4aaqhzv78bmgsy9bg,1,47.7,21.2,2025-02-23T13:25:38.039Z,2025-02-23T13:25:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536453041,56,Back,5536453047,212,16.5,5536453043,140,43.6,5536453045,141,44.6,5536453049,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
