id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2794317801,257,43,1,22,13,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T17:25:04.489Z,2025-03-31T17:25:10Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614439805,144,61,5614439455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794317829,258,4,1,22,15,b3r6d8ydtmtjckam6pku9y400,1,33.6,85.2,2025-03-31T17:25:05.653Z,2025-03-31T17:25:09Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614439609,13,,5614439687,286,,5614439613,152,,5614439611,56,Back,5614439637,233,176,5614439615,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794317823,176,4,1,22,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,66.4,14.8,2025-03-31T17:25:05.654Z,2025-03-31T17:25:10Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614439589,265,,5614439669,233,258,5614439585,56,Right,5614439715,285,,5614439587,152,,5614439583,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318025,259,1,1,22,37,b3r6d8ydtmtjckam6pku9y400,1,33.9,83.9,2025-03-31T17:25:27.737Z,2025-03-31T17:25:31Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614440703,213,3.65,5614440701,212,18.7,5614440691,56,Back,5614440695,140,18.4,5614440683,5,,5614440687,152,,5614440697,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318045,260,1,1,22,41,b3r6d8ydtmtjckam6pku9y400,1,19.2,74.5,2025-03-31T17:25:31.658Z,2025-03-31T17:25:36Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614440821,141,73.6,5614440819,140,66.1,5614440825,213,6.27,5614440823,212,49.2,5614440827,1,,5614440815,157,,5614440817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318051,261,44,1,22,45,b3r6d8ydtmtjckam6pku9y400,1,65.0,69.2,2025-03-31T17:25:36.376Z,2025-03-31T17:25:39Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5614440849,56,Center,5614440851,286,,5614440863,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318049,177,44,1,22,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.0,30.8,2025-03-31T17:25:36.377Z,2025-03-31T17:25:39Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614440847,285,,5614440885,233,261,5614440845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318067,262,1,1,22,46,b3r6d8ydtmtjckam6pku9y400,1,67.2,73.0,2025-03-31T17:25:36.618Z,2025-03-31T17:25:40Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5614440927,56,Center,5614440939,213,3.31,5614440943,156,,5614440925,3,,5614440937,212,4.0,5614440933,141,72.0,5614440929,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318071,263,1,1,22,47,b3r6d8ydtmtjckam6pku9y400,1,64.3,70.8,2025-03-31T17:25:37.945Z,2025-03-31T17:55:33Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614440945,56,Center,5614440947,140,67.7,5614537153,3,,5614440949,141,64.5,5614440951,212,5.6,5614440953,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318073,264,1,1,22,48,b3r6d8ydtmtjckam6pku9y400,0,67.7,64.5,2025-03-31T17:25:39.561Z,2025-03-31T17:25:41Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614440965,141,63.6,5614440969,213,6.26,5614440961,56,Center,5614440967,212,25.8,5614440963,140,92.3,5614440959,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318075,178,12,1,22,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.6,50.3,2025-03-31T17:25:39.972Z,2025-03-31T17:25:41Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614440973,140,17.4,5614440977,212,9.1,5614441011,15,,5614440971,56,Back,5614440975,141,38.3,5614440979,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318091,265,61,1,22,51,b3r6d8ydtmtjckam6pku9y400,0,81.5,72.9,2025-03-31T17:25:41.801Z,2025-03-31T17:25:41Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614441049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318115,180,1,1,22,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.1,21.9,2025-03-31T17:25:43.861Z,2025-03-31T17:25:47Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614441197,213,6.01,5614441193,141,14.1,5614441191,140,28.8,5614441195,212,19.3,5614441189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318109,266,83,1,22,54,b3r6d8ydtmtjckam6pku9y400,0,70.7,84.7,2025-03-31T17:25:45.577Z,2025-03-31T17:25:50Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614441357,399,8domjmewnw5h6b19vef8w0afp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318119,181,1,1,22,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.3,6.2,2025-03-31T17:25:47.269Z,2025-03-31T17:25:47Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614441223,212,3.8,5614441217,56,Back,5614441225,213,0.14,5614441221,141,7.0,5614441219,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318121,267,61,1,22,57,b3r6d8ydtmtjckam6pku9y400,1,71.6,91.8,2025-03-31T17:25:47.672Z,2025-03-31T17:25:47Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614441227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318161,269,1,1,23,1,b3r6d8ydtmtjckam6pku9y400,0,74.4,82.0,2025-03-31T17:25:52.472Z,2025-03-31T17:25:52Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614441465,212,5.8,5614441461,140,78.2,5614441467,213,5.48,5614441463,141,75.9,5614441459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318173,182,8,1,23,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.4,21.2,2025-03-31T17:25:53.068Z,2025-03-31T21:44:02Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5615222047,384,,5614441535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318191,184,50,1,23,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.5,15.6,2025-03-31T17:25:54.840Z,2025-03-31T21:44:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614441637,56,Back,5614441639,285,,5614441675,233,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318185,270,7,1,23,4,b3r6d8ydtmtjckam6pku9y400,0,82.5,84.4,2025-03-31T17:25:54.841Z,2025-03-31T21:44:05Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5615222187,389,,5614441599,56,Left,5614441659,233,184,5614441601,286,,5615222185,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318197,185,61,1,23,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.3,14.7,2025-03-31T17:25:56.500Z,2025-03-31T17:25:56Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614441679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318203,271,61,1,23,6,b3r6d8ydtmtjckam6pku9y400,0,79.5,86.8,2025-03-31T17:25:57.418Z,2025-03-31T17:25:57Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614441717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318327,186,5,1,23,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.2,-1.2,2025-03-31T17:25:58.213Z,2025-03-31T17:30:44Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614442481,56,Back,5614442489,233,272,5614442483,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318213,272,5,1,23,7,b3r6d8ydtmtjckam6pku9y400,0,78.8,101.2,2025-03-31T17:25:58.213Z,2025-03-31T17:30:44Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614442493,233,186,5614441771,56,Left,5614441773,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318347,187,1,1,23,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.1,0.0,2025-03-31T17:26:18.404Z,2025-03-31T17:31:45Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614442589,141,6.2,5614457607,189,,5614442591,212,7.7,5614442585,56,Back,5614442587,140,26.2,5614442583,107,,5614442593,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794321279,244,1,1,23,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.4,11.3,2025-03-31T17:26:18.594Z,2025-03-31T17:32:15Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614459053,141,5.5,5614459057,213,3.79,5614459055,212,6.6,5614459049,56,Back,5614459051,140,35.4,5614459079,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318355,188,1,1,23,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.2,6.2,2025-03-31T17:26:20.260Z,2025-03-31T17:32:17Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614442631,140,44.1,5614442635,212,21.9,5614442629,56,Back,5614442633,141,22.7,5614442637,213,0.54,5614442639,1,,5614442627,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318373,273,1,1,23,30,b3r6d8ydtmtjckam6pku9y400,0,54.2,73.5,2025-03-31T17:26:21.225Z,2025-03-31T17:26:23Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614442727,3,,5614442735,212,11.0,5614442731,140,64.6,5614442729,56,Center,5614442733,141,75.4,5614442737,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318395,189,43,1,23,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T17:26:23.063Z,2025-03-31T17:27:03Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614442841,285,0,5614442839,56,Back,5614444425,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318375,274,43,1,23,32,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T17:26:23.064Z,2025-03-31T17:26:37Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614442743,286,0,5614442857,233,189,5614443267,144,44,5614442741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318437,275,4,1,23,40,b3r6d8ydtmtjckam6pku9y400,1,64.2,83.4,2025-03-31T17:26:30.634Z,2025-03-31T18:07:58Z,,,,,5614443135,152,,5614443137,286,,5614443133,56,Left,5614448559,10,,5614443139,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318439,190,4,1,23,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.8,16.6,2025-03-31T17:26:30.635Z,2025-03-31T21:45:14Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614443125,285,,5614443119,56,Back,5614443147,233,275,5614443121,152,,5614454793,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318585,276,1,1,23,53,b3r6d8ydtmtjckam6pku9y400,1,60.6,83.2,2025-03-31T17:26:44.152Z,2025-03-31T17:26:52Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614443879,152,,5614443889,213,4.30,5614443887,212,30.3,5614443883,140,49.0,5614443881,56,Back,5614443885,141,42.4,5614443877,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318601,277,1,1,24,1,b3r6d8ydtmtjckam6pku9y400,0,57.9,31.9,2025-03-31T17:26:51.945Z,2025-03-31T17:26:53Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614443989,140,90.2,5614443991,141,26.1,5614443985,155,,5614443995,213,6.17,5614443987,56,Center,5614443997,1,,5614443993,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318639,192,1,1,24,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.2,78.5,2025-03-31T17:26:56.452Z,2025-03-31T17:26:58Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614444203,140,19.6,5614444207,212,14.7,5614444201,56,Back,5614444209,213,0.73,5614444205,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318645,193,50,1,24,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.8,89.6,2025-03-31T17:26:58.296Z,2025-03-31T17:27:02Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614444265,233,278,5614444221,56,Back,5614444223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318647,278,7,1,24,7,b3r6d8ydtmtjckam6pku9y400,1,77.2,10.4,2025-03-31T17:26:58.297Z,2025-03-31T21:45:35Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5615225139,178,,5614444233,286,,5614444257,233,193,5614444229,56,Right,5614444225,167,,5615225137,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318789,194,5,1,24,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,101.4,2025-03-31T17:26:59.384Z,2025-03-31T17:30:45Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614445007,56,Back,5614445021,233,279,5614445009,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318675,279,5,1,24,8,b3r6d8ydtmtjckam6pku9y400,0,70.4,-1.4,2025-03-31T17:26:59.384Z,2025-03-31T17:30:45Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614445047,233,194,5614444393,347,,5614444391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318803,195,1,1,24,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.9,100.0,2025-03-31T17:27:18.532Z,2025-03-31T17:27:20Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614445109,212,9.9,5614445101,140,38.0,5614445105,141,91.5,5614445097,56,Back,5614445111,213,5.57,5614445095,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318813,196,1,1,24,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.0,91.5,2025-03-31T17:27:20.084Z,2025-03-31T17:27:21Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5614445155,141,89.7,5614445149,168,,5614445151,56,Back,5614445157,212,4.6,5614445153,140,42.2,5614445159,213,6.01,5614445147,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318817,197,1,1,24,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.2,89.7,2025-03-31T17:27:20.236Z,2025-03-31T18:04:04Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5614445179,140,54.4,5614445181,141,73.3,5614445185,213,5.57,5614445177,56,Center,5614493741,1,,5614493739,157,,5614445183,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318829,280,1,1,24,30,b3r6d8ydtmtjckam6pku9y400,0,44.0,23.4,2025-03-31T17:27:20.879Z,2025-03-31T21:46:31Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614445271,141,25.9,5614445267,56,Center,5614445275,213,0.14,5614445265,3,,5614445273,212,12.1,5614445269,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318837,198,44,1,24,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.1,69.2,2025-03-31T17:27:22.503Z,2025-03-31T22:26:01Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614445309,56,Back,5614445383,233,281,5614445311,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318833,281,44,1,24,31,b3r6d8ydtmtjckam6pku9y400,0,59.9,30.8,2025-03-31T17:27:22.504Z,2025-03-31T21:46:32Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614445299,286,,5614445367,233,198,5614445297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794456815,902,1,1,24,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.0,75.5,2025-03-31T17:27:22.565Z,2025-03-31T21:46:45Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5615227389,213,0.89,5615227381,56,Back,5615227385,141,82.4,5615227379,3,,5615227387,212,6.0,5615227383,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318843,282,43,1,24,32,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T17:27:22.745Z,2025-03-31T21:46:27Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614445349,213,4.22,5615226757,144,1,5614445345,141,20.7,5614445339,3,0,5614445341,56,Right,5614445343,140,57.3,5614445347,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318861,199,1,1,24,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.1,81.8,2025-03-31T17:27:24.132Z,2025-03-31T17:41:44Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614445439,212,21.2,5614445441,213,0.13,5614445437,141,85.9,5614445433,56,Left,5614445431,155,,5614445435,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318889,283,1,1,24,35,b3r6d8ydtmtjckam6pku9y400,1,26.3,6.4,2025-03-31T17:27:25.705Z,2025-03-31T21:46:49Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614445581,213,6.00,5614445573,56,Back,5614445577,141,3.1,5614445571,3,,5614445575,140,33.7,5614445579,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318905,284,1,1,24,36,b3r6d8ydtmtjckam6pku9y400,1,33.7,3.1,2025-03-31T17:27:27.385Z,2025-03-31T21:46:47Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614445661,141,22.7,5614445665,213,1.17,5614445659,140,39.1,5614445667,1,,5614445663,212,14.5,5614445657,56,Back,5614445655,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318913,285,61,1,24,38,b3r6d8ydtmtjckam6pku9y400,0,39.1,22.8,2025-03-31T17:27:29.080Z,2025-03-31T17:27:29Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614445699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318957,200,1,1,24,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.1,68.2,2025-03-31T17:27:29.892Z,2025-03-31T17:27:32Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614445909,213,0.60,5614445903,140,58.1,5614445907,212,5.1,5614445905,141,72.4,5614445899,3,,5614445901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318985,201,1,1,24,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.5,71.7,2025-03-31T17:27:32.308Z,2025-03-31T17:45:52Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614446085,141,69.9,5614446081,56,Center,5614446089,213,6.16,5614446083,140,67.9,5614446087,212,9.9,5614510047,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318989,202,4,1,24,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.2,68.6,2025-03-31T17:27:35.684Z,2025-03-31T21:48:25Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5614446109,56,Center,5615230113,294,,5614446197,233,286,5614446111,152,,5614446115,286,,5614446107,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794318995,286,4,1,24,45,b3r6d8ydtmtjckam6pku9y400,0,36.8,31.4,2025-03-31T17:27:35.685Z,2025-03-31T21:48:21Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614446187,13,,5614446207,233,202,5614446191,152,,5615229967,294,,5614446195,285,,5614446189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319203,203,1,1,25,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,68.5,72.6,2025-03-31T17:28:10.900Z,2025-03-31T17:28:12Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614447381,140,92.0,5614447377,152,,5614447385,212,33.1,5614447373,5,,5614447387,213,5.55,5614447375,155,,5614447383,141,40.1,5614447389,1,,5614447379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319213,287,12,1,25,21,b3r6d8ydtmtjckam6pku9y400,1,8.6,60.2,2025-03-31T17:28:12.488Z,2025-03-31T17:28:14Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614447463,15,,5614447455,212,20.5,5614447451,140,11.8,5614447449,56,Back,5614447453,141,90.0,5614447457,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319223,204,1,1,25,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.3,6.0,2025-03-31T17:28:17.268Z,2025-03-31T21:48:50Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614447527,2,,5614447539,213,1.70,5615230947,224,,5614447535,141,10.9,5614447531,56,Right,5615230949,20,,5614447533,140,96.9,5614447537,212,3.4,5614447529,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319235,288,61,1,25,28,b3r6d8ydtmtjckam6pku9y400,1,2.4,87.7,2025-03-31T17:28:19.236Z,2025-03-31T21:48:57Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5614447613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319273,205,44,1,25,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.7,32.4,2025-03-31T17:28:20.743Z,2025-03-31T17:41:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614447811,56,Center,5614447813,286,,5614447859,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319245,289,44,1,25,30,b3r6d8ydtmtjckam6pku9y400,0,6.3,67.6,2025-03-31T17:28:20.744Z,2025-03-31T17:41:16Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614447883,233,205,5614447697,56,Back,5614447699,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319285,206,1,1,25,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,96.7,36.6,2025-03-31T17:28:21.373Z,2025-03-31T21:49:08Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614447929,56,Center,5614447933,141,49.3,5614447937,213,1.98,5614447935,212,9.4,5614447931,140,93.1,5614447921,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319283,290,12,1,25,32,b3r6d8ydtmtjckam6pku9y400,1,8.1,59.9,2025-03-31T17:28:23.088Z,2025-03-31T21:49:15Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614447867,56,Back,5614447871,141,57.9,5614447875,213,6.18,5614447889,15,,5614447873,212,12.8,5614447869,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319291,207,13,1,25,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.8,44.8,2025-03-31T17:28:23.279Z,2025-03-31T21:49:52Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614447971,56,Center,5614542977,108,,5614448435,230,98.9,5614448429,215,,5614448433,458,,5614448275,72,,5614448423,77,,5614448425,102,65.0,5614448431,328,,5614542975,24,,5614447969,18,5614448437,231,5614448427,103,66.7,,,,,50.5,,,,,,,,,,,,,,,
2794319343,208,5,1,25,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.7,58.2,2025-03-31T17:28:24.345Z,2025-03-31T21:49:53Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614448595,233,291,5614448231,56,Center,5614448233,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794319389,291,5,1,25,33,b3r6d8ydtmtjckam6pku9y400,1,-0.7,41.8,2025-03-31T17:28:24.345Z,2025-03-31T21:49:54Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614448535,56,Back,5614448537,346,,5614448589,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
