id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2743905143,229,44,1,20,11,36g6ifzjliec1jqnbtf7yesme,1,89.5,41.7,2024-11-03T17:22:10.457Z,2024-11-03T18:54:56Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339851803,233,155,5339851749,286,,5339851745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905129,155,44,1,20,11,c165yjiny1qnmfdvefxvflnkc,0,10.5,58.3,2024-11-03T17:22:10.458Z,2024-11-03T18:54:56Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5339851635,56,Back,5339851827,233,229,5339851637,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905145,230,15,1,20,12,36g6ifzjliec1jqnbtf7yesme,1,88.3,40.9,2024-11-03T17:22:11.093Z,2024-11-03T20:35:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339852443,154,,5339852441,29,,5339852449,102,49.8,5339851757,17,,5339852453,146,98.9,5339851759,56,Center,5339852451,103,28.5,5339851985,328,,5339851979,25,,5339852609,233,5339852439,79,,156,5339852455,147,47.1,5339851981,15,,5339852445,55,228,,,,,,,,,,,,,,,,,,,,,
2743905167,156,10,1,20,12,c165yjiny1qnmfdvefxvflnkc,1,3.3,51.9,2024-11-03T17:22:11.193Z,2024-11-03T20:34:33Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5339851895,56,Back,5340759183,378,,5340759181,181,,5339852519,233,230,5339851893,182,,5339852355,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905261,157,11,1,20,14,c165yjiny1qnmfdvefxvflnkc,1,3.8,50.4,2024-11-03T17:22:13.093Z,2024-11-03T20:34:49Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5340759973,56,Back,5340759975,88,,5340760179,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905309,158,1,1,20,20,c165yjiny1qnmfdvefxvflnkc,0,12.6,53.3,2024-11-03T17:22:19.291Z,2024-11-03T17:22:24Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5339853079,287,,5339852757,213,0.73,5339852751,140,47.7,5339852753,141,100.0,5339852759,1,,5339852749,56,Back,5339852747,123,,5339852755,212,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905315,159,5,1,20,20,c165yjiny1qnmfdvefxvflnkc,0,47.2,101.6,2024-11-03T17:22:19.597Z,2024-11-03T17:31:21Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5339852791,56,Back,5339852793,347,,5339852873,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905291,231,5,1,20,20,36g6ifzjliec1jqnbtf7yesme,1,52.8,-1.6,2024-11-03T17:22:19.597Z,2024-11-03T17:31:21Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339852631,347,,5339852801,233,159,5339852629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905685,232,1,1,20,39,36g6ifzjliec1jqnbtf7yesme,1,56.6,0.0,2024-11-03T17:22:38.220Z,2024-11-03T17:22:40Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5339854841,107,,5339854843,56,Right,5339854847,141,14.1,5339854849,212,12.4,5339854851,213,1.03,5339854845,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905713,233,1,1,20,41,36g6ifzjliec1jqnbtf7yesme,1,62.7,14.1,2024-11-03T17:22:40.452Z,2024-11-03T17:22:42Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5339855023,141,5.2,5339855027,212,7.1,5339855021,140,59.2,5339855029,213,4.17,5339855019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905791,234,1,1,20,43,36g6ifzjliec1jqnbtf7yesme,1,58.2,12.0,2024-11-03T17:22:41.964Z,2024-11-03T17:22:45Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5339855399,56,Back,5339855409,213,2.42,5339855407,212,30.8,5339855403,141,41.9,5339855401,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905923,235,1,1,20,46,36g6ifzjliec1jqnbtf7yesme,1,37.1,46.4,2024-11-03T17:22:45.437Z,2024-11-03T17:22:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5339856131,140,59.9,5339856137,213,0.87,5339856133,141,88.4,5339856139,1,,5339856135,212,37.3,5339856129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905929,236,1,1,20,54,36g6ifzjliec1jqnbtf7yesme,0,90.7,88.9,2024-11-03T17:22:52.933Z,2024-11-03T20:35:38Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5339856297,233,160,5339856175,56,Left,5339856183,213,4.96,5339856181,212,2.6,5340762531,72,,5340762529,224,,5339856301,286,,5339856177,140,91.3,5339856171,2,,5339856179,141,5339856295,236,,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743905951,160,12,1,20,54,c165yjiny1qnmfdvefxvflnkc,1,8.2,11.0,2024-11-03T17:22:53.033Z,2024-11-03T17:22:54Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5339856323,233,236,5339856267,185,,5339856269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906033,161,1,1,20,58,c165yjiny1qnmfdvefxvflnkc,1,14.7,27.7,2024-11-03T17:22:56.810Z,2024-11-03T17:54:08Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5339856775,212,19.7,5339856771,140,31.9,5339856777,213,0.41,5339856773,141,39.4,5339856769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906041,162,1,1,20,59,c165yjiny1qnmfdvefxvflnkc,0,31.9,39.4,2024-11-03T17:22:58.298Z,2024-11-03T17:22:59Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5339856805,140,27.7,5339856811,213,2.50,5339856917,156,,5339856809,212,5.5,5339856803,56,Back,5339856807,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906079,237,8,1,21,1,36g6ifzjliec1jqnbtf7yesme,1,68.5,51.9,2024-11-03T17:23:00.059Z,2024-11-03T20:36:16Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5340764679,384,,5339856993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906141,238,1,1,21,2,36g6ifzjliec1jqnbtf7yesme,1,69.8,41.0,2024-11-03T17:23:01.140Z,2024-11-03T17:23:03Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5339857365,212,7.1,5339857363,141,46.9,5339857359,56,Center,5339857361,140,75.4,5339857369,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744071185,705,83,1,21,2,c165yjiny1qnmfdvefxvflnkc,1,29.7,58.5,2024-11-03T17:23:01.513Z,2024-11-03T20:37:22Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5340769079,399,5hw5sfiqhzg7mnghdp52f7fqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906135,163,83,1,21,4,c165yjiny1qnmfdvefxvflnkc,0,26.2,52.7,2024-11-03T17:23:02.922Z,2024-11-03T17:23:05Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5339857585,399,5hw5sfiqhzg7mnghdp52f7fqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906169,239,1,1,21,4,36g6ifzjliec1jqnbtf7yesme,1,77.6,43.7,2024-11-03T17:23:03.164Z,2024-11-03T17:23:04Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5339857519,56,Center,5339857525,212,6.1,5339857527,213,4.64,5339857523,141,34.8,5339857521,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906177,240,1,1,21,5,36g6ifzjliec1jqnbtf7yesme,0,77.2,34.6,2024-11-03T17:23:04.573Z,2024-11-03T17:23:04Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5339857569,141,37.4,5339857573,213,0.50,5339857571,212,4.0,5339857567,140,80.5,5339857565,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906189,164,8,1,21,6,c165yjiny1qnmfdvefxvflnkc,1,23.5,68.2,2024-11-03T17:23:05.577Z,2024-11-03T20:37:37Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5340770061,383,,5339857621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906259,165,1,1,21,8,c165yjiny1qnmfdvefxvflnkc,1,21.1,70.8,2024-11-03T17:23:06.778Z,2024-11-03T17:23:09Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5339857987,56,Back,5339857981,157,,5339857997,212,17.6,5339857991,140,37.8,5339857999,213,0.06,5339858001,1,,5339857995,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906269,166,44,1,21,10,c165yjiny1qnmfdvefxvflnkc,1,38.2,69.4,2024-11-03T17:23:09.066Z,2024-11-03T17:23:12Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5339858133,233,241,5339858095,285,,5339858093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906263,241,44,1,21,10,36g6ifzjliec1jqnbtf7yesme,0,61.8,30.6,2024-11-03T17:23:09.067Z,2024-11-03T17:23:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5339858145,233,166,5339858059,56,Center,5339858061,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906313,167,1,1,21,10,c165yjiny1qnmfdvefxvflnkc,0,37.8,72.3,2024-11-03T17:23:09.562Z,2024-11-03T17:23:12Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5339858343,140,39.2,5339858347,212,4.1,5339858341,56,Back,5339858349,213,5.07,5339858339,3,,5339858345,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906321,242,1,1,21,12,36g6ifzjliec1jqnbtf7yesme,1,58.6,36.1,2024-11-03T17:23:11.252Z,2024-11-03T17:23:13Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5339858379,212,14.7,5339858377,141,44.8,5339858373,56,Back,5339858381,213,2.73,5339858375,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906369,243,1,1,21,14,36g6ifzjliec1jqnbtf7yesme,1,45.8,44.8,2024-11-03T17:23:12.876Z,2024-11-03T17:23:15Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5339858629,213,4.70,5339858621,140,45.6,5339858623,141,14.4,5339858625,212,20.7,5339858619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906445,244,1,1,21,16,36g6ifzjliec1jqnbtf7yesme,1,45.6,14.4,2024-11-03T17:23:14.908Z,2024-11-03T17:23:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339859043,56,Center,5339859049,141,27.7,5339859045,140,61.4,5339859053,213,0.50,5339859051,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906453,245,50,1,21,17,36g6ifzjliec1jqnbtf7yesme,1,60.8,22.8,2024-11-03T17:23:16.705Z,2024-11-03T20:38:52Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5339859209,233,168,5339859081,56,Center,5339859083,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906439,168,7,1,21,17,c165yjiny1qnmfdvefxvflnkc,0,39.2,77.2,2024-11-03T17:23:16.706Z,2024-11-03T20:38:55Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5340773281,385,,5339859011,56,Back,5339859017,285,,5339859169,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744072115,897,61,1,21,18,36g6ifzjliec1jqnbtf7yesme,1,60.0,19.9,2024-11-03T17:23:17.075Z,2024-11-03T20:38:54Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5340774339,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906515,246,1,1,21,21,36g6ifzjliec1jqnbtf7yesme,0,47.5,17.7,2024-11-03T17:23:20.012Z,2024-11-03T17:23:21Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339859429,1,,5339859421,140,100.0,5339859427,213,6.27,5339859423,141,16.4,5339859419,56,Right,5339859417,155,,5339859425,212,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906569,169,5,1,21,23,c165yjiny1qnmfdvefxvflnkc,1,-1.2,83.0,2024-11-03T17:23:21.770Z,2024-11-03T17:31:21Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5339859709,346,,5339859707,56,Back,5339859785,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743906521,247,5,1,21,23,36g6ifzjliec1jqnbtf7yesme,0,101.2,17.0,2024-11-03T17:23:21.770Z,2024-11-03T17:31:21Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339859443,56,Right,5339859805,233,169,5339859445,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907045,170,1,1,21,46,c165yjiny1qnmfdvefxvflnkc,1,5.2,61.8,2024-11-03T17:23:45.577Z,2024-11-03T17:23:50Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5339862269,213,4.70,5339862267,212,9.9,5339862263,140,5.1,5339862261,56,Back,5339862273,237,,5339862265,141,47.2,5339862259,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907181,171,1,1,21,51,c165yjiny1qnmfdvefxvflnkc,1,8.5,40.4,2024-11-03T17:23:50.666Z,2024-11-03T17:23:57Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5339862929,212,40.9,5339862923,140,40.8,5339862921,56,Back,5339862917,155,,5339862925,141,6.8,5339862933,213,5.69,5339862937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907215,172,1,1,21,58,c165yjiny1qnmfdvefxvflnkc,0,65.1,9.5,2024-11-03T17:23:57.098Z,2024-11-03T17:23:58Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5339863115,141,24.7,5339863117,212,13.4,5339863111,56,Center,5339863113,140,73.2,5339863119,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907255,248,12,1,22,0,36g6ifzjliec1jqnbtf7yesme,1,27.8,67.0,2024-11-03T17:23:59.436Z,2024-11-03T20:39:35Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5339863329,213,5.60,5339863327,212,22.2,5339863323,140,44.2,5339863321,56,Back,5339863325,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907307,173,1,1,22,3,c165yjiny1qnmfdvefxvflnkc,1,58.4,50.1,2024-11-03T17:24:01.897Z,2024-11-03T17:24:03Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5339863665,141,69.7,5339863669,213,1.70,5339863667,212,13.4,5339863663,140,56.8,5339863661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907353,174,1,1,22,4,c165yjiny1qnmfdvefxvflnkc,1,57.4,70.9,2024-11-03T17:24:02.969Z,2024-11-03T17:24:05Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5339863939,213,0.13,5339863931,56,Center,5339863937,212,19.2,5339863933,140,75.5,5339863935,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907397,175,1,1,22,6,c165yjiny1qnmfdvefxvflnkc,0,76.8,77.0,2024-11-03T17:24:05.402Z,2024-11-03T20:39:48Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5339864153,2,,5339864157,56,Center,5339864159,140,87.1,5339864165,212,25.1,5339864169,213,5.16,5340777421,224,,5340777423,72,,5339864161,141,43.7,5339864155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907519,249,12,1,22,9,36g6ifzjliec1jqnbtf7yesme,1,12.2,66.6,2024-11-03T17:24:08.053Z,2024-11-03T17:24:13Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5339864807,212,25.0,5339864801,56,Back,5339864803,140,35.9,5339864809,213,6.21,5339864805,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907515,176,1,1,22,11,c165yjiny1qnmfdvefxvflnkc,0,66.6,40.4,2024-11-03T17:24:10.715Z,2024-11-03T17:24:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5339864787,213,0.14,5339864783,141,44.0,5339864781,140,82.8,5339864789,1,,5339864785,212,17.2,5339864779,56,Center,5339864777,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907559,250,12,1,22,14,36g6ifzjliec1jqnbtf7yesme,1,15.3,57.6,2024-11-03T17:24:13.372Z,2024-11-03T17:24:15Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5339865045,141,70.5,5339865091,15,,5339865049,213,0.39,5339865047,212,22.9,5339865041,56,Back,5339865043,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907577,177,1,1,22,17,c165yjiny1qnmfdvefxvflnkc,0,67.0,33.4,2024-11-03T17:24:15.962Z,2024-11-03T17:24:16Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5339865157,3,,5339865159,56,Center,5339865165,212,3.4,5339865161,140,69.8,5339865163,141,30.9,5339865167,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907593,251,61,1,22,18,36g6ifzjliec1jqnbtf7yesme,1,32.0,70.9,2024-11-03T17:24:17.253Z,2024-11-03T17:24:17Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5339865251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907683,253,1,1,22,21,36g6ifzjliec1jqnbtf7yesme,1,26.2,91.5,2024-11-03T17:24:19.772Z,2024-11-03T17:24:23Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5339865837,213,5.50,5339865831,140,32.3,5339865833,141,82.1,5339865835,212,9.0,5339865829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907737,254,1,1,22,24,36g6ifzjliec1jqnbtf7yesme,0,37.0,82.4,2024-11-03T17:24:22.932Z,2024-11-03T20:40:22Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5339866131,213,5.63,5339866133,1,,5339866125,140,84.2,5340779237,157,,5339866123,56,Center,5339866127,141,26.6,5339866129,212,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743907943,179,1,1,22,34,c165yjiny1qnmfdvefxvflnkc,1,16.2,69.0,2024-11-03T17:24:33.322Z,2024-11-03T17:24:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5339867385,213,4.92,5339867379,140,21.7,5339867375,56,Back,5339867381,141,27.9,5339867383,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908023,180,1,1,22,39,c165yjiny1qnmfdvefxvflnkc,1,27.5,21.0,2024-11-03T17:24:37.961Z,2024-11-03T17:24:42Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5339867855,56,Back,5339867857,140,35.2,5339867861,212,13.4,5339867863,213,5.36,5339867859,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908077,181,1,1,22,43,c165yjiny1qnmfdvefxvflnkc,0,45.1,6.8,2024-11-03T17:24:42.329Z,2024-11-03T17:24:46Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5339868203,56,Center,5339868207,141,66.6,5339868201,155,,5339868209,212,58.5,5339868205,140,85.1,5339868213,1,,5339868211,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908081,255,52,1,22,47,36g6ifzjliec1jqnbtf7yesme,1,14.0,30.7,2024-11-03T17:24:46.379Z,2024-11-03T20:40:43Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340780653,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908117,256,1,1,22,48,36g6ifzjliec1jqnbtf7yesme,1,14.0,30.7,2024-11-03T17:24:47.539Z,2024-11-03T17:24:49Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5339868475,141,3.5,5339868465,123,,5339868471,140,36.4,5339868477,212,29.9,5339868467,56,Back,5339868479,213,5.62,5339868501,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908229,257,1,1,22,56,36g6ifzjliec1jqnbtf7yesme,1,53.4,7.3,2024-11-03T17:24:54.875Z,2024-11-03T17:24:56Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5339869125,56,Center,5339869131,212,10.5,5339869133,213,1.73,5339869129,141,22.5,5339869127,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908267,258,1,1,22,57,36g6ifzjliec1jqnbtf7yesme,1,51.8,22.5,2024-11-03T17:24:56.515Z,2024-11-03T17:24:59Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5339869329,141,22.5,5339869327,140,31.9,5339869325,56,Back,5339869333,213,3.14,5339869331,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908309,259,1,1,23,0,36g6ifzjliec1jqnbtf7yesme,1,32.8,33.6,2024-11-03T17:24:59.540Z,2024-11-03T17:25:02Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339869585,141,59.9,5339869591,213,1.40,5339869583,140,35.7,5339869587,212,18.1,5339869581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908351,260,1,1,23,3,36g6ifzjliec1jqnbtf7yesme,1,38.9,66.3,2024-11-03T17:25:02.627Z,2024-11-03T17:25:06Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5339869875,212,22.3,5339869877,213,0.86,5339869871,140,52.8,5339869873,141,91.1,5339869869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908405,261,1,1,23,7,36g6ifzjliec1jqnbtf7yesme,1,47.7,80.3,2024-11-03T17:25:05.923Z,2024-11-03T17:25:10Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5339870225,212,28.4,5339870229,213,4.63,5339870221,141,38.6,5339870211,56,Back,5339870217,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908457,262,1,1,23,11,36g6ifzjliec1jqnbtf7yesme,1,53.7,31.2,2024-11-03T17:25:09.891Z,2024-11-03T17:25:13Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5339870531,141,26.2,5339870533,212,14.4,5339870527,56,Center,5339870535,213,6.04,5339870529,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908465,263,1,1,23,13,36g6ifzjliec1jqnbtf7yesme,1,67.0,26.2,2024-11-03T17:25:12.060Z,2024-11-03T17:25:15Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5339870595,56,Center,5339870597,140,68.0,5339870593,168,,5339870603,213,0.83,5339870599,141,27.9,5339870601,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743908475,264,61,1,23,13,36g6ifzjliec1jqnbtf7yesme,0,68.0,27.9,2024-11-03T17:25:12.276Z,2024-11-03T17:25:16Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5339870635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
