id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/value,qualifier/16/value
2706088727,278,15,1,27,54,anga7587r1zv4ey71ge9zxol3,1,89.5,44.6,2024-08-04T16:30:17.061Z,2024-08-04T19:40:16Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5133276241,78,,5132628917,147,46.4,5132628589,17,,5132628923,233,197,5132628787,82,,5132628915,146,92.3,5132629643,55,280,5132628591,56,Center,5132628905,25,5132629647,328,,5132628783,20,,,5132629641,29,5132628919,230,98.8,5132628921,231,5132628909,102,5132628911,103,19,,,,,,,,,,,,49.3,,51.4,
2706088731,197,10,1,27,54,9qsmopgutr7ut5g6workk8w4i,1,7.1,52.3,2024-08-04T16:30:17.161Z,2024-08-04T16:30:24Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5132628941,233,278,5132628607,56,Back,5132628605,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706088735,198,6,1,27,55,9qsmopgutr7ut5g6workk8w4i,0,7.8,54.6,2024-08-04T16:30:17.893Z,2024-08-04T19:40:32Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5132628717,56,Back,5132628719,73,,5132628779,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706088729,279,6,1,27,55,anga7587r1zv4ey71ge9zxol3,1,92.2,45.4,2024-08-04T16:30:17.893Z,2024-08-04T17:59:20Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5132628771,233,198,5132628713,56,Center,5132628715,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089011,281,1,1,28,29,anga7587r1zv4ey71ge9zxol3,0,99.5,0.7000000000000001,2024-08-04T16:30:51.892Z,2024-08-04T19:40:34Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132630191,56,Center,5132630183,2,,5132630193,140,86.0,5133277711,72,,5132630195,141,62.4,5132630197,212,44.3,5132630201,1,,5132630185,6,,5132630187,155,5132630189,223,,5132630199,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089017,199,12,1,28,31,9qsmopgutr7ut5g6workk8w4i,1,11.8,34.8,2024-08-04T16:30:53.439Z,2024-08-04T16:30:54Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132630229,213,6.02,5132630233,15,,5132630225,141,27.9,5132630227,212,18.2,5132630223,140,28.5,5132630221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089075,282,1,1,28,34,anga7587r1zv4ey71ge9zxol3,1,69.4,72.1,2024-08-04T16:30:56.308Z,2024-08-04T16:30:59Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132630577,212,10.1,5132630575,141,63.3,5132630579,213,3.78,5132630571,56,Center,5132630573,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089071,200,43,1,28,36,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T16:30:58.511Z,2024-08-04T19:40:48Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5133278649,144,83,5132630711,399,d854rlweyk5wq6d2veyviukq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089097,283,1,1,28,36,anga7587r1zv4ey71ge9zxol3,1,62.9,58.7,2024-08-04T16:30:58.900Z,2024-08-04T16:31:02Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132630701,213,4.82,5132630699,212,22.3,5132630695,140,65.1,5132630697,141,26.1,5132630693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089117,284,1,1,28,40,anga7587r1zv4ey71ge9zxol3,1,63.9,23.7,2024-08-04T16:31:02.388Z,2024-08-04T16:31:04Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5132630841,56,Right,5132630849,212,10.0,5132630853,213,5.75,5132630845,140,72.1,5132630847,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089129,285,1,1,28,42,anga7587r1zv4ey71ge9zxol3,0,73.1,17.0,2024-08-04T16:31:04.660Z,2024-08-04T19:41:01Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132630905,155,,5132630907,56,Center,5133279621,72,,5132630909,140,90.5,5132630911,141,60.3,5133279619,223,,5132630913,212,34.7,5132630955,233,201,5132630915,213,5132630917,1,,5132630903,2,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089127,201,11,1,28,43,9qsmopgutr7ut5g6workk8w4i,1,8.4,34.6,2024-08-04T16:31:05.966Z,2024-08-04T19:41:06Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132630901,88,,5132630961,233,285,5132630899,56,Back,5133279975,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089203,202,1,1,28,49,9qsmopgutr7ut5g6workk8w4i,1,12.1,45.1,2024-08-04T16:31:12.143Z,2024-08-04T16:31:13Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132631289,140,26.2,5132631295,213,1.04,5132631287,56,Back,5132631285,123,,5132631293,212,29.0,5132631291,141,81.8,5132631313,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089257,203,1,1,28,54,9qsmopgutr7ut5g6workk8w4i,1,23.5,79.4,2024-08-04T16:31:16.655Z,2024-08-04T16:31:20Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5132631683,213,4.08,5132631681,212,28.3,5132631675,56,Back,5132631677,140,7.5,5132631679,141,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089291,204,1,1,28,58,9qsmopgutr7ut5g6workk8w4i,1,9.1,41.7,2024-08-04T16:31:20.799Z,2024-08-04T16:31:23Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132631867,213,5.27,5132631859,56,Back,5132631865,212,13.3,5132631863,141,25.1,5132631861,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089313,205,1,1,29,1,9qsmopgutr7ut5g6workk8w4i,1,19.7,25.8,2024-08-04T16:31:23.582Z,2024-08-04T16:31:25Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5132631999,213,5.67,5132631987,56,Back,5132631997,212,25.9,5132631995,141,4.0,5132631991,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089347,206,1,1,29,3,9qsmopgutr7ut5g6workk8w4i,1,41.2,6.2,2024-08-04T16:31:25.518Z,2024-08-04T16:31:28Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132632151,56,Right,5132632153,140,57.6,5132632155,141,13.7,5132632157,212,18.0,5132632159,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089351,207,1,1,29,6,9qsmopgutr7ut5g6workk8w4i,0,49.8,14.0,2024-08-04T16:31:28.542Z,2024-08-04T16:31:29Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132632215,286,,5132632185,212,2.3,5132632179,56,Back,5132632187,213,3.51,5132632181,140,47.8,5132632209,236,,5132632183,141,12.8,5132632211,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089355,286,74,1,29,6,anga7587r1zv4ey71ge9zxol3,1,51.6,88.1,2024-08-04T16:31:28.543Z,2024-08-04T18:17:28Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132632245,233,207,5132632205,56,Left,5132632207,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089369,208,43,1,29,7,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T16:31:29.773Z,2024-08-04T16:31:34Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132632257,56,Back,5132632489,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089375,287,61,1,29,8,anga7587r1zv4ey71ge9zxol3,1,52.2,91.5,2024-08-04T16:31:30.675Z,2024-08-04T16:31:30Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5132632283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089401,289,1,1,29,9,anga7587r1zv4ey71ge9zxol3,1,46.8,72.4,2024-08-04T16:31:32.211Z,2024-08-04T16:31:32Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132632401,213,2.01,5132632391,56,Back,5132632399,212,7.7,5132632395,140,43.7,5132632397,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089455,290,1,1,29,10,anga7587r1zv4ey71ge9zxol3,1,43.7,82.6,2024-08-04T16:31:32.787Z,2024-08-04T16:31:37Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132632757,141,70.8,5132632763,213,5.63,5132632749,56,Center,5132632761,212,13.2,5132632753,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089471,291,1,1,29,14,anga7587r1zv4ey71ge9zxol3,1,52.8,57.0,2024-08-04T16:31:37.107Z,2024-08-04T16:32:37Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132632845,213,1.25,5132632843,212,25.2,5132632841,141,92.2,5132632839,140,60.3,5132632837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089481,292,43,1,29,16,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-04T16:31:39.203Z,2024-08-04T16:32:34Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132636329,144,61,5132632903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089537,209,43,1,29,20,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T16:31:42.980Z,2024-08-04T16:32:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132633175,56,Back,5132633177,285,0,5132637029,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089535,293,43,1,29,20,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-04T16:31:42.980Z,2024-08-04T16:32:45Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5132633171,56,Left,5132633173,286,0,5132636993,144,3,5132633179,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089547,294,1,1,29,22,anga7587r1zv4ey71ge9zxol3,1,54.6,69.7,2024-08-04T16:31:44.643Z,2024-08-04T16:31:46Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5132633243,56,Back,5132633245,140,46.0,5132633247,141,44.5,5132633249,212,19.4,5132633251,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089575,295,1,1,29,25,anga7587r1zv4ey71ge9zxol3,1,46.9,45.1,2024-08-04T16:31:48.035Z,2024-08-04T16:31:49Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,,5132633411,140,64.1,5132633413,141,10.9,5132633409,56,Right,5132633417,213,5.37,5132633415,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089613,296,1,1,29,26,anga7587r1zv4ey71ge9zxol3,1,64.1,10.9,2024-08-04T16:31:49.235Z,2024-08-04T16:31:52Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132633671,212,12.4,5132633665,56,Right,5132633667,140,52.7,5132633669,141,6.4,5132633675,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089673,297,1,1,29,29,anga7587r1zv4ey71ge9zxol3,1,46.2,8.0,2024-08-04T16:31:51.924Z,2024-08-04T16:31:56Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5132634015,56,Back,5132634017,140,37.0,5132634019,141,26.1,5132634021,212,15.6,5132634023,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089687,298,1,1,29,33,anga7587r1zv4ey71ge9zxol3,1,38.5,25.8,2024-08-04T16:31:56.115Z,2024-08-04T16:31:57Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,,5132634119,1,,5132634115,212,36.5,5132634117,213,0.54,5132634113,141,53.3,5132634111,140,68.3,5132634109,56,Center,5132634107,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089693,299,1,1,29,35,anga7587r1zv4ey71ge9zxol3,0,68.4,53.3,2024-08-04T16:31:57.299Z,2024-08-04T16:31:57Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5132634143,140,70.0,5132634141,56,Center,5132634149,213,5.93,5132634147,212,1.8,5132634145,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089713,210,61,1,29,36,9qsmopgutr7ut5g6workk8w4i,1,28.9,53.1,2024-08-04T16:31:58.831Z,2024-08-04T16:32:36Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5132634231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089737,300,4,1,29,38,anga7587r1zv4ey71ge9zxol3,1,71.0,42.6,2024-08-04T16:32:00.659Z,2024-08-04T17:59:12Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132634433,56,Center,5132634429,13,,5132634431,294,,5132634437,286,,5132634435,152,,5132634545,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706089751,211,4,1,29,38,9qsmopgutr7ut5g6workk8w4i,0,29.0,57.4,2024-08-04T16:32:00.660Z,2024-08-04T17:59:12Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5132634539,285,,5132634535,56,Back,5132634537,152,,5132634561,233,300,5132634533,294,,5132634531,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090323,301,14,1,30,30,anga7587r1zv4ey71ge9zxol3,1,70.2,39.5,2024-08-04T16:32:52.930Z,2024-08-04T16:33:11Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132638521,72,,5132637543,18,,5132638529,103,40.5,5132638525,74,,5132638533,230,98.4,5132638535,231,50.2,5132637541,26,,5132638523,121,,5132637545,56,5132638531,458,,5132638527,102,47.1,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090391,212,5,1,30,32,9qsmopgutr7ut5g6workk8w4i,1,-1.0,57.0,2024-08-04T16:32:54.738Z,2024-08-04T18:21:18Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5132637899,56,Back,5132637921,233,302,5132637901,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090357,302,5,1,30,32,anga7587r1zv4ey71ge9zxol3,0,101.0,43.0,2024-08-04T16:32:54.738Z,2024-08-04T16:33:00Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132637691,346,,5132637935,233,212,5132637689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090597,213,1,1,30,53,9qsmopgutr7ut5g6workk8w4i,1,4.0,38.6,2024-08-04T16:33:15.838Z,2024-08-04T16:33:34Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5132638999,212,7.3,5132638997,141,49.0,5132638995,140,5.8,5132639005,237,,5132640181,189,,5132639001,213,1.31,5132638993,56,Back,5132638991,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090627,214,1,1,30,54,9qsmopgutr7ut5g6workk8w4i,1,4.3,50.8,2024-08-04T16:33:17.087Z,2024-08-04T16:59:35Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132639145,213,0.93,5132639137,56,Back,5132639139,140,19.1,5132639141,141,81.5,5132639143,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090661,215,1,1,30,57,9qsmopgutr7ut5g6workk8w4i,0,21.1,82.8,2024-08-04T16:33:19.359Z,2024-08-04T16:59:41Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132639311,141,85.8,5132639307,140,61.3,5132639303,56,Left,5132639321,1,,5132639299,157,,5132639317,213,0.05,5132639315,212,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090677,303,1,1,31,0,anga7587r1zv4ey71ge9zxol3,1,38.8,13.2,2024-08-04T16:33:22.306Z,2024-08-04T16:33:23Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,,5132639419,140,51.6,5132639415,3,,5132639417,56,Right,5132639423,212,13.9,5132639421,141,8.0,5132639425,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090721,304,1,1,31,1,anga7587r1zv4ey71ge9zxol3,1,51.6,8.0,2024-08-04T16:33:23.442Z,2024-08-04T16:33:31Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132639717,213,0.01,5132639715,212,13.9,5132639711,140,64.8,5132639713,141,8.3,5132639707,168,,5132639709,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090737,305,1,1,31,4,anga7587r1zv4ey71ge9zxol3,1,64.3,8.2,2024-08-04T16:33:26.849Z,2024-08-04T16:33:28Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5132639799,213,1.20,5132639795,141,11.4,5132639797,212,2.3,5132639793,140,65.1,5132639791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090743,306,3,1,31,5,anga7587r1zv4ey71ge9zxol3,0,66.2,10.1,2024-08-04T16:33:27.289Z,2024-08-04T19:43:21Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5133290017,465,,5132639921,233,216,5132639829,286,,5132639827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090755,216,7,1,31,5,9qsmopgutr7ut5g6workk8w4i,1,33.8,89.9,2024-08-04T16:33:27.290Z,2024-08-04T19:43:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132639899,285,,5132639903,233,306,5132639897,56,Back,5133290295,385,,5132639895,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090793,217,5,1,31,6,9qsmopgutr7ut5g6workk8w4i,0,33.2,101.5,2024-08-04T16:33:29.106Z,2024-08-04T18:21:19Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132986257,233,307,5132640119,347,,5132640115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090761,307,5,1,31,6,anga7587r1zv4ey71ge9zxol3,1,66.8,-1.5,2024-08-04T16:33:29.106Z,2024-08-04T18:21:19Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5132639925,56,Right,5132639927,347,,5132986253,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090829,308,1,1,31,9,anga7587r1zv4ey71ge9zxol3,1,68.1,0.0,2024-08-04T16:33:31.449Z,2024-08-04T16:40:58Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132640315,213,1.34,5132640313,212,3.1,5132640697,189,,5132640311,141,3.1,5132640309,140,68.8,5132640307,56,Right,5132640305,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706096297,369,61,1,31,10,anga7587r1zv4ey71ge9zxol3,1,66.2,3.1,2024-08-04T16:33:33.247Z,2024-08-04T16:41:04Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132671649,189,,5132671459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090855,309,1,1,31,14,anga7587r1zv4ey71ge9zxol3,1,79.1,8.8,2024-08-04T16:33:36.737Z,2024-08-04T16:33:39Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5132640461,212,9.7,5132640463,213,3.24,5132640459,141,7.4,5132640455,56,Right,5132640457,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090869,310,1,1,31,17,anga7587r1zv4ey71ge9zxol3,0,72.7,7.3,2024-08-04T16:33:39.665Z,2024-08-04T19:49:04Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132640537,155,,5133312391,224,,5132640543,141,54.2,5132640573,233,218,5132640547,213,1.03,5132640535,2,,5132640539,56,Center,5133312393,20,,5132640541,140,5132640545,212,37.2,5132640549,1,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090871,218,11,1,31,18,9qsmopgutr7ut5g6workk8w4i,1,8.2,45.9,2024-08-04T16:33:41.070Z,2024-08-04T19:49:07Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132640589,233,310,5133312539,378,,5132640555,88,,5132640553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706090983,219,1,1,31,27,9qsmopgutr7ut5g6workk8w4i,1,13.9,48.3,2024-08-04T16:33:49.295Z,2024-08-04T16:33:50Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132641139,212,25.0,5132641137,141,19.5,5132641135,140,28.7,5132641141,213,5.38,5132641151,287,,5132641127,123,,5132641131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091013,220,1,1,31,29,9qsmopgutr7ut5g6workk8w4i,1,30.6,20.3,2024-08-04T16:33:51.774Z,2024-08-04T16:33:53Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5132641341,213,5.34,5132641335,140,38.3,5132641337,141,4.0,5132641339,212,13.7,5132641333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091033,221,1,1,31,30,9qsmopgutr7ut5g6workk8w4i,1,38.4,2.5,2024-08-04T16:33:52.374Z,2024-08-04T19:49:39Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132641435,213,0.52,5132641431,141,8.8,5132641429,140,45.6,5132641433,212,8.7,5132641427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091043,222,1,1,31,31,9qsmopgutr7ut5g6workk8w4i,1,45.6,8.8,2024-08-04T16:33:53.960Z,2024-08-04T19:49:40Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132641489,56,Back,5132641497,213,1.88,5132641495,212,3.1,5132641493,141,13.1,5132641491,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091097,223,1,1,31,32,9qsmopgutr7ut5g6workk8w4i,1,44.7,13.1,2024-08-04T16:33:54.486Z,2024-08-04T19:49:41Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132641797,56,Back,5132641803,212,4.8,5132641801,141,8.0,5132641799,140,41.6,5132641805,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091093,311,83,1,31,35,anga7587r1zv4ey71ge9zxol3,0,60.1,94.1,2024-08-04T16:33:58.193Z,2024-08-04T16:34:03Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132642197,399,17e766t2zpr5pmshhww0iu4us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091163,224,1,1,31,36,9qsmopgutr7ut5g6workk8w4i,1,42.4,7.6,2024-08-04T16:33:58.335Z,2024-08-04T16:34:27Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132642161,140,78.8,5132642163,141,7.1,5132643975,212,38.2,5132643979,213,6.27,5132642969,1,,5132642971,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091133,312,43,1,31,39,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-04T16:34:01.553Z,2024-08-04T16:34:21Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132643629,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091515,226,1,1,31,40,9qsmopgutr7ut5g6workk8w4i,0,91.0,13.1,2024-08-04T16:34:02.687Z,2024-08-04T19:50:02Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132645637,2,,5133315617,20,,5133315615,224,,5132645643,140,89.6,5132645641,56,Left,5132645649,213,1.60,5132645651,1,,5132645645,141,80.3,5132645647,212,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706091205,225,43,1,31,41,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T16:34:03.967Z,2024-08-04T16:34:12Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132642419,213,1.46,5132642415,141,82.7,5132642417,212,49.9,5132642809,144,1,5132642421,1,0,5132642407,2,0,5132642413,140,95.9,5132642411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
