id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2813444325,142,1,1,11,16,9qsmopgutr7ut5g6workk8w4i,1,70.5,22.2,2025-05-11T12:11:56.731Z,2025-05-11T12:11:58Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719892267,212,7.8,5719892269,213,4.98,5719892263,140,72.5,5719892261,56,Right,5719892265,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444335,143,1,1,11,17,9qsmopgutr7ut5g6workk8w4i,1,72.5,11.1,2025-05-11T12:11:58.203Z,2025-05-11T12:11:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719892347,141,23.9,5719892351,213,1.13,5719892345,140,76.4,5719892349,212,9.6,5719892343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444353,144,1,1,11,18,9qsmopgutr7ut5g6workk8w4i,0,76.4,23.9,2025-05-11T12:11:59.563Z,2025-05-11T12:12:00Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5719892459,213,4.79,5719892451,140,76.7,5719892455,141,18.3,5719892449,56,Right,5719892457,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444467,84,1,1,11,21,77tfx9me4aaqhzv78bmgsy9bg,1,23.1,83.2,2025-05-11T12:12:02.573Z,2025-05-11T18:22:31Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5719893043,213,5.37,5719893033,140,34.6,5719893031,56,Back,5719893041,212,19.9,5719893035,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446357,96,3,1,11,22,77tfx9me4aaqhzv78bmgsy9bg,0,35.2,67.8,2025-05-11T12:12:03.664Z,2025-05-11T19:13:35Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5721984557,233,145,5721754405,465,,5719903087,56,Back,5719903091,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444479,145,7,1,11,22,9qsmopgutr7ut5g6workk8w4i,0,64.8,32.2,2025-05-11T12:12:03.665Z,2025-05-11T19:13:35Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5719903491,285,,5719893103,56,Center,5721754689,178,,5721754687,385,,5721984527,233,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444515,85,1,1,11,25,77tfx9me4aaqhzv78bmgsy9bg,0,34.3,63.7,2025-05-11T12:12:06.508Z,2025-05-11T12:12:07Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5719893317,141,64.0,5719893315,140,43.1,5719893319,212,9.2,5719893313,56,Back,5719893321,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444541,146,8,1,11,27,9qsmopgutr7ut5g6workk8w4i,1,65.1,27.3,2025-05-11T12:12:08.443Z,2025-05-11T18:22:50Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719893451,56,Center,5721755279,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444643,86,4,1,11,31,77tfx9me4aaqhzv78bmgsy9bg,1,42.2,78.2,2025-05-11T12:12:11.914Z,2025-05-11T12:12:18Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5719894153,56,Back,5719894189,233,147,5719894151,295,,5719894155,152,,5719894149,13,,5719894157,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813444615,147,4,1,11,31,9qsmopgutr7ut5g6workk8w4i,0,57.8,21.8,2025-05-11T12:12:11.915Z,2025-05-11T12:12:19Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5719894231,233,86,5719894005,56,Center,5719894009,285,,5719894001,13,,5719894007,152,,5719894003,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445065,87,43,1,11,51,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-11T12:12:32.029Z,2025-05-11T18:24:11Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5721760779,144,1,5719896321,212,11.9,5719896313,152,0,5719896315,56,Back,5719896311,5,0,5719896323,213,4.08,5719896319,141,66.3,5719896577,189,0,5719896317,140,,,,,,,,,,,,,,,,,,,,,,,41.6,,,,,,,,
2813445077,88,1,1,11,52,77tfx9me4aaqhzv78bmgsy9bg,0,41.6,66.3,2025-05-11T12:12:33.229Z,2025-05-11T18:24:26Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719896387,213,6.20,5719896389,1,,5719896383,141,60.9,5721761903,5,,5721761905,152,,5719896385,212,45.8,5719896381,140,85.1,5719896377,157,,5719896379,56,,,,,,,,,,,,,,,,,,,,,,,Center,,,,,,,,
2813445093,148,52,1,11,53,9qsmopgutr7ut5g6workk8w4i,1,10.8,46.3,2025-05-11T12:12:34.396Z,2025-05-11T18:24:35Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5721762625,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445335,149,1,1,11,55,9qsmopgutr7ut5g6workk8w4i,1,11.6,46.7,2025-05-11T12:12:35.772Z,2025-05-11T12:12:43Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5719897575,123,,5719897583,212,2.0,5719897585,213,5.09,5719897581,141,44.0,5719897579,140,12.3,5719897577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445439,150,1,1,12,2,9qsmopgutr7ut5g6workk8w4i,1,24.5,47.6,2025-05-11T12:12:43.100Z,2025-05-11T12:12:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5719898035,141,57.2,5719898039,212,13.5,5719898031,140,13.2,5719898027,56,Back,5719898043,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445565,151,1,1,12,5,9qsmopgutr7ut5g6workk8w4i,1,13.5,59.1,2025-05-11T12:12:46.284Z,2025-05-11T12:12:52Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5719898739,155,,5719898749,213,5.35,5719898747,212,41.4,5719898743,140,37.1,5719898745,141,10.4,5719898741,56,Back,5719898751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445629,152,1,1,12,12,9qsmopgutr7ut5g6workk8w4i,1,57.8,8.6,2025-05-11T12:12:52.812Z,2025-05-11T12:12:56Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5719899111,212,15.5,5719899109,141,10.6,5719899107,140,43.1,5719899113,213,3.05,5719899105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445663,153,1,1,12,15,9qsmopgutr7ut5g6workk8w4i,1,42.4,14.1,2025-05-11T12:12:56.285Z,2025-05-11T12:12:58Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719899303,213,1.56,5719899297,140,42.5,5719899299,141,31.9,5719899301,212,12.1,5719899295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445695,154,1,1,12,17,9qsmopgutr7ut5g6workk8w4i,1,42.9,28.6,2025-05-11T12:12:57.964Z,2025-05-11T12:12:59Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719899537,212,8.6,5719899539,213,4.60,5719899535,141,16.1,5719899531,56,Back,5719899533,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445755,155,1,1,12,19,9qsmopgutr7ut5g6workk8w4i,1,42.0,16.1,2025-05-11T12:12:59.804Z,2025-05-11T12:13:03Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719899845,213,1.99,5719899839,141,34.2,5719899835,140,36.8,5719899831,56,Back,5719899843,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445809,156,1,1,12,22,9qsmopgutr7ut5g6workk8w4i,1,36.6,36.0,2025-05-11T12:13:03.069Z,2025-05-11T12:13:05Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5719900121,212,29.5,5719900115,56,Right,5719900123,213,5.55,5719900119,141,6.8,5719900117,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445847,157,1,1,12,24,9qsmopgutr7ut5g6workk8w4i,1,57.4,6.7,2025-05-11T12:13:05.261Z,2025-05-11T12:13:07Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719900327,140,41.9,5719900333,213,2.87,5719900329,141,13.4,5719900331,212,16.9,5719900325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445883,158,1,1,12,26,9qsmopgutr7ut5g6workk8w4i,1,41.6,13.7,2025-05-11T12:13:07.036Z,2025-05-11T12:13:08Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719900467,140,57.4,5719900469,141,11.4,5719900473,213,6.19,5719900471,212,16.7,5719900465,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445909,159,1,1,12,28,9qsmopgutr7ut5g6workk8w4i,1,57.4,11.4,2025-05-11T12:13:08.764Z,2025-05-11T12:13:10Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719900617,140,61.3,5719900619,141,13.7,5719900623,213,0.36,5719900615,56,Right,5719900621,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813788871,942,83,1,12,28,77tfx9me4aaqhzv78bmgsy9bg,1,34.7,87.6,2025-05-11T12:13:09.384Z,2025-05-11T18:25:22Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5721765841,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445929,160,61,1,12,29,9qsmopgutr7ut5g6workk8w4i,0,61.3,13.7,2025-05-11T12:13:10.557Z,2025-05-11T12:16:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719900697,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813445953,89,1,1,12,30,77tfx9me4aaqhzv78bmgsy9bg,1,40.1,95.3,2025-05-11T12:13:11.614Z,2025-05-11T12:13:12Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5719900813,141,91.7,5719900811,140,30.0,5719900819,213,3.37,5719900815,212,10.9,5719900809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446009,91,1,1,12,32,77tfx9me4aaqhzv78bmgsy9bg,1,29.8,91.5,2025-05-11T12:13:12.846Z,2025-05-11T12:13:15Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5719901139,141,72.0,5719901137,140,38.4,5719901141,212,16.0,5719901135,56,Back,5719901143,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446075,92,1,1,12,34,77tfx9me4aaqhzv78bmgsy9bg,1,40.5,71.1,2025-05-11T12:13:15.534Z,2025-05-11T12:13:20Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5719901593,141,94.2,5719901595,212,20.7,5719901591,140,53.4,5719901597,213,0.86,5719901589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446177,93,1,1,12,39,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,96.3,2025-05-11T12:13:20.126Z,2025-05-11T12:17:23Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,1.0,,5719902107,56,Center,5719902109,140,91.0,5719902111,141,49.6,5719902115,213,5.48,5719927353,210,13,5719902113,212,44.2,5719927355,154,,5719902105,155,,5719902119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446183,94,13,1,12,40,77tfx9me4aaqhzv78bmgsy9bg,1,87.6,48.8,2025-05-11T12:13:21.191Z,2025-05-11T18:26:15Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5719919503,328,,5721769837,81,,5719902147,56,Center,5719927417,29,,5719927431,231,49.5,5719927427,103,48.6,5719927421,55,93,5719919495,23,,5719927419,154,5719927429,230,5719902145,17,5719919499,15,,5719927425,102,37.8,,,,,,,,,,,,,,93.2,,,,,,,
2813446211,95,5,1,12,43,77tfx9me4aaqhzv78bmgsy9bg,0,100.9,42.1,2025-05-11T12:13:24.205Z,2025-05-11T12:30:29Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5719902285,346,,5719902431,233,161,5719902279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446179,161,5,1,12,43,9qsmopgutr7ut5g6workk8w4i,1,-0.9,57.9,2025-05-11T12:13:24.205Z,2025-05-11T12:30:29Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719902131,346,,5719902129,56,Back,5719902367,233,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446641,162,1,1,13,7,9qsmopgutr7ut5g6workk8w4i,1,5.4,55.5,2025-05-11T12:13:48.238Z,2025-05-11T18:26:36Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5719904499,213,0.27,5719904489,124,,5719904497,212,26.7,5719904495,141,65.8,5719904491,56,Back,5719904503,237,,5719904493,140,29.9,5721771347,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446649,163,61,1,13,8,9qsmopgutr7ut5g6workk8w4i,1,29.9,65.8,2025-05-11T12:13:49.445Z,2025-05-11T12:17:54Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5719904525,189,,5719904523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446689,164,1,1,13,10,9qsmopgutr7ut5g6workk8w4i,1,34.9,28.8,2025-05-11T12:13:51.022Z,2025-05-11T12:13:52Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719904789,140,44.7,5719904787,56,Back,5719904793,212,10.4,5719904795,213,0.12,5719904791,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446731,165,1,1,13,11,9qsmopgutr7ut5g6workk8w4i,1,43.2,28.5,2025-05-11T12:13:52.254Z,2025-05-11T12:13:53Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719904979,56,Right,5719904981,140,58.5,5719904985,212,21.1,5719904983,141,8.3,5719904987,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446761,166,1,1,13,12,9qsmopgutr7ut5g6workk8w4i,1,58.5,8.9,2025-05-11T12:13:53.630Z,2025-05-11T12:23:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719905113,140,47.3,5719905139,156,,5719905111,56,Back,5719905115,141,8.0,5719905119,213,3.19,5719905117,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446835,167,1,1,13,15,9qsmopgutr7ut5g6workk8w4i,1,47.4,8.0,2025-05-11T12:13:56.383Z,2025-05-11T12:13:57Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719905489,212,8.0,5719905487,141,18.8,5719905483,56,Back,5719905485,140,44.3,5719905491,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446945,168,1,1,13,16,9qsmopgutr7ut5g6workk8w4i,1,44.3,18.8,2025-05-11T12:13:57.646Z,2025-05-11T12:14:03Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719906025,155,,5719906037,1,,5719906029,140,90.1,5719906033,212,48.1,5719906027,56,Right,5719906035,213,6.23,5719906031,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813446969,169,1,1,13,23,9qsmopgutr7ut5g6workk8w4i,1,92.0,22.1,2025-05-11T12:14:03.822Z,2025-05-11T18:26:54Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719906169,212,35.5,5721772661,386,,5719906165,140,82.0,5721772659,225,,5719906173,1,,5719906163,56,Center,5719906167,141,72.0,5721772663,20,,5719906159,2,5719906171,213,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,
2813447065,170,1,1,13,27,9qsmopgutr7ut5g6workk8w4i,1,88.5,69.6,2025-05-11T12:14:08.607Z,2025-05-11T12:14:10Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5719906713,213,6.27,5719906707,140,99.4,5719906711,212,11.4,5719906709,141,69.3,5719906705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447083,171,1,1,13,29,9qsmopgutr7ut5g6workk8w4i,0,99.4,69.3,2025-05-11T12:14:10.287Z,2025-05-11T12:14:11Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5719906813,141,49.4,5719906811,140,92.6,5719906815,212,15.3,5719906809,56,Center,5719906807,155,,5719906817,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447097,97,12,1,13,30,77tfx9me4aaqhzv78bmgsy9bg,1,6.6,54.9,2025-05-11T12:14:11.328Z,2025-05-11T12:14:19Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5719906883,213,6.18,5719906879,141,53.1,5719906875,56,Back,5719906877,140,17.7,5719906881,212,11.7,5719906923,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447135,172,61,1,13,33,9qsmopgutr7ut5g6workk8w4i,1,83.5,56.6,2025-05-11T12:14:14.383Z,2025-05-11T12:14:14Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,1.0,,5719907119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447183,173,13,1,13,35,9qsmopgutr7ut5g6workk8w4i,1,84.5,55.0,2025-05-11T12:14:15.775Z,2025-05-11T18:29:21Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5721784375,81,,5719909479,103,86.1,5719909481,328,,5719907367,56,Center,5719907757,20,,5719909473,55,172,5719909477,102,43.9,5719909485,231,49.1,5719909483,230,5719909471,29,5719907365,17,5719907363,22,,,,,,,,,,,,,,,,,99.7,,,,,,,,
2813447653,98,5,1,13,37,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,50.7,2025-05-11T12:14:18.047Z,2025-05-11T12:30:29Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5719909919,346,,5719909937,233,174,5719909917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447261,174,5,1,13,37,9qsmopgutr7ut5g6workk8w4i,0,100.8,49.3,2025-05-11T12:14:18.047Z,2025-05-11T12:30:30Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5719907735,56,Center,5719907737,346,,5719909983,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447673,99,1,1,13,57,77tfx9me4aaqhzv78bmgsy9bg,1,4.9,49.9,2025-05-11T12:14:38.288Z,2025-05-11T12:14:44Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719910035,213,4.77,5719910031,141,31.9,5719910027,56,Back,5719910033,212,12.3,5719910029,140,5.6,5719910527,189,,5719910039,237,,5719910025,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447709,100,1,1,13,58,77tfx9me4aaqhzv78bmgsy9bg,1,5.6,31.9,2025-05-11T12:14:39.344Z,2025-05-11T12:14:45Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719910587,189,,5719910189,141,10.9,5719910187,140,14.9,5719910193,213,5.31,5719910185,56,Back,5719910191,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447731,101,1,1,14,0,77tfx9me4aaqhzv78bmgsy9bg,1,14.9,10.9,2025-05-11T12:14:41.024Z,2025-05-11T12:14:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5719910319,56,Back,5719910327,213,1.89,5719910323,141,51.3,5719910325,212,28.9,5719910321,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447767,102,1,1,14,1,77tfx9me4aaqhzv78bmgsy9bg,1,6.3,51.3,2025-05-11T12:14:42.224Z,2025-05-11T12:14:44Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719910507,212,14.3,5719910509,213,0.95,5719910503,140,14.3,5719910501,56,Back,5719910505,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813447965,103,1,1,14,11,77tfx9me4aaqhzv78bmgsy9bg,1,23.6,60.3,2025-05-11T12:14:52.545Z,2025-05-11T12:14:54Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719911583,140,29.7,5719911585,141,56.6,5719911581,56,Back,5719911587,212,6.9,5719911589,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448023,104,1,1,14,13,77tfx9me4aaqhzv78bmgsy9bg,1,29.7,56.6,2025-05-11T12:14:54.528Z,2025-05-11T12:14:58Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5719911901,213,1.70,5719911899,212,15.0,5719911897,141,78.4,5719911893,56,Back,5719911895,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448077,105,1,1,14,18,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,75.0,2025-05-11T12:14:58.753Z,2025-05-11T12:15:02Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5719912205,56,Back,5719912207,140,42.6,5719912211,212,17.1,5719912209,141,96.0,5719912213,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448079,106,3,1,14,20,77tfx9me4aaqhzv78bmgsy9bg,1,37.2,88.1,2025-05-11T12:15:01.328Z,2025-05-11T19:13:37Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5721786761,465,,5719912217,56,Back,5719912257,233,175,5720161363,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448065,175,45,1,14,20,9qsmopgutr7ut5g6workk8w4i,0,62.8,11.9,2025-05-11T12:15:01.328Z,2025-05-11T19:13:38Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719912157,56,Right,5719912303,285,,5719912299,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448125,107,1,1,14,21,77tfx9me4aaqhzv78bmgsy9bg,1,42.1,96.2,2025-05-11T12:15:02.096Z,2025-05-11T12:15:04Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5719912467,141,89.0,5719912471,213,5.88,5719912465,140,53.0,5719912469,212,12.4,5719912461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448209,108,1,1,14,24,77tfx9me4aaqhzv78bmgsy9bg,1,53.9,87.8,2025-05-11T12:15:04.673Z,2025-05-11T12:15:09Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5719912903,141,18.6,5719912899,56,Right,5719912901,140,79.2,5719912905,212,54.0,5719912897,196,,5719912909,1,,5719912895,155,,5719912907,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448273,109,1,1,14,28,77tfx9me4aaqhzv78bmgsy9bg,1,79.2,18.6,2025-05-11T12:15:09.489Z,2025-05-11T12:15:12Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5719913199,56,Center,5719913207,213,2.03,5719913203,141,28.8,5719913205,212,7.8,5719913201,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448341,110,1,1,14,31,77tfx9me4aaqhzv78bmgsy9bg,1,75.4,29.1,2025-05-11T12:15:12.257Z,2025-05-11T12:15:15Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5719913567,140,74.6,5719913569,141,49.0,5719913571,212,13.6,5719913573,213,1.63,5719913563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448379,111,1,1,14,34,77tfx9me4aaqhzv78bmgsy9bg,1,74.6,49.0,2025-05-11T12:15:15.169Z,2025-05-11T12:15:16Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5719913739,141,37.7,5719913737,140,72.6,5719913743,213,4.45,5719913741,212,8.0,5719913735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448391,112,1,1,14,35,77tfx9me4aaqhzv78bmgsy9bg,1,72.6,37.7,2025-05-11T12:15:16.449Z,2025-05-11T12:15:17Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5719913797,141,28.3,5719913801,213,5.10,5719913799,212,6.9,5719913795,140,75.1,5719913791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448407,113,1,1,14,36,77tfx9me4aaqhzv78bmgsy9bg,1,75.1,28.3,2025-05-11T12:15:17.137Z,2025-05-11T12:15:17Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5719913883,213,0.17,5719913873,56,Center,5719913881,212,5.9,5719913879,141,29.8,5719913877,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
