id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2750097337,215,1,1,24,13,77tfx9me4aaqhzv78bmgsy9bg,1,27.3,55.2,2024-11-22T18:26:26.247Z,2024-11-22T18:26:31Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5373905623,140,33.4,5373905625,141,64.2,5373905629,213,0.76,5373905621,56,Back,5373905627,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097357,216,1,1,24,19,77tfx9me4aaqhzv78bmgsy9bg,1,33.5,51.8,2024-11-22T18:26:31.736Z,2024-11-22T18:26:34Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5373905739,212,14.3,5373905733,56,Back,5373905735,140,44.8,5373905737,141,63.6,5373905741,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097361,217,1,1,24,21,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,59.9,2024-11-22T18:26:34.407Z,2024-11-22T21:57:20Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5373905787,156,,5373905773,140,36.2,5373905771,56,Back,5373905779,213,3.24,5373905777,212,10.5,5373905775,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097377,218,1,1,24,23,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,58.4,2024-11-22T18:26:35.607Z,2024-11-22T18:26:37Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5373905871,141,88.4,5373905875,213,1.15,5373905873,212,22.4,5373905869,140,44.9,5373905867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097417,219,1,1,24,24,77tfx9me4aaqhzv78bmgsy9bg,1,46.1,87.5,2024-11-22T18:26:37.240Z,2024-11-22T18:26:42Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373906067,155,,5373906075,212,28.9,5373906077,213,6.15,5373906069,56,Left,5373906073,141,81.7,5373906071,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097463,220,1,1,24,30,77tfx9me4aaqhzv78bmgsy9bg,1,71.9,92.6,2024-11-22T18:26:42.759Z,2024-11-22T18:26:47Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5373906281,141,93.6,5373906285,213,3.09,5373906279,140,60.3,5373906283,212,12.2,5373906277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097497,221,1,1,24,35,77tfx9me4aaqhzv78bmgsy9bg,1,55.4,87.4,2024-11-22T18:26:47.703Z,2024-11-22T18:26:49Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373906443,56,Back,5373906445,140,46.3,5373906449,212,14.6,5373906447,141,71.1,5373906451,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097513,222,1,1,24,37,77tfx9me4aaqhzv78bmgsy9bg,1,45.1,65.8,2024-11-22T18:26:49.863Z,2024-11-22T18:26:52Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5373906543,56,Center,5373906549,212,27.1,5373906547,141,29.2,5373906551,213,5.12,5373906545,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097563,223,1,1,24,40,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,26.1,2024-11-22T18:26:52.855Z,2024-11-22T18:26:58Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5373906779,140,71.4,5373906783,212,16.7,5373906777,56,Center,5373906785,213,0.45,5373906781,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097569,224,1,1,24,45,77tfx9me4aaqhzv78bmgsy9bg,0,81.0,31.0,2024-11-22T18:26:58.088Z,2024-11-22T18:26:58Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373906805,213,0.76,5373906793,155,,5373906801,212,20.2,5373906795,56,Center,5373906799,141,51.6,5373906797,140,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097585,206,52,1,24,47,5rz9enoyknpg8ji78za5b82p0,1,4.9,53.3,2024-11-22T18:27:00.067Z,2024-11-22T21:57:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5374658041,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097723,207,1,1,25,7,5rz9enoyknpg8ji78za5b82p0,1,14.3,54.3,2024-11-22T18:27:20.116Z,2024-11-22T18:31:16Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5373907661,212,27.0,5373907655,56,Back,5373907657,140,28.9,5373907663,213,0.97,5373907653,123,,5373907733,189,,5373907659,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097753,208,1,1,25,11,5rz9enoyknpg8ji78za5b82p0,1,57.8,90.3,2024-11-22T18:27:24.195Z,2024-11-22T18:27:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373907841,56,Back,5373907849,213,3.72,5373907843,140,45.8,5373907845,141,78.1,5373907847,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097771,209,1,1,25,12,5rz9enoyknpg8ji78za5b82p0,1,45.8,74.1,2024-11-22T18:27:25.219Z,2024-11-22T18:27:27Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373907935,213,4.12,5373907931,141,60.3,5373907927,56,Back,5373907929,140,39.8,5373907933,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097781,210,1,1,25,14,5rz9enoyknpg8ji78za5b82p0,1,39.8,60.3,2024-11-22T18:27:27.507Z,2024-11-22T18:27:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373908013,141,66.4,5373908011,140,47.0,5373908009,56,Back,5373908017,213,0.50,5373908015,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097791,211,1,1,25,15,5rz9enoyknpg8ji78za5b82p0,1,45.3,67.8,2024-11-22T18:27:28.548Z,2024-11-22T18:27:29Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373908079,141,58.7,5373908077,140,55.8,5373908083,213,5.77,5373908075,56,Center,5373908081,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097805,212,1,1,25,17,5rz9enoyknpg8ji78za5b82p0,1,55.8,58.7,2024-11-22T18:27:29.827Z,2024-11-22T18:27:30Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373908143,141,68.2,5373908137,56,Back,5373908171,156,,5373908141,140,46.8,5373908145,212,11.4,5373908147,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097819,213,1,1,25,18,5rz9enoyknpg8ji78za5b82p0,1,46.8,68.4,2024-11-22T18:27:31.140Z,2024-11-22T18:27:31Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373908217,212,13.4,5373908215,141,64.9,5373908219,213,6.11,5373908211,56,Center,5373908213,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097839,214,1,1,25,19,5rz9enoyknpg8ji78za5b82p0,1,62.7,66.7,2024-11-22T18:27:31.811Z,2024-11-22T18:27:33Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373908305,140,55.9,5373908307,141,68.5,5373908303,56,Center,5373908311,213,2.97,5373908309,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097861,215,1,1,25,21,5rz9enoyknpg8ji78za5b82p0,1,53.8,66.0,2024-11-22T18:27:33.603Z,2024-11-22T18:27:36Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373908487,140,44.5,5373908485,56,Back,5373908489,141,23.7,5373908491,212,30.4,5373908493,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097895,216,1,1,25,23,5rz9enoyknpg8ji78za5b82p0,1,45.0,19.1,2024-11-22T18:27:36.019Z,2024-11-22T18:27:39Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373908661,213,5.87,5373908655,140,62.5,5373908657,141,7.4,5373908653,56,Right,5373908659,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097915,217,1,1,25,26,5rz9enoyknpg8ji78za5b82p0,1,58.7,6.1,2024-11-22T18:27:39.539Z,2024-11-22T18:27:40Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5373908755,141,13.1,5373908757,212,19.1,5373908753,140,41.1,5373908759,213,2.89,5373908751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097933,218,1,1,25,28,5rz9enoyknpg8ji78za5b82p0,1,40.2,13.2,2024-11-22T18:27:40.659Z,2024-11-22T18:27:42Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373908853,213,2.11,5373908847,140,34.8,5373908851,212,11.0,5373908849,141,27.1,5373908845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097943,219,1,1,25,29,5rz9enoyknpg8ji78za5b82p0,1,35.0,27.1,2024-11-22T18:27:42.067Z,2024-11-22T18:27:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373908903,140,43.0,5373908901,56,Back,5373908909,213,5.95,5373908907,212,8.9,5373908905,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097967,220,1,1,25,30,5rz9enoyknpg8ji78za5b82p0,1,43.1,24.9,2024-11-22T18:27:42.836Z,2024-11-22T18:27:45Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373909037,56,Back,5373909043,212,26.0,5373909039,140,23.0,5373909045,213,2.52,5373909055,156,,5373909041,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098019,221,1,1,25,32,5rz9enoyknpg8ji78za5b82p0,1,24.7,47.9,2024-11-22T18:27:45.315Z,2024-11-22T18:27:49Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5373909333,213,1.03,5373909327,212,18.3,5373909311,56,Back,5373909319,140,33.7,5373909323,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098049,222,1,1,25,36,5rz9enoyknpg8ji78za5b82p0,1,47.0,87.4,2024-11-22T18:27:48.980Z,2024-11-22T18:27:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373909493,212,16.8,5373909491,141,96.2,5373909489,140,62.0,5373909495,213,0.36,5373909487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098061,223,1,1,25,38,5rz9enoyknpg8ji78za5b82p0,1,63.0,93.3,2024-11-22T18:27:51.363Z,2024-11-22T18:27:53Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5373909565,213,3.48,5373909561,141,85.9,5373909559,140,49.3,5373909563,212,15.2,5373909557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098087,224,1,1,25,40,5rz9enoyknpg8ji78za5b82p0,1,49.3,85.9,2024-11-22T18:27:52.931Z,2024-11-22T18:27:56Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373909697,56,Back,5373909703,212,20.3,5373909699,140,39.1,5373909705,213,4.16,5373909701,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098129,225,1,1,25,43,5rz9enoyknpg8ji78za5b82p0,1,43.9,49.9,2024-11-22T18:27:56.211Z,2024-11-22T18:28:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373909973,56,Right,5373909979,212,33.2,5373909981,213,5.25,5373909975,140,60.2,5373909983,1,,5373909977,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098157,226,1,1,25,51,5rz9enoyknpg8ji78za5b82p0,1,69.1,7.0,2024-11-22T18:28:03.619Z,2024-11-22T18:28:07Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373910129,212,4.4,5373910123,56,Right,5373910127,141,12.8,5373910125,140,67.3,5373910131,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098177,227,1,1,25,54,5rz9enoyknpg8ji78za5b82p0,1,69.1,6.7,2024-11-22T18:28:07.059Z,2024-11-22T18:28:09Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373910239,212,9.4,5373910233,56,Right,5373910235,140,60.4,5373910237,141,10.1,5373910241,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098197,228,1,1,25,56,5rz9enoyknpg8ji78za5b82p0,1,60.5,15.9,2024-11-22T18:28:09.315Z,2024-11-22T18:28:12Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373910359,56,Center,5373910365,212,13.9,5373910367,213,2.10,5373910363,141,33.6,5373910361,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098223,229,1,1,25,59,5rz9enoyknpg8ji78za5b82p0,1,53.3,42.4,2024-11-22T18:28:12.211Z,2024-11-22T18:28:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373910503,212,29.2,5373910499,140,65.0,5373910497,56,Left,5373910501,141,81.4,5373910505,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098247,230,1,1,26,3,5rz9enoyknpg8ji78za5b82p0,1,67.4,81.7,2024-11-22T18:28:15.651Z,2024-11-22T18:28:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373910623,212,10.3,5373910617,56,Left,5373910621,141,92.1,5373910625,213,0.76,5373910619,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098287,231,1,1,26,5,5rz9enoyknpg8ji78za5b82p0,1,76.4,89.6,2024-11-22T18:28:18.115Z,2024-11-22T18:28:22Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5373910829,140,62.2,5373910827,56,Left,5373910833,212,15.2,5373910835,213,2.96,5373910831,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098293,232,1,1,26,9,5rz9enoyknpg8ji78za5b82p0,1,59.1,89.7,2024-11-22T18:28:22.387Z,2024-11-22T18:28:24Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373910897,56,Back,5373910901,141,60.6,5373910903,212,23.2,5373910899,140,47.5,5373910905,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098317,233,1,1,26,11,5rz9enoyknpg8ji78za5b82p0,1,47.3,59.0,2024-11-22T18:28:24.339Z,2024-11-22T18:28:27Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373911019,212,27.2,5373911017,141,20.6,5373911021,213,4.99,5373911015,140,54.5,5373911013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098333,234,1,1,26,14,5rz9enoyknpg8ji78za5b82p0,1,53.5,22.8,2024-11-22T18:28:27.459Z,2024-11-22T18:28:30Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373911129,213,1.87,5373911121,56,Back,5373911127,212,17.8,5373911125,141,47.8,5373911123,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098353,235,1,1,26,17,5rz9enoyknpg8ji78za5b82p0,1,44.2,60.2,2024-11-22T18:28:30.452Z,2024-11-22T18:28:32Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373911283,140,53.4,5373911281,56,Left,5373911289,213,1.08,5373911287,212,20.4,5373911285,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098367,236,1,1,26,20,5rz9enoyknpg8ji78za5b82p0,0,54.0,86.9,2024-11-22T18:28:32.836Z,2024-11-22T18:28:34Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373911359,141,82.4,5373911353,155,,5373911357,140,81.2,5373911363,213,6.18,5373911355,56,Left,5373911361,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098397,225,1,1,26,23,77tfx9me4aaqhzv78bmgsy9bg,1,21.1,22.4,2024-11-22T18:28:36.439Z,2024-11-22T18:28:37Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5373911497,157,,5373911505,212,17.7,5373911507,213,5.50,5373911499,56,Back,5373911503,141,4.0,5373911501,140,33.0,5373911509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098423,226,1,1,26,25,77tfx9me4aaqhzv78bmgsy9bg,0,33.2,4.0,2024-11-22T18:28:37.590Z,2024-11-22T18:28:39Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5373911645,213,0.94,5373911633,56,Back,5373911641,212,10.5,5373911635,140,39.1,5373911637,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098429,237,8,1,26,27,5rz9enoyknpg8ji78za5b82p0,1,56.1,87.5,2024-11-22T18:28:39.988Z,2024-11-22T21:59:16Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374658629,385,,5373911667,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098449,228,1,1,26,28,77tfx9me4aaqhzv78bmgsy9bg,1,32.5,22.8,2024-11-22T18:28:41.270Z,2024-11-22T18:28:42Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5373911771,141,33.1,5373911777,213,1.57,5373911767,56,Back,5373911769,140,32.5,5373911773,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098443,238,43,1,26,28,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T18:28:41.475Z,2024-11-22T18:34:39Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5373928361,144,61,5373911733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098471,229,1,1,26,29,77tfx9me4aaqhzv78bmgsy9bg,0,32.5,33.1,2024-11-22T18:28:42.438Z,2024-11-22T18:28:46Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373911869,141,30.1,5373911867,140,61.9,5373911865,56,Center,5373911873,213,6.22,5373911871,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098473,239,8,1,26,33,5rz9enoyknpg8ji78za5b82p0,1,38.9,76.3,2024-11-22T18:28:46.339Z,2024-11-22T21:59:54Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373911875,56,Back,5374658763,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098475,230,61,1,26,34,77tfx9me4aaqhzv78bmgsy9bg,1,59.5,31.0,2024-11-22T18:28:47.105Z,2024-11-22T18:59:06Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5373911887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098503,241,1,1,26,35,5rz9enoyknpg8ji78za5b82p0,1,39.5,74.8,2024-11-22T18:28:48.371Z,2024-11-22T18:28:50Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373912023,213,4.62,5373912017,140,36.6,5373912021,212,33.4,5373912015,56,Back,5373912019,141,25.9,5373912025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098527,242,1,1,26,39,5rz9enoyknpg8ji78za5b82p0,1,37.8,24.9,2024-11-22T18:28:52.227Z,2024-11-22T18:28:53Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373912143,212,7.2,5373912137,56,Back,5373912139,140,42.2,5373912141,141,16.7,5373912145,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098565,243,1,1,26,41,5rz9enoyknpg8ji78za5b82p0,1,42.2,12.6,2024-11-22T18:28:53.907Z,2024-11-22T18:28:56Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373912349,140,36.4,5373912355,213,2.76,5373912353,212,6.6,5373912351,141,16.2,5373912347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098589,244,1,1,26,43,5rz9enoyknpg8ji78za5b82p0,1,35.0,20.1,2024-11-22T18:28:56.132Z,2024-11-22T18:28:58Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373912475,56,Back,5373912477,140,28.6,5373912483,213,2.18,5373912479,141,34.3,5373912481,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098613,245,1,1,26,46,5rz9enoyknpg8ji78za5b82p0,1,32.5,39.2,2024-11-22T18:28:58.819Z,2024-11-22T18:29:01Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373912605,140,39.8,5373912607,141,32.1,5373912603,56,Back,5373912611,213,5.72,5373912609,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098691,246,1,1,26,48,5rz9enoyknpg8ji78za5b82p0,1,40.1,29.8,2024-11-22T18:29:01.219Z,2024-11-22T18:29:06Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373912951,56,Center,5373912959,213,0.63,5373912953,140,54.6,5373912957,212,18.8,5373912955,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098711,247,1,1,26,53,5rz9enoyknpg8ji78za5b82p0,1,42.0,63.9,2024-11-22T18:29:06.546Z,2024-11-22T18:29:08Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5373913063,56,Left,5373913071,213,0.78,5373913067,141,93.8,5373913069,212,29.0,5373913065,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098747,248,1,1,26,56,5rz9enoyknpg8ji78za5b82p0,1,67.7,92.6,2024-11-22T18:29:08.723Z,2024-11-22T18:29:11Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373913185,140,55.9,5373913187,141,84.8,5373913191,213,3.55,5373913189,212,13.5,5373913183,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098777,249,1,1,26,58,5rz9enoyknpg8ji78za5b82p0,0,63.4,82.9,2024-11-22T18:29:11.443Z,2024-11-22T18:29:14Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5373913305,140,81.3,5373913307,141,22.7,5373913299,155,,5373913311,213,5.14,5373913301,196,,5373913309,212,45.0,5373913313,1,,5373913303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098799,231,12,1,27,2,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,79.4,2024-11-22T18:29:14.870Z,2024-11-22T18:29:16Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373913437,15,,5373913423,213,0.51,5373913415,56,Back,5373913417,140,30.3,5373913421,212,10.1,5373913419,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098833,250,1,1,27,4,5rz9enoyknpg8ji78za5b82p0,1,72.4,14.4,2024-11-22T18:29:16.739Z,2024-11-22T18:29:19Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373913601,212,6.0,5373913595,56,Right,5373913603,213,5.18,5373913599,141,6.5,5373913597,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098835,232,83,1,27,5,77tfx9me4aaqhzv78bmgsy9bg,0,28.0,89.6,2024-11-22T18:29:18.366Z,2024-11-22T18:29:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5373915013,399,61sojkdsmaz9hbwaskt4rws15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098837,251,61,1,27,6,5rz9enoyknpg8ji78za5b82p0,0,73.7,5.5,2024-11-22T18:29:19.315Z,2024-11-22T18:29:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373913611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098853,234,1,1,27,8,77tfx9me4aaqhzv78bmgsy9bg,0,27.4,84.8,2024-11-22T18:29:21.064Z,2024-11-22T18:29:22Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373913677,213,5.08,5373913671,140,33.5,5373913675,212,17.8,5373913673,141,60.3,5373913669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098887,253,1,1,27,10,5rz9enoyknpg8ji78za5b82p0,1,67.4,52.1,2024-11-22T18:29:23.220Z,2024-11-22T18:29:27Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373913845,140,71.3,5373913847,141,76.4,5373913851,213,1.33,5373913849,212,17.0,5373913843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
