id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2780200231,143,6,1,23,56,c165yjiny1qnmfdvefxvflnkc,0,5.4,63.6,2025-02-23T15:25:10.458Z,2025-02-23T22:04:59Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5537097929,56,Back,5537097931,73,,5537098009,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780200215,282,6,1,23,56,9qsmopgutr7ut5g6workk8w4i,1,94.6,36.4,2025-02-23T15:25:10.458Z,2025-02-23T15:36:11Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5537097971,233,143,5537097957,75,,5537097955,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780200699,283,1,1,24,34,9qsmopgutr7ut5g6workk8w4i,0,99.7,0.5,2025-02-23T15:25:48.091Z,2025-02-23T22:05:03Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5537100699,140,100.0,5537100695,223,,5537100707,1,,5537100705,213,1.54,5537100697,56,Center,5537100693,155,,5537100701,141,69.9,5537100691,6,,5537100703,212,47.2,5537100689,2,5538698105,72,,,,,,,,,,,,,,,,,,,,,,,,,
2780200753,285,43,1,24,36,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-23T15:25:49.549Z,2025-02-23T15:30:22Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5537121327,144,61,5537101051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201035,144,5,1,24,41,c165yjiny1qnmfdvefxvflnkc,1,-0.8,27.4,2025-02-23T15:25:54.971Z,2025-02-23T15:36:05Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5537102607,233,284,5537102559,56,Back,5537102561,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780200733,284,5,1,24,41,9qsmopgutr7ut5g6workk8w4i,0,100.8,72.6,2025-02-23T15:25:54.971Z,2025-02-23T15:36:06Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5537100929,346,,5537100927,56,Center,5537102635,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201057,145,1,1,25,2,c165yjiny1qnmfdvefxvflnkc,1,4.9,49.4,2025-02-23T15:26:16.170Z,2025-02-23T15:26:18Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5537102691,124,,5537102693,56,Back,5537102701,213,1.61,5537102699,212,11.0,5537102697,141,65.6,5537102705,237,,5537102695,140,4.5,5537102717,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201105,146,1,1,25,6,c165yjiny1qnmfdvefxvflnkc,1,8.3,78.0,2025-02-23T15:26:20.427Z,2025-02-23T15:26:23Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537103013,56,Back,5537103011,157,,5537103019,212,27.1,5537103015,140,30.8,5537103023,1,,5537103017,141,58.4,5537103021,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201109,147,50,1,25,9,c165yjiny1qnmfdvefxvflnkc,1,34.4,56.6,2025-02-23T15:26:22.987Z,2025-02-23T15:49:58Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537103183,286,,5537103039,56,Back,5537103179,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201121,286,7,1,25,9,9qsmopgutr7ut5g6workk8w4i,0,65.6,43.4,2025-02-23T15:26:22.988Z,2025-02-23T22:05:29Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5537103127,233,147,5537103073,56,Center,5537103077,285,,5538699113,178,,5538699111,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201215,148,1,1,25,11,c165yjiny1qnmfdvefxvflnkc,1,29.8,52.8,2025-02-23T15:26:24.554Z,2025-02-23T15:26:30Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537103731,212,33.4,5537103733,213,4.94,5537103729,141,5.0,5537103727,140,37.1,5537103725,56,Back,5537103735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201279,149,1,1,25,17,c165yjiny1qnmfdvefxvflnkc,1,52.1,4.4,2025-02-23T15:26:30.539Z,2025-02-23T15:26:34Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5537104105,212,19.7,5537104107,213,2.09,5537104099,56,Back,5537104103,141,29.6,5537104101,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201361,150,1,1,25,20,c165yjiny1qnmfdvefxvflnkc,1,44.6,32.2,2025-02-23T15:26:34.411Z,2025-02-23T15:26:38Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537104543,212,23.2,5537104533,56,Back,5537104537,140,41.5,5537104547,213,1.71,5537104539,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201397,151,1,1,25,25,c165yjiny1qnmfdvefxvflnkc,1,47.2,69.0,2025-02-23T15:26:38.555Z,2025-02-23T15:26:41Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537104751,212,11.4,5537104747,140,47.1,5537104753,213,1.58,5537104745,56,Back,5537104749,141,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201499,152,1,1,25,28,c165yjiny1qnmfdvefxvflnkc,1,53.0,82.7,2025-02-23T15:26:41.579Z,2025-02-23T15:26:48Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5537105295,213,4.88,5537105287,56,Center,5537105289,140,54.5,5537105293,212,9.4,5537105291,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201507,153,1,1,25,34,c165yjiny1qnmfdvefxvflnkc,1,59.7,64.1,2025-02-23T15:26:48.011Z,2025-02-23T15:26:49Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537105379,213,6.20,5537105377,212,4.7,5537105375,141,63.5,5537105371,56,Center,5537105373,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201531,154,1,1,25,35,c165yjiny1qnmfdvefxvflnkc,1,64.2,63.5,2025-02-23T15:26:49.019Z,2025-02-23T15:26:50Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5537105513,141,66.8,5537105525,156,,5537105511,140,59.3,5537105509,56,Center,5537105515,212,5.6,5537105517,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201605,155,1,1,25,38,c165yjiny1qnmfdvefxvflnkc,1,59.1,65.6,2025-02-23T15:26:52.012Z,2025-02-23T15:26:56Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537105985,213,5.19,5537105989,1,,5537105973,140,79.4,5537105971,56,Right,5537105977,141,5.5,5537105981,212,46.1,5537105969,196,,5537105967,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201611,156,61,1,25,43,c165yjiny1qnmfdvefxvflnkc,0,85.9,11.5,2025-02-23T15:26:56.733Z,2025-02-23T15:26:57Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5537106015,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201629,287,61,1,25,44,9qsmopgutr7ut5g6workk8w4i,1,13.3,80.3,2025-02-23T15:26:58.186Z,2025-02-23T15:29:40Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5537106109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201651,289,3,1,25,46,9qsmopgutr7ut5g6workk8w4i,0,22.5,74.2,2025-02-23T15:26:59.946Z,2025-02-23T22:05:53Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5538700345,465,,5537118639,211,,5537118467,285,,5537106231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201767,158,1,1,25,50,c165yjiny1qnmfdvefxvflnkc,1,65.2,44.2,2025-02-23T15:27:03.979Z,2025-02-23T15:51:00Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537106893,213,1.67,5537106891,212,18.4,5537106887,140,63.5,5537106889,141,71.1,5537106883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780225765,333,61,1,25,51,c165yjiny1qnmfdvefxvflnkc,0,66.1,77.0,2025-02-23T15:27:04.527Z,2025-02-23T15:50:56Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537240623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201757,290,56,1,25,53,9qsmopgutr7ut5g6workk8w4i,1,24.6,7.0,2025-02-23T15:27:07.234Z,2025-02-23T15:27:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5537106841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201769,159,5,1,25,54,c165yjiny1qnmfdvefxvflnkc,0,73.0,100.6,2025-02-23T15:27:07.971Z,2025-02-23T15:36:06Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537107409,233,291,5537106899,347,,5537106897,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201849,291,5,1,25,54,9qsmopgutr7ut5g6workk8w4i,1,27.0,-0.6,2025-02-23T15:27:07.971Z,2025-02-23T15:36:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5537107283,56,Back,5537107285,347,,5537107339,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201889,292,1,1,25,59,9qsmopgutr7ut5g6workk8w4i,1,27.1,0.0,2025-02-23T15:27:13.210Z,2025-02-23T15:27:15Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5537107533,213,0.93,5537107531,212,10.9,5537107525,56,Back,5537107527,140,33.3,5537107529,141,11.7,5537107523,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201895,293,1,1,26,1,9qsmopgutr7ut5g6workk8w4i,0,40.7,26.4,2025-02-23T15:27:15.306Z,2025-02-23T22:06:15Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5537107693,286,,5537107557,140,40.0,5537107555,56,Back,5537107559,141,28.2,5537107689,233,160,5537107687,236,,5537107563,213,2.11,5537107561,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201913,160,74,1,26,1,c165yjiny1qnmfdvefxvflnkc,1,60.1,72.4,2025-02-23T15:27:15.307Z,2025-02-23T22:06:19Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537107667,285,,5537107735,233,293,5537107665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780490197,1049,83,1,26,4,9qsmopgutr7ut5g6workk8w4i,1,45.6,36.3,2025-02-23T15:27:18.437Z,2025-02-23T22:06:53Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5538703391,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201947,161,50,1,26,5,c165yjiny1qnmfdvefxvflnkc,1,57.3,62.0,2025-02-23T15:27:19.020Z,2025-02-23T15:49:59Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537107841,56,Center,5537107843,286,,5537108091,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201979,294,7,1,26,5,9qsmopgutr7ut5g6workk8w4i,1,42.7,38.0,2025-02-23T15:27:19.021Z,2025-02-23T22:06:37Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5537108013,285,,5537108011,56,Back,5537108051,233,161,5538702575,384,,5538702345,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780201985,295,50,1,26,7,9qsmopgutr7ut5g6workk8w4i,1,44.8,47.4,2025-02-23T15:27:20.731Z,2025-02-23T15:49:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5537108319,233,162,5537108039,286,,5537108037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202027,162,7,1,26,7,c165yjiny1qnmfdvefxvflnkc,1,55.2,52.6,2025-02-23T15:27:20.732Z,2025-02-23T22:07:01Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5537108233,285,,5538703875,383,,5537108231,56,Center,5538703877,178,,5537108273,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202069,164,1,1,26,10,c165yjiny1qnmfdvefxvflnkc,1,58.3,34.7,2025-02-23T15:27:23.628Z,2025-02-23T15:27:25Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5537108501,212,16.6,5537108503,213,4.48,5537108497,140,54.7,5537108495,56,Right,5537108499,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202133,165,1,1,26,12,c165yjiny1qnmfdvefxvflnkc,1,54.8,11.0,2025-02-23T15:27:25.612Z,2025-02-23T15:27:29Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5537108837,141,33.2,5537108835,140,36.5,5537108839,212,24.4,5537108841,213,2.48,5537108833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202179,166,1,1,26,16,c165yjiny1qnmfdvefxvflnkc,1,36.5,32.9,2025-02-23T15:27:29.708Z,2025-02-23T15:27:34Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5537109121,141,68.9,5537109117,56,Back,5537109119,140,34.8,5537109125,212,24.5,5537109129,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202207,167,1,1,26,20,c165yjiny1qnmfdvefxvflnkc,1,39.4,70.4,2025-02-23T15:27:33.980Z,2025-02-23T15:27:35Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537109273,212,15.6,5537109267,56,Center,5537109271,141,71.9,5537109269,140,54.2,5537109275,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202225,168,1,1,26,22,c165yjiny1qnmfdvefxvflnkc,1,54.2,71.9,2025-02-23T15:27:35.644Z,2025-02-23T15:27:36Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537109377,56,Back,5537109385,213,3.43,5537109379,140,40.5,5537109383,212,15.0,5537109381,141,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202279,169,1,1,26,23,c165yjiny1qnmfdvefxvflnkc,1,40.5,65.6,2025-02-23T15:27:36.860Z,2025-02-23T15:27:40Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537109711,56,Back,5537109713,140,45.9,5537109717,212,7.5,5537109715,141,72.9,5537109719,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202333,170,1,1,26,26,c165yjiny1qnmfdvefxvflnkc,1,45.9,66.3,2025-02-23T15:27:40.124Z,2025-02-23T15:27:44Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537110041,140,43.4,5537110043,141,26.5,5537110047,213,4.62,5537110045,212,27.2,5537110039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202375,171,1,1,26,30,c165yjiny1qnmfdvefxvflnkc,0,53.9,25.6,2025-02-23T15:27:43.997Z,2025-02-23T15:27:46Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5537110269,56,Center,5537110273,141,75.8,5537110267,155,,5537110271,140,84.4,5537110279,1,,5537110275,212,46.8,5537110277,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202451,297,1,1,26,35,9qsmopgutr7ut5g6workk8w4i,0,18.5,11.9,2025-02-23T15:27:49.146Z,2025-02-23T15:27:52Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5537110655,157,,5537110659,56,Center,5537110671,212,47.9,5537110667,141,38.5,5537110679,1,,5537110663,140,60.7,5537110675,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202469,172,1,1,26,38,c165yjiny1qnmfdvefxvflnkc,1,42.4,64.2,2025-02-23T15:27:52.300Z,2025-02-23T15:27:53Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537110749,3,,5537110751,56,Center,5537110753,140,56.2,5537110759,213,6.26,5537110757,212,14.5,5537110755,141,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202517,173,1,1,26,39,c165yjiny1qnmfdvefxvflnkc,1,56.2,63.5,2025-02-23T15:27:53.373Z,2025-02-23T15:27:57Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537111047,140,63.1,5537111051,212,22.4,5537111045,56,Center,5537111053,213,5.04,5537111049,141,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202505,298,83,1,26,42,9qsmopgutr7ut5g6workk8w4i,0,36.1,61.4,2025-02-23T15:27:56.425Z,2025-02-23T15:27:58Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5537111215,399,22zuxw8lez5w4vjd8spzzysyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202521,174,43,1,26,43,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-02-23T15:27:56.893Z,2025-02-23T15:28:02Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537111465,144,50,5537111071,286,0,5537111069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202551,175,61,1,26,45,c165yjiny1qnmfdvefxvflnkc,0,59.3,28.1,2025-02-23T15:27:58.954Z,2025-02-23T15:27:59Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5537111235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202557,299,43,1,26,46,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-23T15:27:59.898Z,2025-02-23T15:28:05Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5537111713,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202675,300,1,1,26,54,9qsmopgutr7ut5g6workk8w4i,0,83.9,72.0,2025-02-23T15:28:08.098Z,2025-02-23T19:18:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5537111937,56,Center,5537111945,213,5.07,5537112009,233,176,5537111939,140,84.5,5537112007,236,,5537111941,141,69.5,5537111943,212,1.8,5537112013,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202681,176,74,1,26,54,c165yjiny1qnmfdvefxvflnkc,1,15.8,29.9,2025-02-23T15:28:08.099Z,2025-02-23T19:18:25Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537111979,56,Back,5537112075,233,300,5537111981,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202755,178,1,1,26,58,c165yjiny1qnmfdvefxvflnkc,1,19.2,21.1,2025-02-23T15:28:11.805Z,2025-02-23T15:28:14Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537112381,141,11.5,5537112383,212,23.3,5537112385,213,6.00,5537112379,140,40.5,5537112377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202797,179,1,1,27,0,c165yjiny1qnmfdvefxvflnkc,1,40.5,11.5,2025-02-23T15:28:13.997Z,2025-02-23T15:28:16Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5537112635,141,9.2,5537112637,212,20.8,5537112639,213,3.22,5537112675,156,,5537112633,140,20.7,5537112631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202877,180,1,1,27,4,c165yjiny1qnmfdvefxvflnkc,1,21.8,6.4,2025-02-23T15:28:18.205Z,2025-02-23T15:28:21Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5537113065,213,2.43,5537113059,140,10.0,5537113057,56,Back,5537113061,141,22.0,5537113063,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202931,181,1,1,27,7,c165yjiny1qnmfdvefxvflnkc,1,11.0,23.2,2025-02-23T15:28:21.181Z,2025-02-23T15:28:26Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5537113405,212,17.5,5537113407,213,1.77,5537113399,56,Back,5537113403,141,48.5,5537113401,140,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202961,182,1,1,27,13,c165yjiny1qnmfdvefxvflnkc,1,9.9,53.6,2025-02-23T15:28:26.589Z,2025-02-23T15:28:30Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5537113633,140,24.5,5537113631,56,Back,5537113639,213,5.91,5537113635,141,44.8,5537113637,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780202999,183,1,1,27,17,c165yjiny1qnmfdvefxvflnkc,1,21.0,40.6,2025-02-23T15:28:30.701Z,2025-02-23T15:28:35Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537113829,56,Back,5537113833,141,69.8,5537113831,140,19.4,5537113835,212,19.9,5537113837,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203011,184,1,1,27,21,c165yjiny1qnmfdvefxvflnkc,1,22.4,75.8,2025-02-23T15:28:35.422Z,2025-02-23T15:28:37Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537113909,213,1.24,5537113907,212,7.3,5537113905,141,86.0,5537113901,56,Back,5537113903,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203035,185,1,1,27,23,c165yjiny1qnmfdvefxvflnkc,1,24.7,86.0,2025-02-23T15:28:36.973Z,2025-02-23T15:28:39Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537114053,213,4.42,5537114045,141,78.9,5537114037,56,Back,5537114051,212,5.0,5537114039,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203097,186,1,1,27,25,c165yjiny1qnmfdvefxvflnkc,1,23.5,78.5,2025-02-23T15:28:38.942Z,2025-02-23T15:28:42Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537114373,213,4.59,5537114367,140,21.7,5537114365,56,Back,5537114371,212,15.2,5537114369,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203137,187,1,1,27,29,c165yjiny1qnmfdvefxvflnkc,1,19.0,51.9,2025-02-23T15:28:42.749Z,2025-02-23T15:28:44Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5537114603,212,18.6,5537114597,56,Back,5537114601,141,79.2,5537114599,140,20.7,5537114605,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203169,188,1,1,27,31,c165yjiny1qnmfdvefxvflnkc,1,20.7,79.2,2025-02-23T15:28:44.749Z,2025-02-23T15:28:47Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5537114799,212,14.3,5537114795,141,95.7,5537114791,140,29.1,5537114787,56,Back,5537114803,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203203,189,1,1,27,33,c165yjiny1qnmfdvefxvflnkc,1,40.5,96.7,2025-02-23T15:28:46.829Z,2025-02-23T19:19:02Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537114971,56,Left,5537114973,140,54.0,5537114979,213,5.88,5537114977,212,15.4,5537114975,141,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203219,190,1,1,27,35,c165yjiny1qnmfdvefxvflnkc,1,54.4,86.1,2025-02-23T15:28:49.181Z,2025-02-23T19:19:11Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5537115065,213,2.71,5537115059,140,51.3,5537115057,56,Left,5537115377,156,,5537115063,212,3.6,5537115061,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203225,191,1,1,27,36,c165yjiny1qnmfdvefxvflnkc,0,48.2,85.4,2025-02-23T15:28:49.901Z,2025-02-23T15:28:50Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5537115119,212,10.3,5537115117,141,85.2,5537115121,213,6.27,5537115115,140,58.0,5537115113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780203253,302,1,1,27,38,9qsmopgutr7ut5g6workk8w4i,1,42.5,10.4,2025-02-23T15:28:51.701Z,2025-02-23T19:19:32Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5537115299,213,2.66,5537115295,141,20.9,5537115297,212,15.3,5537115293,140,29.6,5537115291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
