id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792625661,139,1,1,18,10,czkf5t3ai00ghwbga03i5aqxw,1,33.6,27.3,2025-03-29T14:22:08.025Z,2025-03-29T14:22:09Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605291147,141,26.4,5605291141,152,,5605291151,213,3.23,5605291145,140,27.1,5605291143,56,Back,5605291139,5,,5605291149,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792625721,140,1,1,18,11,czkf5t3ai00ghwbga03i5aqxw,1,27.2,26.7,2025-03-29T14:22:09.496Z,2025-03-29T14:22:13Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,5605291485,56,Back,5605291491,212,15.9,5605291487,140,20.6,5605291489,141,47.8,5605291493,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792625765,141,1,1,18,15,czkf5t3ai00ghwbga03i5aqxw,1,20.1,49.6,2025-03-29T14:22:13.337Z,2025-03-29T14:22:15Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,5605291713,212,15.8,5605291707,56,Back,5605291709,140,29.1,5605291711,141,68.2,5605291715,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792625841,142,1,1,18,17,czkf5t3ai00ghwbga03i5aqxw,1,30.8,69.4,2025-03-29T14:22:15.448Z,2025-03-29T14:22:19Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605292063,141,62.4,5605292067,213,5.95,5605292059,56,Back,5605292065,212,14.8,5605292061,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792625895,143,1,1,18,21,czkf5t3ai00ghwbga03i5aqxw,1,40.5,67.6,2025-03-29T14:22:19.481Z,2025-03-29T14:22:22Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605292399,213,4.36,5605292393,140,33.7,5605292395,141,39.1,5605292391,56,Back,5605292397,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626011,144,1,1,18,24,czkf5t3ai00ghwbga03i5aqxw,1,36.8,32.2,2025-03-29T14:22:22.393Z,2025-03-29T14:22:29Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605293105,213,5.63,5605293101,212,32.0,5605293095,56,Right,5605293097,140,61.0,5605293099,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626061,145,3,1,18,31,czkf5t3ai00ghwbga03i5aqxw,1,88.0,12.8,2025-03-29T14:22:29.480Z,2025-03-29T14:36:06Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605293309,56,Right,5605293313,286,,5605293333,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626035,173,45,1,18,31,93ohqui2qgqm8408viwmm1ken,0,12.0,87.2,2025-03-29T14:22:29.480Z,2025-03-29T14:36:06Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605293185,285,,5605293369,233,145,5605293183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626081,146,1,1,18,35,czkf5t3ai00ghwbga03i5aqxw,0,97.7,33.0,2025-03-29T14:22:33.193Z,2025-03-29T14:23:10Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605296819,195,,5605293441,213,2.18,5605293437,141,48.4,5605293439,212,12.7,5605293433,56,Center,5605293435,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626119,174,12,1,18,36,93ohqui2qgqm8408viwmm1ken,1,6.9,53.3,2025-03-29T14:22:33.834Z,2025-03-29T14:22:59Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605293663,140,11.5,5605293667,212,5.8,5605293665,141,58.1,5605293661,56,Back,5605293671,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626155,147,13,1,18,40,czkf5t3ai00ghwbga03i5aqxw,1,90.3,45.2,2025-03-29T14:22:38.057Z,2025-03-29T15:11:23Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605293893,17,,5605295755,72,,5605295767,230,98.9,5605293895,56,Center,5605295761,103,72.2,5605295759,102,56.0,5605295757,77,,5605295763,328,,5605636301,122,5605295769,231,49.8,5605293891,22,5605295765,458,,,,,,,,,,,,,,,,,,,,,
2792626167,148,5,1,18,41,czkf5t3ai00ghwbga03i5aqxw,0,101.2,60.4,2025-03-29T14:22:39.113Z,2025-03-29T14:23:32Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605293981,346,,5605294217,233,175,5605293979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626197,175,5,1,18,41,93ohqui2qgqm8408viwmm1ken,1,-1.2,39.6,2025-03-29T14:22:39.113Z,2025-03-29T14:22:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605294149,346,,5605294203,233,148,5605294147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792627001,149,27,1,19,22,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:23:20.490Z,2025-03-29T14:23:31Z,,,,5605298411,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792626989,176,27,1,19,22,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-03-29T14:23:20.490Z,2025-03-29T14:23:29Z,,,,5605298639,53,4j6a6qec8m58zgojpbv8wxnf9,5605298647,233,149,5605298637,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628091,151,28,1,20,35,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:24:32.970Z,2025-03-29T14:24:37Z,,,,5605304383,55,149,5605304409,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628041,177,28,1,20,35,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-03-29T14:24:32.970Z,2025-03-29T14:24:37Z,,,,5605304433,233,151,5605304127,55,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628389,178,1,1,20,54,93ohqui2qgqm8408viwmm1ken,0,4.8,56.3,2025-03-29T14:24:52.281Z,2025-03-29T14:24:58Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605306053,56,Center,5605306067,74,,5605306059,212,61.6,5605306061,213,0.18,5605306063,1,,5605306057,141,72.7,5605306055,140,62.5,5605306051,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628411,153,44,1,20,58,czkf5t3ai00ghwbga03i5aqxw,1,36.1,21.4,2025-03-29T14:24:56.472Z,2025-03-29T14:36:07Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605306173,285,,5605306225,233,179,5605306171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628399,179,44,1,20,58,93ohqui2qgqm8408viwmm1ken,0,63.9,78.6,2025-03-29T14:24:56.473Z,2025-03-29T14:36:07Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5605306267,233,153,5605306099,56,Center,5605306101,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628615,154,12,1,20,59,czkf5t3ai00ghwbga03i5aqxw,1,33.8,11.7,2025-03-29T14:24:57.234Z,2025-03-29T15:13:31Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605307101,141,10.4,5605307107,213,6.24,5605307097,56,Right,5605307099,140,53.0,5605307103,212,20.2,5605658337,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628391,152,43,1,20,59,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:24:57.385Z,2025-03-29T14:25:05Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605306079,212,0,5605306073,56,Back,5605306081,213,0.00,5605306075,140,33.8,5605306069,3,0,5605306681,144,1,5605306071,168,0,5605306077,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628485,180,1,1,21,1,93ohqui2qgqm8408viwmm1ken,1,52.3,72.3,2025-03-29T14:24:58.833Z,2025-03-29T14:25:02Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5605306459,140,37.3,5605306465,213,2.75,5605306461,141,81.8,5605306463,212,17.0,5605306457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628499,181,1,1,21,3,93ohqui2qgqm8408viwmm1ken,1,37.2,82.0,2025-03-29T14:25:00.857Z,2025-03-29T14:25:03Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605306533,141,73.5,5605306527,56,Back,5605306539,213,3.48,5605306537,212,17.6,5605306529,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628567,182,1,1,21,4,93ohqui2qgqm8408viwmm1ken,1,21.4,73.5,2025-03-29T14:25:02.601Z,2025-03-29T14:25:08Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5605306859,56,Back,5605306865,212,26.4,5605306861,140,5.1,5605306867,213,4.01,5605306863,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628605,183,1,1,21,9,93ohqui2qgqm8408viwmm1ken,1,3.9,41.0,2025-03-29T14:25:07.168Z,2025-03-29T14:25:11Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605307061,56,Back,5605307059,157,,5605307067,212,45.0,5605307071,1,,5605307065,141,32.2,5605307069,213,6.15,5605307063,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628609,184,61,1,21,12,93ohqui2qgqm8408viwmm1ken,1,47.3,32.4,2025-03-29T14:25:10.561Z,2025-03-29T14:44:36Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5605307077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628635,155,1,1,21,14,czkf5t3ai00ghwbga03i5aqxw,1,55.8,73.5,2025-03-29T14:25:12.249Z,2025-03-29T14:25:13Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,5605307227,140,42.1,5605307225,56,Back,5605307233,213,4.08,5605307231,212,24.2,5605307229,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628733,157,1,1,21,17,czkf5t3ai00ghwbga03i5aqxw,1,46.3,43.9,2025-03-29T14:25:15.481Z,2025-03-29T14:25:38Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,1.0,5605307811,140,71.6,5605309267,210,14,5605307817,213,0.03,5605307813,141,45.1,5605307815,212,26.6,5605307809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628739,158,14,1,21,23,czkf5t3ai00ghwbga03i5aqxw,1,73.5,38.5,2025-03-29T14:25:20.713Z,2025-03-29T14:36:41Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5605307835,22,,5605309315,215,,5605309313,103,39.9,5605370721,113,,5605309307,55,157,5605309303,74,,5605309305,29,,5605309319,231,48.7,5605307839,56,5605307837,18,,5605309317,230,5605309311,102,47.1,5605308845,20,,,,,,,,Center,,98.5,,,,,,,,
2792628781,185,50,1,21,27,93ohqui2qgqm8408viwmm1ken,1,16.8,49.3,2025-03-29T14:25:25.401Z,2025-03-29T14:36:03Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605308119,56,Back,5605308121,285,,5605308561,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628847,159,7,1,21,27,czkf5t3ai00ghwbga03i5aqxw,1,83.2,50.7,2025-03-29T14:25:25.402Z,2025-03-29T14:36:03Z,7pel84swlqfux6obt6lznze1h,R. Schüller,1.0,5605308469,286,,5605308531,233,185,5605308467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628915,187,51,1,21,28,93ohqui2qgqm8408viwmm1ken,1,14.8,46.8,2025-03-29T14:25:25.929Z,2025-03-29T14:46:16Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605308803,169,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792628853,160,13,1,21,31,czkf5t3ai00ghwbga03i5aqxw,1,86.1,59.5,2025-03-29T14:25:29.081Z,2025-03-29T14:48:50Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605308499,56,Center,5605310179,103,25,5605429927,468,187,5605310191,147,59.6,5605309465,153,,5605310163,73,,5605310177,102,64.4,5605310165,29,,5605310187,146,5605308495,22,,5605310161,17,5605310159,72,,5605310193,230,5605310169,55,5605310195,231,,,,96.8,97.6,,159,51.3,,,,,,
2792629275,188,1,1,21,55,93ohqui2qgqm8408viwmm1ken,1,6.6,46.4,2025-03-29T14:25:53.314Z,2025-03-29T14:26:03Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605310627,56,Back,5605310633,212,19.3,5605311119,189,,5605310635,213,1.12,5605310625,123,,5605310631,141,72.0,5605310629,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629281,189,1,1,21,57,93ohqui2qgqm8408viwmm1ken,1,14.6,72.0,2025-03-29T14:25:54.705Z,2025-03-29T14:26:40Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5605310707,212,13.6,5605310701,56,Back,5605310703,140,21.6,5605310709,213,1.00,5605313679,189,,5605310705,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629319,190,1,1,21,57,93ohqui2qgqm8408viwmm1ken,1,22.8,89.0,2025-03-29T14:25:55.465Z,2025-03-29T14:26:00Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605310897,212,13.7,5605310891,56,Back,5605310893,140,9.8,5605310899,213,3.22,5605310895,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629347,191,1,1,22,1,93ohqui2qgqm8408viwmm1ken,1,10.2,86.6,2025-03-29T14:25:59.346Z,2025-03-29T14:26:03Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5605311053,213,4.33,5605311049,141,67.6,5605311047,140,5.2,5605311051,212,13.9,5605311045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629395,192,1,1,22,6,93ohqui2qgqm8408viwmm1ken,0,7.3,69.1,2025-03-29T14:26:04.642Z,2025-03-29T14:26:06Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605311281,141,90.0,5605311275,155,,5605311287,213,0.47,5605311279,140,33.7,5605311277,56,Back,5605311283,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629423,162,50,1,22,9,czkf5t3ai00ghwbga03i5aqxw,1,66.2,10.7,2025-03-29T14:26:07.104Z,2025-03-29T14:36:04Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605311425,286,,5605311423,56,Right,5605311681,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629451,193,7,1,22,9,93ohqui2qgqm8408viwmm1ken,1,33.8,89.3,2025-03-29T14:26:07.105Z,2025-03-29T14:36:03Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5605311583,56,Back,5605311675,233,162,5605311585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629457,163,43,1,22,11,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:26:09.354Z,2025-03-29T15:17:06Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605311607,140,62.3,5605311613,213,3.14,5605706713,144,1,5605311605,56,Right,5605311611,212,3.3,5605311609,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629461,194,50,1,22,12,93ohqui2qgqm8408viwmm1ken,1,31.4,90.8,2025-03-29T14:26:10.125Z,2025-03-29T14:49:48Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5605311617,56,Back,5605311619,285,,5605321961,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629467,164,7,1,22,12,czkf5t3ai00ghwbga03i5aqxw,0,68.6,9.2,2025-03-29T14:26:10.126Z,2025-03-29T14:36:04Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605321959,286,,5605321955,233,194,5605311645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629501,196,1,1,22,14,93ohqui2qgqm8408viwmm1ken,1,31.7,92.7,2025-03-29T14:26:11.745Z,2025-03-29T14:26:14Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5605311807,56,Back,5605311813,212,10.8,5605311815,213,4.83,5605311811,141,77.0,5605311809,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629533,197,1,1,22,15,93ohqui2qgqm8408viwmm1ken,1,34.7,77.5,2025-03-29T14:26:13.065Z,2025-03-29T14:26:17Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5605312019,141,69.4,5605312021,212,7.0,5605312023,213,4.05,5605312015,56,Back,5605312017,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629601,198,1,1,22,18,93ohqui2qgqm8408viwmm1ken,1,30.5,66.4,2025-03-29T14:26:16.081Z,2025-03-29T14:26:23Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605312371,56,Back,5605312377,212,43.6,5605312369,196,,5605312381,1,,5605312375,141,2.9,5605312379,213,4.85,5605312373,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629603,199,61,1,22,24,93ohqui2qgqm8408viwmm1ken,1,36.3,2.9,2025-03-29T14:26:22.116Z,2025-03-29T14:26:23Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5605312385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629625,165,5,1,22,24,czkf5t3ai00ghwbga03i5aqxw,1,61.4,101.6,2025-03-29T14:26:22.521Z,2025-03-29T14:27:41Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605312505,347,,5605312537,233,200,5605312503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629609,200,5,1,22,24,93ohqui2qgqm8408viwmm1ken,0,38.6,-1.6,2025-03-29T14:26:22.521Z,2025-03-29T14:26:27Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5605312409,56,Back,5605312411,347,,5605312551,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629691,166,1,1,22,30,czkf5t3ai00ghwbga03i5aqxw,1,57.8,100.0,2025-03-29T14:26:28.633Z,2025-03-29T14:26:29Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605312869,107,,5605312877,141,97.1,5605312879,212,14.2,5605312873,56,Back,5605312875,140,44.7,5605312881,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629725,167,1,1,22,32,czkf5t3ai00ghwbga03i5aqxw,1,44.7,96.3,2025-03-29T14:26:29.785Z,2025-03-29T14:26:33Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5605313099,56,Back,5605313103,141,87.7,5605313105,212,17.7,5605313101,140,28.8,5605313107,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629763,168,1,1,22,35,czkf5t3ai00ghwbga03i5aqxw,1,28.8,87.7,2025-03-29T14:26:32.921Z,2025-03-29T14:26:35Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605313311,56,Back,5605313317,212,23.2,5605313315,141,63.7,5605313319,213,5.50,5605313313,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629769,169,1,1,22,37,czkf5t3ai00ghwbga03i5aqxw,1,44.5,63.7,2025-03-29T14:26:35.352Z,2025-03-29T14:26:36Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,5605313393,213,3.71,5605313389,141,52.4,5605313387,140,33.0,5605313391,212,14.3,5605313385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629823,170,1,1,22,38,czkf5t3ai00ghwbga03i5aqxw,1,33.0,52.4,2025-03-29T14:26:36.024Z,2025-03-29T14:26:39Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605313635,56,Back,5605313641,140,36.4,5605313645,141,77.0,5605313649,212,17.1,5605313653,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629851,171,1,1,22,41,czkf5t3ai00ghwbga03i5aqxw,1,39.8,77.0,2025-03-29T14:26:39.257Z,2025-03-29T14:26:42Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605313809,212,21.3,5605313803,56,Back,5605313805,140,36.0,5605313811,213,4.52,5605313807,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629945,172,1,1,22,44,czkf5t3ai00ghwbga03i5aqxw,1,39.1,40.4,2025-03-29T14:26:42.137Z,2025-03-29T14:26:48Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605314237,141,23.1,5605314245,213,5.08,5605314241,212,12.6,5605314235,140,43.4,5605314233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792629995,173,1,1,22,50,czkf5t3ai00ghwbga03i5aqxw,1,43.3,28.9,2025-03-29T14:26:48.169Z,2025-03-29T14:26:52Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5605314537,140,55.8,5605314535,56,Center,5605314541,212,13.8,5605314543,213,0.32,5605314539,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630011,174,1,1,22,54,czkf5t3ai00ghwbga03i5aqxw,1,50.1,33.1,2025-03-29T14:26:52.505Z,2025-03-29T14:26:53Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605314611,56,Back,5605314617,141,33.9,5605314621,213,3.11,5605314615,140,32.8,5605314619,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630041,175,1,1,22,55,czkf5t3ai00ghwbga03i5aqxw,1,33.5,33.4,2025-03-29T14:26:53.097Z,2025-03-29T14:50:53Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605314797,141,17.9,5605314795,140,45.6,5605314801,213,5.59,5605314793,56,Back,5605314799,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630085,176,1,1,22,58,czkf5t3ai00ghwbga03i5aqxw,1,45.6,17.9,2025-03-29T14:26:55.753Z,2025-03-29T14:26:58Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605314979,212,21.0,5605314973,56,Right,5605314975,140,64.2,5605314981,213,5.90,5605314977,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630109,177,1,1,23,0,czkf5t3ai00ghwbga03i5aqxw,1,64.2,6.5,2025-03-29T14:26:58.489Z,2025-03-29T14:26:59Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605315141,212,18.9,5605315135,56,Back,5605315137,140,46.4,5605315139,141,10.9,5605315143,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630125,178,1,1,23,1,czkf5t3ai00ghwbga03i5aqxw,1,44.5,11.7,2025-03-29T14:26:59.449Z,2025-03-29T14:27:00Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605315223,141,11.0,5605315225,212,24.3,5605315221,140,21.4,5605315219,56,Back,5605315227,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630213,179,1,1,23,2,czkf5t3ai00ghwbga03i5aqxw,1,21.8,11.1,2025-03-29T14:27:00.521Z,2025-03-29T14:27:06Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605315561,141,36.4,5605315559,140,18.4,5605315565,213,1.78,5605315557,56,Back,5605315563,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630249,180,1,1,23,8,czkf5t3ai00ghwbga03i5aqxw,1,19.3,41.3,2025-03-29T14:27:05.915Z,2025-03-29T14:27:08Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,5605315769,212,38.8,5605315763,56,Back,5605315771,213,1.13,5605315765,140,34.9,5605315773,1,,5605315761,155,,5605315767,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630273,181,1,1,23,10,czkf5t3ai00ghwbga03i5aqxw,1,40.6,91.1,2025-03-29T14:27:08.553Z,2025-03-29T14:27:09Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5605315887,212,11.8,5605315881,56,Left,5605315883,140,51.3,5605315889,213,5.97,5605315885,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792630329,182,1,1,23,12,czkf5t3ai00ghwbga03i5aqxw,1,53.4,83.9,2025-03-29T14:27:09.801Z,2025-03-29T14:27:15Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5605316247,56,Left,5605316255,213,0.67,5605316251,141,93.5,5605316253,212,10.6,5605316249,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
