id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2817144061,204,74,1,27,49,ac8jow4mdkvnsv5s0och4qqm,1,87.0,95.3,2025-05-19T17:29:32.819Z,2025-05-19T17:29:34Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740269847,285,,5740269845,56,Left,5740269909,233,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144089,308,61,1,27,51,spvvjmk37iid7hsky9g3nce7,0,9.7,19.2,2025-05-19T17:29:35.460Z,2025-05-19T17:46:08Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740270045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817154167,320,3,1,27,52,ac8jow4mdkvnsv5s0och4qqm,0,83.0,86.4,2025-05-19T17:29:35.808Z,2025-05-19T18:56:57Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740329783,56,Left,5740329785,286,,5740330105,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817154089,491,7,1,27,52,spvvjmk37iid7hsky9g3nce7,1,17.0,13.6,2025-05-19T17:29:35.809Z,2025-05-19T18:56:57Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740330067,56,Back,5740330069,285,,5740330085,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144111,205,61,1,27,55,ac8jow4mdkvnsv5s0och4qqm,0,84.7,69.3,2025-05-19T17:29:39.219Z,2025-05-19T17:30:03Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740270183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144141,309,12,1,27,57,spvvjmk37iid7hsky9g3nce7,1,18.3,24.0,2025-05-19T17:29:41.347Z,2025-05-19T17:30:03Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740270533,233,206,5740270333,141,23.0,5740270531,397,,5740270331,140,18.9,5740270335,212,0.9,5740270337,213,5.46,5740270329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144133,206,74,1,27,57,ac8jow4mdkvnsv5s0och4qqm,1,84.6,70.0,2025-05-19T17:29:41.348Z,2025-05-19T17:30:05Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740270541,233,309,5740270303,285,,5740270507,397,,5740270301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144169,207,5,1,27,58,ac8jow4mdkvnsv5s0och4qqm,0,101.2,69.4,2025-05-19T17:29:42.428Z,2025-05-19T17:44:00Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740270513,233,310,5740270467,346,,5740270465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144147,310,5,1,27,58,spvvjmk37iid7hsky9g3nce7,1,-1.2,30.6,2025-05-19T17:29:42.428Z,2025-05-19T17:44:00Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740270355,56,Back,5740270357,346,,5740270509,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144397,311,1,1,28,21,spvvjmk37iid7hsky9g3nce7,1,4.5,39.1,2025-05-19T17:30:05.124Z,2025-05-19T17:30:06Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740271711,56,Back,5740271723,237,,5740271713,140,5.4,5740271709,124,,5740271715,141,61.2,5740271717,212,15.1,5740271719,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144425,312,1,1,28,23,spvvjmk37iid7hsky9g3nce7,1,5.1,61.8,2025-05-19T17:30:06.772Z,2025-05-19T17:30:09Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5740271913,213,1.27,5740271907,141,84.5,5740271905,140,9.6,5740271911,212,16.1,5740271903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144495,313,1,1,28,26,spvvjmk37iid7hsky9g3nce7,1,7.6,92.4,2025-05-19T17:30:09.796Z,2025-05-19T17:30:15Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740272273,141,94.5,5740272269,56,Back,5740272271,140,30.6,5740272277,213,0.06,5740272275,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144523,314,1,1,28,31,spvvjmk37iid7hsky9g3nce7,1,22.6,93.8,2025-05-19T17:30:15.300Z,2025-05-19T17:30:17Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740272421,56,Back,5740272427,212,9.5,5740272425,141,83.3,5740272429,213,4.00,5740272423,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144545,315,1,1,28,34,spvvjmk37iid7hsky9g3nce7,1,20.4,90.5,2025-05-19T17:30:17.765Z,2025-05-19T17:30:19Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740272511,140,39.2,5740272513,141,82.0,5740272509,56,Back,5740272507,155,,5740272517,213,6.00,5740272515,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144569,316,1,1,28,35,spvvjmk37iid7hsky9g3nce7,1,39.2,82.7,2025-05-19T17:30:19.588Z,2025-05-19T17:30:21Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740272599,56,Back,5740272605,212,9.2,5740272607,213,5.81,5740272597,168,,5740272601,140,47.0,5740272603,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144623,317,4,1,28,42,spvvjmk37iid7hsky9g3nce7,1,61.0,76.2,2025-05-19T17:30:25.794Z,2025-05-19T17:30:31Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5740272957,56,Center,5740272955,295,,5740272961,286,,5740272981,233,208,5740272959,152,,5740272953,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144609,208,4,1,28,42,ac8jow4mdkvnsv5s0och4qqm,0,39.0,23.8,2025-05-19T17:30:25.795Z,2025-05-19T17:30:35Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740273377,55,209,5740272943,56,Back,5740272941,295,,5740272939,13,,5740272947,285,,5740272945,152,,5740273005,233,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144639,209,17,1,28,44,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-19T17:30:28.668Z,2025-05-19T17:30:35Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740273359,13,243,5740273361,55,208,5740273355,31,,5740273357,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145069,318,1,1,29,32,spvvjmk37iid7hsky9g3nce7,1,64.6,75.3,2025-05-19T17:31:16.276Z,2025-05-19T17:31:20Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740275511,212,27.0,5740275503,152,,5740275513,213,0.14,5740275501,5,,5740275509,141,80.9,5740275505,56,Left,5740275507,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145075,319,3,1,29,36,spvvjmk37iid7hsky9g3nce7,0,93.2,78.8,2025-05-19T17:31:20.164Z,2025-05-19T17:31:30Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5740275523,56,Center,5740275529,286,,5740275891,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145125,210,7,1,29,36,ac8jow4mdkvnsv5s0och4qqm,1,6.8,21.2,2025-05-19T17:31:20.165Z,2025-05-19T17:31:30Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5740275885,233,319,5740275863,285,,5740275859,167,,5740275861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145127,211,6,1,29,39,ac8jow4mdkvnsv5s0och4qqm,0,2.9,21.8,2025-05-19T17:31:22.690Z,2025-05-19T17:44:15Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5740276103,233,320,5740276025,73,,5740276023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145095,320,6,1,29,39,spvvjmk37iid7hsky9g3nce7,1,97.1,78.2,2025-05-19T17:31:22.690Z,2025-05-19T17:44:15Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5740275701,56,Center,5740276085,233,211,5740275703,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145311,321,1,1,29,59,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-05-19T17:31:42.868Z,2025-05-19T17:31:46Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740276959,223,,5740276971,1,,5740276955,6,,5740276957,155,,5740276967,212,34.3,5740276965,141,49.0,5740276969,213,4.70,5740276953,2,,5740276961,56,Center,5740276963,140,99.0,,,,,,,,,,,,,,,,,,,,,,,
2817145345,212,41,1,30,5,ac8jow4mdkvnsv5s0och4qqm,0,2.8,49.7,2025-05-19T17:31:48.923Z,2025-05-19T17:31:50Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5740277169,141,92.4,5740277173,213,1.42,5740277167,140,7.1,5740277171,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145387,322,1,1,30,8,spvvjmk37iid7hsky9g3nce7,1,89.5,7.4,2025-05-19T17:31:52.293Z,2025-05-19T17:47:20Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5740277353,140,71.7,5740277359,213,3.03,5740277357,212,18.8,5740277355,141,10.4,5740277351,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145411,323,1,1,30,10,spvvjmk37iid7hsky9g3nce7,1,70.9,10.0,2025-05-19T17:31:54.372Z,2025-05-19T17:31:56Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740277475,56,Center,5740277485,212,23.0,5740277477,140,63.3,5740277489,213,1.92,5740277481,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145459,324,1,1,30,12,spvvjmk37iid7hsky9g3nce7,1,62.7,41.8,2025-05-19T17:31:55.876Z,2025-05-19T17:31:59Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740277787,213,5.46,5740277785,212,9.3,5740277779,56,Center,5740277783,141,31.8,5740277781,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145469,325,3,1,30,15,spvvjmk37iid7hsky9g3nce7,0,71.6,31.7,2025-05-19T17:31:59.188Z,2025-05-19T18:56:58Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740277841,56,Center,5740278983,233,213,5740277843,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145485,213,7,1,30,15,ac8jow4mdkvnsv5s0och4qqm,1,28.4,68.3,2025-05-19T17:31:59.189Z,2025-05-19T18:56:57Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740278957,233,325,5740277929,285,,5740277927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145489,326,1,1,30,16,spvvjmk37iid7hsky9g3nce7,0,69.1,34.9,2025-05-19T17:32:00.164Z,2025-05-19T17:48:22Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740277957,213,4.81,5740277949,56,Center,5740277955,212,6.2,5740277993,286,,5740277953,141,25.9,5740277989,233,214,5740277951,140,69.7,5740277987,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145493,214,74,1,30,16,ac8jow4mdkvnsv5s0och4qqm,1,33.7,72.3,2025-05-19T17:32:00.165Z,2025-05-19T17:44:12Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740278005,233,326,5740277973,56,Back,5740277975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817156021,515,83,1,30,19,spvvjmk37iid7hsky9g3nce7,0,44.6,23.5,2025-05-19T17:32:02.683Z,2025-05-19T17:48:59Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5740337371,399,c9qk8n9d4130okk9go1brzskq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145537,216,61,1,30,22,ac8jow4mdkvnsv5s0och4qqm,1,61.5,75.3,2025-05-19T17:32:06.491Z,2025-05-19T17:32:06Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,1.0,,5740278237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145567,217,15,1,30,26,ac8jow4mdkvnsv5s0och4qqm,1,81.6,67.5,2025-05-19T17:32:09.867Z,2025-05-19T17:53:19Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740279303,102,49.3,5740279285,78,,5740278609,82,,5740278605,72,,5740279321,231,51.1,5740279289,55,216,5740338119,215,,5740278401,56,Center,5740279317,147,65.9,5740279287,29,,5740278399,18,,5740279309,103,19,5740278603,23,,5740279319,230,5740279335,233,5740279315,146,86.9,327,,,,99.0,,
2817145585,327,10,1,30,26,spvvjmk37iid7hsky9g3nce7,1,13.1,34.1,2025-05-19T17:32:09.967Z,2025-05-19T17:32:25Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740278469,94,,5740278471,56,Back,5740279355,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145573,218,6,1,30,27,ac8jow4mdkvnsv5s0och4qqm,1,93.4,68.0,2025-05-19T17:32:10.900Z,2025-05-19T17:44:15Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740278521,233,328,5740278473,56,Center,5740278475,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145591,328,6,1,30,27,spvvjmk37iid7hsky9g3nce7,0,6.6,32.0,2025-05-19T17:32:10.900Z,2025-05-19T17:44:16Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740278545,233,218,5740278491,73,,5740278489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817145967,221,1,1,31,7,ac8jow4mdkvnsv5s0och4qqm,0,99.5,99.5,2025-05-19T17:32:51.372Z,2025-05-19T17:49:52Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740280701,212,36.1,5740280693,140,96.5,5740280683,2,,5740280691,56,Center,5740280703,213,4.63,5740280697,141,46.6,5740280705,1,,5740280689,223,,5740280687,155,,5740280685,6,,,,,,,,,,,,,,,,,,,,,,,,
2817145989,331,12,1,31,9,spvvjmk37iid7hsky9g3nce7,1,3.7,50.7,2025-05-19T17:32:52.709Z,2025-05-19T17:32:55Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740280851,15,,5740280841,213,6.28,5740280839,212,24.4,5740280833,56,Back,5740280837,141,50.6,5740280835,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146039,222,45,1,31,11,ac8jow4mdkvnsv5s0och4qqm,0,69.9,43.0,2025-05-19T17:32:54.869Z,2025-05-19T18:57:10Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740281115,233,332,5740281073,56,Center,5740281075,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146029,332,3,1,31,11,spvvjmk37iid7hsky9g3nce7,1,30.1,57.0,2025-05-19T17:32:54.869Z,2025-05-19T18:57:10Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740281053,285,,5740281051,56,Back,5740281087,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146089,334,1,1,31,16,spvvjmk37iid7hsky9g3nce7,0,61.1,71.1,2025-05-19T17:32:59.797Z,2025-05-19T17:33:00Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740281331,141,63.1,5740281333,212,8.3,5740281327,56,Center,5740281329,140,67.1,5740281335,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146101,223,8,1,31,17,ac8jow4mdkvnsv5s0och4qqm,1,28.1,31.2,2025-05-19T17:33:01.195Z,2025-05-19T17:50:19Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740284555,14,,5740281419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146119,335,1,1,31,17,spvvjmk37iid7hsky9g3nce7,0,63.5,64.2,2025-05-19T17:33:01.572Z,2025-05-19T17:33:02Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740281501,212,17.1,5740281497,140,75.8,5740281495,56,Center,5740281499,141,47.8,5740281503,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146131,224,8,1,31,19,ac8jow4mdkvnsv5s0och4qqm,1,25.0,41.2,2025-05-19T17:33:03.131Z,2025-05-19T17:50:33Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740281573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146163,336,1,1,31,21,spvvjmk37iid7hsky9g3nce7,0,71.5,46.3,2025-05-19T17:33:04.852Z,2025-05-19T17:33:05Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740281731,140,74.6,5740281733,141,35.4,5740281737,212,8.1,5740281729,56,Center,5740281727,3,,5740281739,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146197,225,1,1,31,22,ac8jow4mdkvnsv5s0och4qqm,1,25.2,62.7,2025-05-19T17:33:06.554Z,2025-05-19T17:33:09Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740281915,1,,5740281905,56,Back,5740281907,140,46.6,5740281909,141,54.8,5740281913,213,6.05,5740281903,157,,5740281911,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146203,226,1,1,31,25,ac8jow4mdkvnsv5s0och4qqm,0,46.6,54.8,2025-05-19T17:33:08.994Z,2025-05-19T17:33:09Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5740281931,213,4.87,5740281921,3,,5740281925,140,47.9,5740281927,141,42.1,5740281929,212,8.7,5740281923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146307,337,1,1,31,30,spvvjmk37iid7hsky9g3nce7,1,69.0,62.4,2025-05-19T17:33:14.052Z,2025-05-19T17:33:21Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740282513,140,79.2,5740282511,56,Right,5740282521,213,5.02,5740282525,1,,5740282517,212,35.4,5740282515,141,12.8,5740282509,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146313,338,1,1,31,37,spvvjmk37iid7hsky9g3nce7,0,79.3,14.1,2025-05-19T17:33:21.124Z,2025-05-19T17:33:22Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740282627,286,,5740282551,213,0.86,5740282543,56,Right,5740282623,233,227,5740282549,212,0.8,5740282621,236,,5740282547,141,15.0,5740282545,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146325,227,74,1,31,37,ac8jow4mdkvnsv5s0och4qqm,1,26.2,78.2,2025-05-19T17:33:21.125Z,2025-05-19T17:44:12Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740282613,56,Back,5740282649,233,338,5740282615,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146381,339,1,1,31,40,spvvjmk37iid7hsky9g3nce7,1,78.9,19.2,2025-05-19T17:33:23.892Z,2025-05-19T17:33:44Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,1.0,,5740283707,210,15,5740282907,140,89.8,5740282905,56,Center,5740282909,141,53.4,5740283709,154,,5740282911,212,25.9,5740282903,155,,5740282901,2,,5740282913,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146383,340,15,1,31,43,spvvjmk37iid7hsky9g3nce7,1,89.7,53.3,2025-05-19T17:33:27.461Z,2025-05-19T17:52:21Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740283787,233,228,5740283753,72,,5740283765,102,53.2,5740283769,146,99.1,5740282925,22,,5740282929,56,Center,5740283757,29,,5740346417,113,,5740283761,55,339,5740283767,103,24.1,5740283759,154,,5740283771,147,50,5740282927,17,,5740283755,77,,,,,,,,,,,,
2817146387,228,10,1,31,43,ac8jow4mdkvnsv5s0och4qqm,1,2.4,50.4,2025-05-19T17:33:27.561Z,2025-05-19T17:33:45Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5740283097,179,,5740282943,56,Back,5740282937,173,,5740283811,233,340,5740282941,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146417,229,6,1,31,45,ac8jow4mdkvnsv5s0och4qqm,0,1.0,47.4,2025-05-19T17:33:29.557Z,2025-05-19T17:44:16Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5740283191,233,341,5740283159,56,Back,5740283161,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146397,341,6,1,31,45,spvvjmk37iid7hsky9g3nce7,1,99.0,52.6,2025-05-19T17:33:29.557Z,2025-05-19T17:44:16Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740283183,233,229,5740283039,73,,5740283037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146805,342,1,1,32,20,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-05-19T17:34:03.733Z,2025-05-19T17:34:10Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740285457,141,50.3,5740285455,140,94.0,5740285449,155,,5740285459,212,34.0,5740285445,2,,5740285447,6,,5740285461,213,4.54,5740285453,56,Center,5740285463,1,,5740285451,223,,,,,,,,,,,,,,,,,,,,,,,,
2817146823,230,12,1,32,27,ac8jow4mdkvnsv5s0och4qqm,1,5.6,47.0,2025-05-19T17:34:10.931Z,2025-05-19T17:51:00Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5740285571,15,,5740285569,213,1.57,5740285565,141,100.0,5740285567,212,37.2,5740285599,167,,5740285561,56,Back,5740285563,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146825,231,5,1,32,28,ac8jow4mdkvnsv5s0och4qqm,0,5.8,101.8,2025-05-19T17:34:11.946Z,2025-05-19T17:34:13Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740285573,56,Back,5740285575,347,,5740285685,233,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817146835,343,5,1,32,28,spvvjmk37iid7hsky9g3nce7,1,94.2,-1.8,2025-05-19T17:34:11.946Z,2025-05-19T17:44:00Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740285649,233,231,5740285623,56,Right,5740285625,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147017,344,1,1,32,43,spvvjmk37iid7hsky9g3nce7,0,94.5,0.0,2025-05-19T17:34:26.917Z,2025-05-19T17:34:29Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5740286701,213,1.56,5740286693,56,Center,5740286691,107,,5740286699,212,23.6,5740286697,141,33.1,5740286695,140,94.7,5740286705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147035,232,12,1,32,46,ac8jow4mdkvnsv5s0och4qqm,1,6.4,59.3,2025-05-19T17:34:30.330Z,2025-05-19T17:47:36Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5740286783,140,9.4,5740286791,15,,5740286781,56,Back,5740286789,213,5.10,5740286787,212,8.4,5740286785,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147055,233,12,1,32,48,ac8jow4mdkvnsv5s0och4qqm,1,9.5,47.5,2025-05-19T17:34:32.339Z,2025-05-19T17:47:45Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740286871,140,26.1,5740286869,56,Back,5740286873,141,56.1,5740286887,15,,5740286875,212,18.4,5740286877,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147091,234,61,1,32,51,ac8jow4mdkvnsv5s0och4qqm,0,24.0,55.8,2025-05-19T17:34:35.186Z,2025-05-19T17:47:47Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5740287041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147123,345,1,1,32,52,spvvjmk37iid7hsky9g3nce7,1,68.1,35.4,2025-05-19T17:34:36.533Z,2025-05-19T17:34:37Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5740287179,141,57.0,5740287177,140,63.2,5740287175,56,Center,5740287181,212,15.6,5740287183,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147145,346,1,1,32,53,spvvjmk37iid7hsky9g3nce7,1,63.3,57.2,2025-05-19T17:34:37.605Z,2025-05-19T17:34:40Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740287321,141,46.6,5740287323,212,13.2,5740287325,213,3.72,5740287319,140,52.8,5740287317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817147169,347,1,1,32,56,spvvjmk37iid7hsky9g3nce7,1,52.9,46.7,2025-05-19T17:34:40.069Z,2025-05-19T17:34:42Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740287473,141,16.5,5740287467,155,,5740287469,56,Right,5740287471,140,88.0,5740287479,1,,5740287475,212,42.2,5740287477,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
