id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797298189,215,7,1,29,17,46yo78zak2j7kaxc5ak1fnm60,1,30.1,19.5,2025-04-06T15:01:03.734Z,2025-04-06T15:08:42Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630831857,233,259,5630831823,56,Back,5630831825,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298301,217,4,1,29,23,46yo78zak2j7kaxc5ak1fnm60,1,43.1,16.0,2025-04-06T15:01:09.347Z,2025-04-06T15:03:07Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630832271,13,,5630832275,152,,5630832383,233,260,5630832279,286,,5630832273,56,Back,5630841935,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298303,260,4,1,29,23,durq4oppf7c08tnbzrlebt0uz,0,56.9,84.0,2025-04-06T15:01:09.348Z,2025-04-06T15:01:23Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,5630832355,56,Left,5630832441,233,217,5630833463,294,,5630832361,285,,5630832353,13,,5630832357,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298549,218,1,1,29,39,46yo78zak2j7kaxc5ak1fnm60,1,41.9,16.7,2025-04-06T15:01:25.605Z,2025-04-06T15:01:31Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630833713,213,0.39,5630833709,212,29.1,5630833705,140,67.6,5630833701,152,,5630834133,189,,5630833707,141,32.8,5630833703,56,Center,5630833699,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298565,219,1,1,29,40,46yo78zak2j7kaxc5ak1fnm60,1,67.6,32.8,2025-04-06T15:01:26.628Z,2025-04-06T15:01:27Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630833793,212,10.5,5630833787,56,Right,5630833789,140,67.8,5630833795,213,4.73,5630833791,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298577,220,1,1,29,41,46yo78zak2j7kaxc5ak1fnm60,1,67.1,16.1,2025-04-06T15:01:27.475Z,2025-04-06T15:01:28Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630833865,140,44.9,5630833869,212,24.5,5630833871,213,2.83,5630833867,141,27.0,5630833863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298619,221,1,1,29,42,46yo78zak2j7kaxc5ak1fnm60,1,44.5,27.0,2025-04-06T15:01:28.483Z,2025-04-06T15:01:31Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630834111,56,Back,5630834115,141,54.3,5630834119,213,2.16,5630834113,140,32.8,5630834117,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298667,222,1,1,29,46,46yo78zak2j7kaxc5ak1fnm60,1,33.2,47.5,2025-04-06T15:01:32.244Z,2025-04-06T15:01:35Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,5630834367,212,19.1,5630834363,140,34.4,5630834361,56,Back,5630834365,141,75.6,5630834369,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298691,223,1,1,29,49,46yo78zak2j7kaxc5ak1fnm60,0,35.4,81.8,2025-04-06T15:01:35.091Z,2025-04-06T15:01:37Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630834505,212,42.4,5630834509,213,0.13,5630834513,1,,5630834499,140,75.4,5630834503,141,89.9,5630834495,56,Left,5630834491,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298733,261,1,1,29,52,durq4oppf7c08tnbzrlebt0uz,1,28.4,18.8,2025-04-06T15:01:38.748Z,2025-04-06T15:01:40Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630834783,56,Back,5630834787,141,19.2,5630834781,3,,5630834785,140,40.4,5630834789,212,12.6,5630834791,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298737,262,3,1,29,54,durq4oppf7c08tnbzrlebt0uz,0,35.8,19.8,2025-04-06T15:01:40.485Z,2025-04-06T15:27:32Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630834811,56,Back,5630835073,233,225,5630834813,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298757,225,7,1,29,54,46yo78zak2j7kaxc5ak1fnm60,1,64.2,80.2,2025-04-06T15:01:40.486Z,2025-04-06T15:27:32Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630835063,285,,5630835059,233,262,5630834975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298763,226,61,1,29,57,46yo78zak2j7kaxc5ak1fnm60,0,71.9,79.4,2025-04-06T15:01:43.092Z,2025-04-06T15:01:43Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630835011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298831,263,1,1,30,0,durq4oppf7c08tnbzrlebt0uz,1,40.9,17.7,2025-04-06T15:01:46.748Z,2025-04-06T15:01:48Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630835403,140,47.2,5630835407,212,7.2,5630835399,56,Back,5630835405,141,21.9,5630835409,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298887,264,1,1,30,2,durq4oppf7c08tnbzrlebt0uz,0,47.2,21.9,2025-04-06T15:01:48.045Z,2025-04-06T15:09:56Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,5630835649,213,3.17,5630835641,56,Back,5630835645,141,20.9,5630835647,212,20.6,5630835643,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298905,228,1,1,30,4,46yo78zak2j7kaxc5ak1fnm60,1,54.1,73.8,2025-04-06T15:01:50.489Z,2025-04-06T15:01:51Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630835749,56,Center,5630835755,212,16.2,5630835751,140,69.5,5630835757,213,0.07,5630835753,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298911,229,1,1,30,5,46yo78zak2j7kaxc5ak1fnm60,0,69.5,75.4,2025-04-06T15:01:51.346Z,2025-04-06T15:09:43Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5630835773,56,Left,5630835777,141,86.8,5630835781,213,1.04,5630860889,168,,5630835779,212,9.0,5630835775,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298899,265,12,1,30,6,durq4oppf7c08tnbzrlebt0uz,1,28.6,26.8,2025-04-06T15:01:52.445Z,2025-04-06T15:08:41Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630835697,141,25.8,5630835693,56,Back,5630872807,397,,5630835701,213,6.14,5630872809,233,231,5630835699,212,4.7,5630835695,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298941,231,74,1,30,6,46yo78zak2j7kaxc5ak1fnm60,1,73.8,86.8,2025-04-06T15:01:52.446Z,2025-04-06T15:08:43Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630835945,56,Left,5630872711,397,,5630872819,233,265,5630835947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298937,230,43,1,30,6,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:01:52.492Z,2025-04-06T15:06:56Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630835923,56,Left,5630862135,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304675,319,1,1,30,7,durq4oppf7c08tnbzrlebt0uz,0,30.9,17.4,2025-04-06T15:01:53.828Z,2025-04-06T15:08:57Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630873787,141,15.4,5630873783,56,Back,5630874245,236,,5630874249,233,278,5630874255,286,,5630873789,212,2.5,5630873785,140,32.9,5630873791,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304183,278,74,1,30,7,46yo78zak2j7kaxc5ak1fnm60,1,65.0,82.4,2025-04-06T15:01:53.829Z,2025-04-06T15:27:46Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630874211,56,Left,5630874307,233,319,5630874213,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304681,320,1,1,30,7,durq4oppf7c08tnbzrlebt0uz,0,28.6,15.6,2025-04-06T15:01:53.964Z,2025-04-06T15:09:48Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630878949,140,34.0,5630878951,141,12.3,5630878955,213,5.91,5630879661,236,,5630879667,286,,5630879663,233,279,5630878271,56,Back,5630878953,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304191,279,74,1,30,7,46yo78zak2j7kaxc5ak1fnm60,1,65.7,88.1,2025-04-06T15:01:53.965Z,2025-04-06T15:27:46Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630879583,285,,5630879579,56,Left,5630879937,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298949,266,43,1,30,8,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:01:54.220Z,2025-04-06T15:10:04Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630835989,56,Back,5630835991,140,40.5,5630835995,212,7.3,5630858307,233,231,5630881381,144,1,5630835997,213,0.09,5630835993,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299001,268,1,1,30,10,durq4oppf7c08tnbzrlebt0uz,1,41.1,28.9,2025-04-06T15:01:56.981Z,2025-04-06T15:10:17Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630836273,213,1.44,5630836267,140,44.7,5630836265,56,Back,5630836269,141,70.6,5630836271,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299059,269,1,1,30,15,durq4oppf7c08tnbzrlebt0uz,0,51.4,73.4,2025-04-06T15:02:01.877Z,2025-04-06T15:03:44Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,5630836623,56,Left,5630845261,286,,5630845257,233,232,5630845247,213,1.22,5630845243,141,88.5,5630845241,140,55.0,5630845245,212,10.9,5630845255,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299065,232,74,1,30,15,46yo78zak2j7kaxc5ak1fnm60,1,48.0,50.3,2025-04-06T15:02:01.878Z,2025-04-06T15:27:46Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630836649,56,Back,5630840735,285,,5630845265,233,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307835,310,3,1,30,17,46yo78zak2j7kaxc5ak1fnm60,0,60.4,25.4,2025-04-06T15:02:03.209Z,2025-04-06T15:27:33Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,5630884901,233,270,5630884797,286,,5630884795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299107,270,7,1,30,17,durq4oppf7c08tnbzrlebt0uz,1,39.6,74.6,2025-04-06T15:02:03.210Z,2025-04-06T15:27:33Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630883511,56,Back,5630884849,233,310,5630883513,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299131,271,1,1,30,19,durq4oppf7c08tnbzrlebt0uz,1,44.3,90.0,2025-04-06T15:02:05.341Z,2025-04-06T15:02:07Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630836937,212,23.0,5630836933,140,65.7,5630836939,213,6.07,5630836935,141,83.0,5630836931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299139,272,61,1,30,21,durq4oppf7c08tnbzrlebt0uz,0,65.7,83.0,2025-04-06T15:02:07.556Z,2025-04-06T15:02:08Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,5630836975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299163,233,1,1,30,22,46yo78zak2j7kaxc5ak1fnm60,1,48.0,17.1,2025-04-06T15:02:08.372Z,2025-04-06T15:11:12Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630837107,141,33.3,5630837103,56,Back,5630837111,213,1.60,5630837105,140,47.7,5630837109,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299229,235,3,1,30,24,46yo78zak2j7kaxc5ak1fnm60,1,61.5,19.3,2025-04-06T15:02:10.435Z,2025-04-06T15:27:38Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630837421,56,Right,5630837423,286,,5630837499,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299191,273,45,1,30,24,durq4oppf7c08tnbzrlebt0uz,0,38.5,80.7,2025-04-06T15:02:10.435Z,2025-04-06T15:27:38Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630837523,233,235,5630837225,285,,5630837223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299269,236,1,1,30,27,46yo78zak2j7kaxc5ak1fnm60,1,80.2,19.4,2025-04-06T15:02:13.428Z,2025-04-06T15:02:15Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630837653,140,75.4,5630837657,212,12.9,5630837659,213,1.97,5630837655,141,36.9,5630837651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299233,274,83,1,30,27,durq4oppf7c08tnbzrlebt0uz,0,34.7,84.2,2025-04-06T15:02:13.445Z,2025-04-06T15:02:18Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630837875,399,3ihcnb7xmqlsefg10xbdraqqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299283,237,50,1,30,29,46yo78zak2j7kaxc5ak1fnm60,1,76.7,32.0,2025-04-06T15:02:15.539Z,2025-04-06T15:27:34Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630837997,233,275,5630837729,56,Center,5630837731,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299327,275,7,1,30,29,durq4oppf7c08tnbzrlebt0uz,1,23.3,68.0,2025-04-06T15:02:15.540Z,2025-04-06T15:27:33Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630837947,56,Back,5630837949,285,,5630837971,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299339,276,1,1,30,33,durq4oppf7c08tnbzrlebt0uz,0,18.1,59.7,2025-04-06T15:02:19.421Z,2025-04-06T15:02:22Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630838013,140,31.7,5630838017,212,14.8,5630838137,233,238,5630838141,286,,5630838135,236,,5630838015,141,65.4,5630838011,56,Back,5630838019,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299357,238,74,1,30,33,46yo78zak2j7kaxc5ak1fnm60,1,89.7,40.1,2025-04-06T15:02:19.422Z,2025-04-06T15:27:46Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5630838077,285,,5630838075,56,Center,5630838159,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299385,239,1,1,30,36,46yo78zak2j7kaxc5ak1fnm60,1,67.5,50.6,2025-04-06T15:02:22.915Z,2025-04-06T15:02:23Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630838235,141,79.0,5630838239,213,1.50,5630838229,56,Left,5630838237,212,19.4,5630838233,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299445,240,1,1,30,37,46yo78zak2j7kaxc5ak1fnm60,1,68.8,79.0,2025-04-06T15:02:23.427Z,2025-04-06T15:02:28Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630838635,213,4.82,5630838631,141,67.3,5630838627,56,Center,5630838629,140,69.6,5630838633,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299451,241,27,1,30,41,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:02:27.749Z,2025-04-06T15:02:34Z,,,,5630839135,233,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299529,277,27,1,30,41,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:02:27.749Z,2025-04-06T15:02:34Z,,,,5630839113,41,Injury,5630839155,233,241,5630839115,53,cntz26i7p4q9fyzh55xswpudw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300193,242,28,1,31,30,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:03:16.835Z,2025-04-06T15:03:21Z,,,,5630843389,233,278,5630842845,55,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300287,278,28,1,31,30,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:03:16.835Z,2025-04-06T15:03:21Z,,,,5630843393,233,242,5630843339,55,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300305,243,1,1,31,32,46yo78zak2j7kaxc5ak1fnm60,1,67.3,74.5,2025-04-06T15:03:18.947Z,2025-04-06T15:14:57Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630843461,213,4.83,5630843457,141,41.9,5630843453,56,Center,5630843455,140,69.8,5630843459,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300339,244,1,1,31,36,46yo78zak2j7kaxc5ak1fnm60,1,72.4,34.8,2025-04-06T15:03:22.067Z,2025-04-06T15:03:23Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630843577,212,12.2,5630843573,140,82.1,5630843575,141,25.0,5630843571,56,Center,5630843579,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300359,245,1,1,31,37,46yo78zak2j7kaxc5ak1fnm60,1,81.1,21.8,2025-04-06T15:03:23.668Z,2025-04-06T15:11:18Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630843693,56,Center,5630843697,140,75.0,5630843709,213,2.23,5630843701,141,34.0,5630843705,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300375,246,1,1,31,38,46yo78zak2j7kaxc5ak1fnm60,0,70.5,37.2,2025-04-06T15:03:24.979Z,2025-04-06T15:12:17Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630843801,213,0.06,5630843795,140,84.6,5630843799,212,14.8,5630843793,56,Center,5630843797,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310059,374,61,1,31,39,durq4oppf7c08tnbzrlebt0uz,1,15.2,56.6,2025-04-06T15:03:25.182Z,2025-04-06T15:13:04Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630898217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300491,247,1,1,31,44,46yo78zak2j7kaxc5ak1fnm60,1,86.1,42.7,2025-04-06T15:03:30.163Z,2025-04-06T15:13:34Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,1.0,5630846561,154,,5630844363,141,35.7,5630844367,213,4.80,5630844359,56,Center,5630844361,140,86.5,5630844365,212,4.8,5630846559,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300503,248,13,1,31,46,46yo78zak2j7kaxc5ak1fnm60,1,83.3,35.6,2025-04-06T15:03:32.564Z,2025-04-06T15:24:48Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630846587,230,99.8,5630846583,102,65.0,5630903461,73,,5630846575,29,,5630846579,55,247,5630845777,22,,5630846259,20,,5630846577,154,,5630844409,56,Center,5630846589,231,47.3,5630965141,63,5630846585,103,,,,,,,,,,,,,,1.4,,,,,,
2797300515,249,5,1,31,46,46yo78zak2j7kaxc5ak1fnm60,0,100.9,65.8,2025-04-06T15:03:32.668Z,2025-04-06T15:31:38Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630844481,56,Center,5630845297,233,279,5630844483,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300663,279,5,1,31,46,durq4oppf7c08tnbzrlebt0uz,1,-0.9,34.2,2025-04-06T15:03:32.668Z,2025-04-06T15:31:38Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630845191,56,Back,5630845195,346,,5630845293,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300865,280,1,1,32,12,durq4oppf7c08tnbzrlebt0uz,1,4.8,58.8,2025-04-06T15:03:58.196Z,2025-04-06T15:03:59Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630846341,124,,5630846359,189,,5630846345,140,5.2,5630846349,212,5.9,5630846355,237,,5630846351,213,4.78,5630846343,56,Back,5630846347,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313493,413,1,1,32,13,durq4oppf7c08tnbzrlebt0uz,1,15.4,49.3,2025-04-06T15:03:59.597Z,2025-04-06T15:16:12Z,4id56bnddab7qd1mxxsm8ueqc,V. Andersson,,5630917439,212,19.1,5630917441,213,1.09,5630917429,56,Back,5630917433,140,23.9,5630917437,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300949,281,43,1,32,14,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:04:00.356Z,2025-04-06T15:16:40Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630920461,144,7,5630846835,285,0,5630846833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301229,282,1,1,32,20,durq4oppf7c08tnbzrlebt0uz,1,14.6,48.1,2025-04-06T15:04:05.996Z,2025-04-06T15:04:25Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630848171,56,Back,5630848175,141,78.1,5630848179,213,1.10,5630848173,140,24.5,5630848177,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301097,251,43,1,32,29,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:04:15.220Z,2025-04-06T15:05:23Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630853145,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301235,283,4,1,32,30,durq4oppf7c08tnbzrlebt0uz,1,44.8,77.9,2025-04-06T15:04:16.180Z,2025-04-06T15:24:36Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,5630848237,265,,5630848233,56,Back,5630922427,233,252,5630848235,152,,5630848231,13,,5630848239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301261,252,4,1,32,30,46yo78zak2j7kaxc5ak1fnm60,0,55.2,22.1,2025-04-06T15:04:16.181Z,2025-04-06T15:24:36Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630853473,265,,5630853251,285,,5630848325,13,,5630848329,152,,5630848327,56,Center,5630922489,233,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301273,284,1,1,32,41,durq4oppf7c08tnbzrlebt0uz,1,40.7,70.3,2025-04-06T15:04:27.691Z,2025-04-06T15:04:29Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630848383,152,,5630848387,140,52.8,5630848393,213,0.53,5630848391,212,14.7,5630848381,5,,5630848385,56,Left,5630848389,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301293,285,1,1,32,42,durq4oppf7c08tnbzrlebt0uz,1,52.8,81.2,2025-04-06T15:04:28.948Z,2025-04-06T15:04:30Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630848529,140,38.4,5630848533,212,15.9,5630848531,141,74.1,5630848535,213,3.45,5630848527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301359,286,1,1,32,44,durq4oppf7c08tnbzrlebt0uz,1,38.4,74.1,2025-04-06T15:04:29.988Z,2025-04-06T15:04:34Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630848871,56,Back,5630848879,212,12.8,5630848881,213,3.80,5630848877,141,62.6,5630848873,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301395,287,1,1,32,47,durq4oppf7c08tnbzrlebt0uz,1,28.7,60.6,2025-04-06T15:04:33.964Z,2025-04-06T15:04:37Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630849161,140,35.0,5630849165,212,16.2,5630849159,56,Back,5630849163,141,82.4,5630849167,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301431,288,1,1,32,51,durq4oppf7c08tnbzrlebt0uz,1,37.6,82.7,2025-04-06T15:04:36.988Z,2025-04-06T15:04:39Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630849345,141,65.5,5630849341,56,Center,5630849349,213,5.87,5630849347,212,29.0,5630849343,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
