id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2802990903,210,1,1,20,19,7hlumphk42363z3i2nry2wrzj,0,14.2,70.3,2025-04-19T13:20:50.681Z,2025-04-19T13:26:37Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662363627,213,5.84,5662363619,140,57.4,5662363615,56,Center,5662363711,189,,5662363623,141,38.3,5662363611,157,,5662363609,5,,5662363613,152,,5662363625,212,50.3,5662363629,1,,,,,,,,,,,,,,,,,,,,,,,,
2802990951,164,1,1,20,20,6i936isoyj6d0uuxdj537uc97,0,36.4,57.5,2025-04-19T13:20:51.565Z,2025-04-19T13:20:55Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662363929,157,,5662363939,213,5.66,5662363935,141,20.7,5662363933,140,69.9,5662363941,1,,5662363937,212,43.2,5662363931,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802990945,211,44,1,20,22,7hlumphk42363z3i2nry2wrzj,1,33.5,79.1,2025-04-19T13:20:53.857Z,2025-04-19T13:45:10Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662363909,56,Back,5662363911,285,,5662364021,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802990955,165,44,1,20,22,6i936isoyj6d0uuxdj537uc97,0,66.5,20.9,2025-04-19T13:20:53.858Z,2025-04-19T13:45:11Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5662364035,233,211,5662363949,286,,5662363947,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991009,212,1,1,20,22,7hlumphk42363z3i2nry2wrzj,1,39.1,77.9,2025-04-19T13:20:54.241Z,2025-04-19T13:20:59Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662364261,140,31.1,5662364267,213,2.60,5662364257,3,,5662364263,141,85.3,5662364259,56,Back,5662364265,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991027,213,1,1,20,27,7hlumphk42363z3i2nry2wrzj,1,26.1,86.5,2025-04-19T13:20:58.866Z,2025-04-19T13:21:00Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662364375,212,8.5,5662364373,141,75.0,5662364371,140,29.3,5662364377,213,5.12,5662364369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991057,214,1,1,20,28,7hlumphk42363z3i2nry2wrzj,1,29.3,75.0,2025-04-19T13:20:59.866Z,2025-04-19T13:21:02Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662364521,140,25.1,5662364527,213,2.31,5662364519,56,Back,5662364523,141,82.1,5662364525,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991125,215,1,1,20,30,7hlumphk42363z3i2nry2wrzj,1,21.9,78.2,2025-04-19T13:21:02.482Z,2025-04-19T13:21:08Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662364933,140,3.9,5662364931,56,Back,5662364937,212,21.9,5662364939,213,3.67,5662364935,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991163,216,1,1,20,37,7hlumphk42363z3i2nry2wrzj,1,7.7,54.2,2025-04-19T13:21:08.594Z,2025-04-19T13:21:13Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5662365189,212,26.1,5662365185,141,75.3,5662365181,140,28.5,5662365193,213,0.58,5662365179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991171,217,1,1,20,41,7hlumphk42363z3i2nry2wrzj,0,41.1,79.3,2025-04-19T13:21:13.234Z,2025-04-19T13:21:14Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662365231,56,Back,5662365237,212,5.9,5662365235,141,72.3,5662365239,213,5.34,5662365233,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991199,167,1,1,20,43,6i936isoyj6d0uuxdj537uc97,1,56.5,29.4,2025-04-19T13:21:14.597Z,2025-04-19T13:21:17Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5662365443,212,6.4,5662365437,56,Center,5662365441,141,22.5,5662365439,140,60.6,5662365445,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991249,168,1,1,20,45,6i936isoyj6d0uuxdj537uc97,1,61.0,22.5,2025-04-19T13:21:16.933Z,2025-04-19T13:27:58Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662365717,141,9.1,5662365721,213,5.85,5662365719,212,21.8,5662365713,56,Right,5662365715,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991269,169,3,1,20,48,6i936isoyj6d0uuxdj537uc97,1,79.0,10.2,2025-04-19T13:21:20.244Z,2025-04-19T13:45:07Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5662365781,56,Right,5662365819,233,218,5662365783,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991255,218,45,1,20,48,7hlumphk42363z3i2nry2wrzj,0,21.0,89.8,2025-04-19T13:21:20.244Z,2025-04-19T13:45:08Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662365747,285,,5662365827,233,169,5662365745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991301,170,1,1,20,49,6i936isoyj6d0uuxdj537uc97,1,78.6,11.7,2025-04-19T13:21:21.509Z,2025-04-19T13:21:25Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5662365977,56,Right,5662365985,213,3.49,5662365981,141,4.1,5662365979,140,65.1,5662365983,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991319,171,1,1,20,53,6i936isoyj6d0uuxdj537uc97,0,68.7,4.4,2025-04-19T13:21:24.892Z,2025-04-19T13:21:26Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662366099,141,6.2,5662366103,213,3.04,5662366095,56,Right,5662366101,212,12.7,5662366097,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991327,219,8,1,20,55,7hlumphk42363z3i2nry2wrzj,1,31.0,90.6,2025-04-19T13:21:27.323Z,2025-04-19T13:28:46Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662366151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991399,172,1,1,20,59,6i936isoyj6d0uuxdj537uc97,1,49.6,3.1,2025-04-19T13:21:30.989Z,2025-04-19T13:21:33Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662366585,140,34.7,5662366589,212,19.0,5662366583,56,Back,5662366591,213,2.54,5662366587,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991449,173,1,1,21,2,6i936isoyj6d0uuxdj537uc97,1,33.7,22.1,2025-04-19T13:21:33.701Z,2025-04-19T13:21:37Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5662366933,140,29.6,5662366937,212,27.5,5662366931,56,Back,5662366935,141,62.0,5662366939,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991485,174,1,1,21,6,6i936isoyj6d0uuxdj537uc97,1,30.6,72.3,2025-04-19T13:21:38.037Z,2025-04-19T13:21:42Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662367235,212,20.7,5662367229,56,Back,5662367233,141,94.4,5662367237,213,0.81,5662367231,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991519,175,1,1,21,10,6i936isoyj6d0uuxdj537uc97,0,43.6,94.8,2025-04-19T13:21:42.197Z,2025-04-19T13:21:45Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662367429,141,63.0,5662367425,56,Center,5662367435,213,5.66,5662367423,155,,5662367437,1,,5662367431,212,37.3,5662367427,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991501,220,44,1,21,11,7hlumphk42363z3i2nry2wrzj,1,26.2,38.0,2025-04-19T13:21:42.690Z,2025-04-19T13:45:11Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662367497,233,176,5662367323,56,Back,5662367325,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991523,176,44,1,21,11,6i936isoyj6d0uuxdj537uc97,0,73.8,62.0,2025-04-19T13:21:42.691Z,2025-04-19T13:45:11Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5662367455,286,,5662367453,56,Center,5662367505,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991515,221,1,1,21,11,7hlumphk42363z3i2nry2wrzj,1,23.7,38.8,2025-04-19T13:21:43.042Z,2025-04-19T13:21:44Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662367397,141,37.0,5662367391,3,,5662367395,140,30.6,5662367401,213,6.12,5662367393,56,Back,5662367399,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991549,222,1,1,21,12,7hlumphk42363z3i2nry2wrzj,1,31.2,37.0,2025-04-19T13:21:44.274Z,2025-04-19T13:21:46Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662367631,141,58.4,5662367627,56,Back,5662367633,212,17.1,5662367629,140,22.7,5662367625,3,,5662367635,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991633,224,1,1,21,18,7hlumphk42363z3i2nry2wrzj,1,23.6,60.2,2025-04-19T13:21:49.610Z,2025-04-19T13:21:52Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662368095,212,15.0,5662368087,140,21.1,5662368099,213,4.54,5662368083,56,Back,5662368091,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991647,225,1,1,21,20,7hlumphk42363z3i2nry2wrzj,1,21.1,38.0,2025-04-19T13:21:51.978Z,2025-04-19T13:21:52Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662368175,212,4.8,5662368173,141,39.7,5662368177,213,0.25,5662368169,56,Back,5662368171,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991657,226,1,1,21,21,7hlumphk42363z3i2nry2wrzj,1,26.3,40.4,2025-04-19T13:21:52.714Z,2025-04-19T13:21:53Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662368235,140,21.5,5662368239,212,5.1,5662368247,156,,5662368241,213,3.30,5662368237,141,39.2,5662368233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991703,227,1,1,21,22,7hlumphk42363z3i2nry2wrzj,1,20.8,38.3,2025-04-19T13:21:53.922Z,2025-04-19T13:21:56Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662368473,212,12.9,5662368471,141,19.5,5662368469,140,22.5,5662368467,56,Back,5662368475,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991751,228,1,1,21,24,7hlumphk42363z3i2nry2wrzj,1,22.4,18.6,2025-04-19T13:21:56.442Z,2025-04-19T13:22:00Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5662368733,140,13.9,5662368737,212,15.4,5662368731,56,Back,5662368739,213,2.19,5662368735,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991753,229,1,1,21,28,7hlumphk42363z3i2nry2wrzj,1,20.9,39.4,2025-04-19T13:22:00.090Z,2025-04-19T13:22:00Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662368755,56,Back,5662368759,141,44.0,5662368761,212,8.4,5662368757,140,28.3,5662368763,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991771,230,1,1,21,29,7hlumphk42363z3i2nry2wrzj,1,28.3,44.0,2025-04-19T13:22:00.596Z,2025-04-19T13:22:03Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662368887,141,9.4,5662368885,140,30.8,5662368883,56,Back,5662368889,212,23.7,5662368891,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991803,231,1,1,21,31,7hlumphk42363z3i2nry2wrzj,1,35.7,8.2,2025-04-19T13:22:02.778Z,2025-04-19T13:22:05Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5662369099,212,19.2,5662369093,56,Right,5662369095,140,53.9,5662369101,213,0.12,5662369097,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991809,232,61,1,21,33,7hlumphk42363z3i2nry2wrzj,0,53.9,11.6,2025-04-19T13:22:05.514Z,2025-04-19T13:22:05Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5662369123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991841,177,1,1,21,34,6i936isoyj6d0uuxdj537uc97,0,46.3,80.2,2025-04-19T13:22:06.333Z,2025-04-19T13:22:07Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662369247,140,49.9,5662369243,56,Back,5662369323,233,233,5662369257,213,0.07,5662369327,286,,5662369321,236,,5662369249,141,80.6,5662369253,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991851,233,74,1,21,34,7hlumphk42363z3i2nry2wrzj,1,45.0,15.8,2025-04-19T13:22:06.334Z,2025-04-19T13:45:05Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5662369355,233,177,5662369275,285,,5662369273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991879,178,1,1,21,36,6i936isoyj6d0uuxdj537uc97,0,49.5,82.7,2025-04-19T13:22:08.436Z,2025-04-19T13:22:09Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662369447,140,58.4,5662369451,212,11.4,5662369449,141,92.3,5662369453,213,0.61,5662369445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991899,234,1,1,21,38,7hlumphk42363z3i2nry2wrzj,1,45.3,14.3,2025-04-19T13:22:09.586Z,2025-04-19T13:22:10Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5662369573,140,57.4,5662369571,56,Right,5662369577,212,13.1,5662369579,213,6.04,5662369575,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991929,235,1,1,21,38,7hlumphk42363z3i2nry2wrzj,1,57.5,9.7,2025-04-19T13:22:10.457Z,2025-04-19T13:26:29Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5662369665,141,16.5,5662369671,213,2.86,5662369663,140,42.0,5662369661,56,Back,5662369667,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802991993,236,1,1,21,40,7hlumphk42363z3i2nry2wrzj,1,41.7,17.0,2025-04-19T13:22:11.994Z,2025-04-19T13:22:15Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662369995,212,13.5,5662369989,56,Back,5662369997,213,1.24,5662369991,140,45.9,5662369993,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992045,237,1,1,21,43,7hlumphk42363z3i2nry2wrzj,0,52.5,34.0,2025-04-19T13:22:15.257Z,2025-04-19T13:22:19Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662370261,213,5.94,5662370253,56,Right,5662370257,141,7.4,5662370263,1,,5662370251,155,,5662370259,212,54.2,5662370255,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992073,179,5,1,21,47,6i936isoyj6d0uuxdj537uc97,1,-1.2,92.4,2025-04-19T13:22:19.454Z,2025-04-19T13:22:28Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662370417,346,,5662370451,233,238,5662370415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992083,238,5,1,21,47,7hlumphk42363z3i2nry2wrzj,0,101.2,7.6,2025-04-19T13:22:19.454Z,2025-04-19T13:22:28Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662370431,56,Right,5662370433,346,,5662370487,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992379,180,1,1,22,6,6i936isoyj6d0uuxdj537uc97,1,4.2,47.0,2025-04-19T13:22:38.246Z,2025-04-19T13:22:41Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5662372119,124,,5662372143,237,,5662372133,212,21.8,5662372123,56,Back,5662372157,189,,5662372135,213,5.21,5662372125,140,14.1,5662372129,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992429,181,1,1,22,10,6i936isoyj6d0uuxdj537uc97,1,14.9,17.9,2025-04-19T13:22:42.053Z,2025-04-19T13:22:44Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5662372411,56,Back,5662372417,212,17.3,5662372415,141,4.7,5662372413,140,29.0,5662372419,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992441,182,1,1,22,13,6i936isoyj6d0uuxdj537uc97,0,26.6,2.6,2025-04-19T13:22:44.797Z,2025-04-19T13:22:46Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662372489,213,6.20,5662372485,141,2.0,5662372503,236,,5662372483,140,31.1,5662372509,286,,5662372487,212,4.7,5662372481,56,Back,5662372505,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992437,239,74,1,22,13,7hlumphk42363z3i2nry2wrzj,1,69.5,94.5,2025-04-19T13:22:44.798Z,2025-04-19T13:22:46Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5662372463,56,Left,5662372527,233,182,5662372465,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992469,183,5,1,22,14,6i936isoyj6d0uuxdj537uc97,1,37.0,-1.6,2025-04-19T13:22:46.179Z,2025-04-19T13:22:52Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662372627,347,,5662372625,56,Back,5662372649,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992451,240,5,1,22,14,7hlumphk42363z3i2nry2wrzj,0,63.0,101.6,2025-04-19T13:22:46.179Z,2025-04-19T13:22:52Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5662372535,347,,5662372533,56,Left,5662372695,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992675,184,1,1,22,20,6i936isoyj6d0uuxdj537uc97,1,41.1,0.0,2025-04-19T13:22:52.413Z,2025-04-19T13:23:00Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662373765,140,49.2,5662373769,141,8.8,5662373773,212,11.2,5662373759,107,,5662373775,213,0.71,5662373761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992575,241,83,1,22,23,7hlumphk42363z3i2nry2wrzj,0,57.2,90.3,2025-04-19T13:22:54.866Z,2025-04-19T13:23:05Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662374265,399,c3jxdm8s5meuohhv6hthhdy0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992621,242,43,1,22,25,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-19T13:22:56.914Z,2025-04-19T13:23:01Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662373861,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992679,185,4,1,22,27,6i936isoyj6d0uuxdj537uc97,1,43.6,10.0,2025-04-19T13:22:59.266Z,2025-04-19T13:23:08Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5662373897,13,,5662373901,56,Back,5662373905,286,,5662373899,294,,5662373903,152,,5662373925,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992659,243,4,1,22,27,7hlumphk42363z3i2nry2wrzj,0,56.4,90.0,2025-04-19T13:22:59.267Z,2025-04-19T13:29:32Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662373723,285,,5662373715,56,Left,5662373719,152,,5662373709,13,,5662373711,294,,5662374123,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992849,186,1,1,22,38,6i936isoyj6d0uuxdj537uc97,1,48.1,9.2,2025-04-19T13:23:10.365Z,2025-04-19T13:23:12Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662374799,141,30.9,5662374795,56,Back,5662374789,5,,5662374803,213,2.33,5662374797,140,34.8,5662374833,189,,5662374793,152,,5662374801,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992913,187,1,1,22,41,6i936isoyj6d0uuxdj537uc97,1,34.8,39.2,2025-04-19T13:23:12.662Z,2025-04-19T13:23:17Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5662375135,140,35.6,5662375139,212,30.3,5662375137,141,83.8,5662375143,213,1.54,5662375133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992949,188,1,1,22,45,6i936isoyj6d0uuxdj537uc97,1,35.8,79.9,2025-04-19T13:23:16.911Z,2025-04-19T13:23:20Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662375349,155,,5662375361,1,,5662375353,140,68.2,5662375351,56,Center,5662375357,212,43.5,5662375355,141,40.1,5662375359,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992989,189,44,1,22,48,6i936isoyj6d0uuxdj537uc97,1,68.1,54.9,2025-04-19T13:23:19.984Z,2025-04-19T13:45:12Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5662375581,233,244,5662375549,56,Center,5662375557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802992943,244,44,1,22,48,7hlumphk42363z3i2nry2wrzj,0,31.9,45.1,2025-04-19T13:23:19.985Z,2025-04-19T13:45:12Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662375333,56,Back,5662375335,285,,5662375607,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993043,190,1,1,22,52,6i936isoyj6d0uuxdj537uc97,1,69.9,39.4,2025-04-19T13:23:23.526Z,2025-04-19T13:23:27Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5662375831,213,5.14,5662375827,141,8.8,5662375821,56,Right,5662375823,140,78.9,5662375829,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993053,191,1,1,22,55,6i936isoyj6d0uuxdj537uc97,1,80.1,7.0,2025-04-19T13:23:26.911Z,2025-04-19T13:23:44Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662375903,140,71.0,5662375907,212,12.5,5662375901,56,Right,5662375909,213,2.44,5662375905,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993087,192,1,1,22,57,6i936isoyj6d0uuxdj537uc97,0,69.7,18.5,2025-04-19T13:23:29.254Z,2025-04-19T13:23:32Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662376153,2,,5662376161,140,100.0,5662376165,141,73.5,5662376169,212,49.6,5662376177,1,,5662376155,155,,5662376159,56,Center,5662376173,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993105,193,5,1,23,0,6i936isoyj6d0uuxdj537uc97,0,100.6,72.2,2025-04-19T13:23:32.389Z,2025-04-19T13:26:09Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662376273,346,,5662376271,56,Center,5662376335,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993093,245,5,1,23,0,7hlumphk42363z3i2nry2wrzj,1,-0.6,27.8,2025-04-19T13:23:32.389Z,2025-04-19T13:26:09Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662376191,56,Back,5662376315,233,193,5662376193,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993361,246,1,1,23,22,7hlumphk42363z3i2nry2wrzj,1,4.5,59.0,2025-04-19T13:23:53.634Z,2025-04-19T13:23:56Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662377601,141,51.5,5662377597,56,Back,5662377603,212,5.1,5662377599,140,4.2,5662377595,124,,5662377605,213,4.65,5662377609,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993393,247,1,1,23,24,7hlumphk42363z3i2nry2wrzj,1,8.0,49.7,2025-04-19T13:23:56.154Z,2025-04-19T13:23:57Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5662377721,140,25.2,5662377727,213,0.62,5662377719,56,Back,5662377723,141,68.7,5662377725,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993425,248,1,1,23,26,7hlumphk42363z3i2nry2wrzj,1,25.2,68.7,2025-04-19T13:23:57.674Z,2025-04-19T13:24:01Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5662377907,56,Back,5662377915,213,1.16,5662377911,141,85.6,5662377909,140,30.0,5662377913,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802993471,249,1,1,23,29,7hlumphk42363z3i2nry2wrzj,1,28.3,91.7,2025-04-19T13:24:00.950Z,2025-04-19T13:24:03Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662378159,56,Back,5662378165,212,14.3,5662378167,213,4.05,5662378161,140,20.0,5662378163,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
