id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2817826989,143,43,1,13,42,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-22T17:15:21.219Z,2025-05-22T17:15:23Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744184245,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827061,84,1,1,13,46,5mbo4f0vps12dr0fcvjn3wyp5,1,21.3,91.8,2025-05-22T17:15:25.845Z,2025-05-22T17:15:37Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5744184653,152,,5744184667,1,,5744184651,157,,5744184649,5,,5744184655,56,Center,5744184665,213,5.54,5744184659,140,70.9,5744184661,141,21.5,5744184663,212,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827069,85,1,1,13,57,5mbo4f0vps12dr0fcvjn3wyp5,1,88.3,8.5,2025-05-22T17:15:36.901Z,2025-05-22T17:15:38Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744184705,140,73.3,5744184707,141,11.9,5744184711,213,3.00,5744184709,212,15.9,5744184703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827079,86,1,1,13,59,5mbo4f0vps12dr0fcvjn3wyp5,1,73.3,11.9,2025-05-22T17:15:38.405Z,2025-05-22T17:15:40Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744184777,212,12.0,5744184771,56,Right,5744184775,141,2.8,5744184773,140,83.1,5744184779,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827089,87,1,1,14,1,5mbo4f0vps12dr0fcvjn3wyp5,0,87.0,1.7,2025-05-22T17:15:40.468Z,2025-05-22T17:15:42Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744184825,140,92.1,5744184821,155,,5744184819,2,,5744184823,56,Center,5744184827,141,42.5,5744184831,213,1.38,5744184829,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827103,145,12,1,14,4,93ohqui2qgqm8408viwmm1ken,1,6.3,58.5,2025-05-22T17:15:43.220Z,2025-05-22T17:15:46Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744184905,140,10.6,5744184911,213,1.42,5744184903,56,Back,5744184907,141,100.0,5744184925,15,,5744184957,167,,5744184909,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827113,88,5,1,14,6,5mbo4f0vps12dr0fcvjn3wyp5,1,89.0,-2.0,2025-05-22T17:15:45.595Z,2025-05-22T17:15:49Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744184977,233,146,5744184959,56,Right,5744184961,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827111,146,5,1,14,6,93ohqui2qgqm8408viwmm1ken,0,11.0,102.0,2025-05-22T17:15:45.595Z,2025-05-22T17:15:47Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744184987,233,88,5744184953,56,Back,5744184955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827267,89,1,1,14,33,5mbo4f0vps12dr0fcvjn3wyp5,0,89.0,0.0,2025-05-22T17:16:12.917Z,2025-05-22T17:16:16Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744185847,1,,5744185835,107,,5744185837,56,Center,5744185841,141,46.0,5744185845,213,1.37,5744185839,140,95.4,5744185843,212,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827269,147,12,1,14,37,93ohqui2qgqm8408viwmm1ken,1,6.0,55.2,2025-05-22T17:16:16.067Z,2025-05-22T17:16:16Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744185857,141,59.3,5744185855,140,10.3,5744185859,212,5.3,5744185853,56,Back,5744185865,15,,5744185861,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827279,148,12,1,14,38,93ohqui2qgqm8408viwmm1ken,1,10.3,59.4,2025-05-22T17:16:18.019Z,2025-05-22T17:16:19Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744185907,140,12.2,5744185905,56,Back,5744185913,213,5.16,5744185909,141,53.3,5744185911,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827295,90,44,1,14,40,5mbo4f0vps12dr0fcvjn3wyp5,1,86.4,45.9,2025-05-22T17:16:19.044Z,2025-05-22T17:32:02Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744185979,56,Center,5744186009,233,149,5744185981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827283,149,44,1,14,40,93ohqui2qgqm8408viwmm1ken,0,13.6,54.1,2025-05-22T17:16:19.045Z,2025-05-22T17:30:16Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744185933,285,,5744185931,56,Back,5744186027,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827313,91,1,1,14,40,5mbo4f0vps12dr0fcvjn3wyp5,1,84.2,44.6,2025-05-22T17:16:19.453Z,2025-05-22T17:32:55Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744186073,140,78.9,5744186069,3,,5744186071,56,Center,5744186075,141,36.1,5744186079,213,3.95,5744186077,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827315,92,1,1,14,42,5mbo4f0vps12dr0fcvjn3wyp5,1,78.8,36.0,2025-05-22T17:16:21.478Z,2025-05-22T17:32:41Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744186115,212,10.8,5744186105,56,Center,5744186113,141,46.7,5744186101,3,,5744186117,213,0.74,5744186109,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817832963,222,1,1,14,43,5mbo4f0vps12dr0fcvjn3wyp5,0,81.1,51.1,2025-05-22T17:16:22.739Z,2025-05-22T17:32:39Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744218167,212,9.0,5744218169,213,0.35,5744218161,56,Center,5744218165,141,55.6,5744218159,3,,5744218163,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827325,151,12,1,14,43,93ohqui2qgqm8408viwmm1ken,1,11.8,36.6,2025-05-22T17:16:22.851Z,2025-05-22T17:17:07Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744186201,140,56.2,5744186207,213,0.40,5744186205,212,50.7,5744186203,141,65.8,5744186199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827365,93,1,1,14,47,5mbo4f0vps12dr0fcvjn3wyp5,1,46.0,34.8,2025-05-22T17:16:26.229Z,2025-05-22T17:16:32Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5744186425,141,14.4,5744186421,56,Right,5744186427,212,17.3,5744186429,213,5.35,5744186423,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827385,94,1,1,14,52,5mbo4f0vps12dr0fcvjn3wyp5,1,57.1,18.6,2025-05-22T17:16:31.878Z,2025-05-22T17:16:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744186551,141,52.1,5744186549,140,46.8,5744186555,213,2.01,5744186547,56,Back,5744186553,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827389,95,1,1,14,55,5mbo4f0vps12dr0fcvjn3wyp5,1,51.9,52.5,2025-05-22T17:16:34.629Z,2025-05-22T17:16:36Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744186597,212,20.4,5744186587,56,Left,5744186601,213,1.17,5744186589,140,59.4,5744186593,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827427,96,1,1,14,57,5mbo4f0vps12dr0fcvjn3wyp5,1,60.1,80.5,2025-05-22T17:16:36.389Z,2025-05-22T17:16:42Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744186839,140,65.7,5744186843,212,10.7,5744186845,213,0.99,5744186837,56,Left,5744186841,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827431,97,1,1,15,3,5mbo4f0vps12dr0fcvjn3wyp5,1,68.5,73.8,2025-05-22T17:16:42.677Z,2025-05-22T17:16:44Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5744186859,140,54.4,5744186865,213,3.13,5744186861,141,74.1,5744186857,56,Center,5744186863,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827447,98,1,1,15,5,5mbo4f0vps12dr0fcvjn3wyp5,1,54.4,74.1,2025-05-22T17:16:44.053Z,2025-05-22T17:16:46Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744186951,212,19.7,5744186949,141,97.8,5744186945,56,Left,5744186947,140,65.2,5744186953,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827467,99,1,1,15,7,5mbo4f0vps12dr0fcvjn3wyp5,1,61.5,94.4,2025-05-22T17:16:46.693Z,2025-05-22T17:16:48Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744187039,212,20.0,5744187033,56,Back,5744187041,213,3.51,5744187037,141,83.9,5744187035,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827491,100,1,1,15,9,5mbo4f0vps12dr0fcvjn3wyp5,1,43.7,83.9,2025-05-22T17:16:48.838Z,2025-05-22T17:16:56Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744187223,140,18.7,5744187221,56,Back,5744187225,141,56.4,5744187229,213,3.76,5744187231,1,,5744187227,212,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827533,101,1,1,15,20,5mbo4f0vps12dr0fcvjn3wyp5,1,18.7,50.0,2025-05-22T17:16:59.077Z,2025-05-22T17:17:04Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5744187445,212,12.9,5744187441,140,21.5,5744187439,56,Back,5744187443,141,31.6,5744187447,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827551,102,1,1,15,25,5mbo4f0vps12dr0fcvjn3wyp5,1,24.7,30.7,2025-05-22T17:17:04.726Z,2025-05-22T17:17:07Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5744187559,140,8.6,5744187565,213,2.70,5744187561,141,42.4,5744187557,56,Back,5744187563,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827573,103,1,1,15,28,5mbo4f0vps12dr0fcvjn3wyp5,1,8.6,42.4,2025-05-22T17:17:07.637Z,2025-05-22T17:17:11Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5744187665,56,Back,5744187667,140,19.0,5744187675,213,1.03,5744187669,141,69.3,5744187671,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827605,104,1,1,15,31,5mbo4f0vps12dr0fcvjn3wyp5,1,21.3,69.4,2025-05-22T17:17:10.949Z,2025-05-22T17:17:15Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744187865,212,25.9,5744187859,56,Back,5744187861,140,21.7,5744187867,213,4.73,5744187863,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827627,105,1,1,15,36,5mbo4f0vps12dr0fcvjn3wyp5,1,25.0,28.8,2025-05-22T17:17:15.750Z,2025-05-22T17:33:56Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5744188023,212,23.7,5744188019,140,39.7,5744188021,141,2.3,5744188025,213,5.42,5744188017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827635,106,1,1,15,40,5mbo4f0vps12dr0fcvjn3wyp5,1,39.9,2.2,2025-05-22T17:17:19.253Z,2025-05-22T17:34:05Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5744188095,140,54.5,5744188097,141,14.3,5744188101,213,0.49,5744188099,212,17.4,5744188093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827641,107,1,1,15,42,5mbo4f0vps12dr0fcvjn3wyp5,1,54.5,14.3,2025-05-22T17:17:21.883Z,2025-05-22T17:34:18Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744188145,140,54.2,5744188143,56,Right,5744188147,141,1.6,5744188151,213,4.68,5744188149,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827645,108,50,1,15,43,5mbo4f0vps12dr0fcvjn3wyp5,1,59.0,3.8,2025-05-22T17:17:22.402Z,2025-05-22T17:35:33Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744221687,233,152,5744188161,56,Right,5744188163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827643,152,7,1,15,43,93ohqui2qgqm8408viwmm1ken,1,41.0,96.2,2025-05-22T17:17:22.403Z,2025-05-22T17:35:33Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5744188155,167,,5744188157,56,Back,5744221661,233,108,5744188159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827659,109,5,1,15,44,5mbo4f0vps12dr0fcvjn3wyp5,1,58.7,-1.2,2025-05-22T17:17:23.811Z,2025-05-22T17:17:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744188245,233,153,5744188223,56,Right,5744188225,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827651,153,5,1,15,44,93ohqui2qgqm8408viwmm1ken,0,41.3,101.2,2025-05-22T17:17:23.811Z,2025-05-22T17:17:28Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5744188181,56,Back,5744188183,347,,5744188251,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827691,110,1,1,15,51,5mbo4f0vps12dr0fcvjn3wyp5,1,54.0,0.0,2025-05-22T17:17:30.333Z,2025-05-22T17:34:42Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744188441,107,,5744188445,140,54.7,5744188443,56,Right,5744188447,141,9.5,5744188451,213,1.48,5744188449,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827699,111,1,1,15,53,5mbo4f0vps12dr0fcvjn3wyp5,0,54.7,9.5,2025-05-22T17:17:32.742Z,2025-05-22T17:34:43Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744188507,212,19.5,5744188509,213,0.35,5744188505,141,19.4,5744188501,56,Right,5744188511,1,,5744188499,157,,5744188503,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827719,155,1,1,15,56,93ohqui2qgqm8408viwmm1ken,1,27.3,69.9,2025-05-22T17:17:35.490Z,2025-05-22T17:17:37Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744188633,212,7.5,5744188627,56,Back,5744188631,141,59.6,5744188635,213,4.35,5744188629,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827739,156,1,1,15,58,93ohqui2qgqm8408viwmm1ken,1,24.6,58.8,2025-05-22T17:17:37.091Z,2025-05-22T17:17:39Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5744188723,140,24.6,5744188729,213,1.57,5744188725,141,73.0,5744188721,56,Back,5744188727,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827751,157,1,1,16,0,93ohqui2qgqm8408viwmm1ken,1,24.6,73.0,2025-05-22T17:17:39.235Z,2025-05-22T17:17:41Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744188793,56,Back,5744188799,212,12.1,5744188795,140,25.4,5744188801,213,1.50,5744188797,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827759,158,1,1,16,2,93ohqui2qgqm8408viwmm1ken,0,24.3,91.7,2025-05-22T17:17:41.844Z,2025-05-22T17:17:43Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5744188893,236,,5744188839,56,Back,5744188843,141,91.7,5744188845,212,1.8,5744188837,155,,5744188895,233,112,5744188841,140,26.0,5744188899,286,,5744188847,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827761,112,74,1,16,2,5mbo4f0vps12dr0fcvjn3wyp5,1,75.3,3.1,2025-05-22T17:17:41.845Z,2025-05-22T17:19:53Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744188853,285,,5744188851,56,Right,5744188905,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827775,113,5,1,16,4,5mbo4f0vps12dr0fcvjn3wyp5,0,67.4,-2.0,2025-05-22T17:17:43.685Z,2025-05-22T17:17:48Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744189051,233,159,5744188939,56,Right,5744188943,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827783,159,5,1,16,4,93ohqui2qgqm8408viwmm1ken,1,32.6,102.0,2025-05-22T17:17:43.685Z,2025-05-22T17:18:07Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5744188981,56,Back,5744189035,233,113,5744188983,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827905,160,1,1,16,22,93ohqui2qgqm8408viwmm1ken,0,27.7,100.0,2025-05-22T17:18:01.795Z,2025-05-22T17:18:05Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5744189675,141,92.6,5744189671,56,Left,5744189669,107,,5744189681,1,,5744189673,140,63.5,5744189677,212,38.1,5744189679,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827935,114,1,1,16,27,5mbo4f0vps12dr0fcvjn3wyp5,1,35.0,4.4,2025-05-22T17:18:06.741Z,2025-05-22T17:18:10Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744189819,213,2.45,5744189817,212,38.6,5744189821,1,,5744189813,140,6.7,5744189811,56,Back,5744189815,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827959,116,1,1,16,31,5mbo4f0vps12dr0fcvjn3wyp5,1,6.7,40.7,2025-05-22T17:18:10.677Z,2025-05-22T17:18:14Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5744189951,141,4.4,5744189949,140,11.5,5744189955,213,4.91,5744189947,56,Back,5744189953,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827967,117,1,1,16,34,5mbo4f0vps12dr0fcvjn3wyp5,1,11.7,1.1,2025-05-22T17:18:14.006Z,2025-05-22T17:18:16Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744190009,213,0.45,5744190007,212,27.0,5744189999,157,,5744190003,140,34.8,5744190011,1,,5744190001,56,Back,5744190005,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827973,118,1,1,16,37,5mbo4f0vps12dr0fcvjn3wyp5,0,34.7,18.8,2025-05-22T17:18:16.262Z,2025-05-22T17:18:18Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744190041,168,,5744190045,140,41.0,5744190043,56,Back,5744190039,3,,5744190053,213,0.35,5744190051,212,7.1,5744190049,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827969,161,61,1,16,37,93ohqui2qgqm8408viwmm1ken,1,56.2,75.4,2025-05-22T17:18:16.673Z,2025-05-22T17:18:16Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744190015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827993,119,1,1,16,39,5mbo4f0vps12dr0fcvjn3wyp5,1,48.3,25.6,2025-05-22T17:18:18.422Z,2025-05-22T17:18:20Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5744190165,212,11.5,5744190159,56,Right,5744190161,140,56.9,5744190157,3,,5744190163,141,15.2,5744190167,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827999,120,1,1,16,41,5mbo4f0vps12dr0fcvjn3wyp5,1,56.9,15.2,2025-05-22T17:18:20.582Z,2025-05-22T17:18:22Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744190227,141,11.4,5744190229,212,10.1,5744190231,213,6.02,5744190225,140,66.2,5744190223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828015,121,1,1,16,43,5mbo4f0vps12dr0fcvjn3wyp5,0,66.2,11.4,2025-05-22T17:18:22.374Z,2025-05-22T17:18:23Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5744190289,141,30.1,5744190293,213,0.66,5744190287,140,81.7,5744190285,56,Center,5744190291,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828039,163,1,1,16,48,93ohqui2qgqm8408viwmm1ken,1,7.3,86.8,2025-05-22T17:18:27.523Z,2025-05-22T17:18:29Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744190469,141,82.4,5744190471,212,6.5,5744190465,56,Back,5744190467,140,12.8,5744190473,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828061,164,1,1,16,50,93ohqui2qgqm8408viwmm1ken,1,11.8,76.6,2025-05-22T17:18:29.780Z,2025-05-22T17:18:34Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744190577,155,,5744190589,1,,5744190579,56,Back,5744190587,213,4.90,5744190583,141,20.9,5744190585,212,38.5,5744190581,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828067,122,45,1,16,54,5mbo4f0vps12dr0fcvjn3wyp5,0,78.4,84.0,2025-05-22T17:18:33.970Z,2025-05-22T17:18:40Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744190623,286,,5744190621,56,Left,5744190643,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828069,165,3,1,16,54,93ohqui2qgqm8408viwmm1ken,1,21.6,16.0,2025-05-22T17:18:33.970Z,2025-05-22T17:35:00Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744190627,56,Back,5744190629,285,,5744190637,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828103,166,1,1,17,0,93ohqui2qgqm8408viwmm1ken,1,56.6,11.3,2025-05-22T17:18:39.507Z,2025-05-22T17:18:43Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744190839,141,30.7,5744190843,213,1.09,5744190837,140,63.1,5744190841,212,14.9,5744190835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828107,167,1,1,17,4,93ohqui2qgqm8408viwmm1ken,1,69.4,33.6,2025-05-22T17:18:43.378Z,2025-05-22T17:18:45Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5744190871,212,11.5,5744190869,141,49.1,5744190873,213,1.16,5744190867,140,73.8,5744190865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828115,168,1,1,17,6,93ohqui2qgqm8408viwmm1ken,1,74.5,49.7,2025-05-22T17:18:45.187Z,2025-05-22T17:18:50Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744190895,56,Center,5744190903,213,0.51,5744190983,4,,5744190897,140,88.2,5744190901,212,16.4,5744190899,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828117,169,1,1,17,8,93ohqui2qgqm8408viwmm1ken,0,94.2,65.8,2025-05-22T17:18:47.210Z,2025-05-22T17:19:11Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5744190939,213,5.01,5744190933,140,95.8,5744190937,212,5.7,5744190931,56,Center,5744190935,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828119,123,61,1,17,9,5mbo4f0vps12dr0fcvjn3wyp5,1,1.8,45.1,2025-05-22T17:18:48.170Z,2025-05-22T17:18:53Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744190945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828125,124,6,1,17,10,5mbo4f0vps12dr0fcvjn3wyp5,0,0.0,41.8,2025-05-22T17:18:49.894Z,2025-05-22T17:18:54Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744191145,233,170,5744190979,56,Back,5744190981,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828137,170,6,1,17,10,93ohqui2qgqm8408viwmm1ken,1,100.0,58.2,2025-05-22T17:18:49.894Z,2025-05-22T17:19:51Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5744191071,73,,5744191109,233,124,5744191067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
