id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2805207699,213,12,1,26,32,46yo78zak2j7kaxc5ak1fnm60,1,5.9,62.0,2025-04-23T17:27:04.238Z,2025-04-25T14:45:28Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5674489903,213,2.61,5674489893,140,0.0,5674489901,212,8.9,5674490001,167,,5674489897,141,68.7,5674489947,15,,5674489887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207711,214,6,1,26,34,46yo78zak2j7kaxc5ak1fnm60,0,1.2,65.4,2025-04-23T17:27:07.032Z,2025-04-25T14:45:57Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5674490059,233,357,5674490009,56,Back,5674490011,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207717,357,6,1,26,34,9zqn9ugvg64it0lr5z8cq4g9v,1,98.8,34.6,2025-04-23T17:27:07.032Z,2025-04-23T17:45:55Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674490051,233,214,5674490041,56,Center,5674490043,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207957,358,1,1,27,5,9zqn9ugvg64it0lr5z8cq4g9v,0,99.5,0.5,2025-04-23T17:27:37.466Z,2025-04-25T14:46:01Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5674491585,6,,5674491601,1,,5674491595,141,56.7,5674491591,56,Center,5677457671,72,,5674491597,212,38.6,5674491589,223,,5674491583,2,,5674491587,155,5674491593,140,94.4,5674491599,213,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,
2805207971,215,12,1,27,7,46yo78zak2j7kaxc5ak1fnm60,1,5.6,44.6,2025-04-23T17:27:39.807Z,2025-04-25T14:46:07Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5674499673,212,7.6,5674499671,141,43.4,5674499669,140,12.8,5674499675,213,6.18,5674491649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208023,216,12,1,27,10,46yo78zak2j7kaxc5ak1fnm60,1,13.6,46.7,2025-04-23T17:27:42.792Z,2025-04-25T14:46:13Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674491927,141,53.1,5674491929,212,59.3,5674491923,56,Center,5674491931,213,0.07,5674491925,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208061,359,1,1,27,15,9zqn9ugvg64it0lr5z8cq4g9v,1,32.3,49.3,2025-04-23T17:27:47.131Z,2025-04-23T17:27:51Z,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,5674492145,212,13.5,5674492141,140,42.2,5674492143,141,36.7,5674492139,56,Back,5674492147,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208105,360,1,1,27,18,9zqn9ugvg64it0lr5z8cq4g9v,1,53.1,32.1,2025-04-23T17:27:51.051Z,2025-04-23T17:27:55Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674492387,140,37.4,5674492393,213,2.63,5674492391,212,18.9,5674492389,141,45.8,5674492385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208141,361,1,1,27,23,9zqn9ugvg64it0lr5z8cq4g9v,1,39.7,49.3,2025-04-23T17:27:55.355Z,2025-04-23T17:28:00Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674492607,212,9.8,5674492609,213,1.59,5674492605,141,63.7,5674492603,140,39.5,5674492601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208159,362,1,1,27,28,9zqn9ugvg64it0lr5z8cq4g9v,1,41.2,64.2,2025-04-23T17:28:00.699Z,2025-04-23T17:28:03Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674492699,140,64.6,5674492703,212,25.4,5674492701,141,54.9,5674492705,213,6.03,5674492697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208197,363,1,1,27,31,9zqn9ugvg64it0lr5z8cq4g9v,1,65.0,57.6,2025-04-23T17:28:03.596Z,2025-04-23T17:28:07Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5674492917,56,Center,5674492919,140,77.7,5674492925,213,0.25,5674492923,212,13.8,5674492921,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208251,364,3,1,27,32,9zqn9ugvg64it0lr5z8cq4g9v,0,78.6,70.9,2025-04-23T17:28:04.163Z,2025-04-25T14:46:48Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5674493215,286,,5674493213,56,Center,5674493473,233,217,5677458321,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208201,217,7,1,27,32,46yo78zak2j7kaxc5ak1fnm60,0,21.4,29.1,2025-04-23T17:28:04.164Z,2025-04-25T14:46:50Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674492935,56,Back,5677458559,385,,5674493465,233,364,5674492937,285,,5677458561,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208307,218,4,1,27,33,46yo78zak2j7kaxc5ak1fnm60,1,19.0,36.0,2025-04-23T17:28:05.327Z,2025-04-25T14:46:53Z,,,,,5674493537,56,Back,5674494063,233,365,5674493541,285,,5674493535,10,,5674493539,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208257,365,4,1,27,33,9zqn9ugvg64it0lr5z8cq4g9v,0,81.0,64.0,2025-04-23T17:28:05.328Z,2025-04-25T14:46:55Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5674494081,233,218,5674493351,286,,5674493347,56,Center,5674493345,10,,5674493349,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208483,219,1,1,28,6,46yo78zak2j7kaxc5ak1fnm60,0,20.9,30.6,2025-04-23T17:28:38.383Z,2025-04-23T17:31:24Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5674494485,141,61.2,5674494483,140,57.8,5674494481,56,Center,5674494489,213,0.49,5674494477,157,,5674494479,152,,5674494475,5,,5674494491,1,,5674503101,189,5674494487,212,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208493,366,1,1,28,7,9zqn9ugvg64it0lr5z8cq4g9v,0,32.3,43.1,2025-04-23T17:28:39.269Z,2025-04-25T14:47:13Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674504673,3,,5674494527,140,55.9,5674494529,141,42.5,5674494525,56,Center,5674494531,212,24.8,5674494533,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208505,220,44,1,28,9,46yo78zak2j7kaxc5ak1fnm60,1,45.0,56.8,2025-04-23T17:28:41.371Z,2025-04-23T17:48:07Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5674494589,56,Back,5674494591,285,,5674494613,233,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208497,367,44,1,28,9,9zqn9ugvg64it0lr5z8cq4g9v,0,55.0,43.2,2025-04-23T17:28:41.372Z,2025-04-23T17:48:07Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5674494553,286,,5674494551,56,Center,5674494621,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208517,221,12,1,28,9,46yo78zak2j7kaxc5ak1fnm60,1,46.0,55.1,2025-04-23T17:28:41.943Z,2025-04-23T17:32:22Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5674494683,141,57.5,5674494681,140,54.4,5674494749,15,,5674494679,56,Center,5674494691,213,0.18,5674494687,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208511,368,44,1,28,10,9zqn9ugvg64it0lr5z8cq4g9v,1,46.8,41.5,2025-04-23T17:28:42.891Z,2025-04-23T17:48:07Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674494627,285,,5674494625,56,Back,5674494785,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208531,222,44,1,28,10,46yo78zak2j7kaxc5ak1fnm60,0,53.2,58.5,2025-04-23T17:28:42.892Z,2025-04-23T17:48:07Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5674494751,56,Center,5674494753,286,,5674494833,233,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208523,369,1,1,28,11,9zqn9ugvg64it0lr5z8cq4g9v,0,45.6,43.1,2025-04-23T17:28:43.819Z,2025-04-23T17:28:44Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674494719,56,Center,5674494725,212,15.7,5674494721,140,57.2,5674494723,141,57.6,5674494717,3,,5674494727,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208563,223,1,1,28,13,46yo78zak2j7kaxc5ak1fnm60,1,44.9,48.2,2025-04-23T17:28:45.888Z,2025-04-23T17:32:34Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674494951,212,6.5,5674494953,213,0.52,5674494947,140,50.3,5674494945,56,Center,5674494943,3,,5674494949,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208571,224,1,1,28,15,46yo78zak2j7kaxc5ak1fnm60,1,50.7,48.5,2025-04-23T17:28:47.776Z,2025-04-23T17:32:36Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5674495009,141,20.4,5674495001,56,Back,5674495005,140,43.4,5674495013,212,20.6,5674495015,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208599,226,1,1,28,17,46yo78zak2j7kaxc5ak1fnm60,1,44.1,20.6,2025-04-23T17:28:49.379Z,2025-04-23T17:32:46Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5674495149,212,15.5,5674495145,140,32.2,5674495143,56,Back,5674495151,213,2.50,5674495147,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805736135,763,1,1,28,21,46yo78zak2j7kaxc5ak1fnm60,1,36.3,27.1,2025-04-23T17:28:53.365Z,2025-04-25T14:48:22Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5677460805,212,8.9,5677460801,140,44.8,5677460803,141,27.4,5677460807,213,0.02,5677460799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805736145,764,1,1,28,22,46yo78zak2j7kaxc5ak1fnm60,1,44.8,27.4,2025-04-23T17:28:54.364Z,2025-04-25T14:48:26Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5677460879,140,33.1,5677460883,212,12.3,5677460881,141,26.2,5677460885,213,3.21,5677460875,156,,5677460877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208637,227,43,1,28,23,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-23T17:28:55.157Z,2025-04-23T17:29:42Z,,,,,5674497727,144,79,5674495295,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208655,228,43,1,28,25,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-23T17:28:57.575Z,2025-04-23T17:29:43Z,,,,,5674497789,144,79,5674495399,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208677,229,1,1,28,25,46yo78zak2j7kaxc5ak1fnm60,1,33.2,29.3,2025-04-23T17:28:57.664Z,2025-04-25T14:47:53Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674495545,56,Back,5674495549,141,28.9,5674495553,213,6.26,5674495551,212,10.6,5674495547,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208687,230,1,1,28,26,46yo78zak2j7kaxc5ak1fnm60,0,26.8,56.7,2025-04-23T17:28:59.104Z,2025-04-23T17:33:08Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5674495597,56,Back,5674495601,141,66.0,5674495603,212,14.6,5674495605,213,0.45,5674495599,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208683,371,1,1,28,29,9zqn9ugvg64it0lr5z8cq4g9v,1,59.1,41.3,2025-04-23T17:29:01.406Z,2025-04-23T17:29:03Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674495577,213,0.74,5674495571,140,65.0,5674495573,141,49.7,5674495569,56,Center,5674495575,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208731,372,1,1,28,31,9zqn9ugvg64it0lr5z8cq4g9v,1,63.7,45.7,2025-04-23T17:29:03.323Z,2025-04-23T17:29:07Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674495829,213,5.63,5674495821,56,Center,5674495823,140,78.4,5674495825,141,28.5,5674495827,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208791,373,1,1,28,35,9zqn9ugvg64it0lr5z8cq4g9v,1,77.6,29.5,2025-04-23T17:29:07.579Z,2025-04-23T17:33:43Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5674496159,213,6.25,5674496143,56,Center,5674496151,141,28.5,5674496155,212,21.2,5674496147,140,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805211519,259,45,1,28,38,46yo78zak2j7kaxc5ak1fnm60,0,2.0,70.6,2025-04-23T17:29:10.300Z,2025-04-23T17:35:33Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5674512445,56,Back,5674513627,233,428,5674512447,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805211607,428,3,1,28,38,9zqn9ugvg64it0lr5z8cq4g9v,1,98.0,29.4,2025-04-23T17:29:10.300Z,2025-04-25T14:48:55Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674513565,286,,5677461513,465,,5674513561,56,Center,5674513613,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805212579,280,83,1,28,38,46yo78zak2j7kaxc5ak1fnm60,0,4.0,65.8,2025-04-23T17:29:10.910Z,2025-04-23T17:35:59Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5674518969,399,8kkbwlif9496fekfraadrws9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805212177,268,45,1,28,39,46yo78zak2j7kaxc5ak1fnm60,0,3.6,64.0,2025-04-23T17:29:11.910Z,2025-04-25T15:48:26Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5674516135,285,,5674516133,56,Back,5674516207,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805212139,444,3,1,28,39,9zqn9ugvg64it0lr5z8cq4g9v,1,96.4,36.0,2025-04-23T17:29:11.910Z,2025-04-25T14:49:13Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674515745,56,Center,5677462007,465,,5674516151,233,268,5674515747,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208795,374,1,1,28,42,9zqn9ugvg64it0lr5z8cq4g9v,0,96.2,32.7,2025-04-23T17:29:14.283Z,2025-04-23T17:35:17Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674496173,213,1.80,5674496169,141,44.6,5674496171,212,8.3,5674496165,56,Center,5674496167,140,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208825,231,12,1,28,44,46yo78zak2j7kaxc5ak1fnm60,1,13.5,54.5,2025-04-23T17:29:16.704Z,2025-04-23T17:29:18Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5674496329,213,1.81,5674496325,141,78.7,5674496321,56,Back,5674496323,140,9.7,5674496327,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208835,232,1,1,28,45,46yo78zak2j7kaxc5ak1fnm60,1,9.1,81.7,2025-04-23T17:29:17.968Z,2025-04-23T17:29:19Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5674496375,213,1.03,5674496371,141,88.4,5674496373,212,5.3,5674496369,140,11.7,5674496367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208869,234,1,1,28,48,46yo78zak2j7kaxc5ak1fnm60,0,9.9,95.7,2025-04-23T17:29:20.833Z,2025-04-23T17:29:21Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5674496545,213,0.27,5674496541,141,100.0,5674496543,212,16.0,5674496537,56,Back,5674496539,140,24.6,5674496547,1,,5674496535,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208873,235,5,1,28,49,46yo78zak2j7kaxc5ak1fnm60,0,24.6,102.0,2025-04-23T17:29:21.382Z,2025-04-23T17:29:23Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5674496695,233,375,5674496567,56,Back,5674496571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208883,375,5,1,28,49,9zqn9ugvg64it0lr5z8cq4g9v,1,75.4,-2.0,2025-04-23T17:29:21.382Z,2025-04-23T17:45:50Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5674496639,56,Right,5674496663,233,235,5674496641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208977,376,1,1,28,54,9zqn9ugvg64it0lr5z8cq4g9v,1,59.0,0.0,2025-04-23T17:29:26.990Z,2025-04-25T14:49:44Z,17jltcnnaha4707duh52hirit,M. Lode,,,5674497219,213,2.26,5674497225,189,,5674497221,1,,5674497211,56,Back,5674497213,140,45.6,5674497215,141,23.1,5674497209,107,,5674497217,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805208979,377,1,1,28,56,9zqn9ugvg64it0lr5z8cq4g9v,1,46.6,25.3,2025-04-23T17:29:28.660Z,2025-04-25T14:49:50Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674497231,140,66.2,5674497233,141,28.5,5674497235,212,20.7,5674497237,213,0.11,5674497229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209003,378,1,1,29,0,9zqn9ugvg64it0lr5z8cq4g9v,1,65.7,27.7,2025-04-23T17:29:32.203Z,2025-04-25T14:49:55Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674497357,212,21.7,5674497355,141,15.2,5674497351,56,Back,5674497353,140,46.7,5674497359,213,3.54,5677463049,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209031,379,1,1,29,2,9zqn9ugvg64it0lr5z8cq4g9v,1,47.4,16.5,2025-04-23T17:29:35.035Z,2025-04-23T17:29:38Z,17jltcnnaha4707duh52hirit,M. Lode,,,5674497497,140,41.1,5674497499,141,46.6,5674497501,212,21.5,5674497503,213,1.88,5674497495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209067,380,1,1,29,6,9zqn9ugvg64it0lr5z8cq4g9v,1,44.8,55.8,2025-04-23T17:29:38.235Z,2025-04-23T17:29:41Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674497703,141,86.3,5674497701,140,55.3,5674497705,212,23.5,5674497707,213,1.08,5674497699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209103,381,1,1,29,9,9zqn9ugvg64it0lr5z8cq4g9v,1,58.4,89.1,2025-04-23T17:29:41.739Z,2025-04-23T17:29:46Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5674497905,212,21.3,5674497903,141,75.3,5674497901,140,40.2,5674497907,213,3.60,5674497899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209121,382,1,1,29,13,9zqn9ugvg64it0lr5z8cq4g9v,1,40.2,75.9,2025-04-23T17:29:45.996Z,2025-04-23T17:29:47Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674498015,56,Center,5674498023,213,6.19,5674498021,212,19.7,5674498019,141,73.2,5674498017,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209131,383,1,1,29,15,9zqn9ugvg64it0lr5z8cq4g9v,1,58.9,73.2,2025-04-23T17:29:47.804Z,2025-04-23T17:29:49Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5674498071,56,Left,5674498073,140,55.4,5674498075,141,92.3,5674498079,213,1.85,5674498077,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209147,384,1,1,29,16,9zqn9ugvg64it0lr5z8cq4g9v,1,55.4,92.1,2025-04-23T17:29:48.924Z,2025-04-23T17:29:52Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5674498161,140,41.7,5674498163,141,84.5,5674498165,212,15.3,5674498159,56,Back,5674498167,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209165,385,1,1,29,19,9zqn9ugvg64it0lr5z8cq4g9v,0,41.7,84.5,2025-04-23T17:29:52.012Z,2025-04-23T17:29:54Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674498267,1,,5674498255,157,,5674498259,140,75.7,5674498261,141,92.4,5674498263,212,36.1,5674498257,56,Left,5674498265,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209187,236,1,1,29,22,46yo78zak2j7kaxc5ak1fnm60,1,29.4,16.1,2025-04-23T17:29:54.672Z,2025-04-23T17:29:56Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674498377,56,Back,5674498383,212,23.6,5674498379,140,10.9,5674498381,141,35.8,5674498385,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209249,238,1,1,29,25,46yo78zak2j7kaxc5ak1fnm60,0,10.9,35.8,2025-04-23T17:29:57.296Z,2025-04-23T17:30:02Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5674498777,213,6.21,5674498767,157,,5674498775,212,49.9,5674498773,141,30.4,5674498771,140,58.3,5674498769,56,Center,5674498779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209245,386,1,1,29,29,9zqn9ugvg64it0lr5z8cq4g9v,1,43.2,65.2,2025-04-23T17:30:01.506Z,2025-04-25T14:50:37Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674498747,56,Back,5677464057,213,0.17,5677464053,141,66.9,5677464051,140,49.6,5677464055,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209271,387,1,1,29,30,9zqn9ugvg64it0lr5z8cq4g9v,1,50.5,74.2,2025-04-23T17:30:02.532Z,2025-04-25T14:50:41Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674498927,212,17.2,5674498929,213,2.71,5674498921,56,Back,5674498923,140,35.6,5674498925,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209303,389,1,1,29,32,9zqn9ugvg64it0lr5z8cq4g9v,1,35.1,83.9,2025-04-23T17:30:04.843Z,2025-04-23T17:30:10Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5674499169,212,29.3,5674499173,213,3.74,5674499161,56,Back,5674499163,140,12.0,5674499165,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209325,390,1,1,29,38,9zqn9ugvg64it0lr5z8cq4g9v,1,12.2,60.0,2025-04-23T17:30:10.125Z,2025-04-23T17:30:13Z,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,5674499279,212,31.1,5674499273,56,Back,5674499271,155,,5674499275,140,31.2,5674499277,141,95.1,5674499281,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805209329,391,50,1,29,41,9zqn9ugvg64it0lr5z8cq4g9v,1,30.5,90.2,2025-04-23T17:30:13.388Z,2025-04-23T19:05:45Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5674499377,233,239,5674499289,285,,5674499287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
