id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2810987823,114,1,1,11,22,1939bnru25svvgv15k2c7tw2y,1,59.4,87.4,2025-05-05T17:22:14.111Z,2025-05-05T17:22:16Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706295453,141,55.8,5706295449,56,Back,5706295457,213,3.79,5706295459,1,,5706295451,140,32.2,5706295455,212,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810987883,116,1,1,11,27,1939bnru25svvgv15k2c7tw2y,1,32.9,53.1,2025-05-05T17:22:18.880Z,2025-05-05T17:22:21Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706295733,212,25.6,5706295731,141,16.1,5706295735,213,4.89,5706295729,140,37.2,5706295727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810987917,117,1,1,11,29,1939bnru25svvgv15k2c7tw2y,0,37.2,15.9,2025-05-05T17:22:21.136Z,2025-05-05T17:22:24Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706295929,1,,5706295927,213,6.05,5706295921,140,44.9,5706295923,141,13.1,5706295919,56,Back,5706295917,157,,5706295925,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810987925,111,61,1,11,34,33hzf6j2rd9r50g2n4agsytkd,1,56.5,95.0,2025-05-05T17:22:25.947Z,2025-05-05T17:22:26Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706295965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810987941,112,5,1,11,35,33hzf6j2rd9r50g2n4agsytkd,0,52.0,101.2,2025-05-05T17:22:26.763Z,2025-05-05T17:22:30Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706296043,56,Left,5706296109,233,118,5706296045,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810987949,118,5,1,11,35,1939bnru25svvgv15k2c7tw2y,1,48.0,-1.2,2025-05-05T17:22:26.763Z,2025-05-05T18:07:04Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706296085,347,,5706296087,233,112,5706296083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988029,119,1,1,11,44,1939bnru25svvgv15k2c7tw2y,1,46.6,0.0,2025-05-05T17:22:35.920Z,2025-05-05T17:22:38Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706296547,213,2.85,5706296537,107,,5706296545,212,14.5,5706296541,140,33.4,5706296539,56,Back,5706296543,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988081,120,1,1,11,46,1939bnru25svvgv15k2c7tw2y,1,33.4,5.2,2025-05-05T17:22:38.304Z,2025-05-05T17:22:45Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706296825,141,50.9,5706296821,56,Back,5706296827,212,31.3,5706296829,213,1.70,5706296823,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988123,121,1,1,11,53,1939bnru25svvgv15k2c7tw2y,1,31.9,61.8,2025-05-05T17:22:45.072Z,2025-05-05T17:22:48Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706297081,141,33.3,5706297083,212,19.4,5706297085,213,4.72,5706297077,56,Back,5706297079,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988147,122,1,1,11,56,1939bnru25svvgv15k2c7tw2y,0,32.1,33.3,2025-05-05T17:22:48.032Z,2025-05-05T17:22:51Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706297275,1,,5706297265,56,Center,5706297263,155,,5706297271,212,56.1,5706297273,213,6.28,5706297269,141,33.0,5706297267,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988173,113,44,1,12,0,33hzf6j2rd9r50g2n4agsytkd,1,14.3,67.3,2025-05-05T17:22:52.540Z,2025-05-05T18:06:41Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706297385,56,Back,5706297439,233,123,5706297391,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988181,123,44,1,12,0,1939bnru25svvgv15k2c7tw2y,0,85.7,32.7,2025-05-05T17:22:52.541Z,2025-05-05T18:06:41Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706297429,286,,5706297427,56,Center,5706297511,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988177,114,11,1,12,1,33hzf6j2rd9r50g2n4agsytkd,1,12.2,70.0,2025-05-05T17:22:53.418Z,2025-05-05T17:22:53Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706297401,88,,5706297399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988229,115,1,1,12,6,33hzf6j2rd9r50g2n4agsytkd,1,12.8,50.9,2025-05-05T17:22:57.851Z,2025-05-05T17:23:00Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706297733,212,12.9,5706297729,140,15.7,5706297731,141,32.4,5706297727,56,Back,5706297725,123,,5706297735,213,4.95,5706297753,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988281,116,1,1,12,12,33hzf6j2rd9r50g2n4agsytkd,1,26.6,33.9,2025-05-05T17:23:03.706Z,2025-05-05T17:23:07Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706298045,56,Back,5706298049,141,62.1,5706298053,213,1.62,5706298047,140,25.7,5706298051,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988301,117,1,1,12,15,33hzf6j2rd9r50g2n4agsytkd,1,29.0,61.1,2025-05-05T17:23:07.083Z,2025-05-05T17:23:10Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706298201,213,4.69,5706298193,56,Back,5706298199,212,13.9,5706298197,141,40.7,5706298195,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988381,118,1,1,12,18,33hzf6j2rd9r50g2n4agsytkd,1,29.3,31.9,2025-05-05T17:23:09.883Z,2025-05-05T17:23:15Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706298543,141,11.4,5706298539,56,Back,5706298541,140,35.2,5706298547,212,15.3,5706298549,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988415,119,1,1,12,24,33hzf6j2rd9r50g2n4agsytkd,1,28.5,19.7,2025-05-05T17:23:15.804Z,2025-05-05T17:23:20Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706298725,212,23.8,5706298719,56,Back,5706298723,141,54.0,5706298721,140,24.1,5706298727,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988443,120,1,1,12,28,33hzf6j2rd9r50g2n4agsytkd,1,29.2,61.7,2025-05-05T17:23:20.427Z,2025-05-05T17:23:24Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706298915,141,89.1,5706298913,140,40.0,5706298911,56,Back,5706298917,212,21.8,5706298919,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988477,121,1,1,12,33,33hzf6j2rd9r50g2n4agsytkd,1,42.3,86.8,2025-05-05T17:23:24.715Z,2025-05-05T17:23:29Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706299123,56,Back,5706299131,213,4.79,5706299129,212,15.6,5706299127,141,63.9,5706299125,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988533,122,1,1,12,37,33hzf6j2rd9r50g2n4agsytkd,1,43.8,59.9,2025-05-05T17:23:29.035Z,2025-05-05T17:23:34Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706299415,141,15.3,5706299421,1,,5706299419,213,5.05,5706299417,212,32.1,5706299411,56,Right,5706299413,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988551,123,1,1,12,43,33hzf6j2rd9r50g2n4agsytkd,1,66.5,14.1,2025-05-05T17:23:34.796Z,2025-05-05T17:23:36Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706299525,141,28.9,5706299529,213,2.16,5706299527,212,12.1,5706299521,56,Center,5706299523,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988571,124,1,1,12,45,33hzf6j2rd9r50g2n4agsytkd,0,64.1,29.5,2025-05-05T17:23:36.795Z,2025-05-05T17:36:29Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706299663,213,0.42,5706299661,212,7.9,5706299655,56,Center,5706299653,155,,5706299659,141,34.3,5706299657,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988575,125,43,1,12,47,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T17:23:38.940Z,2025-05-05T17:36:32Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5706344255,144,44,5706299763,233,124,5706299677,286,0,5706299673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988583,126,43,1,12,47,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T17:23:39.355Z,2025-05-05T17:36:34Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5706299697,3,0,5706299703,141,35.4,5706299699,56,Center,5706299701,140,72.3,5706299705,212,1.6,5706299707,213,0.50,5706344333,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988597,125,1,1,12,47,1939bnru25svvgv15k2c7tw2y,1,20.4,68.9,2025-05-05T17:23:39.440Z,2025-05-05T17:37:03Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706344979,213,0.72,5706344977,212,7.1,5706344973,140,25.5,5706344975,141,75.8,5706299767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988651,127,1,1,12,49,1939bnru25svvgv15k2c7tw2y,1,34.0,81.4,2025-05-05T17:23:40.752Z,2025-05-05T17:37:08Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5706346507,212,6.5,5706346509,213,4.31,5706346501,56,Back,5706346505,141,72.6,5706346503,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988613,126,3,1,12,49,1939bnru25svvgv15k2c7tw2y,1,30.2,70.0,2025-05-05T17:23:41.627Z,2025-05-05T18:06:46Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5706299895,233,127,5706299845,56,Back,5706299847,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988599,127,45,1,12,49,33hzf6j2rd9r50g2n4agsytkd,0,69.8,30.0,2025-05-05T17:23:41.627Z,2025-05-05T18:06:47Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5706299885,233,126,5706299779,56,Center,5706299781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988655,128,1,1,12,53,1939bnru25svvgv15k2c7tw2y,1,29.0,62.4,2025-05-05T17:23:45.616Z,2025-05-05T17:23:48Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5706300081,213,4.71,5706300075,140,28.9,5706300079,212,29.6,5706300077,141,18.9,5706300073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988703,129,1,1,12,56,1939bnru25svvgv15k2c7tw2y,1,29.5,21.0,2025-05-05T17:23:48.096Z,2025-05-05T17:23:52Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706300333,212,16.5,5706300335,213,5.73,5706300329,140,42.9,5706300331,141,8.3,5706300327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988717,130,1,1,13,0,1939bnru25svvgv15k2c7tw2y,1,46.0,8.6,2025-05-05T17:23:52.096Z,2025-05-05T17:23:54Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706300443,140,40.4,5706300445,141,25.2,5706300441,56,Back,5706300447,212,12.7,5706300449,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988739,132,1,1,13,3,1939bnru25svvgv15k2c7tw2y,1,40.7,29.8,2025-05-05T17:23:55.552Z,2025-05-05T17:23:57Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706300551,213,1.84,5706300543,56,Back,5706300547,141,57.8,5706300549,212,19.8,5706300545,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988793,133,1,1,13,5,1939bnru25svvgv15k2c7tw2y,1,33.5,58.7,2025-05-05T17:23:57.152Z,2025-05-05T17:38:04Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706300883,141,81.0,5706300881,140,39.0,5706300887,213,1.21,5706300885,212,16.2,5706300879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988807,134,1,1,13,11,1939bnru25svvgv15k2c7tw2y,1,44.0,71.4,2025-05-05T17:24:02.680Z,2025-05-05T17:38:03Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706301011,213,4.36,5706301005,140,37.6,5706301003,56,Back,5706301009,212,19.3,5706301007,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988837,135,1,1,13,15,1939bnru25svvgv15k2c7tw2y,1,36.8,50.1,2025-05-05T17:24:06.928Z,2025-05-05T17:38:06Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706301199,212,25.5,5706301197,141,14.6,5706301193,56,Back,5706301201,213,5.04,5706301195,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988869,136,1,1,13,16,1939bnru25svvgv15k2c7tw2y,0,44.7,14.6,2025-05-05T17:24:08.338Z,2025-05-05T17:24:10Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706301407,212,60.9,5706301409,213,0.19,5706301401,56,Center,5706301399,155,,5706301403,140,100.0,5706301405,141,31.9,5706301411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988877,128,5,1,13,18,33hzf6j2rd9r50g2n4agsytkd,1,-1.6,66.8,2025-05-05T17:24:10.411Z,2025-05-05T18:07:04Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5706301647,233,137,5706301419,346,,5706301417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810988919,137,5,1,13,18,1939bnru25svvgv15k2c7tw2y,0,101.6,33.2,2025-05-05T17:24:10.411Z,2025-05-05T18:07:05Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706301633,346,,5706301667,233,128,5706301631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989009,129,1,1,13,28,33hzf6j2rd9r50g2n4agsytkd,1,4.7,48.8,2025-05-05T17:24:20.348Z,2025-05-05T17:24:26Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706302207,141,39.4,5706302209,212,7.0,5706302201,124,,5706302215,237,,5706302203,56,Back,5706302205,140,7.4,5706302211,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989053,130,1,1,13,34,33hzf6j2rd9r50g2n4agsytkd,1,20.0,38.5,2025-05-05T17:24:25.964Z,2025-05-05T17:24:31Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706302437,213,1.70,5706302435,212,13.9,5706302431,140,18.3,5706302429,56,Back,5706302433,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989085,131,1,1,13,39,33hzf6j2rd9r50g2n4agsytkd,1,22.8,56.6,2025-05-05T17:24:30.940Z,2025-05-05T17:24:33Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706302583,212,11.5,5706302581,141,39.8,5706302577,56,Back,5706302579,140,24.4,5706302585,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989127,132,1,1,13,41,33hzf6j2rd9r50g2n4agsytkd,1,24.8,33.1,2025-05-05T17:24:33.308Z,2025-05-05T17:24:37Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706302843,213,5.19,5706302841,212,18.3,5706302835,56,Back,5706302837,140,32.9,5706302839,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989157,133,1,1,13,45,33hzf6j2rd9r50g2n4agsytkd,1,29.2,20.7,2025-05-05T17:24:37.211Z,2025-05-05T17:24:40Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706303013,141,53.6,5706303009,56,Back,5706303017,213,1.86,5706303011,140,22.9,5706303015,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989183,134,1,1,13,48,33hzf6j2rd9r50g2n4agsytkd,0,27.5,58.2,2025-05-05T17:24:40.525Z,2025-05-05T17:24:43Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706303183,1,,5706303175,140,70.1,5706303181,213,0.32,5706303173,56,Left,5706303177,141,80.3,5706303179,212,47.2,5706303171,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989205,138,12,1,13,53,1939bnru25svvgv15k2c7tw2y,1,23.1,18.2,2025-05-05T17:24:44.929Z,2025-05-05T17:24:48Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706303285,140,35.8,5706303283,56,Back,5706303291,213,0.03,5706303289,212,13.3,5706303287,141,18.8,5706303309,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989235,139,4,1,13,56,1939bnru25svvgv15k2c7tw2y,1,32.5,19.7,2025-05-05T17:24:48.096Z,2025-05-05T18:06:56Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706303477,56,Back,5706303527,233,135,5706303531,285,,5706303479,152,,5706304259,294,,5706303475,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989231,135,4,1,13,56,33hzf6j2rd9r50g2n4agsytkd,0,67.5,80.3,2025-05-05T17:24:48.097Z,2025-05-05T18:06:56Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5706303515,286,,5706303537,233,139,5706303509,294,,5706303507,13,,5706303511,56,Left,5706303513,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989287,140,1,1,14,0,1939bnru25svvgv15k2c7tw2y,1,30.8,18.3,2025-05-05T17:24:52.064Z,2025-05-05T17:24:55Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706303747,56,Back,5706303749,140,20.5,5706303753,212,16.9,5706303751,141,37.4,5706303743,5,,5706303745,152,,5706303755,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989325,141,1,1,14,3,1939bnru25svvgv15k2c7tw2y,1,21.7,37.9,2025-05-05T17:24:54.864Z,2025-05-05T17:24:58Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706303949,56,Back,5706303953,141,63.4,5706303951,140,24.1,5706303955,212,17.5,5706303957,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989361,142,1,1,14,7,1939bnru25svvgv15k2c7tw2y,1,27.5,68.7,2025-05-05T17:24:58.816Z,2025-05-05T17:25:01Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706304143,140,22.8,5706304149,213,4.47,5706304147,212,20.7,5706304145,141,39.1,5706304141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989375,143,1,1,14,10,1939bnru25svvgv15k2c7tw2y,1,24.3,38.5,2025-05-05T17:25:01.729Z,2025-05-05T17:25:03Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706304203,140,35.3,5706304205,141,32.7,5706304201,56,Back,5706304207,212,12.2,5706304209,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989381,144,1,1,14,11,1939bnru25svvgv15k2c7tw2y,1,35.3,32.7,2025-05-05T17:25:03.168Z,2025-05-05T17:25:04Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706304235,141,51.5,5706304233,140,37.5,5706304239,213,1.39,5706304237,212,13.0,5706304231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989427,145,1,1,14,12,1939bnru25svvgv15k2c7tw2y,1,37.5,51.5,2025-05-05T17:25:04.193Z,2025-05-05T17:25:07Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5706304451,212,24.3,5706304455,213,5.69,5706304443,140,56.7,5706304447,141,31.5,5706304441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989455,146,1,1,14,15,1939bnru25svvgv15k2c7tw2y,1,58.6,35.4,2025-05-05T17:25:07.104Z,2025-05-05T17:25:10Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706304659,213,1.09,5706304657,212,35.8,5706304651,56,Left,5706304653,140,74.4,5706304655,141,82.1,5706304661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989459,147,43,1,14,18,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-05T17:25:10.162Z,2025-05-05T17:25:33Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706304681,185,0,5706305799,144,12,5706304683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989483,148,1,1,14,20,1939bnru25svvgv15k2c7tw2y,0,78.5,79.5,2025-05-05T17:25:12.354Z,2025-05-05T17:38:29Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706307425,140,97.4,5706307427,141,46.2,5706307431,213,5.43,5706307429,212,30.1,5706307421,2,,5706307423,155,,5706304833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989477,136,43,1,14,21,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T17:25:13.051Z,2025-05-05T17:25:58Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706305177,179,0,5706305175,177,0,5706304799,182,0,5706304801,56,Back,5706307283,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989645,138,1,1,14,36,33hzf6j2rd9r50g2n4agsytkd,1,14.4,44.3,2025-05-05T17:25:28.509Z,2025-05-05T17:25:33Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706305829,123,,5706305831,56,Back,5706305837,212,9.5,5706305839,213,5.47,5706305833,140,20.6,5706305835,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989683,139,1,1,14,41,33hzf6j2rd9r50g2n4agsytkd,1,23.7,38.5,2025-05-05T17:25:33.628Z,2025-05-05T17:25:38Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706306043,213,1.37,5706306041,212,13.7,5706306035,56,Back,5706306039,141,58.2,5706306037,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989719,140,1,1,14,46,33hzf6j2rd9r50g2n4agsytkd,1,28.6,66.1,2025-05-05T17:25:38.556Z,2025-05-05T17:25:41Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706306257,141,90.9,5706306259,212,22.0,5706306249,56,Back,5706306253,140,42.1,5706306261,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989789,141,1,1,14,49,33hzf6j2rd9r50g2n4agsytkd,1,44.7,91.7,2025-05-05T17:25:41.356Z,2025-05-05T17:25:47Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706306643,141,93.6,5706306649,1,,5706306647,213,0.03,5706306637,155,,5706306645,212,45.2,5706306641,140,87.7,5706306639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989807,142,3,1,14,56,33hzf6j2rd9r50g2n4agsytkd,1,88.3,92.1,2025-05-05T17:25:47.804Z,2025-05-05T18:06:47Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706306739,286,,5706306781,233,149,5706306737,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989809,149,45,1,14,56,1939bnru25svvgv15k2c7tw2y,0,11.7,7.9,2025-05-05T17:25:47.804Z,2025-05-05T18:06:47Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706306747,56,Back,5706306749,285,,5706306789,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989827,143,1,1,14,57,33hzf6j2rd9r50g2n4agsytkd,1,84.0,89.0,2025-05-05T17:25:49.420Z,2025-05-05T17:25:51Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706306851,212,11.9,5706306847,140,76.7,5706306849,141,75.6,5706306853,213,4.01,5706306845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989855,144,1,1,14,59,33hzf6j2rd9r50g2n4agsytkd,1,76.1,74.7,2025-05-05T17:25:50.828Z,2025-05-05T17:25:53Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706307035,56,Center,5706307041,212,7.0,5706307043,213,4.26,5706307037,140,73.2,5706307039,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810989867,145,1,1,15,2,33hzf6j2rd9r50g2n4agsytkd,0,74.3,72.0,2025-05-05T17:25:53.708Z,2025-05-05T17:25:54Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706307085,2,,5706307095,212,36.7,5706307087,155,,5706307093,141,38.6,5706307089,56,Center,5706307097,213,5.61,5706307099,1,,5706307091,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
