id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId
2804407235,101,1,1,10,6,czkf5t3ai00ghwbga03i5aqxw,0,12.7,53.7,2025-04-21T12:10:41.534Z,2025-04-21T12:10:47Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,5669956067,140,69.5,5669956071,212,66.4,5669956069,141,96.6,5669956063,157,,5669956065,56,Left,5669956075,1,,5669956073,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407287,102,12,1,10,15,czkf5t3ai00ghwbga03i5aqxw,1,87.3,93.0,2025-04-21T12:10:50.103Z,2025-04-21T12:10:53Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5669956439,56,Left,5669956441,140,87.3,5669956447,213,4.71,5669956443,141,92.6,5669956445,212,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407275,131,12,1,10,15,33hzf6j2rd9r50g2n4agsytkd,1,36.1,6.2,2025-04-21T12:10:50.155Z,2025-04-21T12:10:52Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669956367,212,21.8,5669956363,140,15.6,5669956365,141,11.6,5669956369,213,2.97,5669956361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407283,132,45,1,10,17,33hzf6j2rd9r50g2n4agsytkd,0,16.1,12.9,2025-04-21T12:10:51.687Z,2025-04-21T12:54:52Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669956403,56,Back,5669956405,285,,5669993141,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804413713,224,3,1,10,17,czkf5t3ai00ghwbga03i5aqxw,1,83.9,87.1,2025-04-21T12:10:51.687Z,2025-04-21T12:54:52Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669993135,286,,5669993133,56,Left,5669993137,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407289,103,1,1,10,18,czkf5t3ai00ghwbga03i5aqxw,0,87.4,90.8,2025-04-21T12:10:53.062Z,2025-04-21T12:24:45Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669956469,212,2.2,5669956467,141,88.6,5669956465,140,85.9,5669956463,56,Left,5669956471,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407361,133,61,1,10,19,33hzf6j2rd9r50g2n4agsytkd,1,20.0,13.4,2025-04-21T12:10:53.682Z,2025-04-21T12:24:40Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669956917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407329,104,6,1,10,21,czkf5t3ai00ghwbga03i5aqxw,1,80.2,86.6,2025-04-21T12:10:56.243Z,2025-04-21T12:58:56Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669956815,56,Left,5669957033,233,134,5669956817,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407369,134,6,1,10,21,33hzf6j2rd9r50g2n4agsytkd,0,19.8,13.4,2025-04-21T12:10:56.243Z,2025-04-21T12:58:57Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669956979,73,,5669994719,233,104,5669956975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407695,105,1,1,10,56,czkf5t3ai00ghwbga03i5aqxw,0,99.5,99.5,2025-04-21T12:11:31.518Z,2025-04-21T12:11:36Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5669958999,213,4.61,5669958991,56,Center,5669959001,1,,5669958983,2,,5669958997,212,37.4,5669958985,6,,5669958989,223,,5669958993,140,95.8,5669958987,155,5669958995,141,,,,,,44.8,,,,,,,,,,,,,
2804407701,135,12,1,11,2,33hzf6j2rd9r50g2n4agsytkd,1,6.4,58.8,2025-04-21T12:11:37.210Z,2025-04-21T12:11:42Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669959057,141,76.6,5669959059,212,15.2,5669959061,213,0.92,5669959053,56,Back,5669959077,15,,5669959055,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407745,106,1,1,11,5,czkf5t3ai00ghwbga03i5aqxw,0,97.8,15.3,2025-04-21T12:11:39.902Z,2025-04-21T12:11:43Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5669959349,140,97.8,5669959405,236,,5669959347,56,Right,5669959411,286,,5669959355,213,1.57,5669959353,212,1.4,5669959407,233,136,5669959345,155,,5669959343,2,5669959351,141,,,,,,17.4,,,,,,,,,,,,,
2804407749,136,12,1,11,5,33hzf6j2rd9r50g2n4agsytkd,1,4.9,82.4,2025-04-21T12:11:40.002Z,2025-04-21T12:58:54Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669959435,233,106,5669959385,56,Back,5669959383,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407773,107,5,1,11,8,czkf5t3ai00ghwbga03i5aqxw,1,94.2,-1.3,2025-04-21T12:11:42.991Z,2025-04-21T14:51:32Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5670615845,347,,5670617783,233,137,5669959605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407759,137,5,1,11,8,33hzf6j2rd9r50g2n4agsytkd,0,5.8,101.3,2025-04-21T12:11:42.991Z,2025-04-21T14:51:32Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669959469,56,Back,5670615955,347,,5670617815,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407849,108,1,1,11,17,czkf5t3ai00ghwbga03i5aqxw,1,96.6,0.0,2025-04-21T12:11:52.365Z,2025-04-21T14:51:28Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5670617631,141,9.2,5670617627,107,,5670617629,140,90.6,5669961001,189,,5670617635,213,2.29,5669960029,56,Right,5670617633,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407853,109,1,1,11,18,czkf5t3ai00ghwbga03i5aqxw,1,82.8,29.5,2025-04-21T12:11:52.902Z,2025-04-21T12:12:01Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5669960075,141,45.4,5669960073,140,70.5,5669960071,56,Center,5669960079,212,16.8,5669960083,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407857,110,1,1,11,18,czkf5t3ai00ghwbga03i5aqxw,0,81.6,37.0,2025-04-21T12:11:53.470Z,2025-04-21T12:12:00Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5669960133,213,0.16,5669960129,141,40.7,5669960125,56,Center,5669960131,212,15.5,5669960127,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407979,139,1,1,11,33,33hzf6j2rd9r50g2n4agsytkd,1,13.8,52.5,2025-04-21T12:12:07.706Z,2025-04-21T12:12:10Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5669960863,123,,5669960865,56,Back,5669960873,213,0.75,5669960867,140,19.6,5669960871,212,8.3,5669960869,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408003,140,1,1,11,35,33hzf6j2rd9r50g2n4agsytkd,1,27.0,63.7,2025-04-21T12:12:10.538Z,2025-04-21T12:12:13Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5669961013,140,32.7,5669961015,141,83.9,5669961017,212,15.0,5669961019,213,1.16,5669961011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408021,141,1,1,11,38,33hzf6j2rd9r50g2n4agsytkd,1,30.0,89.7,2025-04-21T12:12:13.291Z,2025-04-21T12:12:15Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,5669961163,140,22.6,5669961165,141,75.3,5669961167,212,12.5,5669961169,213,4.04,5669961161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408045,142,1,1,11,40,33hzf6j2rd9r50g2n4agsytkd,1,24.4,75.0,2025-04-21T12:12:15.595Z,2025-04-21T12:12:18Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669961321,212,18.0,5669961317,140,34.5,5669961319,141,53.7,5669961315,56,Back,5669961323,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408065,143,1,1,11,44,33hzf6j2rd9r50g2n4agsytkd,1,35.0,50.7,2025-04-21T12:12:18.682Z,2025-04-21T12:12:21Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5669961429,212,24.0,5669961421,140,40.6,5669961431,213,4.96,5669961425,141,16.5,5669961419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408123,145,1,1,11,50,33hzf6j2rd9r50g2n4agsytkd,1,57.4,18.0,2025-04-21T12:12:24.923Z,2025-04-21T12:12:27Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669961715,56,Right,5669961723,213,5.47,5669961717,140,66.1,5669961721,212,13.3,5669961719,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408157,146,1,1,11,52,33hzf6j2rd9r50g2n4agsytkd,1,65.9,4.7,2025-04-21T12:12:27.323Z,2025-04-21T12:20:22Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669961933,140,46.5,5669961935,141,14.3,5669961937,212,21.4,5669961939,213,2.83,5669961931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408179,147,1,1,11,56,33hzf6j2rd9r50g2n4agsytkd,1,56.6,19.5,2025-04-21T12:12:31.147Z,2025-04-21T12:12:34Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669962089,56,Right,5669962091,140,58.9,5669962093,141,5.8,5669962095,212,9.6,5669962097,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408221,148,1,1,11,59,33hzf6j2rd9r50g2n4agsytkd,1,56.7,13.7,2025-04-21T12:12:34.234Z,2025-04-21T12:20:24Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669962345,141,19.7,5669962343,140,43.6,5669962347,212,14.3,5669962341,56,Back,5669962349,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408249,149,1,1,12,3,33hzf6j2rd9r50g2n4agsytkd,1,47.8,22.4,2025-04-21T12:12:38.218Z,2025-04-21T12:12:41Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669962509,56,Back,5669962511,140,32.9,5669962513,141,44.6,5669962515,212,21.7,5669962517,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408275,150,1,1,12,6,33hzf6j2rd9r50g2n4agsytkd,1,32.4,44.6,2025-04-21T12:12:41.626Z,2025-04-21T12:12:44Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669962671,140,21.3,5669962669,56,Back,5669962675,212,11.7,5669962673,141,46.3,5669962677,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408301,151,1,1,12,9,33hzf6j2rd9r50g2n4agsytkd,1,25.9,40.3,2025-04-21T12:12:43.931Z,2025-04-21T12:12:46Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5669962823,212,16.8,5669962819,140,31.4,5669962825,213,5.06,5669962821,141,17.1,5669962817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408325,152,1,1,12,11,33hzf6j2rd9r50g2n4agsytkd,1,33.0,17.1,2025-04-21T12:12:46.570Z,2025-04-21T12:12:49Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669962965,56,Right,5669962963,155,,5669962973,213,6.21,5669962967,140,60.9,5669962971,212,29.4,5669962969,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408343,153,1,1,12,12,33hzf6j2rd9r50g2n4agsytkd,0,60.9,14.0,2025-04-21T12:12:47.370Z,2025-04-21T12:23:30Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669963025,3,,5669963035,141,24.6,5669963033,140,68.5,5669963031,56,Center,5669963039,213,0.73,5669963037,212,10.8,5669963029,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408361,112,1,1,12,14,czkf5t3ai00ghwbga03i5aqxw,1,41.6,69.9,2025-04-21T12:12:49.525Z,2025-04-21T12:12:53Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5669963145,141,93.3,5669963149,213,1.73,5669963141,140,39.1,5669963137,56,Back,5669963147,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408413,113,1,1,12,15,czkf5t3ai00ghwbga03i5aqxw,1,39.1,93.0,2025-04-21T12:12:50.629Z,2025-04-21T12:13:02Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669963579,212,9.1,5669963577,141,79.7,5669963581,213,4.77,5669963575,140,39.6,5669963573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408423,114,1,1,12,25,czkf5t3ai00ghwbga03i5aqxw,1,34.2,65.1,2025-04-21T12:12:59.912Z,2025-04-21T12:13:05Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5669963671,140,27.1,5669963675,212,9.4,5669963669,56,Back,5669963673,141,73.5,5669963677,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408437,115,1,1,12,28,czkf5t3ai00ghwbga03i5aqxw,1,28.0,73.3,2025-04-21T12:13:02.949Z,2025-04-21T12:13:07Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5669963781,141,96.3,5669963779,140,37.8,5669963777,56,Back,5669963785,213,0.99,5669963783,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408461,116,1,1,12,30,czkf5t3ai00ghwbga03i5aqxw,1,38.4,95.4,2025-04-21T12:13:05.534Z,2025-04-21T12:13:10Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669963961,140,44.4,5669963963,141,94.2,5669963965,212,6.4,5669963959,56,Back,5669963967,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408463,117,1,1,12,33,czkf5t3ai00ghwbga03i5aqxw,0,44.4,94.2,2025-04-21T12:13:08.358Z,2025-04-21T12:13:11Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5669963981,212,4.4,5669963979,141,87.8,5669963977,140,44.5,5669963983,213,4.74,5669963975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408477,154,1,1,12,34,33hzf6j2rd9r50g2n4agsytkd,1,60.5,12.8,2025-04-21T12:13:09.306Z,2025-04-21T12:24:22Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5669964057,56,Right,5669964067,213,4.91,5669964059,140,61.1,5669964065,212,3.2,5669964063,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408527,157,1,1,12,35,33hzf6j2rd9r50g2n4agsytkd,0,61.1,6.5,2025-04-21T12:13:10.114Z,2025-04-21T12:22:47Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669964281,212,4.9,5669964279,141,11.1,5669964277,140,64.7,5669964275,56,Right,5669964283,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408541,119,1,1,12,36,czkf5t3ai00ghwbga03i5aqxw,1,37.5,92.0,2025-04-21T12:13:11.277Z,2025-04-21T12:13:17Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669964353,141,84.1,5669964349,140,54.6,5669964363,213,5.99,5669964359,212,18.7,5669964345,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408485,155,43,1,12,38,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-21T12:13:13.003Z,2025-04-21T12:22:11Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669988439,144,61,5669964101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408519,156,43,1,12,39,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-21T12:13:13.675Z,2025-04-21T12:13:18Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669964237,56,Right,5669964389,144,7,5669964239,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408565,120,1,1,12,40,czkf5t3ai00ghwbga03i5aqxw,1,69.6,69.7,2025-04-21T12:13:15.102Z,2025-04-21T12:13:20Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5669964491,141,57.9,5669964489,140,75.5,5669964493,212,10.1,5669964495,213,5.37,5669964487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408571,121,1,1,12,43,czkf5t3ai00ghwbga03i5aqxw,1,76.9,57.9,2025-04-21T12:13:17.982Z,2025-04-21T12:24:42Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5669964517,56,Center,5669966423,213,4.77,5669966421,212,5.4,5669966417,140,77.2,5669966419,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408613,122,1,1,12,46,czkf5t3ai00ghwbga03i5aqxw,0,90.3,29.1,2025-04-21T12:13:21.623Z,2025-04-21T12:30:07Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5670005275,155,,5669964769,212,16.9,5669964763,56,Center,5669964771,213,1.15,5669964765,140,96.9,5669964767,141,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408651,158,41,1,12,52,33hzf6j2rd9r50g2n4agsytkd,0,4.2,48.2,2025-04-21T12:13:27.370Z,2025-04-21T12:24:49Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5669964989,213,5.60,5669964987,212,16.3,5669964983,140,16.2,5669964985,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408667,123,13,1,12,52,czkf5t3ai00ghwbga03i5aqxw,1,83.9,65.0,2025-04-21T12:13:27.645Z,2025-04-21T13:02:19Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669965945,102,43.7,5669965067,22,,5670081695,64,,5669965953,230,97.8,5669965955,231,52.7,5669965947,103,76.4,5669965949,328,,5670081697,81,,5669965071,56,5669965443,72,5669965951,458,,,Center,,,,,,,,,,,,,,
2804408681,124,5,1,12,54,czkf5t3ai00ghwbga03i5aqxw,0,100.8,49.0,2025-04-21T12:13:29.407Z,2025-04-21T12:59:13Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669965123,346,,5669965121,56,Center,5669965501,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408671,159,5,1,12,54,33hzf6j2rd9r50g2n4agsytkd,1,-0.8,51.0,2025-04-21T12:13:29.407Z,2025-04-21T12:59:13Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5669965451,346,,5669965087,56,Back,5669965495,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408923,160,1,1,13,18,33hzf6j2rd9r50g2n4agsytkd,1,4.5,51.2,2025-04-21T12:13:53.418Z,2025-04-21T12:13:59Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5669966733,237,,5669966729,213,0.99,5669966721,56,Back,5669966723,140,10.9,5669966725,141,66.4,5669966719,124,,5669966727,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408955,161,1,1,13,24,33hzf6j2rd9r50g2n4agsytkd,1,29.0,68.2,2025-04-21T12:13:59.611Z,2025-04-21T12:14:03Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669966941,141,88.1,5669966939,140,34.5,5669966937,56,Back,5669966943,212,14.7,5669966945,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408963,162,1,1,13,25,33hzf6j2rd9r50g2n4agsytkd,0,41.6,87.8,2025-04-21T12:14:00.595Z,2025-04-21T12:29:51Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,5669966981,141,73.5,5669966979,140,61.6,5669966985,213,5.85,5669966983,212,23.1,5669966975,155,,5669966977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408957,125,8,1,13,26,czkf5t3ai00ghwbga03i5aqxw,1,32.9,24.4,2025-04-21T12:14:01.398Z,2025-04-21T12:14:03Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5669966955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409001,127,1,1,13,29,czkf5t3ai00ghwbga03i5aqxw,1,33.5,27.1,2025-04-21T12:14:04.206Z,2025-04-21T12:14:07Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669967171,213,5.10,5669967167,212,9.8,5669967161,56,Back,5669967163,140,37.0,5669967165,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409019,128,1,1,13,30,czkf5t3ai00ghwbga03i5aqxw,1,37.0,13.8,2025-04-21T12:14:05.062Z,2025-04-21T12:14:09Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5669967255,140,28.9,5669967253,56,Back,5669967261,213,2.91,5669967257,141,16.8,5669967259,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409039,129,1,1,13,32,czkf5t3ai00ghwbga03i5aqxw,1,28.9,16.8,2025-04-21T12:14:07.230Z,2025-04-21T12:14:11Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5669967351,140,23.5,5669967357,213,2.00,5669967353,141,35.1,5669967349,56,Back,5669967355,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409079,130,1,1,13,34,czkf5t3ai00ghwbga03i5aqxw,1,23.6,36.7,2025-04-21T12:14:09.318Z,2025-04-21T12:14:18Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5669967617,213,0.99,5669967603,155,,5669967605,56,Back,5669967621,1,,5669967609,141,86.9,5669967607,140,44.9,5669967613,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409105,131,1,1,13,41,czkf5t3ai00ghwbga03i5aqxw,1,61.7,87.2,2025-04-21T12:14:15.725Z,2025-04-21T12:14:21Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669967771,212,10.9,5669967767,140,53.3,5669967769,141,77.9,5669967765,56,Center,5669967775,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409125,132,1,1,13,44,czkf5t3ai00ghwbga03i5aqxw,1,47.7,81.7,2025-04-21T12:14:18.828Z,2025-04-21T12:14:25Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5669967965,140,36.9,5669967963,56,Back,5669967971,213,3.78,5669967967,141,69.4,5669967969,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409153,133,1,1,13,47,czkf5t3ai00ghwbga03i5aqxw,1,35.0,65.8,2025-04-21T12:14:22.598Z,2025-04-21T12:14:28Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5669968149,1,,5669968139,56,Right,5669968141,140,67.9,5669968137,155,,5669968147,213,5.45,5669968143,141,9.8,5669968145,212,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409173,134,1,1,13,51,czkf5t3ai00ghwbga03i5aqxw,1,71.6,16.1,2025-04-21T12:14:25.975Z,2025-04-21T12:14:30Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5669968291,56,Center,5669968299,213,1.15,5669968297,212,10.6,5669968295,141,30.4,5669968293,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409205,135,1,1,13,53,czkf5t3ai00ghwbga03i5aqxw,1,73.4,34.0,2025-04-21T12:14:28.383Z,2025-04-21T12:14:33Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5669968485,141,36.4,5669968483,140,81.0,5669968487,212,8.1,5669968481,56,Center,5669968489,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409227,136,1,1,13,56,czkf5t3ai00ghwbga03i5aqxw,1,73.0,44.0,2025-04-21T12:14:31.293Z,2025-04-21T12:14:36Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5669968637,213,1.37,5669968629,56,Center,5669968635,212,20.6,5669968633,141,73.6,5669968631,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409239,137,1,1,13,59,czkf5t3ai00ghwbga03i5aqxw,0,80.0,71.4,2025-04-21T12:14:33.981Z,2025-04-21T12:14:37Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669968711,212,13.1,5669968703,155,,5669968705,56,Center,5669968709,141,59.1,5669968701,2,,5669968707,140,89.6,5669968713,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409257,163,12,1,14,4,33hzf6j2rd9r50g2n4agsytkd,1,13.2,42.1,2025-04-21T12:14:38.843Z,2025-04-21T12:14:53Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669968803,213,5.57,5669968795,56,Back,5669968801,212,26.8,5669968799,141,16.4,5669968815,15,,5669968797,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409323,138,1,1,14,5,czkf5t3ai00ghwbga03i5aqxw,1,71.1,94.2,2025-04-21T12:14:40.133Z,2025-04-21T12:14:48Z,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,5669969227,56,Left,5669969229,140,61.9,5669969237,213,3.50,5669969233,141,88.9,5669969235,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409383,139,1,1,14,10,czkf5t3ai00ghwbga03i5aqxw,1,62.9,73.9,2025-04-21T12:14:45.590Z,2025-04-21T12:14:54Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669969631,141,75.0,5669969627,56,Center,5669969629,140,52.8,5669969635,213,3.07,5669969633,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804409473,142,1,1,14,18,czkf5t3ai00ghwbga03i5aqxw,1,58.5,66.7,2025-04-21T12:14:53.376Z,2025-04-21T12:14:59Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5669969927,212,51.4,5669969931,1,,5669969925,141,8.3,5669969919,155,,5669969923,140,89.6,5669969921,56,Right,5669969929,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,
