id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2805196731,109,1,1,9,17,spvvjmk37iid7hsky9g3nce7,0,44.8,23.6,2025-04-23T17:10:27.115Z,2025-04-23T17:10:27Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674427095,155,,5674427113,213,0.29,5674427115,1,,5674427103,140,81.6,5674427107,141,40.3,5674427099,56,Center,5674427111,212,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196735,75,1,1,9,18,6i936isoyj6d0uuxdj537uc97,0,21.3,67.8,2025-04-23T17:10:27.800Z,2025-04-23T17:43:24Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5674427133,3,,5674427137,140,33.7,5674427141,212,13.2,5674427135,56,Back,5674427139,141,64.2,5674427143,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805716205,1035,61,1,9,18,spvvjmk37iid7hsky9g3nce7,1,63.5,28.5,2025-04-23T17:10:27.929Z,2025-04-25T13:23:01Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5677342069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196779,76,1,1,9,20,6i936isoyj6d0uuxdj537uc97,1,33.6,70.2,2025-04-23T17:10:29.248Z,2025-04-23T17:10:32Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5674427329,213,5.70,5674427321,56,Back,5674427323,140,46.5,5674427327,212,16.2,5674427325,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196769,110,83,1,9,21,spvvjmk37iid7hsky9g3nce7,0,51.6,40.3,2025-04-23T17:10:30.779Z,2025-04-23T17:10:42Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674428033,399,8uzx6yb66zjn0ke2rwqlg7wus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196797,77,1,1,9,22,6i936isoyj6d0uuxdj537uc97,1,41.2,56.4,2025-04-23T17:10:31.983Z,2025-04-23T17:10:33Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674427401,141,58.2,5674427399,140,29.1,5674427405,213,3.05,5674427397,56,Back,5674427403,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196817,78,1,1,9,24,6i936isoyj6d0uuxdj537uc97,0,29.1,58.2,2025-04-23T17:10:33.329Z,2025-04-23T17:10:35Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5674427501,212,4.3,5674427495,56,Back,5674427493,155,,5674427497,140,32.8,5674427499,141,60.9,5674427503,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196857,111,1,1,9,29,spvvjmk37iid7hsky9g3nce7,0,42.6,25.5,2025-04-23T17:10:38.890Z,2025-04-23T17:10:39Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674427759,1,,5674427751,212,40.8,5674427743,140,81.2,5674427747,141,19.2,5674427735,157,,5674427739,56,Right,5674427755,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805196967,79,1,1,9,33,6i936isoyj6d0uuxdj537uc97,1,16.7,86.0,2025-04-23T17:10:42.800Z,2025-04-23T17:10:47Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5674428391,141,56.1,5674428387,56,Back,5674428389,140,5.2,5674428393,212,23.6,5674428395,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197017,80,1,1,9,37,6i936isoyj6d0uuxdj537uc97,0,9.4,55.5,2025-04-23T17:10:46.962Z,2025-04-23T17:10:51Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5674428719,140,67.8,5674428711,157,,5674428729,213,6.08,5674428727,212,62.6,5674428715,56,Center,5674428723,141,36.9,5674428733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197021,112,44,1,9,41,spvvjmk37iid7hsky9g3nce7,1,32.3,63.0,2025-04-23T17:10:50.538Z,2025-04-23T17:10:53Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674428743,56,Back,5674428745,285,,5674428833,233,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197023,81,44,1,9,41,6i936isoyj6d0uuxdj537uc97,0,67.7,37.0,2025-04-23T17:10:50.539Z,2025-04-23T17:59:02Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674428759,56,Center,5674428761,286,,5674428841,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197029,113,12,1,9,42,spvvjmk37iid7hsky9g3nce7,1,32.7,63.0,2025-04-23T17:10:51.242Z,2025-04-23T17:10:52Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674428783,141,63.0,5674428787,213,3.14,5674428785,212,1.1,5674428781,140,31.7,5674428789,15,,5674428779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197071,82,8,1,9,45,6i936isoyj6d0uuxdj537uc97,1,51.4,41.0,2025-04-23T17:10:54.640Z,2025-04-25T13:25:13Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,,5677345531,385,,5674429019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197275,115,1,1,9,50,spvvjmk37iid7hsky9g3nce7,1,11.1,8.2,2025-04-23T17:10:59.434Z,2025-04-23T17:11:12Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5674430225,56,Back,5674430233,213,1.83,5674430227,140,5.4,5674430229,141,41.6,5674430231,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197317,116,1,1,10,3,spvvjmk37iid7hsky9g3nce7,1,10.1,50.0,2025-04-23T17:11:12.458Z,2025-04-23T17:11:14Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5674430495,140,19.7,5674430493,56,Back,5674430497,141,86.2,5674430501,213,1.18,5674430499,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197345,117,1,1,10,5,spvvjmk37iid7hsky9g3nce7,1,18.7,86.6,2025-04-23T17:11:14.683Z,2025-04-23T17:11:17Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674430641,140,8.3,5674430639,56,Back,5674430647,213,3.90,5674430643,141,71.4,5674430645,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197387,118,1,1,10,8,spvvjmk37iid7hsky9g3nce7,1,8.2,70.6,2025-04-23T17:11:17.195Z,2025-04-23T17:11:20Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674430823,212,12.6,5674430817,56,Back,5674430825,213,1.35,5674430819,140,10.8,5674430821,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197449,119,1,1,10,10,spvvjmk37iid7hsky9g3nce7,1,10.8,92.6,2025-04-23T17:11:19.995Z,2025-04-23T17:11:25Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674431259,213,0.03,5674431251,140,39.4,5674431247,56,Back,5674431255,141,94.1,5674431257,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197459,120,3,1,10,15,spvvjmk37iid7hsky9g3nce7,0,37.3,95.2,2025-04-23T17:11:24.592Z,2025-04-25T13:26:29Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674431293,56,Back,5674431345,233,83,5677347977,465,,5674431295,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197445,83,7,1,10,15,6i936isoyj6d0uuxdj537uc97,1,62.7,4.8,2025-04-23T17:11:24.593Z,2025-04-25T13:26:32Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5677348157,385,,5674431315,285,,5674431311,233,120,5674431225,167,,5677348159,178,,5674431227,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197457,84,5,1,10,16,6i936isoyj6d0uuxdj537uc97,0,67.0,-1.8,2025-04-23T17:11:25.650Z,2025-04-23T17:11:32Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5674431447,233,121,5674431291,347,,5674431289,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197479,121,5,1,10,16,spvvjmk37iid7hsky9g3nce7,1,33.0,101.8,2025-04-23T17:11:25.650Z,2025-04-23T17:39:59Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674431393,347,,5674431429,233,84,5674431391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197605,122,1,1,10,22,spvvjmk37iid7hsky9g3nce7,1,38.7,100.0,2025-04-23T17:11:31.883Z,2025-04-23T17:11:36Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674431983,141,92.6,5674431987,213,3.50,5674431985,212,17.6,5674431977,56,Back,5674431973,107,,5674431979,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197617,123,1,1,10,27,spvvjmk37iid7hsky9g3nce7,1,27.7,86.0,2025-04-23T17:11:36.698Z,2025-04-23T17:11:37Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674432061,140,36.1,5674432065,212,10.0,5674432067,213,5.79,5674432059,56,Back,5674432063,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197645,124,1,1,10,28,spvvjmk37iid7hsky9g3nce7,1,36.2,79.0,2025-04-23T17:11:37.563Z,2025-04-23T17:11:40Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674432241,56,Back,5674432249,141,86.5,5674432253,212,10.3,5674432257,213,2.62,5674432245,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197703,125,1,1,10,31,spvvjmk37iid7hsky9g3nce7,1,30.3,83.5,2025-04-23T17:11:40.554Z,2025-04-23T17:11:47Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674432703,212,12.6,5674432705,213,6.04,5674432699,140,42.0,5674432697,56,Back,5674432701,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197755,126,1,1,10,37,spvvjmk37iid7hsky9g3nce7,1,42.4,84.7,2025-04-23T17:11:47.114Z,2025-04-23T17:11:51Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674433025,141,41.0,5674433023,140,31.5,5674433027,212,31.8,5674433021,56,Back,5674433029,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197761,85,45,1,10,42,6i936isoyj6d0uuxdj537uc97,0,58.2,71.2,2025-04-23T17:11:51.163Z,2025-04-23T17:58:57Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5674433337,285,,5674433061,56,Center,5674433455,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197781,127,3,1,10,42,spvvjmk37iid7hsky9g3nce7,1,41.8,28.8,2025-04-23T17:11:51.163Z,2025-04-25T13:27:30Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674433157,56,Back,5677350207,464,,5674433159,286,,5674433411,233,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197797,128,1,1,10,44,spvvjmk37iid7hsky9g3nce7,1,58.4,33.7,2025-04-23T17:11:53.147Z,2025-04-23T17:11:55Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674433279,141,20.4,5674433281,212,12.9,5674433283,213,5.51,5674433275,56,Right,5674433277,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197807,129,1,1,10,45,spvvjmk37iid7hsky9g3nce7,0,65.6,12.6,2025-04-23T17:11:54.922Z,2025-04-23T17:11:56Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5674433379,141,16.2,5674433383,213,0.12,5674433375,56,Right,5674433381,212,19.8,5674433377,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197835,130,83,1,10,49,spvvjmk37iid7hsky9g3nce7,0,84.5,13.8,2025-04-23T17:11:58.699Z,2025-04-23T17:12:04Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5674433799,399,b248ue8bteo0awvp627dokd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197851,87,1,1,10,50,6i936isoyj6d0uuxdj537uc97,1,13.6,88.7,2025-04-23T17:12:00.049Z,2025-04-23T17:12:02Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5674433725,140,11.2,5674433723,56,Back,5674433727,141,81.2,5674433731,213,4.25,5674433729,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197861,88,1,1,10,52,6i936isoyj6d0uuxdj537uc97,0,11.2,81.2,2025-04-23T17:12:01.873Z,2025-04-23T17:43:48Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674433791,141,87.5,5674433787,56,Back,5674433785,157,,5674433795,213,0.16,5674433793,212,27.1,5674433789,140,36.7,5674433797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197913,132,1,1,10,55,spvvjmk37iid7hsky9g3nce7,1,59.2,16.4,2025-04-23T17:12:04.907Z,2025-04-23T17:12:07Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5674434053,141,36.4,5674434055,212,16.4,5674434047,56,Center,5674434051,140,67.9,5674434059,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197929,133,1,1,10,58,spvvjmk37iid7hsky9g3nce7,0,66.3,34.2,2025-04-23T17:12:07.322Z,2025-04-23T17:12:11Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674434181,140,88.5,5674434179,56,Center,5674434177,155,,5674434335,4,,5674434183,141,49.1,5674434187,213,0.41,5674434185,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805197947,89,52,1,11,2,6i936isoyj6d0uuxdj537uc97,1,11.8,50.1,2025-04-23T17:12:11.185Z,2025-04-25T13:28:02Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5677351151,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198077,90,1,1,11,2,6i936isoyj6d0uuxdj537uc97,1,11.8,50.1,2025-04-23T17:12:11.553Z,2025-04-23T17:12:22Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5674434995,141,19.1,5674434993,140,32.1,5674434997,212,30.0,5674434987,123,,5674434999,213,5.50,5674434991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198081,91,3,1,11,13,6i936isoyj6d0uuxdj537uc97,0,69.8,6.7,2025-04-23T17:12:22.689Z,2025-04-25T13:28:26Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5674435017,286,,5677351941,465,,5674435015,56,Right,5674435039,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198083,134,7,1,11,13,spvvjmk37iid7hsky9g3nce7,1,30.2,93.3,2025-04-23T17:12:22.690Z,2025-04-25T13:28:32Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674435021,56,Back,5674435023,285,,5677352039,383,,5674435031,233,91,5677352041,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198093,135,1,1,11,14,spvvjmk37iid7hsky9g3nce7,1,29.5,90.6,2025-04-23T17:12:23.419Z,2025-04-23T17:12:24Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674435083,212,10.0,5674435085,213,0.03,5674435077,56,Back,5674435079,140,39.0,5674435081,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198183,137,1,1,11,15,spvvjmk37iid7hsky9g3nce7,1,38.6,90.9,2025-04-23T17:12:25.002Z,2025-04-23T17:12:31Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674435613,213,3.35,5674435607,140,16.2,5674435605,56,Back,5674435609,141,83.5,5674435611,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198209,138,1,1,11,22,spvvjmk37iid7hsky9g3nce7,1,18.4,85.9,2025-04-23T17:12:31.354Z,2025-04-23T17:12:32Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674435751,141,80.3,5674435747,56,Back,5674435749,140,22.8,5674435755,213,5.59,5674435753,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198233,139,1,1,11,23,spvvjmk37iid7hsky9g3nce7,1,25.0,79.0,2025-04-23T17:12:32.651Z,2025-04-23T17:12:33Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5674435881,141,90.0,5674435879,140,32.0,5674435877,56,Back,5674435885,213,0.79,5674435883,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198355,142,1,1,11,23,spvvjmk37iid7hsky9g3nce7,1,21.2,36.4,2025-04-23T17:12:33.075Z,2025-04-23T17:12:54Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674436579,56,Back,5674436581,140,28.4,5674436583,141,9.4,5674436587,213,5.10,5674436585,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198317,93,83,1,11,23,6i936isoyj6d0uuxdj537uc97,0,76.7,9.7,2025-04-23T17:12:33.081Z,2025-04-23T17:13:00Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5674436633,399,drzdo6ouxi5n4jafhfajpor85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198307,140,1,1,11,24,spvvjmk37iid7hsky9g3nce7,1,30.9,91.4,2025-04-23T17:12:33.770Z,2025-04-23T17:12:39Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674436339,140,15.4,5674436341,141,94.7,5674436345,213,3.00,5674436343,212,16.4,5674436335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198337,141,1,1,11,30,spvvjmk37iid7hsky9g3nce7,1,20.0,92.1,2025-04-23T17:12:39.499Z,2025-04-23T17:12:42Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674436477,56,Back,5674436485,213,4.69,5674436483,212,35.2,5674436487,1,,5674436481,141,40.4,5674436479,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198389,143,1,1,11,34,spvvjmk37iid7hsky9g3nce7,1,28.1,8.6,2025-04-23T17:12:43.419Z,2025-04-23T17:12:45Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5674436799,140,20.9,5674436801,141,28.9,5674436805,213,2.07,5674436803,212,15.7,5674436797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198489,144,1,1,11,35,spvvjmk37iid7hsky9g3nce7,1,16.5,35.8,2025-04-23T17:12:44.939Z,2025-04-23T17:12:52Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674437405,141,70.8,5674437407,212,24.5,5674437403,140,22.0,5674437401,56,Back,5674437409,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198533,145,1,1,11,43,spvvjmk37iid7hsky9g3nce7,1,25.5,74.4,2025-04-23T17:12:52.826Z,2025-04-23T17:12:56Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674437691,140,24.2,5674437693,141,41.2,5674437689,56,Back,5674437697,213,4.65,5674437695,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198553,146,1,1,11,47,spvvjmk37iid7hsky9g3nce7,1,24.4,41.2,2025-04-23T17:12:56.218Z,2025-04-23T17:12:57Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674437813,141,58.2,5674437817,213,1.55,5674437815,212,11.6,5674437809,56,Back,5674437811,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198611,147,1,1,11,48,spvvjmk37iid7hsky9g3nce7,1,24.6,58.2,2025-04-23T17:12:57.771Z,2025-04-23T17:13:01Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674438125,212,11.6,5674438127,213,4.66,5674438123,141,41.2,5674438121,140,24.0,5674438119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198661,148,1,1,11,52,spvvjmk37iid7hsky9g3nce7,1,28.5,38.9,2025-04-23T17:13:01.696Z,2025-04-23T17:13:06Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674438461,140,34.8,5674438465,212,22.9,5674438463,141,71.1,5674438459,56,Back,5674438467,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198683,149,1,1,11,56,spvvjmk37iid7hsky9g3nce7,0,43.4,67.6,2025-04-23T17:13:06.107Z,2025-04-23T17:13:08Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674438633,141,34.5,5674438637,213,5.70,5674438635,212,41.1,5674438629,56,Center,5674438627,155,,5674438631,140,76.1,5674438639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198717,94,43,1,12,1,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-23T17:13:10.331Z,2025-04-25T13:29:33Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674438823,56,Back,5674438825,285,0,5674438837,233,150,5677354073,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198705,150,43,1,12,1,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-23T17:13:10.332Z,2025-04-25T13:29:35Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5674438757,56,Right,5674438759,286,0,5677354185,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198733,95,12,1,12,1,6i936isoyj6d0uuxdj537uc97,1,22.2,68.2,2025-04-23T17:13:11.057Z,2025-04-23T17:13:13Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674438953,141,100.0,5674438957,213,1.74,5674438955,212,22.8,5674438949,56,Back,5674438951,140,18.5,5674438967,15,,5674439037,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198747,96,5,1,12,2,6i936isoyj6d0uuxdj537uc97,0,18.9,101.6,2025-04-23T17:13:12.123Z,2025-04-23T17:40:00Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674439011,56,Back,5674439055,233,151,5674439013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198737,151,5,1,12,2,spvvjmk37iid7hsky9g3nce7,1,81.1,-1.6,2025-04-23T17:13:12.123Z,2025-04-23T17:39:59Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5674439017,233,96,5674438965,347,,5674438963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805199141,152,1,1,12,30,spvvjmk37iid7hsky9g3nce7,0,78.1,0.0,2025-04-23T17:13:39.803Z,2025-04-23T17:13:45Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674441363,1,,5674441351,107,,5674441359,212,27.2,5674441357,141,34.9,5674441361,213,1.17,5674441353,56,Center,5674441355,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805199175,97,44,1,12,36,6i936isoyj6d0uuxdj537uc97,1,7.6,66.7,2025-04-23T17:13:45.146Z,2025-04-23T17:59:03Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674441545,56,Back,5674441563,233,153,5674441547,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805199145,153,44,1,12,36,spvvjmk37iid7hsky9g3nce7,0,92.4,33.3,2025-04-23T17:13:45.147Z,2025-04-23T17:59:03Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674441581,233,97,5674441389,56,Center,5674441391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805199179,98,12,1,12,36,6i936isoyj6d0uuxdj537uc97,1,8.5,66.9,2025-04-23T17:13:45.794Z,2025-04-23T17:14:00Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674442213,213,3.02,5674442203,167,,5674441561,56,Back,5674442207,141,68.7,5674442325,15,,5674442205,140,0.0,5674442211,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
