id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805495459,106,1,1,10,34,evf5hhqgnjhwjsth1m6pawxdp,0,70.7,23.3,2025-04-24T17:11:07.989Z,2025-04-24T17:12:06Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5676108753,56,Center,5676108763,213,0.58,5676108755,140,90.6,5676108759,141,43.4,5676108751,155,,5676108761,212,25.0,5676108749,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495461,110,12,1,10,35,7hlumphk42363z3i2nry2wrzj,1,10.6,48.8,2025-04-24T17:11:08.936Z,2025-04-24T17:11:32Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5676108777,213,0.25,5676108769,56,Back,5676108771,140,41.8,5676108773,141,61.2,5676108791,15,,5676108775,212,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495517,107,1,1,10,41,evf5hhqgnjhwjsth1m6pawxdp,1,46.9,42.4,2025-04-24T17:11:14.804Z,2025-04-24T17:11:17Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676109087,56,Back,5676109091,141,79.3,5676109095,213,1.60,5676109093,212,25.1,5676109089,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495533,108,1,1,10,44,evf5hhqgnjhwjsth1m6pawxdp,1,46.3,79.0,2025-04-24T17:11:17.780Z,2025-04-24T17:11:19Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676109217,140,69.1,5676109219,141,89.9,5676109221,212,25.1,5676109223,213,0.30,5676109215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495597,109,1,1,10,46,evf5hhqgnjhwjsth1m6pawxdp,1,69.0,90.0,2025-04-24T17:11:19.860Z,2025-04-24T17:11:29Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676109539,141,71.8,5676109537,140,72.7,5676109541,212,13.0,5676109543,213,5.02,5676109535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495631,110,43,1,10,56,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-24T17:11:29.444Z,2025-04-24T17:11:44Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5676109679,140,96.1,5676109681,141,91.7,5676109677,56,Left,5676109951,144,1,5676109685,213,6.13,5676109683,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495657,112,4,1,10,58,evf5hhqgnjhwjsth1m6pawxdp,1,82.6,92.3,2025-04-24T17:11:32.072Z,2025-04-24T17:56:30Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5676109869,13,,5676109877,286,,5676110249,233,111,5676109875,265,,5676109873,152,,5676109871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495621,111,4,1,10,58,7hlumphk42363z3i2nry2wrzj,0,17.4,7.7,2025-04-24T17:11:32.073Z,2025-04-24T17:56:30Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5676110125,152,,5676110031,56,Back,5676110123,13,,5676110033,285,,5676110257,233,112,5676110127,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495633,111,43,1,10,59,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-24T17:11:33.412Z,2025-04-24T17:11:40Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5676109691,286,0,5676109689,56,Left,5676109809,233,112,5676109841,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495635,112,43,1,10,59,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-24T17:11:33.413Z,2025-04-24T17:11:46Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676109731,56,Back,5676109967,144,7,5676109733,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495995,113,1,1,12,14,evf5hhqgnjhwjsth1m6pawxdp,1,81.3,96.9,2025-04-24T17:12:47.524Z,2025-04-24T17:12:52Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676111877,141,66.9,5676111869,5,,5676111881,213,5.01,5676111879,212,21.3,5676111871,152,,5676111875,140,87.2,5676111873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495981,113,83,1,12,15,7hlumphk42363z3i2nry2wrzj,0,10.1,36.7,2025-04-24T17:12:49.224Z,2025-04-24T17:12:57Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676112085,399,bm0bafkutd9qb9qee06cys9re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495999,114,1,1,12,18,evf5hhqgnjhwjsth1m6pawxdp,0,91.0,68.4,2025-04-24T17:12:52.121Z,2025-04-24T17:12:53Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5676111905,213,1.57,5676111903,212,2.9,5676111897,56,Center,5676111909,233,114,5676111901,141,72.7,5676111913,286,,5676111899,140,91.0,5676111907,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495991,114,74,1,12,18,7hlumphk42363z3i2nry2wrzj,1,10.1,36.6,2025-04-24T17:12:52.122Z,2025-04-24T17:23:29Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5676111853,56,Back,5676111855,285,,5676111929,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496021,116,61,1,12,22,7hlumphk42363z3i2nry2wrzj,0,4.1,12.2,2025-04-24T17:12:55.721Z,2025-04-24T17:12:55Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676112039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496037,117,83,1,12,24,7hlumphk42363z3i2nry2wrzj,0,4.1,12.2,2025-04-24T17:12:57.672Z,2025-04-24T17:13:02Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676112307,399,bm0bafkutd9qb9qee06cys9re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496047,115,61,1,12,25,evf5hhqgnjhwjsth1m6pawxdp,0,90.1,82.6,2025-04-24T17:12:58.453Z,2025-04-24T17:12:58Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5676112169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496069,118,1,1,12,26,7hlumphk42363z3i2nry2wrzj,1,13.2,12.2,2025-04-24T17:12:59.544Z,2025-04-24T17:13:02Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676112283,140,6.3,5676112285,141,10.6,5676112289,213,3.29,5676112281,56,Back,5676112287,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496079,119,1,1,12,29,7hlumphk42363z3i2nry2wrzj,0,6.0,11.4,2025-04-24T17:13:02.698Z,2025-04-24T17:13:03Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5676112357,1,,5676112345,157,,5676112349,140,39.8,5676112351,141,36.7,5676112355,213,0.45,5676112347,56,Back,5676112353,212,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496103,120,83,1,12,31,7hlumphk42363z3i2nry2wrzj,0,39.8,36.7,2025-04-24T17:13:05.001Z,2025-04-24T17:13:13Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5676112759,399,1vla5l510mtb859zevvplneju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496127,121,83,1,12,33,7hlumphk42363z3i2nry2wrzj,0,39.5,36.7,2025-04-24T17:13:07.272Z,2025-04-24T17:13:34Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5676112753,399,1vla5l510mtb859zevvplneju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496163,117,1,1,12,37,evf5hhqgnjhwjsth1m6pawxdp,0,67.7,72.6,2025-04-24T17:13:10.998Z,2025-04-24T17:13:18Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676112761,155,,5676112769,212,36.2,5676112767,141,81.2,5676112869,1,,5676112771,213,0.16,5676112765,140,100.0,5676112763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496171,122,56,1,12,41,7hlumphk42363z3i2nry2wrzj,1,10.7,14.7,2025-04-24T17:13:15.233Z,2025-04-24T17:13:15Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676112819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496423,118,5,1,12,42,evf5hhqgnjhwjsth1m6pawxdp,0,101.4,77.0,2025-04-24T17:13:16.123Z,2025-04-24T17:57:40Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676114225,56,Center,5676114227,346,,5676114255,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496271,123,5,1,12,42,7hlumphk42363z3i2nry2wrzj,1,-1.4,23.0,2025-04-24T17:13:16.123Z,2025-04-24T17:57:40Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676113367,56,Back,5676113369,346,,5676114241,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496415,124,1,1,13,20,7hlumphk42363z3i2nry2wrzj,1,3.5,43.1,2025-04-24T17:13:53.787Z,2025-04-24T17:13:58Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676114181,141,39.8,5676114189,1,,5676114185,212,66.3,5676114177,56,Center,5676114187,213,6.25,5676114175,124,,5676114179,140,66.6,5676114193,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496421,125,44,1,13,25,7hlumphk42363z3i2nry2wrzj,1,63.1,39.2,2025-04-24T17:13:58.649Z,2025-04-24T17:56:34Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5676114217,286,,5676114305,233,119,5676114213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496427,119,44,1,13,25,evf5hhqgnjhwjsth1m6pawxdp,0,36.9,60.8,2025-04-24T17:13:58.650Z,2025-04-24T17:56:34Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5676114251,56,Back,5676114253,285,,5676114313,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496429,126,1,1,13,25,7hlumphk42363z3i2nry2wrzj,1,66.6,39.8,2025-04-24T17:13:58.808Z,2025-04-24T17:14:00Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5676114269,140,68.9,5676114263,3,,5676114265,168,,5676114275,213,1.26,5676114273,212,7.9,5676114267,56,Center,5676114271,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496437,127,1,1,13,26,7hlumphk42363z3i2nry2wrzj,1,68.9,50.9,2025-04-24T17:13:59.849Z,2025-04-24T17:14:01Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5676114329,140,68.8,5676114331,141,42.7,5676114327,56,Center,5676114333,212,5.6,5676114335,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496479,128,1,1,13,27,7hlumphk42363z3i2nry2wrzj,1,68.8,42.7,2025-04-24T17:14:01.161Z,2025-04-24T17:14:17Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,1.0,,5676114889,154,,5676114509,140,77.2,5676114513,212,17.6,5676114515,213,1.05,5676114511,141,65.1,5676114887,210,13,5676114507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496481,129,13,1,13,31,7hlumphk42363z3i2nry2wrzj,1,88.3,64.0,2025-04-24T17:14:05.075Z,2025-04-24T18:02:04Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5676114927,102,42.5,5676114917,84,,5676114685,20,,5676114929,103,22.2,5676114919,29,,5676114931,230,98.1,5676114933,231,54.0,5676114521,22,,5676114921,154,5676114915,120,,5676114525,56,Center,5676114523,64,5676114923,55,,,,,,,,,128,,,,,,,,,,,,
2805496667,120,5,1,13,35,evf5hhqgnjhwjsth1m6pawxdp,1,-0.9,60.0,2025-04-24T17:14:08.713Z,2025-04-24T17:57:40Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5676115577,346,,5676115575,56,Back,5676115587,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496507,130,5,1,13,35,7hlumphk42363z3i2nry2wrzj,0,100.9,40.0,2025-04-24T17:14:08.713Z,2025-04-24T17:57:41Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5676114645,56,Center,5676115595,233,120,5676114647,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496669,121,1,1,14,5,evf5hhqgnjhwjsth1m6pawxdp,1,4.3,55.1,2025-04-24T17:14:39.172Z,2025-04-24T17:14:40Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5676115605,141,64.5,5676115603,140,11.9,5676115611,213,0.68,5676115621,237,,5676115607,212,10.2,5676115599,124,,5676115601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496685,122,1,1,14,6,evf5hhqgnjhwjsth1m6pawxdp,1,11.9,64.5,2025-04-24T17:14:40.019Z,2025-04-24T17:14:43Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676115703,56,Back,5676115715,212,10.1,5676115719,213,4.62,5676115711,141,49.7,5676115707,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496703,123,1,1,14,9,evf5hhqgnjhwjsth1m6pawxdp,1,14.4,48.5,2025-04-24T17:14:43.221Z,2025-04-24T17:14:45Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5676115827,56,Left,5676115831,141,91.1,5676115835,213,0.49,5676115833,212,61.4,5676115829,140,66.0,5676115837,1,,5676115825,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496709,124,61,1,14,12,evf5hhqgnjhwjsth1m6pawxdp,0,66.1,90.6,2025-04-24T17:14:45.780Z,2025-04-24T17:14:46Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676115861,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496719,132,1,1,14,14,7hlumphk42363z3i2nry2wrzj,1,53.2,16.7,2025-04-24T17:14:47.465Z,2025-04-24T17:14:49Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676115939,213,0.59,5676115937,212,8.5,5676115931,56,Center,5676115935,141,23.7,5676115933,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496725,133,1,1,14,15,7hlumphk42363z3i2nry2wrzj,0,59.9,23.9,2025-04-24T17:14:49.035Z,2025-04-24T17:14:49Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5676115959,155,,5676115969,213,5.67,5676115961,56,Right,5676115965,141,12.5,5676115963,140,70.5,5676115967,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496739,125,1,1,14,16,evf5hhqgnjhwjsth1m6pawxdp,1,28.6,80.8,2025-04-24T17:14:50.245Z,2025-04-24T17:14:52Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5676116031,213,5.89,5676116027,141,75.6,5676116025,140,36.8,5676116023,56,Back,5676116029,212,9.3,5676116021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496749,126,1,1,14,18,evf5hhqgnjhwjsth1m6pawxdp,1,36.9,78.2,2025-04-24T17:14:51.972Z,2025-04-24T17:14:54Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676116105,56,Back,5676116113,213,4.60,5676116111,212,8.1,5676116107,140,36.0,5676116109,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496759,128,1,1,14,20,evf5hhqgnjhwjsth1m6pawxdp,1,36.8,66.6,2025-04-24T17:14:54.133Z,2025-04-24T17:23:56Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5676116147,141,85.4,5676116149,212,15.2,5676116145,140,44.6,5676116151,213,1.00,5676116143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496761,129,1,1,14,22,evf5hhqgnjhwjsth1m6pawxdp,0,44.6,84.4,2025-04-24T17:14:56.148Z,2025-04-24T17:14:56Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676116159,56,Center,5676116169,1,,5676116161,140,72.5,5676116165,212,36.0,5676116163,141,53.7,5676116157,155,,5676116167,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496765,134,12,1,14,24,7hlumphk42363z3i2nry2wrzj,1,32.7,39.7,2025-04-24T17:14:58.377Z,2025-04-24T17:15:00Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5676116201,15,,5676116191,140,40.1,5676116197,213,0.72,5676116189,56,Back,5676116193,141,49.7,5676116195,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496779,135,50,1,14,27,7hlumphk42363z3i2nry2wrzj,1,39.2,52.1,2025-04-24T17:15:00.601Z,2025-04-24T19:07:59Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5676116301,56,Back,5676116373,233,130,5676116303,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496787,130,7,1,14,27,evf5hhqgnjhwjsth1m6pawxdp,1,60.8,47.9,2025-04-24T17:15:00.602Z,2025-04-24T19:07:59Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5676116351,56,Center,5676116355,233,135,5676116353,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496801,131,1,1,14,30,evf5hhqgnjhwjsth1m6pawxdp,1,64.4,33.7,2025-04-24T17:15:03.700Z,2025-04-24T17:15:06Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5676116437,140,74.9,5676116439,141,12.9,5676116441,212,17.9,5676116443,213,5.37,5676116435,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496811,132,1,1,14,32,evf5hhqgnjhwjsth1m6pawxdp,1,76.1,12.9,2025-04-24T17:15:05.893Z,2025-04-24T17:15:07Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5676116477,140,90.1,5676116483,213,0.19,5676116481,212,15.0,5676116479,141,17.0,5676116475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496815,133,1,1,14,34,evf5hhqgnjhwjsth1m6pawxdp,0,90.4,17.1,2025-04-24T17:15:07.668Z,2025-04-24T17:15:08Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5676116513,213,1.41,5676116503,155,,5676116505,56,Center,5676116509,141,36.3,5676116507,140,92.4,5676116501,2,,5676116511,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496829,136,12,1,14,35,7hlumphk42363z3i2nry2wrzj,1,7.5,57.3,2025-04-24T17:15:08.937Z,2025-04-24T17:15:11Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5676116579,213,5.64,5676116577,212,17.6,5676116571,56,Back,5676116575,141,41.8,5676116573,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496833,137,1,1,14,38,7hlumphk42363z3i2nry2wrzj,0,21.8,44.6,2025-04-24T17:15:11.578Z,2025-04-24T17:15:12Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5676116607,1,,5676116599,140,32.8,5676116595,157,,5676116601,141,42.1,5676116597,56,Back,5676116603,212,11.7,5676116605,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496857,134,1,1,14,39,evf5hhqgnjhwjsth1m6pawxdp,1,73.7,54.5,2025-04-24T17:15:13.045Z,2025-04-24T17:15:16Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676116741,140,85.6,5676116749,212,19.4,5676116737,56,Center,5676116745,141,76.4,5676116753,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497405,162,50,1,14,42,evf5hhqgnjhwjsth1m6pawxdp,1,79.0,59.1,2025-04-24T17:15:15.897Z,2025-04-24T19:08:00Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676122951,286,,5676122973,233,150,5676122949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497385,150,7,1,14,42,7hlumphk42363z3i2nry2wrzj,1,21.0,40.9,2025-04-24T17:15:15.898Z,2025-04-24T19:08:00Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676122953,233,162,5676119805,285,,5676119803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496863,135,15,1,14,43,evf5hhqgnjhwjsth1m6pawxdp,1,82.3,70.3,2025-04-24T17:15:16.844Z,2025-04-24T17:26:18Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676138081,102,48.3,5676138083,103,19,5676138085,215,,5676138077,120,,5676137567,18,,5676138091,147,68.2,5676116777,56,Center,5676138095,231,51.6,5676137571,82,5676138079,78,,5676138093,230,98.8,5676138089,146,5676138113,233,5676116773,22,,,84.0,5676137565,20,,138,5676138087,458,,,,,,,,,,
2805496867,138,10,1,14,43,7hlumphk42363z3i2nry2wrzj,1,16.0,31.8,2025-04-24T17:15:16.944Z,2025-04-24T17:26:18Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676138119,233,135,5676116801,94,,5676116803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496917,140,1,1,14,45,7hlumphk42363z3i2nry2wrzj,1,19.1,27.4,2025-04-24T17:15:18.713Z,2025-04-24T17:15:21Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676117071,212,11.6,5676117065,56,Back,5676117069,141,32.2,5676117067,140,29.7,5676117073,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496923,141,3,1,14,48,7hlumphk42363z3i2nry2wrzj,0,27.2,35.2,2025-04-24T17:15:21.556Z,2025-04-24T19:08:00Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5676117109,233,136,5676117091,285,,5676117089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496919,136,7,1,14,48,evf5hhqgnjhwjsth1m6pawxdp,0,72.8,64.8,2025-04-24T17:15:21.557Z,2025-04-24T19:08:00Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5676117105,233,141,5676117077,56,Center,5676117079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496933,142,1,1,14,49,7hlumphk42363z3i2nry2wrzj,1,29.8,32.2,2025-04-24T17:15:23.065Z,2025-04-24T17:15:23Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5676117139,140,35.0,5676117137,56,Back,5676117141,141,35.7,5676117145,213,0.41,5676117143,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496953,143,1,1,14,50,7hlumphk42363z3i2nry2wrzj,1,35.0,35.7,2025-04-24T17:15:23.641Z,2025-04-24T17:15:26Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5676117227,141,18.8,5676117231,213,4.71,5676117223,56,Back,5676117225,140,35.0,5676117229,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496959,145,3,1,14,53,7hlumphk42363z3i2nry2wrzj,0,33.5,19.1,2025-04-24T17:15:27.179Z,2025-04-24T19:08:01Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5676337151,286,,5676117353,233,137,5676117257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496971,137,7,1,14,53,evf5hhqgnjhwjsth1m6pawxdp,1,66.5,80.9,2025-04-24T17:15:27.180Z,2025-04-24T19:08:01Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676117317,56,Left,5676117359,285,,5676117343,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496987,139,1,1,14,57,evf5hhqgnjhwjsth1m6pawxdp,1,65.7,85.6,2025-04-24T17:15:30.715Z,2025-04-24T17:15:36Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676117441,212,11.3,5676117437,140,66.3,5676117439,141,69.0,5676117435,56,Center,5676117443,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496989,140,3,1,15,0,evf5hhqgnjhwjsth1m6pawxdp,1,59.6,75.5,2025-04-24T17:15:33.626Z,2025-04-24T17:56:28Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5676117451,286,,5676117455,233,146,5676117449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
