id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2817142991,210,1,1,26,16,46yo78zak2j7kaxc5ak1fnm60,1,32.0,87.4,2025-05-19T17:27:31.121Z,2025-05-19T17:27:39Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740263817,140,35.9,5740263815,56,Back,5740263821,212,16.6,5740263823,213,4.96,5740263819,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143013,211,1,1,26,24,46yo78zak2j7kaxc5ak1fnm60,1,62.8,67.9,2025-05-19T17:27:39.345Z,2025-05-19T17:27:41Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740263939,213,2.21,5740263937,212,16.4,5740263935,141,87.2,5740263931,56,Left,5740263933,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143027,212,1,1,26,26,46yo78zak2j7kaxc5ak1fnm60,1,54.5,88.0,2025-05-19T17:27:41.281Z,2025-05-19T17:27:43Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740264015,140,64.6,5740264017,141,95.9,5740264013,56,Left,5740264023,213,0.47,5740264019,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143051,213,1,1,26,27,46yo78zak2j7kaxc5ak1fnm60,1,64.6,95.9,2025-05-19T17:27:43.041Z,2025-05-19T17:27:44Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5740264165,141,88.0,5740264167,212,9.8,5740264163,140,56.8,5740264169,213,3.72,5740264161,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143091,214,1,1,26,29,46yo78zak2j7kaxc5ak1fnm60,0,56.6,86.3,2025-05-19T17:27:44.674Z,2025-05-19T17:27:47Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740264361,141,65.7,5740264359,140,94.0,5740264355,155,,5740264357,56,Center,5740264367,1,,5740264365,213,5.94,5740264363,212,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143185,214,1,1,26,38,evf5hhqgnjhwjsth1m6pawxdp,1,15.4,38.5,2025-05-19T17:27:53.228Z,2025-05-19T17:27:57Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5740264831,141,69.1,5740264835,212,22.6,5740264829,140,23.7,5740264839,213,1.17,5740264827,56,Back,5740264825,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143195,215,1,1,26,41,evf5hhqgnjhwjsth1m6pawxdp,1,25.5,69.1,2025-05-19T17:27:56.892Z,2025-05-19T17:27:58Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5740264933,140,52.6,5740264937,212,29.7,5740264931,56,Left,5740264935,141,81.7,5740264939,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143201,216,1,1,26,43,evf5hhqgnjhwjsth1m6pawxdp,1,52.6,81.7,2025-05-19T17:27:58.796Z,2025-05-19T17:27:59Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740264983,213,5.16,5740264979,141,70.9,5740264977,140,56.0,5740264975,56,Center,5740264981,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143209,217,1,1,26,44,evf5hhqgnjhwjsth1m6pawxdp,1,56.5,70.2,2025-05-19T17:27:59.452Z,2025-05-19T17:28:01Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5740265011,140,48.8,5740265009,56,Back,5740265017,212,10.4,5740265013,141,79.9,5740265045,156,,5740265021,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143253,218,1,1,26,46,evf5hhqgnjhwjsth1m6pawxdp,1,50.7,71.4,2025-05-19T17:28:01.369Z,2025-05-19T17:28:03Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740265291,141,30.0,5740265295,212,28.3,5740265287,140,53.2,5740265281,56,Center,5740265299,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143291,219,1,1,26,48,evf5hhqgnjhwjsth1m6pawxdp,1,53.3,28.8,2025-05-19T17:28:03.708Z,2025-05-19T17:28:09Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740265527,212,27.6,5740265521,56,Right,5740265525,141,7.9,5740265523,140,75.8,5740265529,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143309,220,1,1,26,53,evf5hhqgnjhwjsth1m6pawxdp,0,80.3,15.2,2025-05-19T17:28:08.990Z,2025-05-19T17:28:10Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5740265651,2,,5740265659,141,61.5,5740265661,212,32.5,5740265653,155,,5740265657,140,88.1,5740265655,56,Center,5740265663,213,1.32,5740265665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143323,215,12,1,26,56,46yo78zak2j7kaxc5ak1fnm60,1,13.1,44.3,2025-05-19T17:28:11.585Z,2025-05-19T17:28:14Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5740265749,212,15.5,5740265777,15,,5740265743,56,Back,5740265745,140,22.1,5740265747,141,62.4,5740265751,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143351,216,61,1,26,57,46yo78zak2j7kaxc5ak1fnm60,0,22.6,62.7,2025-05-19T17:28:12.114Z,2025-05-19T17:54:24Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5740265901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143367,221,1,1,26,58,evf5hhqgnjhwjsth1m6pawxdp,1,73.7,28.0,2025-05-19T17:28:14.044Z,2025-05-19T17:28:17Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740266003,213,1.85,5740265999,212,15.3,5740265995,140,69.7,5740265997,141,49.6,5740265993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143399,222,1,1,27,1,evf5hhqgnjhwjsth1m6pawxdp,1,69.6,48.5,2025-05-19T17:28:16.957Z,2025-05-19T17:28:19Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740266203,140,77.3,5740266201,56,Center,5740266207,212,18.7,5740266205,141,23.7,5740266209,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143409,223,1,1,27,4,evf5hhqgnjhwjsth1m6pawxdp,1,77.2,21.9,2025-05-19T17:28:19.340Z,2025-05-19T17:28:21Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5740266259,56,Center,5740266263,141,38.8,5740266267,213,2.05,5740266265,212,13.0,5740266261,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143435,224,1,1,27,5,evf5hhqgnjhwjsth1m6pawxdp,1,71.5,38.6,2025-05-19T17:28:20.940Z,2025-05-19T17:28:24Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740266377,213,2.11,5740266375,212,13.6,5740266373,141,55.8,5740266369,140,64.8,5740266367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143443,225,1,1,27,8,evf5hhqgnjhwjsth1m6pawxdp,1,68.5,60.6,2025-05-19T17:28:23.980Z,2025-05-19T17:28:26Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5740266433,212,15.8,5740266435,213,3.78,5740266429,140,56.4,5740266427,56,Center,5740266431,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143481,226,1,1,27,10,evf5hhqgnjhwjsth1m6pawxdp,1,59.6,42.2,2025-05-19T17:28:26.012Z,2025-05-19T17:28:29Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5740266615,213,5.31,5740266613,212,14.3,5740266607,56,Center,5740266611,141,24.9,5740266609,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143507,227,1,1,27,14,evf5hhqgnjhwjsth1m6pawxdp,0,71.4,18.3,2025-05-19T17:28:29.788Z,2025-05-19T17:28:31Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740266743,141,46.1,5740266745,212,26.1,5740266741,140,88.6,5740266751,213,0.81,5740266739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143551,217,12,1,27,16,46yo78zak2j7kaxc5ak1fnm60,1,10.8,54.9,2025-05-19T17:28:31.794Z,2025-05-19T17:28:34Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5740266957,213,0.30,5740266955,212,21.4,5740266951,140,30.3,5740266953,141,64.2,5740266949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143547,228,44,1,27,18,evf5hhqgnjhwjsth1m6pawxdp,1,69.8,34.8,2025-05-19T17:28:33.516Z,2025-05-19T17:55:08Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740267043,233,218,5740266945,56,Center,5740266947,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143561,218,44,1,27,18,46yo78zak2j7kaxc5ak1fnm60,0,30.2,65.2,2025-05-19T17:28:33.517Z,2025-05-19T17:55:08Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740267047,233,228,5740267009,56,Back,5740267011,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143557,229,1,1,27,18,evf5hhqgnjhwjsth1m6pawxdp,0,70.2,33.1,2025-05-19T17:28:33.884Z,2025-05-19T17:28:34Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740267003,213,5.73,5740267001,212,2.7,5740266999,141,31.0,5740266997,140,72.4,5740266995,56,Center,5740266993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143571,219,61,1,27,20,46yo78zak2j7kaxc5ak1fnm60,1,30.4,64.0,2025-05-19T17:28:35.138Z,2025-05-19T17:28:35Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740267059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143619,221,50,1,27,26,46yo78zak2j7kaxc5ak1fnm60,1,63.4,10.2,2025-05-19T17:28:41.778Z,2025-05-19T17:28:46Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740267313,56,Right,5740267315,286,,5740267449,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143639,230,7,1,27,26,evf5hhqgnjhwjsth1m6pawxdp,1,36.6,89.8,2025-05-19T17:28:41.779Z,2025-05-19T17:29:11Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5740267433,56,Back,5740267723,167,,5740267435,285,,5740267437,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143637,222,5,1,27,27,46yo78zak2j7kaxc5ak1fnm60,1,66.6,-1.5,2025-05-19T17:28:42.801Z,2025-05-19T17:54:39Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740267427,347,,5740267425,56,Right,5740268417,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143661,231,5,1,27,27,evf5hhqgnjhwjsth1m6pawxdp,0,33.4,101.5,2025-05-19T17:28:42.801Z,2025-05-19T17:54:39Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5740267561,56,Back,5740267565,347,,5740268421,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143747,223,1,1,27,42,46yo78zak2j7kaxc5ak1fnm60,1,65.8,0.0,2025-05-19T17:28:57.137Z,2025-05-19T17:28:58Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740268027,212,11.1,5740268025,141,13.4,5740268021,56,Right,5740268023,140,70.0,5740268019,107,,5740268029,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143765,224,1,1,27,43,46yo78zak2j7kaxc5ak1fnm60,1,70.0,13.4,2025-05-19T17:28:58.240Z,2025-05-19T17:28:59Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740268113,56,Right,5740268117,141,7.7,5740268115,140,70.4,5740268121,213,4.82,5740268119,212,3.9,5740268137,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143791,225,1,1,27,45,46yo78zak2j7kaxc5ak1fnm60,1,73.1,8.6,2025-05-19T17:29:00.449Z,2025-05-19T17:29:02Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740268275,56,Right,5740268277,140,77.5,5740268281,212,6.1,5740268279,141,14.4,5740268283,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143793,226,61,1,27,47,46yo78zak2j7kaxc5ak1fnm60,0,77.5,14.4,2025-05-19T17:29:02.305Z,2025-05-19T17:29:02Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740268289,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143827,232,61,1,27,49,evf5hhqgnjhwjsth1m6pawxdp,0,34.7,79.1,2025-05-19T17:29:04.412Z,2025-05-19T17:38:51Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740268491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144693,251,1,1,27,50,46yo78zak2j7kaxc5ak1fnm60,1,64.1,17.1,2025-05-19T17:29:05.369Z,2025-05-19T17:30:34Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740273293,56,Back,5740273295,140,46.0,5740273297,141,23.1,5740273301,213,2.93,5740273299,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143865,228,1,1,27,54,46yo78zak2j7kaxc5ak1fnm60,1,48.4,40.1,2025-05-19T17:29:09.170Z,2025-05-19T17:29:11Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5740268683,213,1.15,5740268679,141,63.4,5740268675,56,Center,5740268677,140,55.2,5740268681,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143883,229,1,1,27,56,46yo78zak2j7kaxc5ak1fnm60,1,59.8,69.7,2025-05-19T17:29:11.585Z,2025-05-19T17:29:13Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740268789,212,16.4,5740268791,213,0.93,5740268783,56,Left,5740268787,141,89.1,5740268785,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143913,230,1,1,27,58,46yo78zak2j7kaxc5ak1fnm60,1,73.1,91.1,2025-05-19T17:29:13.441Z,2025-05-19T17:29:16Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5740268977,56,Left,5740268981,140,91.7,5740268985,141,89.0,5740268993,213,6.21,5740268989,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143953,231,1,1,28,1,46yo78zak2j7kaxc5ak1fnm60,0,94.5,88.9,2025-05-19T17:29:16.674Z,2025-05-19T17:29:21Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740269235,1,,5740269233,213,4.67,5740269215,155,,5740269231,212,61.9,5740269219,56,Right,5740269211,2,,5740269223,140,92.0,5740269227,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817143959,232,5,1,28,6,46yo78zak2j7kaxc5ak1fnm60,0,89.3,-2.0,2025-05-19T17:29:21.271Z,2025-05-19T17:54:40Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740271519,233,233,5740269253,347,,5740269251,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144009,233,5,1,28,6,evf5hhqgnjhwjsth1m6pawxdp,1,10.7,102.0,2025-05-19T17:29:21.271Z,2025-05-19T17:54:39Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740271503,233,232,5740269603,56,Back,5740269605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144091,234,1,1,28,19,evf5hhqgnjhwjsth1m6pawxdp,1,12.4,100.0,2025-05-19T17:29:34.364Z,2025-05-19T17:29:36Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5740270057,107,,5740270067,213,5.67,5740270065,212,14.3,5740270063,141,89.9,5740270061,140,23.5,5740270059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144103,235,1,1,28,21,evf5hhqgnjhwjsth1m6pawxdp,1,24.9,89.0,2025-05-19T17:29:36.796Z,2025-05-19T17:29:37Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740270137,213,2.31,5740270131,140,22.2,5740270135,212,4.2,5740270133,141,93.6,5740270129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144137,236,1,1,28,22,evf5hhqgnjhwjsth1m6pawxdp,1,22.3,93.6,2025-05-19T17:29:37.612Z,2025-05-19T17:29:42Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5740270319,212,8.5,5740270315,140,23.0,5740270317,141,81.2,5740270313,56,Back,5740270321,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144135,233,83,1,28,25,46yo78zak2j7kaxc5ak1fnm60,0,73.5,17.1,2025-05-19T17:29:40.938Z,2025-05-19T17:39:55Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740270441,399,80s55a7uw8kypoikefwhtdm5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144185,235,83,1,28,26,46yo78zak2j7kaxc5ak1fnm60,0,72.1,17.0,2025-05-19T17:29:41.426Z,2025-05-19T17:39:52Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5740307445,399,80s55a7uw8kypoikefwhtdm5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144145,237,50,1,28,27,evf5hhqgnjhwjsth1m6pawxdp,1,23.3,83.8,2025-05-19T17:29:42.189Z,2025-05-19T17:54:46Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740270349,56,Back,5740270461,233,234,5740270353,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144161,234,7,1,28,27,46yo78zak2j7kaxc5ak1fnm60,1,76.7,16.2,2025-05-19T17:29:42.190Z,2025-05-19T17:54:46Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740270445,233,237,5740270425,286,,5740270423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144195,237,1,1,28,28,46yo78zak2j7kaxc5ak1fnm60,0,80.1,17.2,2025-05-19T17:29:43.745Z,2025-05-19T17:40:28Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5740309299,141,28.0,5740309303,213,2.52,5740309301,212,12.6,5740309295,56,Center,5740309297,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144177,238,8,1,28,29,evf5hhqgnjhwjsth1m6pawxdp,1,22.7,83.3,2025-05-19T17:29:44.419Z,2025-05-19T17:41:32Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740270505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144221,239,1,1,28,30,evf5hhqgnjhwjsth1m6pawxdp,0,23.8,81.4,2025-05-19T17:29:45.364Z,2025-05-19T17:41:44Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740270677,140,21.9,5740270675,56,Back,5740270681,212,2.3,5740313341,236,,5740270683,213,2.64,5740313347,286,,5740313343,233,330,5740270679,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817151245,330,74,1,28,30,46yo78zak2j7kaxc5ak1fnm60,1,74.6,20.9,2025-05-19T17:29:45.365Z,2025-05-19T17:54:37Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5740313321,285,,5740313319,56,Right,5740313349,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817151241,329,83,1,28,32,46yo78zak2j7kaxc5ak1fnm60,0,70.2,17.2,2025-05-19T17:29:48.024Z,2025-05-19T17:42:15Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740315415,399,80s55a7uw8kypoikefwhtdm5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144245,241,61,1,28,33,evf5hhqgnjhwjsth1m6pawxdp,1,25.6,86.3,2025-05-19T17:29:48.684Z,2025-05-19T17:42:18Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740270815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144255,242,1,1,28,35,evf5hhqgnjhwjsth1m6pawxdp,0,20.6,92.4,2025-05-19T17:29:50.109Z,2025-05-19T17:29:50Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740270883,213,6.19,5740270875,141,91.2,5740270871,56,Back,5740270873,140,29.1,5740270879,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144275,238,1,1,28,36,46yo78zak2j7kaxc5ak1fnm60,1,70.9,11.9,2025-05-19T17:29:51.329Z,2025-05-19T17:29:52Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740270993,140,79.9,5740270991,56,Right,5740270997,212,9.5,5740270995,141,10.1,5740270999,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144293,243,83,1,28,38,evf5hhqgnjhwjsth1m6pawxdp,0,27.5,92.4,2025-05-19T17:29:53.501Z,2025-05-19T17:29:57Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740271229,399,c2pfggtw5hreyomdwogbhjpqs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144309,240,1,1,28,40,46yo78zak2j7kaxc5ak1fnm60,0,82.4,10.0,2025-05-19T17:29:55.553Z,2025-05-19T17:29:57Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740271221,236,,5740271181,140,83.5,5740271179,56,Right,5740271223,233,244,5740271227,286,,5740271187,213,6.17,5740271185,212,1.2,5740271183,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144317,244,74,1,28,40,evf5hhqgnjhwjsth1m6pawxdp,1,21.4,94.7,2025-05-19T17:29:55.554Z,2025-05-19T17:54:52Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740271235,233,240,5740271217,285,,5740271215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144323,241,5,1,28,41,46yo78zak2j7kaxc5ak1fnm60,1,78.5,-1.2,2025-05-19T17:29:56.961Z,2025-05-19T17:55:04Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740271297,233,245,5740271247,56,Right,5740271249,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144327,245,5,1,28,41,evf5hhqgnjhwjsth1m6pawxdp,0,21.5,101.2,2025-05-19T17:29:56.961Z,2025-05-19T17:55:04Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740271253,56,Back,5740271255,347,,5740271305,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144367,242,1,1,28,46,46yo78zak2j7kaxc5ak1fnm60,1,80.2,0.0,2025-05-19T17:30:01.569Z,2025-05-19T17:30:03Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740271481,213,2.33,5740271473,56,Center,5740271477,141,21.2,5740271475,140,66.8,5740271471,107,,5740271479,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144383,243,1,1,28,47,46yo78zak2j7kaxc5ak1fnm60,1,66.7,22.1,2025-05-19T17:30:02.897Z,2025-05-19T17:30:05Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5740271605,140,73.4,5740271607,141,39.1,5740271603,56,Center,5740271611,213,1.02,5740271609,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144405,244,1,1,28,49,46yo78zak2j7kaxc5ak1fnm60,1,74.3,46.9,2025-05-19T17:30:04.961Z,2025-05-19T17:30:08Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740271779,212,24.3,5740271781,213,1.24,5740271773,56,Left,5740271777,141,80.6,5740271775,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817144441,245,1,1,28,52,46yo78zak2j7kaxc5ak1fnm60,1,90.5,86.5,2025-05-19T17:30:08.065Z,2025-05-19T17:30:11Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5740272011,141,80.0,5740272009,140,96.9,5740272007,56,Left,5740272015,213,5.70,5740272013,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
