id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2813453627,121,1,1,15,57,5mbo4f0vps12dr0fcvjn3wyp5,0,39.6,81.8,2025-05-11T12:19:24.068Z,2025-05-11T12:19:29Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719941079,1,,5719941075,212,52.4,5719941067,155,,5719941069,56,Left,5719941071,140,87.8,5719941077,213,0.26,5719941073,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813453647,155,56,1,16,1,spvvjmk37iid7hsky9g3nce7,1,15.8,3.5,2025-05-11T12:19:28.145Z,2025-05-11T12:41:16Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719941177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813453637,122,5,1,16,2,5mbo4f0vps12dr0fcvjn3wyp5,0,87.4,101.8,2025-05-11T12:19:29.348Z,2025-05-11T12:19:32Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719941435,233,156,5719941137,347,,5719941135,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813453689,156,5,1,16,2,spvvjmk37iid7hsky9g3nce7,1,12.6,-1.8,2025-05-11T12:19:29.348Z,2025-05-11T13:09:49Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719941347,347,,5719941343,56,Back,5719941393,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454075,157,1,1,16,19,spvvjmk37iid7hsky9g3nce7,0,21.6,0.0,2025-05-11T12:19:46.193Z,2025-05-11T12:19:48Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719943445,107,,5719943451,141,4.6,5719943453,212,10.1,5719943449,140,30.2,5719943447,56,Back,5719943455,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454083,123,8,1,16,22,5mbo4f0vps12dr0fcvjn3wyp5,1,63.4,90.3,2025-05-11T12:19:48.788Z,2025-05-11T12:42:05Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5719943515,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454129,124,1,1,16,23,5mbo4f0vps12dr0fcvjn3wyp5,0,80.4,88.0,2025-05-11T12:19:50.085Z,2025-05-11T12:42:07Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5719943717,56,Center,5719943721,140,76.4,5719943713,3,,5719943727,213,4.31,5719943723,141,73.3,5719943725,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454135,158,44,1,16,24,spvvjmk37iid7hsky9g3nce7,1,23.6,27.1,2025-05-11T12:19:51.008Z,2025-05-11T13:42:25Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719943827,233,125,5719943741,56,Back,5719943743,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454133,125,44,1,16,24,5mbo4f0vps12dr0fcvjn3wyp5,0,76.4,72.9,2025-05-11T12:19:51.009Z,2025-05-11T13:42:26Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5719943735,56,Center,5719943855,233,158,5719943737,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454189,159,1,1,16,24,spvvjmk37iid7hsky9g3nce7,1,23.5,27.7,2025-05-11T12:19:51.505Z,2025-05-11T12:19:54Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719944047,212,7.1,5719944043,140,26.1,5719944041,56,Back,5719944039,3,,5719944045,141,37.3,5719944049,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454247,160,1,1,16,27,spvvjmk37iid7hsky9g3nce7,1,27.0,41.9,2025-05-11T12:19:54.465Z,2025-05-11T12:19:58Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719944407,56,Back,5719944415,213,1.32,5719944413,212,23.5,5719944411,141,75.3,5719944409,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454257,126,45,1,16,31,5mbo4f0vps12dr0fcvjn3wyp5,0,58.7,9.5,2025-05-11T12:19:58.369Z,2025-05-11T13:42:18Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5719944465,285,,5719944463,56,Right,5719945201,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454359,161,3,1,16,31,spvvjmk37iid7hsky9g3nce7,1,41.3,90.5,2025-05-11T12:19:58.369Z,2025-05-11T13:42:18Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719945139,286,,5719945151,233,126,5719945137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454395,162,1,1,16,41,spvvjmk37iid7hsky9g3nce7,1,90.2,71.2,2025-05-11T12:20:07.763Z,2025-05-11T12:20:09Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719945349,155,,5719945357,141,43.9,5719945361,212,18.6,5719945353,140,90.0,5719945365,213,4.70,5719945351,56,Center,5719945347,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454401,163,1,1,16,43,spvvjmk37iid7hsky9g3nce7,0,89.7,42.1,2025-05-11T12:20:09.825Z,2025-05-11T12:20:10Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719945385,212,3.8,5719945381,140,90.0,5719945387,213,1.49,5719945379,56,Center,5719945383,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454409,127,12,1,16,43,5mbo4f0vps12dr0fcvjn3wyp5,1,8.1,53.0,2025-05-11T12:20:10.516Z,2025-05-11T12:20:16Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719945475,15,,5719945419,140,15.8,5719945425,213,6.12,5719945421,141,51.1,5719945417,56,Back,5719945423,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454451,164,13,1,16,45,spvvjmk37iid7hsky9g3nce7,1,82.8,45.7,2025-05-11T12:20:12.673Z,2025-05-11T12:20:35Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719947831,458,,5719947841,231,51.4,5719945721,18,,5719945869,20,,5719947821,81,,5719947825,103,66.7,5719945725,56,Center,5719945717,22,,5719947829,328,,5719947823,102,5719947837,230,97.6,5719947827,108,,,42.9,,,,,,,,,,,,,,,,,,,,,,
2813454455,128,5,1,16,46,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,57.6,2025-05-11T12:20:13.060Z,2025-05-11T13:09:49Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719945895,233,165,5719945745,346,,5719945743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454469,165,5,1,16,46,spvvjmk37iid7hsky9g3nce7,0,101.2,42.4,2025-05-11T12:20:13.060Z,2025-05-11T13:09:49Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719945819,346,,5719945907,233,128,5719945817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454841,129,1,1,17,9,5mbo4f0vps12dr0fcvjn3wyp5,0,4.4,56.0,2025-05-11T12:20:35.716Z,2025-05-11T12:20:39Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5719948069,140,68.1,5719948077,1,,5719948213,189,,5719948075,213,6.10,5719948071,141,37.3,5719948065,124,,5719948073,212,68.1,5719948079,74,,5719948067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454857,166,12,1,17,11,spvvjmk37iid7hsky9g3nce7,1,27.7,60.5,2025-05-11T12:20:38.097Z,2025-05-11T12:20:40Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719948147,141,47.5,5719948151,213,5.44,5719948145,140,35.2,5719948143,56,Back,5719948149,212,11.8,5719948169,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454927,168,1,1,17,13,spvvjmk37iid7hsky9g3nce7,1,36.2,50.0,2025-05-11T12:20:40.529Z,2025-05-11T12:20:42Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719948515,141,64.3,5719948517,212,21.7,5719948519,213,0.46,5719948513,140,54.7,5719948511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454939,169,1,1,17,15,spvvjmk37iid7hsky9g3nce7,0,54.0,64.0,2025-05-11T12:20:42.370Z,2025-05-11T12:20:43Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719948587,168,,5719948607,213,6.15,5719948593,140,56.0,5719948591,56,Center,5719948671,286,,5719948665,236,,5719948603,212,2.1,5719948597,141,63.6,5719948667,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813454935,130,74,1,17,15,5mbo4f0vps12dr0fcvjn3wyp5,1,46.6,42.7,2025-05-11T12:20:42.371Z,2025-05-11T12:20:44Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719948561,56,Back,5719948691,233,169,5719948565,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455001,170,1,1,17,19,spvvjmk37iid7hsky9g3nce7,0,36.5,59.7,2025-05-11T12:20:45.793Z,2025-05-11T12:44:28Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719948909,140,41.8,5719948915,213,0.54,5719948911,141,64.6,5719948913,212,6.5,5719948907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455041,132,50,1,17,22,5mbo4f0vps12dr0fcvjn3wyp5,1,56.8,11.2,2025-05-11T12:20:49.332Z,2025-05-11T12:45:36Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5719949165,56,Right,5719949167,286,,5719949401,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455069,171,7,1,17,22,spvvjmk37iid7hsky9g3nce7,1,43.2,88.8,2025-05-11T12:20:49.333Z,2025-05-11T12:45:34Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719949319,285,,5719949427,233,132,5719949317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482711,419,8,1,17,25,spvvjmk37iid7hsky9g3nce7,1,38.9,91.8,2025-05-11T12:20:52.107Z,2025-05-11T12:46:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5720099873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455135,173,1,1,17,27,spvvjmk37iid7hsky9g3nce7,1,58.6,89.7,2025-05-11T12:20:54.577Z,2025-05-11T12:20:56Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719949719,140,56.3,5719949725,213,4.36,5719949721,141,79.9,5719949717,56,Left,5719949723,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455211,174,1,1,17,28,spvvjmk37iid7hsky9g3nce7,1,57.0,82.0,2025-05-11T12:20:55.314Z,2025-05-11T12:21:00Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719950087,140,65.0,5719950093,213,5.57,5719950091,212,11.1,5719950085,56,Center,5719950089,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455257,175,1,1,17,33,spvvjmk37iid7hsky9g3nce7,1,69.8,77.0,2025-05-11T12:20:59.810Z,2025-05-11T12:21:02Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5719950341,213,1.23,5719950337,141,94.7,5719950333,56,Left,5719950339,212,12.8,5719950335,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455321,176,1,1,17,35,spvvjmk37iid7hsky9g3nce7,1,71.6,96.2,2025-05-11T12:21:02.417Z,2025-05-11T12:21:05Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719950689,140,63.2,5719950695,213,3.23,5719950693,212,8.9,5719950691,141,95.0,5719950687,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455375,177,1,1,17,38,spvvjmk37iid7hsky9g3nce7,1,60.5,94.1,2025-05-11T12:21:05.409Z,2025-05-11T12:21:08Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719951001,213,5.09,5719950987,56,Left,5719950999,212,4.8,5719950989,140,62.2,5719950995,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455425,178,1,1,17,41,spvvjmk37iid7hsky9g3nce7,1,63.4,86.2,2025-05-11T12:21:08.050Z,2025-05-11T12:21:10Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719951237,140,50.2,5719951235,56,Left,5719951241,212,14.5,5719951243,213,3.44,5719951239,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455443,179,1,1,17,43,spvvjmk37iid7hsky9g3nce7,1,52.1,80.3,2025-05-11T12:21:10.257Z,2025-05-11T12:21:11Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719951339,140,60.7,5719951345,213,0.71,5719951343,212,11.9,5719951337,56,Left,5719951341,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455467,180,1,1,17,44,spvvjmk37iid7hsky9g3nce7,1,60.7,91.8,2025-05-11T12:21:11.218Z,2025-05-11T12:21:12Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719951473,140,52.8,5719951471,56,Left,5719951479,212,11.3,5719951483,213,3.89,5719951475,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455555,181,1,1,17,45,spvvjmk37iid7hsky9g3nce7,1,52.9,80.6,2025-05-11T12:21:12.545Z,2025-05-11T12:21:16Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719951917,140,43.2,5719951923,141,65.7,5719951933,213,3.92,5719951929,212,14.4,5719951909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455603,182,1,1,17,49,spvvjmk37iid7hsky9g3nce7,1,45.0,64.6,2025-05-11T12:21:15.761Z,2025-05-11T12:21:18Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719952219,141,42.4,5719952215,56,Back,5719952223,213,4.65,5719952221,212,15.1,5719952217,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455643,183,1,1,17,51,spvvjmk37iid7hsky9g3nce7,1,43.7,41.2,2025-05-11T12:21:18.385Z,2025-05-11T12:21:20Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719952433,212,27.5,5719952429,141,7.4,5719952439,213,5.29,5719952423,56,Right,5719952425,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455681,184,1,1,17,53,spvvjmk37iid7hsky9g3nce7,1,59.0,9.8,2025-05-11T12:21:20.162Z,2025-05-11T12:21:23Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719952719,56,Center,5719952725,141,23.6,5719952727,212,10.1,5719952729,213,1.20,5719952723,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455689,185,61,1,17,56,spvvjmk37iid7hsky9g3nce7,1,60.8,21.9,2025-05-11T12:21:23.082Z,2025-05-11T12:21:23Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5719952751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455719,186,1,1,17,58,spvvjmk37iid7hsky9g3nce7,0,56.9,23.1,2025-05-11T12:21:25.009Z,2025-05-11T12:21:26Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5719952929,141,23.0,5719952933,213,6.23,5719952925,56,Center,5719952931,212,1.4,5719952977,286,,5719952973,233,133,5719952927,140,58.2,5719952971,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455723,133,74,1,17,58,5mbo4f0vps12dr0fcvjn3wyp5,1,29.4,76.7,2025-05-11T12:21:25.010Z,2025-05-11T13:08:54Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5719952949,285,,5719953015,233,186,5719952947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455757,134,1,1,17,59,5mbo4f0vps12dr0fcvjn3wyp5,0,28.5,88.0,2025-05-11T12:21:26.532Z,2025-05-11T12:21:27Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719953135,140,36.0,5719953139,212,10.2,5719953141,213,5.59,5719953137,141,78.4,5719953131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455801,187,1,1,18,2,spvvjmk37iid7hsky9g3nce7,0,59.3,17.1,2025-05-11T12:21:28.771Z,2025-05-11T12:21:30Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5719953371,212,21.4,5719953365,140,79.4,5719953359,155,,5719953367,141,11.6,5719953375,213,6.11,5719953363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455871,135,1,1,18,4,5mbo4f0vps12dr0fcvjn3wyp5,1,16.3,89.3,2025-05-11T12:21:31.285Z,2025-05-11T12:21:35Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719953785,140,27.0,5719953791,213,5.19,5719953793,1,,5719953787,141,57.3,5719953789,212,24.5,5719953783,56,Back,5719953781,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455883,136,44,1,18,8,5mbo4f0vps12dr0fcvjn3wyp5,1,27.8,50.2,2025-05-11T12:21:35.126Z,2025-05-11T13:42:26Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5719953997,233,188,5719953861,56,Back,5719953863,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455897,188,44,1,18,8,spvvjmk37iid7hsky9g3nce7,0,72.2,49.8,2025-05-11T12:21:35.127Z,2025-05-11T13:42:26Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719954009,233,136,5719953947,286,,5719953945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455919,137,1,1,18,8,5mbo4f0vps12dr0fcvjn3wyp5,0,27.0,57.3,2025-05-11T12:21:35.515Z,2025-05-11T12:21:38Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5719954071,141,49.0,5719954069,140,32.0,5719954073,212,7.7,5719954065,3,,5719954067,56,Back,5719954075,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455925,189,44,1,18,10,spvvjmk37iid7hsky9g3nce7,1,68.3,53.0,2025-05-11T12:21:36.946Z,2025-05-11T13:42:26Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719954289,233,138,5719954109,286,,5719954107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455931,138,44,1,18,10,5mbo4f0vps12dr0fcvjn3wyp5,0,31.7,47.0,2025-05-11T12:21:36.947Z,2025-05-11T13:42:27Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5719954133,285,,5719954297,233,189,5719954131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455935,190,1,1,18,10,spvvjmk37iid7hsky9g3nce7,0,68.8,56.4,2025-05-11T12:21:37.234Z,2025-05-11T12:21:37Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719954149,213,0.04,5719954139,3,,5719954145,141,56.7,5719954141,56,Center,5719954143,140,73.7,5719954147,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455965,139,44,1,18,11,5mbo4f0vps12dr0fcvjn3wyp5,1,25.0,45.5,2025-05-11T12:21:38.368Z,2025-05-11T13:42:27Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719954309,56,Back,5719954363,233,191,5719954311,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455959,191,44,1,18,11,spvvjmk37iid7hsky9g3nce7,0,75.0,54.5,2025-05-11T12:21:38.369Z,2025-05-11T13:42:27Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5719954261,56,Center,5719954263,286,,5719954375,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813455979,140,1,1,18,12,5mbo4f0vps12dr0fcvjn3wyp5,0,22.3,48.5,2025-05-11T12:21:39.270Z,2025-05-11T12:47:48Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719954397,213,0.12,5719954389,56,Back,5719954395,212,10.5,5719954391,140,32.2,5719954393,141,50.4,5719954387,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456015,192,1,1,18,14,spvvjmk37iid7hsky9g3nce7,1,71.1,56.0,2025-05-11T12:21:40.834Z,2025-05-11T12:21:42Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719954589,141,64.9,5719954583,3,,5719954593,213,1.81,5719954585,56,Center,5719954591,212,6.2,5719954587,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456039,193,1,1,18,15,spvvjmk37iid7hsky9g3nce7,0,74.4,72.0,2025-05-11T12:21:42.322Z,2025-05-11T13:03:19Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719954713,155,,5719954727,213,5.60,5719954723,141,38.5,5719954711,2,,5719954715,56,Center,5719954729,1,,5719954725,212,36.2,5719954719,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456063,141,5,1,18,16,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.4,63.6,2025-05-11T12:21:43.710Z,2025-05-11T13:09:50Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719954869,346,,5719954929,233,194,5719954867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456059,194,5,1,18,16,spvvjmk37iid7hsky9g3nce7,0,101.4,36.4,2025-05-11T12:21:43.710Z,2025-05-11T12:21:48Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719954849,346,,5719954847,56,Center,5719954937,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456721,143,1,1,18,46,5mbo4f0vps12dr0fcvjn3wyp5,0,4.9,46.7,2025-05-11T12:22:13.157Z,2025-05-11T12:22:19Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5719958237,213,6.17,5719958225,56,Center,5719958235,212,77.3,5719958233,141,33.3,5719958229,140,78.0,5719958241,74,,5719958221,124,,5719958239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456871,195,12,1,18,55,spvvjmk37iid7hsky9g3nce7,1,21.1,75.3,2025-05-11T12:22:22.274Z,2025-05-11T12:22:28Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719959073,140,63.4,5719959077,212,44.5,5719959071,56,Center,5719959075,141,71.1,5719959079,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456851,144,1,1,18,57,5mbo4f0vps12dr0fcvjn3wyp5,1,33.9,31.5,2025-05-11T12:22:24.645Z,2025-05-11T12:22:27Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719958959,212,20.8,5719958953,56,Center,5719958951,157,,5719958963,1,,5719958955,140,53.6,5719958961,213,6.19,5719958957,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456865,145,44,1,19,0,5mbo4f0vps12dr0fcvjn3wyp5,1,53.8,24.5,2025-05-11T12:22:26.949Z,2025-05-11T13:42:27Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5719959037,56,Center,5719959197,233,196,5719959039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456877,196,44,1,19,0,spvvjmk37iid7hsky9g3nce7,0,46.2,75.5,2025-05-11T12:22:26.950Z,2025-05-11T13:42:28Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719959107,56,Back,5719959215,233,145,5719959109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813456885,146,1,1,19,0,5mbo4f0vps12dr0fcvjn3wyp5,1,53.6,28.8,2025-05-11T12:22:27.333Z,2025-05-11T12:22:28Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5719959141,140,50.9,5719959137,3,,5719959147,212,6.9,5719959143,141,19.5,5719959149,213,4.29,5719959139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
