id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value
2796107187,238,1,1,20,27,evf5hhqgnjhwjsth1m6pawxdp,1,74.4,7.4,2025-04-05T13:21:27.645Z,2025-04-05T13:21:32Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624431191,212,16.7,5624431187,141,23.4,5624431183,140,62.3,5624431179,56,Center,5624431193,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107311,239,1,1,20,32,evf5hhqgnjhwjsth1m6pawxdp,1,55.6,32.4,2025-04-05T13:21:32.605Z,2025-04-05T13:21:38Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624431829,141,30.6,5624431855,213,3.25,5624431853,212,11.4,5624431823,56,Back,5624431825,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107357,240,1,1,20,38,evf5hhqgnjhwjsth1m6pawxdp,1,51.6,18.8,2025-04-05T13:21:38.012Z,2025-04-05T13:21:41Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624432109,141,8.2,5624432105,56,Right,5624432113,213,5.69,5624432107,140,61.7,5624432111,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107381,241,1,1,20,41,evf5hhqgnjhwjsth1m6pawxdp,1,60.9,8.6,2025-04-05T13:21:41.085Z,2025-04-05T13:21:42Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624432229,212,19.1,5624432225,141,20.4,5624432223,140,44.4,5624432231,213,2.71,5624432221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107415,242,1,1,20,42,evf5hhqgnjhwjsth1m6pawxdp,1,44.1,20.1,2025-04-05T13:21:42.429Z,2025-04-05T13:21:44Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624432373,141,30.6,5624432377,213,0.52,5624432371,140,56.0,5624432375,212,14.4,5624432369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107447,244,1,1,20,45,evf5hhqgnjhwjsth1m6pawxdp,1,55.0,31.6,2025-04-05T13:21:45.021Z,2025-04-05T13:21:46Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624432623,140,39.4,5624432633,213,2.97,5624432625,141,35.8,5624432629,212,16.6,5624432619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107505,245,1,1,20,46,evf5hhqgnjhwjsth1m6pawxdp,1,37.0,40.6,2025-04-05T13:21:46.300Z,2025-04-05T13:21:49Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624432969,141,73.2,5624432979,213,1.59,5624432961,56,Back,5624432973,212,22.2,5624432965,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107601,246,1,1,20,49,evf5hhqgnjhwjsth1m6pawxdp,1,34.4,68.1,2025-04-05T13:21:49.260Z,2025-04-05T13:21:55Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624433543,141,92.1,5624433547,213,0.59,5624433541,140,57.8,5624433545,212,29.5,5624433539,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107619,247,1,1,20,54,evf5hhqgnjhwjsth1m6pawxdp,0,57.6,97.4,2025-04-05T13:21:54.133Z,2025-04-05T13:47:32Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624433615,141,97.7,5624433621,213,0.13,5624433619,212,1.6,5624433609,56,Left,5624433611,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107605,124,8,1,20,55,6i936isoyj6d0uuxdj537uc97,1,37.4,2.3,2025-04-05T13:21:55.006Z,2025-04-05T13:21:55Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624433559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107651,125,5,1,20,56,6i936isoyj6d0uuxdj537uc97,0,37.0,-2.0,2025-04-05T13:21:56.287Z,2025-04-05T13:22:03Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624433807,347,,5624433805,56,Back,5624434093,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107689,248,5,1,20,56,evf5hhqgnjhwjsth1m6pawxdp,1,63.0,102.0,2025-04-05T13:21:56.287Z,2025-04-05T13:57:50Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624433993,347,,5624433991,56,Left,5624434055,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107759,249,1,1,21,1,evf5hhqgnjhwjsth1m6pawxdp,1,59.0,100.0,2025-04-05T13:22:01.325Z,2025-04-05T13:22:03Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624434491,141,89.7,5624434489,140,47.7,5624434493,212,14.5,5624434495,213,3.76,5624434487,56,Back,5624434485,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107801,250,1,1,21,3,evf5hhqgnjhwjsth1m6pawxdp,1,46.5,87.2,2025-04-05T13:22:03.021Z,2025-04-05T13:22:05Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624434709,56,Back,5624434717,213,4.50,5624434713,141,51.6,5624434711,140,41.5,5624434715,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107881,251,1,1,21,5,evf5hhqgnjhwjsth1m6pawxdp,1,42.0,49.6,2025-04-05T13:22:05.533Z,2025-04-05T13:22:09Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624435169,140,51.0,5624435167,56,Left,5624435175,213,1.16,5624435173,212,23.5,5624435171,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107977,252,1,1,21,9,evf5hhqgnjhwjsth1m6pawxdp,1,51.8,77.3,2025-04-05T13:22:09.005Z,2025-04-05T13:22:14Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624435751,213,4.10,5624435749,212,18.1,5624435747,141,55.5,5624435743,56,Back,5624435745,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108033,253,1,1,21,14,evf5hhqgnjhwjsth1m6pawxdp,1,43.1,42.2,2025-04-05T13:22:14.045Z,2025-04-05T13:22:16Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624436037,140,57.9,5624436035,56,Center,5624436039,141,23.4,5624436041,212,20.1,5624436043,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108031,126,83,1,21,16,6i936isoyj6d0uuxdj537uc97,0,36.2,83.3,2025-04-05T13:22:16.046Z,2025-04-05T13:22:19Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624436281,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108063,254,1,1,21,16,evf5hhqgnjhwjsth1m6pawxdp,1,57.0,22.7,2025-04-05T13:22:16.445Z,2025-04-05T13:22:18Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624436241,213,3.02,5624436229,56,Back,5624436235,141,26.5,5624436237,212,21.2,5624436231,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108117,255,1,1,21,20,evf5hhqgnjhwjsth1m6pawxdp,1,40.1,30.3,2025-04-05T13:22:20.236Z,2025-04-05T13:22:21Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624436495,213,0.46,5624436491,141,40.7,5624436493,212,15.9,5624436489,140,53.7,5624436487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108149,256,1,1,21,21,evf5hhqgnjhwjsth1m6pawxdp,1,53.8,39.8,2025-04-05T13:22:21.484Z,2025-04-05T13:22:22Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624436675,141,32.2,5624436671,56,Back,5624436679,213,3.48,5624436677,212,15.7,5624436673,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108211,257,1,1,21,22,evf5hhqgnjhwjsth1m6pawxdp,1,39.7,32.5,2025-04-05T13:22:22.573Z,2025-04-05T13:22:26Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624436985,141,74.2,5624436989,213,1.47,5624436983,140,42.5,5624436987,212,28.5,5624436981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108241,258,1,1,21,26,evf5hhqgnjhwjsth1m6pawxdp,1,52.3,75.7,2025-04-05T13:22:26.221Z,2025-04-05T13:22:28Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624437175,56,Left,5624437179,141,95.7,5624437177,140,65.0,5624437183,213,0.80,5624437181,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108275,259,1,1,21,28,evf5hhqgnjhwjsth1m6pawxdp,0,67.3,93.9,2025-04-05T13:22:28.621Z,2025-04-05T13:22:30Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624437391,141,68.2,5624437389,140,91.9,5624437387,56,Center,5624437393,212,31.2,5624437385,155,,5624437395,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108735,128,1,1,21,49,6i936isoyj6d0uuxdj537uc97,1,14.6,30.9,2025-04-05T13:22:49.190Z,2025-04-05T13:22:54Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5624440079,140,64.4,5624440085,213,6.13,5624440075,199,,5624440081,141,19.1,5624440087,1,,5624440083,212,52.9,5624440077,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108753,129,44,1,21,54,6i936isoyj6d0uuxdj537uc97,1,72.1,17.8,2025-04-05T13:22:53.703Z,2025-04-05T13:54:42Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624440167,286,,5624440223,233,260,5624440165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108747,260,44,1,21,54,evf5hhqgnjhwjsth1m6pawxdp,0,27.9,82.2,2025-04-05T13:22:53.704Z,2025-04-05T13:54:43Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624440139,56,Back,5624440145,285,,5624440265,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108863,130,1,1,21,54,6i936isoyj6d0uuxdj537uc97,0,64.4,19.1,2025-04-05T13:22:54.282Z,2025-04-05T13:44:11Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624440633,141,25.0,5624440627,3,,5624440631,140,70.2,5624565817,168,,5624440635,212,7.3,5624440639,213,0.58,5624440629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108875,261,1,1,21,58,evf5hhqgnjhwjsth1m6pawxdp,0,26.7,68.1,2025-04-05T13:22:57.661Z,2025-04-05T13:44:18Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624440695,56,Left,5624440709,212,45.5,5624440717,1,,5624440715,213,0.36,5624440691,157,,5624440699,140,67.3,5624440705,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109045,131,1,1,22,3,6i936isoyj6d0uuxdj537uc97,1,23.7,11.3,2025-04-05T13:23:02.982Z,2025-04-05T13:23:07Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5624441655,141,25.8,5624441651,56,Center,5624441657,212,46.3,5624441653,140,66.8,5624441663,1,,5624441661,213,0.21,5624441649,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109051,132,61,1,22,7,6i936isoyj6d0uuxdj537uc97,0,66.8,25.8,2025-04-05T13:23:06.806Z,2025-04-05T13:23:07Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624441709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109133,263,1,1,22,10,evf5hhqgnjhwjsth1m6pawxdp,1,36.7,72.7,2025-04-05T13:23:10.035Z,2025-04-05T13:23:12Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624442139,140,35.1,5624442145,213,1.70,5624442143,212,13.0,5624442141,141,91.7,5624442137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109205,264,1,1,22,12,evf5hhqgnjhwjsth1m6pawxdp,1,33.7,84.5,2025-04-05T13:23:11.933Z,2025-04-05T13:23:15Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624442499,56,Back,5624442505,212,19.5,5624442503,141,57.8,5624442507,213,4.34,5624442501,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109265,265,1,1,22,16,evf5hhqgnjhwjsth1m6pawxdp,0,28.3,48.7,2025-04-05T13:23:15.710Z,2025-04-05T13:23:20Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624442819,155,,5624442829,213,0.45,5624442825,141,90.6,5624442831,1,,5624442821,56,Left,5624442827,212,65.6,5624442823,140,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109345,266,1,1,22,25,evf5hhqgnjhwjsth1m6pawxdp,0,86.4,89.7,2025-04-05T13:23:25.501Z,2025-04-05T13:23:27Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624443387,56,Center,5624443381,2,,5624443389,140,90.9,5624443397,213,5.03,5624443393,141,68.8,5624443395,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109613,133,12,1,22,27,6i936isoyj6d0uuxdj537uc97,1,5.9,30.0,2025-04-05T13:23:26.959Z,2025-04-05T13:23:42Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5624445119,56,Back,5624445131,213,5.63,5624445129,212,17.9,5624445123,140,19.4,5624445127,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109555,268,1,1,22,37,evf5hhqgnjhwjsth1m6pawxdp,1,37.1,90.6,2025-04-05T13:23:37.133Z,2025-04-05T13:23:39Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624444721,56,Left,5624444731,212,16.2,5624444727,141,81.1,5624444733,213,5.87,5624444725,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109675,269,1,1,22,39,evf5hhqgnjhwjsth1m6pawxdp,1,52.1,80.0,2025-04-05T13:23:39.117Z,2025-04-05T13:23:46Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624445491,56,Back,5624445495,140,43.5,5624445499,141,48.8,5624445503,213,4.31,5624445501,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109725,270,1,1,22,47,evf5hhqgnjhwjsth1m6pawxdp,1,55.0,45.4,2025-04-05T13:23:46.685Z,2025-04-05T13:23:49Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624445819,141,32.4,5624445823,212,14.9,5624445815,140,66.4,5624445825,213,5.65,5624445811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109861,271,1,1,22,49,evf5hhqgnjhwjsth1m6pawxdp,1,67.1,29.5,2025-04-05T13:23:49.391Z,2025-04-05T13:23:55Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,5624446523,213,5.61,5624446515,56,Right,5624446521,212,19.1,5624446517,140,81.3,5624446519,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109883,272,1,1,22,55,evf5hhqgnjhwjsth1m6pawxdp,0,91.5,15.8,2025-04-05T13:23:55.213Z,2025-04-05T13:23:57Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624446663,2,,5624446667,56,Center,5624446665,155,,5624446687,141,62.3,5624446677,140,87.3,5624446693,212,31.9,5624446697,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109985,135,12,1,22,58,6i936isoyj6d0uuxdj537uc97,1,3.7,48.4,2025-04-05T13:23:57.750Z,2025-04-05T13:24:01Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5624447219,56,Back,5624447223,141,34.3,5624447229,213,5.25,5624447227,212,11.2,5624447221,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109981,273,1,1,23,0,evf5hhqgnjhwjsth1m6pawxdp,0,88.9,71.7,2025-04-05T13:24:00.413Z,2025-04-05T13:45:03Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624447195,155,,5624447205,213,4.82,5624447203,212,23.1,5624447197,56,Center,5624447201,141,37.9,5624447199,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796109991,136,12,1,23,1,6i936isoyj6d0uuxdj537uc97,1,7.6,61.8,2025-04-05T13:24:00.759Z,2025-04-05T13:45:16Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,5624447239,141,83.9,5624447237,140,22.2,5624447243,213,0.78,5624447235,56,Back,5624447297,15,,5624447241,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796110133,274,1,1,23,8,evf5hhqgnjhwjsth1m6pawxdp,1,72.2,9.8,2025-04-05T13:24:07.693Z,2025-04-05T13:24:09Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,5624447925,141,20.3,5624447923,140,70.2,5624447927,212,7.4,5624447921,56,Right,5624447929,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796110269,275,1,1,23,10,evf5hhqgnjhwjsth1m6pawxdp,0,70.5,24.0,2025-04-05T13:24:09.741Z,2025-04-05T13:45:27Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624448715,213,2.02,5624448707,56,Center,5624448711,141,42.8,5624448709,140,64.7,5624448713,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796110277,276,4,1,23,15,evf5hhqgnjhwjsth1m6pawxdp,1,68.4,31.8,2025-04-05T13:24:14.966Z,2025-04-05T13:45:29Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624448789,265,,5624448791,286,,5624448785,56,Center,5624448799,233,137,5624448783,13,,5624448787,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796110243,137,4,1,23,15,6i936isoyj6d0uuxdj537uc97,0,31.6,68.2,2025-04-05T13:24:14.967Z,2025-04-05T13:24:21Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624448591,285,,5624448579,13,,5624448585,265,,5624448581,56,Back,5624448829,233,276,5624448583,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111013,277,1,1,23,58,evf5hhqgnjhwjsth1m6pawxdp,0,73.8,27.6,2025-04-05T13:24:58.109Z,2025-04-05T13:46:13Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624452869,141,65.6,5624578179,2,,5624452861,155,,5624452867,140,86.9,5624452863,152,,5624452871,212,29.3,5624452859,5,,5624452865,56,Center,5624452873,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111063,138,12,1,24,0,6i936isoyj6d0uuxdj537uc97,1,8.5,42.4,2025-04-05T13:24:59.902Z,2025-04-05T13:46:21Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,5624453185,213,5.87,5624453205,15,,5624453183,212,14.7,5624453179,140,21.3,5624453173,56,Back,5624453181,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111155,139,12,1,24,4,6i936isoyj6d0uuxdj537uc97,1,23.5,39.7,2025-04-05T13:25:03.983Z,2025-04-05T13:46:26Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,5624453727,56,Back,5624453733,212,27.1,5624453729,140,48.0,5624453731,141,27.0,5624453735,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111359,278,1,1,24,12,evf5hhqgnjhwjsth1m6pawxdp,1,59.2,85.1,2025-04-05T13:25:12.429Z,2025-04-05T13:25:15Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624454869,212,9.7,5624454863,140,67.9,5624454873,213,5.94,5624454859,56,Left,5624454865,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111375,279,1,1,24,15,evf5hhqgnjhwjsth1m6pawxdp,0,67.1,78.8,2025-04-05T13:25:15.533Z,2025-04-05T13:47:00Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624454955,212,21.9,5624454945,155,,5624454951,140,79.9,5624454957,213,5.37,5624454953,141,53.4,5624454949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111419,140,12,1,24,16,6i936isoyj6d0uuxdj537uc97,1,18.9,53.0,2025-04-05T13:25:16.351Z,2025-04-05T13:25:19Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624455165,213,0.28,5624455157,56,Back,5624455159,140,37.5,5624455227,15,,5624455161,141,61.4,5624455163,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111453,280,1,1,24,20,evf5hhqgnjhwjsth1m6pawxdp,0,59.5,51.0,2025-04-05T13:25:20.124Z,2025-04-05T13:25:21Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624455355,56,Center,5624455369,212,12.8,5624455351,3,,5624455363,141,59.1,5624455373,213,0.44,5624455359,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111611,141,12,1,24,21,6i936isoyj6d0uuxdj537uc97,1,23.3,46.6,2025-04-05T13:25:20.991Z,2025-04-05T13:25:29Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624456205,213,0.19,5624456199,212,43.8,5624456193,141,58.8,5624456189,140,64.3,5624456183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111589,281,1,1,24,26,evf5hhqgnjhwjsth1m6pawxdp,0,27.8,53.3,2025-04-05T13:25:26.510Z,2025-04-05T13:25:28Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624456075,141,50.9,5624456077,212,4.5,5624456073,140,31.8,5624456071,56,Back,5624456069,3,,5624456079,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111613,142,44,1,24,28,6i936isoyj6d0uuxdj537uc97,1,67.0,55.2,2025-04-05T13:25:28.149Z,2025-04-05T13:54:43Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,5624456235,56,Center,5624456237,286,,5624456487,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111647,282,44,1,24,28,evf5hhqgnjhwjsth1m6pawxdp,0,33.0,44.8,2025-04-05T13:25:28.150Z,2025-04-05T13:54:43Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5624456445,56,Back,5624456447,285,,5624583265,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111741,143,1,1,24,29,6i936isoyj6d0uuxdj537uc97,1,60.0,72.7,2025-04-05T13:25:29.039Z,2025-04-05T13:25:36Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,5624457029,140,69.0,5624457035,213,0.48,5624457025,3,,5624457033,212,10.6,5624457027,56,Left,5624457031,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111749,144,61,1,24,35,6i936isoyj6d0uuxdj537uc97,0,69.0,96.9,2025-04-05T13:25:35.639Z,2025-04-05T13:25:36Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624457079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111773,145,5,1,24,37,6i936isoyj6d0uuxdj537uc97,0,73.5,101.7,2025-04-05T13:25:36.846Z,2025-04-05T13:57:51Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624457193,56,Left,5624457215,233,283,5624457195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111755,283,5,1,24,37,evf5hhqgnjhwjsth1m6pawxdp,1,26.5,-1.7,2025-04-05T13:25:36.846Z,2025-04-05T13:57:50Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5624457197,233,145,5624457109,347,,5624457107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111827,284,1,1,24,40,evf5hhqgnjhwjsth1m6pawxdp,1,26.0,0.0,2025-04-05T13:25:40.589Z,2025-04-05T13:25:42Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624457561,1,,5624457559,213,2.24,5624457549,107,,5624457555,141,29.1,5624457557,212,26.4,5624457553,140,10.5,5624457551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111865,285,1,1,24,42,evf5hhqgnjhwjsth1m6pawxdp,1,9.9,28.9,2025-04-05T13:25:42.269Z,2025-04-05T13:25:44Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624457751,141,54.2,5624457747,56,Back,5624457749,140,4.5,5624457753,212,18.1,5624457757,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796111895,286,1,1,24,44,evf5hhqgnjhwjsth1m6pawxdp,1,4.7,54.6,2025-04-05T13:25:44.350Z,2025-04-05T13:25:46Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,5624457909,213,0.98,5624457905,141,82.3,5624457901,56,Back,5624457903,140,16.8,5624457907,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
