id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2818816015,170,1,1,18,15,6i936isoyj6d0uuxdj537uc97,1,32.3,22.5,2025-05-25T12:19:37.203Z,2025-05-25T12:19:39Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5749657431,140,69.9,5749657433,141,27.0,5749657435,212,39.6,5749657427,157,,5749657429,56,Center,5749657437,213,0.08,5749657439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816019,171,44,1,18,16,6i936isoyj6d0uuxdj537uc97,1,69.2,24.4,2025-05-25T12:19:38.111Z,2025-05-25T12:19:42Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749657453,56,Center,5749657483,233,175,5749657455,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816017,175,44,1,18,16,1939bnru25svvgv15k2c7tw2y,0,30.8,75.6,2025-05-25T12:19:38.112Z,2025-05-25T12:19:43Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749657451,285,,5749657449,56,Back,5749657511,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816051,172,1,1,18,16,6i936isoyj6d0uuxdj537uc97,0,70.6,26.4,2025-05-25T12:19:38.540Z,2025-05-25T12:43:51Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749657597,140,72.0,5749657601,212,1.9,5749657603,213,5.59,5749657599,141,24.6,5749657593,168,,5749657591,3,,5749657595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816031,176,61,1,18,17,1939bnru25svvgv15k2c7tw2y,1,31.9,76.9,2025-05-25T12:19:39.187Z,2025-05-25T12:20:20Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749657503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816085,173,5,1,18,19,6i936isoyj6d0uuxdj537uc97,1,73.0,-1.5,2025-05-25T12:19:40.800Z,2025-05-25T14:08:42Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749657773,347,,5749657767,56,Right,5749657805,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816037,177,5,1,18,19,1939bnru25svvgv15k2c7tw2y,0,27.0,101.5,2025-05-25T12:19:40.800Z,2025-05-25T14:08:43Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749657809,233,173,5749657531,56,Back,5749657533,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816215,174,1,1,18,46,6i936isoyj6d0uuxdj537uc97,0,75.9,0.0,2025-05-25T12:20:08.123Z,2025-05-25T12:20:10Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749658441,1,,5749658437,212,26.7,5749658439,213,1.01,5749658429,107,,5749658433,140,89.5,5749658431,56,Center,5749658435,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816227,178,12,1,18,49,1939bnru25svvgv15k2c7tw2y,1,10.0,55.2,2025-05-25T12:20:10.576Z,2025-05-25T12:20:13Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749658487,213,1.80,5749658479,56,Back,5749658503,167,,5749658485,212,32.7,5749658483,141,100.0,5749658481,140,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816275,175,5,1,18,50,6i936isoyj6d0uuxdj537uc97,1,93.9,-2.0,2025-05-25T12:20:12.163Z,2025-05-25T14:08:43Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749658739,233,179,5749658719,347,,5749658717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816229,179,5,1,18,50,1939bnru25svvgv15k2c7tw2y,0,6.1,102.0,2025-05-25T12:20:12.163Z,2025-05-25T14:08:43Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749658493,56,Back,5749658495,347,,5749658747,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816337,176,1,1,19,6,6i936isoyj6d0uuxdj537uc97,1,86.7,0.0,2025-05-25T12:20:27.747Z,2025-05-25T12:20:30Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749659059,140,92.3,5749659067,1,,5749659057,56,Center,5749659065,213,1.31,5749659053,107,,5749659061,141,31.0,5749659063,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816343,177,44,1,19,9,6i936isoyj6d0uuxdj537uc97,1,94.4,34.2,2025-05-25T12:20:30.724Z,2025-05-25T14:09:29Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749659095,56,Center,5749659097,286,,5749659211,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816365,180,44,1,19,9,1939bnru25svvgv15k2c7tw2y,0,5.6,65.8,2025-05-25T12:20:30.725Z,2025-05-25T14:09:29Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5749659247,233,177,5749659201,285,,5749659199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816355,178,1,1,19,9,6i936isoyj6d0uuxdj537uc97,0,92.3,31.0,2025-05-25T12:20:30.851Z,2025-05-25T12:20:32Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749659157,3,,5749659167,212,3.2,5749659159,168,,5749659169,213,1.12,5749659161,56,Center,5749659163,140,93.6,5749659165,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816383,181,61,1,19,10,1939bnru25svvgv15k2c7tw2y,1,2.8,59.7,2025-05-25T12:20:31.656Z,2025-05-25T12:44:49Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749659333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816361,179,6,1,19,11,6i936isoyj6d0uuxdj537uc97,1,97.1,39.9,2025-05-25T12:20:33.378Z,2025-05-25T13:35:32Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749659359,233,182,5749659255,56,Center,5749659257,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816387,182,6,1,19,11,1939bnru25svvgv15k2c7tw2y,0,2.9,60.1,2025-05-25T12:20:33.378Z,2025-05-25T13:35:32Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749659345,73,,5749659367,233,179,5749659343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816475,180,1,1,19,34,6i936isoyj6d0uuxdj537uc97,1,99.5,0.5,2025-05-25T12:20:56.226Z,2025-05-25T12:21:04Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749659929,141,95.3,5749659923,196,,5749659933,213,1.71,5749659927,140,91.0,5749659925,56,Left,5749659921,155,,5749659919,6,,5749659935,1,,5749659931,212,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816479,181,3,1,19,42,6i936isoyj6d0uuxdj537uc97,1,89.0,93.8,2025-05-25T12:21:03.915Z,2025-05-25T14:09:16Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5749659943,56,Left,5749660021,233,183,5749659945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816487,183,45,1,19,42,1939bnru25svvgv15k2c7tw2y,0,11.0,6.2,2025-05-25T12:21:03.915Z,2025-05-25T14:09:17Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5749660007,285,,5749660041,233,181,5749660005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816523,182,1,1,19,44,6i936isoyj6d0uuxdj537uc97,1,98.7,71.1,2025-05-25T12:21:06.003Z,2025-05-25T12:21:27Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,1.0,,5749660211,141,64.0,5749660213,212,13.8,5749660215,213,3.50,5749660309,195,,5749660209,140,86.4,5749660669,210,13,5749660207,56,Center,5749660671,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816527,183,13,1,19,45,6i936isoyj6d0uuxdj537uc97,1,86.4,62.9,2025-05-25T12:21:06.850Z,2025-05-25T12:31:14Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749660697,103,6.9,5749660233,17,,5749660685,83,,5749660701,230,98.4,5749660691,55,182,5749660441,72,,5749660439,25,,5749660687,29,,5749660695,102,58.2,5749660699,328,5749660235,56,Center,5749660703,231,50,5749660689,154,,,,,,,,,,,,,,,,,,,,
2818816545,184,5,1,19,46,6i936isoyj6d0uuxdj537uc97,0,101.6,59.2,2025-05-25T12:21:08.273Z,2025-05-25T14:08:44Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749660419,233,184,5749660303,346,,5749660301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816563,184,5,1,19,46,1939bnru25svvgv15k2c7tw2y,1,-1.6,40.8,2025-05-25T12:21:08.273Z,2025-05-25T14:08:44Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5749660415,233,184,5749660381,56,Back,5749660383,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816647,185,1,1,20,10,1939bnru25svvgv15k2c7tw2y,1,4.5,41.8,2025-05-25T12:21:32.257Z,2025-05-25T12:21:35Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5749660931,74,,5749660917,56,Right,5749660925,213,6.00,5749660921,141,15.3,5749660919,140,62.5,5749660923,212,63.5,5749660927,1,,5749660915,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816653,186,44,1,20,14,1939bnru25svvgv15k2c7tw2y,1,61.1,15.6,2025-05-25T12:21:35.840Z,2025-05-25T14:09:29Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749660965,286,,5749661021,233,185,5749660963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816661,185,44,1,20,14,6i936isoyj6d0uuxdj537uc97,0,38.9,84.4,2025-05-25T12:21:35.841Z,2025-05-25T14:09:30Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749661047,233,186,5749661017,56,Back,5749661019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816659,187,1,1,20,15,1939bnru25svvgv15k2c7tw2y,0,62.5,15.3,2025-05-25T12:21:36.610Z,2025-05-25T12:21:37Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749661009,140,71.5,5749661007,56,Center,5749661005,168,,5749661003,3,,5749661013,212,13.7,5749661011,141,29.8,5749661015,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816671,186,44,1,20,17,6i936isoyj6d0uuxdj537uc97,1,29.1,71.3,2025-05-25T12:21:38.783Z,2025-05-25T14:09:30Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749661057,56,Back,5749661059,285,,5749661079,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816669,188,44,1,20,17,1939bnru25svvgv15k2c7tw2y,0,70.9,28.7,2025-05-25T12:21:38.784Z,2025-05-25T14:09:30Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5749661101,233,186,5749661053,56,Center,5749661055,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816731,187,1,1,20,18,6i936isoyj6d0uuxdj537uc97,0,25.9,64.0,2025-05-25T12:21:39.642Z,2025-05-25T12:45:48Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749661391,56,Back,5749661397,212,6.9,5749661393,140,30.0,5749661389,3,,5749661395,141,72.0,5749661399,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816681,189,50,1,20,18,1939bnru25svvgv15k2c7tw2y,1,62.1,22.1,2025-05-25T12:21:40.384Z,2025-05-25T14:09:04Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749661117,56,Center,5749715481,233,189,5749661119,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816759,189,7,1,20,18,6i936isoyj6d0uuxdj537uc97,0,37.9,77.9,2025-05-25T12:21:40.385Z,2025-05-25T14:09:04Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5749715449,285,,5749715457,233,189,5749715447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816695,190,61,1,20,20,1939bnru25svvgv15k2c7tw2y,1,61.9,19.5,2025-05-25T12:21:41.889Z,2025-05-25T12:21:42Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749661189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816735,188,1,1,20,24,6i936isoyj6d0uuxdj537uc97,0,34.1,75.0,2025-05-25T12:21:46.506Z,2025-05-25T12:21:47Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749661409,157,,5749661421,1,,5749661419,213,6.07,5749661417,212,60.1,5749661415,141,56.0,5749661413,140,90.0,5749661411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816747,191,1,1,20,26,1939bnru25svvgv15k2c7tw2y,1,23.1,31.8,2025-05-25T12:21:48.257Z,2025-05-25T12:21:49Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5749661515,213,2.62,5749661513,212,19.3,5749661511,141,46.0,5749661507,56,Back,5749661509,140,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816753,192,1,1,20,28,1939bnru25svvgv15k2c7tw2y,1,7.2,46.0,2025-05-25T12:21:49.556Z,2025-05-25T12:21:51Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5749661547,56,Back,5749661553,212,20.0,5749661551,141,19.7,5749661549,140,15.7,5749661555,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816769,193,1,1,20,29,1939bnru25svvgv15k2c7tw2y,1,18.3,12.5,2025-05-25T12:21:51.473Z,2025-05-25T12:21:55Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5749661627,140,24.1,5749661629,141,18.2,5749661625,56,Back,5749661633,213,0.57,5749661631,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816777,194,1,1,20,33,1939bnru25svvgv15k2c7tw2y,1,22.0,31.2,2025-05-25T12:21:54.881Z,2025-05-25T12:21:56Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749661683,140,16.7,5749661679,56,Back,5749661687,141,54.8,5749661689,212,17.0,5749661691,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816819,195,1,1,20,34,1939bnru25svvgv15k2c7tw2y,1,16.7,54.8,2025-05-25T12:21:56.289Z,2025-05-25T12:22:03Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5749661925,213,1.24,5749661917,56,Back,5749661921,141,79.9,5749661923,212,18.1,5749661919,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816827,196,1,1,20,41,1939bnru25svvgv15k2c7tw2y,1,52.5,82.0,2025-05-25T12:22:03.122Z,2025-05-25T12:22:05Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749661963,212,23.7,5749661961,141,97.8,5749661965,213,0.47,5749661957,56,Left,5749661959,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816847,197,1,1,20,43,1939bnru25svvgv15k2c7tw2y,1,72.6,97.8,2025-05-25T12:22:05.280Z,2025-05-25T12:22:08Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749662047,141,69.0,5749662051,213,4.82,5749662049,212,19.7,5749662043,56,Center,5749662045,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816849,198,61,1,20,46,1939bnru25svvgv15k2c7tw2y,0,74.7,69.0,2025-05-25T12:22:08.129Z,2025-05-25T12:22:08Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749662059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816997,190,12,1,20,46,6i936isoyj6d0uuxdj537uc97,1,17.2,18.9,2025-05-25T12:22:08.274Z,2025-05-25T12:22:34Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749662893,397,,5749662863,140,23.7,5749662861,56,Back,5749662865,141,21.8,5749662895,233,199,5749662867,212,7.1,5749662869,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816857,199,74,1,20,46,1939bnru25svvgv15k2c7tw2y,1,75.3,76.9,2025-05-25T12:22:08.275Z,2025-05-25T12:22:35Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749662093,56,Center,5749662095,285,,5749662115,397,,5749662919,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817079,191,61,1,20,47,6i936isoyj6d0uuxdj537uc97,0,20.6,65.5,2025-05-25T12:22:08.578Z,2025-05-25T12:46:52Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749663377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816885,200,61,1,20,47,1939bnru25svvgv15k2c7tw2y,1,82.3,52.5,2025-05-25T12:22:09.090Z,2025-05-25T12:46:55Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,1.0,5749662249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816901,201,16,1,20,49,1939bnru25svvgv15k2c7tw2y,1,80.6,52.0,2025-05-25T12:22:10.608Z,2025-05-25T12:48:14Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5749663859,328,,5749662801,374,2025-05-25 13:22:09.383,5749662805,375,20:47.834,5749662343,18,,5749663861,230,95.8,5749663847,79,,5749662797,20,,5749663857,103,28.5,5749663855,102,51.6,5749663849,29,5749662341,22,,5749663863,231,51.1,5749662345,56,5749663851,55,,Center,200,,,,,,,,,,,,,,,
2818817185,192,1,1,21,48,6i936isoyj6d0uuxdj537uc97,1,49.9,49.7,2025-05-25T12:23:09.842Z,2025-05-25T12:23:11Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5749663997,141,43.9,5749663999,212,21.6,5749664001,213,3.33,5749664003,279,G,5749663993,56,Back,5749664019,189,,5749663995,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817215,193,1,1,21,51,6i936isoyj6d0uuxdj537uc97,1,29.9,40.3,2025-05-25T12:23:13.051Z,2025-05-25T12:23:15Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749664185,56,Back,5749664189,141,9.8,5749664193,213,4.93,5749664191,212,21.2,5749664187,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817225,194,1,1,21,54,6i936isoyj6d0uuxdj537uc97,1,32.9,12.9,2025-05-25T12:23:15.595Z,2025-05-25T12:23:20Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5749664255,141,43.7,5749664253,140,22.0,5749664251,56,Back,5749664259,213,2.07,5749664257,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817245,195,1,1,21,58,6i936isoyj6d0uuxdj537uc97,0,20.0,54.0,2025-05-25T12:23:20.011Z,2025-05-25T12:23:22Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749664377,140,27.4,5749664379,141,88.6,5749664381,212,24.8,5749664383,213,1.25,5749664375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817243,202,8,1,22,0,1939bnru25svvgv15k2c7tw2y,1,71.5,8.9,2025-05-25T12:23:22.433Z,2025-05-25T12:23:22Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5749664369,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817265,204,1,1,22,3,1939bnru25svvgv15k2c7tw2y,0,90.4,6.8,2025-05-25T12:23:24.707Z,2025-05-25T12:23:26Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5749664475,141,20.7,5749664479,213,1.44,5749664473,140,91.6,5749664477,212,9.5,5749664467,2,,5749664471,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817293,197,1,1,22,5,6i936isoyj6d0uuxdj537uc97,1,12.2,83.0,2025-05-25T12:23:27.267Z,2025-05-25T12:23:29Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749664613,56,Back,5749664615,140,11.9,5749664617,141,72.7,5749664621,213,4.67,5749664619,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817297,198,1,1,22,7,6i936isoyj6d0uuxdj537uc97,0,10.5,76.6,2025-05-25T12:23:29.107Z,2025-05-25T12:23:31Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749664669,212,28.6,5749664671,213,6.14,5749664673,1,,5749664667,141,70.6,5749664665,140,37.5,5749664661,157,,5749664663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817301,205,1,1,22,11,1939bnru25svvgv15k2c7tw2y,0,74.3,40.4,2025-05-25T12:23:32.946Z,2025-05-25T12:23:33Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5749664687,56,Center,5749664695,213,6.01,5749664693,212,12.6,5749664689,140,85.9,5749664691,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817305,199,1,1,22,12,6i936isoyj6d0uuxdj537uc97,1,26.9,69.1,2025-05-25T12:23:34.339Z,2025-05-25T12:23:35Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5749664721,141,69.7,5749664723,212,16.3,5749664719,140,42.4,5749664725,213,0.03,5749664717,56,Back,5749664715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817311,200,1,1,22,13,6i936isoyj6d0uuxdj537uc97,0,42.4,69.7,2025-05-25T12:23:35.371Z,2025-05-25T12:23:36Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5749664749,212,14.3,5749664745,140,30.8,5749664747,141,80.8,5749664743,56,Back,5749664751,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817335,207,1,1,22,17,1939bnru25svvgv15k2c7tw2y,1,69.8,37.1,2025-05-25T12:23:38.833Z,2025-05-25T12:23:40Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749664815,213,0.57,5749664811,212,9.3,5749664807,140,77.3,5749664809,141,44.5,5749664805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817345,208,1,1,22,18,1939bnru25svvgv15k2c7tw2y,0,77.3,44.5,2025-05-25T12:23:39.985Z,2025-05-25T12:23:41Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5749664865,140,85.4,5749664869,212,9.9,5749664867,141,37.0,5749664871,213,5.74,5749664863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817351,201,1,1,22,20,6i936isoyj6d0uuxdj537uc97,1,16.0,71.8,2025-05-25T12:23:41.779Z,2025-05-25T12:23:43Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749664917,212,13.3,5749664919,213,4.04,5749664911,56,Back,5749664913,140,8.1,5749664915,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817355,203,1,1,22,22,6i936isoyj6d0uuxdj537uc97,0,8.6,54.6,2025-05-25T12:23:43.925Z,2025-05-25T12:23:45Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5749664935,140,47.2,5749664931,157,,5749664933,56,Back,5749664939,212,42.3,5749664941,213,6.00,5749664943,1,,5749664937,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817367,209,1,1,22,24,1939bnru25svvgv15k2c7tw2y,1,57.2,56.0,2025-05-25T12:23:45.651Z,2025-05-25T12:23:47Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749664991,56,Center,5749664997,212,11.6,5749664993,140,62.6,5749664989,3,,5749664999,213,1.06,5749664995,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817411,211,1,1,22,29,1939bnru25svvgv15k2c7tw2y,1,73.3,90.6,2025-05-25T12:23:51.426Z,2025-05-25T12:23:56Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749665235,141,96.9,5749665231,56,Left,5749665233,140,80.6,5749665239,213,0.51,5749665237,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818817417,212,1,1,22,32,1939bnru25svvgv15k2c7tw2y,0,80.6,96.9,2025-05-25T12:23:54.090Z,2025-05-25T12:23:57Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5749665265,233,204,5749665249,56,Left,5749665255,212,6.1,5749665253,141,88.3,5749665251,140,82.4,5749665263,236,,5749665269,286,,5749665257,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
