id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2810389395,237,1,1,21,21,spvvjmk37iid7hsky9g3nce7,1,65.0,44.0,2025-05-04T14:52:31.035Z,2025-05-04T14:52:32Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703009301,140,69.1,5703009305,212,8.7,5703009297,56,Center,5703009307,213,1.05,5703009303,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810389555,238,1,1,21,23,spvvjmk37iid7hsky9g3nce7,1,71.8,57.9,2025-05-04T14:52:32.811Z,2025-05-04T14:52:46Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703010331,140,88.9,5703010335,212,24.6,5703010329,56,Left,5703010337,213,0.75,5703010333,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810389589,239,1,1,21,29,spvvjmk37iid7hsky9g3nce7,0,96.5,77.5,2025-05-04T14:52:38.973Z,2025-05-04T14:52:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703010541,213,4.55,5703010529,56,Center,5703010539,212,16.0,5703010531,140,94.1,5703010535,141,54.2,5703010523,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810389749,205,12,1,21,30,evf5hhqgnjhwjsth1m6pawxdp,1,7.0,41.8,2025-05-04T14:52:40.116Z,2025-05-04T14:53:55Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703011411,213,4.33,5703011403,56,Back,5703011407,141,10.1,5703011409,212,23.2,5703011405,140,0.0,5703011473,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810389755,206,6,1,21,31,evf5hhqgnjhwjsth1m6pawxdp,0,1.5,23.5,2025-05-04T14:52:40.660Z,2025-05-04T16:31:46Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703011577,73,,5703019939,233,240,5703011575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810389639,240,6,1,21,31,spvvjmk37iid7hsky9g3nce7,1,98.5,76.5,2025-05-04T14:52:40.660Z,2025-05-04T16:31:46Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703010891,56,Center,5703010895,73,,5703019907,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810390497,241,1,1,22,1,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-05-04T14:53:10.651Z,2025-05-04T14:53:13Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703015247,213,4.56,5703015243,141,55.4,5703015231,2,,5703015235,155,,5703015239,56,Center,5703015233,6,,5703015237,223,,5703015245,212,30.3,5703015241,140,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810390521,207,12,1,22,3,evf5hhqgnjhwjsth1m6pawxdp,1,2.5,43.9,2025-05-04T14:53:13.403Z,2025-05-04T14:53:15Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703015349,56,Back,5703015355,212,18.9,5703015351,140,16.2,5703015353,141,25.9,5703015357,213,5.58,5703015373,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810390717,209,4,1,22,12,evf5hhqgnjhwjsth1m6pawxdp,1,29.1,12.8,2025-05-04T14:53:22.316Z,2025-05-04T15:26:26Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5703219893,294,,5703016399,56,Back,5703016401,152,,5703016405,285,,5703016699,233,242,5703016397,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810390765,242,4,1,22,12,spvvjmk37iid7hsky9g3nce7,0,70.9,87.2,2025-05-04T14:53:22.317Z,2025-05-04T15:26:28Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703016667,56,Left,5703016759,233,209,5703016673,286,,5703016669,152,,5703016665,13,,5703219641,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391157,210,1,1,22,30,evf5hhqgnjhwjsth1m6pawxdp,1,28.9,12.2,2025-05-04T14:53:39.978Z,2025-05-04T14:53:41Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5703018743,141,44.9,5703018747,213,1.82,5703018739,56,Back,5703018735,5,,5703018737,152,,5703018787,189,,5703018745,212,22.9,5703018741,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391211,211,1,1,22,32,evf5hhqgnjhwjsth1m6pawxdp,1,23.6,44.9,2025-05-04T14:53:42.139Z,2025-05-04T14:53:43Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703019013,141,80.0,5703019009,140,37.5,5703019007,56,Back,5703019015,212,28.0,5703019019,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391245,212,1,1,22,34,evf5hhqgnjhwjsth1m6pawxdp,1,37.5,80.0,2025-05-04T14:53:43.755Z,2025-05-04T15:38:40Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5703019191,140,43.9,5703019195,212,11.4,5703019193,141,93.5,5703019197,213,0.94,5703019189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391383,213,1,1,22,37,evf5hhqgnjhwjsth1m6pawxdp,1,34.7,94.4,2025-05-04T14:53:46.811Z,2025-05-04T14:53:52Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5703019877,212,9.6,5703019873,140,27.9,5703019871,56,Back,5703019875,141,85.0,5703019881,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391419,214,1,1,22,42,evf5hhqgnjhwjsth1m6pawxdp,1,26.4,83.2,2025-05-04T14:53:52.283Z,2025-05-04T14:53:53Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703020059,212,24.3,5703020051,140,23.6,5703020055,141,47.8,5703020063,213,4.59,5703020047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391469,215,1,1,22,43,evf5hhqgnjhwjsth1m6pawxdp,1,23.3,47.6,2025-05-04T14:53:53.339Z,2025-05-04T14:53:54Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5703020293,141,25.3,5703020297,213,4.86,5703020289,56,Back,5703020291,140,25.5,5703020295,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391503,216,1,1,22,45,evf5hhqgnjhwjsth1m6pawxdp,0,25.5,25.3,2025-05-04T14:53:54.763Z,2025-05-04T14:53:55Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703020513,213,0.07,5703020509,141,29.2,5703020505,56,Center,5703020501,155,,5703020507,140,64.2,5703020511,212,40.7,5703020515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391549,243,1,1,22,47,spvvjmk37iid7hsky9g3nce7,0,41.7,69.3,2025-05-04T14:53:57.404Z,2025-05-04T14:53:58Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5703020759,212,24.3,5703020751,157,,5703020755,140,64.8,5703020763,1,,5703020761,213,6.28,5703020753,56,Center,5703020757,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391593,217,1,1,22,48,evf5hhqgnjhwjsth1m6pawxdp,1,33.5,34.0,2025-05-04T14:53:58.427Z,2025-05-04T14:53:59Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5703020987,140,43.9,5703020983,157,,5703020993,213,0.72,5703020995,1,,5703020991,212,14.5,5703020989,141,48.1,5703020985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391729,218,1,1,22,50,evf5hhqgnjhwjsth1m6pawxdp,1,43.9,48.1,2025-05-04T14:53:59.812Z,2025-05-04T14:54:06Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703021735,56,Left,5703021739,140,63.0,5703021747,213,0.85,5703021743,141,82.0,5703021745,212,30.6,5703021733,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391713,244,83,1,22,55,spvvjmk37iid7hsky9g3nce7,0,30.2,31.5,2025-05-04T14:54:05.115Z,2025-05-04T14:54:08Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703022011,399,as7qhgi67gngq0nb3zmwg8jro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391753,219,1,1,22,56,evf5hhqgnjhwjsth1m6pawxdp,1,63.4,71.5,2025-05-04T14:54:05.872Z,2025-05-04T14:54:06Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5703021885,56,Center,5703021889,141,58.7,5703021891,212,10.3,5703021895,213,5.27,5703021887,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391821,220,1,1,22,57,evf5hhqgnjhwjsth1m6pawxdp,1,68.6,58.7,2025-05-04T14:54:06.779Z,2025-05-04T14:54:09Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703022233,212,19.1,5703022229,140,72.1,5703022227,56,Left,5703022231,141,86.2,5703022235,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391855,221,1,1,23,0,evf5hhqgnjhwjsth1m6pawxdp,1,79.2,89.9,2025-05-04T14:54:09.723Z,2025-05-04T14:54:11Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5703022441,140,75.6,5703022445,212,11.6,5703022447,213,4.38,5703022443,141,73.8,5703022439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391871,222,1,1,23,2,evf5hhqgnjhwjsth1m6pawxdp,0,76.5,76.4,2025-05-04T14:54:11.819Z,2025-05-04T14:54:13Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703022549,56,Center,5703022555,212,25.0,5703022551,140,95.9,5703022545,2,,5703022547,155,,5703022553,141,55.1,5703022557,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810391955,246,1,1,23,5,spvvjmk37iid7hsky9g3nce7,1,10.5,47.2,2025-05-04T14:54:14.891Z,2025-05-04T14:54:17Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5703023037,212,29.2,5703023029,140,27.7,5703023025,123,,5703023027,56,Back,5703023057,287,,5703023039,213,0.90,5703023035,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392047,247,1,1,23,7,spvvjmk37iid7hsky9g3nce7,1,27.7,80.9,2025-05-04T14:54:17.324Z,2025-05-04T14:54:21Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703023483,213,4.52,5703023477,140,24.7,5703023479,141,57.0,5703023475,56,Back,5703023481,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392139,248,1,1,23,11,spvvjmk37iid7hsky9g3nce7,1,28.9,51.2,2025-05-04T14:54:21.340Z,2025-05-04T14:54:25Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5703023973,56,Back,5703023977,141,35.5,5703023985,213,5.71,5703023981,212,19.8,5703023975,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392147,249,1,1,23,15,spvvjmk37iid7hsky9g3nce7,1,44.6,43.7,2025-05-04T14:54:24.764Z,2025-05-04T14:54:25Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5703024073,141,61.2,5703024069,140,43.8,5703024065,56,Back,5703024079,213,1.64,5703024075,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392195,250,1,1,23,16,spvvjmk37iid7hsky9g3nce7,1,43.8,61.2,2025-05-04T14:54:25.756Z,2025-05-04T14:54:28Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703024367,56,Back,5703024373,141,44.2,5703024377,213,4.93,5703024375,212,11.8,5703024371,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392235,251,1,1,23,18,spvvjmk37iid7hsky9g3nce7,1,46.2,44.2,2025-05-04T14:54:27.868Z,2025-05-04T14:54:29Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5703024621,212,12.5,5703024613,56,Back,5703024617,140,40.2,5703024619,141,28.3,5703024623,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392299,252,1,1,23,19,spvvjmk37iid7hsky9g3nce7,1,40.1,28.0,2025-05-04T14:54:29.276Z,2025-05-04T14:54:32Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703024917,56,Right,5703024921,141,7.0,5703024925,213,5.44,5703024923,212,19.2,5703024919,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392373,253,1,1,23,22,spvvjmk37iid7hsky9g3nce7,1,52.9,7.7,2025-05-04T14:54:32.363Z,2025-05-04T14:54:36Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703025365,141,18.3,5703025361,56,Back,5703025369,213,2.56,5703025363,140,42.4,5703025367,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392443,254,1,1,23,26,spvvjmk37iid7hsky9g3nce7,1,44.3,18.9,2025-05-04T14:54:36.316Z,2025-05-04T14:54:39Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703025769,212,8.7,5703025765,140,40.2,5703025773,213,2.09,5703025767,141,30.1,5703025763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392563,255,1,1,23,30,spvvjmk37iid7hsky9g3nce7,1,46.7,40.4,2025-05-04T14:54:39.515Z,2025-05-04T14:54:46Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703026429,140,46.4,5703026433,212,13.1,5703026435,213,1.59,5703026431,141,59.6,5703026427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392659,256,1,1,23,36,spvvjmk37iid7hsky9g3nce7,1,53.5,72.7,2025-05-04T14:54:46.028Z,2025-05-04T14:54:49Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5703026933,141,85.3,5703026937,213,1.66,5703026935,212,8.6,5703026931,140,52.8,5703026929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392749,257,1,1,23,40,spvvjmk37iid7hsky9g3nce7,1,51.4,83.0,2025-05-04T14:54:49.772Z,2025-05-04T14:54:54Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703027433,140,38.8,5703027437,212,21.0,5703027431,56,Back,5703027435,141,59.0,5703027439,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392801,258,1,1,23,44,spvvjmk37iid7hsky9g3nce7,1,43.8,55.2,2025-05-04T14:54:54.220Z,2025-05-04T14:54:56Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703027719,141,38.6,5703027723,213,4.73,5703027721,212,11.3,5703027713,56,Back,5703027717,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392949,259,1,1,23,46,spvvjmk37iid7hsky9g3nce7,1,44.0,38.5,2025-05-04T14:54:56.059Z,2025-05-04T14:55:02Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703028451,56,Right,5703028455,140,60.1,5703028467,213,5.36,5703028461,141,5.8,5703028465,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810392979,260,1,1,23,52,spvvjmk37iid7hsky9g3nce7,1,76.7,4.7,2025-05-04T14:55:02.236Z,2025-05-04T14:55:03Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703028675,212,4.7,5703028671,140,73.9,5703028673,141,10.0,5703028677,213,2.26,5703028669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393013,261,1,1,23,53,spvvjmk37iid7hsky9g3nce7,1,75.0,8.9,2025-05-04T14:55:03.148Z,2025-05-04T14:55:05Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5703028893,212,19.3,5703028883,56,Right,5703028889,141,19.2,5703028885,140,92.1,5703028895,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393049,262,1,1,23,55,spvvjmk37iid7hsky9g3nce7,1,93.0,19.4,2025-05-04T14:55:05.067Z,2025-05-04T14:55:06Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703029105,212,11.7,5703029101,140,84.4,5703029107,213,2.45,5703029103,141,30.4,5703029099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393107,263,1,1,23,56,spvvjmk37iid7hsky9g3nce7,1,84.4,30.4,2025-05-04T14:55:06.428Z,2025-05-04T14:55:15Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,1.0,,5703030113,154,,5703029457,212,12.5,5703029451,140,83.7,5703029455,141,48.7,5703030111,210,15,5703029459,213,1.63,5703029445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393119,264,15,1,23,59,spvvjmk37iid7hsky9g3nce7,1,85.9,43.3,2025-05-04T14:55:08.812Z,2025-05-04T14:55:15Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703030163,146,98.1,5703029535,17,,5703030155,55,263,5703030151,29,,5703030159,102,46.4,5703029813,20,,5703030153,154,,5703030169,233,223,5703029537,56,Center,5703029533,22,,5703030161,103,16.5,5703030165,147,48.6,5703030149,80,,,,,,,,,,,,,,,,,,
2810393135,223,10,1,23,59,evf5hhqgnjhwjsth1m6pawxdp,1,1.1,52.2,2025-05-04T14:55:08.912Z,2025-05-04T14:55:16Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5703030263,233,264,5703029763,177,,5703029609,182,,5703029607,178,,5703029611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393351,225,1,1,24,8,evf5hhqgnjhwjsth1m6pawxdp,1,10.8,43.4,2025-05-04T14:55:17.821Z,2025-05-04T14:55:20Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5703030723,140,20.0,5703030727,141,78.7,5703030719,123,,5703030731,212,25.9,5703030733,213,1.19,5703030721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393405,226,1,1,24,11,evf5hhqgnjhwjsth1m6pawxdp,1,21.8,83.9,2025-05-04T14:55:20.748Z,2025-05-04T14:55:23Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703031059,56,Back,5703031063,141,93.0,5703031067,213,0.48,5703031061,140,33.0,5703031065,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393493,227,1,1,24,13,evf5hhqgnjhwjsth1m6pawxdp,1,32.7,92.7,2025-05-04T14:55:23.179Z,2025-05-04T15:25:03Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5703031567,212,3.9,5703031563,140,30.5,5703031561,56,Back,5703031565,141,88.1,5703031569,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425829,393,1,1,24,16,evf5hhqgnjhwjsth1m6pawxdp,0,36.0,93.9,2025-05-04T14:55:25.485Z,2025-05-04T15:25:12Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703212813,212,6.3,5703212809,140,39.6,5703212857,233,265,5703212853,236,,5703212807,56,Back,5703212865,286,,5703212815,213,0.93,5703212811,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393505,265,74,1,24,16,spvvjmk37iid7hsky9g3nce7,1,64.7,6.8,2025-05-04T14:55:25.486Z,2025-05-04T15:25:16Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5703031607,56,Right,5703212895,233,393,5703212561,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393525,228,5,1,24,17,evf5hhqgnjhwjsth1m6pawxdp,1,29.4,101.6,2025-05-04T14:55:27.452Z,2025-05-04T16:31:23Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5703031759,347,,5703031861,233,266,5703031757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393535,266,5,1,24,17,spvvjmk37iid7hsky9g3nce7,0,70.6,-1.6,2025-05-04T14:55:27.452Z,2025-05-04T16:31:24Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5703031841,347,,5703031839,56,Right,5703031885,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393939,229,1,1,24,33,evf5hhqgnjhwjsth1m6pawxdp,1,28.4,100.0,2025-05-04T14:55:42.716Z,2025-05-04T14:56:23Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5703033869,140,34.1,5703033865,107,,5703033871,141,83.8,5703033875,213,5.16,5703033873,212,13.7,5703033867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810393973,230,1,1,24,35,evf5hhqgnjhwjsth1m6pawxdp,0,34.1,83.8,2025-05-04T14:55:44.620Z,2025-05-04T14:55:46Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703034045,213,6.04,5703034041,141,74.8,5703034037,56,Center,5703034035,157,,5703034039,140,57.8,5703034047,1,,5703034043,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394073,267,1,1,24,37,spvvjmk37iid7hsky9g3nce7,1,43.8,25.9,2025-05-04T14:55:46.701Z,2025-05-04T14:55:50Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703034587,141,42.4,5703034577,56,Center,5703034575,157,,5703034581,140,63.7,5703034599,1,,5703034591,212,23.7,5703034595,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394081,268,61,1,24,40,spvvjmk37iid7hsky9g3nce7,0,64.3,42.4,2025-05-04T14:55:49.869Z,2025-05-04T14:55:50Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703034627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394181,231,1,1,24,43,evf5hhqgnjhwjsth1m6pawxdp,0,20.1,40.4,2025-05-04T14:55:53.196Z,2025-05-04T14:55:54Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703035155,157,,5703035159,140,33.6,5703035163,212,31.4,5703035167,1,,5703035165,213,5.18,5703035161,141,0.0,5703035157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394191,232,5,1,24,43,evf5hhqgnjhwjsth1m6pawxdp,0,33.2,-1.2,2025-05-04T14:55:53.308Z,2025-05-04T16:31:24Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703035429,233,269,5703035201,347,,5703035199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394215,269,5,1,24,43,spvvjmk37iid7hsky9g3nce7,1,66.8,101.2,2025-05-04T14:55:53.308Z,2025-05-04T16:31:24Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703035343,347,,5703035381,233,232,5703035341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394331,270,1,1,24,46,spvvjmk37iid7hsky9g3nce7,1,67.5,100.0,2025-05-04T14:55:55.580Z,2025-05-04T14:56:00Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703035951,213,6.02,5703035949,212,22.5,5703035945,140,88.2,5703035941,107,,5703035947,141,93.3,5703035943,56,Left,5703035953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394369,271,1,1,24,50,spvvjmk37iid7hsky9g3nce7,1,84.6,95.1,2025-05-04T14:56:00.075Z,2025-05-04T14:56:02Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703036113,140,80.5,5703036117,212,4.3,5703036111,56,Left,5703036115,141,94.4,5703036119,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394419,272,1,1,24,52,spvvjmk37iid7hsky9g3nce7,1,79.9,94.2,2025-05-04T14:56:01.852Z,2025-05-04T14:56:04Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703036397,141,75.9,5703036393,56,Center,5703036403,213,3.89,5703036401,212,18.2,5703036395,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394477,273,1,1,24,54,spvvjmk37iid7hsky9g3nce7,1,67.2,73.6,2025-05-04T14:56:03.996Z,2025-05-04T14:56:06Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703036741,213,3.49,5703036737,141,66.6,5703036733,56,Center,5703036735,140,54.7,5703036739,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394545,274,1,1,24,56,spvvjmk37iid7hsky9g3nce7,1,54.6,66.4,2025-05-04T14:56:06.268Z,2025-05-04T14:56:10Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703037209,56,Left,5703037219,213,1.09,5703037211,140,62.7,5703037215,212,18.5,5703037213,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810394625,275,1,1,25,1,spvvjmk37iid7hsky9g3nce7,1,62.8,90.0,2025-05-04T14:56:10.491Z,2025-05-04T14:56:13Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703037597,56,Left,5703037605,213,6.07,5703037601,141,86.8,5703037603,212,10.4,5703037599,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
