id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818870651,81,1,1,12,2,5mbo4f0vps12dr0fcvjn3wyp5,0,99.3,0.4,2025-05-25T14:42:31.804Z,2025-05-25T14:42:32Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5749968129,56,Center,5749968133,141,44.2,5749968127,223,,5749968131,140,93.3,5749968135,212,30.4,5749968137,213,1.78,5749968121,2,,5749968125,155,,5749968123,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870665,99,12,1,12,2,ac8jow4mdkvnsv5s0och4qqm,1,3.9,52.8,2025-05-25T14:42:31.828Z,2025-05-25T15:06:15Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749968247,56,Back,5749968279,15,,5749968257,213,5.78,5749968253,212,43.5,5749968249,140,40.2,5749968251,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870727,83,1,1,12,6,5mbo4f0vps12dr0fcvjn3wyp5,0,69.9,67.2,2025-05-25T14:42:35.628Z,2025-05-25T14:42:40Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749968555,56,Center,5749968553,157,,5749968557,140,93.4,5749968561,212,27.9,5749968559,141,48.1,5749968565,1,,5749968563,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870733,100,44,1,12,9,ac8jow4mdkvnsv5s0och4qqm,1,8.1,51.7,2025-05-25T14:42:39.060Z,2025-05-25T15:41:42Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749968585,56,Back,5749968587,285,,5749968663,233,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870729,84,44,1,12,9,5mbo4f0vps12dr0fcvjn3wyp5,0,91.9,48.3,2025-05-25T14:42:39.061Z,2025-05-25T15:41:43Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5749968569,56,Center,5749968671,233,100,5749968571,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870747,101,12,1,12,10,ac8jow4mdkvnsv5s0och4qqm,1,11.1,52.8,2025-05-25T14:42:39.598Z,2025-05-25T14:43:58Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749968649,213,5.10,5749968647,212,13.7,5749968645,141,34.2,5749968661,15,,5749968641,56,Back,5749968643,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870761,102,4,1,12,12,ac8jow4mdkvnsv5s0och4qqm,1,13.6,36.7,2025-05-25T14:42:41.867Z,2025-05-25T14:51:42Z,,,,5749968833,233,85,5749968799,56,Back,5749968797,10,,5749968803,285,,5749968801,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870757,85,4,1,12,12,5mbo4f0vps12dr0fcvjn3wyp5,0,86.4,63.3,2025-05-25T14:42:41.868Z,2025-05-25T14:51:42Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5749968829,286,,5749968849,233,102,5749968825,56,Center,5749968823,10,,5749968827,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870821,103,1,1,12,19,ac8jow4mdkvnsv5s0och4qqm,1,30.3,36.3,2025-05-25T14:42:48.771Z,2025-05-25T14:42:50Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5749969041,5,,5749969045,56,Back,5749969043,152,,5749969047,140,14.9,5749969049,141,33.7,5749969051,212,16.3,5749969053,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870841,104,1,1,12,20,ac8jow4mdkvnsv5s0och4qqm,1,14.9,33.9,2025-05-25T14:42:49.907Z,2025-05-25T14:42:51Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5749969137,140,14.5,5749969143,213,1.60,5749969141,212,15.3,5749969135,56,Back,5749969139,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870859,105,1,1,12,21,ac8jow4mdkvnsv5s0och4qqm,1,14.5,56.4,2025-05-25T14:42:51.269Z,2025-05-25T14:42:53Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749969245,56,Back,5749969243,155,,5749969247,140,32.4,5749969251,212,42.2,5749969255,1,,5749969249,141,0.8,5749969253,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870871,106,1,1,12,24,ac8jow4mdkvnsv5s0och4qqm,0,32.4,0.8,2025-05-25T14:42:53.637Z,2025-05-25T14:42:55Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5749969325,3,,5749969327,56,Back,5749969331,141,10.0,5749969335,213,0.82,5749969329,140,38.0,5749969333,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870883,86,1,1,12,26,5mbo4f0vps12dr0fcvjn3wyp5,0,57.0,87.7,2025-05-25T14:42:55.837Z,2025-05-25T14:42:56Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5749969405,213,3.14,5749969401,141,87.8,5749969395,3,,5749969403,212,17.4,5749969397,56,Back,5749969399,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870907,87,45,1,12,29,5mbo4f0vps12dr0fcvjn3wyp5,0,41.0,90.5,2025-05-25T14:42:59.060Z,2025-05-25T15:57:02Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5749969517,56,Back,5749969519,285,,5749969637,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870919,107,3,1,12,29,ac8jow4mdkvnsv5s0och4qqm,1,59.0,9.5,2025-05-25T14:42:59.060Z,2025-05-25T15:57:02Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749969619,233,87,5749969581,56,Right,5749969583,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870941,108,1,1,12,30,ac8jow4mdkvnsv5s0och4qqm,1,59.1,6.5,2025-05-25T14:42:59.907Z,2025-05-25T14:43:02Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749969731,213,2.27,5749969727,141,24.4,5749969729,212,15.9,5749969723,56,Back,5749969725,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870955,109,1,1,12,32,ac8jow4mdkvnsv5s0och4qqm,1,49.4,25.0,2025-05-25T14:43:02.115Z,2025-05-25T14:43:04Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5749969807,56,Back,5749969809,140,48.4,5749969815,213,1.65,5749969811,141,45.1,5749969813,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870977,110,1,1,12,34,ac8jow4mdkvnsv5s0och4qqm,1,48.4,45.1,2025-05-25T14:43:03.908Z,2025-05-25T14:43:06Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5749969927,213,1.35,5749969919,56,Left,5749969921,140,53.8,5749969925,212,25.4,5749969923,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871005,111,1,1,12,37,ac8jow4mdkvnsv5s0och4qqm,1,57.1,85.4,2025-05-25T14:43:06.611Z,2025-05-25T14:43:09Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5749970027,56,Left,5749970031,141,97.8,5749970035,213,0.55,5749970029,140,70.1,5749970033,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871023,112,1,1,12,39,ac8jow4mdkvnsv5s0och4qqm,1,71.2,97.4,2025-05-25T14:43:09.283Z,2025-05-25T14:43:11Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5749970119,140,61.9,5749970117,56,Left,5749970123,212,10.0,5749970125,213,3.37,5749970121,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871045,113,1,1,12,41,ac8jow4mdkvnsv5s0och4qqm,1,61.9,94.1,2025-05-25T14:43:10.868Z,2025-05-25T14:43:13Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5749970229,212,21.7,5749970231,213,3.78,5749970227,141,75.1,5749970225,140,45.3,5749970223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871081,114,1,1,12,44,ac8jow4mdkvnsv5s0och4qqm,1,45.3,74.5,2025-05-25T14:43:13.491Z,2025-05-25T14:43:17Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749970417,141,57.6,5749970419,212,15.9,5749970421,213,5.47,5749970413,56,Center,5749970415,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871099,115,1,1,12,48,ac8jow4mdkvnsv5s0och4qqm,1,52.7,52.5,2025-05-25T14:43:17.555Z,2025-05-25T14:43:19Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5749970523,140,56.6,5749970525,141,62.0,5749970521,56,Center,5749970527,212,7.6,5749970529,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871125,116,1,1,12,50,ac8jow4mdkvnsv5s0och4qqm,1,55.7,64.6,2025-05-25T14:43:19.715Z,2025-05-25T14:43:22Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5749970657,141,91.8,5749970653,56,Left,5749970655,140,53.6,5749970661,213,1.69,5749970659,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871161,117,1,1,12,52,ac8jow4mdkvnsv5s0och4qqm,0,53.5,92.1,2025-05-25T14:43:22.211Z,2025-05-25T14:43:26Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5749970853,141,84.5,5749970847,155,,5749970851,140,100.0,5749970849,56,Left,5749970855,212,50.2,5749970857,213,6.18,5749970859,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871171,88,5,1,12,56,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,16.0,2025-05-25T14:43:26.413Z,2025-05-25T14:58:22Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5749970889,56,Back,5749970893,346,,5749971937,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871359,118,5,1,12,56,ac8jow4mdkvnsv5s0och4qqm,0,101.2,84.0,2025-05-25T14:43:26.413Z,2025-05-25T14:58:22Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5749971927,346,,5749971925,56,Left,5749971963,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871401,89,1,1,13,28,5mbo4f0vps12dr0fcvjn3wyp5,0,4.8,45.2,2025-05-25T14:43:57.773Z,2025-05-25T15:06:27Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5749972151,124,,5749972155,140,72.2,5749972153,56,Right,5749972157,141,10.6,5749972167,74,,5749972159,212,74.6,5749972161,213,5.96,5749972163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871403,119,44,1,13,32,ac8jow4mdkvnsv5s0och4qqm,1,31.7,88.5,2025-05-25T14:44:02.003Z,2025-05-25T15:41:43Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749972171,285,,5749972245,233,90,5749972169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871407,90,44,1,13,32,5mbo4f0vps12dr0fcvjn3wyp5,0,68.3,11.5,2025-05-25T14:44:02.004Z,2025-05-25T15:41:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749972177,286,,5749972253,233,119,5749972175,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871413,120,12,1,13,32,ac8jow4mdkvnsv5s0och4qqm,1,38.2,87.2,2025-05-25T14:44:02.436Z,2025-05-25T14:44:04Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749972223,15,,5749972199,140,44.6,5749972201,141,100.0,5749972271,167,,5749972205,213,0.96,5749972197,56,Back,5749972203,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871417,91,5,1,13,33,5mbo4f0vps12dr0fcvjn3wyp5,1,59.6,-1.6,2025-05-25T14:44:03.084Z,2025-05-25T14:58:22Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749972279,233,121,5749972237,56,Right,5749972239,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871419,121,5,1,13,33,ac8jow4mdkvnsv5s0och4qqm,0,40.4,101.6,2025-05-25T14:44:03.084Z,2025-05-25T14:58:22Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5749972267,347,,5749972283,233,91,5749972265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871471,92,1,1,13,43,5mbo4f0vps12dr0fcvjn3wyp5,0,70.8,0.0,2025-05-25T14:44:13.036Z,2025-05-25T14:44:15Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749972555,107,,5749972557,56,Right,5749972567,1,,5749972563,212,22.6,5749972561,141,8.9,5749972565,213,0.31,5749972559,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871477,122,12,1,13,46,ac8jow4mdkvnsv5s0och4qqm,1,17.9,87.8,2025-05-25T14:44:16.052Z,2025-05-25T14:44:21Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749972609,212,14.8,5749972637,15,,5749972611,213,5.82,5749972599,56,Back,5749972601,140,30.5,5749972605,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871501,93,1,1,13,48,5mbo4f0vps12dr0fcvjn3wyp5,0,76.1,15.8,2025-05-25T14:44:17.885Z,2025-05-25T14:44:21Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5749972741,140,97.2,5749972739,56,Right,5749972745,212,22.2,5749972737,155,,5749972743,141,16.8,5749972747,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871517,123,12,1,13,51,ac8jow4mdkvnsv5s0och4qqm,1,7.1,82.9,2025-05-25T14:44:21.427Z,2025-05-25T14:44:24Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749972835,56,Back,5749972879,167,,5749972841,212,20.4,5749972839,141,100.0,5749972843,213,0.68,5749972837,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871525,94,5,1,13,54,5mbo4f0vps12dr0fcvjn3wyp5,1,79.8,-1.8,2025-05-25T14:44:23.468Z,2025-05-25T14:44:26Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5749972877,347,,5749972883,233,124,5749972875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871519,124,5,1,13,54,ac8jow4mdkvnsv5s0och4qqm,0,20.2,101.8,2025-05-25T14:44:23.468Z,2025-05-25T14:58:23Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5749972851,347,,5749972847,56,Back,5749972901,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871621,95,1,1,14,3,5mbo4f0vps12dr0fcvjn3wyp5,1,89.1,0.0,2025-05-25T14:44:33.244Z,2025-05-25T14:44:39Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749973425,140,77.3,5749973421,107,,5749973423,56,Right,5749973431,213,2.40,5749973427,141,15.0,5749973429,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871629,96,1,1,14,9,5mbo4f0vps12dr0fcvjn3wyp5,1,77.3,15.0,2025-05-25T14:44:39.405Z,2025-05-25T14:44:40Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5749973483,213,5.92,5749973479,141,4.6,5749973481,212,20.0,5749973477,140,95.1,5749973475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871631,97,1,1,14,11,5mbo4f0vps12dr0fcvjn3wyp5,0,95.1,4.6,2025-05-25T14:44:40.685Z,2025-05-25T14:44:41Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749973499,140,92.8,5749973497,56,Center,5749973505,213,1.74,5749973501,141,24.9,5749973495,155,,5749973503,212,14.0,5749973493,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871653,125,12,1,14,12,ac8jow4mdkvnsv5s0och4qqm,1,14.7,70.3,2025-05-25T14:44:41.764Z,2025-05-25T14:44:55Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5749973661,140,26.1,5749973665,212,17.8,5749973659,56,Back,5749973663,141,89.7,5749973667,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871649,98,1,1,14,14,5mbo4f0vps12dr0fcvjn3wyp5,1,80.2,15.0,2025-05-25T14:44:43.533Z,2025-05-25T14:44:44Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749973639,213,3.00,5749973637,212,12.9,5749973631,56,Right,5749973635,141,17.7,5749973629,3,,5749973633,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871659,99,1,1,14,14,5mbo4f0vps12dr0fcvjn3wyp5,1,68.0,17.7,2025-05-25T14:44:44.333Z,2025-05-25T14:44:46Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5749973717,212,18.6,5749973713,140,84.1,5749973711,56,Right,5749973715,141,6.4,5749973719,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871681,100,1,1,14,16,5mbo4f0vps12dr0fcvjn3wyp5,1,84.0,6.5,2025-05-25T14:44:46.044Z,2025-05-25T14:44:50Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749973853,213,0.31,5749973849,141,11.1,5749973851,212,10.3,5749973845,56,Right,5749973847,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871721,101,2,1,14,20,5mbo4f0vps12dr0fcvjn3wyp5,1,86.3,6.0,2025-05-25T14:44:50.204Z,2025-05-25T20:28:11Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5749974077,141,29.5,5749974073,56,Center,5749974071,7,alxccjq2y6il5yjw108a0axnt,5749974075,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871943,128,1,1,14,55,ac8jow4mdkvnsv5s0och4qqm,0,14.3,68.7,2025-05-25T14:45:25.253Z,2025-05-25T14:45:29Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5749975401,213,0.14,5749975403,1,,5749975387,5,,5749975399,212,57.1,5749975393,56,Left,5749975395,140,68.1,5749975391,241,,5749975397,141,80.5,5749975389,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871947,102,1,1,14,59,5mbo4f0vps12dr0fcvjn3wyp5,0,38.8,20.6,2025-05-25T14:45:29.213Z,2025-05-25T14:45:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5749975407,56,Back,5749975405,3,,5749975409,140,47.2,5749975415,213,0.25,5749975411,141,23.9,5749975413,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871959,129,1,1,15,1,ac8jow4mdkvnsv5s0och4qqm,0,56.5,81.5,2025-05-25T14:45:30.964Z,2025-05-25T14:45:34Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5749975523,140,55.3,5749975525,141,66.7,5749975521,56,Center,5749975519,3,,5749975527,212,10.1,5749975529,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871967,103,44,1,15,2,5mbo4f0vps12dr0fcvjn3wyp5,1,44.6,33.6,2025-05-25T14:45:31.892Z,2025-05-25T15:07:21Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5749975565,285,,5749975563,56,Back,5749975569,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871965,130,44,1,15,2,ac8jow4mdkvnsv5s0och4qqm,0,55.4,66.4,2025-05-25T14:45:31.893Z,2025-05-25T15:07:23Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5749975549,56,Center,5749975551,286,,5749975573,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818883181,274,1,1,15,2,5mbo4f0vps12dr0fcvjn3wyp5,0,42.0,44.0,2025-05-25T14:45:31.993Z,2025-05-25T15:08:03Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750038903,3,,5750038905,56,Back,5750038907,140,42.0,5750038913,212,2.9,5750038917,213,4.71,5750038909,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871969,131,61,1,15,3,ac8jow4mdkvnsv5s0och4qqm,1,55.3,66.7,2025-05-25T14:45:32.643Z,2025-05-25T15:07:56Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5749975567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871989,132,1,1,15,4,ac8jow4mdkvnsv5s0och4qqm,0,47.8,77.8,2025-05-25T14:45:33.737Z,2025-05-25T15:08:07Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5749975679,56,Center,5749975683,141,62.6,5749975677,157,,5749975681,140,68.8,5749975685,212,24.4,5749975687,213,5.84,5749975689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871975,104,43,1,15,5,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T14:45:34.764Z,2025-05-25T15:08:25Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5750042603,144,44,5749975609,56,Back,5749975611,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872557,123,44,1,15,5,5mbo4f0vps12dr0fcvjn3wyp5,1,30.8,27.8,2025-05-25T14:45:34.902Z,2025-05-25T15:41:43Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5749978827,56,Back,5749978829,285,,5750046313,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818884579,378,44,1,15,5,ac8jow4mdkvnsv5s0och4qqm,0,69.2,72.2,2025-05-25T14:45:34.903Z,2025-05-25T15:41:44Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5750046341,233,123,5750046263,286,,5750046261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871979,105,43,1,15,5,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T14:45:35.246Z,2025-05-25T15:08:32Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5749975631,212,4.1,5749975627,140,44.6,5749975633,213,4.18,5749975623,3,0,5750043429,144,1,5749975625,56,Back,5749975629,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871997,106,1,1,15,6,5mbo4f0vps12dr0fcvjn3wyp5,1,26.6,26.6,2025-05-25T14:45:35.470Z,2025-05-25T15:09:20Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5749975717,3,,5749975727,213,0.34,5749975719,56,Back,5749975721,140,39.6,5749975725,212,14.5,5749975723,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872001,107,1,1,15,9,5mbo4f0vps12dr0fcvjn3wyp5,1,47.3,35.1,2025-05-25T14:45:38.700Z,2025-05-25T15:09:36Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5749975757,140,64.7,5749975753,3,,5749975755,56,Center,5749975763,213,6.01,5749975761,212,19.0,5749975759,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872011,108,1,1,15,10,5mbo4f0vps12dr0fcvjn3wyp5,0,64.2,28.6,2025-05-25T14:45:39.708Z,2025-05-25T15:09:34Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5749975819,141,54.0,5750049769,155,,5749975817,140,54.3,5749975823,213,2.11,5749975815,56,Center,5749975821,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872031,133,50,1,15,13,ac8jow4mdkvnsv5s0och4qqm,1,43.3,38.4,2025-05-25T14:45:42.854Z,2025-05-25T15:31:34Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750053397,286,,5749975923,56,Back,5750053629,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872049,109,7,1,15,13,5mbo4f0vps12dr0fcvjn3wyp5,0,56.7,61.6,2025-05-25T14:45:42.855Z,2025-05-25T15:31:34Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750053613,233,133,5750053575,56,Center,5750053577,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872051,134,1,1,15,15,ac8jow4mdkvnsv5s0och4qqm,1,42.2,23.9,2025-05-25T14:45:45.060Z,2025-05-25T14:45:47Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5749976031,212,21.0,5749976027,140,22.5,5749976029,141,28.9,5749976033,213,2.98,5749976025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872087,135,1,1,15,18,ac8jow4mdkvnsv5s0och4qqm,1,22.4,28.9,2025-05-25T14:45:47.714Z,2025-05-25T14:45:51Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5749976245,212,17.8,5749976239,56,Back,5749976241,140,25.2,5749976243,141,3.1,5749976247,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
