id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/16/value
2803828513,184,61,1,15,27,ac8jow4mdkvnsv5s0och4qqm,1,13.9,41.6,2025-04-20T12:16:03.992Z,2025-04-20T12:18:48Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666836669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828619,185,12,1,15,29,ac8jow4mdkvnsv5s0och4qqm,1,8.3,50.3,2025-04-20T12:16:05.745Z,2025-04-20T12:19:04Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666837177,56,Back,5666837183,212,33.8,5666837185,213,6.06,5666837181,141,39.1,5666837179,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828573,166,1,1,15,30,durq4oppf7c08tnbzrlebt0uz,1,54.3,48.4,2025-04-20T12:16:06.388Z,2025-04-20T12:16:08Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666836969,213,0.55,5666836959,3,,5666836961,56,Center,5666836965,141,58.5,5666836963,140,65.0,5666836967,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828617,168,1,1,15,32,durq4oppf7c08tnbzrlebt0uz,1,65.0,58.5,2025-04-20T12:16:08.327Z,2025-04-20T12:16:09Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5666837163,213,3.79,5666837159,141,42.5,5666837155,56,Center,5666837161,212,18.0,5666837157,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828705,169,1,1,15,32,durq4oppf7c08tnbzrlebt0uz,1,51.4,42.5,2025-04-20T12:16:09.300Z,2025-04-20T12:16:14Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666837595,56,Right,5666837597,140,60.5,5666837603,212,17.6,5666837607,213,5.28,5666837599,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828753,170,1,1,15,38,durq4oppf7c08tnbzrlebt0uz,1,76.1,11.1,2025-04-20T12:16:14.643Z,2025-04-20T12:16:18Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666837985,140,78.0,5666837989,212,10.8,5666837987,141,26.7,5666837983,56,Center,5666837991,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828763,171,50,1,15,41,durq4oppf7c08tnbzrlebt0uz,1,75.0,19.0,2025-04-20T12:16:17.447Z,2025-04-20T12:16:27Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5666838085,233,186,5666838033,286,,5666838031,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828767,186,7,1,15,41,ac8jow4mdkvnsv5s0och4qqm,1,25.0,81.0,2025-04-20T12:16:17.448Z,2025-04-20T12:16:26Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666838075,233,171,5666838045,285,,5666838043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828889,188,1,1,15,42,ac8jow4mdkvnsv5s0och4qqm,1,31.1,82.9,2025-04-20T12:16:19.320Z,2025-04-20T12:16:26Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666838679,213,3.02,5666838671,56,Back,5666838675,141,83.8,5666838673,140,26.5,5666838677,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828897,189,1,1,15,43,ac8jow4mdkvnsv5s0och4qqm,1,26.6,83.8,2025-04-20T12:16:20.088Z,2025-04-20T12:16:27Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666838723,213,4.70,5666838715,56,Back,5666838719,141,69.0,5666838721,212,10.1,5666838717,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828903,190,1,1,15,46,ac8jow4mdkvnsv5s0och4qqm,1,24.4,66.6,2025-04-20T12:16:22.664Z,2025-04-20T12:16:27Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666838743,56,Back,5666838747,141,63.9,5666838751,213,6.03,5666838745,140,31.1,5666838749,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828907,191,1,1,15,47,ac8jow4mdkvnsv5s0och4qqm,1,30.0,63.6,2025-04-20T12:16:23.736Z,2025-04-20T12:16:27Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666838759,141,45.5,5666838763,213,3.67,5666838755,56,Back,5666838761,212,24.6,5666838757,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803828919,192,1,1,15,48,ac8jow4mdkvnsv5s0och4qqm,1,9.8,44.6,2025-04-20T12:16:25.032Z,2025-04-20T12:16:28Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5666838837,213,5.44,5666838831,140,22.8,5666838835,212,20.6,5666838833,141,21.9,5666838829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829009,193,1,1,15,51,ac8jow4mdkvnsv5s0och4qqm,1,26.6,20.4,2025-04-20T12:16:28.087Z,2025-04-20T12:16:32Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666839255,56,Back,5666839251,155,,5666839259,141,88.3,5666839263,213,1.56,5666839257,140,27.1,5666839253,196,,5666839265,1,,5666839261,212,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829069,194,1,1,15,55,ac8jow4mdkvnsv5s0och4qqm,1,23.8,87.1,2025-04-20T12:16:32.040Z,2025-04-20T12:16:35Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666839585,56,Back,5666839593,213,4.12,5666839589,141,64.8,5666839587,140,14.1,5666839591,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829107,195,1,1,15,59,ac8jow4mdkvnsv5s0och4qqm,1,13.1,68.4,2025-04-20T12:16:35.752Z,2025-04-20T12:16:38Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666839797,141,51.0,5666839793,56,Back,5666839799,212,15.1,5666839803,213,4.04,5666839795,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829129,196,1,1,16,1,ac8jow4mdkvnsv5s0och4qqm,1,5.4,50.3,2025-04-20T12:16:38.024Z,2025-04-20T12:16:40Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5666839991,212,18.5,5666839987,140,5.7,5666839989,141,23.1,5666839993,213,4.73,5666839985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829209,197,1,1,16,3,ac8jow4mdkvnsv5s0och4qqm,1,6.1,17.3,2025-04-20T12:16:40.008Z,2025-04-20T12:16:45Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666840391,213,5.60,5666840387,141,2.3,5666840383,56,Back,5666840389,212,16.1,5666840385,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829227,198,1,1,16,8,ac8jow4mdkvnsv5s0och4qqm,1,19.4,5.3,2025-04-20T12:16:44.904Z,2025-04-20T12:16:46Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666840467,56,Back,5666840469,140,22.0,5666840473,212,8.5,5666840475,213,1.24,5666840471,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829247,199,1,1,16,9,ac8jow4mdkvnsv5s0och4qqm,1,22.2,18.2,2025-04-20T12:16:46.248Z,2025-04-20T12:16:47Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666840565,212,12.7,5666840563,141,20.7,5666840561,140,10.2,5666840567,213,3.01,5666840559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829307,200,1,1,16,10,ac8jow4mdkvnsv5s0och4qqm,1,10.2,20.7,2025-04-20T12:16:47.256Z,2025-04-20T12:16:51Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666840849,140,2.7,5666840855,213,2.14,5666840853,212,14.7,5666840851,141,38.9,5666840847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829349,201,1,1,16,15,ac8jow4mdkvnsv5s0och4qqm,0,11.0,35.1,2025-04-20T12:16:51.511Z,2025-04-20T12:16:53Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5666841051,213,6.27,5666841043,56,Back,5666841047,141,34.5,5666841049,212,34.9,5666841053,1,,5666841045,140,44.2,5666841041,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829351,172,8,1,16,17,durq4oppf7c08tnbzrlebt0uz,1,53.9,58.5,2025-04-20T12:16:53.572Z,2025-04-20T12:16:53Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5666841055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829425,174,1,1,16,18,durq4oppf7c08tnbzrlebt0uz,1,63.5,50.1,2025-04-20T12:16:55.188Z,2025-04-20T12:16:59Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5666841357,56,Center,5666841363,212,12.3,5666841365,213,0.39,5666841361,141,57.0,5666841359,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829435,175,61,1,16,22,durq4oppf7c08tnbzrlebt0uz,0,74.3,57.0,2025-04-20T12:16:59.205Z,2025-04-20T12:16:59Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5666841401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829551,203,1,1,16,30,ac8jow4mdkvnsv5s0och4qqm,1,12.4,49.4,2025-04-20T12:17:06.328Z,2025-04-20T12:17:08Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5666842003,212,33.0,5666842007,213,1.06,5666841975,123,,5666842075,287,,5666841997,141,91.8,5666841981,56,Back,5666842011,1,,5666841991,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829677,204,1,1,16,33,ac8jow4mdkvnsv5s0och4qqm,1,26.6,95.6,2025-04-20T12:17:10.248Z,2025-04-20T12:17:13Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666842587,212,7.1,5666842583,140,28.6,5666842585,141,85.7,5666842581,56,Back,5666842589,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829761,205,1,1,16,37,ac8jow4mdkvnsv5s0och4qqm,1,25.2,88.3,2025-04-20T12:17:13.432Z,2025-04-20T12:17:21Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666843093,56,Back,5666843097,141,75.1,5666843099,212,11.9,5666843095,140,17.7,5666843103,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829841,206,1,1,16,44,ac8jow4mdkvnsv5s0och4qqm,1,24.9,58.2,2025-04-20T12:17:21.176Z,2025-04-20T12:17:25Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666843417,1,,5666843409,140,40.7,5666843415,213,5.25,5666843413,212,32.2,5666843411,141,17.7,5666843407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829885,207,1,1,16,49,ac8jow4mdkvnsv5s0och4qqm,1,52.1,32.5,2025-04-20T12:17:25.657Z,2025-04-20T12:17:28Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666843757,212,12.8,5666843751,56,Center,5666843755,141,51.0,5666843753,140,54.3,5666843759,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829899,208,1,1,16,52,ac8jow4mdkvnsv5s0och4qqm,1,54.0,50.9,2025-04-20T12:17:28.456Z,2025-04-20T12:19:22Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666843805,141,35.8,5666843801,56,Center,5666843809,213,4.54,5666843803,140,52.3,5666843807,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829919,209,1,1,16,52,ac8jow4mdkvnsv5s0och4qqm,1,52.3,36.6,2025-04-20T12:17:29.224Z,2025-04-20T12:19:25Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666843903,141,28.3,5666843905,212,8.3,5666843901,140,46.5,5666843907,213,3.89,5666843899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829933,210,1,1,16,54,ac8jow4mdkvnsv5s0och4qqm,1,46.5,28.3,2025-04-20T12:17:30.504Z,2025-04-20T12:17:31Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666843969,56,Back,5666843975,212,10.0,5666843973,141,37.6,5666843971,140,39.1,5666843977,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803829949,211,1,1,16,55,ac8jow4mdkvnsv5s0och4qqm,1,39.5,38.6,2025-04-20T12:17:31.529Z,2025-04-20T12:17:33Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666844083,56,Left,5666844087,141,90.9,5666844091,213,1.01,5666844085,140,60.6,5666844081,155,,5666844093,1,,5666844089,212,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830035,212,1,1,17,0,ac8jow4mdkvnsv5s0och4qqm,1,64.2,91.1,2025-04-20T12:17:36.584Z,2025-04-20T12:17:38Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666844463,141,72.9,5666844465,212,14.4,5666844461,140,71.3,5666844467,213,5.25,5666844457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830071,213,1,1,17,1,ac8jow4mdkvnsv5s0och4qqm,1,71.2,75.1,2025-04-20T12:17:38.200Z,2025-04-20T12:17:40Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666844635,212,6.5,5666844633,141,72.9,5666844631,140,77.2,5666844637,213,6.05,5666844629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830133,214,4,1,17,6,ac8jow4mdkvnsv5s0och4qqm,1,77.8,75.4,2025-04-20T12:17:42.371Z,2025-04-20T12:17:47Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666845011,233,176,5666844997,13,,5666845003,265,,5666844999,56,Center,5666845001,152,,5666845005,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830101,176,4,1,17,6,durq4oppf7c08tnbzrlebt0uz,0,22.2,24.6,2025-04-20T12:17:42.372Z,2025-04-20T12:17:47Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5666844867,265,,5666844849,13,,5666844861,152,,5666844855,56,Back,5666844871,285,,5666845021,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830671,215,15,1,17,46,ac8jow4mdkvnsv5s0och4qqm,1,77.2,76.1,2025-04-20T12:18:22.536Z,2025-04-20T12:18:41Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666847919,18,,5666848891,147,49.5,5666848883,102,54.3,5666847917,26,,5666849325,120,,5666848887,458,,5666848889,146,99.7,5666848577,20,,5666848881,77,5666848885,103,5666847921,56,5666848917,233,,,,,,,,,,,,,,,,,23.4,Center,,,177,
2803830677,177,10,1,17,46,durq4oppf7c08tnbzrlebt0uz,1,2.0,48.8,2025-04-20T12:18:22.636Z,2025-04-20T12:18:35Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5666847951,182,,5666847947,173,,5666847953,56,Back,5666848799,179,,5666848961,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830725,178,6,1,17,49,durq4oppf7c08tnbzrlebt0uz,0,0.0,36.7,2025-04-20T12:18:25.573Z,2025-04-20T12:18:30Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5666848143,56,Back,5666848145,73,,5666848315,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830739,216,6,1,17,49,ac8jow4mdkvnsv5s0och4qqm,1,100.0,63.3,2025-04-20T12:18:25.573Z,2025-04-20T12:50:41Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666848293,233,178,5666848281,56,Center,5666848283,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803830973,217,1,1,18,6,ac8jow4mdkvnsv5s0och4qqm,1,99.5,99.5,2025-04-20T12:18:43.320Z,2025-04-20T12:18:49Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666849583,140,79.5,5666849587,212,27.2,5666849589,213,3.83,5666849581,56,Center,5666849579,6,,5666849585,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831013,218,1,1,18,9,ac8jow4mdkvnsv5s0och4qqm,1,78.1,73.3,2025-04-20T12:18:45.544Z,2025-04-20T12:18:48Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666849793,212,12.4,5666849789,141,89.3,5666849785,140,83.8,5666849781,56,Left,5666849795,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831023,219,1,1,18,11,ac8jow4mdkvnsv5s0och4qqm,0,80.7,86.2,2025-04-20T12:18:47.977Z,2025-04-20T12:18:51Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666850123,233,179,5666849853,2,,5666849857,56,Center,5666849865,213,5.24,5666849861,141,39.8,5666849855,155,,5666849859,140,98.2,5666850093,1,,5666849863,212,,,,,,,,,,,,,,,,,,,,,,36.5,,,,,,
2803831065,179,11,1,18,14,durq4oppf7c08tnbzrlebt0uz,0,3.5,53.6,2025-04-20T12:18:51.203Z,2025-04-20T12:18:52Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5666850171,233,219,5666850087,88,,5666850085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831153,181,1,1,18,21,durq4oppf7c08tnbzrlebt0uz,1,11.5,48.8,2025-04-20T12:18:58.292Z,2025-04-20T12:19:01Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5666850585,123,,5666850593,212,16.7,5666850589,140,15.3,5666850587,56,Back,5666850595,213,4.95,5666850591,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831201,182,1,1,18,24,durq4oppf7c08tnbzrlebt0uz,1,19.0,25.0,2025-04-20T12:19:01.205Z,2025-04-20T12:19:04Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666850867,212,14.1,5666850861,56,Back,5666850865,141,7.0,5666850863,140,25.6,5666850869,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831267,183,1,1,18,27,durq4oppf7c08tnbzrlebt0uz,1,38.8,5.9,2025-04-20T12:19:04.019Z,2025-04-20T12:19:08Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666851149,140,61.5,5666851147,56,Right,5666851151,141,6.7,5666851155,213,0.02,5666851153,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831327,184,1,1,18,31,durq4oppf7c08tnbzrlebt0uz,1,51.5,6.7,2025-04-20T12:19:08.260Z,2025-04-20T12:19:12Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5666851457,56,Back,5666851465,213,2.68,5666851463,212,28.0,5666851461,141,24.9,5666851459,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831365,185,1,1,18,36,durq4oppf7c08tnbzrlebt0uz,1,31.6,28.8,2025-04-20T12:19:12.692Z,2025-04-20T12:19:15Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666851635,140,31.1,5666851633,56,Back,5666851637,141,63.4,5666851641,212,23.5,5666851643,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831407,186,1,1,18,39,durq4oppf7c08tnbzrlebt0uz,1,31.5,63.7,2025-04-20T12:19:15.795Z,2025-04-20T12:19:18Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5666851883,213,1.23,5666851877,140,37.6,5666851879,141,89.9,5666851881,212,18.9,5666851875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831491,187,1,1,18,42,durq4oppf7c08tnbzrlebt0uz,1,36.8,88.6,2025-04-20T12:19:18.645Z,2025-04-20T12:19:24Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5666852329,56,Left,5666852339,1,,5666852335,212,40.2,5666852331,140,75.0,5666852333,141,85.0,5666852337,213,6.22,5666852327,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831499,188,61,1,18,48,durq4oppf7c08tnbzrlebt0uz,0,75.0,85.0,2025-04-20T12:19:24.596Z,2025-04-20T12:19:25Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5666852363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831527,220,1,1,18,48,ac8jow4mdkvnsv5s0och4qqm,1,12.6,10.0,2025-04-20T12:19:25.320Z,2025-04-20T12:19:26Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666852501,213,1.62,5666852485,56,Back,5666852497,212,11.2,5666852489,140,12.1,5666852493,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831537,222,1,1,18,50,ac8jow4mdkvnsv5s0och4qqm,1,11.9,25.3,2025-04-20T12:19:26.408Z,2025-04-20T12:19:27Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666852559,213,0.11,5666852557,212,13.1,5666852555,141,27.4,5666852551,140,24.3,5666852547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831569,223,1,1,18,51,ac8jow4mdkvnsv5s0och4qqm,0,26.7,27.7,2025-04-20T12:19:27.561Z,2025-04-20T12:19:29Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666852729,141,53.9,5666852725,56,Back,5666852731,212,22.1,5666852723,155,,5666852727,140,39.1,5666852733,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831585,189,8,1,18,54,durq4oppf7c08tnbzrlebt0uz,1,55.3,33.9,2025-04-20T12:19:31.125Z,2025-04-20T12:19:31Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666852825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831619,190,61,1,18,57,durq4oppf7c08tnbzrlebt0uz,1,59.4,29.4,2025-04-20T12:19:33.553Z,2025-04-20T12:19:33Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666853007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831705,192,1,1,19,1,durq4oppf7c08tnbzrlebt0uz,1,64.6,15.9,2025-04-20T12:19:37.811Z,2025-04-20T12:22:36Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5666853429,56,Right,5666853435,212,10.1,5666853433,141,19.5,5666853431,140,55.3,5666853437,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831715,193,1,1,19,2,durq4oppf7c08tnbzrlebt0uz,1,55.3,19.5,2025-04-20T12:19:38.340Z,2025-04-20T12:19:39Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666853495,212,11.0,5666853491,140,63.4,5666853493,141,29.7,5666853489,56,Center,5666853497,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831805,194,1,1,19,3,durq4oppf7c08tnbzrlebt0uz,1,63.4,29.7,2025-04-20T12:19:39.429Z,2025-04-20T12:19:44Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5666853885,212,23.9,5666853881,140,81.2,5666853883,141,7.9,5666853879,56,Right,5666853887,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831893,195,1,1,19,7,durq4oppf7c08tnbzrlebt0uz,1,80.8,9.8,2025-04-20T12:19:44.132Z,2025-04-20T12:19:49Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5666854313,140,89.5,5666854317,212,9.5,5666854315,141,5.9,5666854311,56,Right,5666854319,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831905,196,43,1,19,12,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-20T12:19:49.300Z,2025-04-20T12:21:30Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666854359,56,Right,5666854361,286,0,5666861555,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831959,224,83,1,19,12,ac8jow4mdkvnsv5s0och4qqm,1,9.8,92.1,2025-04-20T12:19:49.301Z,2025-04-20T12:21:29Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666861473,399,2mfqgk982ky4y88ddcljx25n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803831937,197,1,1,19,14,durq4oppf7c08tnbzrlebt0uz,1,85.7,12.8,2025-04-20T12:19:50.452Z,2025-04-20T12:19:51Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666854511,141,4.1,5666854515,213,4.47,5666854513,212,6.1,5666854509,140,84.3,5666854507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
