id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/14/value,qualifier/16/value
2813595001,149,15,1,12,21,93ohqui2qgqm8408viwmm1ken,1,85.7,48.4,2025-05-11T14:43:37.660Z,2025-05-11T14:43:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720700023,22,,5720700651,231,49.5,5720701149,233,61,5720700631,29,,5720700027,56,Center,5720700249,82,,5720700633,154,,5720700645,147,48.7,5720700639,102,49.7,5720700025,17,,5720700641,103,5720700629,78,,5720700647,230,99.4,5720700245,20,,5720700635,55,5720700643,146,89.3,,,,,,,,,19,148,
2813595033,61,10,1,12,21,46yo78zak2j7kaxc5ak1fnm60,1,10.7,51.3,2025-05-11T14:43:37.760Z,2025-05-11T14:48:15Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5720700201,94,,5720702023,233,149,5720700203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595037,62,6,1,12,24,46yo78zak2j7kaxc5ak1fnm60,0,3.6,55.4,2025-05-11T14:43:40.732Z,2025-05-11T14:48:17Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5720700227,73,,5720700303,233,150,5720700225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595017,150,6,1,12,24,93ohqui2qgqm8408viwmm1ken,1,96.4,44.6,2025-05-11T14:43:40.732Z,2025-05-11T14:43:57Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720700187,75,,5720700185,56,Center,5720700261,233,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595555,151,1,1,13,3,93ohqui2qgqm8408viwmm1ken,0,99.5,0.5,2025-05-11T14:44:19.261Z,2025-05-11T14:44:23Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720703217,141,46.9,5720703199,2,,5720703207,155,,5720703203,6,,5720703219,212,32.1,5720703213,56,Center,5720703223,1,,5720703215,140,93.9,5720703211,224,,5720703221,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595579,63,44,1,13,6,46yo78zak2j7kaxc5ak1fnm60,1,6.5,52.3,2025-05-11T14:44:22.347Z,2025-05-11T15:19:47Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5720703299,56,Back,5720703301,285,,5720703407,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595565,152,44,1,13,6,93ohqui2qgqm8408viwmm1ken,0,93.5,47.7,2025-05-11T14:44:22.348Z,2025-05-11T15:19:48Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5720703257,56,Center,5720703417,233,63,5720703263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595587,64,12,1,13,7,46yo78zak2j7kaxc5ak1fnm60,1,7.0,50.9,2025-05-11T14:44:23.021Z,2025-05-11T14:44:24Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5720703399,15,,5720703377,212,23.9,5720703373,140,29.7,5720703375,141,52.2,5720703371,56,Back,5720703379,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595631,65,61,1,13,9,46yo78zak2j7kaxc5ak1fnm60,1,29.7,52.2,2025-05-11T14:44:24.947Z,2025-05-11T14:44:49Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5720703537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595649,153,1,1,13,10,93ohqui2qgqm8408viwmm1ken,1,70.1,34.6,2025-05-11T14:44:25.933Z,2025-05-11T14:44:27Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720703637,140,73.6,5720703635,56,Right,5720703641,212,18.3,5720703639,141,8.3,5720703643,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595663,154,1,1,13,11,93ohqui2qgqm8408viwmm1ken,0,74.4,8.2,2025-05-11T14:44:27.694Z,2025-05-11T14:44:28Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720703729,2,,5720703731,155,,5720703741,213,0.83,5720703739,212,27.4,5720703735,140,92.1,5720703733,56,Center,5720703737,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595705,66,12,1,13,12,46yo78zak2j7kaxc5ak1fnm60,1,8.2,58.1,2025-05-11T14:44:28.653Z,2025-05-11T14:44:31Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5720703937,56,Back,5720703941,141,93.0,5720703945,213,1.47,5720703939,140,10.4,5720703943,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595731,68,1,1,13,15,46yo78zak2j7kaxc5ak1fnm60,1,10.4,93.0,2025-05-11T14:44:31.132Z,2025-05-11T14:44:33Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5720704091,141,72.7,5720704087,56,Back,5720704095,213,4.17,5720704093,212,16.1,5720704089,140,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595735,69,1,1,13,17,46yo78zak2j7kaxc5ak1fnm60,0,1.9,71.8,2025-05-11T14:44:33.340Z,2025-05-11T14:44:34Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5720704123,1,,5720704109,56,Back,5720704115,212,2.6,5720704113,141,69.6,5720704119,213,5.66,5720704107,157,,5720704111,140,3.9,5720704153,236,,5720704155,233,155,5720704159,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595739,155,74,1,13,17,93ohqui2qgqm8408viwmm1ken,1,96.1,25.6,2025-05-11T14:44:33.341Z,2025-05-11T14:44:56Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5720704139,285,,5720704231,233,69,5720704137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595887,70,5,1,13,18,46yo78zak2j7kaxc5ak1fnm60,1,-0.9,65.5,2025-05-11T14:44:34.493Z,2025-05-11T14:44:55Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5720705021,233,156,5720704965,346,,5720704963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595761,156,5,1,13,18,93ohqui2qgqm8408viwmm1ken,0,100.9,34.5,2025-05-11T14:44:34.493Z,2025-05-11T14:44:55Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5720704241,56,Center,5720704243,346,,5720705025,233,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596151,71,1,1,13,42,46yo78zak2j7kaxc5ak1fnm60,0,4.1,56.7,2025-05-11T14:44:58.493Z,2025-05-11T14:45:05Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5720706561,140,68.4,5720706573,74,,5720706569,1,,5720706553,124,,5720706563,141,69.4,5720706565,212,68.1,5720706567,213,0.13,5720706557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596107,157,44,1,13,46,93ohqui2qgqm8408viwmm1ken,1,32.8,31.8,2025-05-11T14:45:01.854Z,2025-05-11T15:19:48Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720706345,56,Back,5720706693,233,72,5720706347,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596157,72,44,1,13,46,46yo78zak2j7kaxc5ak1fnm60,0,67.2,68.2,2025-05-11T14:45:01.855Z,2025-05-11T15:19:48Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5720706601,56,Center,5720706603,286,,5720706717,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596161,158,1,1,13,46,93ohqui2qgqm8408viwmm1ken,0,34.8,33.7,2025-05-11T14:45:02.157Z,2025-05-11T14:45:04Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720706627,212,9.9,5720706623,140,44.2,5720706625,141,32.4,5720706621,56,Back,5720706619,3,,5720706629,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596189,73,1,1,13,50,46yo78zak2j7kaxc5ak1fnm60,1,62.3,61.8,2025-05-11T14:45:06.093Z,2025-05-11T14:45:07Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5720706839,213,6.20,5720706835,141,60.3,5720706833,140,74.4,5720706837,212,12.7,5720706831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596207,74,1,1,13,51,46yo78zak2j7kaxc5ak1fnm60,1,74.4,60.3,2025-05-11T14:45:07.326Z,2025-05-11T14:45:09Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5720706937,212,12.3,5720706935,141,43.7,5720706933,140,69.8,5720706939,213,4.31,5720706931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596223,75,1,1,13,53,46yo78zak2j7kaxc5ak1fnm60,1,69.8,43.7,2025-05-11T14:45:08.974Z,2025-05-11T14:45:10Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5720707041,140,84.3,5720707045,212,26.6,5720707039,56,Right,5720707043,141,11.7,5720707047,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596277,76,1,1,13,54,46yo78zak2j7kaxc5ak1fnm60,0,84.3,11.7,2025-05-11T14:45:10.189Z,2025-05-11T14:45:13Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720707377,212,32.1,5720707357,2,,5720707381,1,,5720707379,213,1.17,5720707371,140,96.1,5720707361,155,,5720707365,56,Center,5720707375,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596289,159,12,1,13,57,93ohqui2qgqm8408viwmm1ken,1,6.6,35.4,2025-05-11T14:45:13.135Z,2025-05-11T14:45:14Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720707421,56,Back,5720707553,167,,5720707473,15,,5720707427,212,8.9,5720707429,213,3.41,5720707425,141,31.9,5720707423,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596303,160,6,1,13,57,93ohqui2qgqm8408viwmm1ken,0,0.6,37.2,2025-05-11T14:45:13.727Z,2025-05-11T14:45:19Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720707671,233,77,5720707555,56,Back,5720707557,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596309,77,6,1,13,58,46yo78zak2j7kaxc5ak1fnm60,1,99.4,62.8,2025-05-11T14:45:14.286Z,2025-05-11T14:45:18Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720707563,56,Center,5720707567,73,,5720707619,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596895,78,1,1,14,40,46yo78zak2j7kaxc5ak1fnm60,0,99.5,99.5,2025-05-11T14:45:56.094Z,2025-05-11T14:46:00Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720710869,56,Right,5720710865,155,,5720710867,223,,5720710881,212,56.5,5720710857,2,,5720710861,6,,5720710873,140,100.0,5720710887,1,,5720710877,141,16.4,5720710883,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597049,79,5,1,14,44,46yo78zak2j7kaxc5ak1fnm60,0,100.9,19.2,2025-05-11T14:46:00.382Z,2025-05-11T14:50:01Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720711713,56,Right,5720711715,346,,5720711833,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813596915,161,5,1,14,44,93ohqui2qgqm8408viwmm1ken,1,-0.9,80.8,2025-05-11T14:46:00.382Z,2025-05-11T14:50:00Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720711759,233,79,5720711013,56,Back,5720711015,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597021,162,1,1,14,49,93ohqui2qgqm8408viwmm1ken,0,3.6,52.5,2025-05-11T14:46:05.135Z,2025-05-11T14:46:50Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5720711573,140,63.0,5720711575,141,73.5,5720711579,213,0.23,5720711577,212,64.0,5720711583,74,,5720711571,56,Center,5720711569,124,,5720711581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597103,80,1,1,14,55,46yo78zak2j7kaxc5ak1fnm60,1,27.7,21.6,2025-05-11T14:46:11.085Z,2025-05-11T14:46:14Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5720712027,141,44.6,5720712029,212,21.1,5720712031,213,2.31,5720712025,140,14.2,5720712023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597163,81,1,1,14,58,46yo78zak2j7kaxc5ak1fnm60,0,14.8,48.1,2025-05-11T14:46:14.254Z,2025-05-11T14:46:17Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5720712319,213,0.19,5720712313,141,71.4,5720712309,56,Center,5720712317,212,85.5,5720712307,157,,5720712311,140,94.8,5720712321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597299,164,1,1,15,6,93ohqui2qgqm8408viwmm1ken,1,8.2,31.6,2025-05-11T14:46:22.047Z,2025-05-11T14:46:25Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5720712997,212,31.2,5720712995,141,72.3,5720712993,140,21.9,5720712999,213,1.09,5720712991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597333,165,1,1,15,9,93ohqui2qgqm8408viwmm1ken,1,22.0,71.1,2025-05-11T14:46:25.247Z,2025-05-11T14:46:28Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720713191,140,26.6,5720713197,213,5.36,5720713193,141,61.8,5720713195,212,8.0,5720713189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597415,166,1,1,15,11,93ohqui2qgqm8408viwmm1ken,1,28.5,58.1,2025-05-11T14:46:27.807Z,2025-05-11T14:46:33Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720713611,141,52.1,5720713609,140,32.7,5720713615,213,5.54,5720713613,212,6.0,5720713607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597445,167,1,1,15,17,93ohqui2qgqm8408viwmm1ken,1,37.8,67.5,2025-05-11T14:46:33.407Z,2025-05-11T14:46:35Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720713733,212,9.6,5720713735,213,4.56,5720713727,56,Back,5720713731,141,53.6,5720713729,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597565,168,1,1,15,19,93ohqui2qgqm8408viwmm1ken,1,37.3,48.8,2025-05-11T14:46:35.398Z,2025-05-11T14:46:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720714309,212,34.9,5720714313,1,,5720714305,140,54.9,5720714303,56,Right,5720714307,141,5.2,5720714311,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597571,169,61,1,15,27,93ohqui2qgqm8408viwmm1ken,0,75.0,11.0,2025-05-11T14:46:43.120Z,2025-05-11T14:46:43Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5720714355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597583,83,1,1,15,28,46yo78zak2j7kaxc5ak1fnm60,1,14.6,77.6,2025-05-11T14:46:44.046Z,2025-05-11T14:46:45Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5720714441,141,82.6,5720714445,213,0.15,5720714443,212,23.2,5720714439,140,36.5,5720714437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597671,85,1,1,15,32,46yo78zak2j7kaxc5ak1fnm60,1,36.9,81.1,2025-05-11T14:46:48.494Z,2025-05-11T14:46:51Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5720714833,212,10.1,5720714835,213,3.73,5720714831,141,72.9,5720714829,140,28.9,5720714827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597677,86,1,1,15,35,46yo78zak2j7kaxc5ak1fnm60,0,28.9,72.9,2025-05-11T14:46:51.214Z,2025-05-11T14:51:03Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5720714877,141,48.5,5720714881,213,4.87,5720714879,212,16.8,5720714873,56,Back,5720714875,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813601907,114,83,1,15,37,46yo78zak2j7kaxc5ak1fnm60,0,20.2,47.2,2025-05-11T14:46:53.128Z,2025-05-11T14:51:50Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5720738391,399,7hugqbtot3c8fmxtfqld9l15g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597719,171,3,1,15,38,93ohqui2qgqm8408viwmm1ken,0,77.0,54.4,2025-05-11T14:46:54.673Z,2025-05-11T14:47:00Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720715289,233,87,5720715093,56,Center,5720715095,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597751,87,7,1,15,38,46yo78zak2j7kaxc5ak1fnm60,1,23.0,45.6,2025-05-11T14:46:54.674Z,2025-05-11T14:51:54Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5720715271,56,Back,5720715273,285,,5720715283,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597725,172,43,1,15,39,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-11T14:46:54.886Z,2025-05-11T14:51:28Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720737413,144,61,5720715119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597805,88,12,1,15,41,46yo78zak2j7kaxc5ak1fnm60,1,13.4,51.2,2025-05-11T14:46:57.310Z,2025-05-11T14:51:59Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720715557,56,Back,5720715561,141,19.4,5720715565,213,5.49,5720715563,212,30.4,5720715559,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597817,173,1,1,15,44,93ohqui2qgqm8408viwmm1ken,1,68.7,80.9,2025-05-11T14:47:00.448Z,2025-05-11T14:47:01Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720715641,140,77.0,5720715649,212,10.7,5720715639,56,Center,5720715645,141,71.8,5720715651,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597843,174,1,1,15,45,93ohqui2qgqm8408viwmm1ken,1,77.2,71.8,2025-05-11T14:47:01.488Z,2025-05-11T14:47:03Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5720715781,212,10.2,5720715783,213,1.36,5720715777,140,79.2,5720715775,56,Left,5720715779,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597847,175,1,1,15,47,93ohqui2qgqm8408viwmm1ken,0,78.5,73.0,2025-05-11T14:47:03.232Z,2025-05-11T14:52:30Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5720715803,56,Center,5720741935,286,,5720741807,212,2.1,5720741925,236,,5720741927,233,89,5720741809,213,1.16,5720741805,141,75.8,5720741803,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597889,89,74,1,15,47,46yo78zak2j7kaxc5ak1fnm60,1,20.6,17.8,2025-05-11T14:47:03.233Z,2025-05-11T14:52:32Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720716017,56,Back,5720741951,233,175,5720716019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597875,176,43,1,15,48,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-11T14:47:04.617Z,2025-05-11T14:52:47Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5720715941,56,Left,5720742977,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813597995,177,1,1,15,56,93ohqui2qgqm8408viwmm1ken,1,41.7,80.5,2025-05-11T14:47:12.576Z,2025-05-11T14:47:14Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720716647,212,25.5,5720716645,141,43.1,5720716639,56,Back,5720716643,140,43.2,5720716649,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598077,178,1,1,16,1,93ohqui2qgqm8408viwmm1ken,1,45.4,41.9,2025-05-11T14:47:17.009Z,2025-05-11T14:47:19Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720717001,56,Back,5720717007,212,24.3,5720717005,141,77.3,5720717003,140,42.4,5720717009,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598121,179,1,1,16,3,93ohqui2qgqm8408viwmm1ken,1,43.8,78.1,2025-05-11T14:47:19.088Z,2025-05-11T14:47:22Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720717205,212,21.5,5720717203,141,94.4,5720717201,140,61.3,5720717199,56,Left,5720717207,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598175,180,1,1,16,6,93ohqui2qgqm8408viwmm1ken,1,62.0,94.7,2025-05-11T14:47:22.192Z,2025-05-11T14:47:26Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5720717481,213,4.38,5720717479,212,14.4,5720717475,140,57.6,5720717473,56,Center,5720717477,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598243,181,1,1,16,10,93ohqui2qgqm8408viwmm1ken,1,61.0,73.0,2025-05-11T14:47:26.129Z,2025-05-11T14:47:30Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720717807,56,Center,5720717811,141,68.1,5720717809,140,63.9,5720717815,213,5.45,5720717813,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598239,90,83,1,16,14,46yo78zak2j7kaxc5ak1fnm60,0,25.5,19.5,2025-05-11T14:47:30.286Z,2025-05-11T14:47:31Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5720717871,399,d58ji96mcnebbci6skc46x9uc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598251,182,1,1,16,14,93ohqui2qgqm8408viwmm1ken,1,71.5,82.4,2025-05-11T14:47:30.641Z,2025-05-11T14:47:31Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720717859,141,92.3,5720717863,213,0.56,5720717861,212,12.7,5720717855,56,Left,5720717857,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598267,183,1,1,16,16,93ohqui2qgqm8408viwmm1ken,1,81.8,92.3,2025-05-11T14:47:31.824Z,2025-05-11T14:47:32Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720717959,212,12.8,5720717953,56,Center,5720717955,140,85.3,5720717957,141,74.2,5720717961,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598357,184,1,1,16,17,93ohqui2qgqm8408viwmm1ken,1,85.9,74.2,2025-05-11T14:47:32.817Z,2025-05-11T14:47:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,1.0,,5720718381,140,95.9,5720718385,212,10.5,5720720017,154,,5720718383,141,73.6,5720718387,213,6.24,5720720015,210,15,5720718379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598371,185,15,1,16,19,93ohqui2qgqm8408viwmm1ken,1,96.4,69.9,2025-05-11T14:47:35.425Z,2025-05-11T14:48:01Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720720033,103,20.8,5720720037,82,,5720718451,22,,5720720031,102,53.3,5720720025,154,,5720720051,230,100,5720718453,65,,5720720021,77,,5720718637,20,,5720720047,147,63.5,5720720055,231,5720720375,233,91,5720720023,29,,5720720041,146,98.0,5720720027,55,5720718455,56,Center,,,,,,,,,51.6,184,
2813598597,91,10,1,16,19,46yo78zak2j7kaxc5ak1fnm60,1,2.0,36.5,2025-05-11T14:47:35.525Z,2025-05-11T15:21:34Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720720397,233,185,5720719635,56,Back,5720719633,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813598605,92,6,1,16,23,46yo78zak2j7kaxc5ak1fnm60,0,0.9,42.0,2025-05-11T14:47:39.169Z,2025-05-11T14:48:13Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720719823,73,,5720719821,56,Back,5720720567,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
