id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796098671,142,1,1,13,11,4jg5vd59i24chckyua90dr1lg,1,24.1,40.7,2025-04-05T13:13:44.908Z,2025-04-05T13:13:46Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624382761,212,16.8,5624382759,141,16.1,5624382757,140,25.9,5624382763,213,4.82,5624382755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098713,143,1,1,13,13,4jg5vd59i24chckyua90dr1lg,1,25.0,18.8,2025-04-05T13:13:46.668Z,2025-04-05T13:13:49Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624382985,140,13.9,5624382983,56,Back,5624382991,213,2.33,5624382987,141,36.7,5624382989,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098763,144,1,1,13,15,4jg5vd59i24chckyua90dr1lg,1,12.9,43.6,2025-04-05T13:13:48.892Z,2025-04-05T13:13:52Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624383293,56,Back,5624383301,212,22.0,5624383303,213,1.60,5624383299,141,75.9,5624383297,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098795,145,1,1,13,19,4jg5vd59i24chckyua90dr1lg,1,11.4,85.6,2025-04-05T13:13:52.364Z,2025-04-05T13:13:54Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624383485,141,95.4,5624383487,212,10.6,5624383489,213,0.68,5624383481,56,Back,5624383483,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098831,146,1,1,13,21,4jg5vd59i24chckyua90dr1lg,1,19.5,95.3,2025-04-05T13:13:54.452Z,2025-04-05T13:13:56Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624383761,141,81.1,5624383757,56,Back,5624383759,140,23.0,5624383763,212,10.3,5624383765,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098843,147,1,1,13,22,4jg5vd59i24chckyua90dr1lg,1,23.0,81.1,2025-04-05T13:13:55.956Z,2025-04-05T13:13:57Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624383875,212,7.6,5624383873,141,86.5,5624383877,213,0.51,5624383869,56,Back,5624383871,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098855,148,3,1,13,24,4jg5vd59i24chckyua90dr1lg,0,31.2,87.8,2025-04-05T13:13:57.380Z,2025-04-05T13:54:50Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624383933,285,,5624384309,233,130,5624383931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098885,130,7,1,13,24,czkf5t3ai00ghwbga03i5aqxw,1,68.8,12.2,2025-04-05T13:13:57.381Z,2025-04-05T13:54:50Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624384233,233,148,5624384151,56,Right,5624384247,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098895,132,43,1,13,25,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:13:58.802Z,2025-04-05T13:15:38Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624394435,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098887,131,50,1,13,26,czkf5t3ai00ghwbga03i5aqxw,1,70.8,15.4,2025-04-05T13:13:59.785Z,2025-04-05T13:54:51Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624385389,286,,5624384163,56,Right,5624391835,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098927,149,7,1,13,26,4jg5vd59i24chckyua90dr1lg,1,29.2,84.6,2025-04-05T13:13:59.786Z,2025-04-05T13:54:50Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624384451,56,Back,5624384453,285,,5624391797,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796100167,134,61,1,13,28,czkf5t3ai00ghwbga03i5aqxw,1,66.0,9.8,2025-04-05T13:14:02.179Z,2025-04-05T13:15:16Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624391653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796098943,150,1,1,13,29,4jg5vd59i24chckyua90dr1lg,1,29.9,81.7,2025-04-05T13:14:02.555Z,2025-04-05T13:14:03Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624384521,56,Back,5624384531,212,5.5,5624384527,141,74.5,5624384523,140,32.2,5624384533,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099005,151,1,1,13,29,4jg5vd59i24chckyua90dr1lg,1,32.2,74.5,2025-04-05T13:14:03.044Z,2025-04-05T13:14:07Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624384901,212,34.5,5624384895,56,Back,5624384905,1,,5624384903,213,3.84,5624384899,141,41.9,5624384897,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099015,152,43,1,13,34,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:14:07.964Z,2025-04-05T13:15:49Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624395619,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099111,153,1,1,13,34,4jg5vd59i24chckyua90dr1lg,1,7.0,41.9,2025-04-05T13:14:08.085Z,2025-04-05T13:14:14Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624385595,213,5.88,5624385593,212,10.6,5624385591,141,35.7,5624385587,56,Back,5624385589,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099265,154,1,1,13,41,4jg5vd59i24chckyua90dr1lg,1,44.7,23.6,2025-04-05T13:14:14.628Z,2025-04-05T13:14:24Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624386575,213,1.66,5624386573,212,8.9,5624386569,140,43.9,5624386571,141,36.7,5624386567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099357,155,1,1,13,51,4jg5vd59i24chckyua90dr1lg,1,55.3,81.7,2025-04-05T13:14:24.309Z,2025-04-05T13:14:29Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624387097,140,45.6,5624387093,56,Back,5624387101,141,57.5,5624387109,213,4.16,5624387107,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099401,156,1,1,13,55,4jg5vd59i24chckyua90dr1lg,1,45.6,57.5,2025-04-05T13:14:29.076Z,2025-04-05T13:14:52Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624387317,212,39.1,5624387305,56,Left,5624387313,141,92.3,5624387321,213,0.65,5624387327,1,,5624387301,155,,5624387309,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099413,157,43,1,13,57,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:14:30.892Z,2025-04-05T13:14:43Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624388647,144,56,5624387399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099517,158,1,1,14,0,4jg5vd59i24chckyua90dr1lg,1,74.8,92.4,2025-04-05T13:14:33.380Z,2025-04-05T13:14:35Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624387901,212,10.8,5624387895,140,79.3,5624387903,213,5.16,5624387899,141,78.1,5624387891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099567,159,1,1,14,2,4jg5vd59i24chckyua90dr1lg,1,79.4,78.1,2025-04-05T13:14:35.404Z,2025-04-05T13:14:38Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624388225,212,14.8,5624388215,56,Left,5624388229,213,0.10,5624388219,140,93.4,5624388221,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099575,160,61,1,14,4,4jg5vd59i24chckyua90dr1lg,0,94.6,73.2,2025-04-05T13:14:38.196Z,2025-04-05T13:14:38Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5624388277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099605,133,5,1,14,5,czkf5t3ai00ghwbga03i5aqxw,1,-0.8,35.4,2025-04-05T13:14:38.949Z,2025-04-05T13:44:58Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624388417,346,,5624388439,233,161,5624388415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796099589,161,5,1,14,5,4jg5vd59i24chckyua90dr1lg,0,100.8,64.6,2025-04-05T13:14:38.949Z,2025-04-05T13:14:43Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5624388475,233,133,5624388317,56,Center,5624388319,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796100325,135,1,1,14,44,czkf5t3ai00ghwbga03i5aqxw,1,3.3,45.1,2025-04-05T13:15:17.865Z,2025-04-05T13:15:23Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624392603,124,,5624392623,74,,5624392615,212,53.9,5624392607,140,53.4,5624392619,1,,5624392617,213,6.06,5624392611,141,27.7,5624392605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796100331,136,4,1,14,48,czkf5t3ai00ghwbga03i5aqxw,1,59.2,28.0,2025-04-05T13:15:21.636Z,2025-04-05T13:15:27Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624392855,264,,5624392853,13,,5624392861,286,,5624392857,56,Center,5624392859,152,,5624392927,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796100297,162,4,1,14,48,4jg5vd59i24chckyua90dr1lg,0,40.8,72.0,2025-04-05T13:15:21.637Z,2025-04-05T13:15:28Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624392703,56,Back,5624392697,13,,5624392701,264,,5624392945,233,136,5624392707,285,,5624392705,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101095,137,1,1,15,28,czkf5t3ai00ghwbga03i5aqxw,1,53.4,26.8,2025-04-05T13:16:02.025Z,2025-04-05T13:16:03Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624396975,212,18.8,5624396963,152,,5624396973,141,4.6,5624396977,213,5.35,5624396959,5,,5624396971,140,64.0,5624396967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101111,138,1,1,15,30,czkf5t3ai00ghwbga03i5aqxw,1,64.0,4.6,2025-04-05T13:16:03.336Z,2025-04-05T13:16:04Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624397049,213,0.21,5624397047,212,15.7,5624397041,56,Right,5624397043,140,78.6,5624397045,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101175,139,1,1,15,31,czkf5t3ai00ghwbga03i5aqxw,1,78.6,9.4,2025-04-05T13:16:04.344Z,2025-04-05T13:16:08Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624397489,213,3.10,5624397487,212,13.3,5624397481,56,Right,5624397483,140,65.9,5624397485,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101213,140,1,1,15,35,czkf5t3ai00ghwbga03i5aqxw,1,60.2,23.6,2025-04-05T13:16:08.608Z,2025-04-05T13:16:10Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624397655,212,23.1,5624397649,56,Back,5624397653,141,23.3,5624397657,213,3.15,5624397651,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101263,141,1,1,15,37,czkf5t3ai00ghwbga03i5aqxw,1,38.8,23.6,2025-04-05T13:16:10.592Z,2025-04-05T13:16:13Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624397985,212,24.2,5624397987,213,5.96,5624397979,56,Right,5624397981,140,60.6,5624397983,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101311,142,1,1,15,39,czkf5t3ai00ghwbga03i5aqxw,1,59.6,18.2,2025-04-05T13:16:13.144Z,2025-04-05T13:16:15Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624398289,140,52.5,5624398291,141,30.3,5624398287,56,Center,5624398295,213,2.31,5624398293,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101351,143,1,1,15,42,czkf5t3ai00ghwbga03i5aqxw,1,48.2,34.5,2025-04-05T13:16:15.216Z,2025-04-05T13:16:18Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624398559,140,39.0,5624398569,213,2.04,5624398567,212,21.5,5624398563,141,62.7,5624398555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101397,144,1,1,15,44,czkf5t3ai00ghwbga03i5aqxw,1,41.4,58.1,2025-04-05T13:16:17.896Z,2025-04-05T13:26:23Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624398869,141,29.5,5624398861,56,Back,5624398877,213,4.84,5624398863,140,43.7,5624398875,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101415,145,1,1,15,48,czkf5t3ai00ghwbga03i5aqxw,0,42.1,21.2,2025-04-05T13:16:22.129Z,2025-04-05T13:17:51Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624399007,56,Center,5624399023,213,0.05,5624399015,141,23.4,5624399011,140,72.1,5624399019,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101431,163,61,1,15,50,4jg5vd59i24chckyua90dr1lg,0,40.2,76.3,2025-04-05T13:16:23.629Z,2025-04-05T13:16:23Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624399103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101471,146,43,1,15,52,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:16:25.615Z,2025-04-05T13:17:12Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624399317,56,Center,5624404229,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101525,147,1,1,15,54,czkf5t3ai00ghwbga03i5aqxw,1,67.6,31.6,2025-04-05T13:16:27.583Z,2025-04-05T13:26:33Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624399583,212,7.2,5624399585,213,4.65,5624399581,141,21.0,5624399579,140,67.2,5624399577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101575,148,1,1,15,54,czkf5t3ai00ghwbga03i5aqxw,1,67.2,21.2,2025-04-05T13:16:28.122Z,2025-04-05T13:16:31Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624399861,212,25.9,5624399859,141,47.0,5624399857,140,49.1,5624399863,213,2.40,5624399855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101637,149,1,1,15,58,czkf5t3ai00ghwbga03i5aqxw,1,49.2,48.7,2025-04-05T13:16:31.744Z,2025-04-05T13:26:57Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624400255,1,,5624400253,213,1.05,5624400245,56,Left,5624400247,140,65.5,5624400251,212,34.4,5624400249,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101705,150,1,1,16,3,czkf5t3ai00ghwbga03i5aqxw,1,64.9,91.5,2025-04-05T13:16:36.511Z,2025-04-05T13:16:40Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624400705,141,71.7,5624400703,140,44.8,5624400709,213,3.71,5624400707,212,25.0,5624400701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101727,151,1,1,16,7,czkf5t3ai00ghwbga03i5aqxw,1,44.9,71.4,2025-04-05T13:16:40.703Z,2025-04-05T13:16:42Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624400865,212,13.5,5624400867,213,4.77,5624400859,56,Back,5624400861,140,45.7,5624400863,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101761,152,1,1,16,8,czkf5t3ai00ghwbga03i5aqxw,1,45.7,51.6,2025-04-05T13:16:41.904Z,2025-04-05T13:16:43Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624401023,56,Center,5624401025,140,61.3,5624401031,213,6.21,5624401027,141,49.9,5624401029,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101791,153,1,1,16,10,czkf5t3ai00ghwbga03i5aqxw,1,61.3,49.9,2025-04-05T13:16:43.216Z,2025-04-05T13:16:44Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624401195,141,70.0,5624401193,140,52.6,5624401199,213,2.16,5624401197,212,16.4,5624401191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101829,154,1,1,16,11,czkf5t3ai00ghwbga03i5aqxw,1,53.2,69.7,2025-04-05T13:16:44.616Z,2025-04-05T13:16:46Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624401421,212,15.0,5624401417,140,65.0,5624401419,141,57.3,5624401423,213,5.69,5624401415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101891,155,1,1,16,13,czkf5t3ai00ghwbga03i5aqxw,1,66.2,55.7,2025-04-05T13:16:46.232Z,2025-04-05T13:17:06Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,1.0,,5624401743,56,Center,5624401747,141,56.7,5624401749,212,5.1,5624403585,210,13,5624401745,140,71.0,5624401751,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101895,156,13,1,16,15,czkf5t3ai00ghwbga03i5aqxw,1,73.8,53.6,2025-04-05T13:16:48.928Z,2025-04-05T13:17:07Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624403623,72,,5624403633,102,40.3,5624403637,215,,5624403639,230,98.5,5624401771,56,Center,5624401769,18,,5624403629,55,155,5624403627,29,,5624401767,22,,5624403635,103,5624403625,75,,5624403641,231,50,,,,,,,,,,,6.9,,,,,,,,
2796101965,157,5,1,16,17,czkf5t3ai00ghwbga03i5aqxw,0,101.0,41.3,2025-04-05T13:16:50.760Z,2025-04-05T13:16:57Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624402165,346,,5624402449,233,164,5624402159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796101995,164,5,1,16,17,4jg5vd59i24chckyua90dr1lg,1,-1.0,58.7,2025-04-05T13:16:50.760Z,2025-04-05T13:44:59Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624402351,346,,5624402349,56,Back,5624402395,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102521,165,1,1,16,43,4jg5vd59i24chckyua90dr1lg,1,5.0,48.8,2025-04-05T13:17:16.901Z,2025-04-05T13:17:21Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624405147,213,4.91,5624405141,140,9.5,5624405143,141,13.7,5624405151,237,,5624405137,124,,5624405139,56,Back,5624405145,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102549,166,1,1,16,48,4jg5vd59i24chckyua90dr1lg,1,11.2,17.6,2025-04-05T13:17:21.574Z,2025-04-05T13:17:22Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624405275,212,20.0,5624405273,141,23.7,5624405277,213,0.21,5624405271,140,29.8,5624405269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102577,167,1,1,16,49,4jg5vd59i24chckyua90dr1lg,1,29.8,23.7,2025-04-05T13:17:22.781Z,2025-04-05T13:17:24Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624405431,212,6.3,5624405429,141,24.7,5624405427,140,23.8,5624405425,56,Back,5624405433,213,3.03,5624405465,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102597,168,1,1,16,51,4jg5vd59i24chckyua90dr1lg,0,23.0,23.1,2025-04-05T13:17:24.222Z,2025-04-05T13:17:25Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624405537,213,4.54,5624405531,140,21.2,5624405529,56,Back,5624405535,212,10.8,5624405533,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102663,161,1,1,16,53,czkf5t3ai00ghwbga03i5aqxw,0,72.8,92.6,2025-04-05T13:17:26.607Z,2025-04-05T13:29:40Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624405851,141,71.5,5624405849,140,89.5,5624405847,56,Center,5624405853,212,22.7,5624405855,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102769,169,12,1,16,55,4jg5vd59i24chckyua90dr1lg,1,14.0,28.2,2025-04-05T13:17:28.446Z,2025-04-05T13:17:33Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624406473,140,44.2,5624406475,141,14.1,5624406471,56,Back,5624406477,212,33.1,5624406479,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102785,170,4,1,16,59,4jg5vd59i24chckyua90dr1lg,1,42.0,11.6,2025-04-05T13:17:32.487Z,2025-04-05T13:17:36Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5624406595,152,,5624406617,233,162,5624406589,13,,5624406593,56,Back,5624406591,294,,5624406597,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102753,162,4,1,16,59,czkf5t3ai00ghwbga03i5aqxw,0,58.0,88.4,2025-04-05T13:17:32.488Z,2025-04-05T13:17:37Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624406665,233,170,5624406573,285,,5624406569,56,Left,5624406567,294,,5624406571,152,,5624406565,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103183,171,1,1,17,23,4jg5vd59i24chckyua90dr1lg,1,41.1,16.8,2025-04-05T13:17:56.357Z,2025-04-05T13:17:57Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624408827,56,Back,5624408831,141,47.2,5624408829,140,30.2,5624408825,152,,5624408833,212,23.6,5624408823,5,,5624408835,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103187,172,1,1,17,24,4jg5vd59i24chckyua90dr1lg,1,30.2,47.2,2025-04-05T13:17:57.430Z,2025-04-05T13:17:58Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624408859,212,18.1,5624408857,141,73.8,5624408861,213,1.59,5624408855,140,29.8,5624408853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103203,173,1,1,17,24,4jg5vd59i24chckyua90dr1lg,1,29.8,73.8,2025-04-05T13:17:58.021Z,2025-04-05T13:17:59Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624408929,140,35.1,5624408927,56,Back,5624408941,213,5.34,5624408937,212,9.4,5624408933,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103245,174,1,1,17,25,4jg5vd59i24chckyua90dr1lg,1,35.1,62.6,2025-04-05T13:17:58.862Z,2025-04-05T13:18:01Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624409273,156,,5624409223,140,26.7,5624409231,213,2.21,5624409227,212,14.7,5624409225,141,79.9,5624409219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103285,175,1,1,17,28,4jg5vd59i24chckyua90dr1lg,1,26.7,79.9,2025-04-05T13:18:01.910Z,2025-04-05T13:18:04Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624409509,141,78.2,5624409513,213,6.14,5624409507,140,34.1,5624409505,56,Back,5624409511,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103287,176,61,1,17,30,4jg5vd59i24chckyua90dr1lg,0,34.1,76.4,2025-04-05T13:18:03.294Z,2025-04-05T13:53:03Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5624409521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103329,164,1,1,17,34,czkf5t3ai00ghwbga03i5aqxw,1,89.6,16.5,2025-04-05T13:18:07.819Z,2025-04-05T13:18:09Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624409749,213,1.71,5624409747,212,20.3,5624409741,56,Center,5624409743,140,87.0,5624409737,2,,5624409745,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103349,165,61,1,17,37,czkf5t3ai00ghwbga03i5aqxw,0,86.4,45.2,2025-04-05T13:18:10.640Z,2025-04-05T13:18:10Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624409841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
