id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2809507239,139,1,1,12,39,durq4oppf7c08tnbzrlebt0uz,1,61.8,17.7,2025-05-03T15:43:24.126Z,2025-05-03T15:43:25Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698216897,212,10.2,5698216893,140,69.4,5698216891,56,Center,5698216899,213,0.68,5698216895,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507287,141,1,1,12,41,durq4oppf7c08tnbzrlebt0uz,1,68.6,20.0,2025-05-03T15:43:26.334Z,2025-05-03T15:43:27Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698217159,213,2.30,5698217157,212,9.6,5698217153,140,62.5,5698217151,56,Center,5698217155,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507373,142,1,1,12,42,durq4oppf7c08tnbzrlebt0uz,1,61.3,33.9,2025-05-03T15:43:27.453Z,2025-05-03T15:43:30Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698217655,140,67.1,5698217661,213,1.26,5698217657,141,62.0,5698217653,56,Center,5698217659,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507391,143,1,1,12,45,durq4oppf7c08tnbzrlebt0uz,0,67.3,61.1,2025-05-03T15:43:30.510Z,2025-05-03T15:43:31Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698217795,213,2.19,5698217789,140,61.7,5698217793,212,10.2,5698217791,141,73.3,5698217787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507583,137,1,1,12,51,6i936isoyj6d0uuxdj537uc97,0,53.6,22.5,2025-05-03T15:43:36.681Z,2025-05-03T15:43:37Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698218845,140,65.2,5698218851,213,6.27,5698218843,56,Center,5698218847,141,22.2,5698218849,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507627,144,8,1,12,53,durq4oppf7c08tnbzrlebt0uz,1,36.3,88.7,2025-05-03T15:43:38.703Z,2025-05-03T16:04:43Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698219073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507879,138,5,1,12,54,6i936isoyj6d0uuxdj537uc97,1,65.2,-2.0,2025-05-03T15:43:39.626Z,2025-05-03T16:03:53Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698220517,347,,5698220515,56,Right,5698220599,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507661,145,5,1,12,54,durq4oppf7c08tnbzrlebt0uz,0,34.8,102.0,2025-05-03T15:43:39.626Z,2025-05-03T16:24:00Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698219245,56,Back,5698220641,233,138,5698219247,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809507995,140,1,1,13,5,6i936isoyj6d0uuxdj537uc97,1,60.7,0.0,2025-05-03T15:43:50.105Z,2025-05-03T16:04:47Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698221115,212,8.0,5698221107,56,Right,5698370673,107,,5698221117,213,1.49,5698221113,141,9.7,5698221111,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508067,141,50,1,13,8,6i936isoyj6d0uuxdj537uc97,1,65.3,6.8,2025-05-03T15:43:54.030Z,2025-05-03T15:43:58Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698221699,233,146,5698221549,286,,5698221547,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508081,146,7,1,13,8,durq4oppf7c08tnbzrlebt0uz,1,34.7,93.2,2025-05-03T15:43:54.031Z,2025-05-03T15:43:57Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698221623,167,,5698221627,285,,5698221625,56,Back,5698221653,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508277,142,5,1,13,9,6i936isoyj6d0uuxdj537uc97,1,64.6,-1.8,2025-05-03T15:43:54.941Z,2025-05-03T16:24:00Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698222641,347,,5698222639,56,Right,5698222699,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508205,147,5,1,13,9,durq4oppf7c08tnbzrlebt0uz,0,35.4,101.8,2025-05-03T15:43:54.941Z,2025-05-03T15:44:04Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698222249,347,,5698222775,233,142,5698222247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508411,143,1,1,13,17,6i936isoyj6d0uuxdj537uc97,0,57.8,0.0,2025-05-03T15:44:03.049Z,2025-05-03T15:44:06Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698223399,212,26.2,5698223397,141,18.9,5698223393,56,Right,5698223391,107,,5698223395,140,79.1,5698223403,1,,5698223401,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508459,148,8,1,13,22,durq4oppf7c08tnbzrlebt0uz,1,14.3,84.4,2025-05-03T15:44:07.359Z,2025-05-03T15:44:07Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698223607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508519,150,1,1,13,24,durq4oppf7c08tnbzrlebt0uz,0,15.9,93.6,2025-05-03T15:44:09.119Z,2025-05-03T15:44:10Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5698223887,157,,5698223899,1,,5698223893,141,100.0,5698223889,56,Left,5698223891,140,55.3,5698223897,213,0.13,5698223895,212,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508905,144,5,1,13,24,6i936isoyj6d0uuxdj537uc97,1,48.3,-1.6,2025-05-03T15:44:10.050Z,2025-05-03T16:24:01Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698226019,347,,5698226121,233,151,5698226017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508527,151,5,1,13,24,durq4oppf7c08tnbzrlebt0uz,0,51.7,101.6,2025-05-03T15:44:10.050Z,2025-05-03T16:24:01Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5698223935,56,Left,5698226189,233,144,5698223937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508973,145,1,1,13,39,6i936isoyj6d0uuxdj537uc97,0,54.3,0.0,2025-05-03T15:44:24.089Z,2025-05-03T15:44:27Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698226377,141,22.5,5698226701,189,,5698226373,56,Center,5698226371,107,,5698226379,212,38.3,5698226375,140,87.2,5698226383,1,,5698226381,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809508983,152,61,1,13,40,durq4oppf7c08tnbzrlebt0uz,1,16.8,74.4,2025-05-03T15:44:25.950Z,2025-05-03T15:44:26Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698226425,56,Back,5698226563,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509075,154,1,1,13,43,durq4oppf7c08tnbzrlebt0uz,1,6.0,50.3,2025-05-03T15:44:28.127Z,2025-05-03T15:44:28Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5698226927,141,17.9,5698226923,56,Back,5698226929,212,22.9,5698226933,213,4.99,5698226925,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509103,155,1,1,13,43,durq4oppf7c08tnbzrlebt0uz,1,12.0,17.9,2025-05-03T15:44:28.622Z,2025-05-03T15:44:30Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698227087,56,Back,5698227097,213,5.49,5698227091,141,8.0,5698227093,212,9.4,5698227089,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509149,156,1,1,13,44,durq4oppf7c08tnbzrlebt0uz,1,18.3,8.0,2025-05-03T15:44:29.934Z,2025-05-03T15:44:36Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698228213,155,,5698227283,56,Back,5698227287,141,9.7,5698227289,212,13.9,5698227291,213,0.08,5698227285,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509179,157,1,1,13,46,durq4oppf7c08tnbzrlebt0uz,1,31.5,9.7,2025-05-03T15:44:31.198Z,2025-05-03T15:44:32Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698227471,213,2.15,5698227467,212,8.6,5698227461,140,27.0,5698227463,141,20.3,5698227457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509303,158,1,1,13,47,durq4oppf7c08tnbzrlebt0uz,1,27.0,20.3,2025-05-03T15:44:32.078Z,2025-05-03T15:44:36Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698228161,140,28.4,5698228169,212,10.6,5698228155,56,Back,5698228165,141,35.7,5698228171,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509355,159,1,1,13,51,durq4oppf7c08tnbzrlebt0uz,1,29.3,38.8,2025-05-03T15:44:36.670Z,2025-05-03T15:44:38Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698228421,213,2.11,5698228415,140,22.9,5698228419,212,13.2,5698228413,56,Back,5698228417,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509621,160,1,1,13,57,durq4oppf7c08tnbzrlebt0uz,1,26.7,53.3,2025-05-03T15:44:42.430Z,2025-05-03T15:44:47Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5698230005,56,Back,5698230011,212,22.4,5698230013,213,5.32,5698230007,140,38.8,5698230009,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509655,161,1,1,14,1,durq4oppf7c08tnbzrlebt0uz,1,43.5,20.7,2025-05-03T15:44:46.926Z,2025-05-03T15:44:48Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698230195,140,63.8,5698230193,56,Right,5698230197,141,5.2,5698230199,212,23.8,5698230205,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509727,162,1,1,14,2,durq4oppf7c08tnbzrlebt0uz,1,63.8,5.2,2025-05-03T15:44:48.014Z,2025-05-03T15:44:50Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698230709,212,9.9,5698230707,141,12.2,5698230703,56,Right,5698230711,213,2.64,5698230705,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509767,163,1,1,14,5,durq4oppf7c08tnbzrlebt0uz,1,53.0,11.3,2025-05-03T15:44:50.846Z,2025-05-03T15:44:52Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698230911,140,55.4,5698230913,141,24.7,5698230921,213,1.30,5698230909,56,Center,5698230915,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509789,164,1,1,14,7,durq4oppf7c08tnbzrlebt0uz,1,55.4,24.7,2025-05-03T15:44:52.318Z,2025-05-03T15:44:53Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698231061,213,4.61,5698231059,212,11.2,5698231053,56,Right,5698231057,141,8.3,5698231055,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509841,165,1,1,14,8,durq4oppf7c08tnbzrlebt0uz,1,56.6,4.3,2025-05-03T15:44:53.598Z,2025-05-03T15:44:55Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698231295,56,Right,5698231297,140,61.8,5698231303,213,6.11,5698231301,212,5.5,5698231299,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509941,166,1,1,14,10,durq4oppf7c08tnbzrlebt0uz,1,61.8,2.9,2025-05-03T15:44:55.166Z,2025-05-03T15:44:58Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698231855,141,15.9,5698231863,213,1.15,5698231851,56,Right,5698231853,140,65.6,5698231859,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809509981,167,1,1,14,13,durq4oppf7c08tnbzrlebt0uz,1,60.3,11.3,2025-05-03T15:44:58.558Z,2025-05-03T15:45:00Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698232069,212,9.9,5698232063,56,Right,5698232067,141,10.4,5698232071,213,3.20,5698232065,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510179,168,1,1,14,14,durq4oppf7c08tnbzrlebt0uz,1,50.9,10.4,2025-05-03T15:45:00.062Z,2025-05-03T15:45:06Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698233135,213,0.64,5698233129,141,19.8,5698233121,56,Right,5698233125,140,59.0,5698233133,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510107,146,83,1,14,18,6i936isoyj6d0uuxdj537uc97,0,33.8,75.3,2025-05-03T15:45:03.593Z,2025-05-03T15:45:09Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5698233551,399,40l3vtezw1ofwk2occi4z5w45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510215,169,1,1,14,20,durq4oppf7c08tnbzrlebt0uz,0,81.8,5.8,2025-05-03T15:45:06.030Z,2025-05-03T15:45:07Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698233277,56,Center,5698233285,213,0.91,5698233279,140,92.1,5698233275,155,,5698233281,141,26.4,5698233283,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510257,147,12,1,14,23,6i936isoyj6d0uuxdj537uc97,1,9.1,67.9,2025-05-03T15:45:08.329Z,2025-05-03T15:45:15Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5698233495,213,1.40,5698233493,212,16.4,5698233489,140,11.8,5698233491,141,91.7,5698233487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510417,170,1,1,14,26,durq4oppf7c08tnbzrlebt0uz,1,93.7,7.3,2025-05-03T15:45:11.710Z,2025-05-03T15:45:14Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698234345,212,7.6,5698234339,56,Right,5698234341,140,87.0,5698234343,141,11.6,5698234347,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510439,171,1,1,14,28,durq4oppf7c08tnbzrlebt0uz,0,87.0,11.6,2025-05-03T15:45:13.918Z,2025-05-03T15:45:15Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698234501,141,43.0,5698234495,56,Center,5698234507,213,1.31,5698234505,212,22.1,5698234497,140,92.5,5698234491,2,,5698234493,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510521,148,12,1,14,30,6i936isoyj6d0uuxdj537uc97,1,8.7,59.9,2025-05-03T15:45:15.593Z,2025-05-03T15:45:18Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5698234981,141,100.0,5698234989,213,1.25,5698234985,212,30.0,5698234979,140,17.8,5698235147,167,,5698234977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510531,149,5,1,14,31,6i936isoyj6d0uuxdj537uc97,0,15.0,101.4,2025-05-03T15:45:16.094Z,2025-05-03T16:24:01Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5698235029,347,,5698235027,56,Back,5698235301,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510481,172,5,1,14,31,durq4oppf7c08tnbzrlebt0uz,1,85.0,-1.4,2025-05-03T15:45:16.094Z,2025-05-03T16:24:01Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698234751,56,Right,5698234753,347,,5698235119,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510649,173,1,1,14,33,durq4oppf7c08tnbzrlebt0uz,1,89.7,0.0,2025-05-03T15:45:19.022Z,2025-05-03T15:45:21Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698235687,212,19.0,5698235683,141,7.1,5698235681,140,72.4,5698235691,213,2.85,5698235673,107,,5698235677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510707,174,1,1,14,36,durq4oppf7c08tnbzrlebt0uz,0,68.4,6.2,2025-05-03T15:45:21.310Z,2025-05-03T16:06:10Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698236035,56,Right,5698236043,213,0.51,5698236041,212,8.1,5698236039,141,12.0,5698236037,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510715,175,43,1,14,39,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-03T15:45:24.574Z,2025-05-03T16:06:12Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698377661,144,61,5698236093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510927,151,1,1,14,43,6i936isoyj6d0uuxdj537uc97,0,22.9,70.8,2025-05-03T15:45:28.171Z,2025-05-03T15:45:33Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5698237195,213,5.78,5698237179,155,,5698237191,212,60.4,5698237197,1,,5698237187,141,27.6,5698237181,56,Center,5698237183,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510965,177,12,1,14,48,durq4oppf7c08tnbzrlebt0uz,1,22.1,66.7,2025-05-03T15:45:33.888Z,2025-05-03T16:06:35Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5698237481,167,,5698237363,212,27.9,5698237361,141,100.0,5698237357,56,Back,5698237359,140,36.4,5698237365,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511331,152,5,1,14,49,6i936isoyj6d0uuxdj537uc97,1,60.8,-1.3,2025-05-03T15:45:34.446Z,2025-05-03T16:24:02Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5698239383,56,Right,5698239391,347,,5698239521,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809510979,178,5,1,14,49,durq4oppf7c08tnbzrlebt0uz,0,39.2,101.3,2025-05-03T15:45:34.446Z,2025-05-03T16:24:02Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5698239597,233,152,5698237425,56,Back,5698237427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511389,153,1,1,15,0,6i936isoyj6d0uuxdj537uc97,1,56.8,0.0,2025-05-03T15:45:45.689Z,2025-05-03T15:45:47Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698239751,213,0.36,5698239745,140,67.0,5698239749,212,11.5,5698239747,141,4.4,5698239741,107,,5698239743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511433,154,1,1,15,1,6i936isoyj6d0uuxdj537uc97,1,67.1,4.7,2025-05-03T15:45:46.986Z,2025-05-03T15:45:48Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698239963,212,7.4,5698239961,141,4.0,5698239957,56,Right,5698239959,140,60.1,5698239965,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511461,155,1,1,15,3,6i936isoyj6d0uuxdj537uc97,1,60.0,4.7,2025-05-03T15:45:48.601Z,2025-05-03T15:45:49Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698240103,141,13.5,5698240101,140,60.0,5698240107,213,1.57,5698240099,56,Right,5698240105,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511479,156,1,1,15,4,6i936isoyj6d0uuxdj537uc97,1,59.6,14.7,2025-05-03T15:45:49.706Z,2025-05-03T15:45:51Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5698240221,141,5.9,5698240227,212,19.3,5698240231,213,3.46,5698240219,140,42.1,5698240217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511603,157,1,1,15,5,6i936isoyj6d0uuxdj537uc97,1,41.1,5.9,2025-05-03T15:45:51.034Z,2025-05-03T15:45:56Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5698240899,141,38.9,5698240897,140,31.0,5698240895,56,Back,5698240903,213,2.01,5698240901,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511635,158,1,1,15,10,6i936isoyj6d0uuxdj537uc97,1,32.8,38.3,2025-05-03T15:45:55.929Z,2025-05-03T15:45:57Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5698241083,141,35.4,5698241087,213,6.01,5698241075,56,Back,5698241085,212,7.4,5698241079,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511687,159,1,1,15,12,6i936isoyj6d0uuxdj537uc97,1,39.8,35.4,2025-05-03T15:45:57.098Z,2025-05-03T15:45:59Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5698241355,141,38.2,5698241359,213,2.99,5698241357,212,12.8,5698241353,140,27.7,5698241351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511783,160,1,1,15,14,6i936isoyj6d0uuxdj537uc97,1,28.8,40.3,2025-05-03T15:45:59.546Z,2025-05-03T15:46:02Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5698241925,141,66.7,5698241929,213,1.44,5698241921,56,Back,5698241923,140,31.0,5698241927,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511819,161,1,1,15,17,6i936isoyj6d0uuxdj537uc97,1,31.0,67.2,2025-05-03T15:46:02.761Z,2025-05-03T15:46:04Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5698242149,212,8.3,5698242143,141,56.9,5698242141,140,35.3,5698242139,56,Back,5698242155,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809511901,162,1,1,15,18,6i936isoyj6d0uuxdj537uc97,1,35.3,56.9,2025-05-03T15:46:03.897Z,2025-05-03T15:46:06Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5698242531,56,Back,5698242533,140,23.6,5698242537,212,12.3,5698242539,213,3.19,5698242535,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809512025,163,1,1,15,21,6i936isoyj6d0uuxdj537uc97,1,19.4,56.3,2025-05-03T15:46:06.681Z,2025-05-03T15:46:10Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5698243275,56,Back,5698243281,212,16.2,5698243283,213,3.86,5698243277,140,7.8,5698243279,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809512127,164,1,1,15,25,6i936isoyj6d0uuxdj537uc97,1,7.8,34.8,2025-05-03T15:46:10.314Z,2025-05-03T15:46:13Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5698243869,157,,5698243875,141,36.3,5698243881,213,0.02,5698243883,1,,5698243873,140,59.8,5698243871,56,Center,5698243877,212,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809512149,165,44,1,15,28,6i936isoyj6d0uuxdj537uc97,1,59.3,29.6,2025-05-03T15:46:13.562Z,2025-05-03T16:49:01Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5698244189,233,180,5698243993,286,,5698243991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809512177,180,44,1,15,28,durq4oppf7c08tnbzrlebt0uz,0,40.7,70.4,2025-05-03T15:46:13.563Z,2025-05-03T16:49:02Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698244211,233,165,5698244081,285,,5698244077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809512185,166,1,1,15,29,6i936isoyj6d0uuxdj537uc97,0,58.9,36.6,2025-05-03T15:46:14.234Z,2025-05-03T15:46:15Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5698244149,213,4.87,5698244141,140,61.2,5698244143,141,14.6,5698244139,56,Right,5698244133,3,,5698244145,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
