id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2801399543,245,1,1,23,10,93ohqui2qgqm8408viwmm1ken,1,69.5,25.6,2025-04-14T17:33:37.895Z,2025-04-14T17:33:41Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653404567,140,68.2,5653404569,141,37.7,5653404573,213,1.74,5653404565,56,Center,5653404571,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399577,246,1,1,23,13,93ohqui2qgqm8408viwmm1ken,1,70.5,33.4,2025-04-14T17:33:40.951Z,2025-04-14T17:33:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653404745,140,80.7,5653404749,141,8.2,5653404741,56,Right,5653404751,212,20.2,5653404753,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399611,247,1,1,23,16,93ohqui2qgqm8408viwmm1ken,1,80.3,6.8,2025-04-14T17:33:43.399Z,2025-04-14T17:33:45Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5653404917,213,2.68,5653404913,141,11.6,5653404915,212,7.3,5653404907,56,Right,5653404909,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399633,248,1,1,23,18,93ohqui2qgqm8408viwmm1ken,1,72.8,11.0,2025-04-14T17:33:45.399Z,2025-04-14T17:33:48Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653405057,212,8.5,5653405053,140,74.1,5653405055,141,23.4,5653405051,56,Center,5653405059,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399653,249,1,1,23,21,93ohqui2qgqm8408viwmm1ken,1,71.5,24.6,2025-04-14T17:33:48.183Z,2025-04-14T17:33:51Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653405189,140,75.6,5653405191,141,8.3,5653405195,213,5.08,5653405193,212,11.9,5653405187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399683,250,1,1,23,23,93ohqui2qgqm8408viwmm1ken,1,76.1,7.9,2025-04-14T17:33:50.951Z,2025-04-14T17:33:53Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5653405341,56,Right,5653405349,213,2.36,5653405343,140,70.8,5653405345,141,16.1,5653405347,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399697,251,1,1,23,25,93ohqui2qgqm8408viwmm1ken,1,69.2,18.3,2025-04-14T17:33:53.032Z,2025-04-14T17:33:54Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653405427,141,20.1,5653405423,56,Right,5653405425,140,72.8,5653405429,212,4.0,5653405431,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399709,252,1,1,23,26,93ohqui2qgqm8408viwmm1ken,1,72.8,20.1,2025-04-14T17:33:53.911Z,2025-04-14T17:33:56Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5653405517,212,9.9,5653405515,141,6.5,5653405513,140,76.2,5653405519,213,5.08,5653405511,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399743,253,1,1,23,28,93ohqui2qgqm8408viwmm1ken,1,76.2,6.5,2025-04-14T17:33:55.959Z,2025-04-14T17:33:59Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653405705,56,Right,5653405709,141,19.7,5653405713,213,2.34,5653405707,140,67.9,5653405711,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399789,254,1,1,23,31,93ohqui2qgqm8408viwmm1ken,1,67.1,22.1,2025-04-14T17:33:58.887Z,2025-04-14T17:34:01Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653405961,56,Center,5653405969,213,2.18,5653405963,140,63.5,5653405965,141,30.1,5653405967,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399843,255,1,1,23,34,93ohqui2qgqm8408viwmm1ken,1,64.1,29.7,2025-04-14T17:34:01.624Z,2025-04-14T17:34:05Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5653406231,141,47.6,5653406229,140,55.8,5653406227,56,Center,5653406235,213,2.19,5653406233,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399917,256,1,1,23,38,93ohqui2qgqm8408viwmm1ken,1,55.8,48.8,2025-04-14T17:34:05.128Z,2025-04-14T17:34:09Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653406609,140,61.8,5653406611,141,28.3,5653406607,56,Center,5653406615,213,5.14,5653406613,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399951,257,1,1,23,42,93ohqui2qgqm8408viwmm1ken,1,64.0,28.6,2025-04-14T17:34:09.832Z,2025-04-14T17:34:11Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653406813,213,5.30,5653406807,140,70.4,5653406811,212,12.1,5653406805,56,Right,5653406809,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399967,258,1,1,23,44,93ohqui2qgqm8408viwmm1ken,1,70.5,13.4,2025-04-14T17:34:11.768Z,2025-04-14T17:34:12Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653406893,213,0.76,5653406885,56,Right,5653406891,212,7.4,5653406889,141,20.9,5653406887,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801399977,259,61,1,23,45,93ohqui2qgqm8408viwmm1ken,1,75.6,20.9,2025-04-14T17:34:12.808Z,2025-04-14T17:52:50Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653406939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801400041,260,1,1,23,46,93ohqui2qgqm8408viwmm1ken,1,67.5,21.3,2025-04-14T17:34:13.896Z,2025-04-14T17:34:16Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653407255,56,Right,5653407263,213,6.07,5653407261,212,6.0,5653407259,141,19.4,5653407257,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801400057,261,4,1,23,48,93ohqui2qgqm8408viwmm1ken,1,74.2,20.4,2025-04-14T17:34:15.360Z,2025-04-14T17:52:45Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653407399,294,,5653407445,233,168,5653407401,56,Right,5653407397,13,,5653407403,152,,5653407405,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801400049,168,4,1,23,48,5mbo4f0vps12dr0fcvjn3wyp5,0,25.8,79.6,2025-04-14T17:34:15.361Z,2025-04-14T17:34:37Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653408421,294,,5653407345,285,,5653407339,56,Back,5653407341,152,,5653407337,13,,5653407457,233,261,5653408105,55,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801400137,169,17,1,23,50,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-14T17:34:17.633Z,2025-04-14T17:34:25Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653408093,55,168,5653408087,31,,5653408089,392,,5653408091,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401013,262,1,1,24,53,93ohqui2qgqm8408viwmm1ken,0,74.8,20.9,2025-04-14T17:35:20.314Z,2025-04-14T17:35:22Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653412743,152,,5653412735,5,,5653412731,2,,5653412757,213,0.79,5653412739,155,,5653412747,56,Center,5653412759,1,,5653412751,140,97.6,5653412755,212,33.9,5653412753,141,,,,,,,,,56.1,,,,,,,,,,,,,,,,,,
2801401019,170,12,1,24,55,5mbo4f0vps12dr0fcvjn3wyp5,1,4.2,45.2,2025-04-14T17:35:22.355Z,2025-04-14T17:35:24Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653412779,141,25.3,5653412775,56,Back,5653412783,213,4.30,5653412887,167,,5653412811,15,,5653412781,212,14.8,5653412777,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401031,171,6,1,24,57,5mbo4f0vps12dr0fcvjn3wyp5,0,0.0,24.6,2025-04-14T17:35:24.265Z,2025-04-14T17:35:28Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653412981,73,,5653413051,233,263,5653412979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401047,263,6,1,24,57,93ohqui2qgqm8408viwmm1ken,1,100.0,75.4,2025-04-14T17:35:24.265Z,2025-04-14T17:36:27Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653413029,233,171,5653412997,73,,5653412995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401487,264,1,1,25,30,93ohqui2qgqm8408viwmm1ken,0,99.5,99.5,2025-04-14T17:35:57.370Z,2025-04-14T17:36:01Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5653415527,1,,5653415519,140,97.2,5653415511,6,,5653415513,155,,5653415515,223,,5653415525,213,4.64,5653415523,212,35.0,5653415509,2,,5653415517,56,Center,5653415521,141,,,,,,,,,48.2,,,,,,,,,,,,,,,,,,
2801401485,172,44,1,25,32,5mbo4f0vps12dr0fcvjn3wyp5,1,3.8,52.4,2025-04-14T17:36:00.050Z,2025-04-14T17:36:24Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653415507,285,,5653415505,56,Back,5653415673,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401489,265,44,1,25,32,93ohqui2qgqm8408viwmm1ken,0,96.2,47.6,2025-04-14T17:36:00.051Z,2025-04-14T17:36:25Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653415679,233,172,5653415531,56,Center,5653415533,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401519,173,12,1,25,33,5mbo4f0vps12dr0fcvjn3wyp5,1,5.4,53.6,2025-04-14T17:36:00.625Z,2025-04-14T17:36:04Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653415731,15,,5653415721,141,46.4,5653415717,56,Back,5653415719,140,13.1,5653415723,212,9.5,5653415725,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401551,174,44,1,25,36,5mbo4f0vps12dr0fcvjn3wyp5,1,11.2,44.9,2025-04-14T17:36:03.639Z,2025-04-14T17:53:30Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5653415971,233,266,5653415915,56,Back,5653415917,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401529,266,44,1,25,36,93ohqui2qgqm8408viwmm1ken,0,88.8,55.1,2025-04-14T17:36:03.640Z,2025-04-14T17:53:29Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653416023,233,174,5653415797,286,,5653415795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402365,180,12,1,25,36,5mbo4f0vps12dr0fcvjn3wyp5,1,14.2,44.2,2025-04-14T17:36:04.052Z,2025-04-14T17:37:31Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5653421881,213,3.14,5653421877,141,44.2,5653421875,140,11.8,5653421873,56,Back,5653421879,212,2.5,5653422047,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401615,267,2,1,25,37,93ohqui2qgqm8408viwmm1ken,1,87.3,55.2,2025-04-14T17:36:04.820Z,2025-04-14T17:53:31Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653416289,140,95.0,5653416291,141,50.9,5653416315,56,Center,5653416313,7,4j6a6qec8m58zgojpbv8wxnf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801401571,175,43,1,25,38,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-14T17:36:05.153Z,2025-04-14T17:36:11Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5653416077,212,8.1,5653416101,15,0,5653416075,141,53.9,5653416073,140,7.1,5653416079,213,2.46,5653416071,56,Back,5653416457,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402071,177,1,1,26,12,5mbo4f0vps12dr0fcvjn3wyp5,0,7.1,53.9,2025-04-14T17:36:39.852Z,2025-04-14T17:36:51Z,7gbgk4q4bxc1h7kcd0u96o9nt,K. Joelsson,,5653419077,56,Center,5653419081,141,39.4,5653419309,189,,5653419083,212,67.7,5653419085,213,6.14,5653419073,157,,5653419075,241,,5653419087,1,,5653419079,140,70.9,5653419071,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402079,268,4,1,26,16,93ohqui2qgqm8408viwmm1ken,1,28.4,58.3,2025-04-14T17:36:43.540Z,2025-04-14T17:37:58Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653419219,233,178,5653419165,189,,5653419137,56,Back,5653419141,265,,5653419139,152,,5653419135,13,,5653419143,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402087,178,4,1,26,16,5mbo4f0vps12dr0fcvjn3wyp5,0,71.6,41.7,2025-04-14T17:36:43.541Z,2025-04-14T17:54:16Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5653419619,189,,5653419175,265,,5653419169,13,,5653419173,152,,5653419171,56,Center,5653419177,286,,5653419243,233,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402159,269,1,1,26,24,93ohqui2qgqm8408viwmm1ken,1,28.3,56.7,2025-04-14T17:36:51.932Z,2025-04-14T17:36:55Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653419657,141,41.0,5653419649,5,,5653419653,56,Back,5653419655,140,20.9,5653419659,212,13.2,5653419651,152,,5653419661,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402197,270,1,1,26,28,93ohqui2qgqm8408viwmm1ken,1,19.9,40.3,2025-04-14T17:36:55.324Z,2025-04-14T17:36:58Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653419847,213,1.93,5653419843,141,69.9,5653419845,212,21.5,5653419839,56,Back,5653419841,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402241,271,1,1,26,31,93ohqui2qgqm8408viwmm1ken,1,13.6,69.6,2025-04-14T17:36:58.108Z,2025-04-14T17:37:00Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653420071,212,13.0,5653420065,56,Back,5653420069,141,88.6,5653420073,213,1.44,5653420067,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402265,272,1,1,26,33,93ohqui2qgqm8408viwmm1ken,1,16.3,89.3,2025-04-14T17:37:00.748Z,2025-04-14T17:37:04Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653420247,1,,5653420237,56,Left,5653420243,212,59.6,5653420245,213,0.05,5653420239,140,73.0,5653420231,155,,5653420241,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402279,273,1,1,26,37,93ohqui2qgqm8408viwmm1ken,0,72.3,92.6,2025-04-14T17:37:04.428Z,2025-04-14T17:37:06Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653420343,213,5.45,5653420335,56,Center,5653420337,140,89.1,5653420339,141,64.2,5653420341,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402605,181,1,1,27,2,5mbo4f0vps12dr0fcvjn3wyp5,0,16.0,33.7,2025-04-14T17:37:29.491Z,2025-04-14T17:37:34Z,7gbgk4q4bxc1h7kcd0u96o9nt,K. Joelsson,,5653422263,141,7.9,5653422265,212,46.2,5653422253,199,,5653422259,140,56.7,5653422269,1,,5653422257,56,Right,5653422267,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402599,274,44,1,27,6,93ohqui2qgqm8408viwmm1ken,1,42.8,90.8,2025-04-14T17:37:33.260Z,2025-04-14T17:45:54Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653422219,56,Back,5653422455,233,182,5653422221,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402609,182,44,1,27,6,5mbo4f0vps12dr0fcvjn3wyp5,0,57.2,9.2,2025-04-14T17:37:33.261Z,2025-04-14T17:45:54Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653422299,56,Right,5653422301,286,,5653422471,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402623,275,1,1,27,6,93ohqui2qgqm8408viwmm1ken,1,41.4,89.0,2025-04-14T17:37:33.581Z,2025-04-14T17:37:35Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653422427,56,Back,5653422425,3,,5653422435,213,5.83,5653422433,212,7.8,5653422431,141,83.9,5653422429,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402631,276,1,1,27,7,93ohqui2qgqm8408viwmm1ken,1,48.1,84.1,2025-04-14T17:37:34.704Z,2025-04-14T17:37:36Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5653422499,213,5.84,5653422491,56,Center,5653422489,168,,5653422495,141,76.6,5653422493,140,58.3,5653422497,212,11.9,5653422487,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402635,277,4,1,27,9,93ohqui2qgqm8408viwmm1ken,1,58.4,75.6,2025-04-14T17:37:36.365Z,2025-04-14T17:37:40Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,5653422699,233,183,5653422689,294,,5653422691,56,Center,5653422685,13,,5653422693,152,,5653422695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402641,183,4,1,27,9,5mbo4f0vps12dr0fcvjn3wyp5,0,41.6,24.4,2025-04-14T17:37:36.366Z,2025-04-14T17:37:41Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653422709,233,277,5653422637,56,Back,5653422639,152,,5653422643,285,,5653422635,294,,5653422633,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402875,278,1,1,27,22,93ohqui2qgqm8408viwmm1ken,1,55.8,72.7,2025-04-14T17:37:49.421Z,2025-04-14T17:37:54Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653423937,141,91.8,5653423933,56,Left,5653423935,140,56.0,5653423941,213,1.55,5653423939,212,13.0,5653423931,152,,5653423929,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402895,279,1,1,27,26,93ohqui2qgqm8408viwmm1ken,1,55.4,93.5,2025-04-14T17:37:53.885Z,2025-04-14T17:37:56Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653424087,189,,5653424079,212,32.6,5653424073,56,Back,5653424075,140,24.8,5653424083,1,,5653424077,141,85.3,5653424081,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402937,280,1,1,27,30,93ohqui2qgqm8408viwmm1ken,1,22.5,83.6,2025-04-14T17:37:57.630Z,2025-04-14T17:38:00Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653424357,212,25.6,5653424355,141,55.4,5653424353,140,6.4,5653424361,213,3.99,5653424351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402971,281,1,1,27,32,93ohqui2qgqm8408viwmm1ken,0,4.9,53.0,2025-04-14T17:38:00.029Z,2025-04-14T17:38:02Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653424557,141,100.0,5653424559,212,34.2,5653424551,155,,5653424561,213,1.27,5653424555,140,14.5,5653424563,1,,5653424553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402983,184,5,1,27,35,5mbo4f0vps12dr0fcvjn3wyp5,1,84.2,-1.0,2025-04-14T17:38:02.460Z,2025-04-14T17:54:46Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653424637,347,,5653424673,233,282,5653424635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801402975,282,5,1,27,35,93ohqui2qgqm8408viwmm1ken,0,15.8,101.0,2025-04-14T17:38:02.460Z,2025-04-14T17:38:07Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653424695,233,184,5653424577,347,,5653424575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403405,185,1,1,28,10,5mbo4f0vps12dr0fcvjn3wyp5,0,82.1,0.0,2025-04-14T17:38:37.315Z,2025-04-14T17:38:41Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653427071,140,90.7,5653427067,107,,5653427079,1,,5653427073,141,44.2,5653427075,212,32.7,5653427069,56,Center,5653427077,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403455,283,12,1,28,15,93ohqui2qgqm8408viwmm1ken,1,11.2,54.9,2025-04-14T17:38:42.223Z,2025-04-14T17:38:46Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653427349,213,5.90,5653427341,56,Back,5653427343,140,29.0,5653427345,141,43.7,5653427347,212,20.2,5653427401,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403463,186,43,1,28,19,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-14T17:38:46.099Z,2025-04-14T17:39:05Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5653427381,56,Center,5653429143,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403505,284,1,1,28,20,93ohqui2qgqm8408viwmm1ken,1,29.4,43.6,2025-04-14T17:38:48.031Z,2025-04-14T17:40:40Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5653427631,56,Back,5653427639,213,5.34,5653427633,140,36.5,5653427635,141,28.6,5653427637,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403529,187,83,1,28,21,5mbo4f0vps12dr0fcvjn3wyp5,0,73.8,67.5,2025-04-14T17:38:48.306Z,2025-04-14T17:39:36Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5653428739,399,7hugqbtot3c8fmxtfqld9l15g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403525,286,61,1,28,22,93ohqui2qgqm8408viwmm1ken,0,36.8,28.2,2025-04-14T17:38:49.903Z,2025-04-14T17:41:09Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653427773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403589,188,12,1,28,24,5mbo4f0vps12dr0fcvjn3wyp5,1,44.0,91.8,2025-04-14T17:38:51.852Z,2025-04-14T17:39:41Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653428183,213,0.89,5653428181,212,8.9,5653428229,167,,5653428177,140,49.3,5653428179,141,100.0,5653428175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403593,189,5,1,28,25,5mbo4f0vps12dr0fcvjn3wyp5,0,50.4,101.8,2025-04-14T17:38:52.366Z,2025-04-14T17:40:18Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5653428207,347,,5653428205,56,Left,5653428261,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403577,287,5,1,28,25,93ohqui2qgqm8408viwmm1ken,1,49.6,-1.8,2025-04-14T17:38:52.366Z,2025-04-14T17:40:17Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5653428225,233,189,5653428109,56,Back,5653428111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403881,288,1,1,28,47,93ohqui2qgqm8408viwmm1ken,1,55.6,0.0,2025-04-14T17:39:14.991Z,2025-04-14T17:39:15Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653429745,56,Right,5653429743,107,,5653429749,141,10.4,5653429747,140,56.6,5653429751,212,8.5,5653429753,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403889,289,1,1,28,48,93ohqui2qgqm8408viwmm1ken,1,56.6,10.4,2025-04-14T17:39:15.711Z,2025-04-14T17:39:16Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653429797,141,1.7,5653429801,213,4.77,5653429795,140,56.9,5653429793,56,Right,5653429799,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801403973,290,1,1,28,49,93ohqui2qgqm8408viwmm1ken,1,56.3,2.3,2025-04-14T17:39:16.463Z,2025-04-14T17:39:23Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5653430273,213,2.95,5653430269,141,8.5,5653430265,56,Back,5653430271,212,22.0,5653430267,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
