id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2805205491,227,1,1,22,21,4jg5vd59i24chckyua90dr1lg,1,61.5,42.1,2025-04-23T17:22:55.797Z,2025-04-23T17:23:00Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674476857,56,Right,5674476863,212,24.8,5674476859,140,71.7,5674476861,141,9.2,5674476865,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205467,153,43,1,22,24,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-23T17:22:58.679Z,2025-04-25T13:13:50Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5674476901,399,21ht7s882is4sisnr8dpf61yi,5677326919,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205499,228,1,1,22,25,4jg5vd59i24chckyua90dr1lg,1,72.9,10.4,2025-04-23T17:23:00.294Z,2025-04-23T17:23:02Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5674476883,212,12.0,5674476881,141,5.3,5674476879,140,62.0,5674476885,213,3.44,5674476877,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205559,229,1,1,22,28,4jg5vd59i24chckyua90dr1lg,1,62.0,5.3,2025-04-23T17:23:02.453Z,2025-04-23T17:23:09Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674477267,213,1.93,5674477259,56,Center,5674477263,141,30.6,5674477261,140,55.8,5674477265,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205573,230,1,1,22,34,4jg5vd59i24chckyua90dr1lg,1,55.8,30.6,2025-04-23T17:23:08.885Z,2025-04-23T17:23:10Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674477329,56,Center,5674477335,212,8.6,5674477331,140,63.3,5674477337,213,0.42,5674477333,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205589,231,1,1,22,35,4jg5vd59i24chckyua90dr1lg,1,63.3,35.8,2025-04-23T17:23:10.358Z,2025-04-23T17:23:11Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674477411,141,12.6,5674477415,213,5.15,5674477407,56,Right,5674477413,212,17.4,5674477409,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205631,232,1,1,22,37,4jg5vd59i24chckyua90dr1lg,1,70.4,12.6,2025-04-23T17:23:11.829Z,2025-04-23T17:23:15Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674477631,213,1.83,5674477629,212,18.5,5674477623,56,Center,5674477627,141,38.9,5674477625,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205651,233,1,1,22,40,4jg5vd59i24chckyua90dr1lg,1,65.9,38.9,2025-04-23T17:23:15.237Z,2025-04-23T17:23:17Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5674477775,141,47.0,5674477771,56,Center,5674477777,212,7.3,5674477773,140,70.5,5674477779,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205653,234,1,1,22,41,4jg5vd59i24chckyua90dr1lg,0,76.1,50.9,2025-04-23T17:23:16.254Z,2025-04-23T17:45:16Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5674556393,141,40.3,5674556389,140,80.1,5674556397,212,8.3,5674477785,56,Center,5674556403,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205745,154,12,1,22,42,1939bnru25svvgv15k2c7tw2y,1,21.2,65.8,2025-04-23T17:23:16.471Z,2025-04-23T17:23:26Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674478315,213,6.21,5674478311,141,63.7,5674478309,140,39.4,5674478313,212,19.2,5674478307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805713789,795,1,1,22,43,4jg5vd59i24chckyua90dr1lg,1,67.3,38.6,2025-04-23T17:23:18.113Z,2025-04-25T13:14:39Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5677328397,141,25.4,5677328401,213,4.44,5677328399,212,9.3,5677328393,56,Center,5677328395,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205727,235,1,1,22,46,4jg5vd59i24chckyua90dr1lg,1,65.1,18.0,2025-04-23T17:23:21.157Z,2025-04-23T17:23:23Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674478185,141,4.4,5674478181,56,Right,5674478187,212,13.7,5674478189,213,5.54,5674478183,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205741,236,1,1,22,49,4jg5vd59i24chckyua90dr1lg,0,74.7,4.4,2025-04-23T17:23:23.735Z,2025-04-23T17:45:30Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674478281,140,100.0,5674478277,155,,5674478283,141,29.5,5674478287,213,0.56,5674478285,212,32.2,5674478279,56,Center,5674478289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205749,155,5,1,22,51,1939bnru25svvgv15k2c7tw2y,1,-0.8,67.6,2025-04-23T17:23:25.570Z,2025-04-23T17:43:49Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674478361,233,237,5674478325,346,,5674478323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205755,237,5,1,22,51,4jg5vd59i24chckyua90dr1lg,0,100.8,32.4,2025-04-23T17:23:25.570Z,2025-04-23T17:43:50Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674478405,233,155,5674478353,56,Center,5674478355,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205933,156,1,1,23,11,1939bnru25svvgv15k2c7tw2y,1,5.6,60.3,2025-04-23T17:23:46.025Z,2025-04-23T17:23:50Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674479561,141,49.9,5674479555,124,,5674479563,212,7.1,5674479559,140,4.6,5674479565,213,4.56,5674479557,56,Back,5674479569,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205973,158,1,1,23,21,1939bnru25svvgv15k2c7tw2y,1,8.5,50.9,2025-04-23T17:23:55.447Z,2025-04-23T17:23:58Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674479849,140,12.7,5674479853,212,16.2,5674479851,141,27.9,5674479847,56,Back,5674479855,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205979,159,1,1,23,23,1939bnru25svvgv15k2c7tw2y,1,12.7,27.9,2025-04-23T17:23:57.944Z,2025-04-23T17:23:59Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674479907,56,Back,5674479913,212,15.0,5674479909,140,5.7,5674479911,141,47.2,5674479915,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205999,160,1,1,23,25,1939bnru25svvgv15k2c7tw2y,1,5.7,47.2,2025-04-23T17:23:59.751Z,2025-04-23T17:24:01Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674480057,213,4.97,5674480053,141,29.1,5674480049,56,Back,5674480051,140,8.8,5674480055,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206023,161,1,1,23,27,1939bnru25svvgv15k2c7tw2y,1,9.3,29.1,2025-04-23T17:24:01.799Z,2025-04-23T17:24:04Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674480155,141,27.3,5674480151,56,Back,5674480159,213,6.22,5674480153,140,28.9,5674480157,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206041,162,1,1,23,30,1939bnru25svvgv15k2c7tw2y,1,27.2,27.6,2025-04-23T17:24:04.568Z,2025-04-23T17:24:08Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674480327,140,27.1,5674480331,141,7.9,5674480335,213,4.70,5674480325,56,Back,5674480333,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206043,163,1,1,23,34,1939bnru25svvgv15k2c7tw2y,1,26.8,9.2,2025-04-23T17:24:08.872Z,2025-04-23T17:24:10Z,1qyvk3eveiz8n40houjgtko9h,D. Granli,,,5674480351,213,2.41,5674480345,140,6.7,5674480349,212,28.4,5674480347,141,37.1,5674480343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206069,164,1,1,23,35,1939bnru25svvgv15k2c7tw2y,1,6.7,37.1,2025-04-23T17:24:09.927Z,2025-04-23T17:24:12Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674480483,140,5.2,5674480489,213,1.72,5674480487,212,10.7,5674480485,141,52.7,5674480481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206151,165,1,1,23,37,1939bnru25svvgv15k2c7tw2y,1,4.2,52.1,2025-04-23T17:24:12.184Z,2025-04-23T17:24:18Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674480879,141,34.2,5674480885,213,4.85,5674480883,212,12.3,5674480871,56,Back,5674480873,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206171,166,1,1,23,44,1939bnru25svvgv15k2c7tw2y,1,17.3,36.0,2025-04-23T17:24:18.759Z,2025-04-23T17:24:21Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674480967,140,9.2,5674480971,212,15.8,5674480973,213,2.14,5674480969,141,55.5,5674480965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206207,167,1,1,23,46,1939bnru25svvgv15k2c7tw2y,1,9.2,55.5,2025-04-23T17:24:21.144Z,2025-04-23T17:24:25Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674481165,141,76.3,5674481163,140,21.2,5674481171,213,0.84,5674481167,212,18.9,5674481161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206251,168,1,1,23,50,1939bnru25svvgv15k2c7tw2y,1,22.2,77.8,2025-04-23T17:24:25.064Z,2025-04-23T17:24:29Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674481411,140,17.4,5674481413,141,44.2,5674481417,213,4.50,5674481415,212,23.4,5674481409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206281,169,1,1,23,54,1939bnru25svvgv15k2c7tw2y,1,18.5,43.0,2025-04-23T17:24:29.368Z,2025-04-23T17:24:32Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674481567,212,12.7,5674481569,213,1.14,5674481563,140,23.6,5674481561,56,Back,5674481565,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206307,170,1,1,23,57,1939bnru25svvgv15k2c7tw2y,1,24.9,60.5,2025-04-23T17:24:32.249Z,2025-04-23T17:24:35Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674481725,212,13.0,5674481719,56,Back,5674481721,140,23.7,5674481723,141,41.5,5674481727,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206359,171,1,1,24,0,1939bnru25svvgv15k2c7tw2y,1,24.0,41.5,2025-04-23T17:24:34.920Z,2025-04-23T17:24:40Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674482027,140,35.3,5674482029,141,42.4,5674482031,212,11.9,5674482025,56,Back,5674482033,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206343,239,43,1,24,4,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-23T17:24:39.286Z,2025-04-25T13:16:31Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5677331137,144,83,5674482131,399,60fbyywnjiz6l8n7gmi2mjld5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206369,172,1,1,24,6,1939bnru25svvgv15k2c7tw2y,1,27.8,44.5,2025-04-23T17:24:40.552Z,2025-04-23T17:24:42Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5674482095,141,43.1,5674482099,213,6.21,5674482091,56,Back,5674482093,140,40.8,5674482097,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206437,173,1,1,24,7,1939bnru25svvgv15k2c7tw2y,1,40.8,43.1,2025-04-23T17:24:42.088Z,2025-04-23T17:25:13Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,1.0,,5674482489,140,58.2,5674483869,210,15,5674482495,213,5.69,5674482487,56,Center,5674482493,212,22.1,5674482491,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206445,174,15,1,24,15,1939bnru25svvgv15k2c7tw2y,1,86.7,37.8,2025-04-23T17:24:49.624Z,2025-04-25T13:17:08Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674482553,56,Center,5677332279,78,,5674483885,103,19,5674483889,146,89.3,5674483877,29,,5674483615,72,,5674483893,230,98.5,5674483619,82,,5674482549,22,5674483895,231,48.9,5674483879,55,5674482551,17,,,5674483891,147,173,40.2,5674483887,215,,5674483903,233,240,5674483883,102,,,,,,,,,,,50.4,,,,,
2805206459,240,10,1,24,15,4jg5vd59i24chckyua90dr1lg,1,6.7,54.9,2025-04-23T17:24:49.724Z,2025-04-23T17:25:14Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5674483907,233,174,5674482637,94,,5674482639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206547,241,12,1,24,17,4jg5vd59i24chckyua90dr1lg,1,13.0,46.7,2025-04-23T17:24:52.390Z,2025-04-23T17:25:00Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5674483205,56,Back,5674483215,212,32.4,5674483211,141,88.4,5674483209,140,27.9,5674483219,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206509,175,1,1,24,21,1939bnru25svvgv15k2c7tw2y,0,68.2,10.6,2025-04-23T17:24:56.055Z,2025-04-23T17:24:56Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5674482955,56,Right,5674482961,212,7.4,5674482959,141,12.3,5674482957,140,61.2,5674482963,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206549,242,4,1,24,24,4jg5vd59i24chckyua90dr1lg,1,34.6,87.8,2025-04-23T17:24:58.806Z,2025-04-23T17:25:04Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5674483279,233,176,5674483265,152,,5674483261,13,,5674483283,286,,5674483263,56,Back,5674483267,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206533,176,4,1,24,24,1939bnru25svvgv15k2c7tw2y,0,65.4,12.2,2025-04-23T17:24:58.807Z,2025-04-23T17:25:05Z,1qyvk3eveiz8n40houjgtko9h,D. Granli,,,5674483099,56,Right,5674483105,285,,5674483103,265,,5674483101,152,,5674483097,13,,5674483291,233,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206695,243,1,1,24,40,4jg5vd59i24chckyua90dr1lg,1,34.0,80.6,2025-04-23T17:25:14.694Z,2025-04-23T17:25:17Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5674484111,1,,5674484097,5,,5674484101,56,Back,5674484107,212,37.1,5674484103,140,38.2,5674484099,152,,5674484105,141,26.4,5674484157,189,,5674484109,213,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206747,244,1,1,24,45,4jg5vd59i24chckyua90dr1lg,1,56.8,22.2,2025-04-23T17:25:19.909Z,2025-04-23T17:25:21Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674484381,141,31.9,5674484385,213,0.98,5674484379,140,61.0,5674484377,56,Center,5674484383,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206757,245,1,1,24,46,4jg5vd59i24chckyua90dr1lg,1,61.0,31.9,2025-04-23T17:25:20.525Z,2025-04-25T13:19:34Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5674484417,56,Right,5674484423,212,13.8,5674484421,141,19.2,5674484419,140,71.2,5674484425,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805715183,796,1,1,24,46,4jg5vd59i24chckyua90dr1lg,0,71.1,23.3,2025-04-23T17:25:21.339Z,2025-04-25T13:19:38Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5677336425,140,71.1,5677336429,212,0.7,5677336431,213,1.57,5677336423,56,Center,5677336427,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206751,178,61,1,24,47,1939bnru25svvgv15k2c7tw2y,1,30.5,80.8,2025-04-23T17:25:21.528Z,2025-04-25T13:19:42Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674484391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206781,180,1,1,24,48,1939bnru25svvgv15k2c7tw2y,1,36.5,75.4,2025-04-23T17:25:23.345Z,2025-04-23T17:25:25Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5674484577,56,Back,5674484581,141,60.2,5674484579,140,45.0,5674484585,213,5.42,5674484583,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206807,181,1,1,24,50,1939bnru25svvgv15k2c7tw2y,1,48.1,59.4,2025-04-23T17:25:25.272Z,2025-04-23T17:25:28Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674484747,140,67.6,5674484753,213,6.07,5674484749,141,53.0,5674484751,212,20.9,5674484745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206817,182,50,1,24,53,1939bnru25svvgv15k2c7tw2y,1,69.4,51.8,2025-04-23T17:25:28.040Z,2025-04-23T17:50:17Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674484787,56,Center,5674484957,233,246,5674484789,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206837,246,7,1,24,53,4jg5vd59i24chckyua90dr1lg,1,30.6,48.2,2025-04-23T17:25:28.041Z,2025-04-25T13:20:20Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5677337347,384,,5674484927,285,,5674484923,56,Back,5677337349,178,,5674484951,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206859,248,1,1,24,57,4jg5vd59i24chckyua90dr1lg,0,30.4,40.4,2025-04-23T17:25:31.733Z,2025-04-23T17:25:33Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674485045,141,100.0,5674485051,1,,5674485049,213,1.12,5674485041,56,Back,5674485043,140,49.3,5674485047,212,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206869,183,5,1,24,58,1939bnru25svvgv15k2c7tw2y,1,52.8,-0.8,2025-04-23T17:25:33.348Z,2025-04-23T17:43:50Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5674485101,347,,5674485099,56,Right,5674485103,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206863,249,5,1,24,58,4jg5vd59i24chckyua90dr1lg,0,47.2,100.8,2025-04-23T17:25:33.348Z,2025-04-23T17:25:36Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674485077,347,,5674485111,233,183,5674485075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206935,184,1,1,25,3,1939bnru25svvgv15k2c7tw2y,1,55.5,0.0,2025-04-23T17:25:37.817Z,2025-04-23T17:25:41Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5674485451,213,2.33,5674485445,140,44.1,5674485449,212,17.5,5674485441,107,,5674485447,141,16.7,5674485443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206955,185,1,1,25,6,1939bnru25svvgv15k2c7tw2y,1,42.9,18.2,2025-04-23T17:25:41.208Z,2025-04-23T17:25:43Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674485593,141,39.8,5674485587,56,Back,5674485597,213,2.30,5674485595,212,19.6,5674485589,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206985,186,1,1,25,9,1939bnru25svvgv15k2c7tw2y,1,30.5,39.8,2025-04-23T17:25:43.784Z,2025-04-23T17:25:46Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674485711,213,0.04,5674485705,140,44.0,5674485707,141,40.7,5674485703,56,Back,5674485709,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206997,187,1,1,25,11,1939bnru25svvgv15k2c7tw2y,1,45.1,43.9,2025-04-23T17:25:46.056Z,2025-04-23T17:25:48Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5674485757,212,13.4,5674485753,140,32.4,5674485759,213,3.26,5674485755,141,41.6,5674485751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207007,188,1,1,25,13,1939bnru25svvgv15k2c7tw2y,1,32.4,41.6,2025-04-23T17:25:48.040Z,2025-04-23T17:25:49Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674485869,212,10.0,5674485865,140,40.6,5674485867,141,34.2,5674485871,213,5.75,5674485863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207029,190,1,1,25,15,1939bnru25svvgv15k2c7tw2y,1,40.6,34.2,2025-04-23T17:25:50.185Z,2025-04-23T17:25:51Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674486035,213,2.96,5674486031,141,38.8,5674486029,140,24.4,5674486027,56,Back,5674486033,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207045,191,1,1,25,17,1939bnru25svvgv15k2c7tw2y,1,24.4,38.8,2025-04-23T17:25:51.624Z,2025-04-23T17:25:53Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674486103,212,14.0,5674486099,140,23.8,5674486105,213,4.67,5674486101,141,18.2,5674486097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207079,192,1,1,25,18,1939bnru25svvgv15k2c7tw2y,1,24.0,20.0,2025-04-23T17:25:52.904Z,2025-04-23T17:25:59Z,1qyvk3eveiz8n40houjgtko9h,D. Granli,,,5674486351,140,13.3,5674486355,141,55.7,5674486359,213,2.00,5674486349,56,Back,5674486357,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207109,193,1,1,25,25,1939bnru25svvgv15k2c7tw2y,1,8.2,53.4,2025-04-23T17:25:59.591Z,2025-04-23T17:26:03Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674486547,140,8.8,5674486545,56,Back,5674486551,212,15.9,5674486549,141,30.1,5674486553,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207133,194,1,1,25,28,1939bnru25svvgv15k2c7tw2y,1,8.6,30.4,2025-04-23T17:26:03.016Z,2025-04-23T17:26:05Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674486683,56,Back,5674486687,141,52.2,5674486691,213,1.82,5674486689,212,15.3,5674486685,140,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207165,195,1,1,25,31,1939bnru25svvgv15k2c7tw2y,1,5.0,52.2,2025-04-23T17:26:05.432Z,2025-04-23T17:26:08Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674486847,141,76.6,5674486843,56,Back,5674486849,212,17.3,5674486845,140,9.5,5674486851,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805207173,196,1,1,25,34,1939bnru25svvgv15k2c7tw2y,0,11.2,81.8,2025-04-23T17:26:08.553Z,2025-04-23T17:26:09Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674486895,1,,5674486891,213,0.17,5674486881,56,Back,5674486885,141,90.5,5674486879,157,,5674486887,212,35.6,5674486883,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
