id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/9/value,qualifier/15/value
2815037463,204,1,1,23,59,spvvjmk37iid7hsky9g3nce7,1,32.4,59.0,2025-05-15T17:24:33.274Z,2025-05-15T17:26:05Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728801391,241,,5728801393,56,Back,5728801395,140,23.6,5728801399,212,10.5,5728801401,213,2.64,5728801397,141,66.4,5728801389,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037475,205,1,1,24,0,spvvjmk37iid7hsky9g3nce7,1,23.6,66.4,2025-05-15T17:24:33.947Z,2025-05-15T17:24:35Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728801459,56,Back,5728801463,141,28.2,5728801461,140,23.3,5728801465,212,26.0,5728801467,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037497,206,1,1,24,2,spvvjmk37iid7hsky9g3nce7,1,23.3,28.0,2025-05-15T17:24:35.515Z,2025-05-15T17:24:40Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728801593,140,8.4,5728801591,56,Back,5728801597,212,17.8,5728801595,141,40.4,5728801599,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037509,207,1,1,24,5,spvvjmk37iid7hsky9g3nce7,1,8.2,44.3,2025-05-15T17:24:39.178Z,2025-05-15T17:24:42Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5728801663,141,83.5,5728801661,140,29.3,5728801659,56,Back,5728801669,1,,5728801665,212,34.7,5728801657,155,,5728801667,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037525,208,1,1,24,9,spvvjmk37iid7hsky9g3nce7,1,31.0,75.0,2025-05-15T17:24:42.362Z,2025-05-15T17:24:44Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728801759,141,59.1,5728801763,213,4.33,5728801755,56,Back,5728801757,140,26.8,5728801761,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037535,209,1,1,24,10,spvvjmk37iid7hsky9g3nce7,1,31.9,64.2,2025-05-15T17:24:44.219Z,2025-05-15T17:24:45Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728801841,212,11.7,5728801839,141,68.8,5728801843,213,2.87,5728801835,56,Back,5728801837,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037549,210,1,1,24,12,spvvjmk37iid7hsky9g3nce7,1,21.4,69.3,2025-05-15T17:24:45.434Z,2025-05-15T17:24:47Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728801911,212,14.7,5728801905,56,Back,5728801913,213,1.59,5728801907,140,21.2,5728801909,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037565,211,1,1,24,14,spvvjmk37iid7hsky9g3nce7,1,21.4,88.7,2025-05-15T17:24:47.611Z,2025-05-15T17:24:49Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5728801983,140,15.0,5728801981,56,Back,5728801985,141,80.5,5728801987,212,8.7,5728801989,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037581,212,1,1,24,16,spvvjmk37iid7hsky9g3nce7,1,14.2,81.4,2025-05-15T17:24:49.339Z,2025-05-15T17:24:52Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728802039,140,16.7,5728802043,212,8.2,5728802041,141,92.9,5728802037,56,Back,5728802045,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037593,213,1,1,24,18,spvvjmk37iid7hsky9g3nce7,0,16.7,92.9,2025-05-15T17:24:51.883Z,2025-05-15T17:24:53Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5728802117,141,65.8,5728802115,140,38.3,5728802119,212,29.2,5728802121,213,5.60,5728802111,155,,5728802113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037601,234,1,1,24,22,czkf5t3ai00ghwbga03i5aqxw,0,57.4,24.7,2025-05-15T17:24:55.424Z,2025-05-15T17:24:55Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728802167,213,1.07,5728802165,212,11.0,5728802159,56,Center,5728802163,141,38.9,5728802161,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037611,214,1,1,24,23,spvvjmk37iid7hsky9g3nce7,1,32.8,55.8,2025-05-15T17:24:56.699Z,2025-05-15T17:24:58Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728802231,140,26.8,5728802233,141,71.1,5728802235,212,12.2,5728802237,213,2.12,5728802229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037657,215,1,1,24,24,spvvjmk37iid7hsky9g3nce7,1,27.6,70.8,2025-05-15T17:24:58.203Z,2025-05-15T17:25:04Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728802483,141,14.7,5728802481,140,47.1,5728802477,155,,5728802491,213,5.20,5728802495,1,,5728802479,56,Back,5728802487,212,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037661,216,1,1,24,30,spvvjmk37iid7hsky9g3nce7,0,71.0,28.0,2025-05-15T17:25:04.218Z,2025-05-15T17:25:05Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728802511,56,Center,5728802513,140,87.5,5728802519,213,6.06,5728802515,141,22.1,5728802517,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037727,235,12,1,24,35,czkf5t3ai00ghwbga03i5aqxw,1,8.7,67.6,2025-05-15T17:25:08.466Z,2025-05-15T17:25:14Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728802909,213,0.82,5728802905,141,74.1,5728802907,212,6.0,5728802901,56,Back,5728802903,140,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037691,217,1,1,24,37,spvvjmk37iid7hsky9g3nce7,1,87.0,17.7,2025-05-15T17:25:10.667Z,2025-05-15T17:25:11Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728802711,212,16.4,5728802713,213,2.85,5728802705,56,Center,5728802707,140,72.1,5728802709,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037719,218,1,1,24,38,spvvjmk37iid7hsky9g3nce7,1,72.1,24.7,2025-05-15T17:25:11.770Z,2025-05-15T17:58:18Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,1.0,5728802871,212,9.9,5728803333,210,13,5728802867,140,69.9,5728802875,213,1.81,5728802869,141,38.9,5728802865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037729,219,13,1,24,40,spvvjmk37iid7hsky9g3nce7,1,77.8,29.7,2025-05-15T17:25:13.851Z,2025-05-15T17:58:24Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728803363,215,,5728803365,230,99.4,5728802915,56,Center,5728803265,72,,5728802913,18,,5728803367,231,51.3,5728803355,55,218,5728803361,103,79.2,5728803359,102,62.0,5728803353,29,5728803349,77,,5728802911,22,,,,,,,,,,,,,,,,,,,,,,
2815037745,220,5,1,24,41,spvvjmk37iid7hsky9g3nce7,0,101.1,57.8,2025-05-15T17:25:14.545Z,2025-05-15T17:26:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728803005,346,,5728803003,56,Center,5728803027,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037733,236,5,1,24,41,czkf5t3ai00ghwbga03i5aqxw,1,-1.1,42.2,2025-05-15T17:25:14.545Z,2025-05-15T17:26:39Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728802947,346,,5728803023,233,220,5728802945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037941,237,1,1,25,18,czkf5t3ai00ghwbga03i5aqxw,1,4.5,47.6,2025-05-15T17:25:51.352Z,2025-05-15T17:42:05Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728804161,141,79.3,5728804163,212,24.6,5728804155,124,,5728804159,140,15.7,5728804169,237,,5728804165,213,1.07,5728804157,56,Back,5728838273,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037955,238,1,1,25,20,czkf5t3ai00ghwbga03i5aqxw,1,15.3,82.0,2025-05-15T17:25:53.968Z,2025-05-15T17:25:55Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728804257,141,96.9,5728804259,212,13.7,5728804255,140,24.1,5728804261,213,0.83,5728804253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037961,239,1,1,25,21,czkf5t3ai00ghwbga03i5aqxw,1,24.1,96.9,2025-05-15T17:25:55.280Z,2025-05-15T17:25:58Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728804285,56,Back,5728804289,141,95.7,5728804293,213,6.25,5728804291,212,22.8,5728804287,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037973,240,1,1,25,24,czkf5t3ai00ghwbga03i5aqxw,1,44.3,94.7,2025-05-15T17:25:58.240Z,2025-05-15T17:25:59Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728804353,56,Back,5728804359,212,13.6,5728804355,140,44.4,5728804361,213,4.72,5728804357,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037983,241,1,1,25,25,czkf5t3ai00ghwbga03i5aqxw,1,44.3,70.5,2025-05-15T17:25:59.297Z,2025-05-15T17:26:00Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5728804383,56,Back,5728804385,140,37.1,5728804389,141,73.9,5728804391,212,7.9,5728804393,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037999,242,1,1,25,27,czkf5t3ai00ghwbga03i5aqxw,1,36.8,69.4,2025-05-15T17:26:00.592Z,2025-05-15T17:26:04Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728804513,140,53.2,5728804511,56,Center,5728804519,213,5.63,5728804517,212,21.7,5728804515,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038015,243,1,1,25,30,czkf5t3ai00ghwbga03i5aqxw,1,54.3,49.7,2025-05-15T17:26:03.920Z,2025-05-15T17:26:05Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728804619,56,Right,5728804627,213,5.26,5728804625,212,27.9,5728804621,140,68.1,5728804623,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038033,244,1,1,25,32,czkf5t3ai00ghwbga03i5aqxw,1,68.1,14.6,2025-05-15T17:26:05.423Z,2025-05-15T17:26:08Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728804729,140,84.5,5728804735,213,6.11,5728804727,56,Right,5728804733,212,17.5,5728804731,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038049,245,1,1,25,34,czkf5t3ai00ghwbga03i5aqxw,1,80.9,10.3,2025-05-15T17:26:07.889Z,2025-05-15T17:26:10Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728804785,140,67.5,5728804787,141,12.2,5728804789,212,14.1,5728804791,213,3.05,5728804783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038053,246,1,1,25,36,czkf5t3ai00ghwbga03i5aqxw,1,67.3,12.6,2025-05-15T17:26:10.096Z,2025-05-15T17:26:11Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728804813,140,70.4,5728804811,56,Center,5728804817,212,14.1,5728804815,141,32.8,5728804819,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038071,247,1,1,25,37,czkf5t3ai00ghwbga03i5aqxw,1,70.4,32.8,2025-05-15T17:26:11.168Z,2025-05-15T17:26:13Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728804879,141,26.4,5728804875,56,Center,5728804877,140,55.7,5728804883,213,3.42,5728804881,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038093,248,1,1,25,39,czkf5t3ai00ghwbga03i5aqxw,1,55.7,26.4,2025-05-15T17:26:13.296Z,2025-05-15T17:26:18Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728805023,140,52.2,5728805021,56,Center,5728805025,141,63.6,5728805029,213,1.72,5728805027,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038103,249,1,1,25,45,czkf5t3ai00ghwbga03i5aqxw,1,52.2,66.0,2025-05-15T17:26:18.336Z,2025-05-15T17:26:23Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728805163,56,Left,5728805165,140,55.8,5728805169,212,20.5,5728805171,213,1.39,5728805167,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038105,250,1,1,25,50,czkf5t3ai00ghwbga03i5aqxw,0,54.6,85.0,2025-05-15T17:26:23.392Z,2025-05-15T17:26:25Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728805187,141,82.3,5728805211,236,,5728805213,233,221,5728805191,213,3.73,5728805189,212,3.3,5728805185,140,52.0,5728805183,56,Left,5728805217,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038109,221,74,1,25,50,spvvjmk37iid7hsky9g3nce7,1,51.7,12.2,2025-05-15T17:26:23.393Z,2025-05-15T17:56:13Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728805219,233,250,5728805207,56,Right,5728805209,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038119,222,5,1,25,52,spvvjmk37iid7hsky9g3nce7,0,53.0,-1.4,2025-05-15T17:26:25.889Z,2025-05-15T17:26:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728805317,233,251,5728805271,56,Right,5728805273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038117,251,5,1,25,52,czkf5t3ai00ghwbga03i5aqxw,1,47.0,101.4,2025-05-15T17:26:25.889Z,2025-05-15T17:26:40Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728805253,347,,5728805251,56,Back,5728805313,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038215,252,1,1,26,14,czkf5t3ai00ghwbga03i5aqxw,1,43.3,100.0,2025-05-15T17:26:47.904Z,2025-05-15T17:26:49Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728805795,140,36.3,5728805797,141,92.4,5728805799,212,9.6,5728805801,213,3.84,5728805793,56,Back,5728805791,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038223,253,1,1,26,15,czkf5t3ai00ghwbga03i5aqxw,1,36.6,91.7,2025-05-15T17:26:49.088Z,2025-05-15T17:26:50Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728805845,141,96.8,5728805849,213,0.79,5728805843,140,39.9,5728805841,56,Back,5728805847,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038265,254,1,1,26,17,czkf5t3ai00ghwbga03i5aqxw,1,39.9,96.8,2025-05-15T17:26:50.593Z,2025-05-15T17:26:58Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728806099,155,,5728806107,212,33.9,5728806103,140,23.6,5728806101,56,Back,5728806105,141,53.7,5728806111,1,,5728806109,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038285,255,1,1,26,25,czkf5t3ai00ghwbga03i5aqxw,1,24.9,54.5,2025-05-15T17:26:58.512Z,2025-05-15T17:27:02Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728806239,213,1.63,5728806235,141,79.0,5728806231,56,Back,5728806233,140,23.9,5728806237,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038299,256,1,1,26,28,czkf5t3ai00ghwbga03i5aqxw,1,23.2,74.5,2025-05-15T17:27:01.920Z,2025-05-15T17:27:04Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728806315,140,21.4,5728806317,141,33.4,5728806319,212,28.0,5728806321,213,4.64,5728806313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038315,257,1,1,26,31,czkf5t3ai00ghwbga03i5aqxw,1,21.4,33.3,2025-05-15T17:27:04.432Z,2025-05-15T17:27:07Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728806461,141,32.8,5728806463,212,13.7,5728806459,140,34.4,5728806465,213,6.26,5728806457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038325,258,1,1,26,33,czkf5t3ai00ghwbga03i5aqxw,1,34.0,38.8,2025-05-15T17:27:06.929Z,2025-05-15T17:27:09Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728806537,212,17.6,5728806535,141,63.3,5728806539,213,1.24,5728806533,140,39.4,5728806531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038333,259,1,1,26,36,czkf5t3ai00ghwbga03i5aqxw,0,42.5,65.1,2025-05-15T17:27:10.161Z,2025-05-15T17:27:10Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728806579,56,Left,5728806587,213,0.36,5728806585,212,29.3,5728806581,140,68.6,5728806583,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038359,224,1,1,26,39,spvvjmk37iid7hsky9g3nce7,1,32.5,31.5,2025-05-15T17:27:13.243Z,2025-05-15T17:27:16Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728806751,212,20.5,5728806753,213,0.64,5728806747,141,49.6,5728806739,56,Back,5728806743,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038375,225,1,1,26,42,spvvjmk37iid7hsky9g3nce7,1,54.5,44.0,2025-05-15T17:27:15.515Z,2025-05-15T17:27:18Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5728806837,141,35.4,5728806835,140,39.4,5728806841,213,3.49,5728806839,212,16.9,5728806833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038377,226,1,1,26,44,spvvjmk37iid7hsky9g3nce7,1,41.1,37.4,2025-05-15T17:27:18.123Z,2025-05-15T17:27:18Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728806851,56,Back,5728806853,140,42.9,5728806859,213,4.93,5728806855,141,24.6,5728806857,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038393,227,1,1,26,45,spvvjmk37iid7hsky9g3nce7,1,42.9,24.6,2025-05-15T17:27:18.811Z,2025-05-15T17:27:20Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728806955,213,2.44,5728806939,56,Back,5728806947,141,45.8,5728806951,212,22.2,5728806943,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038415,228,1,1,26,46,spvvjmk37iid7hsky9g3nce7,1,26.8,45.8,2025-05-15T17:27:20.123Z,2025-05-15T17:27:22Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728807059,140,32.8,5728807063,212,18.1,5728807061,141,70.8,5728807065,213,1.22,5728807057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038447,229,1,1,26,49,spvvjmk37iid7hsky9g3nce7,1,38.2,77.0,2025-05-15T17:27:22.604Z,2025-05-15T17:27:27Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5728807229,141,81.4,5728807225,56,Left,5728807227,140,56.9,5728807231,212,19.9,5728807233,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038465,230,1,1,26,53,spvvjmk37iid7hsky9g3nce7,1,53.0,77.9,2025-05-15T17:27:27.083Z,2025-05-15T17:27:30Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728807345,56,Back,5728807347,140,37.4,5728807353,213,3.73,5728807351,212,19.7,5728807349,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038469,231,1,1,26,57,spvvjmk37iid7hsky9g3nce7,1,41.4,68.1,2025-05-15T17:27:30.684Z,2025-05-15T17:27:31Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728807373,140,65.8,5728807371,56,Left,5728807379,213,0.31,5728807375,141,80.2,5728807377,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038473,232,1,1,26,58,spvvjmk37iid7hsky9g3nce7,1,57.6,80.6,2025-05-15T17:27:31.628Z,2025-05-15T17:27:32Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728807401,212,13.6,5728807403,213,6.10,5728807399,141,76.9,5728807395,56,Center,5728807397,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038487,233,1,1,26,59,spvvjmk37iid7hsky9g3nce7,1,70.4,77.0,2025-05-15T17:27:32.555Z,2025-05-15T17:27:35Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728807497,140,69.2,5728807501,141,94.5,5728807513,213,1.68,5728807505,212,12.0,5728807493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038515,234,1,1,27,2,spvvjmk37iid7hsky9g3nce7,1,69.2,92.9,2025-05-15T17:27:35.773Z,2025-05-15T17:27:39Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728807625,56,Left,5728807627,140,92.1,5728807629,141,90.3,5728807623,155,,5728807631,212,24.1,5728807633,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038519,235,3,1,27,6,spvvjmk37iid7hsky9g3nce7,0,92.8,93.8,2025-05-15T17:27:39.515Z,2025-05-15T17:27:45Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728807733,233,260,5728807675,56,Left,5728807677,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038527,260,7,1,27,6,czkf5t3ai00ghwbga03i5aqxw,1,7.2,6.2,2025-05-15T17:27:39.516Z,2025-05-15T17:27:44Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728807713,233,235,5728807705,167,,5728807707,56,Back,5728807709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038521,236,5,1,27,7,spvvjmk37iid7hsky9g3nce7,1,89.7,101.4,2025-05-15T17:27:40.764Z,2025-05-15T17:56:21Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728807779,233,261,5728807687,56,Left,5728807689,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038539,261,5,1,27,7,czkf5t3ai00ghwbga03i5aqxw,0,10.3,-1.4,2025-05-15T17:27:40.764Z,2025-05-15T17:56:22Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728807777,347,,5728807807,233,236,5728807775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038645,237,1,1,27,31,spvvjmk37iid7hsky9g3nce7,1,89.6,100.0,2025-05-15T17:28:05.051Z,2025-05-15T17:28:08Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728808363,107,,5728808369,140,82.9,5728808373,212,18.4,5728808371,141,77.0,5728808375,213,4.32,5728808367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038655,238,44,1,27,34,spvvjmk37iid7hsky9g3nce7,1,87.4,67.8,2025-05-15T17:28:08.075Z,2025-05-15T18:43:58Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728808461,286,,5728808459,56,Center,5728808503,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038651,262,44,1,27,34,czkf5t3ai00ghwbga03i5aqxw,0,12.6,32.2,2025-05-15T17:28:08.076Z,2025-05-15T18:43:59Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728808445,285,,5728808443,56,Back,5728808531,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038661,239,1,1,27,34,spvvjmk37iid7hsky9g3nce7,0,86.2,69.7,2025-05-15T17:28:08.307Z,2025-05-15T17:42:09Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728808477,3,,5728808485,141,66.0,5728808489,213,4.71,5728808483,140,86.2,5728808481,56,Center,5728808487,212,2.5,5728808479,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038659,263,61,1,27,36,czkf5t3ai00ghwbga03i5aqxw,1,11.9,33.4,2025-05-15T17:28:09.391Z,2025-05-15T17:28:39Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728808475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
