id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2814699443,143,1,1,17,33,33hzf6j2rd9r50g2n4agsytkd,1,36.7,74.4,2025-05-14T17:18:28.113Z,2025-05-14T17:18:30Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726885461,212,18.7,5726885457,140,48.4,5726885455,56,Back,5726885463,213,0.85,5726885459,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699445,144,1,1,17,35,33hzf6j2rd9r50g2n4agsytkd,1,54.0,95.4,2025-05-14T17:18:30.513Z,2025-05-14T17:18:35Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726885483,212,16.5,5726885477,140,67.3,5726885487,213,5.72,5726885475,56,Left,5726885479,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699473,145,1,1,17,40,33hzf6j2rd9r50g2n4agsytkd,1,72.7,77.8,2025-05-14T17:18:35.081Z,2025-05-14T17:18:37Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726885641,141,93.8,5726885643,212,14.3,5726885645,213,0.86,5726885639,140,81.6,5726885635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699503,146,1,1,17,42,33hzf6j2rd9r50g2n4agsytkd,1,80.3,91.1,2025-05-14T17:18:36.897Z,2025-05-14T17:18:39Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726885759,140,71.7,5726885763,212,12.6,5726885765,213,3.91,5726885761,141,78.2,5726885757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699523,147,1,1,17,44,33hzf6j2rd9r50g2n4agsytkd,0,72.8,80.2,2025-05-14T17:18:39.305Z,2025-05-14T17:18:42Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726885901,213,5.47,5726885897,141,46.0,5726885891,155,,5726885889,2,,5726885899,212,32.0,5726885895,140,93.8,5726885903,1,,5726885893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699559,201,12,1,17,47,6i936isoyj6d0uuxdj537uc97,1,8.3,54.3,2025-05-14T17:18:42.759Z,2025-05-14T17:37:03Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726886085,212,18.9,5726886087,213,1.44,5726886083,141,81.8,5726886079,56,Back,5726886081,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699569,202,1,1,17,52,6i936isoyj6d0uuxdj537uc97,0,11.5,83.0,2025-05-14T17:18:47.590Z,2025-05-14T17:18:48Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726886153,140,63.3,5726886155,141,84.1,5726886159,213,0.01,5726886149,157,,5726886151,56,Left,5726886157,212,54.4,5726886161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699589,148,1,1,17,54,33hzf6j2rd9r50g2n4agsytkd,1,43.3,16.7,2025-05-14T17:18:49.169Z,2025-05-14T17:18:50Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726886241,213,0.08,5726886237,141,19.4,5726886233,56,Right,5726886231,155,,5726886239,212,23.1,5726886235,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699603,149,1,1,17,55,33hzf6j2rd9r50g2n4agsytkd,1,65.6,18.9,2025-05-14T17:18:50.656Z,2025-05-14T17:18:53Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5726886313,141,36.4,5726886309,56,Center,5726886315,212,12.1,5726886317,213,1.40,5726886311,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699621,151,1,1,17,58,33hzf6j2rd9r50g2n4agsytkd,1,65.2,30.9,2025-05-14T17:18:53.337Z,2025-05-14T17:18:55Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726886411,141,11.6,5726886407,56,Right,5726886409,140,77.2,5726886415,213,5.48,5726886413,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699635,152,1,1,18,0,33hzf6j2rd9r50g2n4agsytkd,0,77.3,11.6,2025-05-14T17:18:55.185Z,2025-05-14T17:18:56Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726886461,141,25.0,5726886459,140,82.8,5726886463,212,10.8,5726886465,213,1.01,5726886457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699637,203,8,1,18,1,6i936isoyj6d0uuxdj537uc97,1,22.9,71.1,2025-05-14T17:18:56.597Z,2025-05-14T17:18:56Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5726886479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699657,153,1,1,18,2,33hzf6j2rd9r50g2n4agsytkd,1,79.1,18.3,2025-05-14T17:18:57.617Z,2025-05-14T17:18:59Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726886611,56,Right,5726886617,212,14.0,5726886613,140,91.2,5726886615,141,9.8,5726886619,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699665,154,1,1,18,4,33hzf6j2rd9r50g2n4agsytkd,0,90.7,8.8,2025-05-14T17:18:59.424Z,2025-05-14T17:19:09Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5726887027,236,,5726886667,141,15.6,5726886671,213,1.37,5726886663,56,Right,5726887031,286,,5726886659,2,,5726886801,155,,5726886665,140,91.6,5726886669,212,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,
2814699675,204,61,1,18,4,6i936isoyj6d0uuxdj537uc97,1,7.3,86.5,2025-05-14T17:18:59.524Z,2025-05-14T17:19:09Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5726886743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699685,155,6,1,18,9,33hzf6j2rd9r50g2n4agsytkd,1,97.4,11.1,2025-05-14T17:19:03.897Z,2025-05-14T18:03:22Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5726886883,56,Right,5726886949,233,205,5726886885,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699699,205,6,1,18,9,6i936isoyj6d0uuxdj537uc97,0,2.6,88.9,2025-05-14T17:19:03.897Z,2025-05-14T18:03:22Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5726886931,56,Back,5726886933,73,,5726886965,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699901,156,1,1,18,41,33hzf6j2rd9r50g2n4agsytkd,0,99.4,0.7,2025-05-14T17:19:35.825Z,2025-05-14T17:37:46Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726888203,56,Center,5726888195,2,,5726888199,155,,5726888207,141,40.3,5726936845,233,207,5726888201,223,,5726888209,212,27.5,5726888205,140,94.2,5726888197,6,5726888211,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
2814699907,207,11,1,18,44,6i936isoyj6d0uuxdj537uc97,1,4.7,50.3,2025-05-14T17:19:39.558Z,2025-05-14T17:37:18Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726936815,88,,5726936877,233,156,5726936813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699935,208,1,1,18,46,6i936isoyj6d0uuxdj537uc97,1,6.2,50.9,2025-05-14T17:19:41.173Z,2025-05-14T17:19:44Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726888411,212,24.2,5726888407,140,29.2,5726888409,141,53.1,5726888405,56,Back,5726888403,123,,5726888413,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699999,209,1,1,18,49,6i936isoyj6d0uuxdj537uc97,1,31.5,50.7,2025-05-14T17:19:43.942Z,2025-05-14T17:20:01Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,1.0,,5726888745,56,Right,5726888749,141,20.3,5726888755,1,,5726888753,213,5.65,5726889163,210,15,5726888747,140,58.6,5726888751,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700003,210,15,1,18,56,6i936isoyj6d0uuxdj537uc97,1,78.4,47.5,2025-05-14T17:19:50.807Z,2025-05-14T17:20:01Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5726888827,20,,5726889181,102,46.4,5726888771,18,,5726889187,146,98.4,5726889175,29,,5726888773,56,Center,5726889183,103,5.7,5726889173,80,,5726889189,147,5726889185,215,,5726889177,55,5726889171,23,,5726889205,233,157,,,209,,49.3,,,,,,,,,,,,
2814700017,157,10,1,18,56,33hzf6j2rd9r50g2n4agsytkd,1,2.9,49.6,2025-05-14T17:19:50.907Z,2025-05-14T17:20:02Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5726888955,179,,5726888857,56,Back,5726888855,182,,5726888953,177,,5726889209,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700185,160,1,1,19,14,33hzf6j2rd9r50g2n4agsytkd,0,16.3,48.1,2025-05-14T17:20:09.672Z,2025-05-14T17:20:13Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5726889843,1,,5726889831,198,,5726889833,56,Center,5726889837,141,73.8,5726889841,213,0.31,5726889835,140,67.7,5726889839,212,56.7,5726889829,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700197,211,12,1,19,19,6i936isoyj6d0uuxdj537uc97,1,29.6,28.6,2025-05-14T17:20:14.135Z,2025-05-14T17:20:16Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5726889897,15,,5726889947,167,,5726889887,140,23.0,5726889891,212,21.7,5726889889,141,0.0,5726889885,56,Back,5726889893,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700205,161,5,1,19,20,33hzf6j2rd9r50g2n4agsytkd,1,73.7,101.3,2025-05-14T17:20:15.309Z,2025-05-14T18:03:06Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5726889939,233,212,5726889923,347,,5726889921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700207,212,5,1,19,20,6i936isoyj6d0uuxdj537uc97,0,26.3,-1.3,2025-05-14T17:20:15.309Z,2025-05-14T18:03:06Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5726889931,56,Back,5726889933,347,,5726889953,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700271,162,1,1,19,27,33hzf6j2rd9r50g2n4agsytkd,1,68.3,100.0,2025-05-14T17:20:22.609Z,2025-05-14T17:20:25Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726890377,140,64.7,5726890383,213,4.17,5726890373,107,,5726890375,56,Left,5726890379,141,91.5,5726890381,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700281,163,1,1,19,30,33hzf6j2rd9r50g2n4agsytkd,1,66.1,92.7,2025-05-14T17:20:25.609Z,2025-05-14T17:20:26Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726890431,56,Left,5726890437,212,15.7,5726890433,140,51.2,5726890439,213,3.04,5726890435,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700311,164,1,1,19,31,33hzf6j2rd9r50g2n4agsytkd,1,51.2,94.7,2025-05-14T17:20:26.704Z,2025-05-14T17:20:30Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726890587,140,42.6,5726890591,212,14.2,5726890593,213,4.03,5726890585,56,Back,5726890589,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700321,165,1,1,19,35,33hzf6j2rd9r50g2n4agsytkd,0,43.2,73.9,2025-05-14T17:20:30.201Z,2025-05-14T17:20:32Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726890661,213,0.12,5726890657,141,79.9,5726890651,155,,5726890663,1,,5726890655,140,75.7,5726890659,212,34.4,5726890653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700331,213,12,1,19,38,6i936isoyj6d0uuxdj537uc97,1,24.4,19.4,2025-05-14T17:20:33.223Z,2025-05-14T17:20:34Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5726890689,56,Back,5726890735,15,,5726890695,212,8.6,5726890693,141,7.9,5726890697,213,5.15,5726890691,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700363,166,1,1,19,40,33hzf6j2rd9r50g2n4agsytkd,0,74.3,88.0,2025-05-14T17:20:35.281Z,2025-05-14T17:20:36Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726890863,140,90.9,5726890859,155,,5726890865,141,54.8,5726890869,213,5.37,5726890867,212,28.5,5726890861,56,Center,5726890857,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700469,216,1,1,19,53,6i936isoyj6d0uuxdj537uc97,1,13.2,45.8,2025-05-14T17:20:48.678Z,2025-05-14T17:20:50Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726891447,141,43.3,5726891443,56,Back,5726891451,213,6.18,5726891445,140,29.4,5726891449,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700481,217,1,1,19,55,6i936isoyj6d0uuxdj537uc97,1,29.2,43.3,2025-05-14T17:20:50.470Z,2025-05-14T17:20:52Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5726891531,141,10.0,5726891529,140,22.4,5726891527,56,Back,5726891533,212,23.7,5726891535,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700511,218,1,1,19,57,6i936isoyj6d0uuxdj537uc97,1,23.1,9.7,2025-05-14T17:20:52.502Z,2025-05-14T17:20:56Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5726891703,56,Back,5726891705,140,34.1,5726891709,212,12.2,5726891711,213,5.94,5726891707,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814709909,371,83,1,20,0,33hzf6j2rd9r50g2n4agsytkd,0,63.4,93.8,2025-05-14T17:20:55.548Z,2025-05-14T17:40:54Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726948071,399,atxo9oz3czimyk1t4xigfrkrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700515,219,50,1,20,1,6i936isoyj6d0uuxdj537uc97,1,34.9,5.6,2025-05-14T17:20:56.038Z,2025-05-14T18:03:19Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726891731,56,Back,5726891733,286,,5726891889,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700537,167,7,1,20,1,33hzf6j2rd9r50g2n4agsytkd,1,65.1,94.4,2025-05-14T17:20:56.039Z,2025-05-14T18:03:19Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726891847,56,Left,5726891875,233,219,5726891849,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700559,169,1,1,20,4,33hzf6j2rd9r50g2n4agsytkd,1,63.7,90.8,2025-05-14T17:20:59.700Z,2025-05-14T17:41:11Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726891965,212,15.1,5726891961,140,77.7,5726891959,56,Left,5726891967,213,0.24,5726891963,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700581,170,1,1,20,6,33hzf6j2rd9r50g2n4agsytkd,1,77.7,96.0,2025-05-14T17:21:00.840Z,2025-05-14T17:41:23Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726892075,212,19.0,5726892071,140,94.2,5726892069,56,Left,5726892073,141,84.7,5726892077,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700595,172,3,1,20,8,33hzf6j2rd9r50g2n4agsytkd,0,94.6,86.0,2025-05-14T17:21:03.237Z,2025-05-14T17:41:28Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5726892137,211,,5726892127,286,,5726892125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700589,171,43,1,20,12,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-14T17:21:06.848Z,2025-05-14T17:21:11Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5726892101,141,86.0,5726892097,56,Left,5726892103,212,0,5726892099,140,94.6,5726892105,213,0.00,5726892255,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700707,222,1,1,20,28,6i936isoyj6d0uuxdj537uc97,1,8.0,48.2,2025-05-14T17:21:23.479Z,2025-05-14T17:21:26Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726892763,140,50.9,5726892759,198,,5726892765,141,2.8,5726892769,213,5.68,5726892761,56,Right,5726892767,212,54.6,5726892771,1,,5726892757,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700721,223,1,1,20,31,6i936isoyj6d0uuxdj537uc97,0,50.9,2.8,2025-05-14T17:21:26.278Z,2025-05-14T17:21:27Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726892847,213,0.03,5726892837,140,60.7,5726892835,56,Right,5726892839,141,3.2,5726892843,212,10.3,5726892833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700735,173,1,1,20,33,33hzf6j2rd9r50g2n4agsytkd,1,39.1,93.3,2025-05-14T17:21:27.936Z,2025-05-14T17:21:29Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726892913,141,95.4,5726892915,212,14.6,5726892909,56,Left,5726892911,140,52.9,5726892907,3,,5726892917,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700739,174,1,1,20,34,33hzf6j2rd9r50g2n4agsytkd,0,52.9,94.8,2025-05-14T17:21:29.705Z,2025-05-14T17:21:30Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726892927,157,,5726892931,56,Center,5726892937,212,22.6,5726892933,140,71.4,5726892941,1,,5726892935,141,77.8,5726892939,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700763,224,1,1,20,36,6i936isoyj6d0uuxdj537uc97,1,22.7,25.0,2025-05-14T17:21:31.110Z,2025-05-14T17:21:32Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5726893065,213,5.82,5726893055,3,,5726893063,212,14.2,5726893059,140,34.8,5726893057,56,Back,5726893061,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700785,225,1,1,20,37,6i936isoyj6d0uuxdj537uc97,1,34.8,15.6,2025-05-14T17:21:31.942Z,2025-05-14T17:42:04Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5726893157,213,3.64,5726893147,3,,5726893151,140,27.4,5726951363,156,,5726893153,141,9.4,5726893149,56,Back,5726893155,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700789,226,1,1,20,39,6i936isoyj6d0uuxdj537uc97,0,27.4,9.4,2025-05-14T17:21:34.135Z,2025-05-14T17:42:13Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5726893175,213,0.75,5726893173,212,47.9,5726893165,157,,5726893169,140,60.7,5726893167,56,Center,5726893177,1,,5726893171,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700825,175,1,1,20,40,33hzf6j2rd9r50g2n4agsytkd,1,43.3,49.1,2025-05-14T17:21:35.344Z,2025-05-14T17:21:39Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5726893395,213,1.45,5726893389,140,45.0,5726893393,212,14.9,5726893391,141,70.8,5726893387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700829,176,50,1,20,44,33hzf6j2rd9r50g2n4agsytkd,1,33.0,67.7,2025-05-14T17:21:38.973Z,2025-05-14T18:03:20Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726893423,56,Back,5726898307,285,,5726898301,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701255,229,7,1,20,44,6i936isoyj6d0uuxdj537uc97,1,67.0,32.3,2025-05-14T17:21:38.974Z,2025-05-14T18:03:20Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5726993347,286,,5726895907,56,Center,5726896045,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701177,178,51,1,20,45,33hzf6j2rd9r50g2n4agsytkd,1,31.3,69.6,2025-05-14T17:21:40.417Z,2025-05-14T17:22:31Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726895773,170,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701023,227,1,1,20,45,6i936isoyj6d0uuxdj537uc97,1,76.4,39.1,2025-05-14T17:21:40.526Z,2025-05-14T17:24:02Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,1.0,5726896723,154,,5726894551,141,58.2,5726896725,22,,5726894547,56,Center,5726896721,210,16,5726894555,213,0.93,5726894549,140,85.7,5726894553,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701029,228,16,1,20,47,6i936isoyj6d0uuxdj537uc97,1,83.6,47.4,2025-05-14T17:21:41.934Z,2025-05-14T17:43:09Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5726953877,89,,5726894915,375,20:46.125,5726895639,230,88.8,5726894587,22,,5726894911,374,2025-05-14 18:21:40.895,5726895641,231,47.8,5726895629,55,227,5726895623,76,,5726894907,72,5726895627,154,,5726895635,103,5726894589,17,,5726895637,214,,5726895625,29,1.3,,,5726895633,102,52.6,5726953881,328,5726894591,56,Center,,,,
2814701157,177,43,1,21,26,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-14T17:22:21.736Z,2025-05-14T17:22:34Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726895359,285,0,5726895355,56,Back,5726895911,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701459,179,1,1,22,1,33hzf6j2rd9r50g2n4agsytkd,1,49.7,50.4,2025-05-14T17:22:56.191Z,2025-05-14T17:22:59Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5726897061,212,20.5,5726897057,140,34.2,5726897055,56,Back,5726897063,213,2.49,5726897059,141,68.7,5726897065,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701465,180,1,1,22,4,33hzf6j2rd9r50g2n4agsytkd,1,34.6,68.4,2025-05-14T17:22:59.624Z,2025-05-14T17:23:01Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726897115,140,30.5,5726897121,213,4.49,5726897119,212,19.5,5726897117,141,40.4,5726897113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701483,181,1,1,22,6,33hzf6j2rd9r50g2n4agsytkd,1,30.6,37.6,2025-05-14T17:23:01.296Z,2025-05-14T17:23:05Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726897241,56,Back,5726897247,212,17.9,5726897243,140,33.2,5726897245,141,11.6,5726897249,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701497,182,1,1,22,10,33hzf6j2rd9r50g2n4agsytkd,1,33.0,16.1,2025-05-14T17:23:05.233Z,2025-05-14T17:23:07Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5726897303,56,Back,5726897305,140,22.9,5726897309,212,12.9,5726897307,141,26.8,5726897311,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701551,183,1,1,22,12,33hzf6j2rd9r50g2n4agsytkd,1,22.9,26.5,2025-05-14T17:23:07.096Z,2025-05-14T17:23:13Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726897587,212,20.5,5726897581,56,Back,5726897583,140,10.6,5726897585,141,50.0,5726897589,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701575,184,1,1,22,18,33hzf6j2rd9r50g2n4agsytkd,0,15.9,39.7,2025-05-14T17:23:13.576Z,2025-05-14T17:23:16Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5726897731,56,Center,5726897737,212,75.3,5726897733,140,87.1,5726897741,1,,5726897735,141,53.0,5726897739,213,0.12,5726897729,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701733,231,1,1,22,34,6i936isoyj6d0uuxdj537uc97,0,11.5,38.3,2025-05-14T17:23:29.190Z,2025-05-14T17:45:02Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726898565,213,0.32,5726898563,212,41.3,5726898555,199,,5726898559,140,48.9,5726898557,56,Back,5726898567,1,,5726898561,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701707,185,1,1,22,36,33hzf6j2rd9r50g2n4agsytkd,0,51.4,43.0,2025-05-14T17:23:31.415Z,2025-05-14T17:23:32Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726898417,212,13.0,5726898411,56,Center,5726898415,141,39.2,5726898409,3,,5726898419,213,6.08,5726898413,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
