id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2797297029,262,1,1,28,27,33hzf6j2rd9r50g2n4agsytkd,1,57.8,84.7,2025-04-06T14:59:40.897Z,2025-04-06T14:59:42Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630825743,212,16.3,5630825741,141,95.6,5630825737,56,Left,5630825745,213,0.47,5630825739,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297151,263,2,1,28,35,33hzf6j2rd9r50g2n4agsytkd,1,75.8,73.5,2025-04-06T14:59:48.432Z,2025-04-06T14:59:57Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5630826363,140,93.8,5630826365,141,68.8,5630826361,56,Center,5630826771,7,6dljoel48bfd9nsmmnkck3owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297563,282,1,1,29,7,spvvjmk37iid7hsky9g3nce7,1,14.2,35.4,2025-04-06T15:00:20.644Z,2025-04-06T15:00:23Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5630828633,5,,5630828637,241,,5630828643,141,17.0,5630828647,213,4.75,5630828639,56,Back,5630828641,140,14.6,5630828645,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297615,283,1,1,29,10,spvvjmk37iid7hsky9g3nce7,0,14.7,16.8,2025-04-06T15:00:23.516Z,2025-04-06T15:00:27Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630828929,1,,5630828915,155,,5630828917,56,Right,5630828927,213,6.21,5630828923,141,11.7,5630828925,212,48.7,5630828919,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297625,264,44,1,29,13,33hzf6j2rd9r50g2n4agsytkd,1,40.6,88.4,2025-04-06T15:00:26.289Z,2025-04-06T16:04:23Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630828959,285,,5630828957,56,Back,5630829003,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297629,284,44,1,29,13,spvvjmk37iid7hsky9g3nce7,0,59.4,11.6,2025-04-06T15:00:26.290Z,2025-04-06T16:04:23Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5630829055,233,264,5630828979,286,,5630828977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297667,265,1,1,29,13,33hzf6j2rd9r50g2n4agsytkd,0,43.2,88.6,2025-04-06T15:00:26.785Z,2025-04-06T15:22:07Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630829163,212,8.6,5630829157,56,Back,5630829159,140,49.2,5630829155,3,,5630829165,213,5.53,5630829161,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319951,452,61,1,29,14,spvvjmk37iid7hsky9g3nce7,1,48.4,13.5,2025-04-06T15:00:27.058Z,2025-04-06T15:22:05Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630950355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297699,285,1,1,29,16,spvvjmk37iid7hsky9g3nce7,0,51.0,16.8,2025-04-06T15:00:29.542Z,2025-04-06T15:00:31Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630829365,196,,5630829363,155,,5630829367,56,Left,5630829375,213,1.23,5630829371,141,85.4,5630829373,212,49.5,5630829369,140,66.8,5630829377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297757,286,8,1,29,19,spvvjmk37iid7hsky9g3nce7,1,58.3,88.1,2025-04-06T15:00:32.452Z,2025-04-06T15:29:43Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5630829689,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297753,266,1,1,29,19,33hzf6j2rd9r50g2n4agsytkd,1,35.9,25.8,2025-04-06T15:00:32.721Z,2025-04-06T15:00:35Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630829665,212,11.0,5630829661,140,45.6,5630829667,213,5.90,5630829659,56,Back,5630829663,141,19.8,5630829657,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297787,267,1,1,29,22,33hzf6j2rd9r50g2n4agsytkd,1,45.6,19.8,2025-04-06T15:00:35.249Z,2025-04-06T15:00:37Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630829857,213,2.45,5630829853,141,26.2,5630829851,140,40.6,5630829855,212,6.8,5630829879,156,,5630829849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297827,268,1,1,29,25,33hzf6j2rd9r50g2n4agsytkd,1,41.1,26.2,2025-04-06T15:00:38.417Z,2025-04-06T15:00:39Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5630830025,155,,5630830033,212,27.7,5630830027,56,Center,5630830029,140,63.5,5630830031,141,47.6,5630830035,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297831,269,3,1,29,26,33hzf6j2rd9r50g2n4agsytkd,0,67.0,46.5,2025-04-06T15:00:39.809Z,2025-04-06T15:28:55Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5630830055,56,Center,5630830247,233,287,5630830057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297869,287,7,1,29,26,spvvjmk37iid7hsky9g3nce7,1,33.0,53.5,2025-04-06T15:00:39.810Z,2025-04-06T15:28:54Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630830205,56,Back,5630830209,285,,5630830227,233,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297887,288,1,1,29,29,spvvjmk37iid7hsky9g3nce7,1,35.6,48.4,2025-04-06T15:00:42.756Z,2025-04-06T15:00:44Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5630830309,140,60.1,5630830311,141,47.8,5630830307,56,Center,5630830315,213,6.27,5630830313,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297895,289,1,1,29,30,spvvjmk37iid7hsky9g3nce7,0,60.1,47.8,2025-04-06T15:00:43.876Z,2025-04-06T15:22:47Z,dgxqp83lhb316dec1rpi5op62,A. Johansson,,,5630830355,140,60.3,5630954837,236,,5630830357,141,43.9,5630830353,56,Center,5630830361,213,4.79,5630954839,233,270,5630830359,212,2.7,5630954843,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297893,270,74,1,29,30,33hzf6j2rd9r50g2n4agsytkd,1,39.7,70.0,2025-04-06T15:00:43.877Z,2025-04-06T15:29:00Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630830337,56,Back,5630954819,285,,5630955103,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797297993,290,1,1,29,33,spvvjmk37iid7hsky9g3nce7,1,48.7,36.6,2025-04-06T15:00:46.276Z,2025-04-06T15:00:51Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5630830845,141,12.5,5630830841,56,Right,5630830847,212,20.8,5630830843,140,60.9,5630830849,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298067,291,1,1,29,39,spvvjmk37iid7hsky9g3nce7,1,61.8,12.3,2025-04-06T15:00:52.356Z,2025-04-06T15:00:57Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630831261,141,29.7,5630831265,212,13.2,5630831259,140,56.2,5630831267,213,2.03,5630831257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298137,292,1,1,29,44,spvvjmk37iid7hsky9g3nce7,1,54.5,32.1,2025-04-06T15:00:57.452Z,2025-04-06T15:01:01Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630831557,56,Center,5630831569,212,11.4,5630831575,213,0.60,5630831561,140,63.4,5630831565,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298111,271,83,1,29,47,33hzf6j2rd9r50g2n4agsytkd,0,38.6,57.8,2025-04-06T15:01:00.482Z,2025-04-06T15:01:05Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5630831871,399,f0iow2x82mfh6x1olrrjo5puc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298177,293,1,1,29,48,spvvjmk37iid7hsky9g3nce7,1,68.1,47.3,2025-04-06T15:01:01.700Z,2025-04-06T15:01:04Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5630831767,56,Center,5630831775,213,1.59,5630831771,141,68.4,5630831773,212,14.4,5630831769,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298251,294,1,1,29,51,spvvjmk37iid7hsky9g3nce7,1,63.8,66.9,2025-04-06T15:01:04.204Z,2025-04-06T15:01:08Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630832115,140,75.4,5630832121,213,0.82,5630832113,56,Left,5630832119,212,17.8,5630832117,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298283,295,1,1,29,54,spvvjmk37iid7hsky9g3nce7,0,80.1,77.0,2025-04-06T15:01:08.028Z,2025-04-06T15:01:09Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630832217,213,5.63,5630832213,141,63.0,5630832215,212,15.7,5630832211,140,92.0,5630832209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298445,272,12,1,29,57,33hzf6j2rd9r50g2n4agsytkd,1,10.0,37.1,2025-04-06T15:01:10.306Z,2025-04-06T15:01:19Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5630833069,141,4.0,5630833073,213,5.94,5630833067,140,69.8,5630833085,15,,5630833071,212,66.7,5630833065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298505,296,1,1,30,5,spvvjmk37iid7hsky9g3nce7,1,38.8,95.1,2025-04-06T15:01:18.445Z,2025-04-06T15:01:23Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630833433,213,5.16,5630833425,56,Back,5630833431,212,11.9,5630833429,141,79.4,5630833427,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298547,297,1,1,30,10,spvvjmk37iid7hsky9g3nce7,1,39.2,75.4,2025-04-06T15:01:23.500Z,2025-04-06T15:01:26Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630833695,213,4.60,5630833691,141,45.4,5630833693,212,20.5,5630833689,140,37.0,5630833687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298615,298,1,1,30,13,spvvjmk37iid7hsky9g3nce7,1,35.7,33.7,2025-04-06T15:01:26.613Z,2025-04-06T15:01:31Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630834087,56,Back,5630834089,140,40.7,5630834093,212,15.9,5630834091,141,11.6,5630834095,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298751,299,1,1,30,18,spvvjmk37iid7hsky9g3nce7,1,43.5,8.3,2025-04-06T15:01:31.204Z,2025-04-06T15:01:42Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630834909,213,1.60,5630834905,141,31.0,5630834901,56,Back,5630834907,212,15.4,5630834903,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298891,300,1,1,30,28,spvvjmk37iid7hsky9g3nce7,0,45.5,21.8,2025-04-06T15:01:41.749Z,2025-04-06T15:01:50Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630835659,140,96.7,5630835667,1,,5630835657,56,Center,5630835663,212,53.9,5630835661,141,27.0,5630835665,213,0.07,5630835655,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298687,273,61,1,30,29,33hzf6j2rd9r50g2n4agsytkd,1,50.4,83.2,2025-04-06T15:01:42.657Z,2025-04-06T15:22:34Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5630834483,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299145,276,59,1,30,34,33hzf6j2rd9r50g2n4agsytkd,1,7.5,72.6,2025-04-06T15:01:47.200Z,2025-04-06T15:02:08Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5630837003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298853,274,12,1,30,35,33hzf6j2rd9r50g2n4agsytkd,1,7.4,73.6,2025-04-06T15:01:48.193Z,2025-04-06T15:01:49Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5630835499,56,Back,5630835503,141,78.2,5630835507,213,2.83,5630835501,140,0.0,5630835505,212,10.1,5630835551,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298861,275,6,1,30,36,33hzf6j2rd9r50g2n4agsytkd,0,0.0,79.8,2025-04-06T15:01:49.096Z,2025-04-06T15:01:55Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5630835911,233,301,5630835675,73,,5630835673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298915,301,6,1,30,36,spvvjmk37iid7hsky9g3nce7,1,100.0,20.2,2025-04-06T15:01:49.096Z,2025-04-06T15:28:47Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630835857,233,275,5630835835,75,,5630835831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299471,303,1,1,31,17,spvvjmk37iid7hsky9g3nce7,0,99.6,0.9,2025-04-06T15:02:30.110Z,2025-04-06T15:23:54Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630842959,213,1.59,5630952027,6,,5630842961,1,,5630959295,223,,5630842949,2,,5630838771,56,Center,5630842953,140,98.9,5630842957,212,33.7,5630842955,141,5630842951,155,,,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,
2797299521,277,12,1,31,19,33hzf6j2rd9r50g2n4agsytkd,1,4.8,56.9,2025-04-06T15:02:32.208Z,2025-04-06T15:02:33Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630839075,141,66.9,5630839071,140,23.6,5630839117,15,,5630839069,56,Back,5630839077,212,20.9,5630839081,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299553,304,13,1,31,21,spvvjmk37iid7hsky9g3nce7,1,79.6,32.2,2025-04-06T15:02:35.044Z,2025-04-06T15:23:38Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5630958591,74,,5630958595,103,61.1,5630957591,20,,5630839231,56,Center,5630839229,18,,5630958599,458,,5630958601,230,98.2,5630958593,102,52.1,5630958597,215,5630958603,231,48.2,5630958589,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299579,278,5,1,31,23,33hzf6j2rd9r50g2n4agsytkd,1,-1.2,44.0,2025-04-06T15:02:36.485Z,2025-04-06T15:28:33Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630839413,56,Back,5630839459,233,305,5630839415,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299585,305,5,1,31,23,spvvjmk37iid7hsky9g3nce7,0,101.2,56.0,2025-04-06T15:02:36.485Z,2025-04-06T15:28:34Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5630839443,346,,5630839441,56,Center,5630839507,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299797,279,1,1,31,38,33hzf6j2rd9r50g2n4agsytkd,0,4.5,40.0,2025-04-06T15:02:51.728Z,2025-04-06T15:02:52Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5630840719,74,,5630840709,212,61.4,5630840701,124,,5630840705,140,60.5,5630840703,56,Center,5630840715,1,,5630840711,213,0.29,5630840707,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299817,306,49,1,31,40,spvvjmk37iid7hsky9g3nce7,1,44.6,30.3,2025-04-06T15:02:53.238Z,2025-04-06T15:02:54Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630840871,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299847,307,1,1,31,41,spvvjmk37iid7hsky9g3nce7,1,45.1,37.3,2025-04-06T15:02:54.357Z,2025-04-06T15:02:55Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630840953,212,23.5,5630840947,56,Back,5630840951,141,71.8,5630840949,140,45.7,5630840955,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299867,308,1,1,31,42,spvvjmk37iid7hsky9g3nce7,1,45.7,71.8,2025-04-06T15:02:55.413Z,2025-04-06T15:02:56Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630841049,212,11.7,5630841045,140,46.4,5630841047,141,89.0,5630841043,56,Back,5630841051,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299905,309,1,1,31,43,spvvjmk37iid7hsky9g3nce7,1,46.4,89.0,2025-04-06T15:02:56.164Z,2025-04-06T15:02:58Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5630841229,56,Left,5630841231,140,62.5,5630841235,212,16.9,5630841237,213,0.07,5630841233,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300021,310,1,1,31,47,spvvjmk37iid7hsky9g3nce7,1,60.6,90.9,2025-04-06T15:03:00.925Z,2025-04-06T15:03:05Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630841817,140,67.2,5630841821,212,7.7,5630841819,141,95.9,5630841815,56,Left,5630841823,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300041,311,1,1,31,52,spvvjmk37iid7hsky9g3nce7,0,90.3,96.3,2025-04-06T15:03:05.701Z,2025-04-06T15:03:07Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630841951,140,83.5,5630841949,56,Left,5630841957,212,7.2,5630841959,213,3.06,5630841953,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300063,280,5,1,31,55,33hzf6j2rd9r50g2n4agsytkd,1,14.0,-1.4,2025-04-06T15:03:08.224Z,2025-04-06T15:28:34Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5630842087,56,Back,5630842135,233,312,5630842093,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300059,312,5,1,31,55,spvvjmk37iid7hsky9g3nce7,0,86.0,101.4,2025-04-06T15:03:08.224Z,2025-04-06T15:28:34Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630842081,347,,5630842193,233,280,5630842079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300399,281,1,1,32,9,33hzf6j2rd9r50g2n4agsytkd,0,17.5,0.0,2025-04-06T15:03:22.321Z,2025-04-06T15:03:27Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630843929,1,,5630843917,107,,5630843923,141,13.8,5630843927,213,0.37,5630843921,140,43.9,5630843919,56,Back,5630843925,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300459,313,4,1,32,16,spvvjmk37iid7hsky9g3nce7,1,67.6,87.0,2025-04-06T15:03:29.535Z,2025-04-06T15:03:52Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630844239,56,Left,5630844241,152,,5630844245,286,,5630844237,13,,5630844291,233,282,5630845665,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300441,282,4,1,32,16,33hzf6j2rd9r50g2n4agsytkd,0,32.4,13.0,2025-04-06T15:03:29.536Z,2025-04-06T15:24:24Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5630845601,294,,5630844169,13,,5630844173,152,,5630844177,285,,5630844305,233,313,5630844171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300819,314,1,1,32,41,spvvjmk37iid7hsky9g3nce7,0,71.3,92.3,2025-04-06T15:03:54.453Z,2025-04-06T15:03:55Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630846037,5,,5630846035,2,,5630846049,212,35.7,5630846041,152,,5630846053,1,,5630846045,140,92.9,5630846039,155,,5630846047,141,51.8,5630846051,213,5630846043,56,Center,,,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,
2797300835,283,12,1,32,43,33hzf6j2rd9r50g2n4agsytkd,1,9.7,43.7,2025-04-06T15:03:56.129Z,2025-04-06T15:03:58Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5630846185,15,,5630846165,141,28.2,5630846161,56,Back,5630846169,213,4.44,5630846163,140,6.9,5630846167,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300925,284,12,1,32,44,33hzf6j2rd9r50g2n4agsytkd,1,6.9,28.2,2025-04-06T15:03:57.904Z,2025-04-06T15:04:04Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630846717,141,12.9,5630846713,56,Back,5630846715,140,40.4,5630846719,212,36.7,5630846739,15,,5630846721,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300935,315,1,1,32,48,spvvjmk37iid7hsky9g3nce7,1,67.3,86.5,2025-04-06T15:04:01.149Z,2025-04-06T15:04:04Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630846765,212,20.9,5630846763,141,61.1,5630846757,56,Center,5630846767,213,4.11,5630846759,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300981,316,1,1,32,51,spvvjmk37iid7hsky9g3nce7,1,57.6,62.4,2025-04-06T15:04:04.709Z,2025-04-06T15:04:07Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630846961,140,61.9,5630846965,212,19.5,5630846963,141,90.3,5630846959,56,Left,5630846967,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301019,317,1,1,32,54,spvvjmk37iid7hsky9g3nce7,0,62.0,90.3,2025-04-06T15:04:07.238Z,2025-04-06T15:04:09Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630847091,56,Left,5630847095,141,94.2,5630847099,213,0.21,5630847093,140,74.1,5630847097,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301059,286,1,1,32,57,33hzf6j2rd9r50g2n4agsytkd,1,34.0,9.7,2025-04-06T15:04:10.769Z,2025-04-06T15:04:12Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630847309,56,Back,5630847317,213,1.09,5630847313,141,18.8,5630847315,212,7.0,5630847311,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301069,287,1,1,32,59,33hzf6j2rd9r50g2n4agsytkd,0,39.1,22.1,2025-04-06T15:04:12.689Z,2025-04-06T15:28:06Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5630847357,213,0.73,5630847353,141,46.1,5630847355,212,24.5,5630847349,56,Center,5630847351,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301129,319,8,1,33,3,spvvjmk37iid7hsky9g3nce7,1,55.3,45.5,2025-04-06T15:04:17.007Z,2025-04-06T15:04:17Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630847625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301199,320,1,1,33,7,spvvjmk37iid7hsky9g3nce7,1,69.1,40.0,2025-04-06T15:04:20.294Z,2025-04-06T15:04:22Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630848009,213,5.39,5630848001,56,Right,5630848005,141,9.2,5630848007,212,26.8,5630848003,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301227,321,1,1,33,9,spvvjmk37iid7hsky9g3nce7,1,85.1,9.2,2025-04-06T15:04:22.397Z,2025-04-06T15:04:25Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630848163,141,17.6,5630848159,56,Right,5630848167,213,1.39,5630848161,140,86.1,5630848165,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301239,322,3,1,33,11,spvvjmk37iid7hsky9g3nce7,0,85.2,17.4,2025-04-06T15:04:24.846Z,2025-04-06T15:28:55Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5630848197,56,Right,5630848199,286,,5630848617,233,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797301303,288,7,1,33,11,33hzf6j2rd9r50g2n4agsytkd,0,14.8,82.6,2025-04-06T15:04:24.847Z,2025-04-06T15:28:55Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630848561,56,Back,5630848565,285,,5630848585,233,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
