id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value
2818814925,134,1,1,13,5,evf5hhqgnjhwjsth1m6pawxdp,1,35.4,83.5,2025-05-25T12:16:36.483Z,2025-05-25T12:16:37Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749651131,56,Back,5749651137,212,11.8,5749651139,213,0.16,5749651135,141,86.3,5749651133,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814947,135,1,1,13,6,evf5hhqgnjhwjsth1m6pawxdp,1,45.8,85.3,2025-05-25T12:16:37.763Z,2025-05-25T12:16:40Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749651219,140,46.0,5749651223,212,4.6,5749651225,213,4.76,5749651221,141,78.5,5749651217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814943,144,83,1,13,8,93ohqui2qgqm8408viwmm1ken,0,60.9,33.4,2025-05-25T12:16:39.831Z,2025-05-25T12:16:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749651383,399,bm0bafkutd9qb9qee06cys9re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814967,136,1,1,13,8,evf5hhqgnjhwjsth1m6pawxdp,1,44.0,73.9,2025-05-25T12:16:39.843Z,2025-05-25T12:16:42Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5749651319,212,10.4,5749651315,141,76.7,5749651321,213,2.96,5749651311,140,34.3,5749651307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814979,137,1,1,13,10,evf5hhqgnjhwjsth1m6pawxdp,1,34.1,74.4,2025-05-25T12:16:42.084Z,2025-05-25T12:16:43Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749651391,212,23.1,5749651385,56,Back,5749651387,140,36.5,5749651389,141,40.6,5749651393,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814991,138,1,1,13,12,evf5hhqgnjhwjsth1m6pawxdp,1,36.0,40.9,2025-05-25T12:16:43.444Z,2025-05-25T12:16:46Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5749651467,140,36.1,5749651471,212,12.3,5749651465,56,Back,5749651473,213,1.56,5749651469,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815007,139,1,1,13,15,evf5hhqgnjhwjsth1m6pawxdp,1,36.0,57.3,2025-05-25T12:16:46.498Z,2025-05-25T12:16:50Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749651575,213,1.21,5749651573,212,10.9,5749651569,140,39.7,5749651567,56,Back,5749651571,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815011,140,1,1,13,19,evf5hhqgnjhwjsth1m6pawxdp,1,46.1,72.7,2025-05-25T12:16:50.356Z,2025-05-25T12:16:52Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5749651641,141,87.4,5749651637,56,Left,5749651639,140,59.0,5749651645,213,0.64,5749651643,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815015,141,1,1,13,20,evf5hhqgnjhwjsth1m6pawxdp,1,59.0,84.8,2025-05-25T12:16:51.972Z,2025-05-25T12:16:55Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749651693,213,3.51,5749651689,141,75.7,5749651687,140,43.9,5749651685,56,Back,5749651691,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815021,142,1,1,13,24,evf5hhqgnjhwjsth1m6pawxdp,1,44.0,71.8,2025-05-25T12:16:55.187Z,2025-05-25T12:36:56Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749651729,213,0.13,5749651721,56,Center,5749651725,141,74.8,5749651723,140,58.7,5749651727,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815027,143,1,1,13,26,evf5hhqgnjhwjsth1m6pawxdp,0,57.1,73.9,2025-05-25T12:16:57.220Z,2025-05-25T12:16:58Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749651747,141,63.6,5749651749,212,29.3,5749651743,56,Center,5749651745,140,84.2,5749651751,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815053,146,1,1,13,28,93ohqui2qgqm8408viwmm1ken,1,15.0,53.7,2025-05-25T12:16:59.999Z,2025-05-25T12:17:04Z,7iv79dtpsplpjl1jxod3swmlm,M. Ellborg,,,5749651929,141,62.7,5749651933,213,0.79,5749651931,212,8.6,5749651925,56,Back,5749651923,123,,5749651927,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815061,147,1,1,13,32,93ohqui2qgqm8408viwmm1ken,1,20.8,62.7,2025-05-25T12:17:04.007Z,2025-05-25T12:17:05Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749651979,140,28.5,5749651981,141,62.1,5749651983,212,8.1,5749651985,213,6.23,5749651977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815073,148,1,1,13,33,93ohqui2qgqm8408viwmm1ken,1,28.7,62.1,2025-05-25T12:17:04.967Z,2025-05-25T12:17:06Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749652049,140,20.4,5749652055,213,2.76,5749652053,212,9.4,5749652051,141,67.2,5749652063,156,,5749652047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815101,149,1,1,13,35,93ohqui2qgqm8408viwmm1ken,1,19.6,67.8,2025-05-25T12:17:06.767Z,2025-05-25T12:17:12Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749652219,141,40.1,5749652227,213,4.40,5749652223,212,19.8,5749652211,56,Back,5749652215,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815109,150,1,1,13,41,93ohqui2qgqm8408viwmm1ken,0,23.8,29.2,2025-05-25T12:17:12.159Z,2025-05-25T12:17:13Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5749652273,140,40.5,5749652279,213,6.20,5749652275,141,27.1,5749652277,212,17.6,5749652271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815111,144,8,1,13,42,evf5hhqgnjhwjsth1m6pawxdp,1,64.7,78.8,2025-05-25T12:17:13.492Z,2025-05-25T12:17:13Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749652281,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815143,145,4,1,13,47,evf5hhqgnjhwjsth1m6pawxdp,1,62.2,71.3,2025-05-25T12:17:18.499Z,2025-05-25T12:18:01Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749652559,295,,5749652563,56,Center,5749652565,152,,5749652567,286,,5749652557,13,,5749652611,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815151,151,4,1,13,47,93ohqui2qgqm8408viwmm1ken,0,37.8,28.7,2025-05-25T12:17:18.500Z,2025-05-25T12:18:01Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5749652639,233,145,5749652591,285,,5749652583,13,,5749652585,295,,5749652587,56,Back,5749652589,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815317,146,1,1,14,9,evf5hhqgnjhwjsth1m6pawxdp,1,58.3,76.4,2025-05-25T12:17:40.853Z,2025-05-25T12:17:42Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749653393,5,,5749653395,152,,5749653401,141,86.6,5749653397,56,Left,5749653399,140,69.9,5749653405,213,0.52,5749653403,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815375,147,1,1,14,10,evf5hhqgnjhwjsth1m6pawxdp,1,70.2,87.1,2025-05-25T12:17:42.116Z,2025-05-25T12:17:47Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5749653651,141,91.5,5749653647,56,Left,5749653649,140,83.4,5749653655,213,0.21,5749653653,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815385,148,1,1,14,16,evf5hhqgnjhwjsth1m6pawxdp,0,90.2,84.1,2025-05-25T12:17:47.285Z,2025-05-25T12:17:49Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749653717,140,91.0,5749653799,233,152,5749653715,56,Center,5749653803,286,,5749653723,212,5.5,5749653727,213,4.87,5749653797,236,,5749653719,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,
2818815399,152,74,1,14,16,93ohqui2qgqm8408viwmm1ken,1,12.0,24.1,2025-05-25T12:17:47.286Z,2025-05-25T12:37:44Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749653821,233,148,5749653795,285,,5749653793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815407,149,6,1,14,18,evf5hhqgnjhwjsth1m6pawxdp,1,96.8,70.0,2025-05-25T12:17:49.780Z,2025-05-25T12:17:55Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749653953,233,153,5749653935,56,Center,5749653937,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815417,153,6,1,14,18,93ohqui2qgqm8408viwmm1ken,0,3.2,30.0,2025-05-25T12:17:49.780Z,2025-05-25T12:17:59Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749653879,73,,5749653985,233,149,5749653877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815533,150,1,1,14,39,evf5hhqgnjhwjsth1m6pawxdp,0,99.4,99.6,2025-05-25T12:18:10.980Z,2025-05-25T12:37:57Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749654599,140,100.0,5749654607,1,,5749654605,213,4.76,5749654603,212,43.1,5749654591,6,,5749654595,223,,5749654593,155,,5749654601,141,36.3,5749654597,56,Center,5749654589,2,,,,,,,,,,,,,,,,,,,
2818815625,151,5,1,14,41,evf5hhqgnjhwjsth1m6pawxdp,0,100.9,33.7,2025-05-25T12:18:12.166Z,2025-05-25T12:19:49Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5749655229,233,154,5749655175,346,,5749655173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815539,154,5,1,14,41,93ohqui2qgqm8408viwmm1ken,1,-0.9,66.3,2025-05-25T12:18:12.166Z,2025-05-25T12:19:48Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749654625,56,Back,5749655225,233,151,5749654627,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815613,155,1,1,14,50,93ohqui2qgqm8408viwmm1ken,1,3.7,55.8,2025-05-25T12:18:21.623Z,2025-05-25T12:18:24Z,7iv79dtpsplpjl1jxod3swmlm,M. Ellborg,,,5749655075,124,,5749655083,212,10.2,5749655085,213,5.16,5749655077,56,Back,5749655079,140,7.9,5749655089,237,,5749655081,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815629,156,1,1,14,53,93ohqui2qgqm8408viwmm1ken,1,7.3,41.6,2025-05-25T12:18:24.727Z,2025-05-25T12:18:27Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5749655191,155,,5749655197,141,8.5,5749655201,213,5.33,5749655193,56,Back,5749655199,212,27.5,5749655195,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815647,157,1,1,14,55,93ohqui2qgqm8408viwmm1ken,1,23.3,8.2,2025-05-25T12:18:26.935Z,2025-05-25T12:18:29Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749655309,212,9.2,5749655311,213,0.53,5749655307,141,15.0,5749655305,140,30.9,5749655303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815691,158,1,1,14,57,93ohqui2qgqm8408viwmm1ken,1,31.5,15.8,2025-05-25T12:18:29.055Z,2025-05-25T12:18:35Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5749655555,212,50.7,5749655537,155,,5749655539,196,,5749655559,213,1.58,5749655547,140,31.2,5749655563,1,,5749655543,56,Back,5749655551,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,
2818815703,159,1,1,15,4,93ohqui2qgqm8408viwmm1ken,1,45.6,92.3,2025-05-25T12:18:35.647Z,2025-05-25T12:18:40Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749655611,141,71.1,5749655607,140,43.5,5749655603,56,Back,5749655619,213,4.56,5749655615,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815725,160,1,1,15,9,93ohqui2qgqm8408viwmm1ken,1,52.6,65.8,2025-05-25T12:18:40.679Z,2025-05-25T12:18:43Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749655741,213,4.39,5749655739,212,20.9,5749655733,56,Back,5749655735,140,46.3,5749655737,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815751,161,1,1,15,11,93ohqui2qgqm8408viwmm1ken,1,48.2,36.4,2025-05-25T12:18:43.143Z,2025-05-25T12:18:49Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749655903,213,1.65,5749655897,140,46.2,5749655895,56,Back,5749655899,141,77.9,5749655901,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815755,162,1,1,15,18,93ohqui2qgqm8408viwmm1ken,1,57.2,79.3,2025-05-25T12:18:49.168Z,2025-05-25T12:18:50Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749655919,212,8.4,5749655915,140,58.9,5749655913,56,Center,5749655921,213,4.93,5749655917,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815765,163,1,1,15,18,93ohqui2qgqm8408viwmm1ken,1,59.3,67.9,2025-05-25T12:18:49.886Z,2025-05-25T12:18:52Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749655977,140,59.2,5749655983,213,1.58,5749655975,56,Left,5749655981,212,8.8,5749655979,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815777,164,1,1,15,21,93ohqui2qgqm8408viwmm1ken,1,58.2,83.8,2025-05-25T12:18:52.495Z,2025-05-25T12:18:57Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749656077,140,71.2,5749656075,56,Left,5749656083,213,0.49,5749656081,212,15.5,5749656079,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815803,165,1,1,15,26,93ohqui2qgqm8408viwmm1ken,1,71.3,94.7,2025-05-25T12:18:57.263Z,2025-05-25T12:19:01Z,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,5749656189,140,53.4,5749656193,212,18.8,5749656195,213,3.13,5749656191,141,95.1,5749656187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815833,166,1,1,15,29,93ohqui2qgqm8408viwmm1ken,1,52.8,85.4,2025-05-25T12:19:01.071Z,2025-05-25T12:19:04Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749656367,141,43.7,5749656371,213,4.41,5749656369,212,29.7,5749656363,56,Back,5749656365,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815837,167,1,1,15,33,93ohqui2qgqm8408viwmm1ken,1,45.8,42.8,2025-05-25T12:19:04.727Z,2025-05-25T12:19:05Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749656399,212,11.3,5749656395,140,54.0,5749656393,56,Center,5749656401,213,0.71,5749656397,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815847,168,1,1,15,34,93ohqui2qgqm8408viwmm1ken,1,54.0,53.6,2025-05-25T12:19:05.759Z,2025-05-25T12:19:07Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749656469,213,6.27,5749656463,140,61.9,5749656465,141,53.4,5749656467,212,8.3,5749656461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815849,169,50,1,15,36,93ohqui2qgqm8408viwmm1ken,1,62.4,46.8,2025-05-25T12:19:07.445Z,2025-05-25T12:19:12Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5749656513,233,152,5749656473,56,Center,5749656475,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815851,152,7,1,15,36,evf5hhqgnjhwjsth1m6pawxdp,0,37.6,53.2,2025-05-25T12:19:07.446Z,2025-05-25T12:19:11Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749656481,285,,5749656491,233,169,5749656479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815875,170,1,1,15,38,93ohqui2qgqm8408viwmm1ken,1,60.1,65.5,2025-05-25T12:19:09.504Z,2025-05-25T12:19:11Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749656609,213,1.24,5749656601,56,Left,5749656603,140,66.5,5749656605,141,94.5,5749656607,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815883,171,1,1,15,40,93ohqui2qgqm8408viwmm1ken,0,66.5,94.5,2025-05-25T12:19:11.439Z,2025-05-25T12:19:12Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749656633,212,7.7,5749656627,56,Left,5749656637,213,0.08,5749656631,141,95.4,5749656629,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815885,153,8,1,15,41,evf5hhqgnjhwjsth1m6pawxdp,1,26.0,5.6,2025-05-25T12:19:12.422Z,2025-05-25T12:19:12Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5749656649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815893,154,5,1,15,42,evf5hhqgnjhwjsth1m6pawxdp,0,26.2,-1.4,2025-05-25T12:19:13.429Z,2025-05-25T12:19:16Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5749656713,56,Back,5749656715,347,,5749656751,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815899,172,5,1,15,42,93ohqui2qgqm8408viwmm1ken,1,73.8,101.4,2025-05-25T12:19:13.429Z,2025-05-25T12:19:49Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749656745,233,154,5749656743,347,,5749656741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815907,173,1,1,15,44,93ohqui2qgqm8408viwmm1ken,1,72.5,100.0,2025-05-25T12:19:15.686Z,2025-05-25T12:19:17Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749656769,141,84.7,5749656773,213,4.26,5749656763,107,,5749656765,56,Left,5749656771,212,12.6,5749656767,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815915,174,1,1,15,46,93ohqui2qgqm8408viwmm1ken,1,67.4,85.3,2025-05-25T12:19:17.223Z,2025-05-25T12:19:18Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749656829,213,1.24,5749656821,56,Left,5749656825,141,92.9,5749656823,140,69.1,5749656827,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815923,175,1,1,15,47,93ohqui2qgqm8408viwmm1ken,1,69.0,93.5,2025-05-25T12:19:18.367Z,2025-05-25T12:19:19Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749656871,141,92.1,5749656867,56,Left,5749656869,140,54.1,5749656873,212,15.7,5749656875,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815933,176,1,1,15,48,93ohqui2qgqm8408viwmm1ken,1,54.1,92.1,2025-05-25T12:19:19.455Z,2025-05-25T12:19:22Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749656961,140,58.7,5749656959,56,Left,5749656963,141,82.6,5749656965,212,8.1,5749656967,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815939,177,1,1,15,51,93ohqui2qgqm8408viwmm1ken,1,56.8,79.9,2025-05-25T12:19:22.223Z,2025-05-25T12:19:23Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749656991,140,60.5,5749656997,213,5.16,5749656989,56,Center,5749656993,141,67.9,5749656995,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815941,178,1,1,15,51,93ohqui2qgqm8408viwmm1ken,1,60.5,67.9,2025-05-25T12:19:22.919Z,2025-05-25T12:19:25Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5749657017,156,,5749657013,213,3.05,5749657009,141,70.3,5749657011,212,17.5,5749657007,140,43.9,5749657005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815975,179,1,1,15,54,93ohqui2qgqm8408viwmm1ken,1,43.9,70.3,2025-05-25T12:19:25.510Z,2025-05-25T12:19:32Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5749657241,212,13.3,5749657235,56,Back,5749657237,140,46.4,5749657239,141,89.4,5749657243,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815985,180,1,1,16,1,93ohqui2qgqm8408viwmm1ken,1,55.3,89.0,2025-05-25T12:19:32.615Z,2025-05-25T12:19:34Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749657283,56,Back,5749657291,213,3.94,5749657285,140,44.3,5749657287,141,71.4,5749657289,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818815991,181,1,1,16,3,93ohqui2qgqm8408viwmm1ken,1,44.3,71.4,2025-05-25T12:19:34.351Z,2025-05-25T12:19:35Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5749657311,141,68.4,5749657307,56,Back,5749657315,213,5.58,5749657313,212,3.2,5749657309,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816021,182,1,1,16,4,93ohqui2qgqm8408viwmm1ken,1,46.6,68.4,2025-05-25T12:19:35.790Z,2025-05-25T12:19:39Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749657459,140,46.2,5749657463,212,17.3,5749657465,213,1.60,5749657461,141,93.8,5749657457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816035,183,1,1,16,8,93ohqui2qgqm8408viwmm1ken,0,56.5,93.9,2025-05-25T12:19:39.735Z,2025-05-25T12:19:40Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749657517,141,92.7,5749657521,213,6.20,5749657519,212,10.1,5749657513,56,Left,5749657515,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816039,155,61,1,16,10,evf5hhqgnjhwjsth1m6pawxdp,1,38.9,9.7,2025-05-25T12:19:41.389Z,2025-05-25T12:19:41Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5749657543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816055,156,5,1,16,11,evf5hhqgnjhwjsth1m6pawxdp,0,33.4,-1.4,2025-05-25T12:19:42.815Z,2025-05-25T12:19:50Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5749657617,56,Back,5749657675,233,184,5749657619,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816063,184,5,1,16,11,93ohqui2qgqm8408viwmm1ken,1,66.6,101.4,2025-05-25T12:19:42.815Z,2025-05-25T12:19:48Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749657645,56,Left,5749657647,347,,5749657669,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816101,185,1,1,16,21,93ohqui2qgqm8408viwmm1ken,1,69.8,100.0,2025-05-25T12:19:53.022Z,2025-05-25T12:20:00Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749657869,212,5.0,5749657863,56,Left,5749657865,140,66.2,5749657873,213,3.84,5749658115,189,,5749657861,107,,5749657867,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816105,186,61,1,16,22,93ohqui2qgqm8408viwmm1ken,1,66.2,97.2,2025-05-25T12:19:53.543Z,2025-05-25T12:20:02Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5749657889,56,Left,5749658181,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816129,157,1,1,16,23,evf5hhqgnjhwjsth1m6pawxdp,1,30.0,11.7,2025-05-25T12:19:54.725Z,2025-05-25T12:20:03Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5749658007,212,8.2,5749658005,141,15.3,5749658003,140,37.5,5749658001,56,Back,5749658235,189,,5749658009,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816149,159,1,1,16,26,evf5hhqgnjhwjsth1m6pawxdp,1,37.6,13.8,2025-05-25T12:19:57.254Z,2025-05-25T12:19:59Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5749658079,141,15.3,5749658081,212,4.6,5749658075,56,Back,5749658083,213,2.92,5749658077,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816153,160,4,1,16,26,evf5hhqgnjhwjsth1m6pawxdp,1,33.0,12.1,2025-05-25T12:19:57.294Z,2025-05-25T12:20:02Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5749658109,265,,5749658133,233,187,5749658105,56,Back,5749658103,13,,5749658111,285,,5749658107,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818816133,187,4,1,16,26,93ohqui2qgqm8408viwmm1ken,0,67.0,87.9,2025-05-25T12:19:57.295Z,2025-05-25T12:20:03Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749658139,233,160,5749658043,286,,5749658037,56,Left,5749658039,152,,5749658035,13,,5749658041,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
