id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value
2819959821,201,12,1,24,47,ac8jow4mdkvnsv5s0och4qqm,1,5.9,55.8,2025-05-29T16:25:19.504Z,2025-05-29T16:25:22Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756058977,213,1.35,5756058973,141,95.7,5756058985,15,,5756058969,56,Back,5756058971,140,11.8,5756058975,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959837,218,1,1,24,50,czkf5t3ai00ghwbga03i5aqxw,1,84.1,6.1,2025-05-29T16:25:22.425Z,2025-05-29T16:25:41Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,1.0,,5756059081,2,,5756059093,213,1.40,5756059089,141,43.7,5756059091,212,26.0,5756059085,56,Center,5756059557,154,,5756059083,155,,5756059087,140,88.4,5756059555,210,13,,,,,,,,,,,,,,,,,,,,,,,,
2819959845,219,44,1,24,53,czkf5t3ai00ghwbga03i5aqxw,1,87.8,44.8,2025-05-29T16:25:25.407Z,2025-05-29T16:25:45Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756059157,233,202,5756059123,286,,5756059119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959835,202,44,1,24,53,ac8jow4mdkvnsv5s0och4qqm,0,12.0,55.6,2025-05-29T16:25:25.408Z,2025-05-29T16:57:39Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756059169,233,219,5756059079,285,,5756059077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959847,220,13,1,24,53,czkf5t3ai00ghwbga03i5aqxw,1,88.4,43.7,2025-05-29T16:25:25.544Z,2025-05-29T16:56:31Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756059229,328,,5756059579,231,49.3,5756059223,25,,5756059567,154,,5756059573,102,65.7,5756059565,29,,5756059569,55,218,5756059137,56,Center,5756059135,17,,5756059575,103,19.4,5756059563,73,,5756059225,15,5756059577,230,98.0,,,,,,,,,,,,,
2819959839,203,5,1,24,54,ac8jow4mdkvnsv5s0och4qqm,1,-0.8,37.8,2025-05-29T16:25:26.464Z,2025-05-29T16:30:51Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756059099,346,,5756059199,233,221,5756059097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959857,221,5,1,24,54,czkf5t3ai00ghwbga03i5aqxw,0,100.8,62.2,2025-05-29T16:25:26.464Z,2025-05-29T16:30:51Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756059203,233,203,5756059197,346,,5756059195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959929,205,1,1,25,10,ac8jow4mdkvnsv5s0och4qqm,1,5.5,49.4,2025-05-29T16:25:42.209Z,2025-05-29T16:25:43Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756059639,140,14.9,5756059659,189,,5756059643,141,78.8,5756059651,213,1.11,5756059647,212,22.3,5756059629,124,,5756059633,56,Back,5756059655,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959945,206,1,1,25,12,ac8jow4mdkvnsv5s0och4qqm,1,19.6,88.1,2025-05-29T16:25:44.017Z,2025-05-29T16:25:45Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756059729,141,95.0,5756059733,213,0.20,5756059727,140,42.1,5756059731,212,24.1,5756059725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959955,207,1,1,25,13,ac8jow4mdkvnsv5s0och4qqm,1,44.4,95.7,2025-05-29T16:25:45.233Z,2025-05-29T16:25:46Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756059835,140,33.3,5756059837,141,90.9,5756059833,56,Back,5756059839,212,12.1,5756059841,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959979,208,1,1,25,14,ac8jow4mdkvnsv5s0och4qqm,1,32.6,90.6,2025-05-29T16:25:46.545Z,2025-05-29T16:25:50Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756059979,212,15.5,5756059977,141,67.9,5756059973,56,Back,5756059981,213,4.83,5756059975,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959995,209,1,1,25,18,ac8jow4mdkvnsv5s0och4qqm,0,34.4,71.4,2025-05-29T16:25:50.050Z,2025-05-29T16:25:53Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756060083,1,,5756060079,212,54.8,5756060077,141,100.0,5756060073,56,Left,5756060081,213,0.38,5756060071,155,,5756060075,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819959997,210,5,1,25,21,ac8jow4mdkvnsv5s0och4qqm,0,84.0,101.6,2025-05-29T16:25:53.590Z,2025-05-29T16:30:52Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756060087,347,,5756060085,56,Left,5756060515,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960063,223,5,1,25,21,czkf5t3ai00ghwbga03i5aqxw,1,16.0,-1.6,2025-05-29T16:25:53.590Z,2025-05-29T16:30:51Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756060461,347,,5756060497,233,210,5756060459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960117,224,1,1,25,34,czkf5t3ai00ghwbga03i5aqxw,1,15.6,0.0,2025-05-29T16:26:05.977Z,2025-05-29T16:26:09Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756060741,212,16.2,5756060739,141,19.1,5756060733,107,,5756060737,140,23.8,5756060743,213,1.01,5756060735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960121,225,50,1,25,37,czkf5t3ai00ghwbga03i5aqxw,1,21.6,18.6,2025-05-29T16:26:09.144Z,2025-05-29T16:58:00Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5756060759,56,Back,5756121823,285,,5756121829,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960133,211,7,1,25,37,ac8jow4mdkvnsv5s0och4qqm,1,78.4,81.4,2025-05-29T16:26:09.145Z,2025-05-29T16:58:00Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,1.0,,5756121825,233,225,5756062073,286,,5756060809,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960137,212,13,1,25,39,ac8jow4mdkvnsv5s0och4qqm,1,86.1,73.9,2025-05-29T16:26:11.040Z,2025-05-29T17:04:49Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5756060843,56,Center,5756064343,103,51.4,5756064341,102,59.5,5756064173,72,,5756064337,55,211,5756060841,64,,5756064335,29,,5756064345,230,99.0,5756064347,231,52.0,5756060839,22,,5756064333,77,,,,,,,,,,,,,,,,,,,
2819960147,213,5,1,25,40,ac8jow4mdkvnsv5s0och4qqm,0,101.0,59.4,2025-05-29T16:26:11.768Z,2025-05-29T16:30:52Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5756060889,56,Center,5756060901,233,226,5756060891,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960139,226,5,1,25,40,czkf5t3ai00ghwbga03i5aqxw,1,-1.0,40.6,2025-05-29T16:26:11.768Z,2025-05-29T16:30:52Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5756060853,346,,5756060851,56,Back,5756060893,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960285,227,1,1,26,4,czkf5t3ai00ghwbga03i5aqxw,1,5.3,62.1,2025-05-29T16:26:36.505Z,2025-05-29T16:26:38Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756061677,213,4.61,5756061673,141,48.2,5756061683,237,,5756061671,140,4.4,5756061667,124,,5756061675,212,9.5,5756061669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960297,228,1,1,26,6,czkf5t3ai00ghwbga03i5aqxw,0,4.4,48.2,2025-05-29T16:26:37.898Z,2025-05-29T16:26:40Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756061755,213,6.27,5756061749,140,47.0,5756061757,1,,5756061753,212,44.7,5756061751,141,47.5,5756061747,56,Back,5756061745,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960307,214,1,1,26,9,ac8jow4mdkvnsv5s0och4qqm,0,54.3,53.6,2025-05-29T16:26:41.058Z,2025-05-29T16:26:41Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756061827,141,56.4,5756061823,140,67.6,5756061815,3,,5756061819,56,Center,5756061829,212,14.1,5756061833,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960327,229,1,1,26,10,czkf5t3ai00ghwbga03i5aqxw,1,32.1,42.4,2025-05-29T16:26:42.473Z,2025-05-29T16:26:44Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756061959,213,2.02,5756061951,56,Back,5756061957,212,11.5,5756061953,140,27.4,5756061955,141,57.6,5756061949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960345,230,1,1,26,12,czkf5t3ai00ghwbga03i5aqxw,1,26.9,60.5,2025-05-29T16:26:43.993Z,2025-05-29T16:26:47Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756062043,141,74.1,5756062047,213,2.25,5756062045,212,11.9,5756062039,56,Back,5756062041,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960371,231,1,1,26,15,czkf5t3ai00ghwbga03i5aqxw,1,27.4,76.9,2025-05-29T16:26:47.113Z,2025-05-29T16:26:51Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756062213,212,23.3,5756062209,141,82.6,5756062203,56,Back,5756062215,213,0.17,5756062205,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960377,232,1,1,26,19,czkf5t3ai00ghwbga03i5aqxw,1,52.1,81.5,2025-05-29T16:26:51.176Z,2025-05-29T16:26:52Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756062237,56,Left,5756062239,140,66.4,5756062241,141,93.6,5756062245,213,0.50,5756062235,168,,5756062243,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960417,233,1,1,26,21,czkf5t3ai00ghwbga03i5aqxw,1,69.2,92.4,2025-05-29T16:26:53.273Z,2025-05-29T16:26:57Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756062457,213,3.47,5756062453,141,86.0,5756062451,140,57.0,5756062455,212,13.5,5756062449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960435,234,1,1,26,26,czkf5t3ai00ghwbga03i5aqxw,1,57.0,86.0,2025-05-29T16:26:57.753Z,2025-05-29T16:31:09Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756062557,56,Center,5756062563,212,18.2,5756062559,140,59.8,5756062565,213,4.87,5756062561,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960455,235,1,1,26,29,czkf5t3ai00ghwbga03i5aqxw,1,60.4,57.8,2025-05-29T16:27:00.778Z,2025-05-29T16:27:01Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756062661,56,Center,5756062669,213,4.13,5756062665,141,47.9,5756062663,140,56.2,5756062667,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960485,236,1,1,26,30,czkf5t3ai00ghwbga03i5aqxw,1,56.3,47.8,2025-05-29T16:27:01.690Z,2025-05-29T16:27:06Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756062787,141,65.4,5756062783,56,Center,5756062791,213,1.55,5756062785,140,56.5,5756062789,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960511,237,1,1,26,34,czkf5t3ai00ghwbga03i5aqxw,1,68.4,70.6,2025-05-29T16:27:06.186Z,2025-05-29T16:54:59Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756062887,56,Left,5756062893,141,94.4,5756062897,213,1.02,5756062895,212,19.0,5756062891,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960515,238,1,1,26,37,czkf5t3ai00ghwbga03i5aqxw,1,79.9,92.1,2025-05-29T16:27:09.049Z,2025-05-29T16:27:09Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756062917,141,81.2,5756062913,56,Left,5756062921,213,4.30,5756062919,212,8.1,5756062915,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960531,239,1,1,26,38,czkf5t3ai00ghwbga03i5aqxw,1,76.8,81.2,2025-05-29T16:27:09.849Z,2025-05-29T16:55:15Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756062989,56,Left,5756062993,141,92.9,5756062997,213,2.54,5756062995,212,14.1,5756062991,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960541,240,1,1,26,40,czkf5t3ai00ghwbga03i5aqxw,1,64.4,91.4,2025-05-29T16:27:11.961Z,2025-05-29T16:55:16Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756063089,56,Center,5756063093,141,77.3,5756063097,213,3.99,5756063095,212,12.7,5756063091,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960559,241,1,1,26,42,czkf5t3ai00ghwbga03i5aqxw,1,57.9,63.3,2025-05-29T16:27:14.393Z,2025-05-29T16:27:18Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756063205,56,Center,5756063211,212,7.1,5756063207,140,63.4,5756063213,213,5.66,5756063209,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960587,242,1,1,26,46,czkf5t3ai00ghwbga03i5aqxw,1,68.5,73.2,2025-05-29T16:27:17.930Z,2025-05-29T16:27:22Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756063359,212,16.2,5756063361,213,1.64,5756063357,141,96.9,5756063353,56,Left,5756063355,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960601,243,1,1,26,51,czkf5t3ai00ghwbga03i5aqxw,1,67.5,96.9,2025-05-29T16:27:22.777Z,2025-05-29T16:55:59Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756063427,141,91.2,5756063423,56,Left,5756063431,213,6.15,5756063425,140,94.3,5756063429,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960607,244,1,1,26,54,czkf5t3ai00ghwbga03i5aqxw,1,94.3,91.2,2025-05-29T16:27:25.882Z,2025-05-29T16:56:01Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756063477,213,4.99,5756063473,141,69.7,5756063471,140,98.3,5756063475,212,15.2,5756063469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960619,245,1,1,26,55,czkf5t3ai00ghwbga03i5aqxw,1,98.3,69.6,2025-05-29T16:27:27.577Z,2025-05-29T16:55:58Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756063537,155,,5756063545,212,4.6,5756063541,140,97.2,5756063539,56,Center,5756063543,141,63.1,5756063547,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960627,246,1,1,26,57,czkf5t3ai00ghwbga03i5aqxw,0,97.2,63.1,2025-05-29T16:27:28.649Z,2025-05-29T16:56:10Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756063577,56,Center,5756063579,140,93.6,5756063587,213,4.09,5756063581,141,55.4,5756063585,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960681,217,12,1,26,58,ac8jow4mdkvnsv5s0och4qqm,1,9.1,44.2,2025-05-29T16:27:29.713Z,2025-05-29T16:27:38Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756063893,213,5.40,5756063887,140,19.5,5756063889,141,24.7,5756063891,212,17.2,5756063885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960691,218,45,1,27,6,ac8jow4mdkvnsv5s0och4qqm,0,20.6,33.6,2025-05-29T16:27:37.753Z,2025-05-29T16:27:39Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5756063933,285,,5756063929,56,Back,5756063949,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960685,247,3,1,27,6,czkf5t3ai00ghwbga03i5aqxw,1,78.3,68.6,2025-05-29T16:27:37.753Z,2025-05-29T16:27:39Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756063907,56,Center,5756063943,233,218,5756063909,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960707,248,43,1,27,6,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T16:27:38.073Z,2025-05-29T16:30:29Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756064047,286,0,5756064045,56,Center,5756069489,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960711,249,14,1,27,9,czkf5t3ai00ghwbga03i5aqxw,1,83.1,64.3,2025-05-29T16:27:41.017Z,2025-05-29T19:07:59Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756065883,231,50.2,5756065677,20,,5756065867,215,,5756064063,22,,5756065881,230,98.9,5756065859,102,55.5,5756344205,73,,5756064065,64,,5756065877,458,,5756065863,103,8.9,5756064067,56,Center,,,,,,,,,,,,,,,,,,
2819960705,219,5,1,27,9,ac8jow4mdkvnsv5s0och4qqm,1,-0.8,41.7,2025-05-29T16:27:41.361Z,2025-05-29T16:30:52Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5756064135,233,250,5756064037,56,Back,5756064039,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960723,250,5,1,27,9,czkf5t3ai00ghwbga03i5aqxw,0,100.8,58.3,2025-05-29T16:27:41.361Z,2025-05-29T16:30:53Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5756064155,233,219,5756064131,56,Center,5756064133,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960769,220,1,1,27,19,ac8jow4mdkvnsv5s0och4qqm,1,5.0,50.0,2025-05-29T16:27:50.689Z,2025-05-29T16:27:51Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756064441,212,16.9,5756064439,141,71.2,5756064433,124,,5756064437,140,13.4,5756064447,237,,5756064443,213,1.02,5756064435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960775,221,1,1,27,19,ac8jow4mdkvnsv5s0och4qqm,1,12.4,71.4,2025-05-29T16:27:51.585Z,2025-05-29T16:27:52Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756064475,140,17.5,5756064481,213,1.12,5756064477,141,87.8,5756064473,56,Back,5756064479,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960789,222,1,1,27,20,ac8jow4mdkvnsv5s0och4qqm,1,17.6,89.0,2025-05-29T16:27:52.498Z,2025-05-29T16:27:55Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756064569,212,14.9,5756064561,56,Back,5756064567,141,92.0,5756064573,213,0.14,5756064565,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960799,223,1,1,27,23,ac8jow4mdkvnsv5s0och4qqm,1,32.3,78.1,2025-05-29T16:27:55.106Z,2025-05-29T16:27:56Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756064623,56,Back,5756064627,140,32.4,5756064629,141,63.4,5756064633,212,10.0,5756064637,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960835,224,1,1,27,24,ac8jow4mdkvnsv5s0och4qqm,1,32.4,63.0,2025-05-29T16:27:55.985Z,2025-05-29T16:28:00Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756064825,56,Back,5756064831,212,12.2,5756064827,140,21.4,5756064833,213,2.81,5756064829,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960847,225,1,1,27,28,ac8jow4mdkvnsv5s0och4qqm,1,21.4,68.8,2025-05-29T16:28:00.577Z,2025-05-29T16:28:02Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756064921,212,10.3,5756064919,141,61.7,5756064917,140,12.7,5756064923,213,3.63,5756064915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960887,226,1,1,27,30,ac8jow4mdkvnsv5s0och4qqm,1,11.6,61.5,2025-05-29T16:28:02.163Z,2025-05-29T16:28:10Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756065169,140,33.2,5756065175,213,5.23,5756065167,56,Back,5756065171,141,3.1,5756065173,212,45.7,5756065165,155,,5756065177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960901,227,1,1,27,38,ac8jow4mdkvnsv5s0och4qqm,1,56.6,12.5,2025-05-29T16:28:09.857Z,2025-05-29T16:28:12Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5756065251,140,52.3,5756065255,212,5.6,5756065249,56,Right,5756065257,213,2.51,5756065253,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960927,228,1,1,27,41,ac8jow4mdkvnsv5s0och4qqm,0,58.7,22.8,2025-05-29T16:28:12.674Z,2025-05-29T16:28:19Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756065383,56,Left,5756065387,141,79.4,5756065385,140,78.4,5756065391,213,1.08,5756065393,1,,5756065389,212,43.7,5756065381,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960933,251,44,1,27,44,czkf5t3ai00ghwbga03i5aqxw,1,20.2,18.8,2025-05-29T16:28:15.954Z,2025-05-29T16:28:20Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756065421,56,Back,5756065423,285,,5756065507,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960949,229,44,1,27,44,ac8jow4mdkvnsv5s0och4qqm,0,80.9,82.7,2025-05-29T16:28:15.955Z,2025-05-29T16:28:20Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756065487,56,Left,5756065511,233,251,5756065489,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960937,252,12,1,27,44,czkf5t3ai00ghwbga03i5aqxw,1,16.8,14.3,2025-05-29T16:28:16.601Z,2025-05-29T16:28:18Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756065485,167,,5756065465,15,,5756065449,212,11.8,5756065445,140,22.4,5756065443,56,Back,5756065451,213,5.23,5756065447,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960953,230,5,1,27,46,ac8jow4mdkvnsv5s0och4qqm,1,76.8,100.6,2025-05-29T16:28:18.068Z,2025-05-29T16:30:53Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756065521,347,,5756065519,56,Left,5756065535,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960941,253,5,1,27,46,czkf5t3ai00ghwbga03i5aqxw,0,23.2,-0.6,2025-05-29T16:28:18.068Z,2025-05-29T16:28:22Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756065467,56,Back,5756065469,347,,5756065569,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819960999,231,1,1,27,50,ac8jow4mdkvnsv5s0och4qqm,1,75.6,100.0,2025-05-29T16:28:21.842Z,2025-05-29T16:28:27Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756065839,213,3.89,5756065831,56,Left,5756065829,107,,5756065833,140,65.8,5756065837,212,14.0,5756065835,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819961021,232,1,1,27,55,ac8jow4mdkvnsv5s0och4qqm,1,60.1,83.2,2025-05-29T16:28:27.602Z,2025-05-29T16:28:30Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756065983,141,70.2,5756065987,213,4.13,5756065979,56,Center,5756065985,212,10.6,5756065981,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819961025,233,1,1,27,59,ac8jow4mdkvnsv5s0och4qqm,1,54.3,71.4,2025-05-29T16:28:30.706Z,2025-05-29T16:28:31Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756066033,56,Left,5756066037,141,83.3,5756066039,212,8.9,5756066041,213,1.14,5756066035,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819961045,234,1,1,28,0,ac8jow4mdkvnsv5s0och4qqm,0,59.2,83.2,2025-05-29T16:28:31.650Z,2025-05-29T16:28:32Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756066143,141,77.6,5756066147,213,6.02,5756066145,212,14.7,5756066141,140,72.7,5756066139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819961057,255,1,1,28,2,czkf5t3ai00ghwbga03i5aqxw,1,21.3,13.5,2025-05-29T16:28:33.722Z,2025-05-29T16:28:35Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756066191,141,29.1,5756066195,213,1.16,5756066193,212,11.6,5756066187,56,Back,5756066189,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
