id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2813606217,241,1,1,25,21,cfvya7igkhkas7wvsktwz6j8k,1,79.6,34.8,2025-05-11T14:57:34.459Z,2025-05-11T14:57:41Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,1.0,,5720761053,213,1.84,5720761047,140,77.3,5720761273,210,15,5720761045,56,Center,5720761049,141,47.8,5720761051,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606225,242,15,1,25,22,cfvya7igkhkas7wvsktwz6j8k,1,77.3,48.1,2025-05-11T14:57:35.644Z,2025-05-11T14:57:42Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5720761331,146,99.0,5720761091,18,,5720761323,102,53.0,5720761327,215,,5720761317,29,,5720761135,20,,5720761319,55,241,5720761315,77,,5720761089,22,,5720761325,103,31.6,5720761329,328,,5720761093,56,5720761333,147,48.9,5720761337,233,197,,,,,,,Center,,,,,,,,,,,,
2813606231,197,10,1,25,23,1939bnru25svvgv15k2c7tw2y,1,2.8,49.0,2025-05-11T14:57:35.744Z,2025-05-11T14:57:42Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5720761129,178,,5720761355,233,242,5720761131,182,,5720761133,56,Back,5720761165,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606421,199,1,1,25,47,1939bnru25svvgv15k2c7tw2y,1,5.3,50.3,2025-05-11T14:57:59.908Z,2025-05-11T14:58:01Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5720762229,212,28.7,5720762225,140,27.0,5720762221,123,,5720762245,189,,5720762223,56,Back,5720762227,141,75.9,5720762231,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606463,200,1,1,25,52,1939bnru25svvgv15k2c7tw2y,1,26.0,79.6,2025-05-11T14:58:04.932Z,2025-05-11T14:58:33Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720762425,140,24.3,5720762429,212,6.4,5720762431,213,4.43,5720762423,56,Back,5720762427,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606481,201,1,1,25,54,1939bnru25svvgv15k2c7tw2y,1,25.2,67.9,2025-05-11T14:58:07.300Z,2025-05-11T14:58:08Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720762555,212,15.1,5720762549,56,Back,5720762551,140,19.4,5720762557,213,1.98,5720762553,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606495,202,1,1,25,55,1939bnru25svvgv15k2c7tw2y,1,20.5,87.5,2025-05-11T14:58:08.356Z,2025-05-11T14:58:10Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720762629,213,0.47,5720762625,141,98.3,5720762621,56,Back,5720762623,140,34.4,5720762627,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606503,203,1,1,25,57,1939bnru25svvgv15k2c7tw2y,1,34.4,96.9,2025-05-11T14:58:10.195Z,2025-05-11T14:58:11Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720762681,213,3.42,5720762675,140,19.5,5720762679,212,16.3,5720762673,56,Back,5720762677,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606517,204,1,1,25,58,1939bnru25svvgv15k2c7tw2y,1,19.5,90.2,2025-05-11T14:58:11.460Z,2025-05-11T14:58:13Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720762767,141,85.6,5720762763,56,Back,5720762769,212,21.0,5720762765,140,39.3,5720762771,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606543,205,1,1,26,0,1939bnru25svvgv15k2c7tw2y,1,39.3,85.6,2025-05-11T14:58:13.588Z,2025-05-11T15:26:15Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5720762927,56,Back,5720762931,141,94.8,5720762935,213,1.82,5720762933,212,6.5,5720762929,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606559,206,2,1,26,4,1939bnru25svvgv15k2c7tw2y,1,37.8,94.8,2025-05-11T14:58:17.076Z,2025-05-11T15:26:24Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720763043,141,58.7,5720763315,7,5kgu7z697mnyizf6pbaf5j5zo,5720763041,140,66.4,5720763049,1,,5720763039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606573,243,55,1,26,4,cfvya7igkhkas7wvsktwz6j8k,1,40.6,44.0,2025-05-11T14:58:17.077Z,2025-05-11T16:35:06Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720877303,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606639,244,1,1,26,12,cfvya7igkhkas7wvsktwz6j8k,1,41.2,36.9,2025-05-11T14:58:25.148Z,2025-05-11T14:58:29Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720763463,212,9.7,5720763449,241,,5720763447,5,,5720763453,56,Back,5720763457,140,32.4,5720763465,213,3.44,5720763461,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606665,245,1,1,26,16,cfvya7igkhkas7wvsktwz6j8k,1,36.2,31.2,2025-05-11T14:58:29.020Z,2025-05-11T14:58:31Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720763595,212,8.7,5720763591,140,33.8,5720763597,213,1.87,5720763589,56,Back,5720763593,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606697,246,1,1,26,18,cfvya7igkhkas7wvsktwz6j8k,1,33.8,43.4,2025-05-11T14:58:31.484Z,2025-05-11T14:58:35Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720763759,213,4.93,5720763755,141,26.2,5720763751,56,Back,5720763757,212,12.0,5720763753,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606739,247,1,1,26,22,cfvya7igkhkas7wvsktwz6j8k,1,41.2,29.1,2025-05-11T14:58:35.180Z,2025-05-11T14:58:39Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720763997,212,21.0,5720763993,140,55.5,5720763999,213,5.51,5720763991,56,Right,5720763995,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606751,248,1,1,26,26,cfvya7igkhkas7wvsktwz6j8k,1,52.7,12.3,2025-05-11T14:58:39.005Z,2025-05-11T14:58:40Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5720764043,140,53.3,5720764047,212,8.9,5720764045,141,25.3,5720764041,56,Center,5720764049,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606773,249,1,1,26,27,cfvya7igkhkas7wvsktwz6j8k,1,53.3,25.5,2025-05-11T14:58:40.139Z,2025-05-11T14:58:42Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720764151,56,Back,5720764155,141,13.4,5720764159,213,3.90,5720764157,212,12.0,5720764153,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606845,250,1,1,26,29,cfvya7igkhkas7wvsktwz6j8k,1,43.9,14.0,2025-05-11T14:58:42.172Z,2025-05-11T14:58:51Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720764625,140,35.7,5720764629,141,30.6,5720764633,213,2.22,5720764631,212,14.2,5720764623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606875,251,1,1,26,38,cfvya7igkhkas7wvsktwz6j8k,1,36.2,37.0,2025-05-11T14:58:51.180Z,2025-05-11T14:58:54Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720764793,140,32.6,5720764797,212,10.4,5720764795,141,51.2,5720764791,56,Back,5720764799,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606871,207,83,1,26,41,1939bnru25svvgv15k2c7tw2y,0,64.3,49.4,2025-05-11T14:58:53.844Z,2025-05-11T14:58:58Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5720765095,399,dl3faj0dj1z16de9rb63nxyp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606901,252,1,1,26,41,cfvya7igkhkas7wvsktwz6j8k,1,34.2,46.9,2025-05-11T14:58:54.221Z,2025-05-11T14:58:56Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720764949,213,4.53,5720764941,56,Back,5720764945,141,34.5,5720764943,140,32.7,5720764947,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606911,253,1,1,26,43,cfvya7igkhkas7wvsktwz6j8k,1,32.6,34.3,2025-05-11T14:58:56.572Z,2025-05-11T14:58:58Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720765063,140,33.6,5720765067,212,15.3,5720765065,141,11.9,5720765061,56,Back,5720765069,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606947,254,1,1,26,46,cfvya7igkhkas7wvsktwz6j8k,0,34.5,8.2,2025-05-11T14:58:58.861Z,2025-05-11T14:59:02Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720765271,1,,5720765263,140,86.8,5720765267,212,56.5,5720765259,155,,5720765261,56,Center,5720765265,141,28.0,5720765269,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813606983,209,1,1,26,52,1939bnru25svvgv15k2c7tw2y,1,12.0,53.0,2025-05-11T14:59:05.188Z,2025-05-11T14:59:08Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5720765499,123,,5720765507,212,18.9,5720765503,140,11.8,5720765505,141,25.2,5720765501,56,Back,5720765509,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607015,210,1,1,26,55,1939bnru25svvgv15k2c7tw2y,1,12.6,24.6,2025-05-11T14:59:08.324Z,2025-05-11T14:59:13Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720765765,140,24.3,5720765769,212,18.0,5720765771,213,5.46,5720765763,56,Back,5720765767,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607045,211,1,1,27,0,1939bnru25svvgv15k2c7tw2y,1,31.8,6.7,2025-05-11T14:59:13.092Z,2025-05-11T14:59:16Z,8zvc2mjym1u4uev3t60rhmvis,F. Aronsson,,,5720765945,141,22.8,5720765941,56,Back,5720765949,213,2.39,5720765943,140,20.6,5720765947,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607067,213,1,1,27,4,1939bnru25svvgv15k2c7tw2y,1,24.4,20.0,2025-05-11T14:59:17.012Z,2025-05-11T14:59:18Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5720766047,212,14.2,5720766043,140,34.1,5720766049,213,5.51,5720766041,56,Back,5720766045,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607117,214,1,1,27,5,1939bnru25svvgv15k2c7tw2y,1,35.4,6.2,2025-05-11T14:59:18.372Z,2025-05-11T14:59:25Z,8zvc2mjym1u4uev3t60rhmvis,F. Aronsson,,,5720766307,56,Back,5720766311,141,24.4,5720766315,213,0.86,5720766313,212,16.4,5720766309,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607141,215,1,1,27,12,1939bnru25svvgv15k2c7tw2y,1,61.8,11.1,2025-05-11T14:59:24.885Z,2025-05-11T14:59:28Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720766481,212,14.9,5720766479,141,28.2,5720766475,56,Center,5720766477,140,53.0,5720766483,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607219,216,1,1,27,15,1939bnru25svvgv15k2c7tw2y,1,54.4,28.6,2025-05-11T14:59:28.004Z,2025-05-11T14:59:35Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720766925,196,,5720766929,140,73.6,5720766937,1,,5720766933,212,49.0,5720766931,141,94.2,5720766935,213,1.15,5720766923,155,,5720766927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607225,217,1,1,27,22,1939bnru25svvgv15k2c7tw2y,1,76.2,95.0,2025-05-11T14:59:35.124Z,2025-05-11T14:59:36Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720766981,212,8.3,5720766975,56,Left,5720766979,141,84.1,5720766977,140,72.7,5720766983,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607243,218,1,1,27,23,1939bnru25svvgv15k2c7tw2y,1,72.2,82.3,2025-05-11T14:59:36.149Z,2025-05-11T14:59:38Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5720767099,213,4.54,5720767091,56,Center,5720767095,141,56.0,5720767097,212,18.2,5720767093,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607265,219,1,1,27,25,1939bnru25svvgv15k2c7tw2y,1,69.8,61.7,2025-05-11T14:59:37.876Z,2025-05-11T14:59:39Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720767197,140,86.1,5720767203,213,0.88,5720767195,56,Left,5720767201,212,26.8,5720767199,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607281,220,1,1,27,27,1939bnru25svvgv15k2c7tw2y,1,86.1,92.1,2025-05-11T14:59:39.812Z,2025-05-11T14:59:41Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720767265,140,96.3,5720767269,212,19.0,5720767271,213,5.31,5720767267,141,69.0,5720767263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607293,221,1,1,27,28,1939bnru25svvgv15k2c7tw2y,1,96.3,69.0,2025-05-11T14:59:41.363Z,2025-05-11T14:59:43Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5720767329,56,Left,5720767331,140,86.0,5720767335,212,18.6,5720767333,141,91.2,5720767337,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607313,222,1,1,27,30,1939bnru25svvgv15k2c7tw2y,0,86.0,91.2,2025-05-11T14:59:43.076Z,2025-05-11T14:59:44Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720767399,140,94.2,5720767395,155,,5720767401,141,56.6,5720767405,213,5.06,5720767403,212,25.1,5720767393,2,,5720767397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607445,255,12,1,27,32,cfvya7igkhkas7wvsktwz6j8k,1,8.2,44.0,2025-05-11T14:59:45.709Z,2025-05-11T15:00:00Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720768233,213,6.10,5720768227,140,39.0,5720768225,56,Back,5720768229,141,35.1,5720768231,212,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607379,223,1,1,27,36,1939bnru25svvgv15k2c7tw2y,1,63.5,74.8,2025-05-11T14:59:49.156Z,2025-05-11T14:59:51Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720767857,56,Left,5720767865,213,1.23,5720767861,141,93.0,5720767863,212,13.1,5720767859,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607395,224,1,1,27,38,1939bnru25svvgv15k2c7tw2y,1,68.7,92.7,2025-05-11T14:59:51.589Z,2025-05-11T14:59:53Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720767937,213,4.39,5720767933,141,75.7,5720767929,56,Center,5720767935,212,12.2,5720767931,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607413,225,1,1,27,40,1939bnru25svvgv15k2c7tw2y,1,64.8,75.4,2025-05-11T14:59:53.572Z,2025-05-11T14:59:56Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5720768047,56,Left,5720768053,212,12.6,5720768051,141,92.1,5720768055,213,1.13,5720768049,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607425,226,1,1,27,43,1939bnru25svvgv15k2c7tw2y,1,66.8,94.2,2025-05-11T14:59:56.212Z,2025-05-11T14:59:57Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5720768133,212,11.9,5720768129,140,78.1,5720768127,56,Left,5720768135,213,0.09,5720768131,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607429,227,1,1,27,45,1939bnru25svvgv15k2c7tw2y,0,78.1,95.7,2025-05-11T14:59:57.844Z,2025-05-11T14:59:58Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5720768155,213,4.54,5720768151,141,80.5,5720768149,140,76.4,5720768145,155,,5720768147,56,Left,5720768153,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607481,257,1,1,27,47,cfvya7igkhkas7wvsktwz6j8k,1,31.2,24.1,2025-05-11T15:00:00.317Z,2025-05-11T15:00:03Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720768435,213,4.45,5720768431,141,10.0,5720768429,140,28.7,5720768425,56,Back,5720768433,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607493,258,1,1,27,50,cfvya7igkhkas7wvsktwz6j8k,1,23.7,15.8,2025-05-11T15:00:03.100Z,2025-05-11T15:00:04Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720768503,56,Back,5720768507,140,27.4,5720768511,212,8.6,5720768513,213,1.10,5720768509,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607519,259,1,1,27,51,cfvya7igkhkas7wvsktwz6j8k,1,26.0,29.5,2025-05-11T15:00:04.364Z,2025-05-11T15:00:08Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720768637,140,5.4,5720768641,212,22.0,5720768643,213,2.95,5720768639,141,35.7,5720768635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607545,260,1,1,27,55,cfvya7igkhkas7wvsktwz6j8k,0,5.4,35.7,2025-05-11T15:00:08.125Z,2025-05-11T15:00:10Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720768807,212,40.7,5720768803,140,43.8,5720768811,1,,5720768809,213,0.14,5720768801,56,Back,5720768805,141,44.2,5720768799,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607553,228,8,1,27,58,1939bnru25svvgv15k2c7tw2y,1,60.0,53.7,2025-05-11T15:00:11.188Z,2025-05-11T15:00:11Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5720768835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607747,230,2,1,28,7,1939bnru25svvgv15k2c7tw2y,1,67.5,57.0,2025-05-11T15:00:20.613Z,2025-05-11T15:00:30Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5720769831,141,58.8,5720769825,7,116vh3v105pa9vyw10hpvuwdm,5720769829,140,90.3,5720769827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607689,261,43,1,28,11,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-11T15:00:24.508Z,2025-05-11T15:00:28Z,b1xiyyiho37nmdr5cibnkvac4,R. Adjei,,,5720769499,285,0,5720769731,144,45,5720769497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607899,263,1,1,28,31,cfvya7igkhkas7wvsktwz6j8k,1,11.2,46.1,2025-05-11T15:00:44.093Z,2025-05-11T15:00:48Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5720770743,5,,5720770747,56,Back,5720770753,212,15.7,5720770755,213,1.38,5720770749,140,14.0,5720770751,141,68.8,5720770745,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607923,264,1,1,28,35,cfvya7igkhkas7wvsktwz6j8k,1,14.0,70.9,2025-05-11T15:00:48.175Z,2025-05-11T15:00:49Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720770857,212,21.0,5720770853,140,25.7,5720770859,213,0.95,5720770855,141,95.9,5720770851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607925,265,1,1,28,36,cfvya7igkhkas7wvsktwz6j8k,0,25.4,94.7,2025-05-11T15:00:49.284Z,2025-05-11T15:00:51Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5720770871,212,1.3,5720770899,286,,5720770895,233,231,5720770865,56,Back,5720770869,141,92.9,5720770867,140,25.9,5720770893,236,,5720770873,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607919,231,74,1,28,36,1939bnru25svvgv15k2c7tw2y,1,80.7,15.2,2025-05-11T15:00:49.285Z,2025-05-11T15:00:50Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5720770927,233,265,5720770845,285,,5720770843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813607929,232,61,1,28,37,1939bnru25svvgv15k2c7tw2y,0,85.1,12.3,2025-05-11T15:00:50.468Z,2025-05-11T15:00:50Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5720770905,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608005,266,1,1,28,40,cfvya7igkhkas7wvsktwz6j8k,1,27.5,95.9,2025-05-11T15:00:53.100Z,2025-05-11T15:00:57Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5720771299,56,Back,5720771301,140,42.6,5720771305,212,15.9,5720771307,213,6.27,5720771303,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608075,267,1,1,28,44,cfvya7igkhkas7wvsktwz6j8k,1,31.5,85.7,2025-05-11T15:00:57.613Z,2025-05-11T15:01:03Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5720771643,140,19.8,5720771647,212,17.2,5720771649,213,3.92,5720771641,56,Back,5720771645,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608117,268,1,1,28,50,cfvya7igkhkas7wvsktwz6j8k,1,24.8,66.0,2025-05-11T15:01:03.213Z,2025-05-11T15:01:07Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720771897,141,87.7,5720771893,56,Back,5720771901,213,1.11,5720771895,140,31.8,5720771899,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608147,269,1,1,28,54,cfvya7igkhkas7wvsktwz6j8k,1,33.4,86.6,2025-05-11T15:01:07.053Z,2025-05-11T15:01:09Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5720772019,141,66.4,5720772015,56,Back,5720772023,213,4.39,5720772021,212,14.5,5720772017,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608175,270,1,1,28,56,cfvya7igkhkas7wvsktwz6j8k,1,29.0,66.4,2025-05-11T15:01:09.357Z,2025-05-11T15:01:12Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5720772167,141,44.2,5720772163,56,Back,5720772171,213,4.45,5720772169,212,15.6,5720772165,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608181,271,1,1,28,59,cfvya7igkhkas7wvsktwz6j8k,1,24.7,41.8,2025-05-11T15:01:12.543Z,2025-05-11T15:01:13Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720772199,141,54.9,5720772201,212,12.8,5720772195,56,Back,5720772203,213,0.77,5720772197,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608219,272,1,1,29,0,cfvya7igkhkas7wvsktwz6j8k,1,33.5,54.9,2025-05-11T15:01:13.263Z,2025-05-11T15:01:16Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5720772383,213,3.61,5720772377,140,22.7,5720772379,141,46.4,5720772375,56,Back,5720772381,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608271,273,1,1,29,3,cfvya7igkhkas7wvsktwz6j8k,1,30.0,66.4,2025-05-11T15:01:16.477Z,2025-05-11T15:01:20Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5720772663,56,Back,5720772667,141,91.5,5720772669,212,17.5,5720772665,140,33.5,5720772671,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813608283,274,3,1,29,7,cfvya7igkhkas7wvsktwz6j8k,0,31.2,84.4,2025-05-11T15:01:20.621Z,2025-05-11T16:35:34Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5720772763,56,Back,5720878477,285,,5720878725,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
