id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820713459,151,1,1,10,0,spvvjmk37iid7hsky9g3nce7,1,61.1,79.0,2025-06-01T14:41:22.660Z,2025-06-01T14:41:23Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760291359,212,13.5,5760291355,140,52.6,5760291361,213,2.30,5760291351,3,,5760291353,56,Left,5760291357,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713475,153,1,1,10,2,spvvjmk37iid7hsky9g3nce7,1,39.8,96.0,2025-06-01T14:41:24.453Z,2025-06-01T14:41:26Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760291427,141,82.7,5760291423,56,Back,5760291431,213,5.42,5760291429,212,11.9,5760291425,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713481,154,1,1,10,4,spvvjmk37iid7hsky9g3nce7,0,53.1,85.3,2025-06-01T14:41:26.292Z,2025-06-01T14:41:27Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760291449,140,56.6,5760291455,213,0.00,5760291461,236,,5760291451,141,85.3,5760291467,286,,5760291453,212,3.7,5760291447,56,Left,5760291463,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713483,97,74,1,10,4,durq4oppf7c08tnbzrlebt0uz,1,40.7,21.9,2025-06-01T14:41:26.293Z,2025-06-01T15:24:48Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5760291457,56,Back,5760291459,285,,5760291471,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713489,98,61,1,10,6,durq4oppf7c08tnbzrlebt0uz,1,40.6,27.6,2025-06-01T14:41:28.693Z,2025-06-01T14:41:28Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5760291489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713509,155,1,1,10,9,spvvjmk37iid7hsky9g3nce7,1,43.8,87.8,2025-06-01T14:41:31.700Z,2025-06-01T14:41:33Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760291549,213,0.26,5760291545,141,98.0,5760291541,56,Left,5760291543,140,68.5,5760291547,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713515,156,3,1,10,11,spvvjmk37iid7hsky9g3nce7,0,69.4,97.3,2025-06-01T14:41:33.076Z,2025-06-01T14:41:38Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760291569,56,Left,5760291691,233,101,5760291571,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713531,101,7,1,10,11,durq4oppf7c08tnbzrlebt0uz,1,30.6,2.7,2025-06-01T14:41:33.077Z,2025-06-01T14:41:37Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760291639,285,,5760291635,167,,5760291673,233,156,5760291637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713511,100,43,1,10,11,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-06-01T14:41:33.285Z,2025-06-01T14:41:38Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760291779,144,45,5760291555,285,0,5760291553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713547,102,5,1,10,13,durq4oppf7c08tnbzrlebt0uz,0,30.8,-1.8,2025-06-01T14:41:35.414Z,2025-06-01T14:42:13Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760291781,233,157,5760291753,56,Back,5760291755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713541,157,5,1,10,13,spvvjmk37iid7hsky9g3nce7,1,69.2,101.8,2025-06-01T14:41:35.414Z,2025-06-01T14:42:13Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760291715,56,Left,5760291717,347,,5760291775,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713563,158,1,1,10,15,spvvjmk37iid7hsky9g3nce7,1,68.7,100.0,2025-06-01T14:41:37.796Z,2025-06-01T14:41:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760291869,141,86.5,5760291865,56,Left,5760291871,212,11.0,5760291873,213,4.35,5760291863,107,,5760291867,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713569,159,1,1,10,20,spvvjmk37iid7hsky9g3nce7,0,62.9,80.0,2025-06-01T14:41:42.164Z,2025-06-01T14:41:43Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760291897,212,26.8,5760291891,56,Center,5760291899,213,4.68,5760291895,141,40.6,5760291893,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713567,103,8,1,10,20,durq4oppf7c08tnbzrlebt0uz,1,34.5,67.8,2025-06-01T14:41:42.837Z,2025-06-01T14:41:42Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5760291889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713581,104,45,1,10,23,durq4oppf7c08tnbzrlebt0uz,0,42.2,58.4,2025-06-01T14:41:45.141Z,2025-06-01T14:41:52Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5760292099,233,160,5760291979,56,Back,5760291981,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713593,160,3,1,10,23,spvvjmk37iid7hsky9g3nce7,1,57.8,41.6,2025-06-01T14:41:45.141Z,2025-06-01T15:02:32Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760292047,286,,5760292101,233,104,5760292045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713631,161,1,1,10,25,spvvjmk37iid7hsky9g3nce7,1,56.3,44.8,2025-06-01T14:41:47.252Z,2025-06-01T14:41:51Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760292243,140,48.1,5760292247,212,17.5,5760292249,213,2.09,5760292245,141,67.2,5760292241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713635,162,1,1,10,27,spvvjmk37iid7hsky9g3nce7,1,48.0,66.7,2025-06-01T14:41:49.220Z,2025-06-01T14:41:51Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760292267,140,61.5,5760292271,212,14.5,5760292265,56,Center,5760292269,141,62.0,5760292273,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713637,163,1,1,10,28,spvvjmk37iid7hsky9g3nce7,0,61.6,62.3,2025-06-01T14:41:50.228Z,2025-06-01T14:41:51Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5760292277,56,Center,5760292281,141,67.9,5760292285,213,2.10,5760292283,212,4.4,5760292279,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713649,105,1,1,10,30,durq4oppf7c08tnbzrlebt0uz,0,35.6,39.7,2025-06-01T14:41:51.958Z,2025-06-01T15:03:20Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5760321217,212,7.2,5760321219,213,1.59,5760292315,56,Back,5760321215,141,50.3,5760321213,140,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718725,450,61,1,10,31,spvvjmk37iid7hsky9g3nce7,1,64.8,52.3,2025-06-01T14:41:53.436Z,2025-06-01T15:03:43Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5760321975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713669,164,43,1,10,32,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-06-01T14:41:54.532Z,2025-06-01T15:03:51Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760292481,399,2e1xnfe3hisebv1tytnkzk178,5760322321,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713683,106,1,1,10,34,durq4oppf7c08tnbzrlebt0uz,0,43.6,57.5,2025-06-01T14:41:56.277Z,2025-06-01T15:03:54Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760292469,56,Center,5760292473,141,62.9,5760292475,212,28.5,5760292471,140,70.5,5760292477,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713729,165,1,1,10,42,spvvjmk37iid7hsky9g3nce7,1,29.8,32.1,2025-06-01T14:42:04.212Z,2025-06-01T14:42:07Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760292789,140,34.7,5760292795,213,1.15,5760292793,212,12.5,5760292787,56,Back,5760292791,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713737,166,1,1,10,45,spvvjmk37iid7hsky9g3nce7,1,33.7,53.0,2025-06-01T14:42:07.108Z,2025-06-01T14:42:08Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760292853,141,78.7,5760292857,213,1.62,5760292855,212,17.5,5760292849,56,Back,5760292851,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713751,167,1,1,10,46,spvvjmk37iid7hsky9g3nce7,1,32.8,80.3,2025-06-01T14:42:08.548Z,2025-06-01T14:42:10Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760292929,140,40.4,5760292931,141,86.9,5760292935,213,0.51,5760292927,56,Back,5760292933,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713753,168,61,1,10,48,spvvjmk37iid7hsky9g3nce7,0,40.2,90.0,2025-06-01T14:42:10.676Z,2025-06-01T14:42:11Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760292945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713757,107,5,1,10,49,durq4oppf7c08tnbzrlebt0uz,1,59.8,-1.4,2025-06-01T14:42:11.382Z,2025-06-01T14:42:13Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5760292965,347,,5760292963,56,Right,5760292977,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713759,169,5,1,10,49,spvvjmk37iid7hsky9g3nce7,0,40.2,101.4,2025-06-01T14:42:11.382Z,2025-06-01T14:42:14Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760292971,56,Back,5760292973,347,,5760292993,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713777,108,1,1,10,53,durq4oppf7c08tnbzrlebt0uz,1,57.9,0.0,2025-06-01T14:42:15.686Z,2025-06-01T14:42:36Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,1.0,,5760293125,1,,5760293121,212,26.6,5760293115,56,Center,5760293119,141,36.1,5760293123,213,1.32,5760293117,140,64.3,5760293569,210,13,5760293113,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713787,109,3,1,10,57,durq4oppf7c08tnbzrlebt0uz,1,67.2,28.2,2025-06-01T14:42:19.814Z,2025-06-01T15:24:36Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760293205,233,170,5760293177,286,,5760293175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713779,170,45,1,10,57,spvvjmk37iid7hsky9g3nce7,0,32.8,71.8,2025-06-01T14:42:19.814Z,2025-06-01T15:24:36Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760293209,233,109,5760293131,285,,5760293129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713789,110,13,1,10,59,durq4oppf7c08tnbzrlebt0uz,1,69.8,33.1,2025-06-01T14:42:21.477Z,2025-06-01T14:42:36Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760293233,20,,5760293183,18,,5760293231,160,,5760293595,215,,5760293585,29,,5760293599,230,98.5,5760293597,108,,5760293587,55,108,5760293593,103,4.2,5760293583,75,5760293601,231,48.4,5760293591,102,5760293185,56,,,,,,,,,,39.3,Center,,,,,,,
2820713793,111,5,1,11,1,durq4oppf7c08tnbzrlebt0uz,0,101.4,40.3,2025-06-01T14:42:23.350Z,2025-06-01T14:42:27Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760293215,346,,5760293213,56,Center,5760293229,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713795,171,5,1,11,1,spvvjmk37iid7hsky9g3nce7,1,-1.4,59.7,2025-06-01T14:42:23.350Z,2025-06-01T14:43:24Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760293223,233,111,5760293219,56,Back,5760293221,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713861,172,1,1,11,7,spvvjmk37iid7hsky9g3nce7,1,2.6,49.1,2025-06-01T14:42:29.428Z,2025-06-01T14:42:37Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5760293625,124,,5760293631,141,58.1,5760293629,140,13.1,5760293635,213,0.51,5760293639,237,,5760293627,56,Back,5760293633,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713871,173,1,1,11,15,spvvjmk37iid7hsky9g3nce7,1,20.7,62.7,2025-06-01T14:42:37.620Z,2025-06-01T14:42:39Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760293681,56,Back,5760293687,212,23.2,5760293719,189,,5760293683,140,13.8,5760293689,213,4.39,5760293685,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713911,174,1,1,11,17,spvvjmk37iid7hsky9g3nce7,1,13.8,30.3,2025-06-01T14:42:39.172Z,2025-06-01T14:42:46Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760293987,141,64.2,5760293991,213,1.66,5760293989,212,23.1,5760293985,140,11.9,5760293983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713915,175,1,1,11,24,spvvjmk37iid7hsky9g3nce7,1,23.7,65.1,2025-06-01T14:42:46.036Z,2025-06-01T14:42:46Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760294013,140,30.6,5760294019,213,5.71,5760294015,141,58.2,5760294011,56,Back,5760294017,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713923,176,1,1,11,24,spvvjmk37iid7hsky9g3nce7,1,30.6,58.2,2025-06-01T14:42:46.788Z,2025-06-01T14:42:48Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760294047,56,Back,5760294053,212,6.7,5760294051,141,63.6,5760294055,213,2.56,5760294049,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713931,177,1,1,11,26,spvvjmk37iid7hsky9g3nce7,1,25.3,63.6,2025-06-01T14:42:48.004Z,2025-06-01T14:42:49Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760294089,56,Back,5760294095,212,11.1,5760294093,141,66.1,5760294097,213,0.15,5760294091,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713943,178,1,1,11,27,spvvjmk37iid7hsky9g3nce7,1,35.7,66.1,2025-06-01T14:42:49.668Z,2025-06-01T14:42:50Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760294137,56,Back,5760294141,141,61.8,5760294145,213,3.47,5760294139,140,27.5,5760294143,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820713959,179,1,1,11,28,spvvjmk37iid7hsky9g3nce7,1,27.5,61.8,2025-06-01T14:42:50.292Z,2025-06-01T14:42:54Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760294251,140,38.3,5760294249,56,Back,5760294255,212,26.4,5760294257,213,1.13,5760294253,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714009,181,1,1,11,34,spvvjmk37iid7hsky9g3nce7,1,58.5,96.0,2025-06-01T14:42:56.148Z,2025-06-01T14:43:02Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760294483,140,55.1,5760294489,213,4.31,5760294485,141,83.8,5760294481,56,Left,5760294487,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714037,182,1,1,11,40,spvvjmk37iid7hsky9g3nce7,1,59.9,71.4,2025-06-01T14:43:02.101Z,2025-06-01T14:43:06Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760294677,140,66.5,5760294681,212,8.3,5760294679,141,78.1,5760294683,213,0.58,5760294675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714053,183,1,1,11,44,spvvjmk37iid7hsky9g3nce7,0,69.4,72.7,2025-06-01T14:43:06.212Z,2025-06-01T14:43:07Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760294723,140,73.1,5760294725,141,69.4,5760294729,213,5.76,5760294721,56,Center,5760294727,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714049,113,8,1,11,45,durq4oppf7c08tnbzrlebt0uz,1,25.4,26.8,2025-06-01T14:43:07.079Z,2025-06-01T14:43:07Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5760294715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714061,184,1,1,11,46,spvvjmk37iid7hsky9g3nce7,1,72.6,71.1,2025-06-01T14:43:08.101Z,2025-06-01T14:43:12Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760294841,141,82.6,5760294837,56,Left,5760294839,140,62.3,5760294843,212,13.3,5760294845,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714079,185,1,1,11,50,spvvjmk37iid7hsky9g3nce7,1,65.5,83.6,2025-06-01T14:43:12.180Z,2025-06-01T14:43:14Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760294923,141,93.9,5760294925,212,14.7,5760294921,140,77.8,5760294919,56,Left,5760294927,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714083,186,1,1,11,52,spvvjmk37iid7hsky9g3nce7,1,80.3,94.2,2025-06-01T14:43:14.756Z,2025-06-01T14:43:15Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760294949,212,21.9,5760294945,140,87.4,5760294951,213,5.06,5760294943,56,Center,5760294947,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714095,187,1,1,11,53,spvvjmk37iid7hsky9g3nce7,1,87.2,64.2,2025-06-01T14:43:15.700Z,2025-06-01T14:43:23Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,1.0,,5760295015,213,2.49,5760295011,141,71.8,5760295133,210,15,5760295009,140,80.8,5760295013,212,8.5,5760295007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714101,188,15,1,11,55,spvvjmk37iid7hsky9g3nce7,1,78.6,70.8,2025-06-01T14:43:17.332Z,2025-06-01T14:43:24Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760295155,103,12.7,5760295145,78,,5760295149,55,187,5760295159,146,98.2,5760295161,147,52.0,5760295181,233,114,5760295037,18,,5760295035,22,,5760295039,56,Center,5760295059,20,5760295147,29,,5760295157,215,5760295153,102,5760295143,120,,,,,,,,,50.5,,,,,,,
2820714103,114,10,1,11,55,durq4oppf7c08tnbzrlebt0uz,1,2.1,51.9,2025-06-01T14:43:17.432Z,2025-06-01T14:43:24Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760295053,178,,5760295055,182,,5760295187,233,188,5760295063,177,,5760295057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714159,116,1,1,12,11,durq4oppf7c08tnbzrlebt0uz,0,11.9,48.5,2025-06-01T14:43:33.718Z,2025-06-01T14:43:35Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5760295421,213,0.62,5760295415,140,46.7,5760295419,212,44.8,5760295411,199,,5760295413,56,Back,5760295427,189,,5760295423,1,,5760295417,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714161,189,61,1,12,13,spvvjmk37iid7hsky9g3nce7,1,54.9,21.8,2025-06-01T14:43:35.210Z,2025-06-01T15:04:27Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760295425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714165,190,1,1,12,14,spvvjmk37iid7hsky9g3nce7,1,62.5,25.0,2025-06-01T14:43:36.292Z,2025-06-01T14:43:38Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5760295453,212,6.0,5760295447,56,Right,5760295449,140,66.0,5760295455,213,5.37,5760295451,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714167,191,1,1,12,16,spvvjmk37iid7hsky9g3nce7,0,66.0,18.0,2025-06-01T14:43:37.956Z,2025-06-01T14:43:38Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5760295461,56,Center,5760295467,212,9.3,5760295459,3,,5760295463,140,70.8,5760295469,213,1.00,5760295465,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714181,117,12,1,12,19,durq4oppf7c08tnbzrlebt0uz,1,28.9,73.5,2025-06-01T14:43:41.590Z,2025-06-01T15:04:39Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5760295527,140,46.8,5760295533,213,5.56,5760295525,56,Back,5760295531,212,25.0,5760295529,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714185,193,1,1,12,20,spvvjmk37iid7hsky9g3nce7,1,54.7,52.5,2025-06-01T14:43:42.596Z,2025-06-01T14:43:44Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760295563,140,56.3,5760295567,212,4.7,5760295565,141,46.0,5760295569,213,5.08,5760295561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714189,194,1,1,12,21,spvvjmk37iid7hsky9g3nce7,1,56.3,46.0,2025-06-01T14:43:43.316Z,2025-06-01T14:43:45Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760295603,141,53.6,5760295605,212,11.0,5760295601,140,47.0,5760295599,56,Back,5760295607,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714211,195,1,1,12,24,spvvjmk37iid7hsky9g3nce7,1,38.8,63.1,2025-06-01T14:43:46.229Z,2025-06-01T14:43:49Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5760295703,140,56.0,5760295707,212,24.1,5760295709,213,0.72,5760295705,141,86.5,5760295699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714219,196,1,1,12,27,spvvjmk37iid7hsky9g3nce7,1,60.1,88.4,2025-06-01T14:43:49.028Z,2025-06-01T14:43:51Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760295759,140,60.1,5760295761,141,74.2,5760295765,213,4.71,5760295757,56,Center,5760295763,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714229,197,1,1,12,29,spvvjmk37iid7hsky9g3nce7,1,62.5,86.9,2025-06-01T14:43:51.174Z,2025-06-01T14:43:53Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5760295817,140,73.8,5760295823,213,0.47,5760295815,56,Left,5760295819,141,95.7,5760295821,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714233,198,1,1,12,31,spvvjmk37iid7hsky9g3nce7,1,76.3,94.2,2025-06-01T14:43:53.605Z,2025-06-01T14:43:54Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760295859,212,8.1,5760295855,140,76.3,5760295853,56,Left,5760295861,213,4.71,5760295857,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714237,199,1,1,12,32,spvvjmk37iid7hsky9g3nce7,0,75.8,82.0,2025-06-01T14:43:54.292Z,2025-06-01T14:43:55Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760295887,141,83.0,5760295893,236,,5760295883,56,Left,5760295891,213,0.35,5760295889,212,2.0,5760295895,233,118,5760295885,140,77.6,5760295899,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714235,118,74,1,12,32,durq4oppf7c08tnbzrlebt0uz,1,21.3,13.5,2025-06-01T14:43:54.293Z,2025-06-01T14:43:56Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5760295869,285,,5760295903,233,199,5760295867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714251,200,1,1,12,33,spvvjmk37iid7hsky9g3nce7,1,76.5,84.1,2025-06-01T14:43:55.418Z,2025-06-01T14:43:59Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760295985,213,1.67,5760295979,140,75.9,5760295983,212,6.2,5760295977,56,Left,5760295981,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820714255,201,1,1,12,37,spvvjmk37iid7hsky9g3nce7,0,74.8,91.5,2025-06-01T14:43:59.349Z,2025-06-01T14:43:59Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5760295997,141,76.7,5760295995,140,77.6,5760296001,213,5.00,5760295999,212,10.5,5760295993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
