id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2802370577,162,1,1,19,37,2nnlsjfbcea40t4jeclcbw9lk,1,71.7,91.2,2025-04-18T13:21:03.888Z,2025-04-18T13:21:06Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5658955517,212,9.8,5658955513,140,62.4,5658955511,56,Left,5658955519,213,3.07,5658955515,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370585,163,1,1,19,40,2nnlsjfbcea40t4jeclcbw9lk,1,62.4,92.3,2025-04-18T13:21:06.447Z,2025-04-18T13:40:41Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5658955561,56,Left,5658955569,213,3.57,5658955567,212,6.1,5658955563,140,57.1,5658955559,155,,5658955565,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370595,164,1,1,19,41,2nnlsjfbcea40t4jeclcbw9lk,1,57.1,88.6,2025-04-18T13:21:07.214Z,2025-04-18T13:21:08Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5658955605,140,43.9,5658955611,213,3.20,5658955609,212,13.9,5658955607,141,87.5,5658955603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370609,165,1,1,19,42,2nnlsjfbcea40t4jeclcbw9lk,1,43.9,87.5,2025-04-18T13:21:08.191Z,2025-04-18T13:21:10Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658955677,56,Back,5658955681,141,69.7,5658955685,213,3.87,5658955683,212,18.1,5658955679,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370621,166,1,1,19,43,2nnlsjfbcea40t4jeclcbw9lk,1,31.1,69.7,2025-04-18T13:21:09.920Z,2025-04-18T13:21:12Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5658955757,213,0.63,5658955753,141,85.1,5658955749,56,Back,5658955751,140,44.9,5658955755,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370633,167,1,1,19,46,2nnlsjfbcea40t4jeclcbw9lk,1,41.9,75.0,2025-04-18T13:21:12.575Z,2025-04-18T13:21:15Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658955813,213,4.08,5658955807,140,32.5,5658955809,141,55.2,5658955811,212,16.7,5658955805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370645,168,1,1,19,49,2nnlsjfbcea40t4jeclcbw9lk,1,28.6,62.4,2025-04-18T13:21:15.711Z,2025-04-18T13:21:17Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658955865,56,Back,5658955873,213,1.91,5658955869,141,83.9,5658955871,212,15.5,5658955867,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370659,169,1,1,19,51,2nnlsjfbcea40t4jeclcbw9lk,1,23.7,83.9,2025-04-18T13:21:17.023Z,2025-04-18T13:21:19Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5658955965,141,93.9,5658955963,140,32.9,5658955967,212,11.8,5658955969,213,0.61,5658955961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370673,170,1,1,19,53,2nnlsjfbcea40t4jeclcbw9lk,1,31.2,91.4,2025-04-18T13:21:19.456Z,2025-04-18T13:21:21Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658956027,56,Back,5658956033,212,12.6,5658956031,141,97.1,5658956029,140,42.6,5658956035,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370679,171,1,1,19,55,2nnlsjfbcea40t4jeclcbw9lk,0,42.9,96.0,2025-04-18T13:21:21.279Z,2025-04-18T13:40:58Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658956059,56,Back,5658956069,212,15.7,5658956063,140,42.2,5658956071,213,4.67,5658956067,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370697,158,1,1,19,56,spvvjmk37iid7hsky9g3nce7,1,68.1,36.1,2025-04-18T13:21:22.621Z,2025-04-18T13:21:25Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658956183,212,7.4,5658956179,140,66.2,5658956185,213,4.44,5658956177,56,Center,5658956181,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370695,172,83,1,19,58,2nnlsjfbcea40t4jeclcbw9lk,0,41.1,81.8,2025-04-18T13:21:24.430Z,2025-04-18T13:21:29Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5658956299,399,23iwje6cgkgc05szzf2l5z97u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370713,159,1,1,19,59,spvvjmk37iid7hsky9g3nce7,1,67.9,26.4,2025-04-18T13:21:25.180Z,2025-04-18T13:21:27Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5658956257,213,0.26,5658956253,141,30.0,5658956249,56,Center,5658956251,140,76.5,5658956255,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370719,160,1,1,20,1,spvvjmk37iid7hsky9g3nce7,1,76.5,30.0,2025-04-18T13:21:27.748Z,2025-04-18T13:41:37Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658956291,141,45.2,5658956289,140,87.6,5658956295,213,0.73,5658956293,212,15.6,5658956287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370811,162,61,1,20,2,spvvjmk37iid7hsky9g3nce7,0,79.7,38.9,2025-04-18T13:21:28.174Z,2025-04-18T13:21:51Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5658956811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370721,173,61,1,20,4,2nnlsjfbcea40t4jeclcbw9lk,1,15.7,59.1,2025-04-18T13:21:30.080Z,2025-04-18T13:21:53Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658956301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370727,174,12,1,20,5,2nnlsjfbcea40t4jeclcbw9lk,1,10.7,52.2,2025-04-18T13:21:31.102Z,2025-04-18T13:21:32Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658956331,56,Back,5658956369,167,,5658956339,213,1.17,5658956335,141,100.0,5658956337,212,36.5,5658956333,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370735,161,5,1,20,5,spvvjmk37iid7hsky9g3nce7,1,76.8,-1.6,2025-04-18T13:21:32.002Z,2025-04-18T13:28:02Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658956373,347,,5658956371,56,Right,5658956387,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370729,175,5,1,20,5,2nnlsjfbcea40t4jeclcbw9lk,0,23.2,101.6,2025-04-18T13:21:32.002Z,2025-04-18T13:21:36Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658956341,56,Back,5658956397,233,161,5658956343,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370835,163,1,1,20,29,spvvjmk37iid7hsky9g3nce7,1,75.1,0.0,2025-04-18T13:21:55.541Z,2025-04-18T13:21:57Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658956971,140,77.3,5658956967,107,,5658956969,56,Right,5658956973,141,10.6,5658956977,213,1.31,5658956975,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370837,164,1,1,20,31,spvvjmk37iid7hsky9g3nce7,1,77.3,10.6,2025-04-18T13:21:57.265Z,2025-04-18T13:21:58Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658956985,141,3.7,5658956989,213,5.47,5658956981,56,Right,5658956983,140,81.5,5658956987,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370843,165,1,1,20,32,spvvjmk37iid7hsky9g3nce7,1,81.5,3.7,2025-04-18T13:21:58.316Z,2025-04-18T13:42:15Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658957035,56,Right,5658957039,141,12.9,5658957041,212,9.3,5658957043,213,2.40,5658957037,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370853,166,1,1,20,33,spvvjmk37iid7hsky9g3nce7,1,74.7,13.7,2025-04-18T13:21:59.524Z,2025-04-18T13:22:01Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658957091,213,5.66,5658957089,212,10.6,5658957087,141,4.6,5658957083,56,Right,5658957085,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370869,167,1,1,20,35,spvvjmk37iid7hsky9g3nce7,0,87.8,6.4,2025-04-18T13:22:01.665Z,2025-04-18T13:42:35Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658957195,213,1.65,5658957185,155,,5658957191,141,100.0,5658957189,140,83.2,5658957187,56,Left,5658957193,212,64.3,5658957197,1,,5658957183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370873,168,5,1,20,41,spvvjmk37iid7hsky9g3nce7,0,88.0,101.2,2025-04-18T13:22:07.041Z,2025-04-18T13:22:13Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658957263,233,176,5658957205,347,,5658957203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370881,176,5,1,20,41,2nnlsjfbcea40t4jeclcbw9lk,1,12.0,-1.2,2025-04-18T13:22:07.041Z,2025-04-18T13:28:02Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658957249,56,Back,5658957251,347,,5658957257,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370941,177,1,1,20,58,2nnlsjfbcea40t4jeclcbw9lk,1,13.3,0.0,2025-04-18T13:22:24.207Z,2025-04-18T13:22:28Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658957627,107,,5658957637,213,1.30,5658957633,141,19.2,5658957631,140,17.0,5658957629,56,Back,5658957635,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370947,169,83,1,21,1,spvvjmk37iid7hsky9g3nce7,0,76.4,97.7,2025-04-18T13:22:27.981Z,2025-04-18T13:43:32Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658984269,399,4mroygq2ruxkml5c5j4awwted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370945,178,61,1,21,2,2nnlsjfbcea40t4jeclcbw9lk,0,13.3,10.0,2025-04-18T13:22:28.448Z,2025-04-18T13:22:28Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658957647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370949,170,5,1,21,3,spvvjmk37iid7hsky9g3nce7,1,82.8,101.0,2025-04-18T13:22:29.857Z,2025-04-18T13:28:03Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658957681,56,Left,5658957727,233,179,5658957683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370955,179,5,1,21,3,2nnlsjfbcea40t4jeclcbw9lk,0,17.2,-1.0,2025-04-18T13:22:29.857Z,2025-04-18T13:28:03Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658957715,56,Back,5658957755,233,170,5658957717,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370991,171,1,1,21,11,spvvjmk37iid7hsky9g3nce7,1,78.0,100.0,2025-04-18T13:22:37.773Z,2025-04-18T13:22:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658957885,140,87.2,5658957887,141,89.4,5658957883,56,Left,5658957881,107,,5658957889,212,12.9,5658957891,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370993,172,61,1,21,14,spvvjmk37iid7hsky9g3nce7,0,87.3,90.2,2025-04-18T13:22:40.284Z,2025-04-18T13:22:43Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658957895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371005,180,4,1,21,16,2nnlsjfbcea40t4jeclcbw9lk,1,12.4,12.2,2025-04-18T13:22:42.703Z,2025-04-18T13:43:36Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5658958027,56,Back,5658958033,285,,5658958023,294,,5658958019,13,,5658958031,152,,5658958049,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371015,173,4,1,21,16,spvvjmk37iid7hsky9g3nce7,0,87.6,87.8,2025-04-18T13:22:42.704Z,2025-04-18T13:43:38Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658958047,286,,5658958043,152,,5658958041,56,Left,5658958219,294,,5658958069,233,180,5658958039,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371061,181,1,1,21,22,2nnlsjfbcea40t4jeclcbw9lk,1,15.2,14.6,2025-04-18T13:22:48.047Z,2025-04-18T13:22:52Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658958265,155,,5658958267,196,,5658958271,56,Back,5658958279,213,1.46,5658958281,1,,5658958273,140,20.5,5658958275,141,89.0,5658958263,5,,5658958277,212,5658958269,152,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,
2802371089,182,1,1,21,27,2nnlsjfbcea40t4jeclcbw9lk,1,17.6,90.8,2025-04-18T13:22:53.776Z,2025-04-18T13:44:06Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658958433,140,37.8,5658958437,212,21.7,5658958439,213,0.20,5658958435,141,97.2,5658958431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371091,183,61,1,21,30,2nnlsjfbcea40t4jeclcbw9lk,1,37.8,97.2,2025-04-18T13:22:56.518Z,2025-04-18T13:44:10Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658958443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371123,184,1,1,21,33,2nnlsjfbcea40t4jeclcbw9lk,0,55.2,89.3,2025-04-18T13:22:59.904Z,2025-04-18T13:23:04Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658958627,212,4.7,5658958619,155,,5658958623,140,58.8,5658958621,56,Left,5658958629,213,0.62,5658958625,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371127,185,4,1,21,37,2nnlsjfbcea40t4jeclcbw9lk,1,57.2,91.0,2025-04-18T13:23:03.293Z,2025-04-18T13:23:08Z,,,,,5658958667,56,Left,5658958671,286,,5658958665,10,,5658958669,152,,5658958699,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371117,174,4,1,21,37,spvvjmk37iid7hsky9g3nce7,0,42.8,9.0,2025-04-18T13:23:03.294Z,2025-04-18T13:23:17Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5658958659,56,Back,5658958967,55,175,5658958657,10,,5658958707,233,185,5658958661,152,,5658958663,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371135,175,17,1,21,40,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-18T13:23:06.415Z,2025-04-18T13:23:16Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5658958957,10,243,5658958955,31,,5658958959,55,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371265,186,1,1,22,9,2nnlsjfbcea40t4jeclcbw9lk,0,57.2,94.1,2025-04-18T13:23:35.488Z,2025-04-18T13:23:37Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658959443,152,,5658959453,213,5.62,5658959447,140,78.3,5658959451,212,28.1,5658959449,141,68.7,5658959441,155,,5658959439,5,,5658959445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371271,176,1,1,22,12,spvvjmk37iid7hsky9g3nce7,1,29.5,36.3,2025-04-18T13:23:38.093Z,2025-04-18T13:23:40Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5658959487,213,4.36,5658959479,56,Back,5658959483,141,29.1,5658959477,3,,5658959481,140,27.8,5658959485,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371273,177,12,1,22,13,spvvjmk37iid7hsky9g3nce7,1,21.5,25.2,2025-04-18T13:23:39.861Z,2025-04-18T13:24:31Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5658960519,15,,5658959501,213,0.07,5658959495,140,26.9,5658959497,141,25.8,5658959493,56,Back,5658959499,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371281,187,1,1,22,16,2nnlsjfbcea40t4jeclcbw9lk,1,71.9,75.4,2025-04-18T13:23:42.223Z,2025-04-18T13:23:45Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5658959601,140,74.9,5658959599,56,Left,5658959603,141,94.1,5658959607,213,1.33,5658959605,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371293,188,1,1,22,19,2nnlsjfbcea40t4jeclcbw9lk,1,72.9,95.9,2025-04-18T13:23:45.023Z,2025-04-18T13:23:46Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658959655,212,10.9,5658959651,140,64.1,5658959649,56,Left,5658959653,141,87.4,5658959657,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371303,189,1,1,22,20,2nnlsjfbcea40t4jeclcbw9lk,1,64.1,87.4,2025-04-18T13:23:46.559Z,2025-04-18T13:23:47Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658959735,212,17.8,5658959731,140,76.4,5658959729,56,Center,5658959737,213,5.52,5658959733,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371339,190,1,1,22,21,2nnlsjfbcea40t4jeclcbw9lk,1,76.4,69.4,2025-04-18T13:23:47.727Z,2025-04-18T13:23:55Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658959933,140,88.5,5658959937,212,13.1,5658959939,213,0.25,5658959935,141,74.1,5658959931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371343,191,4,1,22,27,2nnlsjfbcea40t4jeclcbw9lk,1,92.2,88.2,2025-04-18T13:23:53.413Z,2025-04-18T13:23:58Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5658959967,265,,5658959963,56,Left,5658959961,13,,5658959969,286,,5658959975,233,178,5658959965,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371333,178,4,1,22,27,spvvjmk37iid7hsky9g3nce7,0,7.8,11.8,2025-04-18T13:23:53.414Z,2025-04-18T13:23:57Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5658959985,233,191,5658959905,56,Back,5658959903,13,,5658959907,152,,5658959909,265,,5658959911,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371525,192,1,1,23,16,2nnlsjfbcea40t4jeclcbw9lk,0,95.9,85.9,2025-04-18T13:24:42.158Z,2025-04-18T13:24:44Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5658961221,141,56.0,5658961217,56,Center,5658961213,155,,5658961211,5,,5658961223,212,20.4,5658961209,2,,5658961219,140,97.2,5658961225,213,4.78,5658961215,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371537,179,12,1,23,18,spvvjmk37iid7hsky9g3nce7,1,5.7,42.1,2025-04-18T13:24:44.277Z,2025-04-18T13:24:45Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5658961303,140,12.1,5658961307,212,12.8,5658961305,141,26.1,5658961309,213,5.27,5658961301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371751,180,12,1,23,19,spvvjmk37iid7hsky9g3nce7,1,12.2,26.1,2025-04-18T13:24:45.588Z,2025-04-18T13:25:19Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5658962467,140,27.6,5658962471,212,16.5,5658962473,213,0.19,5658962469,141,30.6,5658962465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371571,193,1,1,23,22,2nnlsjfbcea40t4jeclcbw9lk,1,75.3,66.0,2025-04-18T13:24:48.079Z,2025-04-18T13:24:50Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658961523,212,12.3,5658961519,141,53.0,5658961513,56,Center,5658961515,140,67.2,5658961525,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371587,194,1,1,23,24,2nnlsjfbcea40t4jeclcbw9lk,1,67.2,53.0,2025-04-18T13:24:50.111Z,2025-04-18T13:24:52Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658961591,56,Center,5658961599,213,2.58,5658961597,212,12.8,5658961593,140,56.9,5658961595,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371637,195,1,1,23,26,2nnlsjfbcea40t4jeclcbw9lk,1,54.5,60.5,2025-04-18T13:24:52.591Z,2025-04-18T13:25:00Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658961863,56,Right,5658961871,213,4.81,5658961867,141,17.6,5658961869,212,29.3,5658961865,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371665,196,1,1,23,34,2nnlsjfbcea40t4jeclcbw9lk,1,63.4,10.3,2025-04-18T13:25:00.111Z,2025-04-18T13:25:03Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658961991,213,2.44,5658961989,212,13.8,5658961983,56,Center,5658961987,141,23.4,5658961985,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371687,197,1,1,23,37,2nnlsjfbcea40t4jeclcbw9lk,1,55.6,20.1,2025-04-18T13:25:03.071Z,2025-04-18T13:25:05Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658962077,140,73.3,5658962081,212,20.3,5658962083,213,5.87,5658962079,141,8.0,5658962075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371701,198,1,1,23,39,2nnlsjfbcea40t4jeclcbw9lk,1,73.1,4.6,2025-04-18T13:25:05.823Z,2025-04-18T13:25:07Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658962153,56,Right,5658962157,141,8.6,5658962159,212,18.2,5658962155,140,56.0,5658962161,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371723,199,1,1,23,41,2nnlsjfbcea40t4jeclcbw9lk,1,56.0,8.6,2025-04-18T13:25:07.087Z,2025-04-18T13:25:12Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658962303,212,18.6,5658962297,56,Back,5658962301,141,32.4,5658962299,140,47.2,5658962305,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371743,200,1,1,23,46,2nnlsjfbcea40t4jeclcbw9lk,1,47.2,32.4,2025-04-18T13:25:12.176Z,2025-04-18T13:45:18Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5658962433,212,14.9,5658962427,56,Back,5658962429,140,46.1,5658962435,213,4.63,5658962431,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371745,201,1,1,23,51,2nnlsjfbcea40t4jeclcbw9lk,0,64.9,10.6,2025-04-18T13:25:17.135Z,2025-04-18T13:25:17Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658962441,140,77.1,5658962439,56,Right,5658962445,212,12.9,5658962447,213,6.16,5658962443,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371753,181,8,1,23,53,spvvjmk37iid7hsky9g3nce7,1,20.0,93.9,2025-04-18T13:25:19.254Z,2025-04-18T13:25:19Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658962477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802371759,183,1,1,23,53,spvvjmk37iid7hsky9g3nce7,1,20.0,93.9,2025-04-18T13:25:19.725Z,2025-04-18T13:25:20Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658962501,213,4.97,5658962499,212,3.2,5658962495,140,20.8,5658962497,141,89.3,5658962493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
