id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793728029,117,3,1,12,3,7hlumphk42363z3i2nry2wrzj,0,89.4,7.8,2025-03-30T14:42:34.222Z,2025-03-30T16:15:20Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611189421,56,Right,5611189423,286,,5611189521,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793727999,145,7,1,12,3,cfvya7igkhkas7wvsktwz6j8k,1,10.6,92.2,2025-03-30T14:42:34.223Z,2025-03-30T16:15:20Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611189271,285,,5611189265,167,,5611189463,233,117,5611189269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728085,118,5,1,12,4,7hlumphk42363z3i2nry2wrzj,1,90.2,-0.6,2025-03-30T14:42:34.800Z,2025-03-30T15:05:21Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611189771,347,,5611189763,56,Right,5611189845,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728013,146,5,1,12,4,cfvya7igkhkas7wvsktwz6j8k,0,9.8,100.6,2025-03-30T14:42:34.800Z,2025-03-30T15:05:21Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611189353,56,Back,5611189899,233,118,5611189355,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728147,119,1,1,12,7,7hlumphk42363z3i2nry2wrzj,1,91.5,0.0,2025-03-30T14:42:38.253Z,2025-03-30T14:42:40Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611190065,141,11.7,5611190061,56,Right,5611190069,213,2.70,5611190059,107,,5611190067,212,19.4,5611190063,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728195,120,1,1,12,10,7hlumphk42363z3i2nry2wrzj,1,75.5,11.7,2025-03-30T14:42:40.685Z,2025-03-30T14:42:42Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611190411,141,21.0,5611190405,56,Right,5611190415,212,7.5,5611190407,140,79.3,5611190421,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728209,121,1,1,12,12,7hlumphk42363z3i2nry2wrzj,0,77.5,21.9,2025-03-30T14:42:42.749Z,2025-03-30T14:42:43Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611190497,213,1.13,5611190485,2,,5611190493,141,40.0,5611190495,212,13.6,5611190489,56,Center,5611190487,155,,5611190491,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728261,147,12,1,12,13,cfvya7igkhkas7wvsktwz6j8k,1,20.7,67.2,2025-03-30T14:42:43.839Z,2025-03-30T14:42:47Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5611190757,141,86.2,5611190765,213,2.62,5611190747,56,Back,5611190761,212,25.9,5611190825,15,,5611190907,167,,5611190749,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728275,122,6,1,12,15,7hlumphk42363z3i2nry2wrzj,1,93.6,24.2,2025-03-30T14:42:46.224Z,2025-03-30T14:47:45Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611190993,75,,5611190991,56,Center,5611191055,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793728287,148,6,1,12,15,cfvya7igkhkas7wvsktwz6j8k,0,6.4,75.8,2025-03-30T14:42:46.224Z,2025-03-30T14:42:52Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5611190957,56,Back,5611190959,73,,5611191063,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729057,123,1,1,12,42,7hlumphk42363z3i2nry2wrzj,1,99.5,0.5,2025-03-30T14:43:12.814Z,2025-03-30T15:17:51Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,1.0,,5611208649,154,,5611194793,140,94.6,5611194797,212,33.6,5611194801,1,,5611194791,56,Center,5611194789,223,,5611194795,141,49.4,5611194787,155,,5611194783,2,,5611208647,210,13,5611194785,6,5611194799,213,,,,,,,1.72,,,,,,,,,,,,,,,,
2793729069,124,44,1,12,47,7hlumphk42363z3i2nry2wrzj,1,88.6,50.3,2025-03-30T14:43:17.790Z,2025-03-30T15:15:10Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611194875,56,Center,5611194877,286,,5611394669,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729041,149,44,1,12,47,cfvya7igkhkas7wvsktwz6j8k,0,9.4,50.0,2025-03-30T14:43:17.791Z,2025-03-30T15:17:41Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5611394689,233,124,5611194749,285,,5611194747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729197,125,13,1,12,48,7hlumphk42363z3i2nry2wrzj,1,89.5,60.0,2025-03-30T14:43:18.781Z,2025-03-30T14:45:02Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611208699,231,51.4,5611208681,154,,5611208679,29,,5611195587,17,,5611195583,22,,5611196489,20,,5611208687,102,56.8,5611208683,55,123,5611195589,56,Center,5611208691,153,,5611208689,103,5611208695,147,5611208693,146,5611208697,230,99.7,20.8,41.7,94.5,5611208677,83,,,,,,,,,,,,,
2793729081,150,12,1,12,48,cfvya7igkhkas7wvsktwz6j8k,1,9.8,56.0,2025-03-30T14:43:18.944Z,2025-03-30T14:43:19Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5611194925,213,0.94,5611194921,141,64.9,5611194967,15,,5611194917,56,Back,5611194919,140,14.0,5611194923,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729275,151,12,1,12,50,cfvya7igkhkas7wvsktwz6j8k,1,14.2,64.8,2025-03-30T14:43:21.087Z,2025-03-30T15:17:46Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611196001,56,Left,5611196005,141,94.1,5611196003,140,59.0,5611196009,213,0.40,5611196007,212,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729505,126,1,1,13,4,7hlumphk42363z3i2nry2wrzj,1,38.8,15.0,2025-03-30T14:43:34.589Z,2025-03-30T14:43:35Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611197309,140,44.6,5611197307,56,Back,5611197313,212,19.5,5611197311,141,42.2,5611197315,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729585,127,1,1,13,5,7hlumphk42363z3i2nry2wrzj,1,44.8,43.4,2025-03-30T14:43:35.661Z,2025-03-30T14:43:38Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5611197739,141,83.3,5611197745,213,1.32,5611197735,140,51.4,5611197731,56,Left,5611197743,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729627,128,1,1,13,8,7hlumphk42363z3i2nry2wrzj,1,51.4,83.3,2025-03-30T14:43:38.702Z,2025-03-30T14:43:40Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611197991,212,10.5,5611197989,141,93.6,5611197987,140,58.9,5611197985,56,Left,5611197993,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729737,130,1,1,13,10,7hlumphk42363z3i2nry2wrzj,1,55.3,92.4,2025-03-30T14:43:41.405Z,2025-03-30T14:43:44Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5611198499,140,41.7,5611198497,56,Back,5611198503,141,81.5,5611198509,212,16.1,5611198515,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729765,131,1,1,13,13,7hlumphk42363z3i2nry2wrzj,1,41.7,81.5,2025-03-30T14:43:44.366Z,2025-03-30T14:43:45Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611198627,140,55.8,5611198631,212,15.2,5611198629,141,76.7,5611198633,213,6.07,5611198625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729833,132,1,1,13,14,7hlumphk42363z3i2nry2wrzj,1,55.8,76.7,2025-03-30T14:43:45.469Z,2025-03-30T14:43:48Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611198939,212,18.7,5611198935,141,61.4,5611198941,213,3.73,5611198931,56,Back,5611198933,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729855,133,1,1,13,17,7hlumphk42363z3i2nry2wrzj,1,41.0,61.4,2025-03-30T14:43:48.045Z,2025-03-30T14:43:49Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5611199109,141,37.9,5611199107,140,46.5,5611199113,213,5.06,5611199105,56,Back,5611199111,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793729961,134,1,1,13,21,7hlumphk42363z3i2nry2wrzj,1,45.3,37.6,2025-03-30T14:43:51.805Z,2025-03-30T14:43:54Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5611199653,212,14.0,5611199647,56,Back,5611199649,140,38.0,5611199651,141,54.8,5611199655,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730031,135,1,1,13,23,7hlumphk42363z3i2nry2wrzj,1,38.0,54.8,2025-03-30T14:43:53.869Z,2025-03-30T14:43:56Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611200105,56,Center,5611200115,213,0.61,5611200113,212,20.3,5611200107,140,53.9,5611200109,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730093,136,1,1,13,26,7hlumphk42363z3i2nry2wrzj,1,54.7,74.8,2025-03-30T14:43:56.685Z,2025-03-30T14:43:59Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5611200443,140,62.0,5611200447,212,15.9,5611200449,213,1.07,5611200441,56,Left,5611200445,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730149,137,1,1,13,28,7hlumphk42363z3i2nry2wrzj,0,61.9,95.3,2025-03-30T14:43:59.470Z,2025-03-30T14:44:01Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5611200841,155,,5611200845,140,91.3,5611200851,213,5.61,5611200849,212,39.4,5611200843,56,Center,5611200853,1,,5611200847,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730399,153,1,1,13,38,cfvya7igkhkas7wvsktwz6j8k,1,14.5,49.1,2025-03-30T14:44:09.184Z,2025-03-30T14:44:13Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5611202217,213,1.65,5611202213,141,66.9,5611202207,123,,5611202209,56,Back,5611202215,212,12.1,5611202211,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730473,154,1,1,13,43,cfvya7igkhkas7wvsktwz6j8k,1,23.5,75.0,2025-03-30T14:44:13.504Z,2025-03-30T14:44:16Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611202631,140,30.9,5611202635,141,92.1,5611202639,212,14.0,5611202627,56,Back,5611202643,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730493,155,1,1,13,45,cfvya7igkhkas7wvsktwz6j8k,0,36.0,92.4,2025-03-30T14:44:16.416Z,2025-03-30T14:44:17Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611202745,212,18.5,5611202741,140,53.6,5611202739,56,Left,5611202747,213,0.02,5611202743,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730525,138,61,1,13,47,7hlumphk42363z3i2nry2wrzj,1,20.3,5.0,2025-03-30T14:44:18.343Z,2025-03-30T14:44:18Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611202919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730605,156,1,1,13,49,cfvya7igkhkas7wvsktwz6j8k,1,56.5,75.6,2025-03-30T14:44:20.304Z,2025-03-30T14:44:22Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611203333,56,Center,5611203349,213,5.39,5611203337,140,66.1,5611203341,141,57.0,5611203345,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730617,157,61,1,13,51,cfvya7igkhkas7wvsktwz6j8k,0,66.2,57.0,2025-03-30T14:44:22.048Z,2025-03-30T14:44:22Z,rz5zhw17e2j2xp4h4c40pnca,Niklas Söderberg,,,5611203401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793730895,140,1,1,13,53,7hlumphk42363z3i2nry2wrzj,1,28.7,44.5,2025-03-30T14:44:24.045Z,2025-03-30T14:44:33Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5611204881,212,21.9,5611204875,56,Back,5611204879,141,15.9,5611204883,213,5.19,5611204877,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731045,141,1,1,14,2,7hlumphk42363z3i2nry2wrzj,1,75.7,39.4,2025-03-30T14:44:33.277Z,2025-03-30T14:44:46Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,1.0,,5611206653,210,13,5611205649,213,1.15,5611205641,56,Center,5611205645,141,72.0,5611205643,140,85.1,5611206659,154,,5611205647,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731051,142,13,1,14,7,7hlumphk42363z3i2nry2wrzj,1,85.9,68.4,2025-03-30T14:44:38.271Z,2025-03-30T14:44:46Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611206741,103,54.2,5611206729,55,141,5611206743,215,,5611206725,29,,5611205899,20,,5611206749,230,99.8,5611205671,22,,5611205675,56,Center,5611206735,102,46.1,5611206751,231,49.8,5611205673,64,5611206727,154,5611206723,85,,,,,,,,,,,,,,,,,,,,,
2793731761,143,5,1,14,9,7hlumphk42363z3i2nry2wrzj,0,101.0,61.7,2025-03-30T14:44:40.256Z,2025-03-30T15:05:22Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611209639,346,,5611209637,56,Center,5611209793,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731081,158,5,1,14,9,cfvya7igkhkas7wvsktwz6j8k,1,-1.0,38.3,2025-03-30T14:44:40.256Z,2025-03-30T15:05:21Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5611205821,346,,5611209753,233,143,5611205819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731657,159,1,1,14,32,cfvya7igkhkas7wvsktwz6j8k,1,4.6,58.4,2025-03-30T14:45:03.264Z,2025-03-30T14:45:05Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611209047,237,,5611209037,140,5.1,5611209101,189,,5611209043,213,4.81,5611209033,124,,5611209039,141,50.1,5611209035,56,Back,5611209041,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731781,160,1,1,14,37,cfvya7igkhkas7wvsktwz6j8k,1,8.2,51.5,2025-03-30T14:45:07.904Z,2025-03-30T14:45:09Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5611209827,1,,5611209819,141,74.7,5611209815,56,Center,5611209817,140,54.2,5611209813,155,,5611209825,213,0.32,5611209821,212,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731929,161,1,1,14,38,cfvya7igkhkas7wvsktwz6j8k,1,54.7,74.8,2025-03-30T14:45:08.899Z,2025-03-30T14:45:15Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611210779,212,11.3,5611210775,140,46.0,5611210781,213,2.51,5611210777,141,84.7,5611210773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793731995,162,1,1,14,45,cfvya7igkhkas7wvsktwz6j8k,0,58.9,72.0,2025-03-30T14:45:15.664Z,2025-03-30T15:27:05Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5611211133,212,31.8,5611211127,56,Center,5611211125,155,,5611211135,213,5.81,5611211131,141,50.7,5611467217,4,,5611211129,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732001,144,12,1,14,47,7hlumphk42363z3i2nry2wrzj,1,10.4,53.3,2025-03-30T14:45:18.014Z,2025-03-30T14:45:27Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611211221,15,,5611211171,56,Back,5611211181,141,67.2,5611211187,213,1.06,5611211183,212,10.8,5611211177,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732091,163,15,1,14,49,cfvya7igkhkas7wvsktwz6j8k,1,85.3,41.7,2025-03-30T14:45:19.793Z,2025-03-30T15:27:15Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5611467983,391,,5611466301,233,145,5611212021,20,,5611211637,22,,5611212569,108,,5611212575,146,98.4,5611212571,328,,5611211639,17,,5611212567,103,16.5,5611212563,78,,5611212565,102,5611212561,114,5611212577,147,5611212573,458,,51.0,,49.8,5611211643,56,Center,,,,,,,,,,,,
2793732205,145,10,1,14,49,7hlumphk42363z3i2nry2wrzj,1,3.4,50.1,2025-03-30T14:45:19.893Z,2025-03-30T15:26:53Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5611212255,182,,5611212257,56,Back,5611466331,233,163,5611212253,178,,5611212447,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732249,146,52,1,14,56,7hlumphk42363z3i2nry2wrzj,1,3.4,50.1,2025-03-30T14:45:27.272Z,2025-03-30T14:45:36Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5611213409,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732455,147,1,1,15,6,7hlumphk42363z3i2nry2wrzj,0,3.4,50.1,2025-03-30T14:45:36.736Z,2025-03-30T14:46:10Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5611213599,212,71.5,5611213601,213,6.14,5611213595,140,70.8,5611218067,199,,5611213597,141,35.2,5611213603,1,,5611213593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732471,164,1,1,15,7,cfvya7igkhkas7wvsktwz6j8k,0,36.2,92.1,2025-03-30T14:45:38.160Z,2025-03-30T14:45:40Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611213679,140,39.3,5611213689,213,0.06,5611213681,141,92.4,5611213817,286,,5611213813,233,148,5611213685,212,3.3,5611213677,56,Back,5611213811,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732495,148,74,1,15,7,7hlumphk42363z3i2nry2wrzj,1,69.2,8.0,2025-03-30T14:45:38.161Z,2025-03-30T15:26:57Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611213831,233,164,5611213791,56,Right,5611213793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732527,165,1,1,15,10,cfvya7igkhkas7wvsktwz6j8k,1,34.3,91.5,2025-03-30T14:45:40.704Z,2025-03-30T14:45:41Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611213945,141,84.5,5611213941,56,Back,5611213953,212,7.1,5611213943,140,39.3,5611213957,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732637,167,1,1,15,14,cfvya7igkhkas7wvsktwz6j8k,1,54.6,90.3,2025-03-30T14:45:44.720Z,2025-03-30T15:04:59Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5611214515,141,89.7,5611214519,212,8.1,5611214509,56,Left,5611214523,213,6.23,5611214513,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732645,168,61,1,15,14,cfvya7igkhkas7wvsktwz6j8k,0,63.6,89.7,2025-03-30T14:45:45.440Z,2025-03-30T15:05:09Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611214571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732785,150,61,1,15,20,7hlumphk42363z3i2nry2wrzj,1,67.8,22.2,2025-03-30T14:45:51.166Z,2025-03-30T15:05:46Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611215391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732885,169,43,1,15,20,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-03-30T14:45:51.167Z,2025-03-30T15:05:35Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611215859,56,Back,5611215861,285,0,5611215913,233,150,5611331031,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733047,151,4,1,15,21,7hlumphk42363z3i2nry2wrzj,1,68.4,14.4,2025-03-30T14:45:51.630Z,2025-03-30T15:14:51Z,,,,,5611332509,10,,5611217251,233,170,5611216761,152,,5611216757,56,Right,5611216769,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793732891,170,4,1,15,21,cfvya7igkhkas7wvsktwz6j8k,0,31.6,85.6,2025-03-30T14:45:51.631Z,2025-03-30T15:14:50Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611216009,152,,5611216007,56,Back,5611216013,285,,5611330815,10,,5611217329,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733393,152,1,1,15,42,7hlumphk42363z3i2nry2wrzj,1,68.7,16.5,2025-03-30T14:46:13.166Z,2025-03-30T14:46:15Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5611218567,5,,5611218579,213,6.03,5611218575,141,10.1,5611218571,56,Right,5611218577,212,17.3,5611218569,152,,5611218573,140,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733429,153,1,1,15,44,7hlumphk42363z3i2nry2wrzj,1,84.6,10.1,2025-03-30T14:46:14.879Z,2025-03-30T14:46:16Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611218877,213,2.85,5611218869,56,Right,5611218873,141,16.8,5611218875,212,15.6,5611218871,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733461,154,1,1,15,46,7hlumphk42363z3i2nry2wrzj,1,70.6,17.3,2025-03-30T14:46:16.510Z,2025-03-30T14:46:18Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5611219041,213,1.59,5611219035,140,70.4,5611219039,212,11.1,5611219033,56,Center,5611219037,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733555,156,1,1,15,48,7hlumphk42363z3i2nry2wrzj,1,71.5,31.0,2025-03-30T14:46:19.422Z,2025-03-30T14:46:21Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611219525,212,8.4,5611219513,56,Right,5611219523,141,19.2,5611219527,213,5.02,5611219519,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733643,157,1,1,15,51,7hlumphk42363z3i2nry2wrzj,1,71.9,18.2,2025-03-30T14:46:21.732Z,2025-03-30T14:46:25Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5611220069,212,8.8,5611220073,213,0.22,5611220057,56,Right,5611220065,141,21.0,5611220061,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733587,171,83,1,15,52,cfvya7igkhkas7wvsktwz6j8k,0,19.8,80.8,2025-03-30T14:46:23.105Z,2025-03-30T14:46:26Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611220203,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733653,158,1,1,15,54,7hlumphk42363z3i2nry2wrzj,0,78.4,37.9,2025-03-30T14:46:25.358Z,2025-03-30T14:46:27Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611220131,212,8.7,5611220129,141,50.7,5611220291,236,,5611220125,56,Center,5611220293,233,173,5611220297,286,,5611220127,140,79.2,5611220133,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733683,173,74,1,15,54,cfvya7igkhkas7wvsktwz6j8k,1,22.0,63.1,2025-03-30T14:46:25.359Z,2025-03-30T15:26:57Z,rz5zhw17e2j2xp4h4c40pnca,Niklas Söderberg,,,5611220271,56,Back,5611220331,233,158,5611220273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793733809,159,1,1,16,1,7hlumphk42363z3i2nry2wrzj,1,94.8,18.3,2025-03-30T14:46:31.550Z,2025-03-30T14:46:33Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5611221051,141,7.4,5611221055,213,3.66,5611221053,212,15.1,5611221047,56,Right,5611221049,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
